# file...... Output/hvac/house_hvac_file_005.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_12A_tm_0_A_12_Meter_9_81:hvac_load,house_0_13A_tm_0_A_13_Meter_9_82:hvac_load,house_0_14A_tm_0_A_14_Meter_9_83:hvac_load,house_0_15A_tm_0_A_15_Meter_9_84:hvac_load,house_0_1A_tm_0_A_1_Meter_10_85:hvac_load,house_0_2A_tm_0_A_2_Meter_10_86:hvac_load,house_0_3A_tm_0_A_3_Meter_10_87:hvac_load,house_0_4A_tm_0_A_4_Meter_10_88:hvac_load,house_0_5A_tm_0_A_5_Meter_10_89:hvac_load,house_0_6A_tm_0_A_6_Meter_10_90:hvac_load,house_0_7A_tm_0_A_7_Meter_10_91:hvac_load,house_0_8A_tm_0_A_8_Meter_10_92:hvac_load,house_0_1A_tm_0_A_1_Meter_11_93:hvac_load,house_0_2A_tm_0_A_2_Meter_11_94:hvac_load,house_0_3A_tm_0_A_3_Meter_11_95:hvac_load,house_0_4A_tm_0_A_4_Meter_11_96:hvac_load,house_0_5A_tm_0_A_5_Meter_11_97:hvac_load,house_0_6A_tm_0_A_6_Meter_11_98:hvac_load,house_0_7A_tm_0_A_7_Meter_11_99:hvac_load,house_0_8A_tm_0_A_8_Meter_11_100:hvac_load
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:00 UTC,+0,+0,+5.16649626619,+0,+0,+0,+0,+2.15237318303,+0,+0,+0,+0,+0,+2.15228493351,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:30 UTC,+0,+0,+5.17543534048,+0,+0,+0,+6.89614202087,+2.15564324469,+0,+0,+0,+0,+0,+2.15562618269,+0,+5.60317419273,+0,+0,+0,+0
2010-08-16 00:02:00 UTC,+0,+0,+5.17212049383,+0,+0,+0,+6.89172684173,+2.15426301595,+0,+0,+0,+0,+0,+2.15424597943,+0,+5.59958688807,+0,+0,+0,+0
2010-08-16 00:02:30 UTC,+0,+0,+5.18252081764,+0,+0,+0,+6.90557946291,+2.15859348229,+0,+0,+0,+0,+0,+2.15857636613,+0,+5.61084205474,+0,+0,+0,+0
2010-08-16 00:03:00 UTC,+0,+0,+5.18072631098,+0,+0,+0,+6.90337409461,+2.15790406242,+0,+0,+0,+0,+0,+0,+0,+5.6091496765,+0,+0,+0,+0
2010-08-16 00:03:30 UTC,+0,+0,+5.17878593633,+0,+0,+0,+6.90106711385,+0,+0,+0,+0,+0,+0,+0,+0,+5.60713032521,+0,+0,+0,+0
2010-08-16 00:04:00 UTC,+0,+0,+5.17994064019,+0,+0,+0,+6.90260526547,+0,+0,+0,+0,+0,+0,+0,+0,+5.60838004355,+0,+0,+0,+0
2010-08-16 00:04:30 UTC,+0,+0,+5.18146436458,+0,+0,+0,+6.90469658662,+0,+0,+0,+0,+0,+0,+0,+0,+5.61008948697,+0,+0,+0,+0
