# file...... Output/hvac/house_hvac_file_033.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_7B_tm_0_B_7_Meter_56_641:hvac_load,house_0_8B_tm_0_B_8_Meter_56_642:hvac_load,house_0_1B_tm_0_B_1_Meter_58_643:hvac_load,house_0_2B_tm_0_B_2_Meter_58_644:hvac_load,house_0_3B_tm_0_B_3_Meter_58_645:hvac_load,house_0_4B_tm_0_B_4_Meter_58_646:hvac_load,house_0_5B_tm_0_B_5_Meter_58_647:hvac_load,house_0_6B_tm_0_B_6_Meter_58_648:hvac_load,house_0_7B_tm_0_B_7_Meter_58_649:hvac_load,house_0_8B_tm_0_B_8_Meter_58_650:hvac_load,house_0_1B_tm_0_B_1_Meter_59_651:hvac_load,house_0_2B_tm_0_B_2_Meter_59_652:hvac_load,house_0_3B_tm_0_B_3_Meter_59_653:hvac_load,house_0_4B_tm_0_B_4_Meter_59_654:hvac_load,house_0_5B_tm_0_B_5_Meter_59_655:hvac_load,house_0_6B_tm_0_B_6_Meter_59_656:hvac_load,house_0_7B_tm_0_B_7_Meter_59_657:hvac_load,house_0_8B_tm_0_B_8_Meter_59_658:hvac_load,house_3_1A_tm_3_A_1_Meter_60_659:hvac_load,house_3_2A_tm_3_A_2_Meter_60_660:hvac_load
2010-08-16 07:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.5983729778,+0,+0,+0,+3.01460907858,+0,+0,+0,+0,+0,+4.71876846163
2010-08-16 07:13:30 UTC,+0,+0,+0,+0,+0,+0,+6.45601003897,+0,+0,+5.59506518767,+0,+0,+0,+3.01275530698,+0,+0,+0,+5.16429266315,+0,+4.72456311397
2010-08-16 07:14:00 UTC,+0,+0,+0,+0,+0,+0,+6.45885623029,+0,+0,+5.59753178712,+0,+0,+0,+0,+0,+0,+0,+5.16675593103,+0,+0
2010-08-16 07:14:30 UTC,+0,+0,+0,+0,+0,+0,+6.45878924418,+0,+0,+5.59747373484,+0,+0,+0,+0,+0,+0,+0,+5.16670367744,+0,+0
2010-08-16 07:15:00 UTC,+0,+0,+0,+0,+0,+0,+6.46274355008,+0,+0,+5.6009006615,+0,+0,+0,+0,+0,+0,+0,+5.16986956362,+0,+0
2010-08-16 07:15:30 UTC,+0,+0,+0,+0,+0,+0,+6.4559936411,+0,+0,+5.59505097676,+0,+0,+0,+0,+0,+0,+0,+5.16447014653,+0,+0
2010-08-16 07:16:00 UTC,+0,+0,+0,+0,+0,+0,+6.4526400824,+2.15124765374,+0,+5.59214467673,+0,+0,+0,+0,+0,+0,+0,+5.16185259959,+0,+0
2010-08-16 07:16:30 UTC,+0,+0,+0,+0,+0,+0,+6.45416914441,+2.15175744834,+0,+5.59346981021,+0,+0,+0,+0,+0,+0,+0,+5.16307576417,+0,+0
2010-08-16 07:17:00 UTC,+0,+5.59884009374,+0,+0,+0,+0,+6.45298064258,+2.15137035123,+0,+5.5924636102,+0,+0,+3.87193940265,+0,+0,+0,+0,+5.16190508266,+0,+0
2010-08-16 07:17:30 UTC,+0,+5.60145907585,+0,+0,+0,+0,+0,+2.15263793887,+0,+0,+0,+0,+3.87394716044,+0,+0,+0,+0,+5.16458163347,+0,+0
2010-08-16 07:18:00 UTC,+0,+5.60385613832,+0,+0,+0,+0,+0,+2.15362949688,+0,+0,+0,+5.59737153093,+3.87571136832,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:18:30 UTC,+0,+5.60303309066,+0,+0,+0,+0,+0,+2.15345544726,+0,+0,+0,+5.59691924281,+3.87539818454,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:19:00 UTC,+0,+5.60404039512,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59869297427,+3.87662639261,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:19:30 UTC,+0,+5.60329453479,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59797416906,+3.87612866093,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:20:00 UTC,+4.74153498731,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.29229172476,+5.59867201586,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:20:30 UTC,+4.74170030217,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.29237691532,+5.59904107222,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:21:00 UTC,+4.7401170526,+0,+0,+0,+0,+3.01475744284,+0,+0,+0,+0,+1.29202367028,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:21:30 UTC,+4.73821878593,+0,+0,+0,+0,+3.01362680106,+0,+0,+0,+0,+1.29153912906,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:22:00 UTC,+4.74134650831,+0,+0,+0,+0,+3.01574385588,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:22:30 UTC,+4.73893622933,+0,+5.16595319688,+0,+0,+3.01418053496,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:23:00 UTC,+4.7387716698,+0,+5.16514026848,+0,+0,+3.01370618044,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:23:30 UTC,+4.74017789399,+0,+5.16649600366,+5.59732260534,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:24:00 UTC,+0,+0,+5.16632733539,+5.59713986761,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:24:30 UTC,+0,+0,+5.16816627474,+5.59913220209,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:25:00 UTC,+0,+0,+5.16733040745,+5.59822661094,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:25:30 UTC,+0,+0,+5.16742750941,+5.59833181265,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:26:00 UTC,+0,+0,+5.16499050293,+5.59569152325,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:26:30 UTC,+0,+0,+5.16321173761,+5.59376438216,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01216048244,+0,+3.01222209379,+0,+0,+0,+0
2010-08-16 07:27:00 UTC,+0,+0,+0,+5.59221906778,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01123731728,+0,+3.01129890424,+0,+0,+0,+0
2010-08-16 07:27:30 UTC,+0,+0,+0,+5.58699897062,+0,+0,+0,+0,+3.86822280612,+0,+0,+0,+0,+3.00849472053,+0,+3.00855623502,+0,+0,+0,+0
2010-08-16 07:28:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.86954682593,+0,+0,+0,+0,+3.00942593194,+0,+3.00948747104,+0,+0,+0,+0
2010-08-16 07:28:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.86984067307,+0,+0,+0,+0,+3.00965444804,+0,+3.00971599318,+0,+0,+0,+0
2010-08-16 07:29:00 UTC,+0,+0,+0,+0,+0,+0,+0,+2.15002033481,+3.8695083034,+0,+0,+0,+0,+3.00943385866,+0,+3.00949539797,+0,+0,+0,+0
2010-08-16 07:29:30 UTC,+0,+0,+0,+0,+0,+0,+0,+2.15175082029,+3.87262261941,+0,+0,+0,+0,+0,+6.02274191701,+0,+0,+0,+0,+0
2010-08-16 07:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,+2.15225794666,+3.87353528345,+0,+1.29122984221,+0,+0,+0,+6.02406794917,+0,+0,+0,+0,+0
2010-08-16 07:30:30 UTC,+0,+0,+0,+0,+0,+0,+0,+2.15220163482,+0,+0,+1.29116677564,+0,+0,+0,+6.02377373777,+0,+0,+0,+6.42066678312,+0
2010-08-16 07:31:00 UTC,+0,+0,+0,+0,+0,+0,+0,+2.15375147929,+0,+0,+1.29209648456,+0,+0,+0,+6.02811091723,+0,+0,+0,+6.41703941721,+0
2010-08-16 07:31:30 UTC,+0,+0,+0,+0,+5.17131660579,+0,+0,+0,+0,+0,+1.29295815557,+0,+0,+0,+6.03213069358,+0,+0,+0,+6.41534422507,+0
2010-08-16 07:32:00 UTC,+0,+0,+0,+0,+5.17246511328,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.03356375826,+0,+0,+0,+6.42728817801,+0
2010-08-16 07:32:30 UTC,+0,+0,+0,+0,+5.17384121061,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.03516882761,+0,+0,+0,+6.42327225988,+0
2010-08-16 07:33:00 UTC,+0,+5.61043752195,+0,+0,+5.17524943003,+0,+0,+0,+0,+0,+0,+0,+3.88172107345,+0,+0,+0,+0,+0,+6.42142154674,+0
2010-08-16 07:33:30 UTC,+0,+5.60613863433,+0,+0,+5.17059983126,+0,+0,+0,+0,+0,+0,+0,+3.8780133534,+0,+0,+0,+4.73907889968,+0,+6.42987168113,+0
2010-08-16 07:34:00 UTC,+0,+5.60748639153,+0,+0,+5.17192510556,+0,+0,+0,+0,+0,+0,+0,+3.8790072756,+0,+0,+0,+4.74029345261,+0,+6.43166182274,+4.71648339018
2010-08-16 07:34:30 UTC,+0,+5.60684365404,+0,+0,+5.17106400364,+0,+0,+0,+0,+0,+0,+0,+3.87836147093,+0,+0,+0,+4.73950429229,+0,+0,+4.71746653688
2010-08-16 07:35:00 UTC,+0,+5.60555637415,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87742351843,+0,+0,+0,+4.73835813323,+0,+0,+4.71724431253
2010-08-16 07:35:30 UTC,+0,+5.60144169607,+0,+0,+0,+3.01369927282,+0,+0,+0,+0,+0,+0,+3.87410757688,+0,+0,+0,+4.73430611972,+0,+0,+4.72197336519
2010-08-16 07:36:00 UTC,+0,+0,+0,+0,+0,+3.01476366071,+0,+0,+0,+0,+0,+0,+3.87547570341,+0,+0,+0,+4.7359779426,+0,+0,+4.72066851682
2010-08-16 07:36:30 UTC,+0,+0,+0,+0,+0,+3.01429575415,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.73546295502,+0,+0,+4.7188585873
2010-08-16 07:37:00 UTC,+0,+0,+0,+0,+0,+3.0151224944,+0,+0,+0,+5.5985505453,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.71614545759
2010-08-16 07:37:30 UTC,+0,+0,+0,+0,+0,+3.01548774459,+0,+0,+0,+5.59922871625,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:38:00 UTC,+0,+0,+0,+0,+0,+3.01435222989,+0,+0,+0,+5.5971203723,+0,+5.59665308491,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:38:30 UTC,+4.73864780148,+0,+0,+0,+0,+0,+0,+0,+0,+5.59456801179,+1.29111386217,+5.59356936577,+0,+0,+0,+0,+0,+5.1634237322,+0,+0
2010-08-16 07:39:00 UTC,+4.73633532061,+0,+0,+0,+0,+0,+0,+0,+0,+5.5914512438,+1.29039461272,+5.59045348603,+0,+0,+0,+0,+0,+5.16054746688,+0,+0
2010-08-16 07:39:30 UTC,+4.73494353612,+0,+0,+0,+0,+0,+6.44996246489,+0,+0,+5.58981608451,+1.29006600576,+5.5890299191,+0,+0,+0,+0,+0,+5.15923337374,+0,+0
2010-08-16 07:40:00 UTC,+4.73504541831,+0,+0,+0,+0,+0,+6.45045906216,+0,+0,+5.59024645015,+1.29016532772,+5.58946019442,+0,+0,+0,+0,+0,+5.15963056043,+0,+0
2010-08-16 07:40:30 UTC,+4.73392858581,+0,+0,+0,+0,+0,+6.44819090284,+2.14977342156,+0,+5.58828079734,+0,+5.58745005239,+0,+3.00895294339,+0,+0,+0,+5.15777500044,+0,+0
2010-08-16 07:41:00 UTC,+4.73495246522,+0,+0,+0,+0,+0,+6.44946293757,+2.15019752604,+0,+5.58938317961,+0,+5.58835041091,+0,+3.0094378136,+0,+3.00949935302,+0,+5.15860612045,+0,+0
2010-08-16 07:41:30 UTC,+4.7381037161,+0,+0,+0,+0,+0,+6.45466969665,+2.15193349258,+0,+5.59389550849,+0,+0,+0,+3.01206924044,+0,+3.01213084937,+0,+5.16311667084,+0,+0
2010-08-16 07:42:00 UTC,+4.73931019291,+0,+0,+0,+0,+0,+6.4563613766,+2.15249750942,+0,+0,+0,+0,+0,+3.01275987555,+0,+3.01282150274,+0,+5.16430049416,+0,+0
2010-08-16 07:42:30 UTC,+0,+0,+0,+0,+0,+0,+6.45669141085,+2.15260754492,+0,+0,+0,+0,+0,+3.01291386866,+0,+3.01297549991,+0,+5.16456445504,+0,+0
2010-08-16 07:43:00 UTC,+0,+0,+0,+0,+0,+0,+6.45990642466,+2.15367945089,+0,+0,+0,+0,+0,+3.01460074203,+0,+3.01466241783,+0,+0,+0,+0
2010-08-16 07:43:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01616977039,+0,+0,+0,+0
2010-08-16 07:44:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:44:30 UTC,+0,+0,+5.17243663168,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:45:00 UTC,+0,+0,+5.16819072841,+0,+0,+0,+0,+0,+3.87664186751,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:45:30 UTC,+0,+0,+5.16512177737,+0,+0,+0,+0,+0,+3.87433976466,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:46:00 UTC,+0,+0,+5.16624975514,+0,+0,+0,+0,+0,+3.87518589117,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:46:30 UTC,+0,+0,+5.16534946339,+0,+0,+0,+0,+0,+3.87451055807,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:47:00 UTC,+0,+5.59924639723,+5.16366762833,+0,+0,+0,+0,+0,+3.87324896821,+0,+1.29125044786,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:47:30 UTC,+0,+5.59959840617,+5.16251829172,+5.59301309244,+0,+0,+0,+0,+3.87238681982,+0,+1.2908521397,+0,+3.8722934831,+0,+6.02230593158,+0,+0,+0,+0,+0
2010-08-16 07:48:00 UTC,+0,+5.59762019599,+5.16074190717,+5.59108853065,+0,+0,+0,+0,+0,+0,+1.2903786907,+0,+3.8708732539,+0,+6.02009724762,+0,+0,+0,+0,+0
2010-08-16 07:48:30 UTC,+0,+5.59376092711,+5.15670930866,+5.58671955257,+0,+3.00905941637,+0,+0,+0,+0,+1.28937038267,+0,+3.86784858072,+0,+6.01539339628,+0,+0,+0,+0,+0
2010-08-16 07:49:00 UTC,+0,+5.59131957045,+0,+5.58432106572,+0,+3.00749480867,+0,+0,+0,+0,+0,+0,+3.86619923453,+0,+6.01282839872,+0,+0,+0,+0,+0
2010-08-16 07:49:30 UTC,+0,+5.59140061407,+0,+5.58407771782,+5.1545984618,+3.00736374457,+0,+0,+0,+0,+0,+0,+3.86614750291,+0,+6.01274794788,+0,+0,+0,+0,+0
2010-08-16 07:50:00 UTC,+0,+0,+0,+5.58299144149,+5.15359572527,+3.00677869015,+0,+0,+0,+0,+0,+0,+3.86539542032,+0,+6.01157833897,+0,+0,+0,+0,+0
2010-08-16 07:50:30 UTC,+0,+0,+0,+5.58352138887,+5.15408491719,+3.00706411299,+0,+0,+0,+0,+0,+0,+3.865762329,+0,+6.01214894072,+0,+0,+0,+0,+0
2010-08-16 07:51:00 UTC,+0,+0,+0,+5.58565453768,+5.15605401674,+3.00821299947,+0,+2.1487888109,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:51:30 UTC,+0,+0,+0,+5.58838086707,+5.15857067846,+3.00968136535,+0,+2.14983768548,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:52:00 UTC,+0,+0,+0,+5.59111295661,+5.16109265733,+0,+0,+2.15088877608,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.71562277293
2010-08-16 07:52:30 UTC,+0,+0,+0,+0,+5.16498792903,+0,+0,+2.15251221679,+0,+0,+0,+0,+0,+3.01305307928,+0,+0,+0,+0,+0,+4.71569781339
2010-08-16 07:53:00 UTC,+0,+0,+0,+0,+5.16810177318,+0,+0,+2.15380998023,+0,+0,+0,+0,+0,+3.01486955554,+0,+0,+0,+0,+0,+4.71548683788
2010-08-16 07:53:30 UTC,+0,+0,+0,+0,+0,+0,+0,+2.15351834797,+0,+0,+0,+0,+0,+3.01437014233,+0,+0,+0,+0,+6.43434778643,+4.71845305249
2010-08-16 07:54:00 UTC,+4.7415225648,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01391285576,+0,+3.0139745134,+4.73566397993,+0,+6.43459538827,+4.71863462309
2010-08-16 07:54:30 UTC,+4.74165726815,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.29167750625,+5.59601114338,+0,+3.01356334896,+0,+3.01362499737,+4.73511482649,+0,+6.43132854898,+4.71623899494
2010-08-16 07:55:00 UTC,+4.74279085631,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.29212312873,+5.59794163652,+0,+3.0146029777,+0,+3.01466465356,+4.73674831604,+0,+6.42701248282,+4.71307395112
2010-08-16 07:55:30 UTC,+4.73908867172,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.29105271177,+5.5933044545,+0,+0,+0,+3.01216732532,+4.73282455783,+0,+6.42323578794,+4.71030443736
2010-08-16 07:56:00 UTC,+4.73907363747,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.2910726,+5.59339061282,+0,+0,+0,+3.01221372539,+4.73289746081,+0,+6.42008188042,+0
2010-08-16 07:56:30 UTC,+4.73923263547,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59396753082,+0,+0,+0,+3.0125244213,+4.73338562079,+0,+6.4117381332,+0
2010-08-16 07:57:00 UTC,+4.73885887158,+0,+0,+0,+0,+0,+0,+0,+0,+5.59429750269,+0,+5.59341438217,+0,+0,+0,+0,+4.73291757329,+0,+6.41079369149,+0
2010-08-16 07:57:30 UTC,+4.73825060517,+0,+0,+0,+0,+0,+0,+0,+0,+5.59478707076,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:58:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59370408685,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:58:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59571379063,+0,+0,+0,+0,+0,+0,+0,+5.16490755785,+0,+0
2010-08-16 07:59:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59722634974,+0,+0,+0,+0,+0,+0,+0,+5.16630359715,+0,+0
2010-08-16 07:59:30 UTC,+0,+5.60120069668,+0,+0,+0,+0,+0,+0,+3.8739732247,+5.59537139691,+0,+0,+0,+0,+0,+0,+0,+5.16470871423,+0,+0
2010-08-16 08:00:00 UTC,+0,+5.59853737912,+0,+0,+0,+0,+6.45253967072,+0,+3.87167330409,+5.59204956604,+0,+0,+0,+0,+0,+0,+0,+5.16183776284,+0,+0
2010-08-16 08:00:30 UTC,+0,+5.59790768183,+0,+0,+0,+0,+6.45120868635,+0,+3.87087468158,+5.59089609627,+0,+0,+3.87091052683,+0,+0,+0,+0,+5.16053348375,+0,+0
2010-08-16 08:01:00 UTC,+0,+5.60246186825,+0,+0,+0,+3.01358346943,+6.45674380584,+2.15262501375,+3.87419588592,+5.59569299188,+0,+0,+3.87434904423,+0,+0,+0,+0,+5.16511738654,+0,+0
2010-08-16 08:01:30 UTC,+0,+5.60135118685,+0,+0,+0,+3.01291100867,+6.45530307661,+2.1521446655,+3.87333141386,+5.59444441399,+1.29122919228,+0,+3.87342454701,+0,+0,+0,+0,+5.16388493516,+0,+0
2010-08-16 08:02:00 UTC,+0,+5.5999940831,+0,+0,+0,+3.01214392315,+6.45365961641,+2.15159672544,+3.87234529835,+5.59302014356,+1.29090044583,+0,+3.87243838946,+0,+0,+0,+0,+5.16257028416,+0,+0
2010-08-16 08:02:30 UTC,+0,+0,+0,+0,+0,+3.00916439056,+6.44727604771,+2.14946840306,+3.86851500419,+0,+1.28948856796,+0,+3.86820310716,+0,+6.01594474164,+0,+0,+5.15692421076,+0,+0
2010-08-16 08:03:00 UTC,+0,+0,+5.15517587081,+0,+0,+3.00790223482,+6.44457191292,+2.14856682731,+0,+0,+1.28895748574,+0,+3.86660999266,+0,+6.01346719337,+0,+0,+5.1548004229,+0,+0
2010-08-16 08:03:30 UTC,+0,+0,+5.16070488092,+0,+0,+3.01112850887,+6.4514841185,+2.15087140062,+0,+0,+0,+0,+3.87105650508,+0,+6.02038223249,+0,+0,+0,+0,+0
2010-08-16 08:04:00 UTC,+0,+0,+5.16166335486,+0,+0,+0,+0,+2.15127090673,+0,+0,+0,+0,+0,+3.01109905014,+6.02122866294,+0,+0,+0,+0,+0
2010-08-16 08:04:30 UTC,+0,+0,+5.16088552197,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.0106073884,+6.02024552239,+0,+0,+0,+0,+0
2010-08-16 08:05:00 UTC,+0,+0,+5.1619114191,+0,+5.16225762839,+0,+0,+0,+0,+0,+0,+0,+0,+3.0112955889,+6.02162166742,+0,+0,+0,+0,+0
2010-08-16 08:05:30 UTC,+0,+0,+5.16431340001,+0,+5.16465985492,+0,+0,+0,+0,+0,+0,+0,+0,+3.01258798296,+6.02420597479,+3.01264360915,+0,+0,+0,+0
2010-08-16 08:06:00 UTC,+0,+0,+5.16375054513,+0,+5.16409694249,+0,+0,+0,+0,+0,+0,+0,+0,+3.01225824508,+6.02354662167,+3.01231386389,+0,+0,+0,+0
2010-08-16 08:06:30 UTC,+0,+0,+5.16300827186,+0,+5.16335459331,+0,+0,+0,+0,+0,+0,+0,+0,+3.01204351756,+0,+3.01209913156,+0,+0,+0,+0
2010-08-16 08:07:00 UTC,+0,+0,+5.1650753862,+0,+5.16542191901,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01341395636,+0,+0,+0,+0
2010-08-16 08:07:30 UTC,+0,+0,+5.16533014837,+5.59607891214,+5.16567670722,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01366140367,+0,+0,+0,+0
2010-08-16 08:08:00 UTC,+0,+0,+0,+5.59868982744,+5.16808683068,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01497624167,+0,+0,+0,+4.70017287946
2010-08-16 08:08:30 UTC,+4.73604764009,+0,+0,+5.59015052847,+5.16020424449,+0,+0,+0,+0,+0,+1.29018192202,+5.58953208307,+0,+0,+0,+3.01012974954,+0,+0,+0,+4.70326197319
2010-08-16 08:09:00 UTC,+4.73263370538,+0,+0,+5.58578961754,+0,+0,+0,+0,+0,+0,+1.28918303189,+5.5852047647,+0,+0,+0,+0,+0,+0,+0,+4.70041889554
2010-08-16 08:09:30 UTC,+4.73313165834,+0,+0,+5.5866988121,+0,+0,+0,+0,+0,+0,+1.28939313111,+5.58611494107,+0,+0,+0,+0,+0,+0,+0,+4.70252142586
2010-08-16 08:10:00 UTC,+4.72781797176,+0,+0,+5.57956395409,+0,+0,+0,+0,+0,+0,+1.28774447948,+5.57895972281,+0,+0,+0,+0,+0,+0,+0,+4.70117825395
2010-08-16 08:10:30 UTC,+4.73015789397,+0,+0,+5.58187727709,+0,+0,+0,+0,+0,+0,+0,+5.58104259421,+0,+0,+0,+0,+4.72246021947,+0,+0,+4.70242206349
2010-08-16 08:11:00 UTC,+4.73189165402,+5.59230390948,+0,+5.58448014208,+0,+0,+0,+2.14833699695,+0,+0,+0,+5.58371505531,+0,+0,+0,+0,+4.72472153682,+0,+0,+4.70000343564
2010-08-16 08:11:30 UTC,+4.73036723771,+5.59050228993,+0,+5.58251940041,+0,+0,+0,+2.14758265954,+0,+0,+0,+5.58175474947,+0,+0,+0,+0,+4.72306281347,+0,+0,+4.70410269136
2010-08-16 08:12:00 UTC,+4.73520127602,+5.59621536043,+0,+0,+0,+3.01037939956,+0,+2.15033873956,+0,+0,+0,+0,+0,+0,+0,+0,+4.72936879298,+0,+6.41801388223,+0
2010-08-16 08:12:30 UTC,+0,+5.59658753439,+0,+0,+0,+3.01018439525,+0,+2.1501994449,+0,+0,+0,+0,+3.86963105404,+0,+0,+0,+4.72884302361,+0,+6.42427458603,+0
2010-08-16 08:13:00 UTC,+0,+5.59598216275,+0,+0,+0,+3.00980772457,+0,+2.14993038307,+3.86933772834,+0,+0,+0,+3.86923456306,+0,+0,+0,+4.72835851828,+0,+6.4343602398,+0
2010-08-16 08:13:30 UTC,+0,+5.60099674677,+0,+0,+0,+3.01308565057,+0,+2.15227185745,+3.87355160834,+0,+0,+0,+3.87344817238,+0,+0,+0,+4.73350747896,+0,+6.43456440391,+0
2010-08-16 08:14:00 UTC,+0,+0,+0,+0,+0,+3.01438548209,+0,+0,+3.8752225839,+0,+0,+0,+3.8750701781,+0,+0,+0,+4.73548954311,+0,+6.4282996587,+0
2010-08-16 08:14:30 UTC,+0,+0,+0,+0,+0,+3.01211050933,+0,+0,+3.87229803268,+5.59296444855,+0,+0,+3.87235312659,+3.01168212816,+0,+0,+0,+0,+6.42905073188,+0
2010-08-16 08:15:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.86922623299,+5.58852775402,+1.28980755904,+0,+3.86915417253,+3.00919422581,+0,+0,+0,+0,+6.4387196973,+0
2010-08-16 08:15:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.87383983503,+5.59519132099,+1.29134548197,+0,+3.87376754462,+3.0127821546,+0,+0,+0,+5.16555576273,+6.43030334484,+0
2010-08-16 08:16:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.87079120514,+5.59078809129,+1.2903092657,+0,+0,+3.01036469259,+0,+0,+0,+5.16019226198,+0,+0
2010-08-16 08:16:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.58742866916,+1.28936508899,+0,+0,+3.00816195628,+6.01536870074,+3.00822405114,+0,+5.15641653748,+0,+0
2010-08-16 08:17:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59300436405,+0,+0,+0,+3.01120940772,+6.02144853512,+3.01127158431,+0,+5.16164019365,+0,+0
2010-08-16 08:17:30 UTC,+0,+0,+0,+0,+0,+0,+6.45369319801,+0,+0,+5.59305987904,+0,+0,+0,+3.01135311074,+6.02173588754,+3.01141529118,+0,+5.16188651588,+0,+0
2010-08-16 08:18:00 UTC,+0,+0,+0,+0,+0,+0,+6.45642169147,+0,+0,+5.59542447995,+0,+0,+0,+0,+6.02449910123,+3.01279719242,+0,+5.16425517826,+0,+0
2010-08-16 08:18:30 UTC,+0,+0,+0,+0,+0,+0,+6.45510710774,+0,+0,+5.59428521907,+0,+0,+0,+0,+6.02327259676,+3.01218380945,+0,+5.16320380277,+0,+0
2010-08-16 08:19:00 UTC,+0,+0,+0,+0,+5.1637942974,+0,+6.45491451847,+0,+0,+5.59410394959,+0,+0,+0,+0,+6.02327684231,+3.01218593271,+0,+5.16320744214,+0,+0
