# file...... Output/hvac/house_hvac_file_020.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_7A_tm_2_A_7_Meter_46_381:hvac_load,house_2_8A_tm_2_A_8_Meter_46_382:hvac_load,house_2_1A_tm_2_A_1_Meter_47_383:hvac_load,house_2_2A_tm_2_A_2_Meter_47_384:hvac_load,house_2_3A_tm_2_A_3_Meter_47_385:hvac_load,house_2_4A_tm_2_A_4_Meter_47_386:hvac_load,house_2_5A_tm_2_A_5_Meter_47_387:hvac_load,house_2_6A_tm_2_A_6_Meter_47_388:hvac_load,house_2_7A_tm_2_A_7_Meter_47_389:hvac_load,house_2_8A_tm_2_A_8_Meter_47_390:hvac_load,house_2_9A_tm_2_A_9_Meter_47_391:hvac_load,house_2_10A_tm_2_A_10_Meter_47_392:hvac_load,house_2_11A_tm_2_A_11_Meter_47_393:hvac_load,house_2_12A_tm_2_A_12_Meter_47_394:hvac_load,house_2_13A_tm_2_A_13_Meter_47_395:hvac_load,house_2_14A_tm_2_A_14_Meter_47_396:hvac_load,house_2_15A_tm_2_A_15_Meter_47_397:hvac_load,house_2_1B_tm_2_B_1_Meter_47_398:hvac_load,house_2_2B_tm_2_B_2_Meter_47_399:hvac_load,house_2_3B_tm_2_B_3_Meter_47_400:hvac_load
2010-08-16 10:27:00 UTC,+0,+2.13886869138,+5.98837239237,+0,+2.99442399473,+4.27750518095,+2.99439970765,+0,+6.41516275901,+2.13897743766,+4.70483145424,+1.28347160364,+2.13894697317,+3.42213501636,+3.85013131103,+0,+0,+5.15342361366,+2.57680891595,+0
2010-08-16 10:27:30 UTC,+0,+2.14077779566,+5.99364700117,+0,+2.99706153975,+4.28127283384,+2.99703721966,+0,+6.42081305183,+2.1408615073,+4.70897535053,+0,+2.14083101133,+3.42514927517,+3.85352263709,+0,+0,+5.15211594516,+2.57615505531,+0
2010-08-16 10:28:00 UTC,+0,+2.13975801135,+5.99046713798,+0,+2.99547146309,+4.27900145766,+2.9954471629,+0,+6.41740670287,+2.1397256726,+4.70647715134,+0,+2.13969519561,+3.42333209193,+3.85147813421,+0,+0,+5.15340975165,+2.57680198467,+0
2010-08-16 10:28:30 UTC,+0,+2.13849605005,+0,+0,+2.99384325105,+4.27667560627,+2.99381897124,+0,+6.41391865827,+2.13856259676,+4.70391903704,+0,+2.13853213921,+3.42147132655,+3.84938459724,+0,+0,+5.15524214763,+2.57771821964,+0
2010-08-16 10:29:00 UTC,+5.55796363506,+2.13793638133,+0,+0,+2.99344265195,+4.27610336263,+2.99341837715,+0,+6.41306047303,+2.138276438,+4.70328964833,+0,+2.13824598523,+0,+3.84886951136,+0,+0,+5.1568393682,+2.57851686217,+0
2010-08-16 10:29:30 UTC,+5.55415810372,+0,+0,+0,+2.99102481256,+4.27264955266,+2.99100056806,+4.7000548,+6.40788084613,+2.13654931,+4.69949093612,+0,+2.13651888609,+0,+3.84576068022,+5.98129261224,+0,+5.15933218506,+2.57976332092,+0
2010-08-16 10:30:00 UTC,+5.55298267731,+0,+0,+0,+2.9901768812,+4.27143830851,+2.99015264732,+4.69872237858,+6.40606436145,+2.13594360971,+4.69815873548,+1.28165113498,+2.13591319593,+0,+3.84467041943,+5.97959702236,+0,+5.15513034423,+2.57766231569,+0
2010-08-16 10:30:30 UTC,+5.55818436073,+0,+0,+0,+2.99284849544,+4.27525462812,+2.99282422809,+4.7029204967,+6.41178763859,+2.13785201596,+4.70235615799,+1.28279628688,+0,+0,+0,+5.9849393911,+4.27524640368,+5.15709181739,+2.57864309185,+3.00838506412
2010-08-16 10:31:00 UTC,+5.55772125569,+0,+0,+0,+2.99246826724,+4.27471148373,+2.99244400465,+4.70232301416,+6.41097309319,+2.13758040867,+4.70175877447,+1.28263330711,+0,+0,+0,+5.98417905711,+4.27470326125,+5.1573129896,+2.57875368244,+3.00851408453
2010-08-16 10:31:30 UTC,+5.55688265021,+0,+0,+0,+2.99188595748,+4.27387967196,+2.99186170218,+4.70140798491,+6.40972563755,+2.13716444908,+4.70084389682,+1.28238370779,+0,+0,+0,+5.98301462496,+4.27387145248,+5.15517761712,+2.57768595309,+3.00726841903
2010-08-16 10:32:00 UTC,+5.55927370913,+2.13844033262,+5.98609796036,+0,+2.99328667495,+4.27588055426,+2.99326240211,+4.70360904274,+6.41272633076,+2.13816501941,+4.70304459003,+1.28298410667,+0,+0,+0,+5.98581560924,+4.27587232756,+5.15309022824,+2.57664221652,+3.0060507447
2010-08-16 10:32:30 UTC,+5.55013787528,+2.13492601558,+5.9766961363,+5.12253488919,+2.98858533403,+4.26916483185,+2.9885611201,+4.69622145501,+6.40265486275,+2.13480672456,+0,+1.28096893944,+0,+3.41546243485,+0,+5.97641444026,+4.26915662942,+5.15337211312,+2.57678316464,+3.0062151817
2010-08-16 10:33:00 UTC,+5.55103016955,+2.13526925792,+5.97824256181,+5.12386026148,+0,+4.27026944348,+0,+4.69743657603,+0,+2.13535910171,+0,+1.28130039705,+2.1353286977,+3.41634616419,+0,+5.97796075797,+4.27026123706,+5.15825400266,+2.57922420796,+3.00906302271
2010-08-16 10:33:30 UTC,+5.55331281596,+2.1361473325,+5.98132202689,+5.12649953363,+0,+0,+0,+4.69985629996,+0,+0,+0,+0,+2.13642865224,+3.4181059733,+0,+5.98104000843,+4.27246089084,+5.16150221123,+0,+3.01095785904
2010-08-16 10:34:00 UTC,+5.55063759188,+2.13511824354,+5.97821730147,+5.12383861196,+0,+0,+0,+4.69741672746,+0,+0,+0,+0,+2.13531967497,+3.41633172878,+3.84360206359,+5.97793549938,+4.27024319368,+5.16680064765,+0,+3.01404869197
2010-08-16 10:34:30 UTC,+5.5527575868,+2.1359337503,+5.98039178694,+5.12570226647,+0,+0,+0,+4.69912535356,+0,+0,+0,+0,+2.1360963797,+3.41757437293,+3.84500015581,+5.98010983332,+4.27179642289,+0,+0,+3.0157733784
2010-08-16 10:35:00 UTC,+5.55687026783,+2.13751579146,+5.98446046233,+5.12918934678,+0,+0,+0,+4.70232236048,+0,+0,+0,+0,+2.13754967039,+3.41989948194,+3.84761612341,+5.98417822525,+4.27470266702,+0,+0,+3.01165540736
2010-08-16 10:35:30 UTC,+5.56676419635,+2.14132172755,+5.99493630587,+5.13816772611,+0,+0,+0,+4.71055387096,+0,+0,+0,+1.28487849892,+2.14129153823,+3.42588606877,+3.8543515995,+5.99465333955,+4.28218553467,+0,+0,+3.00980240432
2010-08-16 10:36:00 UTC,+5.56764869548,+2.14166197128,+5.99572767573,+5.13884597403,+0,+0,+0,+4.71117569864,+0,+0,+0,+1.28504811946,+2.14157420774,+3.42633830964,+3.85486041323,+5.99544465434,+4.28275080811,+0,+0,+3.01084667017
2010-08-16 10:36:30 UTC,+5.57157983414,+0,+5.99982341188,+5.14235624758,+3.00015002685,+0,+3.00012566814,+4.71439396883,+0,+0,+0,+1.28592599078,+2.14303716421,+3.42867888301,+3.85749377933,+5.99954010565,+4.28567638181,+0,+0,+0
2010-08-16 10:37:00 UTC,+5.56634832747,+0,+5.99410321413,+5.13745372019,+2.99728966704,+0,+2.9972653441,+4.70989925987,+0,+2.14102446479,+0,+1.28469993582,+0,+3.42540998529,+3.85381596062,+5.99382030576,+4.28159045941,+0,+2.5792224121,+0
2010-08-16 10:37:30 UTC,+5.56789104472,+0,+5.99588643862,+5.13898204267,+2.99818136061,+0,+2.99815702652,+4.71130044832,+6.42321199338,+2.14166142558,+0,+1.28508214834,+0,+3.42642903719,+3.85496249026,+5.99560340621,+4.28286421201,+0,+2.57558347284,+0
2010-08-16 10:38:00 UTC,+0,+0,+5.99201509747,+5.13566408828,+2.99624551344,+0,+2.99622120356,+4.70825849898,+6.41906491585,+2.14027859766,+4.70769327636,+1.28425237331,+0,+0,+3.85247339952,+5.99173233443,+4.28009892311,+0,+2.5753354508,+0
2010-08-16 10:38:30 UTC,+0,+0,+5.99151267846,+5.13523348727,+2.99599428103,+4.2797482872,+2.9959699743,+4.70786371768,+6.41852671195,+2.14009913558,+4.70729856037,+1.28414468591,+0,+0,+3.85215036771,+0,+4.27974004653,+0,+2.57438176615,+0
2010-08-16 10:39:00 UTC,+0,+2.13843635883,+5.98703773004,+5.13139820812,+2.99375660269,+4.27655183171,+2.99373232396,+0,+6.4137330354,+2.13850070149,+4.70378290217,+0,+0,+0,+3.84927318574,+0,+4.27654360259,+5.1482646342,+2.5742293221,+0
2010-08-16 10:39:30 UTC,+0,+2.13696031338,+5.98359467674,+5.12844732052,+2.99203491896,+4.27409245889,+2.9920106618,+0,+6.41004475086,+2.1372708563,+4.70107793293,+0,+0,+0,+3.84705946387,+0,+4.27408423865,+5.15517009439,+2.57768219157,+0
2010-08-16 10:40:00 UTC,+0,+2.13625720277,+5.98139191682,+5.12655943319,+2.9909334385,+4.27251902759,+2.99090919514,+0,+6.40768509962,+2.13648403904,+4.69934737664,+0,+2.13645361622,+0,+3.84564319247,+0,+4.27251081303,+5.15341795282,+2.57680608542,+3.0062419222
2010-08-16 10:40:30 UTC,+0,+2.13634805625,+5.98127392116,+5.12645830436,+2.9908744353,+4.2724347433,+2.99085019268,+0,+6.40755869969,+2.13644189146,+4.69925467559,+0,+2.13641146935,+0,+3.84556732681,+0,+0,+5.1533434067,+2.57676881085,+3.00619843586
2010-08-16 10:41:00 UTC,+0,+2.1339988794,+5.97464977179,+5.12078104154,+2.9875620584,+4.2677031138,+2.98753785731,+0,+6.40046274631,+2.13407577113,+4.69405053937,+0,+2.13404538856,+0,+3.84130830909,+0,+0,+5.15350948522,+2.57685185347,+3.00629531746
2010-08-16 10:41:30 UTC,+5.54018041682,+2.1310956407,+5.9665831947,+5.11386753886,+2.98352840188,+4.26194115842,+2.9835042514,+0,+6.39182162898,+2.13119442126,+4.68771318805,+1.27880135254,+2.13116408685,+3.40968323432,+3.83612187779,+0,+0,+5.15683993363,+2.5785171449,+3.00823812821
2010-08-16 10:42:00 UTC,+5.5320386383,+2.1279637104,+5.95764650438,+5.1062083018,+2.97905964907,+4.2555576814,+2.97903555472,+0,+6.38224842557,+2.12800227032,+4.68069224983,+1.27688588073,+2.12797198927,+3.40457622134,+3.83037600418,+0,+0,+5.16271003699,+2.58145231508,+3.01166244192
2010-08-16 10:42:30 UTC,+5.53473980392,+2.12900277852,+5.96046948815,+5.10862775469,+2.98047126971,+4.2575741384,+2.98044715762,+0,+6.38527247549,+2.1290106291,+4.68291007245,+1.27749095327,+2.12898033119,+3.40618946002,+3.83219105062,+0,+0,+5.1543183013,+2.57725627783,+3.00676713878
2010-08-16 10:43:00 UTC,+5.53912967267,+2.13069144679,+5.96469017346,+5.11224511504,+2.98258180492,+4.26058897352,+2.98255766632,+0,+6.38979377776,+2.13051824147,+4.68622597237,+1.27839560629,+2.13048791836,+3.4086014374,+3.83490475378,+5.96440931493,+0,+5.155683845,+2.57793907724,+3.0075637261
2010-08-16 10:43:30 UTC,+5.54063063244,+2.13126882694,+5.96663596647,+0,+2.9835547902,+4.2619788533,+0,+4.68831656482,+6.39187815933,+2.13121327116,+4.68775464715,+1.27881266356,+2.13118293643,+3.4097133916,+3.83615580761,+5.96635497213,+0,+5.15364951346,+2.57692187041,+3.00637700266
2010-08-16 10:44:00 UTC,+5.54570290727,+0,+0,+0,+2.98642828183,+4.2660835485,+0,+4.6928319088,+6.39803390861,+2.13326588388,+4.69226924221,+1.28004434765,+0,+3.41299729651,+3.83985051164,+5.97210103021,+0,+5.15202537724,+2.57610976952,+3.00542956588
2010-08-16 10:44:30 UTC,+5.54263727133,+0,+0,+0,+2.98467767482,+4.26358285977,+0,+4.69008104198,+6.3942836636,+2.13201537798,+4.68951883164,+1.27929397317,+0,+3.41099665489,+3.83759960035,+5.96860037986,+0,+5.15480327579,+2.57749877486,+3.00705004772
2010-08-16 10:45:00 UTC,+5.54989487208,+0,+0,+0,+2.98879792791,+4.26946851571,+0,+4.69655552054,+6.40311029275,+2.13495858613,+4.69599223654,+0,+0,+3.41570539296,+0,+5.97683955953,+0,+5.15135012241,+0,+3.00503565726
2010-08-16 10:45:30 UTC,+5.54963460346,+0,+0,+0,+2.98847771479,+4.26901110105,+0,+4.69605234442,+6.40242431504,+2.13472984923,+4.69548914391,+0,+0,+3.41533944464,+0,+5.97619923646,+4.26900289918,+5.15774011942,+0,+3.00876324989
2010-08-16 10:46:00 UTC,+5.55235106965,+2.13577737377,+0,+0,+2.98980747769,+4.27091062683,+0,+4.69814190571,+6.40527300514,+0,+4.69757835879,+0,+0,+3.41685913411,+0,+5.97885833419,+4.27090241809,+5.15712774892,+0,+3.00840602472
2010-08-16 10:46:30 UTC,+5.55985742186,+2.13866487169,+0,+0,+2.99431305357,+4.27734670487,+0,+4.70522187238,+6.41492509482,+0,+0,+0,+2.13910588212,+3.42200822975,+0,+5.98786803622,+4.27733847288,+5.15595680919,+0,+3.00772295925
2010-08-16 10:47:00 UTC,+5.55702399272,+2.13757492541,+0,+0,+2.99271117752,+0,+2.99268691189,+4.70270471823,+6.4114934688,+0,+0,+1.28273742737,+2.13772348201,+0,+0,+5.98466479951,+4.27505024994,+5.15828488763,+0,+0
2010-08-16 10:47:30 UTC,+5.55887266251,+2.13828606043,+5.98739719102,+0,+2.99327305414,+0,+2.99324878147,+4.70358763929,+6.41269715162,+0,+0,+1.28297826828,+2.13812483894,+0,+0,+5.98578837205,+4.27585287073,+0,+0,+0
2010-08-16 10:48:00 UTC,+5.55270280358,+2.13591267665,+5.97936942723,+0,+2.98992210146,+0,+2.98989787077,+4.69832202308,+6.40551855839,+0,+0,+1.28154192704,+2.13573120293,+0,+0,+5.97908754484,+4.27106615406,+0,+2.57710880364,+0
2010-08-16 10:48:30 UTC,+5.55019328176,+2.13494732899,+5.97669044229,+5.12253000912,+2.98858248675,+0,+2.98855827286,+4.69621698087,+0,+0,+0,+1.28096771899,+2.13477429592,+0,+3.84262036463,+5.97640874666,+4.26915256219,+0,+2.57624119652,+0
2010-08-16 10:49:00 UTC,+5.54802854823,+2.13411461243,+5.97475601101,+5.12087209441,+0,+0,+2.98759098111,+4.69469698001,+0,+0,+0,+1.28055309704,+2.13408333618,+0,+3.84137661596,+5.97447445023,+4.26777080307,+0,+2.57727825429,+0
2010-08-16 10:49:30 UTC,+5.54403059283,+2.13257670313,+5.969547898,+5.11640845347,+0,+0,+2.98498671968,+4.69060464734,+0,+2.13225340171,+0,+1.27943680091,+2.13222304961,+0,+3.8380280432,+5.96926670049,+4.2640506618,+0,+2.5766377457,+0
2010-08-16 10:50:00 UTC,+5.54163276023,+2.1316543194,+5.96725557381,+5.1144438049,+0,+0,+2.98384046742,+4.68880342816,+0,+2.13143459247,+0,+1.2789454689,+2.13140425405,+0,+3.83655418611,+5.96697453623,+4.26241326076,+0,+2.57709109926,+0
2010-08-16 10:50:30 UTC,+5.54063025022,+2.13126867989,+5.96600971122,+5.11337603182,+0,+0,+2.9832174871,+4.68782447778,+0,+2.1309895752,+0,+1.27867843328,+2.13095924421,+3.40935550811,+3.83575315476,+5.9657287606,+4.26152334444,+0,+2.57621060639,+3.00554720713
2010-08-16 10:51:00 UTC,+5.54477770494,+2.13286409771,+5.97039845473,+5.1171374276,+0,+0,+2.98541203152,+4.69127298175,+0,+2.13255721727,+0,+0,+0,+3.41186352503,+3.83857491136,+5.97011719786,+4.2646582122,+0,+2.57455698719,+3.00361801378
2010-08-16 10:51:30 UTC,+5.54220595067,+0,+5.96697752196,+5.11420549911,+0,+4.26222282635,+2.98370143054,+4.68858494582,+0,+2.13133527342,+4.68802298366,+0,+0,+3.40990857887,+3.83637541176,+5.9666965038,+4.26221464906,+0,+2.57665836736,+3.00606958706
2010-08-16 10:52:00 UTC,+0,+0,+5.96870106416,+5.11568267004,+2.98458743323,+4.2634539524,+2.98456326945,+4.68993923825,+0,+2.13195091598,+4.68937705142,+0,+0,+3.41089352433,+3.8374835687,+5.96841992572,+4.26344577065,+5.15235189485,+2.57627303492,+3.00562003931
2010-08-16 10:52:30 UTC,+0,+0,+5.96633121321,+5.1136515768,+2.98340239964,+4.26176116806,+2.98337825074,+4.68807710153,+0,+2.13110441445,+4.68751522364,+0,+0,+3.40953923551,+3.83595986548,+5.96605024015,+4.26175299245,+5.15565133263,+2.5779228204,+3.00754476007
2010-08-16 10:53:00 UTC,+0,+0,+5.97261101858,+5.11903371718,+2.98654258884,+4.26624683255,+2.98651840052,+4.6930115284,+6.39827878313,+2.13334753648,+4.69244883197,+1.28009334385,+0,+3.41312792968,+3.83999748635,+5.97232960736,+4.26623864068,+5.1531679333,+2.57668107061,+3.00609607379
2010-08-16 10:53:30 UTC,+0,+2.13372779259,+5.97391292379,+5.12014952201,+2.9871936008,+4.26717678334,+2.98716940433,+4.69403451485,+6.3996734164,+2.13381257191,+4.69347164886,+1.28037239147,+0,+3.413871924,+3.84083455036,+0,+4.2671685881,+5.15272359125,+2.57645889062,+3.0058368677
2010-08-16 10:54:00 UTC,+0,+2.13141382183,+5.96729970285,+5.11448162592,+2.98388668866,+4.26245296014,+2.98386253368,+4.68883810304,+6.39258917019,+2.13145035519,+4.68827609886,+1.27895492743,+2.1314200165,+3.41009269425,+3.83658255901,+0,+4.26244478201,+5.15713934141,+2.57866685483,+3.00841278718
2010-08-16 10:54:30 UTC,+0,+2.13238171207,+5.97026428082,+5.11702243315,+2.98536911287,+4.26457055793,+2.98534493929,+0,+6.39576489956,+2.13250929087,+4.69060516254,+1.27959034892,+2.13247893449,+3.41178684923,+3.83848864382,+0,+4.26456237214,+5.15877718435,+2.57948580936,+3.00936821976
2010-08-16 10:55:00 UTC,+0,+2.13174602083,+5.96855659673,+5.11555885344,+2.98451519294,+4.26335075933,+0,+0,+6.39393558599,+2.1318993128,+4.68926355334,+1.27922432747,+2.1318689666,+3.41081096615,+3.83739068295,+0,+4.26334257796,+5.16078481636,+2.5804896659,+3.0105393681
2010-08-16 10:55:30 UTC,+5.53830837624,+2.13037551542,+5.96533534031,+5.11279805869,+2.98290441776,+4.26104981614,+0,+0,+6.3904848965,+2.13074869254,+4.68673283528,+1.27853389001,+2.13071836558,+3.40897012819,+3.83531956584,+0,+4.2610416431,+5.15944656829,+2.57982051485,+3.00975870361
2010-08-16 10:56:00 UTC,+5.56097144649,+2.13909340789,+5.98988395762,+5.13383758311,+2.9951798463,+4.27858489195,+0,+0,+6.41678198551,+2.13951736284,+4.70601898677,+1.28379558933,+2.13948688934,+3.42299882426,+3.85110317657,+0,+4.27857665548,+5.15255627093,+2.57637522708,+3.00573926171
2010-08-16 10:56:30 UTC,+5.56516908215,+2.14070812875,+5.99444396323,+5.13774576113,+2.99746005712,+4.28184210381,+0,+0,+6.42166677761,+2.14114617901,+4.70960146869,+1.28477297124,+2.14111567829,+0,+3.85403504627,+0,+4.2818338556,+5.15228712726,+2.57624064982,+3.00558225727
2010-08-16 10:57:00 UTC,+5.56081708904,+2.13903403062,+5.9898438561,+5.13380321387,+2.99515979372,+4.27855624744,+0,+0,+6.41673902774,+2.13950303875,+4.70598748177,+0,+2.13947256548,+0,+3.85107739319,+0,+4.27854801108,+5.151792567,+2.57599335971,+3.00529375648
2010-08-16 10:57:30 UTC,+5.56620881329,+2.14110808618,+5.99554266142,+5.13868740651,+2.99800945634,+4.2826269039,+0,+0,+6.42284373061,+2.14153862971,+4.71046464011,+0,+2.14150812243,+0,+3.85474145767,+5.99525965292,+0,+5.1453045786,+0,+0
2010-08-16 10:58:00 UTC,+5.5616400187,+2.13935059018,+5.99055986703,+5.13441687498,+2.99551783185,+4.27906769402,+0,+0,+6.41750603652,+2.13975879506,+4.70655000215,+0,+2.13972831752,+0,+3.85153775465,+5.99027720524,+0,+5.15158044996,+0,+0
2010-08-16 10:58:30 UTC,+5.56348471799,+2.14006019786,+5.9929183046,+5.13643818691,+2.99669715824,+4.28075232591,+2.99667284271,+0,+6.42003245379,+2.14060121975,+4.70840286387,+0,+0,+0,+3.8530541194,+5.99263547867,+0,+5.15428929208,+0,+0
2010-08-16 10:59:00 UTC,+5.56130007883,+0,+5.99021603944,+5.13412219568,+2.99534590235,+4.27882209798,+2.99532160373,+4.70684486914,+6.41713771991,+2.13963598116,+4.70627988056,+1.28393331896,+0,+0,+3.85131668959,+5.98993340161,+0,+5.15532998154,+0,+0
2010-08-16 10:59:30 UTC,+5.55976875752,+0,+5.98844824099,+5.13260709429,+2.99446192249,+4.27755935962,+2.99443763493,+4.70545580187,+6.41524401002,+0,+4.7048910433,+1.28348786086,+0,+0,+3.8501800781,+5.98816572622,+0,+5.15853838914,+0,+0
2010-08-16 11:00:00 UTC,+5.55025109951,+0,+5.9775819424,+5.12329407406,+2.98902827748,+4.26979756308,+2.989004058,+4.69691748699,+6.40360376026,+0,+4.69635414305,+1.28115880126,+0,+3.41596864276,+3.84319355744,+5.97730018461,+0,+5.16086765291,+0,+0
2010-08-16 11:00:30 UTC,+5.55254221292,+0,+5.97948028897,+5.12492106221,+2.98997753737,+4.27115355192,+2.98995330599,+4.69840913391,+6.40563731629,+0,+4.69784554273,+1.2815656889,+0,+3.41705348298,+3.84441410534,+5.97919839886,+0,+5.16106581527,+2.58063017103,+0
2010-08-16 11:01:00 UTC,+5.5503547124,+2.13500942714,+5.97736745901,+5.12311024994,+2.98892102598,+0,+2.98889680785,+4.69674895426,+6.40337400039,+0,+0,+1.28111282932,+2.1350161196,+3.41584607282,+3.84305422711,+5.97708571619,+0,+5.15566629723,+2.57793030301,+3.00755348965
2010-08-16 11:01:30 UTC,+5.55925636373,+2.1384336603,+5.98651070549,+0,+2.99349306635,+0,+2.99346879093,+4.70393336182,+6.41316847361,+0,+0,+1.2830725736,+2.13828199699,+3.42107112587,+3.84893290163,+5.98622832562,+0,+5.15169218072,+2.57594316453,+3.00523519632
2010-08-16 11:02:00 UTC,+5.55704596396,+2.13758337717,+5.98365104539,+0,+2.99206310584,+0,+2.99203884833,+4.70168635211,+6.41010513443,+0,+0,+1.28245964007,+2.13726055464,+3.4194369278,+3.84709427563,+5.98336886469,+4.27412450262,+0,+2.57424206538,+3.00325061053
2010-08-16 11:02:30 UTC,+5.55606739546,+2.13720694738,+5.98273600062,+0,+2.9916055417,+0,+2.99158128992,+4.7009673455,+6.40912491571,+2.13696414051,+0,+1.28226351129,+2.13693370967,+3.41891401096,+3.84650594517,+5.98245388368,+4.27346803577,+0,+2.57264861245,+3.00139161011
2010-08-16 11:03:00 UTC,+5.55401232037,+2.13641641358,+5.98059585706,+0,+2.99053537229,+0,+2.99051113392,+4.69928570392,+6.40683234065,+2.13619968958,+0,+1.28180479741,+2.13616927152,+3.41769099202,+0,+5.98031388923,+4.27193933896,+0,+2.57360193026,+3.00250379747
2010-08-16 11:03:30 UTC,+5.5582432719,+2.13804326747,+5.98534857473,+0,+2.99291194798,+0,+2.99288767983,+4.70302020468,+6.41192357006,+2.13789734182,+0,+0,+2.13786689539,+3.42040700786,+0,+5.98506627576,+4.27533418805,+0,+2.57443531687,+3.0034760672
2010-08-16 11:04:00 UTC,+5.55817859581,+2.13801838826,+5.98556014756,+0,+2.99301774403,+0,+2.99299347456,+4.70318645037,+6.41215021223,+2.13797291479,+0,+0,+2.13794246709,+3.42052791449,+0,+5.98527783388,+4.27548531376,+0,+2.57530177818,+3.00448692351
2010-08-16 11:04:30 UTC,+5.55630463824,+2.13729752615,+5.98336690649,+0,+2.99192102345,+0,+2.99189676771,+4.70146308683,+6.40980075769,+2.13718949765,+0,+0,+2.13715906305,+3.41927455214,+0,+5.98308474557,+4.27391868957,+0,+2.57509475887,+3.00424373537
2010-08-16 11:05:00 UTC,+5.55134792657,+2.13539080967,+5.97825761822,+0,+2.98936614624,+4.27028019829,+2.98934192252,+4.6974484068,+6.4043275609,+2.13536341038,+0,+0,+2.13533407573,+3.41635476844,+0,+5.9779758133,+4.27026914343,+0,+2.5761168146,+3.00543611443
2010-08-16 11:05:30 UTC,+5.54508112613,+2.13298013639,+5.97192360542,+0,+2.98619885087,+4.26575581337,+2.98617466687,+4.69247138585,+6.39754240921,+2.13310092803,+4.69190877905,+1.27994600511,+0,+3.41273509653,+0,+5.97164224217,+4.26574478108,+0,+2.57700241362,+3.00646929657
2010-08-16 11:06:00 UTC,+5.55017469901,+2.13493949989,+0,+0,+2.98876249118,+4.26942021747,+2.98873990055,+4.69650239035,+6.40303786065,+2.13493336487,+4.69593911518,+1.28104557228,+0,+0,+0,+5.97677194806,+4.2694091669,+5.1482027461,+2.5741983768,+3.00319797323
2010-08-16 11:06:30 UTC,+5.54153683044,+2.13161673905,+0,+5.11451414453,+2.98390404138,+4.26248006226,+2.98388150627,+4.68886791656,+6.3926298149,+2.13146284256,+4.68830590746,+1.27896305988,+0,+0,+3.83660553146,+5.96705660179,+4.26246904634,+5.14968117019,+2.57493761869,+3.00406040813
2010-08-16 11:07:00 UTC,+5.54947647928,+0,+0,+5.12191168796,+2.98822010474,+4.26864543412,+0,+4.69565009483,+0,+2.13454592354,+4.69508696099,+1.28081308526,+0,+0,+3.84215508032,+5.97568734862,+4.26863438741,+5.14434499379,+2.57226942281,+3.00094756334
2010-08-16 11:07:30 UTC,+5.55018969273,+0,+0,+5.1224228696,+2.98851835137,+4.2690714708,+0,+4.69611875379,+0,+2.13475896918,+4.69555554225,+1.28094092486,+0,+0,+3.84253856268,+5.97628374651,+4.26906042197,+5.14956599484,+2.57488002869,+3.00399322088
2010-08-16 11:08:00 UTC,+5.54276243885,+0,+0,+5.11533911899,+2.98438536902,+4.26316762489,+0,+4.68962426548,+0,+2.13180666792,+4.68906213093,+1.27916937482,+2.13177738906,+0,+3.83722441748,+5.96801910317,+4.26315660553,+5.1518812633,+2.57603770965,+3.00534382681
2010-08-16 11:08:30 UTC,+0,+0,+0,+5.11232875158,+2.98262898362,+4.26065867912,+0,+4.68686431553,+0,+2.13055203425,+4.68630263888,+1.27841652263,+2.13052277506,+0,+3.83496607556,+5.96450689405,+4.26064767229,+5.15875960375,+2.57947701871,+0
2010-08-16 11:09:00 UTC,+0,+2.13157488138,+0,+5.11325274931,+2.98316808597,+4.26142877124,+0,+4.6877114505,+0,+2.13093712967,+4.68714963329,+1.27864760198,+2.13090786443,+0,+3.83565924771,+5.96558492634,+4.26141776057,+5.15816476391,+2.57917958678,+0
2010-08-16 11:09:30 UTC,+0,+2.1299556301,+5.96195198688,+5.10990115956,+2.98121261589,+4.25863543875,+0,+4.68463866273,+0,+2.12954028441,+4.6840773554,+0,+2.12951104108,+3.40703853877,+3.83314492475,+5.96167461153,+4.25862444204,+5.16283244636,+2.58151352224,+0
2010-08-16 11:10:00 UTC,+0,+2.13280696447,+5.97022638224,+5.11699278168,+0,+4.26454584536,+0,+4.69114036819,+0,+2.13249586648,+4.69057798214,+0,+2.13246550078,+3.41176707826,+3.83846497559,+5.96994843882,+4.26453481911,+5.15836876596,+2.57928159192,+0
2010-08-16 11:10:30 UTC,+0,+2.13363668352,+5.97250045071,+5.11894178631,+0,+4.26617021416,+2.98646299382,+4.69292724482,+0,+2.133308155,+4.69236456236,+0,+2.13327777571,+3.41306663219,+3.83992709573,+0,+4.2661591798,+5.15745285162,+0,+0
2010-08-16 11:11:00 UTC,+0,+2.13552719689,+5.97801105522,+5.12366468479,+0,+4.27010644306,+2.98921851267,+4.69725726845,+6.40627957444,+2.13527652163,+4.69669386816,+0,+2.13524610943,+3.41621575795,+3.84347015758,+0,+4.27009538906,+5.15224641276,+0,+0
2010-08-16 11:11:30 UTC,+5.55237809914,+2.13578708993,+5.97935046806,+5.12481263708,+0,+4.27106318665,+2.98988827174,+4.69830972817,+6.40549611595,+2.13575495472,+4.69774615344,+1.28153857327,+2.13572453452,+3.41698118749,+3.84433133759,+0,+4.27105212789,+5.15308308074,+0,+0
