# file...... Output/hvac/house_hvac_file_006.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_9A_tm_0_A_9_Meter_11_101:hvac_load,house_0_10A_tm_0_A_10_Meter_11_102:hvac_load,house_0_11A_tm_0_A_11_Meter_11_103:hvac_load,house_0_12A_tm_0_A_12_Meter_11_104:hvac_load,house_0_13A_tm_0_A_13_Meter_11_105:hvac_load,house_0_14A_tm_0_A_14_Meter_11_106:hvac_load,house_0_15A_tm_0_A_15_Meter_11_107:hvac_load,house_0_1B_tm_0_B_1_Meter_12_108:hvac_load,house_0_2B_tm_0_B_2_Meter_12_109:hvac_load,house_0_3B_tm_0_B_3_Meter_12_110:hvac_load,house_0_4B_tm_0_B_4_Meter_12_111:hvac_load,house_0_5B_tm_0_B_5_Meter_12_112:hvac_load,house_0_6B_tm_0_B_6_Meter_12_113:hvac_load,house_0_7B_tm_0_B_7_Meter_12_114:hvac_load,house_0_8B_tm_0_B_8_Meter_12_115:hvac_load,house_0_1C_tm_0_C_1_Meter_16_116:hvac_load,house_0_2C_tm_0_C_2_Meter_16_117:hvac_load,house_0_3C_tm_0_C_3_Meter_16_118:hvac_load,house_0_4C_tm_0_C_4_Meter_16_119:hvac_load,house_0_5C_tm_0_C_5_Meter_16_120:hvac_load
2010-08-16 08:59:30 UTC,+0,+3.89000591302,+0,+4.3224861024,+6.05090311944,+0,+0,+6.48368996816,+1.29704369175,+3.0260813896,+3.45820349144,+4.32281991817,+6.05198192725,+0,+0,+0,+0,+6.46180665179,+0,+4.73905605444
2010-08-16 09:00:00 UTC,+3.0268243886,+3.89083428023,+0,+4.32340658991,+6.05219163709,+0,+0,+6.48394316574,+0,+3.02619956552,+3.45833854062,+4.32298873392,+6.05221827172,+0,+0,+0,+0,+6.45794682689,+0,+4.73622524762
2010-08-16 09:00:30 UTC,+3.02461241849,+3.88860380762,+0,+4.32092807293,+6.04872215725,+0,+1.72852143096,+0,+0,+0,+3.45887391816,+4.32365797279,+6.05315521578,+0,+0,+0,+0,+6.45970975426,+0,+4.73751818368
2010-08-16 09:01:00 UTC,+3.0238971328,+0,+0,+0,+6.04729173238,+0,+1.72811264256,+0,+0,+0,+3.45810401408,+0,+6.05180783566,+0,+0,+0,+0,+6.46188486507,+0,+4.73911341628
2010-08-16 09:01:30 UTC,+3.02114952974,+0,+0,+0,+6.04178041872,+0,+1.72654237728,+0,+0,+0,+3.45761440297,+0,+6.05095098571,+0,+0,+0,+0,+6.46815614368,+0,+4.74371279028
2010-08-16 09:02:00 UTC,+3.02197992114,+0,+0,+0,+6.04344102223,+0,+1.72701694903,+0,+0,+0,+3.45693048471,+0,+0,+5.18484360719,+5.18518627278,+4.31262301691,+0,+6.46801716595,+0,+4.74361086361
2010-08-16 09:02:30 UTC,+3.01950962172,+0,+0,+0,+6.0385009568,+0,+1.72560516376,+0,+0,+0,+3.45758239176,+0,+0,+5.18582133148,+5.1861640907,+4.31507161062,+0,+6.4716894344,+0,+4.746304116
2010-08-16 09:03:00 UTC,+3.0202741942,+0,+0,+0,+6.04002993666,+0,+0,+0,+1.29661222164,+0,+0,+0,+0,+5.18502758839,+5.18537027161,+4.31676750807,+0,+6.47423284973,+0,+4.74816946422
2010-08-16 09:03:30 UTC,+3.01912479757,+0,+0,+0,+6.03773139161,+0,+0,+0,+1.29661739383,+0,+0,+0,+0,+5.18504826982,+5.18539095501,+4.3188248725,+0,+0,+0,+4.75043239651
2010-08-16 09:04:00 UTC,+0,+0,+6.03654221983,+0,+0,+0,+0,+0,+1.29700156526,+0,+0,+0,+0,+5.1865844055,+5.18692723779,+4.31680792082,+0,+0,+0,+4.74821391493
2010-08-16 09:04:30 UTC,+0,+0,+6.04813284235,+0,+0,+0,+0,+0,+1.29709296606,+0,+0,+0,+0,+5.18695437075,+5.18729723846,+4.31865198188,+0,+0,+0,+0
2010-08-16 09:05:00 UTC,+0,+0,+6.05006380462,+0,+0,+3.8896878972,+0,+0,+0,+0,+0,+0,+0,+5.18486055061,+5.18520321784,+4.31918351117,+0,+0,+0,+0
2010-08-16 09:05:30 UTC,+0,+0,+6.05592761058,+0,+0,+3.89345791137,+0,+0,+0,+0,+0,+0,+0,+5.18397920666,+5.18434126872,+4.31631279781,+5.61045331503,+0,+5.61124061772,+0
2010-08-16 09:06:00 UTC,+0,+0,+6.0542560762,+0,+0,+3.89238323253,+0,+0,+0,+3.02511917439,+0,+0,+0,+5.18509473051,+5.18545690778,+4.31456328966,+5.60817934663,+0,+5.60896624046,+0
2010-08-16 09:06:30 UTC,+0,+0,+6.05375115972,+0,+0,+3.89205860679,+1.72990100942,+0,+0,+3.02481725459,+0,+4.32102286631,+0,+5.18457726221,+0,+4.31461983623,+5.60825284444,+0,+5.60903975155,+0
2010-08-16 09:07:00 UTC,+0,+0,+6.05145229785,+4.32273447487,+0,+3.89058060056,+1.72924222739,+0,+0,+3.02500721428,+0,+4.32129422714,+0,+5.18490283912,+0,+0,+5.60923530718,+0,+5.61002239088,+0
2010-08-16 09:07:30 UTC,+0,+3.88912071339,+6.04972762206,+4.32150246229,+0,+3.88947175551,+1.72874937124,+0,+0,+3.02617709879,+0,+4.32296542828,+0,+5.1869079352,+0,+0,+5.60834073818,+0,+5.60912766109,+0
2010-08-16 09:08:00 UTC,+0,+3.89068381452,+6.0521591228,+4.32323939136,+0,+3.89103503922,+1.72944421494,+0,+1.29688002702,+3.02569603356,+0,+4.32227821792,+6.05121282895,+0,+0,+0,+5.60696294912,+0,+5.60774962428,+0
2010-08-16 09:08:30 UTC,+0,+3.89186907608,+6.05400287065,+4.32455646238,+0,+3.89222043918,+1.72997109798,+6.48037729747,+1.29637983902,+3.02452910816,+3.45642782776,+4.32061124393,+6.0488790496,+0,+0,+0,+5.60633652746,+0,+5.60712309003,+0
2010-08-16 09:09:00 UTC,+0,+3.89643978477,+0,+4.32963546604,+0,+3.89679168154,+0,+6.48073641201,+1.29645168308,+3.02469671845,+3.4566193694,+4.32085067826,+6.04921425992,+0,+0,+0,+5.60370259182,+0,+5.60448868073,+0
2010-08-16 09:09:30 UTC,+3.03157693348,+3.89756611788,+0,+4.33088705527,+0,+3.89791814613,+0,+6.47995472237,+1.29629529912,+3.0243318788,+3.45620243805,+4.32032949823,+6.04848460295,+0,+0,+0,+5.60526609083,+6.46946997127,+5.60605246089,+0
2010-08-16 09:10:00 UTC,+3.03359786357,+3.90016430984,+0,+0,+0,+3.90051664131,+0,+6.48000913916,+0,+0,+3.45623146243,+4.32036577981,+6.0485353975,+0,+0,+0,+5.60249215611,+6.46434999877,+5.60327802743,+0
2010-08-16 09:10:30 UTC,+3.03396724088,+3.9006391967,+0,+0,+0,+0,+0,+6.4787800688,+0,+0,+3.45558464874,+4.31955723811,+6.04740343147,+0,+0,+0,+5.60387210462,+6.46596219316,+5.60467551593,+0
2010-08-16 09:11:00 UTC,+3.02810623468,+3.89310404291,+0,+0,+0,+0,+0,+6.47663506535,+0,+0,+3.45444055826,+0,+6.04540119868,+0,+0,+0,+5.60173720575,+6.46349883686,+5.60254021993,+0
2010-08-16 09:11:30 UTC,+3.02772547995,+3.89261452878,+0,+0,+0,+0,+0,+6.47997951338,+0,+0,+3.45622440209,+0,+6.04852304145,+0,+0,+0,+5.59762142223,+6.45874983371,+5.59842367058,+0
2010-08-16 09:12:00 UTC,+3.02756933971,+3.89241378838,+0,+0,+0,+0,+0,+6.47617259768,+0,+0,+3.45419388972,+0,+6.0449695127,+0,+0,+0,+0,+6.4608861749,+0,+0
2010-08-16 09:12:30 UTC,+3.02589005977,+0,+0,+0,+6.0512735943,+0,+1.72925352163,+6.47730208833,+0,+0,+0,+0,+6.04602382486,+0,+0,+0,+0,+6.46225607206,+0,+0
2010-08-16 09:13:00 UTC,+3.02540545854,+0,+0,+0,+6.05030449224,+0,+1.72897656965,+6.47742111558,+1.29579170465,+0,+0,+0,+0,+0,+0,+0,+0,+6.46594079051,+0,+4.74209899184
2010-08-16 09:13:30 UTC,+0,+0,+0,+0,+6.04725764552,+0,+1.7281058355,+6.48041678096,+1.29639101716,+0,+0,+0,+0,+0,+5.18449017417,+4.30678115883,+0,+6.45925287818,+0,+4.73719403472
2010-08-16 09:14:00 UTC,+0,+0,+0,+0,+6.04202616609,+0,+1.7266107724,+0,+1.29690412666,+0,+0,+0,+0,+0,+5.18654207758,+4.30712989057,+0,+0,+0,+4.73757761246
2010-08-16 09:14:30 UTC,+0,+0,+0,+0,+6.03874530806,+0,+1.72567316188,+0,+1.29704920476,+0,+0,+0,+0,+0,+5.18712223882,+4.307907,+0,+0,+0,+4.73843237227
2010-08-16 09:15:00 UTC,+0,+0,+0,+0,+6.03478860663,+0,+0,+0,+1.29728193089,+0,+0,+0,+0,+5.18769045563,+5.1880529009,+4.30517326114,+0,+0,+0,+4.73542547256
2010-08-16 09:15:30 UTC,+0,+0,+0,+4.30845441791,+6.03125350479,+0,+0,+0,+0,+3.02685887388,+0,+0,+0,+5.1880764476,+5.18843893271,+4.30563220427,+0,+0,+0,+4.73593027424
2010-08-16 09:16:00 UTC,+0,+0,+0,+4.30948657685,+6.03269833843,+0,+0,+0,+0,+3.02666482074,+0,+0,+0,+5.18774385477,+5.18810630555,+4.3071787423,+0,+0,+0,+4.73763134556
2010-08-16 09:16:30 UTC,+0,+0,+0,+4.30646554601,+6.02846944809,+0,+0,+0,+0,+3.02661217624,+0,+4.32357825772,+0,+5.18765362598,+5.18801606744,+4.30693922258,+0,+0,+0,+4.73736789254
2010-08-16 09:17:00 UTC,+0,+0,+0,+4.30679904036,+6.02893627917,+3.87671886403,+0,+0,+0,+3.02660349062,+0,+4.32356585022,+0,+5.18763873947,+5.1880011794,+4.30841615007,+0,+0,+0,+4.73899239769
2010-08-16 09:17:30 UTC,+0,+0,+6.0271139415,+4.30535121856,+6.02690959367,+3.87494087053,+0,+0,+0,+3.02591734082,+0,+4.32258567677,+0,+5.18646272913,+5.18682504764,+4.31094571086,+0,+0,+0,+4.74177471748
2010-08-16 09:18:00 UTC,+0,+0,+6.02984564171,+0,+0,+3.87669716885,+0,+0,+1.29688344902,+3.02570401699,+3.4577704897,+4.32228094104,+0,+5.18609710771,+0,+4.31139126836,+0,+0,+0,+0
2010-08-16 09:18:30 UTC,+3.01646906709,+3.87813279672,+6.03263816948,+0,+0,+3.87849257519,+1.72386937755,+0,+1.29543566855,+3.02232638342,+3.4539105987,+4.31745594992,+6.04447373498,+5.18030809235,+0,+0,+5.60982568278,+0,+5.60907420041,+0
2010-08-16 09:19:00 UTC,+3.01659400268,+3.87829341828,+6.03288802653,+0,+0,+3.87865321636,+1.72394077887,+0,+1.29575993828,+3.02308289613,+3.45477512605,+4.31853663765,+6.04598671409,+5.18160469943,+0,+0,+5.60915507105,+0,+5.60994968384,+0
2010-08-16 09:19:30 UTC,+3.01623711326,+3.87783458879,+6.03217428806,+0,+0,+3.87819433083,+1.72373681478,+0,+1.29636715765,+0,+3.45639401828,+4.32056030636,+6.0488198808,+5.18403269337,+0,+0,+5.60527383344,+0,+5.60606773796,+0
2010-08-16 09:20:00 UTC,+3.01783805466,+3.87989281493,+6.03537598979,+0,+0,+3.88025280829,+1.7246517608,+0,+1.29572260212,+0,+3.45467558503,+4.31841220809,+6.04581251083,+5.18145540905,+0,+0,+5.60552094796,+6.46786471353,+5.60631489752,+0
2010-08-16 09:20:30 UTC,+3.01829800339,+3.88048414108,+6.03629583523,+0,+0,+3.88084420664,+1.7249146238,+0,+0,+0,+3.45595745067,+4.32001458244,+6.04805585909,+5.18337793483,+0,+0,+5.60515241712,+6.46743948366,+5.60594629949,+0
2010-08-16 09:21:00 UTC,+3.02042259924,+3.88321559573,+6.04054478665,+0,+0,+3.8835759947,+0,+0,+0,+0,+3.45620495821,+0,+6.04848901338,+5.18374914349,+0,+0,+5.60477070412,+6.46699904355,+5.60556451682,+0
2010-08-16 09:21:30 UTC,+3.02069401951,+3.8835645431,+6.04108759648,+0,+0,+3.88392498467,+0,+6.47792093232,+0,+0,+3.45512640711,+0,+6.04660147881,+0,+0,+0,+5.60731952449,+6.46994000373,+5.60811380235,+0
2010-08-16 09:22:00 UTC,+3.02104791294,+3.88401952087,+6.04179534334,+0,+0,+3.88438001795,+0,+6.47719676874,+0,+0,+0,+0,+6.0459255153,+0,+0,+0,+5.60504303186,+6.46731326931,+5.6058368943,+0
2010-08-16 09:22:30 UTC,+0,+3.88511592548,+6.0435008704,+0,+0,+3.88547655637,+0,+6.47591685284,+0,+0,+0,+0,+6.04473079014,+0,+0,+0,+5.60370019305,+6.46576383274,+5.60449381035,+0
2010-08-16 09:23:00 UTC,+0,+3.88606476191,+0,+0,+0,+0,+0,+6.4765776489,+1.29562296077,+0,+0,+0,+6.04534760385,+0,+0,+0,+5.60437420845,+6.46654154642,+5.6051679488,+0
2010-08-16 09:23:30 UTC,+0,+3.88437608414,+0,+4.31623502732,+0,+0,+0,+6.48248647877,+1.29680508069,+0,+0,+0,+0,+0,+0,+0,+5.59823951253,+6.45946301816,+5.599032133,+0
2010-08-16 09:24:00 UTC,+0,+0,+0,+4.31761236807,+0,+0,+1.72719570941,+6.48123273634,+1.29655425712,+0,+0,+0,+0,+0,+0,+0,+5.59921959224,+6.46059388466,+5.6000123916,+0
2010-08-16 09:24:30 UTC,+0,+0,+0,+4.31828390069,+0,+0,+1.72746435112,+6.48225374819,+1.29675852065,+3.0254125624,+0,+0,+0,+0,+5.18594726644,+4.30362426834,+5.59395415278,+0,+5.59474599068,+0
2010-08-16 09:25:00 UTC,+0,+0,+0,+4.31726129095,+0,+0,+1.72705526359,+6.47949891668,+1.29620738933,+3.02412678759,+0,+0,+0,+0,+5.18374332606,+4.30248085178,+5.5924679715,+0,+5.59325953794,+0
2010-08-16 09:25:30 UTC,+0,+0,+0,+4.31381718063,+0,+0,+1.72567747247,+6.48190856331,+0,+3.02525145271,+0,+0,+0,+0,+5.18567110911,+4.30404071706,+0,+0,+5.59528737809,+4.73416874108
2010-08-16 09:26:00 UTC,+0,+0,+0,+4.3128603322,+6.03742097869,+0,+1.72529469226,+6.47903863226,+0,+3.02391195698,+0,+4.31972096127,+0,+0,+5.18337508596,+4.30367685637,+0,+0,+0,+4.73376852455
2010-08-16 09:26:30 UTC,+0,+0,+0,+0,+6.03780155683,+0,+1.72540345468,+6.47997908391,+0,+3.02435089819,+0,+4.32034799418,+0,+0,+5.18412747294,+4.30278005953,+0,+0,+0,+4.73278212255
2010-08-16 09:27:00 UTC,+0,+0,+0,+0,+6.03803907255,+0,+0,+6.47945721163,+0,+3.02410732241,+3.45656506911,+4.32000004319,+0,+0,+5.18370996088,+4.30309755118,+0,+0,+0,+4.733131337
2010-08-16 09:27:30 UTC,+3.01779795994,+0,+0,+0,+6.03509107155,+0,+0,+0,+0,+3.02538465459,+3.45740552885,+4.32182472794,+0,+0,+5.18589942981,+4.30177229608,+0,+0,+0,+4.73167366653
2010-08-16 09:28:00 UTC,+3.01842850833,+0,+0,+0,+6.03635203763,+0,+0,+0,+1.29662594588,+3.02497146414,+3.45693334319,+4.32123448029,+0,+5.18484156602,+5.18519118205,+4.30008122441,+0,+0,+0,+4.72981362824
2010-08-16 09:28:30 UTC,+3.01723047797,+0,+0,+0,+6.03395622523,+0,+0,+0,+1.29664141721,+0,+3.45712521482,+4.32147432616,+0,+5.18512933267,+5.18547897702,+4.30086668478,+0,+0,+0,+4.73067756934
2010-08-16 09:29:00 UTC,+3.01443796762,+0,+0,+0,+6.02837178351,+0,+0,+0,+1.29662943276,+0,+3.45709326335,+4.32143438576,+6.05004360515,+5.18508141224,+0,+4.30438551394,+0,+0,+0,+4.73454798899
2010-08-16 09:29:30 UTC,+3.01257469238,+3.87312605273,+0,+0,+6.02464561938,+3.87348521966,+0,+0,+1.29668723013,+0,+3.45724735548,+4.32162700601,+6.0503132764,+5.18531251766,+0,+4.30654593736,+0,+0,+0,+4.73692427525
2010-08-16 09:30:00 UTC,+3.01428885533,+3.87532984041,+0,+0,+6.02807358983,+3.87568927655,+1.72262337558,+0,+1.29583353517,+0,+3.45497134085,+4.31878191262,+6.04633010275,+5.18189897988,+0,+0,+0,+6.46090005289,+0,+4.73839104199
2010-08-16 09:30:30 UTC,+3.0140120144,+3.87497392405,+6.02772434197,+0,+6.02751996537,+3.87533331672,+1.72246515959,+0,+1.29620969506,+0,+3.45597421125,+4.32003553372,+6.0480851912,+5.18340307214,+0,+0,+0,+6.46556702762,+0,+4.74181381469
2010-08-16 09:31:00 UTC,+3.01412469263,+3.87511878712,+6.0279496857,+0,+6.02774529848,+3.87547819748,+1.72252955577,+0,+0,+0,+3.45679900576,+0,+6.04952863523,+5.18464008845,+0,+0,+0,+6.46215012592,+0,+4.73930784915
2010-08-16 09:31:30 UTC,+3.01445684367,+3.87554581209,+6.02861395022,+4.30642274296,+6.0284095317,+3.8759052746,+1.72271938176,+0,+0,+0,+0,+0,+6.05000660524,+5.18504970371,+0,+0,+0,+6.46341801056,+0,+0
2010-08-16 09:32:00 UTC,+0,+3.87856879795,+6.03331639713,+4.30978191447,+0,+3.87892862967,+1.72406319377,+0,+0,+0,+0,+0,+6.04850908904,+5.18376634812,+0,+0,+5.59955233558,+6.46097782107,+5.6003451957,+0
2010-08-16 09:32:30 UTC,+0,+3.87945126529,+6.03468913122,+4.31076252077,+0,+3.87981120473,+0,+0,+0,+0,+0,+0,+6.04656191086,+5.18209763698,+0,+0,+5.60063802997,+6.46223055121,+5.60143108834,+0
2010-08-16 09:33:00 UTC,+0,+3.87702801125,+6.03091960536,+4.30806977721,+0,+3.8773876548,+0,+0,+0,+0,+0,+0,+6.0473339168,+5.18275923791,+0,+0,+5.60260070864,+6.46449519099,+5.60339412525,+0
2010-08-16 09:33:30 UTC,+0,+3.87904314834,+6.03405427935,+4.31030901725,+0,+3.87940303798,+0,+0,+1.29547393674,+3.02241566211,+0,+0,+6.0446522869,+5.18046110949,+0,+0,+5.60393797354,+6.46603819611,+5.60473163427,+0
2010-08-16 09:34:00 UTC,+0,+3.88141792141,+6.03774838992,+4.31294788821,+0,+3.88177810097,+0,+0,+1.29581388268,+3.02320874698,+0,+0,+6.04623840808,+5.18182039853,+0,+0,+5.60462628344,+6.46683240353,+5.60542006978,+0
2010-08-16 09:34:30 UTC,+0,+3.88015188274,+6.03577898623,+0,+0,+3.88051190773,+0,+6.47805636198,+1.29591879197,+3.02345349759,+0,+0,+0,+5.18223988306,+0,+0,+5.60198294909,+0,+5.60277625298,+0
2010-08-16 09:35:00 UTC,+0,+0,+6.03734745714,+0,+0,+3.88152032833,+0,+6.47954936276,+1.29621748156,+3.02415033251,+0,+0,+0,+0,+5.18493664455,+0,+5.60057377197,+0,+5.60136681857,+0
2010-08-16 09:35:30 UTC,+0,+0,+6.03476842046,+0,+0,+0,+0,+6.47941744628,+1.29619109037,+3.02408876255,+0,+0,+0,+0,+5.18367814752,+4.30881790995,+5.59978748395,+0,+5.600580387,+0
2010-08-16 09:36:00 UTC,+0,+0,+6.03192666462,+0,+0,+0,+1.72366605177,+6.47879776802,+0,+3.02379953735,+0,+4.31956036844,+0,+0,+5.183182388,+4.30515946394,+5.59594955771,+0,+5.59674176,+0
2010-08-16 09:36:30 UTC,+3.01727143277,+0,+0,+0,+0,+0,+1.72432793356,+6.47698488706,+0,+3.02295340333,+3.4546271443,+4.31835165558,+0,+0,+5.18173203376,+4.30205806599,+5.59191844619,+0,+5.59270991228,+0
2010-08-16 09:37:00 UTC,+3.01824391574,+0,+0,+0,+0,+0,+1.72488371243,+6.47445637961,+0,+3.02177326173,+3.45327850249,+4.31666580879,+0,+0,+5.17970915879,+4.30186205367,+5.59166367471,+0,+5.59245509434,+0
2010-08-16 09:37:30 UTC,+3.01697113975,+0,+0,+0,+0,+0,+1.7241563146,+6.47796872278,+0,+3.02341259335,+3.45515189733,+4.31900761418,+0,+0,+5.18251912918,+4.30331903723,+5.59355742175,+0,+5.59434918725,+0
2010-08-16 09:38:00 UTC,+3.01796766644,+0,+0,+0,+0,+0,+1.72472583459,+6.47875873299,+0,+0,+3.45557326876,+4.31953434238,+0,+0,+5.1831511589,+4.30258947279,+5.59260915407,+0,+5.59340074631,+0
2010-08-16 09:38:30 UTC,+3.01889782466,+0,+0,+0,+0,+0,+0,+6.47957933508,+1.29622347783,+0,+3.45601095713,+4.32008146728,+0,+0,+5.18380766297,+4.30002284335,+5.58927312,+0,+5.59006410289,+4.72974941392
2010-08-16 09:39:00 UTC,+3.01940395597,+0,+0,+4.31349023737,+0,+0,+0,+6.47962321161,+1.29623225575,+0,+3.45603435975,+4.32011072132,+0,+0,+5.18384276539,+4.30038152995,+5.58973933087,+0,+5.59053039899,+4.73014393934
2010-08-16 09:39:30 UTC,+3.01851367174,+0,+0,+4.31221836839,+6.03652234682,+0,+0,+6.47914643659,+1.2961368722,+0,+3.45578006004,+4.3197928383,+6.04774541396,+0,+5.18346133237,+4.30223657069,+0,+0,+5.59294197014,+4.73218432999
2010-08-16 09:40:00 UTC,+3.0165598529,+0,+0,+4.30942712316,+6.03261511414,+0,+0,+6.48308209119,+1.29692423885,+0,+3.45787923848,+4.3224168806,+6.05141911273,+0,+5.18660996344,+4.3020808614,+0,+6.45220363308,+0,+4.73201306272
2010-08-16 09:40:30 UTC,+3.01568703295,+3.87712738635,+0,+4.30818020379,+6.03086965521,+0,+0,+6.48184955382,+1.29667765756,+0,+0,+4.32159510367,+6.05026861264,+0,+0,+4.30241673892,+0,+6.4527073635,+0,+4.73238250007
2010-08-16 09:41:00 UTC,+0,+3.87600225091,+0,+4.30692994227,+6.02911951787,+0,+0,+0,+0,+0,+0,+0,+6.05266520599,+5.18732809661,+0,+0,+0,+6.45145646963,+0,+4.73146509089
2010-08-16 09:41:30 UTC,+0,+3.87512992596,+0,+4.30596060623,+6.02776262483,+3.8754893377,+1.72253450735,+0,+0,+0,+0,+0,+6.05184856375,+5.18662824279,+0,+0,+0,+6.45324478968,+0,+4.73277664994
2010-08-16 09:42:00 UTC,+0,+3.87372159526,+0,+4.30439565531,+6.02557198002,+3.87408083497,+1.72190846016,+0,+0,+0,+0,+0,+6.05149837338,+5.18632813333,+0,+0,+0,+6.45588240827,+0,+4.734711087
2010-08-16 09:42:30 UTC,+0,+3.87492105018,+0,+0,+6.02743772059,+3.87528043639,+1.7224416555,+0,+0,+3.02537900588,+0,+0,+6.05057879302,+5.18554006264,+0,+0,+0,+6.4574406307,+0,+4.73585389184
2010-08-16 09:43:00 UTC,+0,+3.87581422339,+0,+0,+6.02882704288,+3.87617371869,+1.72283869901,+0,+0,+3.02552798916,+0,+0,+6.05087675044,+5.18579540899,+0,+0,+0,+6.45417278547,+0,+4.73345724475
2010-08-16 09:43:30 UTC,+0,+3.87420154434,+6.02652285616,+0,+6.02631853619,+3.87456084266,+1.72212181258,+0,+1.29665343743,+3.02516740603,+0,+0,+6.05015560626,+5.18517739601,+0,+0,+0,+6.45592738582,+0,+4.73474407366
2010-08-16 09:44:00 UTC,+0,+3.87250928501,+6.02389043902,+0,+6.02368624314,+3.87286837659,+1.72136955019,+0,+1.29675932634,+3.02541444206,+0,+0,+6.0506496632,+5.18560079763,+0,+0,+0,+6.4551744943,+0,+4.73419190088
2010-08-16 09:44:30 UTC,+0,+3.87349240755,+6.02541974872,+0,+6.02521548074,+3.87385161925,+0,+0,+1.29579231196,+3.02315842307,+0,+0,+6.04613776334,+5.18173414705,+0,+0,+0,+6.45777216356,+0,+0
2010-08-16 09:45:00 UTC,+0,+3.8734863508,+6.02541032707,+0,+6.02520605954,+3.87384556175,+0,+0,+1.29562626881,+3.02277104878,+0,+0,+0,+5.18107021603,+0,+0,+0,+0,+0,+0
2010-08-16 09:45:30 UTC,+3.0104988753,+3.87045730994,+6.0206984611,+0,+6.02049441573,+3.87081615078,+0,+0,+1.29566383044,+3.0228586791,+3.45451889539,+4.31821634086,+0,+5.18122040798,+0,+0,+5.60157596208,+0,+0,+0
2010-08-16 09:46:00 UTC,+3.01903050742,+3.88142587384,+6.03776076044,+0,+0,+3.88178605436,+0,+0,+0,+3.02241833369,+3.45401567759,+4.31758730201,+0,+5.18046568833,+5.18081487348,+0,+5.60178586486,+0,+5.60257913273,+0
2010-08-16 09:46:30 UTC,+3.02063328187,+0,+6.04096612808,+0,+0,+3.88384688871,+0,+0,+0,+3.02238486219,+3.45397742706,+4.31753948757,+0,+5.18040832069,+5.18075750018,+0,+5.59948510859,+0,+5.6002779565,+0
2010-08-16 09:47:00 UTC,+3.01922738872,+0,+6.03815450079,+4.31323799163,+0,+3.88203920274,+0,+6.47723500834,+0,+0,+3.45476055265,+4.31851842042,+0,+5.18158284243,+5.1819321376,+4.30503609749,+5.59578920937,+0,+5.5965813824,+0
2010-08-16 09:47:30 UTC,+3.02234254952,+0,+6.04438447006,+4.31768834149,+0,+3.8860446511,+1.72722610202,+6.47328684646,+0,+0,+3.45265470315,+4.31588603902,+0,+5.17842451626,+5.17877350035,+4.30532884426,+5.59616971356,+0,+5.59696195608,+0
2010-08-16 09:48:00 UTC,+3.02217433216,+0,+6.04404805435,+4.3174480245,+0,+0,+1.72712996498,+6.47594282958,+0,+0,+3.45407133723,+4.3176568784,+0,+5.18054916596,+5.18089835933,+4.3033224357,+5.59356183903,+0,+5.59435360528,+0
2010-08-16 09:48:30 UTC,+3.02337163745,+0,+6.04644252953,+4.31915850677,+0,+0,+1.72781423088,+6.47425372762,+1.29515803729,+0,+3.45317041305,+4.31653069342,+0,+0,+5.17954703166,+4.30545152653,+5.59632917261,+0,+5.59712144423,+0
2010-08-16 09:49:00 UTC,+3.0230899242,+0,+6.0458791349,+4.31875604841,+0,+0,+1.72765323035,+6.47596719885,+1.2955008342,+0,+3.45408433519,+4.31767312628,+0,+0,+5.18091785542,+4.30323382753,+5.59344666855,+0,+5.5942384138,+0
2010-08-16 09:49:30 UTC,+3.02208151732,+0,+6.04386243517,+4.31731542828,+0,+0,+1.72707692083,+6.4774950739,+1.29580650074,+0,+3.45489926503,+4.31869181547,+0,+0,+5.18214019715,+4.30018024175,+5.58947770207,+6.44935318929,+5.59026872236,+0
2010-08-16 09:50:00 UTC,+3.02279892298,+0,+0,+0,+0,+0,+0,+6.47802371423,+1.29591226046,+0,+0,+4.31904427895,+6.04669741958,+0,+5.18256312383,+4.30025012442,+5.5895685336,+6.4494579954,+5.59035957051,+0
2010-08-16 09:50:30 UTC,+0,+0,+0,+0,+0,+0,+0,+6.47930839196,+1.29616927297,+0,+0,+4.31990081977,+6.04789658964,+0,+5.18359090109,+4.29836475264,+5.58711797952,+6.44663041959,+5.58790856872,+0
2010-08-16 09:51:00 UTC,+0,+0,+0,+0,+0,+0,+0,+6.47831186959,+1.29596990881,+0,+0,+0,+6.04696639545,+0,+5.18279365599,+4.29714675694,+5.58553486247,+6.44480373739,+5.58632516237,+4.72658595797
2010-08-16 09:51:30 UTC,+0,+3.89165695052,+0,+0,+0,+0,+0,+6.479086658,+0,+3.02393437226,+0,+0,+6.04768961421,+0,+0,+4.30611044227,+5.59718561314,+6.45824697472,+5.59797804114,+4.73644526684
2010-08-16 09:52:00 UTC,+0,+3.89154278658,+0,+0,+0,+0,+0,+6.47893522393,+0,+3.02386369276,+0,+0,+6.04754825954,+0,+0,+4.30652620654,+5.59772601207,+6.45887051486,+5.59851853878,+4.73690257299
2010-08-16 09:52:30 UTC,+0,+3.89026697204,+0,+0,+6.051308154,+0,+0,+6.4828670291,+0,+3.02569880172,+0,+0,+6.0512183651,+0,+0,+0,+5.59940333745,+6.46080589936,+5.60019617037,+4.73832198952
