# file...... Output/hvac/house_hvac_file_063.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_15A_tm_3_A_15_Meter_109_1241:hvac_load,house_3_1A_tm_3_A_1_Meter_111_1242:hvac_load,house_3_2A_tm_3_A_2_Meter_111_1243:hvac_load,house_3_3A_tm_3_A_3_Meter_111_1244:hvac_load,house_3_4A_tm_3_A_4_Meter_111_1245:hvac_load,house_3_5A_tm_3_A_5_Meter_111_1246:hvac_load,house_3_6A_tm_3_A_6_Meter_111_1247:hvac_load,house_3_7A_tm_3_A_7_Meter_111_1248:hvac_load,house_3_8A_tm_3_A_8_Meter_111_1249:hvac_load,house_3_1A_tm_3_A_1_Meter_112_1250:hvac_load,house_3_2A_tm_3_A_2_Meter_112_1251:hvac_load,house_3_3A_tm_3_A_3_Meter_112_1252:hvac_load,house_3_4A_tm_3_A_4_Meter_112_1253:hvac_load,house_3_5A_tm_3_A_5_Meter_112_1254:hvac_load,house_3_6A_tm_3_A_6_Meter_112_1255:hvac_load,house_3_7A_tm_3_A_7_Meter_112_1256:hvac_load,house_3_8A_tm_3_A_8_Meter_112_1257:hvac_load,house_3_1A_tm_3_A_1_Meter_113_1258:hvac_load,house_3_2A_tm_3_A_2_Meter_113_1259:hvac_load,house_3_3A_tm_3_A_3_Meter_113_1260:hvac_load
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,+3.01845610809,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:00 UTC,+0,+3.0185010603,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:30 UTC,+0,+3.02038903231,+0,+0,+0,+0,+0,+0,+0,+0,+2.1576595462,+0,+0,+0,+0,+0,+2.58887488142,+0,+3.8806613517,+0
2010-08-16 00:02:00 UTC,+0,+3.01529062666,+2.15381478269,+0,+0,+0,+0,+0,+0,+0,+2.15391369826,+0,+0,+0,+0,+0,+2.58454087286,+0,+3.87405679384,+0
2010-08-16 00:02:30 UTC,+0,+3.02728215651,+2.16238031367,+0,+0,+0,+0,+0,+0,+0,+2.16246659046,+0,+0,+0,+0,+0,+2.59480353463,+0,+3.88930852131,+0
2010-08-16 00:03:00 UTC,+0,+3.02523500623,+2.16091803743,+0,+0,+0,+0,+0,+0,+0,+2.1610042249,+0,+0,+0,+0,+0,+2.59304883417,+0,+3.88667965206,+0
2010-08-16 00:03:30 UTC,+0,+0,+2.16007759943,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.88518923139,+0
2010-08-16 00:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.88991268916,+0
2010-08-16 00:04:30 UTC,+0,+0,+0,+0,+3.46235929277,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:05:00 UTC,+0,+0,+0,+0,+3.46691474323,+4.76665665852,+0,+4.33329012018,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:05:30 UTC,+0,+0,+0,+0,+3.47050335498,+4.77159053331,+0,+4.3377754346,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:06:00 UTC,+0,+0,+0,+0,+3.47178915948,+4.77335834742,+0,+4.33938252891,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:06:30 UTC,+0,+0,+0,+0,+3.47271098705,+4.77462574056,+0,+4.34053469773,+0,+0,+0,+4.34122941844,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:07:00 UTC,+0,+0,+0,+0,+3.47917301641,+4.78351019172,+0,+4.34861142402,+0,+0,+0,+4.34930816682,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:07:30 UTC,+0,+0,+0,+0,+0,+4.78917029425,+0,+0,+0,+0,+0,+4.35377880043,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:08:00 UTC,+0,+0,+0,+0,+0,+4.78689194231,+0,+0,+0,+0,+0,+4.35170757064,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:08:30 UTC,+0,+0,+0,+0,+0,+4.78565382974,+0,+0,+0,+0,+0,+4.35058201338,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.35245113016,+0,+4.35195061105,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:09:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.35255320733,+0,+4.35205267229,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:10:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.35563360679,+0,+4.35511131514,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:10:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.35616870299,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:11:00 UTC,+5.2222057878,+0,+0,+0,+0,+0,+0,+0,+0,+4.35075537772,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:11:30 UTC,+5.2256393753,+0,+0,+0,+0,+0,+0,+0,+0,+4.3536230691,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:00 UTC,+5.22478355739,+3.04744536014,+2.17651148242,+0,+0,+0,+0,+0,+0,+4.35285392169,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:30 UTC,+5.22908867294,+3.04928421418,+2.17809634929,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:00 UTC,+5.2325569484,+3.0513060608,+2.17954055121,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:30 UTC,+5.23992741096,+3.05564529802,+2.18264006166,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+5.24426456359,+3.05853776151,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:30 UTC,+5.24767206698,+3.06042222464,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.62335623205,+0,+0,+0
2010-08-16 00:15:00 UTC,+5.23138957567,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17925391662,+0,+0,+0,+0,+0,+2.6149529739,+0,+0,+0
2010-08-16 00:15:30 UTC,+5.22996466193,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17857753781,+0,+0,+0,+0,+0,+2.61414137931,+0,+3.91920567699,+0
2010-08-16 00:16:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17840761663,+0,+0,+0,+0,+0,+2.61393748895,+0,+3.91915276906,+0
2010-08-16 00:16:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.1758039203,+0,+0,+0,+0,+0,+0,+0,+3.91398238294,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.91285101559,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.9108957981,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+3.48030948322,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.91347732634,+0
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+3.48106244797,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:00 UTC,+0,+0,+0,+0,+3.48224371381,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:30 UTC,+0,+0,+0,+0,+3.47937368219,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:20:00 UTC,+0,+0,+0,+0,+3.48095021661,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:20:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,+0,+0,+2.1751258178,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:30 UTC,+0,+0,+2.17645343922,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:00 UTC,+0,+0,+2.17718106987,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:30 UTC,+0,+0,+2.17672255409,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:00 UTC,+0,+3.0472681685,+0,+0,+0,+0,+0,+4.35296359969,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:30 UTC,+0,+3.04698355535,+0,+0,+0,+0,+0,+4.35255704087,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:00 UTC,+0,+3.04637148209,+0,+0,+0,+0,+0,+4.35168271801,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:30 UTC,+0,+3.04519505735,+0,+0,+0,+0,+0,+4.35000224102,+0,+0,+0,+4.35032845287,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:00 UTC,+0,+3.04467308605,+0,+0,+0,+0,+0,+4.34925662532,+0,+4.3498866112,+0,+4.34941433696,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.3495591505,+0,+4.34908692333,+0,+0,+3.04476151173,+0,+0,+4.34815111825,+0,+0
2010-08-16 00:29:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.3522661527,+0,+4.3517935364,+6.09265196192,+0,+3.04665646475,+0,+0,+4.35101193456,+0,+0
2010-08-16 00:29:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.34793706226,+0,+4.34746506836,+6.08659191306,+0,+3.0436260191,+0,+2.60878929107,+4.34658184533,+0,+0
2010-08-16 00:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.3479635157,+0,+4.34749151792,+6.08662894365,+0,+3.04364453702,+0,+2.6088051633,+4.34660828592,+0,+0
2010-08-16 00:30:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.34499856561,+0,+4.3445269942,+6.08247847779,+0,+3.04156901557,+0,+2.60702617531,+4.34347550564,+0,+0
2010-08-16 00:31:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.34749206582,+0,+4.34702013583,+6.08596898763,+0,+0,+0,+2.60852229052,+4.34589020923,+0,+0
2010-08-16 00:31:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.08998071021,+0,+0,+0,+2.61024180981,+4.34853288692,+0,+0
2010-08-16 00:32:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17656327087,+0,+6.09343975328,+0,+0,+0,+0,+0,+3.91611232507,+0
2010-08-16 00:32:30 UTC,+0,+0,+0,+0,+3.47430866266,+0,+0,+0,+0,+0,+2.17147491011,+0,+6.0791951332,+0,+0,+0,+0,+0,+3.90679741528,+0
2010-08-16 00:33:00 UTC,+0,+0,+0,+0,+3.47460257124,+0,+0,+0,+0,+0,+2.17164708933,+0,+6.07967714054,+0,+0,+0,+0,+0,+3.90696193819,+0
2010-08-16 00:33:30 UTC,+0,+0,+0,+0,+3.47458836942,+0,+0,+0,+0,+0,+2.17174139167,+0,+0,+0,+0,+0,+0,+0,+3.90685732842,+0
2010-08-16 00:34:00 UTC,+0,+0,+0,+0,+3.47500758036,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.9075428856,+0
2010-08-16 00:34:30 UTC,+0,+0,+0,+0,+3.47143446781,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.90265749805,+0
2010-08-16 00:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:30 UTC,+0,+0,+0,+5.64027666108,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07436836605,+0,+0,+0,+0
2010-08-16 00:36:00 UTC,+0,+0,+2.1695274216,+5.64005430476,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07431852191,+0,+0,+0,+0
2010-08-16 00:36:30 UTC,+0,+0,+2.17013810776,+5.64164183464,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07602834335,+0,+0,+0,+0
2010-08-16 00:37:00 UTC,+0,+0,+2.1710209314,+5.64393680896,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07861301547,+0,+0,+0,+0
2010-08-16 00:37:30 UTC,+0,+0,+2.17120801857,+5.64442315774,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07913684655,+0,+0,+0,+0
2010-08-16 00:38:00 UTC,+5.21952354984,+0,+0,+5.65196490972,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.08715826479,+0,+0,+0,+0
2010-08-16 00:38:30 UTC,+5.21929245024,+0,+0,+5.65162268179,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.08678967597,+0,+0,+0,+0
2010-08-16 00:39:00 UTC,+5.21952370191,+0,+0,+5.65187299755,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.08705927288,+0,+0,+0,+0
2010-08-16 00:39:30 UTC,+5.21998158641,+0,+0,+5.65175913146,+0,+4.78255223476,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:40:00 UTC,+5.21700674686,+0,+0,+0,+0,+4.78056250987,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:40:30 UTC,+5.217366177,+3.04243357743,+0,+0,+0,+4.78073523369,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:41:00 UTC,+5.21986443986,+3.04381233437,+0,+0,+0,+4.78290172781,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:41:30 UTC,+5.21647566047,+3.04202907691,+0,+0,+0,+4.78009962641,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:42:00 UTC,+5.21353910301,+3.04010416262,+0,+0,+0,+4.77707493409,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:42:30 UTC,+0,+3.04299457117,+0,+0,+0,+4.78161674488,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:00 UTC,+0,+3.04171633362,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47598204833,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.4799857796,+0,+0,+0,+0,+0,+0
2010-08-16 00:44:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47665850692,+0,+0,+0,+0,+0,+0
2010-08-16 00:44:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.4764672206,+0,+0,+0,+0,+0,+0
2010-08-16 00:45:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47759471206,+0,+0,+0,+0,+0,+0
2010-08-16 00:45:30 UTC,+0,+0,+0,+0,+0,+0,+0,+4.3418869674,+0,+4.34204196226,+0,+0,+0,+3.47338179897,+0,+0,+2.60525219542,+0,+0,+0
2010-08-16 00:46:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.34408864354,+0,+4.34437814396,+0,+0,+0,+0,+0,+0,+2.60665391857,+0,+0,+0
2010-08-16 00:46:30 UTC,+0,+0,+0,+0,+3.47507804084,+0,+0,+4.3434737077,+0,+4.34409786238,+0,+0,+0,+0,+0,+0,+2.60648574793,+0,+0,+0
2010-08-16 00:47:00 UTC,+0,+0,+0,+0,+3.4752785297,+0,+0,+4.34372429147,+0,+4.34445795917,+0,+0,+0,+0,+0,+0,+2.60670180817,+0,+0,+0
2010-08-16 00:47:30 UTC,+0,+0,+0,+0,+3.47530321292,+0,+0,+4.3437551421,+0,+4.34456086069,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:48:00 UTC,+0,+0,+0,+0,+3.47759803682,+0,+0,+0,+0,+4.34705419642,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:48:30 UTC,+0,+0,+2.16943120899,+0,+3.47110877328,+0,+0,+0,+0,+4.33896200666,+0,+4.33849130365,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:49:00 UTC,+0,+0,+2.17288265933,+0,+0,+0,+0,+0,+0,+0,+0,+4.3452612933,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:49:30 UTC,+0,+0,+2.17134691576,+0,+0,+0,+0,+0,+0,+0,+0,+4.34216724867,+0,+0,+0,+0,+0,+0,+3.90716148276,+0
2010-08-16 00:50:00 UTC,+0,+0,+2.16824752367,+0,+0,+0,+0,+0,+0,+0,+2.16832613553,+4.33588570912,+0,+0,+0,+0,+0,+0,+3.90155986784,+0
2010-08-16 00:50:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16897025197,+4.33717364832,+0,+0,+3.03642079294,+0,+0,+0,+3.90249112218,+0
2010-08-16 00:51:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17166852791,+4.34256897037,+0,+0,+3.04019816447,+0,+0,+0,+3.90734470614,+0
2010-08-16 00:51:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16828958608,+4.33581262691,+0,+0,+3.03546791489,+0,+0,+0,+3.90102399245,+0
2010-08-16 00:52:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.33903232016,+0,+0,+3.03772208583,+0,+0,+0,+0,+0
2010-08-16 00:52:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.0378183091,+0,+0,+0,+0,+0
2010-08-16 00:53:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:53:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:54:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:54:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:55:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.09188333204,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:55:30 UTC,+0,+0,+0,+0,+0,+0,+4.35252929092,+0,+0,+0,+0,+0,+6.09386679593,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:56:00 UTC,+0,+3.04304308187,+0,+0,+0,+0,+4.34666526723,+0,+0,+0,+0,+0,+6.08602475963,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:56:30 UTC,+0,+3.04203801584,+0,+0,+0,+0,+4.34522967817,+0,+0,+0,+0,+0,+6.08394199298,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:57:00 UTC,+0,+3.04350353942,+0,+0,+0,+0,+4.34732296323,+0,+0,+0,+0,+0,+6.08687300389,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:57:30 UTC,+0,+3.04440163601,+0,+0,+0,+0,+4.34860576227,+0,+0,+0,+0,+0,+6.0887176435,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:00 UTC,+0,+3.04156592272,+0,+0,+0,+0,+4.34455536251,+0,+0,+0,+0,+0,+6.08304622363,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.08668531476,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:59:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.08206575154,+0,+0,+0,+0,+4.34288413835,+0,+0
