# file...... Output/hvac/house_hvac_file_030.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_8C_tm_2_C_8_Meter_50_581:hvac_load,house_2_9C_tm_2_C_9_Meter_50_582:hvac_load,house_2_10C_tm_2_C_10_Meter_50_583:hvac_load,house_2_11C_tm_2_C_11_Meter_50_584:hvac_load,house_2_12C_tm_2_C_12_Meter_50_585:hvac_load,house_2_13C_tm_2_C_13_Meter_50_586:hvac_load,house_2_14C_tm_2_C_14_Meter_50_587:hvac_load,house_2_15C_tm_2_C_15_Meter_50_588:hvac_load,house_2_1A_tm_2_A_1_Meter_51_589:hvac_load,house_2_2A_tm_2_A_2_Meter_51_590:hvac_load,house_2_3A_tm_2_A_3_Meter_51_591:hvac_load,house_2_4A_tm_2_A_4_Meter_51_592:hvac_load,house_2_5A_tm_2_A_5_Meter_51_593:hvac_load,house_2_6A_tm_2_A_6_Meter_51_594:hvac_load,house_2_7A_tm_2_A_7_Meter_51_595:hvac_load,house_2_8A_tm_2_A_8_Meter_51_596:hvac_load,house_0_1A_tm_0_A_1_Meter_52_597:hvac_load,house_0_2A_tm_0_A_2_Meter_52_598:hvac_load,house_0_3A_tm_0_A_3_Meter_52_599:hvac_load,house_0_4A_tm_0_A_4_Meter_52_600:hvac_load
2010-08-16 10:30:00 UTC,+5.57538084425,+0,+4.71773841324,+0,+3.43104886924,+2.14464769846,+0,+0,+2.56201128646,+3.84283394973,+1.70813805143,+6.40351777917,+5.12350597815,+3.41591637549,+5.12363747366,+5.12343357211,+0,+4.29837571077,+5.15757786623,+5.15739081148
2010-08-16 10:30:30 UTC,+0,+0,+4.71447837993,+0,+3.42867798218,+2.14316568434,+0,+0,+2.56436115665,+3.84635855314,+1.70970479161,+6.40939071712,+5.12820512542,+0,+5.12833678404,+5.12813257767,+0,+4.30070593153,+5.1603737941,+5.16018660698
2010-08-16 10:31:00 UTC,+0,+0,+4.71270696102,+0,+3.42738970267,+2.14236039564,+0,+0,+2.5640533376,+3.84589685102,+1.70949955793,+6.40862139719,+5.12758956505,+0,+5.12772120229,+5.12751703585,+0,+4.29783563215,+5.15692984999,+5.15674282592
2010-08-16 10:31:30 UTC,+0,+0,+4.71050821987,+0,+3.42579064944,+2.14136084592,+0,+0,+2.56353608713,+3.84512101974,+1.70915468906,+6.40732865343,+5.12655519464,+0,+5.12668679599,+5.12648269662,+0,+4.29600074687,+5.15472825309,+5.15454133326
2010-08-16 10:32:00 UTC,+0,+0,+4.7116971467,+0,+3.4266553066,+2.14190133314,+0,+0,+2.56508625044,+3.84744613156,+0,+0,+5.12965513009,+0,+5.12978683901,+5.12958253864,+0,+4.29745491393,+5.15647304321,+5.15628604077
2010-08-16 10:32:30 UTC,+0,+0,+4.71226503853,+0,+3.42706831078,+2.1421594973,+0,+0,+2.56113477948,+3.84151926457,+0,+0,+5.12175318544,+0,+5.1218846201,+5.12168083232,+0,+0,+5.15115076997,+5.15096401957
2010-08-16 10:33:00 UTC,+0,+0,+4.71194203904,+0,+3.42683340665,+2.14201266143,+4.28377749737,+0,+2.5617081028,+3.8423792003,+0,+0,+5.12289968737,+0,+5.12303116183,+5.12282729964,+3.43324564612,+0,+5.1496267463,+5.14944006809
2010-08-16 10:33:30 UTC,+0,+0,+4.70763503642,+5.13570926377,+3.42370110232,+2.14005469407,+4.27986184403,+2.99609170058,+2.56304450754,+3.84438369257,+0,+0,+5.12557215949,+0,+5.12570372673,+5.12549969112,+3.43514666356,+0,+5.15247811254,+5.15229129926
2010-08-16 10:34:00 UTC,+0,+0,+4.70858942622,+5.13675043822,+3.42439519043,+2.14048856056,+4.28072951465,+2.99669912104,+2.56169194964,+3.84235497192,+1.70792513847,+0,+5.12286738508,+3.41549060804,+5.12299885843,+0,+3.43477071616,+0,+5.15191422307,+0
2010-08-16 10:34:30 UTC,+0,+5.13428537017,+0,+5.13502376408,+0,+0,+4.27929057766,+2.99569178054,+2.56264582562,+3.84378570396,+1.70856112076,+0,+5.12477489632,+3.41676239792,+5.12490643588,+0,+3.43467951847,+0,+5.15177743422,+0
2010-08-16 10:35:00 UTC,+0,+5.13273739345,+0,+5.13347550139,+0,+0,+4.27800032122,+2.99478852514,+2.56460193408,+3.8467196986,+1.70986532628,+0,+0,+3.41937045072,+5.12881829487,+0,+3.43709776594,+0,+5.15540460202,+0
2010-08-16 10:35:30 UTC,+5.5553861172,+5.12753653184,+0,+5.12827367879,+0,+0,+4.27366534291,+2.99175378531,+2.56933415651,+0,+1.71302046331,+0,+0,+3.42567985856,+5.13828187408,+0,+3.44084829673,+0,+5.16103008277,+0
2010-08-16 10:36:00 UTC,+5.55120420499,+5.1236768069,+0,+5.12441324039,+0,+0,+4.27044821727,+2.98950160801,+2.56963707668,+0,+1.71322243071,+0,+0,+3.42608373791,+5.138887659,+0,+3.44127126986,+0,+5.16166450688,+0
2010-08-16 10:36:30 UTC,+5.56684231678,+5.13811011169,+0,+5.13884921205,+0,+0,+4.28247854372,+2.99792354423,+2.5714268916,+0,+1.71441576239,+0,+0,+3.42847007385,+5.14246696155,+0,+3.44202395328,+0,+5.16279346873,+0
2010-08-16 10:37:00 UTC,+5.56758653111,+5.13879698956,+0,+5.13953621677,+0,+2.14164941881,+4.28305106432,+2.9983243423,+2.56873634181,+0,+1.71262187951,+6.42032544629,+0,+3.42488280034,+5.13708635401,+0,+3.43879044125,+4.29868041949,+5.1579434726,+0
2010-08-16 10:37:30 UTC,+5.56914337812,+5.14023389251,+0,+5.14097338509,+0,+2.1422482994,+4.28424873943,+2.99916278529,+2.56953950128,+0,+1.71315737379,+6.42233275163,+0,+3.42595364196,+5.13869252609,+0,+3.44023709879,+4.30048885796,+5.16011333727,+0
2010-08-16 10:38:00 UTC,+5.57083080558,+5.14179131566,+0,+5.1425310958,+0,+2.14289741104,+4.28554686945,+3.0000715526,+0,+0,+1.71209490114,+6.41835006337,+0,+3.42382898829,+5.1355057249,+0,+3.43755099971,+4.29713101767,+5.15608441456,+5.15589743053
2010-08-16 10:38:30 UTC,+5.57304164889,+5.14383182923,+4.7166477136,+5.14457198606,+3.42960934395,+2.1437478678,+4.2872476608,+0,+0,+0,+0,+6.41793863658,+0,+3.42360950358,+5.13517651633,+0,+3.43669833957,+4.29606512378,+5.15480549604,+5.15461857255
2010-08-16 10:39:00 UTC,+5.57454019619,+5.14521492409,+4.71702707167,+5.14595533631,+3.43053154001,+2.14432432193,+4.28840048622,+0,+0,+0,+0,+6.41309690559,+0,+3.42102657433,+5.13130234047,+0,+3.43484233551,+4.29374496907,+5.15202164606,+5.1518348544
2010-08-16 10:39:30 UTC,+5.57294026034,+5.14373825192,+4.71567323415,+5.14447839151,+3.42954695011,+2.14370886615,+4.28716966308,+0,+0,+3.84613326042,+0,+6.40901531885,+0,+3.41884916083,+5.12803640404,+5.1289658626,+3.43429407198,+4.29305959544,+5.15119929689,+5.15101254418
2010-08-16 10:40:00 UTC,+5.57147984122,+5.1423903477,+4.71443745322,+5.14313023846,+3.42864821789,+2.14314707901,+4.28604616952,+0,+0,+3.84445809631,+0,+6.40622404454,+0,+3.4173600932,+5.12580292833,+5.12559888629,+3.43515440599,+4.29413508232,+5.15248972555,+5.15230291173
2010-08-16 10:40:30 UTC,+5.5746409312,+5.14530789817,+4.71711231186,+5.14604832757,+3.43059353166,+2.1443630722,+4.28847798119,+0,+0,+3.8442515658,+0,+6.40587990905,+5.1253960026,+3.41717650647,+0,+5.12532353954,+3.43541399752,+4.29445959266,+5.15287909099,+5.15269225872
2010-08-16 10:41:00 UTC,+5.57779958887,+5.14822320378,+4.71978511229,+5.14896417133,+3.43253734862,+2.14557812972,+4.29090792168,+0,+0,+3.84007841212,+1.70691317272,+6.39892631208,+5.11983218131,+0,+0,+5.1197598862,+3.43138525012,+4.28942333345,+5.14683630881,+5.1466497628
2010-08-16 10:41:30 UTC,+5.58411485466,+5.15405192362,+4.72512897876,+5.15479396679,+3.43642372126,+2.14800745627,+0,+3.00722570241,+0,+3.83492458111,+1.70462221575,+6.39033864326,+5.11296088054,+0,+0,+5.1128887932,+3.4299670436,+4.28765046087,+5.14470911833,+5.1445226731
2010-08-16 10:42:00 UTC,+5.5844363846,+5.15434868201,+4.72540105171,+5.1550907799,+3.43662158864,+2.14813114087,+0,+3.00739886294,+2.55284621943,+3.82908713675,+1.70202738197,+6.38061189158,+5.10517815841,+0,+0,+5.10510630686,+3.42710510284,+4.28407280389,+5.14041644794,+5.14023020613
2010-08-16 10:42:30 UTC,+5.58938239172,+5.15891363491,+4.72958627556,+5.15965657499,+3.43966532859,+0,+0,+3.01006254423,+2.55401993413,+3.83084760794,+1.70280993849,+6.38354530986,+5.10752529136,+0,+0,+5.10745336865,+3.42879155606,+4.28618100656,+5.14294598591,+5.14275962422
2010-08-16 10:43:00 UTC,+5.58606964501,+5.15585611145,+4.72678308783,+5.15659848748,+3.43762668626,+0,+0,+3.00827845837,+2.5557853706,+3.83349561089,+1.70398701654,+6.38795759456,+5.11105571833,+0,+0,+5.11098368866,+3.43156380933,+4.28964654689,+5.14710413258,+5.14691757386
2010-08-16 10:43:30 UTC,+5.58646627362,+5.15622218269,+4.72711870795,+5.15696462624,+3.43787076887,+0,+0,+3.00849206344,+2.55657775156,+3.83468411423,+1.70451532455,+6.38993796067,+5.11264028013,+0,+0,+5.11256820249,+3.43152199296,+4.28959427305,+5.14704141153,+5.14685485578
2010-08-16 10:44:00 UTC,+5.58507347429,+5.15493668851,+4.72594014576,+5.15567889491,+3.43701364941,+0,+0,+3.00774196878,+2.55903553748,+3.83837058193,+1.70615401603,+6.39608060744,+5.11755523139,+0,+0,+5.11748300509,+3.4328234966,+4.29122125759,+0,+5.1488069093
2010-08-16 10:44:30 UTC,+5.58419751869,+5.15412821896,+4.7251989276,+5.15487027623,+3.43647459215,+0,+0,+3.00727022128,+2.5574248104,+3.83595462972,+1.70508008818,+6.39205498125,+5.11433418395,+3.4098012894,+0,+5.11426205505,+0,+4.2898973516,+0,+5.147218489
2010-08-16 10:45:00 UTC,+5.5877190441,+5.15737843626,+0,+5.15812109308,+3.4386417155,+2.14958766638,+0,+3.00916674527,+2.56087375337,+3.84112774781,+1.70737961855,+6.40067478748,+5.12123119905,+3.41439971809,+0,+5.12115886168,+0,+4.29402402569,+0,+0
2010-08-16 10:45:30 UTC,+5.5813895144,+0,+0,+0,+3.43474656496,+2.14695908529,+0,+3.00575796533,+2.56055838299,+0,+1.70716935013,+6.399886595,+5.12060053798,+3.41397923907,+5.12073193261,+5.12052821966,+0,+4.29421780958,+0,+0
2010-08-16 10:46:00 UTC,+5.57425120803,+0,+0,+0,+0,+2.14421315531,+4.28817816897,+3.00191361687,+2.56182328477,+0,+0,+6.4030479139,+5.12313002219,+3.41566571539,+5.12326150466,+5.12305762751,+0,+0,+0,+0
2010-08-16 10:46:30 UTC,+0,+0,+0,+0,+0,+2.14185884851,+4.28346989363,+2.99861754744,+2.56573136906,+0,+0,+6.4128152353,+5.1309452045,+3.42087631101,+5.13107695819,+5.13087257419,+0,+0,+0,+0
2010-08-16 10:47:00 UTC,+0,+0,+0,+0,+0,+2.14142738368,+4.28260702598,+0,+2.56425160224,+0,+0,+6.40911691221,+5.12798604429,+3.41890335804,+5.12811769529,+5.12791350313,+0,+0,+0,+0
2010-08-16 10:47:30 UTC,+0,+0,+0,+0,+0,+2.14232992121,+4.28441197133,+0,+2.56475303799,+0,+0,+6.41037013105,+5.12898878931,+3.41957191552,+5.1291204751,+5.12891621794,+0,+0,+0,+0
2010-08-16 10:48:00 UTC,+0,+0,+0,+0,+0,+2.14433747914,+4.28842679876,+0,+2.56180736527,+0,+1.70800209009,+6.4030081269,+5.12309818721,+3.41564449014,+5.12322966857,+5.12302579348,+0,+0,+0,+0
2010-08-16 10:48:30 UTC,+0,+0,+0,+0,+0,+2.1431876115,+4.28612722866,+0,+2.56078828089,+0,+1.70732263106,+6.40046116972,+5.12106027574,+3.41428575881,+5.12119168633,+5.12098794354,+3.43375007079,+0,+0,+0
2010-08-16 10:49:00 UTC,+0,+0,+0,+0,+0,+2.14452524035,+4.2888022942,+0,+2.55989007728,+0,+1.70672376746,+6.3982163249,+5.11926409525,+3.41308819616,+5.11939544347,+5.1191918173,+3.43154045427,+0,+5.14706910196,+5.14688254491
2010-08-16 10:49:30 UTC,+0,+0,+4.71926411521,+5.14839579888,+0,+2.14534128396,+4.29043426419,+0,+2.55755259838,+3.83614630071,+1.70516528887,+6.3923743567,+5.11458972765,+3.40997166737,+5.11472091351,+5.11451759102,+3.42968756341,+0,+5.14428992156,+5.14410349619
2010-08-16 10:50:00 UTC,+0,+5.14383780133,+4.71576450274,+5.14457795935,+3.42961332597,+2.14375035695,+4.2872526387,+3.00126569133,+2.55662164952,+3.83474995741,+1.70454459285,+6.39004767315,+5.11272806498,+3.40873044593,+5.11285918617,+5.11265598468,+3.4285852556,+4.28592311433,+5.14263655256,+5.14245020554
2010-08-16 10:50:30 UTC,+0,+5.14352047533,+4.715473573,+5.14426057477,+3.42940174484,+2.14361810002,+4.28698814386,+3.00108052939,+2.55606834015,+3.83392004091,+1.7041756822,+6.38866480916,+5.111621586,+3.40799272609,+5.11175266873,+5.1115495392,+3.42925663106,+4.28676238785,+5.14364355929,+5.14345716455
2010-08-16 10:51:00 UTC,+5.5700386106,+5.14106015369,+4.71321790926,+5.14179979882,+3.42776129414,+0,+4.28493743757,+2.99964491446,+2.55823248186,+3.8371660675,+1.70561859088,+0,+5.11594932291,+3.41087814675,+5.11608055601,+5.11587714516,+3.42971410233,+4.28733426387,+5.1443297277,+5.14414330045
2010-08-16 10:51:30 UTC,+5.56867270627,+5.13979948259,+4.71206210507,+5.14053889495,+3.42692072569,+0,+4.28388665378,+2.99890930405,+2.55673845881,+3.83492516132,+1.70462247366,+0,+5.11296165409,+3.40888618617,+5.11309278339,+5.11288956673,+3.42918683963,+4.28667514293,+5.14353887802,+5.14335248824
2010-08-16 10:52:00 UTC,+5.5712202045,+5.14215071414,+4.7142177532,+5.14289056066,+3.42848843917,+0,+4.28584643221,+3.00028126414,+2.55755265146,+3.83614638032,+1.70516532427,+0,+5.11458983378,+3.40997173814,+5.11472101964,+5.11451769714,+3.43019217627,+4.28793189487,+5.14504679839,+5.14486033715
2010-08-16 10:52:30 UTC,+5.56982085036,+5.14085917032,+4.71303364438,+5.14159877835,+3.42762728593,+0,+4.28476991564,+2.99952763927,+2.55666834899,+3.83482000261,+1.704575729,+0,+5.11282145216,+0,+5.11295257658,+5.11274936904,+3.42792636505,+4.28509944794,+5.14164827218,+5.14146197201
2010-08-16 10:53:00 UTC,+5.56982936288,+5.14086702705,+4.71304084752,+5.14160663648,+3.42763252448,+0,+4.28477646426,+2.99953222367,+2.55967806984,+3.83933432524,+0,+0,+0,+0,+5.11897146735,+5.11876786869,+3.43038590937,+4.2881740769,+5.14533738173,+5.14515090671
2010-08-16 10:53:30 UTC,+5.56961767872,+5.14067165162,+4.71286172411,+5.14141122502,+3.42750225545,+2.14243075111,+4.28461361665,+2.99941822078,+2.56022566611,+3.84015567261,+0,+0,+0,+0,+5.12006655972,+5.11986288996,+3.43112094715,+4.28909293342,+5.14643987659,+5.14625334935
2010-08-16 10:54:00 UTC,+5.56816311235,+5.1393291493,+4.71163089566,+5.14006847477,+3.42660712497,+2.14187121536,+4.28349462556,+2.99863486124,+2.55739913769,+3.83591612285,+0,+0,+0,+0,+5.11441402019,+5.11421071764,+3.42836018697,+4.28564176038,+5.14229896856,+5.14211263753
2010-08-16 10:54:30 UTC,+5.5647311776,+5.13616162089,+4.70872685287,+5.13690036136,+3.42449513513,+2.14055103484,+4.28085445423,+2.99678658609,+0,+3.83793763356,+0,+0,+0,+0,+5.11710927554,+5.11690579785,+3.42903855563,+4.28648977596,+5.14331646449,+5.14313008525
2010-08-16 10:55:00 UTC,+5.56891401287,+5.14002219829,+4.71226629445,+5.14076165169,+3.42706922416,+2.14216006822,+0,+2.99903926015,+0,+3.83660972808,+0,+6.3931465512,+0,+0,+5.1153387955,+0,+3.42739816764,+4.28443915855,+5.1408560205,+5.14066975785
2010-08-16 10:55:30 UTC,+5.56986854912,+5.14090319423,+4.71307400623,+5.14164281039,+3.42765663943,+2.14252725476,+0,+0,+0,+3.834240166,+1.70431798272,+6.38919822365,+0,+3.40827728801,+5.11217948758,+0,+3.42652216637,+4.28334408621,+5.13954209231,+5.13935589196
2010-08-16 10:56:00 UTC,+5.56818763632,+5.13935178386,+4.71165164742,+5.14009111353,+3.42662221686,+2.14188064913,+0,+0,+0,+3.85020882695,+1.71141629715,+6.41580631025,+0,+3.42247196658,+5.13347030685,+0,+3.43810265326,+4.29782062908,+5.15691184848,+5.15672482526
2010-08-16 10:56:30 UTC,+5.56720459735,+5.13844448114,+0,+5.13918364319,+3.42601726121,+2.1415024983,+0,+0,+0,+0,+1.71279061209,+6.42095794207,+0,+3.42522021923,+5.13759245388,+0,+3.44015312882,+4.30038388875,+5.15998738938,+5.15980022057
2010-08-16 10:57:00 UTC,+5.56608834328,+5.13741422658,+0,+5.13815319833,+3.42533032587,+2.14107310293,+0,+0,+0,+0,+1.71146050378,+6.41597201915,+0,+3.42256036771,+5.13360290107,+0,+3.43845737508,+4.29826405994,+5.15744390137,+0
2010-08-16 10:57:30 UTC,+5.56797513151,+5.13915565105,+0,+5.1398949445,+3.42649144281,+2.14179890378,+0,+0,+0,+0,+1.71313320026,+6.42224213687,+0,+3.42590530152,+5.1386200195,+0,+3.44281825439,+4.30371551037,+5.1639848536,+0
2010-08-16 10:58:00 UTC,+5.56847179412,+5.13961404932,+0,+5.14035342741,+3.42679708568,+2.14198995761,+0,+0,+0,+0,+1.71160386624,+6.41650941455,+5.13390104899,+3.42284705326,+5.13403290521,+0,+3.44054167742,+4.3008696058,+5.16057017957,+0
2010-08-16 10:58:30 UTC,+5.56403175366,+5.13551608265,+0,+5.13625470386,+0,+2.14028198371,+0,+2.99640990995,+2.56813460458,+0,+1.71222068041,+6.41882154782,+5.13575106921,+3.42408051226,+5.13588298959,+0,+3.44213675166,+4.30286357709,+5.1629626568,+0
2010-08-16 10:59:00 UTC,+5.56528641695,+5.13667408297,+0,+5.13741291808,+0,+2.1407646217,+0,+2.99708561133,+2.56719066966,+0,+1.71159132621,+6.41646240832,+5.13386343757,+3.42282197668,+0,+0,+3.44043158463,+4.30073198093,+5.16040504967,+0
2010-08-16 10:59:30 UTC,+5.5619682491,+5.13361155658,+0,+5.134349826,+0,+2.13948820447,+4.27872894626,+2.99529860552,+2.56642304083,+0,+1.71107952141,+6.41454390356,+5.13232837356,+3.42179850759,+0,+0,+3.44041457023,+4.30071071156,+5.16037952949,+0
2010-08-16 11:00:00 UTC,+5.56333437246,+5.13487242975,+0,+5.13561093208,+0,+0,+4.27977989857,+2.99603433394,+2.56151913962,+3.84209577176,+1.70780992001,+6.40228777603,+5.1225218087,+3.4152602028,+0,+0,+3.4370590924,+0,+5.15534659496,+0
2010-08-16 11:00:30 UTC,+5.56283372698,+5.13441035549,+4.70712126354,+5.13514877246,+0,+0,+4.27939475434,+2.99576471033,+2.56222828486,+3.84315942869,+0,+6.40406011472,+5.12393992018,+3.41620569651,+0,+5.12386750105,+3.43807646534,+0,+5.1568725688,+5.15668554744
2010-08-16 11:01:00 UTC,+5.56930930457,+5.1403870355,+4.71260078334,+5.14112655636,+0,+0,+4.28437638587,+2.9992521453,+2.56127705722,+3.84173266897,+0,+6.40168274916,+5.12203770504,+3.41493743764,+0,+5.12196534333,+3.43603928561,+0,+5.15381697057,+5.15363009392
2010-08-16 11:01:30 UTC,+5.56327712075,+5.13481958885,+4.70749645555,+5.13555808147,+0,+0,+4.27973585512,+2.99600350095,+2.56514611949,+3.84753592998,+0,+6.41135254406,+5.12977485307,+3.42009600573,+0,+5.12970225801,+3.44000904555,+0,+5.15977127657,+5.15958411799
2010-08-16 11:02:00 UTC,+5.5644199515,+5.13587437258,+4.70846349882,+5.13661305997,+3.42430360865,+0,+4.28061502944,+2.99661897465,+2.56393927276,+3.84572576356,+0,+6.40833631945,+5.12736146416,+3.4184869334,+0,+5.12728894184,+3.43752434863,+0,+5.15604444017,+5.15585745803
2010-08-16 11:02:30 UTC,+5.56624713729,+5.13756078656,+4.71000963129,+5.13829978548,+3.42542804665,+2.14113324312,+4.28202067493,+2.99760300916,+2.56346810013,+3.8450190451,+1.70910935976,+6.40715263555,+5.12641923784,+3.41785872534,+0,+5.12634674392,+3.43788198466,+0,+5.15658086415,+5.15639385661
2010-08-16 11:03:00 UTC,+5.56343105256,+0,+4.70762670994,+5.13570018015,+3.42369504682,+2.14004996585,+4.27985427413,+2.99608640121,+2.56246552408,+3.84351734548,+1.70844183129,+6.40465040464,+5.12441710968,+3.41652385178,+0,+5.12434467616,+3.4365958321,+0,+5.15465174349,+5.15446482729
2010-08-16 11:03:30 UTC,+5.5632195903,+0,+4.70744777429,+5.13550497351,+3.42356491435,+2.1399686216,+4.27969159719,+2.99597150076,+2.56445109335,+3.84649553209,+1.70976568085,+6.40961285537,+5.12838775144,+3.4191711872,+0,+5.12831519818,+3.43837045665,+0,+5.15731353101,+5.15712648876
2010-08-16 11:04:00 UTC,+5.5628455056,+0,+4.70713123039,+5.13515964562,+3.42333470511,+2.13982472058,+4.27940381557,+0,+2.56431917383,+3.84629766393,+1.70967772541,+6.40928315448,+5.12812394543,+3.41899530051,+5.12825560122,+5.12805140012,+0,+4.30033446882,+5.15915030636,+5.15896317717
2010-08-16 11:04:30 UTC,+5.56359261769,+0,+4.70776102441,+5.13584932536,+3.42379447293,+2.14011211589,+4.27997856541,+0,+2.56333479909,+3.84482118475,+1.70902140783,+6.40682294744,+5.12615181225,+3.41768284561,+5.12628702967,+5.12608295623,+0,+4.30009562223,+5.15964151122,+5.15945435877
2010-08-16 11:05:00 UTC,+5.56758368101,+0,+4.71113818846,+5.13953358576,+3.42625054678,+2.14164737801,+4.28304887175,+0,+2.56131121761,+3.841785983,+1.70767221418,+6.40176549424,+5.12210516142,+0,+5.12224023249,+5.12203642161,+0,+4.29620295376,+5.15497087207,+5.15478394074
2010-08-16 11:05:30 UTC,+0,+0,+4.71294899519,+5.14150905497,+3.42756747277,+2.14247057253,+4.28469514398,+0,+2.55858415393,+3.83769561726,+1.70585398387,+6.39494985784,+5.11665172443,+0,+5.11678659818,+5.11658314146,+0,+4.29447510395,+5.15289770231,+5.15271086917
2010-08-16 11:06:00 UTC,+0,+0,+4.71822115069,+5.14726062454,+3.43139947418,+2.14486729959,+4.28948825805,+0,+2.5607214229,+3.84090134063,+1.70727897709,+6.40029144493,+5.1209257213,+0,+5.1210607497,+5.12085701539,+0,+4.29553650928,+5.15417123512,+5.1539802781
2010-08-16 11:06:30 UTC,+0,+0,+4.72447217476,+5.15408007439,+3.43594558365,+2.14770902121,+4.29517129823,+0,+2.55657932381,+3.83468854102,+1.70451729231,+6.38993926991,+5.11264257184,+0,+5.11277730046,+5.11257410431,+0,+4.29076527788,+5.14844644788,+5.14825577115
2010-08-16 11:07:00 UTC,+0,+0,+4.72398447615,+0,+3.43559090076,+2.14748731295,+4.29472561826,+3.00649779824,+2.5604056859,+0,+1.70706846399,+6.39950233671,+5.12029432725,+0,+5.12042933281,+5.12022094839,+0,+4.29498838,+5.15351355931,+5.15332263449
2010-08-16 11:07:30 UTC,+0,+5.14825132623,+4.7198084838,+0,+3.43255387542,+2.14558890277,+4.29092907128,+3.00383999133,+2.56073814086,+0,+1.70729012354,+6.40033322752,+5.12095915301,+0,+5.12109418262,+5.12088575379,+3.43537177231,+4.29440680774,+5.15281575675,+5.15262486608
2010-08-16 11:08:00 UTC,+0,+5.15657265094,+0,+0,+3.43810221654,+2.149057108,+4.29786498234,+3.00869553827,+2.5571405773,+0,+0,+6.39134198728,+5.11376493671,+3.40942223402,+5.11389970596,+5.11369175805,+3.43155949682,+4.28964115588,+5.1470976642,+5.14690705353
2010-08-16 11:08:30 UTC,+0,+5.15445584683,+0,+0,+3.43669081253,+2.14817485534,+4.29610060406,+3.0074603694,+2.55569803465,+0,+0,+6.38773670094,+5.1108802167,+3.40749891166,+5.11101488151,+5.1108071266,+3.42758159193,+4.28466845371,+5.14113114152,+5.14094082313
2010-08-16 11:09:00 UTC,+0,+5.15333041115,+0,+0,+3.43594041509,+0,+4.29516254172,+3.00680367044,+2.55615909132,+0,+0,+6.38888900049,+5.11180221327,+3.40811363219,+5.11193691146,+5.11172909486,+3.42699765541,+4.2839384859,+5.14025528587,+5.1400650104
2010-08-16 11:09:30 UTC,+0,+5.15047432839,+0,+0,+3.43403608828,+0,+0,+3.00513712756,+2.55451650403,+0,+0,+6.38478375104,+5.10851745466,+3.40592359307,+5.10865203391,+5.10844443715,+3.42644458493,+4.28324710315,+5.13942572666,+5.13923549182
2010-08-16 11:10:00 UTC,+5.57565844173,+5.14624701677,+0,+0,+3.43121747846,+0,+0,+3.00267046364,+2.55806968747,+0,+1.70563634206,+6.39366407335,+5.11562292177,+3.41066100387,+5.11575775828,+5.1155496861,+3.42942112661,+4.28696802056,+5.14389028877,+0
2010-08-16 11:10:30 UTC,+5.56987010779,+5.14090463285,+0,+5.14164424923,+3.42765538089,+0,+0,+2.99955314743,+2.5588775234,+3.83813564672,+1.70604958375,+6.39568306371,+5.11723838904,+3.41173808045,+5.11737328404,+5.11716510382,+3.42957736361,+4.28716332945,+5.1441246311,+0
2010-08-16 11:11:00 UTC,+5.56935674606,+5.14043082198,+0,+5.14116749029,+0,+0,+0,+2.99927667568,+2.5612382263,+3.84167429409,+1.70762354828,+6.40158307015,+5.12195919728,+3.41488557332,+5.12209426307,+5.12188576743,+3.4312981346,+4.28931728986,+5.14670907181,+0
2010-08-16 11:11:30 UTC,+5.563731963,+5.13523938875,+0,+5.13597510414,+0,+2.14016571855,+0,+2.9962474399,+2.56199094505,+3.84280330746,+1.70812541261,+6.4034643088,+5.12346444425,+3.41588916293,+5.12359956449,+5.12339096832,+3.432178939,+4.29041836792,+0,+0
2010-08-16 11:12:00 UTC,+5.55881967095,+5.13070555429,+4.70372224501,+5.13144043725,+0,+2.13827608278,+0,+2.99360191715,+2.56378623684,+3.84549609075,+1.70932239739,+6.40795120726,+5.12705457356,+3.41828280093,+5.12718982361,+5.1269809878,+3.43434192698,+4.293122281,+0,+0
2010-08-16 11:12:30 UTC,+5.5569844741,+5.12901174654,+4.70216933529,+5.12974631841,+0,+2.13757012847,+0,+2.99261356889,+2.5636819693,+3.8453396984,+1.70925287853,+6.40769061562,+0,+3.41814378244,+5.12698130735,+5.12677248544,+3.43622859045,+4.29547884923,+0,+0
2010-08-16 11:13:00 UTC,+5.55737769846,+5.12937467569,+4.70250207449,+5.13010931425,+0,+2.13772139206,+0,+0,+2.56430900862,+3.84628020347,+1.7096709479,+6.40925774916,+0,+3.4189798054,+5.1282352727,+5.12802636712,+3.43836530891,+4.29814992071,+0,+5.15842740348
2010-08-16 11:13:30 UTC,+5.555338675,+5.12749274476,+4.70077669045,+5.12822703767,+0,+2.13693703075,+0,+0,+0,+3.84851318,+1.7106635413,+6.41297848634,+0,+3.42096471727,+5.13121247637,+5.1310033722,+3.43990090371,+4.30006953882,+0,+5.159421296
2010-08-16 11:14:00 UTC,+5.55260055033,+5.1249687526,+4.69846265448,+5.12570258189,+0,+2.13588506769,+4.27152279939,+0,+0,+3.84500095052,+1.70910229974,+6.40712617093,+0,+3.41784266657,+5.12652965844,+5.12632086668,+3.43848719818,+4.2983022922,+0,+5.15730095752
