# file...... Output/hvac/house_hvac_file_052.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_7B_tm_3_B_7_Meter_86_1021:hvac_load,house_3_8B_tm_3_B_8_Meter_86_1022:hvac_load,house_3_1B_tm_3_B_1_Meter_87_1023:hvac_load,house_3_2B_tm_3_B_2_Meter_87_1024:hvac_load,house_3_3B_tm_3_B_3_Meter_87_1025:hvac_load,house_3_4B_tm_3_B_4_Meter_87_1026:hvac_load,house_3_5B_tm_3_B_5_Meter_87_1027:hvac_load,house_3_6B_tm_3_B_6_Meter_87_1028:hvac_load,house_3_7B_tm_3_B_7_Meter_87_1029:hvac_load,house_3_8B_tm_3_B_8_Meter_87_1030:hvac_load,house_3_9B_tm_3_B_9_Meter_87_1031:hvac_load,house_3_10B_tm_3_B_10_Meter_87_1032:hvac_load,house_3_11B_tm_3_B_11_Meter_87_1033:hvac_load,house_3_12B_tm_3_B_12_Meter_87_1034:hvac_load,house_3_13B_tm_3_B_13_Meter_87_1035:hvac_load,house_3_14B_tm_3_B_14_Meter_87_1036:hvac_load,house_3_15B_tm_3_B_15_Meter_87_1037:hvac_load,house_3_1A_tm_3_A_1_Meter_88_1038:hvac_load,house_3_2A_tm_3_A_2_Meter_88_1039:hvac_load,house_3_3A_tm_3_A_3_Meter_88_1040:hvac_load
2010-08-16 06:54:00 UTC,+0,+2.1690552259,+0,+3.03606091236,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:54:30 UTC,+0,+2.16807339272,+0,+3.03473435568,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:55:00 UTC,+0,+2.16869522926,+0,+3.03560889355,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:55:30 UTC,+0,+2.17064094058,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:56:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:56:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:57:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:57:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:58:00 UTC,+0,+0,+0,+0,+0,+0,+3.03752995884,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:58:30 UTC,+0,+0,+0,+0,+0,+0,+3.03462148565,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:59:00 UTC,+0,+0,+0,+0,+0,+0,+3.03691529857,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:59:30 UTC,+0,+0,+0,+0,+0,+0,+3.04004872787,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:00:00 UTC,+0,+0,+0,+0,+0,+0,+3.03660393205,+0,+0,+0,+0,+0,+4.33761575682,+0,+0,+0,+2.16920359971,+0,+0,+0
2010-08-16 07:00:30 UTC,+0,+0,+0,+0,+0,+0,+3.03887415115,+0,+0,+0,+0,+0,+4.34085855413,+0,+0,+0,+2.17082537702,+0,+0,+0
2010-08-16 07:01:00 UTC,+0,+0,+0,+0,+0,+0,+3.03981132836,+0,+0,+0,+0,+0,+4.34219722474,+0,+0,+0,+2.1714948687,+0,+0,+2.60170083506
2010-08-16 07:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.34302509945,+0,+0,+0,+2.17190890265,+0,+0,+2.60285593397
2010-08-16 07:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.343844598,+0,+0,+0,+2.17231874758,+0,+0,+2.60410870513
2010-08-16 07:02:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.3458536493,+0,+0,+0,+0,+0,+0,+2.60266952367
2010-08-16 07:03:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.34407014419,+0,+0,+0,+0,+0,+0,+2.60214813158
2010-08-16 07:03:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:04:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.76502964384,+0
2010-08-16 07:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.76293646092,+0
2010-08-16 07:05:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.76191727865,+0
2010-08-16 07:06:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16295668863,+4.75802061741,+0
2010-08-16 07:06:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.91123906142,+0,+2.16769232512,+4.76843766106,+0
2010-08-16 07:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.9081027936,+0,+2.17013812324,+4.77379412206,+0
2010-08-16 07:07:30 UTC,+3.4789809467,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.91295981322,+0,+2.16885295509,+4.77096714765,+0
2010-08-16 07:08:00 UTC,+3.48048994717,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.91464859323,+0,+0,+4.76753182064,+0
2010-08-16 07:08:30 UTC,+3.48154766065,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04583564548,+3.9155972936,+0,+0,+4.76467253626,+0
2010-08-16 07:09:00 UTC,+3.48069944357,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04486880261,+3.91435440523,+0,+0,+0,+0
2010-08-16 07:09:30 UTC,+3.48165206886,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04576577492,+3.91550747415,+0,+0,+0,+0
2010-08-16 07:10:00 UTC,+3.47944958358,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04392381024,+0,+0,+0,+0,+0
2010-08-16 07:10:30 UTC,+3.4760815639,+2.17261643341,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04088795465,+0,+0,+0,+0,+0
2010-08-16 07:11:00 UTC,+3.47535351363,+2.17216911784,+0,+0,+0,+0,+0,+0,+0,+3.47427362117,+0,+0,+0,+0,+3.04020685634,+0,+0,+0,+0,+0
2010-08-16 07:11:30 UTC,+0,+2.17144015972,+0,+3.03909765553,+0,+0,+0,+0,+0,+3.47295227182,+0,+0,+0,+0,+3.03905056814,+0,+0,+0,+0,+0
2010-08-16 07:12:00 UTC,+0,+2.17080609054,+0,+3.03816733796,+0,+0,+0,+0,+0,+3.47188917233,+0,+0,+0,+3.03811249244,+3.03812026958,+0,+0,+0,+0,+0
2010-08-16 07:12:30 UTC,+0,+2.16885558314,+0,+3.03559196892,+0,+0,+0,+0,+0,+3.46894622735,+0,+0,+0,+3.03553718781,+0,+0,+0,+0,+0,+0
2010-08-16 07:13:00 UTC,+0,+0,+0,+3.03748104899,+0,+0,+0,+0,+0,+3.47110493102,+0,+0,+0,+3.03742622063,+0,+0,+0,+0,+0,+0
2010-08-16 07:13:30 UTC,+0,+0,+0,+3.03555577599,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.03550099579,+0,+0,+0,+0,+0,+0
2010-08-16 07:14:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.03652066729,+0,+0,+0,+0,+0,+0
2010-08-16 07:14:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.2043833356,+0,+3.03614016587,+0,+0,+0,+0,+0,+0
2010-08-16 07:15:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20905154249,+0,+0,+0,+0,+2.1706802309,+0,+0,+0
2010-08-16 07:15:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20007661673,+0,+0,+0,+0,+2.16694014854,+0,+0,+0
2010-08-16 07:16:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.19506683437,+0,+0,+0,+0,+2.16485244331,+0,+0,+0
2010-08-16 07:16:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.19697719843,+0,+0,+0,+0,+2.16564854118,+0,+0,+0
2010-08-16 07:17:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.19728514641,+0,+0,+0,+0,+2.16577687103,+0,+0,+0
2010-08-16 07:17:30 UTC,+0,+0,+5.62991237649,+0,+0,+0,+0,+0,+0,+0,+0,+5.19721184946,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:18:00 UTC,+0,+0,+5.63414002275,+0,+0,+0,+0,+0,+0,+0,+0,+5.2011146495,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:18:30 UTC,+0,+0,+5.63536978711,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:19:00 UTC,+0,+0,+5.63928513016,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:19:30 UTC,+0,+0,+5.6388178118,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:20:00 UTC,+0,+0,+5.6382708599,+0,+0,+0,+0,+0,+6.07231353846,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:20:30 UTC,+0,+0,+5.63886159386,+0,+0,+0,+0,+0,+6.07294976137,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:21:00 UTC,+0,+0,+5.63616770287,+0,+0,+0,+0,+0,+6.0700484295,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:21:30 UTC,+0,+0,+5.63356665013,+0,+0,+0,+0,+0,+6.06724708477,+0,+0,+0,+0,+0,+0,+0,+0,+2.17047320303,+0,+0
2010-08-16 07:22:00 UTC,+0,+0,+5.6407911701,+0,+0,+0,+0,+0,+6.07502792305,+0,+0,+0,+4.34006551569,+0,+0,+0,+0,+2.17089158996,+0,+0
2010-08-16 07:22:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+6.07279294023,+0,+0,+0,+4.33745475436,+0,+0,+0,+0,+2.17164793152,+0,+0
2010-08-16 07:23:00 UTC,+0,+0,+0,+0,+0,+0,+3.03521615439,+0,+6.07022424064,+0,+0,+0,+4.33562012454,+0,+0,+0,+0,+2.17309878684,+0,+0
2010-08-16 07:23:30 UTC,+0,+0,+0,+0,+0,+0,+3.03617168034,+0,+6.0721352232,+0,+0,+0,+4.3369849963,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:24:00 UTC,+0,+0,+0,+0,+0,+0,+3.0361333754,+0,+6.0720586161,+0,+0,+0,+4.33693028157,+0,+0,+0,+0,+0,+0,+2.60666670481
2010-08-16 07:24:30 UTC,+0,+2.17082737861,+0,+0,+0,+0,+3.03828299667,+0,+0,+0,+0,+0,+4.34000079733,+0,+0,+0,+0,+0,+0,+2.60675188537
2010-08-16 07:25:00 UTC,+0,+2.17039060042,+0,+0,+0,+0,+3.0376557708,+0,+0,+0,+0,+0,+4.33910486885,+0,+0,+0,+0,+0,+0,+2.60853942993
2010-08-16 07:25:30 UTC,+0,+2.17049051152,+0,+0,+0,+0,+3.03791172584,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60831035206
2010-08-16 07:26:00 UTC,+0,+2.16882291796,+0,+3.03580253278,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.61037828362
2010-08-16 07:26:30 UTC,+0,+2.16770259365,+0,+3.03421422245,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:27:00 UTC,+0,+0,+0,+3.0320005187,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.89773861187,+0,+0,+0,+0
2010-08-16 07:27:30 UTC,+0,+0,+0,+3.02769502936,+0,+0,+0,+0,+0,+3.45993197478,+0,+0,+0,+0,+3.02764693377,+3.89220400414,+0,+0,+0,+0
2010-08-16 07:28:00 UTC,+0,+0,+0,+3.02910887329,+0,+0,+0,+0,+0,+3.46154762203,+0,+0,+0,+0,+3.02906074762,+3.89402146801,+0,+0,+0,+0
2010-08-16 07:28:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.4620001494,+0,+0,+0,+0,+3.02945674339,+3.89453052228,+2.16396230248,+0,+0,+0
2010-08-16 07:29:00 UTC,+3.47070045348,+0,+0,+0,+0,+0,+0,+0,+0,+3.469562929,+0,+0,+0,+0,+3.03607474875,+3.90303799774,+2.16868964135,+0,+0,+0
2010-08-16 07:29:30 UTC,+3.47497550993,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.03989138371,+3.03988927586,+3.90794158986,+2.17141441426,+0,+0,+0
2010-08-16 07:30:00 UTC,+3.47593622444,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04067180943,+3.04066970013,+3.90894482893,+2.1719718828,+0,+0,+0
2010-08-16 07:30:30 UTC,+3.47566155704,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04047184597,+3.04046973705,+0,+2.17182904622,+0,+0,+0
2010-08-16 07:31:00 UTC,+3.47993213299,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04434664061,+0,+0,+0,+0,+0,+0
2010-08-16 07:31:30 UTC,+3.48381096364,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04787006888,+0,+0,+0,+0,+0,+0
2010-08-16 07:32:00 UTC,+3.48513077375,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04916347682,+0,+0,+0,+0,+0,+0
2010-08-16 07:32:30 UTC,+3.48598287805,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.76981800577,+0
2010-08-16 07:33:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.76789267512,+0
2010-08-16 07:33:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.77590986348,+0
2010-08-16 07:34:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17173691791,+4.77732155962,+0
2010-08-16 07:34:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.22396654969,+0,+0,+0,+0,+0,+2.1720215943,+4.77794776283,+0
2010-08-16 07:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.22192912477,+0,+0,+0,+0,+0,+2.1715977733,+4.77701548301,+0
2010-08-16 07:35:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21575360204,+0,+0,+0,+0,+0,+2.17399081217,+4.78227945531,+0
2010-08-16 07:36:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21736695314,+0,+0,+0,+0,+0,+0,+4.78170460612,+0
2010-08-16 07:36:30 UTC,+0,+0,+0,+0,+0,+4.34478020765,+0,+0,+0,+0,+0,+5.21405933672,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:37:00 UTC,+0,+2.17380500152,+0,+0,+0,+4.34554943839,+0,+0,+0,+0,+0,+5.21498248639,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:37:30 UTC,+0,+2.17413316996,+0,+0,+0,+4.34609838337,+0,+0,+0,+0,+0,+5.2156412723,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:38:00 UTC,+0,+2.17287484029,+0,+0,+0,+4.34322575373,+0,+0,+0,+0,+0,+5.21219384493,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:38:30 UTC,+0,+2.17169525225,+0,+0,+0,+4.34081262174,+0,+0,+0,+0,+0,+5.20929785817,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:39:00 UTC,+0,+2.1695733113,+0,+3.03620342534,+0,+4.33674191035,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:39:30 UTC,+0,+0,+0,+3.03643015525,+0,+4.33706574506,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:40:00 UTC,+0,+0,+0,+3.03735414314,+0,+0,+0,+0,+0,+0,+0,+0,+4.33832636249,+0,+0,+0,+2.16956902953,+0,+0,+0
2010-08-16 07:40:30 UTC,+0,+0,+0,+3.03667900019,+0,+0,+0,+0,+0,+0,+0,+0,+4.33736208797,+0,+0,+0,+2.16908677522,+0,+0,+2.60756415198
2010-08-16 07:41:00 UTC,+0,+0,+0,+3.03726636927,+0,+0,+0,+0,+0,+3.47086946892,+0,+0,+4.33820099924,+0,+0,+0,+2.16950633269,+0,+0,+2.60632075782
2010-08-16 07:41:30 UTC,+0,+0,+0,+0,+0,+0,+3.04113653701,+0,+0,+3.47557064453,+0,+0,+4.34407679018,+0,+0,+0,+2.17244494114,+0,+0,+2.60346067842
2010-08-16 07:42:00 UTC,+0,+0,+5.64678728967,+0,+0,+0,+3.04084712271,+0,+0,+3.47523988716,+0,+0,+4.34366339118,+0,+0,+0,+2.17223819152,+0,+0,+2.60533125689
2010-08-16 07:42:30 UTC,+0,+0,+5.64608184246,+0,+0,+0,+3.04046722413,+0,+0,+3.47480571978,+0,+0,+4.34312074463,+0,+0,+0,+0,+0,+0,+2.60543868206
2010-08-16 07:43:00 UTC,+0,+0,+5.65121036865,+0,+0,+0,+3.04322904625,+0,+0,+3.47796207036,+0,+0,+4.3470657274,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:43:30 UTC,+0,+0,+5.65436753656,+0,+0,+0,+3.04492924932,+0,+0,+0,+0,+0,+0,+0,+3.04512497435,+0,+0,+0,+0,+0
2010-08-16 07:44:00 UTC,+0,+0,+5.66114978652,+0,+0,+0,+3.04858163722,+0,+0,+0,+0,+0,+0,+0,+3.04877765792,+0,+0,+0,+0,+0
2010-08-16 07:44:30 UTC,+0,+0,+5.65709310566,+0,+0,+0,+3.04639702708,+0,+0,+0,+0,+0,+0,+3.04659499123,+3.04659287094,+3.91655909309,+0,+0,+0,+0
2010-08-16 07:45:00 UTC,+0,+0,+5.65238483855,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04405927781,+3.04405716222,+3.91329942741,+0,+2.16974289998,+0,+0
2010-08-16 07:45:30 UTC,+0,+0,+5.64740353128,+0,+0,+0,+0,+5.64692242351,+6.08214946342,+0,+0,+0,+0,+3.04137651412,+3.04137440351,+3.90985072838,+0,+2.1715434243,+0,+0
2010-08-16 07:46:00 UTC,+0,+0,+5.64976168291,+0,+0,+0,+0,+5.64928032725,+6.08468920238,+0,+0,+0,+0,+3.04264653487,+3.0426444219,+3.91148334302,+0,+2.16726139539,+0,+0
2010-08-16 07:46:30 UTC,+0,+0,+5.64632389061,+0,+0,+0,+0,+5.64584289638,+6.08098668596,+0,+0,+0,+0,+3.0407950561,+3.04079294657,+3.90910326279,+0,+2.1686946109,+0,+0
2010-08-16 07:47:00 UTC,+3.47556526641,+0,+0,+0,+0,+0,+0,+5.64441519956,+6.07944888885,+0,+0,+0,+0,+3.04002606592,+3.04002395782,+3.90811472419,+0,+0,+0,+0
2010-08-16 07:47:30 UTC,+3.47561206995,+0,+0,+0,+0,+0,+0,+5.64507690529,+6.08016162359,+0,+0,+0,+0,+0,+0,+3.90857288984,+0,+0,+0,+0
2010-08-16 07:48:00 UTC,+3.47370328594,+2.17113767631,+0,+0,+0,+0,+0,+5.64226351226,+6.07713126899,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:48:30 UTC,+3.46930546822,+2.16838890901,+0,+0,+0,+0,+0,+5.63502077953,+6.06932999514,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:49:00 UTC,+3.46779237176,+2.16744317856,+0,+0,+0,+0,+0,+0,+6.06687622873,+0,+5.19980375449,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:49:30 UTC,+3.46838990603,+2.16781665531,+0,+0,+0,+0,+0,+0,+6.06817835278,+0,+5.20091975589,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:50:00 UTC,+3.46779426223,+2.16744436015,+0,+0,+0,+0,+0,+0,+0,+0,+5.19999716279,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:50:30 UTC,+3.46749122385,+0,+0,+3.03357543069,+0,+0,+0,+0,+0,+0,+5.19944437853,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:51:00 UTC,+3.46895126256,+0,+0,+3.03469957469,+0,+0,+0,+0,+0,+0,+5.2013710343,+0,+0,+0,+0,+0,+2.16767287246,+0,+0,+0
2010-08-16 07:51:30 UTC,+0,+0,+0,+3.03611034872,+0,+0,+0,+0,+0,+0,+5.20378894154,+0,+0,+0,+0,+0,+2.16868058772,+0,+0,+0
2010-08-16 07:52:00 UTC,+0,+0,+0,+3.03650536207,+0,+0,+0,+0,+0,+0,+5.20446594972,+5.20493016166,+0,+0,+0,+0,+2.16896274559,+0,+0,+0
2010-08-16 07:52:30 UTC,+0,+0,+0,+3.03922692493,+0,+0,+0,+0,+0,+0,+5.20913040123,+5.20959512744,+0,+0,+0,+0,+2.17090675673,+0,+0,+0
2010-08-16 07:53:00 UTC,+0,+0,+0,+3.04283411465,+0,+0,+0,+0,+0,+0,+0,+5.21577812518,+0,+0,+0,+0,+2.17348337072,+0,+0,+0
2010-08-16 07:53:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47628431569,+0,+5.2143567384,+0,+0,+0,+0,+0,+0,+4.78036259612,+0
2010-08-16 07:54:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47516999876,+0,+5.21268528721,+0,+0,+0,+0,+0,+0,+4.780432519,+2.60769287157
2010-08-16 07:54:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47483181003,+0,+5.21217801148,+0,+0,+0,+0,+0,+0,+4.77764170069,+2.60617046742
2010-08-16 07:55:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47648975715,+0,+5.21466489613,+0,+0,+0,+0,+0,+2.17003167479,+4.77357053307,+2.60394962681
2010-08-16 07:55:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47138913309,+0,+5.20701407086,+4.33885050442,+0,+0,+0,+0,+2.16805390584,+4.76922003115,+2.60157640798
2010-08-16 07:56:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20876670966,+4.34031088924,+0,+0,+0,+0,+2.16671796828,+4.76628136699,+2.59997335311
2010-08-16 07:56:30 UTC,+0,+0,+0,+0,+4.3419331492,+0,+0,+0,+0,+0,+0,+0,+4.34155311852,+0,+0,+0,+0,+2.16291874419,+4.75792420755,+0
2010-08-16 07:57:00 UTC,+0,+0,+0,+0,+4.34038488083,+4.34006416617,+0,+0,+0,+0,+0,+0,+4.34000502929,+0,+0,+0,+0,+0,+4.7583514787,+0
2010-08-16 07:57:30 UTC,+0,+0,+0,+0,+4.34112416857,+4.3408033847,+3.03880346356,+0,+0,+0,+0,+0,+4.34074423145,+3.0390007987,+0,+0,+0,+0,+4.75873312136,+0
2010-08-16 07:58:00 UTC,+0,+0,+0,+0,+4.33874769142,+4.33842713002,+3.03713992073,+0,+0,+0,+0,+0,+4.33836802937,+3.037337118,+3.0373350149,+0,+0,+0,+0,+0
2010-08-16 07:58:30 UTC,+0,+2.17167510086,+0,+0,+4.34131625026,+4.34099544839,+3.03893792145,+0,+0,+0,+0,+0,+4.34093629089,+3.03913526774,+3.0391331613,+0,+0,+0,+0,+0
2010-08-16 07:59:00 UTC,+0,+2.17277919994,+0,+0,+4.34363060954,+4.34330959106,+3.04055798155,+0,+0,+0,+0,+0,+0,+3.04075546207,+3.04075335261,+0,+0,+0,+0,+0
2010-08-16 07:59:30 UTC,+0,+2.17205968326,+0,+0,+4.34229111924,+4.34197022615,+3.03962033336,+0,+0,+0,+0,+0,+0,+3.03981773618,+3.03981562847,+3.90784691583,+0,+0,+0,+0
2010-08-16 08:00:00 UTC,+0,+2.17054445008,+0,+0,+0,+4.33923064411,+3.03770243623,+0,+0,+0,+0,+0,+0,+3.03789968011,+3.03789757597,+3.90538125049,+0,+0,+0,+0
2010-08-16 08:00:30 UTC,+0,+2.1699747618,+0,+0,+0,+4.33803268985,+3.0368637853,+0,+0,+0,+0,+0,+0,+3.03706095968,+3.0370588571,+3.90430307352,+2.16939260445,+0,+0,+0
2010-08-16 08:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.0421287,+3.9108203801,+2.17301406788,+0,+0,+0
2010-08-16 08:01:30 UTC,+0,+0,+0,+3.04052582341,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04047745508,+3.90869769701,+2.17183455933,+0,+0,+0
2010-08-16 08:02:00 UTC,+0,+0,+5.64445410542,+3.03983429894,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.90780875796,+2.17134060371,+0,+0,+0
2010-08-16 08:02:30 UTC,+0,+0,+5.63490117193,+3.03468931158,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.90119499367,+2.16766331074,+0,+0,+0
2010-08-16 08:03:00 UTC,+3.46818891057,+0,+5.63307812927,+3.03370746326,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16696197834,+0,+0,+0
2010-08-16 08:03:30 UTC,+3.473690434,+0,+5.64234193891,+3.03869673533,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:04:00 UTC,+3.47416258941,+0,+5.64286954158,+3.03898088984,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16472890843,+0,+0
2010-08-16 08:04:30 UTC,+3.47341402729,+0,+5.64171185386,+0,+0,+0,+0,+0,+0,+3.47211621098,+0,+0,+0,+0,+0,+0,+0,+2.16893788214,+0,+0
