# file...... Output/hvac/house_hvac_file_011.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_1_3A_tm_1_A_3_Meter_28_201:hvac_load,house_1_4A_tm_1_A_4_Meter_28_202:hvac_load,house_1_5A_tm_1_A_5_Meter_28_203:hvac_load,house_1_6A_tm_1_A_6_Meter_28_204:hvac_load,house_1_7A_tm_1_A_7_Meter_28_205:hvac_load,house_1_8A_tm_1_A_8_Meter_28_206:hvac_load,house_1_9A_tm_1_A_9_Meter_28_207:hvac_load,house_1_10A_tm_1_A_10_Meter_28_208:hvac_load,house_1_11A_tm_1_A_11_Meter_28_209:hvac_load,house_1_12A_tm_1_A_12_Meter_28_210:hvac_load,house_1_13A_tm_1_A_13_Meter_28_211:hvac_load,house_1_14A_tm_1_A_14_Meter_28_212:hvac_load,house_1_15A_tm_1_A_15_Meter_28_213:hvac_load,house_1_1A_tm_1_A_1_Meter_29_214:hvac_load,house_1_2A_tm_1_A_2_Meter_29_215:hvac_load,house_1_3A_tm_1_A_3_Meter_29_216:hvac_load,house_1_4A_tm_1_A_4_Meter_29_217:hvac_load,house_1_5A_tm_1_A_5_Meter_29_218:hvac_load,house_1_6A_tm_1_A_6_Meter_29_219:hvac_load,house_1_7A_tm_1_A_7_Meter_29_220:hvac_load
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.14935780693,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.01712708018,+0,+0,+5.15701262701,+0,+0,+0,+0,+0,+0
2010-08-16 00:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.01156212308,+0,+0,+5.15246050917,+0,+0,+0,+0,+0,+0
2010-08-16 00:02:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.02021175481,+0,+0,+5.15953565373,+0,+5.16013078862,+0,+4.73006374251,+0,+0
2010-08-16 00:03:00 UTC,+0,+0,+0,+2.14864970811,+0,+0,+0,+0,+0,+0,+6.0152046458,+0,+0,+5.15511512654,+0,+5.15570960351,+6.01465272537,+4.72601103014,+0,+0
2010-08-16 00:03:30 UTC,+0,+0,+0,+2.14658292507,+0,+0,+0,+0,+0,+0,+6.00941889602,+0,+0,+5.15007381313,+0,+5.15066753957,+6.00877076283,+4.72138918449,+0,+0
2010-08-16 00:04:00 UTC,+0,+0,+0,+2.14698662455,+4.29344316689,+0,+0,+0,+0,+0,+6.01054901178,+0,+0,+5.15114890257,+0,+5.15174278909,+6.01002512561,+4.72237482001,+0,+0
2010-08-16 00:04:30 UTC,+0,+0,+0,+2.14838494698,+4.29623938616,+0,+0,+0,+0,+0,+6.01446347384,+0,+0,+5.15451043428,+0,+5.15510482123,+6.01394719947,+4.72545665193,+0,+0
