# file...... Output/hvac/house_hvac_file_025.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_25B_tm_2_B_25_Meter_48_481:hvac_load,house_2_26B_tm_2_B_26_Meter_48_482:hvac_load,house_2_27B_tm_2_B_27_Meter_48_483:hvac_load,house_2_28B_tm_2_B_28_Meter_48_484:hvac_load,house_2_29B_tm_2_B_29_Meter_48_485:hvac_load,house_2_1C_tm_2_C_1_Meter_48_486:hvac_load,house_2_2C_tm_2_C_2_Meter_48_487:hvac_load,house_2_3C_tm_2_C_3_Meter_48_488:hvac_load,house_2_4C_tm_2_C_4_Meter_48_489:hvac_load,house_2_5C_tm_2_C_5_Meter_48_490:hvac_load,house_2_6C_tm_2_C_6_Meter_48_491:hvac_load,house_2_7C_tm_2_C_7_Meter_48_492:hvac_load,house_2_8C_tm_2_C_8_Meter_48_493:hvac_load,house_2_9C_tm_2_C_9_Meter_48_494:hvac_load,house_2_10C_tm_2_C_10_Meter_48_495:hvac_load,house_2_11C_tm_2_C_11_Meter_48_496:hvac_load,house_2_12C_tm_2_C_12_Meter_48_497:hvac_load,house_2_13C_tm_2_C_13_Meter_48_498:hvac_load,house_2_14C_tm_2_C_14_Meter_48_499:hvac_load,house_2_15C_tm_2_C_15_Meter_48_500:hvac_load
2010-08-16 10:07:30 UTC,+4.72902203106,+5.15848486012,+5.58874704923,+3.86929212368,+0,+5.15576124236,+2.14867743521,+4.72636999691,+3.00787117161,+0,+0,+5.15640242224,+0,+6.44436766475,+0,+1.7189375471,+0,+1.28923975374,+4.29666952496,+0
2010-08-16 10:08:00 UTC,+4.731673977,+5.16137756118,+5.59188109399,+3.87146195493,+0,+5.15120405086,+2.14677809896,+4.72219229651,+3.00521241228,+0,+0,+5.15184446121,+0,+6.43867148108,+0,+1.7174180812,+0,+1.28810011312,+4.29287164947,+0
2010-08-16 10:08:30 UTC,+4.73439614982,+5.1643468647,+5.59509813225,+3.87368924607,+0,+5.15255456507,+2.14734096332,+4.72343034933,+3.00600033008,+0,+0,+5.15319520351,+0,+6.44035953325,+0,+1.71786837177,+0,+1.28843784325,+4.29399714196,+0
2010-08-16 10:09:00 UTC,+4.7362601929,+5.16638013375,+5.59730104086,+3.87521441251,+0,+5.1511281804,+2.14674647785,+4.72212274402,+3.00516814789,+0,+0,+5.15176857795,+0,+6.43857664808,+0,+1.71739278436,+0,+1.2880811398,+4.2928084205,+0
2010-08-16 10:09:30 UTC,+4.73406349681,+5.16398401201,+5.59470500606,+3.87341706823,+0,+5.14720512567,+2.14511503181,+4.71853428388,+3.00288439099,+0,+3.00307603908,+5.14785349055,+0,+6.4336838778,+0,+1.71608763019,+0,+1.28710223879,+4.28954621319,+1.71610601138
2010-08-16 10:10:00 UTC,+4.73544222053,+5.16549374113,+5.59634069481,+0,+0,+5.14212313219,+2.14299696223,+4.7138754674,+2.99991944102,+2.1428984346,+3.00011083509,+5.14277062096,+0,+6.42733170501,+0,+1.71439317798,+0,+0,+4.28531096338,+1.71441153607
2010-08-16 10:10:30 UTC,+4.73453358481,+5.16450261325,+5.59526687521,+0,+0,+5.14284662197,+2.14329849781,+4.71453871229,+0,+2.14319995265,+3.00053297159,+5.14349423551,+0,+6.42823602182,+0,+1.71463440595,+0,+0,+4.28591390788,+1.71465276733
2010-08-16 10:11:00 UTC,+4.73172451484,+5.16143851669,+5.59194713514,+0,+0,+5.14924889716,+2.14596683335,+4.72040787073,+0,+2.14586813318,+3.00426852366,+0,+4.72048312963,+6.43623846382,+0,+0,+0,+0,+4.29124945872,+1.7167874605
2010-08-16 10:11:30 UTC,+4.7291532393,+5.15863380326,+5.58890841897,+0,+3.00975999502,+0,+0,+4.72454339961,+0,+2.14774818754,+3.0069006697,+0,+4.72461875711,+6.44187714779,+0,+0,+0,+0,+0,+1.71829160878
2010-08-16 10:12:00 UTC,+4.73103275044,+5.16068394921,+0,+0,+3.0109562012,+0,+0,+4.71693233572,+0,+2.14428811881,+3.00205644473,+0,+4.71700751171,+6.43149966396,+3.43077484019,+0,+5.14555515408,+1.2866652411,+0,+1.71552336092
2010-08-16 10:12:30 UTC,+0,+5.1643226637,+0,+0,+3.01307929519,+0,+0,+4.71111375311,+0,+2.14164293045,+2.99835308251,+0,+4.71118879019,+6.42356618073,+3.42654267188,+0,+5.13920787231,+1.28507798168,+0,+1.71340706273
2010-08-16 10:13:00 UTC,+0,+5.1641667735,+0,+0,+3.01298833737,+0,+0,+4.7127798647,+0,+0,+2.99941351515,+0,+4.71285494156,+6.42583787974,+3.42775452454,+0,+5.14102537331,+1.28553248264,+0,+1.71401305036
2010-08-16 10:13:30 UTC,+0,+0,+0,+0,+3.01251628945,+0,+0,+4.71286532022,+0,+0,+2.99946790516,+0,+4.71294039912,+6.42595439607,+3.42781668095,+0,+5.14111859365,+1.28555579418,+0,+1.71404413171
2010-08-16 10:14:00 UTC,+0,+0,+0,+3.86979242973,+3.01006377768,+0,+0,+4.71797841688,+0,+0,+3.00272224557,+0,+4.71805361783,+6.4329259679,+3.43153571129,+1.71588545651,+5.14669628626,+1.28695060304,+0,+0
2010-08-16 10:14:30 UTC,+0,+0,+0,+3.86799617086,+3.00866654663,+0,+2.1462084763,+4.72093937839,+3.00441199049,+0,+3.00460681313,+0,+4.72101464997,+0,+3.43368937784,+1.716962384,+5.14992629228,+1.28775832786,+0,+0
2010-08-16 10:15:00 UTC,+0,+0,+0,+3.86840242839,+3.00898255656,+0,+2.14694227045,+4.72255340121,+3.00543917987,+0,+3.00563409256,+0,+4.72262871127,+0,+3.4348633434,+1.71754941812,+5.15168697152,+1.28819861937,+0,+0
2010-08-16 10:15:30 UTC,+0,+0,+0,+3.86781784099,+3.00852783165,+0,+2.14835467941,+4.7256600768,+3.00741631679,+2.14825584056,+3.0076114028,+0,+4.72573546091,+0,+3.4371229955,+1.71867934299,+5.15507593177,+1.28904609365,+4.29686385333,+0
2010-08-16 10:16:00 UTC,+0,+0,+0,+3.86677630277,+3.0077176647,+0,+2.14497365538,+4.71822331824,+3.00268344727,+2.1448750129,+3.00287811831,+0,+4.71829852503,+0,+3.43171384123,+1.71597452928,+5.14696344031,+0,+4.28925694749,+0
2010-08-16 10:16:30 UTC,+0,+0,+0,+3.86480540568,+3.0061845902,+5.14297089796,+2.14335029347,+0,+3.00041101155,+2.14325174531,+3.00060548324,+0,+4.71472776141,+0,+3.42911669471,+1.71467473371,+5.14306831611,+0,+4.28601091536,+1.71469316964
2010-08-16 10:17:00 UTC,+4.72627996272,+0,+0,+3.8670482357,+3.00792918942,+5.13930168382,+2.14182104094,+0,+2.99827031332,+2.14172070278,+2.99846459714,+5.13994868602,+4.71136400195,+0,+3.42667010978,+1.71345133578,+5.13939899994,+0,+4.28295306212,+1.71346975493
2010-08-16 10:17:30 UTC,+4.72825839536,+0,+0,+3.8686669958,+3.00918835196,+5.1398205882,+2.14203730956,+0,+2.99857305327,+2.14193695844,+0,+5.14046767991,+4.71183970859,+0,+3.42701610857,+1.71362435009,+5.13991791875,+0,+4.28338550716,+1.71364277162
2010-08-16 10:18:00 UTC,+4.72546968592,+0,+5.58455522032,+3.86638526457,+0,+5.14147450626,+2.14272662838,+0,+2.99953798454,+2.14262623597,+0,+5.14212188319,+4.7133559413,+0,+0,+1.7141758033,+5.14157188281,+1.28566846886,+4.28476385099,+1.71419423239
2010-08-16 10:18:30 UTC,+4.72645593648,+0,+5.58572076461,+3.86719221802,+0,+5.14371910092,+2.14366212895,+0,+3.00084752917,+2.14356168051,+0,+5.14436686487,+4.71541367796,+0,+0,+1.71492420126,+5.14381653987,+1.28622978776,+4.28663445346,+1.71494264061
2010-08-16 10:19:00 UTC,+4.72538832158,+0,+5.5844590645,+3.866318692,+0,+5.14713832801,+2.14508719192,+0,+3.00284237948,+0,+0,+5.14778668135,+4.71854210051,+0,+0,+0,+5.14723586198,+1.2870848538,+4.28948397221,+1.7160827028
2010-08-16 10:19:30 UTC,+4.73166942618,+0,+5.59188203175,+3.87145791244,+0,+5.14521539048,+2.14428575147,+0,+3.00172049658,+0,+0,+5.14586341243,+4.71677924841,+6.43310491784,+0,+0,+5.14531287102,+1.28660397364,+4.2878814327,+1.7154415438
2010-08-16 10:20:00 UTC,+4.72700095173,+5.15627811419,+5.58636485997,+3.86763815128,+0,+5.14137192096,+0,+0,+2.99947813408,+0,+0,+5.14201928021,+4.71325574937,+6.42638350195,+0,+0,+5.14146929465,+1.28564281476,+4.28467835836,+1.71416002771
2010-08-16 10:20:30 UTC,+4.72156680592,+5.15035063852,+5.57994282297,+3.86319191532,+0,+5.14554107721,+0,+0,+3.00191050917,+0,+0,+5.14618915526,+0,+6.43159467033,+0,+0,+5.1456385668,+1.28668542,+4.28815285381,+1.71555013648
2010-08-16 10:21:00 UTC,+4.7256824372,+5.15483990053,+5.58480664836,+3.86655933836,+0,+5.14090488865,+0,+4.71275866687,+0,+2.14238884538,+0,+5.14155216739,+0,+6.42579974259,+0,+0,+5.14100224936,+1.28552602127,+4.28428914253,+1.71400430658
2010-08-16 10:21:30 UTC,+4.72769851632,+5.15703900606,+5.58718923712,+3.86820890093,+0,+5.13941314423,+0,+4.71139113979,+0,+2.14176715437,+2.99852963122,+5.14006016563,+0,+6.42393516117,+0,+0,+5.13951046344,+1.28515297197,+4.2830459511,+0
2010-08-16 10:22:00 UTC,+4.72693159257,+5.15620245838,+5.58628289178,+3.8675814014,+3.00834391565,+5.13715955162,+0,+4.70932520355,+0,+2.14082795986,+2.99721472155,+5.13780618433,+0,+6.42111832004,+3.42524176346,+1.71273710105,+5.13725680815,+1.28458940287,+4.28116784991,+0
2010-08-16 10:22:30 UTC,+4.73348993983,+5.16335619464,+5.59403350257,+0,+3.01251793948,+5.13174250697,+0,+4.70435923542,+0,+2.13857038276,+2.99405402378,+5.13238820493,+0,+6.41434737386,+3.42162974725,+1.71093093719,+5.13183961274,+0,+0,+0
2010-08-16 10:23:00 UTC,+4.7283677196,+5.15776896183,+5.58798009706,+0,+3.00925793079,+5.13682482983,+2.14078873942,+4.709018354,+0,+2.1406884631,+2.99701942054,+5.13747140481,+0,+6.42069994001,+3.42501857527,+1.71262549733,+0,+0,+0,+0
2010-08-16 10:23:30 UTC,+4.7310556747,+5.16070093862,+5.59115670436,+0,+3.01096866492,+5.14279772107,+2.14327811694,+4.71449388337,+0,+2.14317769149,+3.00050443927,+5.14344532619,+0,+6.42816565739,+3.42900122259,+1.71461699267,+0,+0,+0,+0
2010-08-16 10:24:00 UTC,+4.72872128041,+5.15815462012,+5.58839793286,+0,+3.0094829526,+5.14316386396,+2.14343071768,+4.71482953756,+0,+2.1433302831,+3.00071807359,+5.14381153217,+0,+6.42862331169,+3.42924536194,+1.71473907286,+0,+0,+0,+1.71475750968
2010-08-16 10:24:30 UTC,+4.72689972951,+5.15616770268,+5.58624523623,+0,+3.00832363659,+5.14506374358,+2.14422254815,+4.71657121443,+0,+0,+3.00182660131,+5.14571173934,+0,+6.430998035,+3.43051217725,+1.71537253511,+0,+1.28656605039,+0,+1.71539098062
2010-08-16 10:25:00 UTC,+4.73123745893,+5.16089922582,+5.59137153574,+0,+3.0110843605,+5.14130053354,+2.14265412016,+4.71312136645,+2.99943648513,+0,+2.99963087131,+5.14194788049,+0,+6.42629427242,+3.42800291716,+1.71411779692,+0,+1.28562496249,+0,+1.71413622522
2010-08-16 10:25:30 UTC,+0,+5.16269887355,+5.5933213377,+0,+3.01213440934,+5.13849342851,+2.14148417683,+4.71054800868,+2.99779875982,+0,+2.99799300224,+0,+0,+6.4227855776,+3.42613117548,+1.71318184539,+0,+1.28492297327,+0,+1.71320026085
2010-08-16 10:26:00 UTC,+0,+5.15968442362,+5.59005537608,+0,+3.01037555419,+0,+2.14354953433,+4.71509088164,+3.0006899155,+0,+3.00088441166,+0,+4.71515986197,+6.42897964638,+3.42943545156,+1.71483412586,+0,+1.28616222875,+0,+1.71485256398
2010-08-16 10:26:30 UTC,+0,+5.15146610466,+5.58115135849,+3.86402863335,+3.00558037301,+0,+2.14511991276,+4.71854501984,+3.0028881832,+0,+3.00308287219,+0,+4.71861407343,+6.43368925852,+3.4319478321,+1.71609042439,+0,+1.28710448696,+0,+1.71610887975
2010-08-16 10:27:00 UTC,+0,+5.15173813169,+5.5814460822,+3.86423268248,+3.00573909389,+0,+2.14459088374,+4.71738138989,+3.00214763086,+2.14449037968,+3.0023422549,+0,+4.7174504188,+6.43210268455,+3.43110146144,+1.7156672026,+0,+1.28678705905,+4.28849156731,+1.71568565215
2010-08-16 10:27:30 UTC,+0,+5.15058733406,+5.58019926728,+3.86336946208,+3.00506763253,+0,+2.14503378046,+4.71835556684,+3.00276761234,+2.14493324988,+3.00296229076,+0,+4.71842461641,+6.43343094511,+3.43181003274,+0,+0,+1.28705280587,+4.28937717204,+1.71603997319
2010-08-16 10:28:00 UTC,+0,+5.15179390639,+0,+3.86427451943,+3.00577163702,+0,+2.1432502295,+4.71443254338,+3.0002709387,+2.14314980573,+3.00046539809,+0,+4.71450150974,+6.42808202222,+3.42895660671,+0,+5.14282822084,+1.28598263992,+4.28581083009,+1.71461311764
2010-08-16 10:28:30 UTC,+0,+5.15370300953,+0,+3.86570654944,+3.00688555045,+0,+2.14239015306,+4.7125407556,+2.99906697527,+2.14228978081,+2.99926132901,+0,+4.71260968181,+6.42550262724,+3.42758060762,+0,+5.14076453783,+0,+4.28409104376,+0
2010-08-16 10:29:00 UTC,+0,+5.15535315168,+0,+3.86694433122,+3.00784836667,+0,+0,+4.71094026625,+2.9980483987,+2.14156218293,+2.99824266304,+0,+4.71100915849,+6.42332040882,+0,+0,+5.13901862177,+0,+4.28263607101,+0
2010-08-16 10:29:30 UTC,+0,+5.15792776315,+0,+3.86887556309,+0,+0,+0,+4.71145270489,+2.99837452272,+2.14179514248,+2.99856881569,+0,+4.71152160802,+0,+0,+0,+5.13957762258,+0,+4.2831019187,+0
2010-08-16 10:30:00 UTC,+4.72470337098,+5.15377195138,+0,+3.86575826317,+0,+0,+0,+4.71819047171,+3.00266254322,+2.14485819605,+3.00285721242,+0,+4.71825951778,+0,+0,+0,+5.14692760921,+0,+4.28922708737,+0
2010-08-16 10:30:30 UTC,+4.72667894912,+5.15592687914,+0,+3.86737468768,+0,+5.14295837127,+0,+4.71464115623,+3.0004037032,+0,+0,+0,+4.71471012702,+0,+0,+1.71467055703,+5.14305578907,+1.28603954766,+4.28600047585,+0
2010-08-16 10:31:00 UTC,+4.72691040753,+5.15617935005,+0,+3.86756406773,+0,+5.1410683615,+0,+4.71290852732,+2.99930103095,+0,+0,+5.14171566835,+4.71297746133,+0,+0,+1.71404038555,+5.14116572674,+1.28556690184,+4.28442537766,+1.71416734342
2010-08-16 10:31:30 UTC,+4.72496320135,+5.15405537002,+0,+3.86597085723,+0,+5.13856575947,+2.1415143229,+4.71061431666,+0,+0,+0,+5.13921263476,+4.71068320199,+0,+0,+1.71320596217,+5.13866305512,+1.28494106152,+4.28233975678,+1.71322437796
2010-08-16 10:32:00 UTC,+4.72307863856,+0,+0,+3.86442890176,+0,+5.14016883615,+2.1421824521,+0,+0,+0,+0,+5.14081598791,+4.71215282187,+0,+0,+1.71374046373,+5.14026617638,+1.28534195229,+4.28367573037,+1.71375888686
2010-08-16 10:32:30 UTC,+4.72338428562,+0,+0,+3.86467898318,+0,+5.14089965935,+2.14248704409,+0,+0,+0,+0,+5.14154693716,+4.71282280374,+0,+0,+1.71398413651,+5.14099701991,+1.28552471353,+4.28428478452,+1.71400256298
2010-08-16 10:33:00 UTC,+4.72762658332,+0,+5.58710422718,+3.86815004512,+3.00878623869,+5.14091046903,+2.14249154934,+0,+0,+2.14239117101,+0,+5.1415577487,+4.71283271351,+0,+3.42774282714,+1.7139877407,+5.14100782988,+1.28552741677,+4.2842937931,+1.71400616722
2010-08-16 10:33:30 UTC,+4.73054103802,+0,+5.59054851019,+3.87053466154,+3.01064112726,+5.13665759091,+2.14071903769,+0,+0,+2.14061876554,+0,+5.13730413702,+4.70893388923,+0,+3.42490706248,+1.71256973613,+5.13675483347,+1.28446387461,+4.2807495254,+1.71258814318
2010-08-16 10:34:00 UTC,+4.73563582549,+0,+5.59656949585,+3.87470323341,+3.01388367647,+5.13777351845,+2.14118413324,+0,+0,+2.14108383322,+2.99757295444,+5.1384202571,+4.70995691537,+0,+3.42565114871,+1.71294181132,+5.13787079207,+1.28474294117,+4.28167951819,+1.71296022348
2010-08-16 10:34:30 UTC,+4.73830343211,+0,+5.59972205549,+3.87688587794,+3.01558145987,+5.13580064455,+2.14036188016,+0,+0,+2.14026162941,+2.99642183639,+5.13644704283,+4.708148284,+6.41941977642,+3.42433566162,+1.71228401106,+5.13589786327,+1.284249573,+0,+1.7123024142
2010-08-16 10:35:00 UTC,+4.73156303499,+0,+5.59175629935,+3.87137086282,+3.01129157157,+5.13431254725,+2.13974167194,+0,+0,+2.13964145835,+2.99555357223,+5.13495868878,+4.70678407138,+6.41755975359,+3.42334341735,+1.71178784614,+5.13440972457,+1.28387743576,+0,+1.71180624247
2010-08-16 10:35:30 UTC,+4.72855571814,+0,+5.58820227248,+3.86891026627,+3.00937758139,+5.12940072994,+2.1376945278,+0,+2.9924938841,+2.1375944369,+2.99268766071,+5.13004602371,+4.7022811647,+6.41142030797,+3.42006828018,+1.71015013632,+5.12949777051,+0,+0,+1.71016851017
2010-08-16 10:36:00 UTC,+4.73024899612,+0,+5.59020337702,+0,+3.01045525881,+5.12550765697,+2.13607197511,+0,+2.99022258147,+2.13597198148,+2.99041615849,+5.12615227846,+4.69871219138,+6.40655422514,+3.41747242854,+1.70885209851,+5.12560458909,+0,+0,+1.70887045453
2010-08-16 10:36:30 UTC,+4.72725902232,+0,+5.58666984606,+0,+3.00855230651,+5.13961375273,+2.14195110482,+4.71157504366,+2.99845238102,+0,+2.99864668083,+5.14026080877,+4.71164394938,+6.42418590844,+3.42687819334,+0,+5.13971107753,+0,+0,+0
2010-08-16 10:37:00 UTC,+4.72742601964,+0,+5.58686720237,+0,+3.00865859102,+5.14030404359,+2.14223880376,+4.71220785408,+2.99885511152,+0,+2.99904944667,+5.14095121868,+4.71227677323,+6.42504872617,+3.42733847043,+0,+5.14040138758,+0,+0,+0
2010-08-16 10:37:30 UTC,+4.72060846192,+0,+5.57881025849,+0,+3.0043195939,+5.14160026919,+2.14277904378,+4.71339614315,+2.99961135734,+0,+2.99980575886,+5.14224766783,+4.71346508752,+6.42666892207,+3.42820277705,+0,+5.14169764923,+1.28569991914,+0,+0
2010-08-16 10:38:00 UTC,+4.72025156893,+5.14891599999,+5.57838848474,+0,+3.00409245131,+5.14331082696,+0,+4.71496426298,+3.0006093334,+0,+3.00080382248,+5.14395852053,+0,+6.42880700568,+3.42934335499,+0,+5.14340825456,+1.28612768831,+0,+0
2010-08-16 10:38:30 UTC,+4.71856442841,+5.14707569533,+5.57639463343,+0,+3.00301867996,+5.14519018837,+0,+4.71668713016,+3.00170579308,+2.14417476253,+3.00190037834,+5.14583820588,+0,+6.43115608261,+3.43059648897,+0,+5.14528766819,+1.28659767116,+4.28786042971,+0
2010-08-16 10:39:00 UTC,+4.71827670473,+5.14676185118,+5.57605460353,+0,+3.00283555978,+5.1468346703,+0,+4.71819467628,+3.00266521907,+2.14486010748,+3.00285988851,+5.1474829713,+0,+6.43321157574,+3.43169300838,+1.71596300156,+5.14693219583,+1.28700891635,+4.28923090965,+1.71598145516
2010-08-16 10:39:30 UTC,+0,+5.1537296029,+5.58360371263,+0,+3.00690106702,+5.1455013099,+0,+4.71697234465,+3.00188730806,+2.14430442379,+3.00208190926,+5.14614938107,+0,+6.43154496384,+3.43080394083,+1.71551842947,+5.14559879838,+1.28667547515,+4.28811971249,+1.71553687698
2010-08-16 10:40:00 UTC,+0,+5.15195011815,+5.58167575585,+3.86439169484,+3.00586278264,+5.14421655088,+0,+4.71579456737,+3.00113775214,+2.14376899494,+3.00133228759,+5.1448644006,+0,+6.4299391004,+3.42994728006,+1.71509006217,+5.14431400365,+1.28635418798,+4.28704901878,+1.71510850381
2010-08-16 10:40:30 UTC,+0,+5.15180957162,+5.58152348275,+3.86428627001,+3.00578077728,+5.14728226762,+2.14514718297,+4.71860500222,+3.00292635693,+2.1450466456,+3.00312104928,+0,+0,+6.43377104264,+0,+1.71611224049,+5.14737980559,+1.28712084962,+4.28960392874,+1.71613069614
2010-08-16 10:41:00 UTC,+0,+5.15208763181,+5.58182474302,+3.86449484469,+0,+5.15035971975,+2.14642980116,+4.72142619525,+3.00472180836,+2.146329187,+3.00491665817,+0,+0,+6.43761765329,+0,+1.7171383316,+5.15045734322,+1.28789044597,+4.29216861875,+1.71715680133
2010-08-16 10:41:30 UTC,+0,+5.15537105511,+5.58538212006,+3.8669577607,+0,+0,+2.14894383652,+4.72695596213,+3.00824103847,+2.14884307188,+3.00843619677,+0,+0,+6.44515732185,+0,+1.71914955315,+0,+1.28939891702,+4.29719561898,+1.71916805044
2010-08-16 10:42:00 UTC,+0,+5.16121527853,+5.59171395839,+3.87134154846,+0,+0,+2.14907714824,+4.72724918906,+3.00842765265,+2.14897637563,+3.0086228273,+0,+0,+6.44555712785,+0,+1.71925620217,+0,+1.28947890669,+4.2974621857,+1.71927470092
2010-08-16 10:42:30 UTC,+0,+5.15276700847,+5.58256080374,+3.86500444929,+0,+0,+2.15091092629,+4.73128269074,+3.01099463609,+0,+3.01119003567,+0,+0,+6.45105668435,+0,+1.72072321969,+0,+0,+4.30112896125,+1.72074173855
2010-08-16 10:43:00 UTC,+0,+5.15417664343,+5.58408805216,+3.86606182515,+0,+0,+2.14935171212,+4.72785310828,+0,+0,+3.00900720462,+0,+4.72792235913,+6.44638055327,+0,+1.71947585253,+0,+0,+4.29801119656,+1.7194943543
2010-08-16 10:43:30 UTC,+4.72324015794,+5.15217590301,+5.58192037915,+3.86456105744,+0,+0,+2.14938375173,+4.72792358128,+0,+0,+3.00905205866,+0,+4.72799283362,+6.44647664107,+0,+1.71950148414,+0,+0,+4.29807526215,+1.71951998625
2010-08-16 10:44:00 UTC,+4.72172451695,+5.15052266709,+5.58012920481,+3.863320955,+0,+0,+2.14884245595,+4.72673296968,+0,+0,+3.00829426845,+0,+4.72680219681,+6.44485327846,+3.43790336813,+1.71906844896,+0,+0,+4.29699290101,+0
2010-08-16 10:44:30 UTC,+4.72431269973,+5.1533458137,+5.58318790182,+3.86543861466,+3.00667713572,+0,+2.14844896295,+4.7258674589,+0,+2.14834822793,+3.0077433956,+0,+4.72593666769,+6.44367318086,+3.43727383566,+1.71875365562,+0,+1.28910198307,+4.29620608251,+0
2010-08-16 10:45:00 UTC,+4.72112650036,+5.14987036059,+0,+3.86283165586,+3.00464929662,+0,+2.1497196152,+4.72866233258,+0,+2.14961880415,+0,+0,+4.72873160057,+6.44748390598,+3.43930669738,+1.71977017401,+0,+1.28986439959,+4.29874684616,+0
2010-08-16 10:45:30 UTC,+4.72721933474,+5.15651632275,+0,+3.86781683299,+3.00852704757,+0,+2.14720163998,+4.72312389953,+0,+2.14710097961,+0,+5.15286086019,+4.72319305019,+6.43993242132,+3.4352782975,+0,+0,+1.28835356456,+4.29371196768,+0
2010-08-16 10:46:00 UTC,+4.72663999704,+5.15588439081,+0,+3.86734281698,+3.00815833129,+5.14565828921,+2.14447034242,+4.7171162523,+0,+2.14436984558,+0,+5.14630638742,+4.71718527559,+0,+3.4309086126,+0,+5.14575578205,+1.28671473187,+4.28825053605,+0
2010-08-16 10:46:30 UTC,+4.72558212417,+5.15473048073,+0,+3.86647726192,+3.00748505392,+5.13984430413,+2.14204719387,+4.71178639707,+2.99858688965,+2.14194684215,+0,+5.14049139993,+4.71185530728,+0,+3.42703192205,+0,+5.13994163534,+1.28526079467,+4.28340527156,+1.71365067915
2010-08-16 10:47:00 UTC,+4.72771067801,+5.15705227182,+0,+3.86821885167,+3.00883976028,+5.13860533682,+2.14153081792,+4.71065059841,+2.99786404955,+2.14143049714,+0,+5.13925221893,+4.71071948451,+0,+3.42620579453,+0,+5.13870263357,+1.28495095886,+4.28237273978,+1.71323757411
2010-08-16 10:47:30 UTC,+4.72800176402,+5.15736978357,+0,+3.8684570192,+3.00902502038,+5.1410148371,+0,+4.71285945992,+2.99926980371,+2.14243466687,+0,+5.14166213479,+4.7129283929,+0,+3.42781241844,+0,+5.14111220086,+1.28555351671,+0,+1.71404096635
2010-08-16 10:48:00 UTC,+4.72383102227,+5.15282040796,+0,+3.86504450458,+3.00637057474,+5.14572518616,+0,+4.71717757877,+3.00201792227,+2.14439772519,+0,+5.14637329594,+4.71724660335,+0,+3.43095321865,+1.71559307481,+5.14582268086,+1.28673146119,+0,+1.71561152335
2010-08-16 10:48:30 UTC,+4.72207535467,+5.15090535502,+0,+3.86360801158,+3.00525318975,+5.14329805671,+0,+4.71495255611,+3.00060188297,+0,+3.00079637141,+5.14394574809,+4.7150215335,+0,+3.42933483996,+1.71478381573,+5.14339548395,+1.28612449479,+0,+1.71480225317
2010-08-16 10:49:00 UTC,+4.72405489682,+5.15306460656,+0,+3.86522767948,+3.00651305849,+5.14651116572,+0,+4.71789810988,+3.00247647956,+0,+3.00267113244,+5.14715941095,+4.71796714975,+0,+3.43147729968,+1.71585513791,+5.14660868226,+1.28692801567,+0,+1.71587359004
2010-08-16 10:49:30 UTC,+4.72286635573,+5.15176816576,+0,+3.86425521125,+3.00575661805,+5.14874134391,+0,+4.71994258138,+3.00377761326,+0,+3.00397238026,+5.14938997351,+4.7200116646,+0,+3.43296435377,+1.71659872903,+5.14883892241,+1.28748572931,+0,+1.71661719135
2010-08-16 10:50:00 UTC,+4.72367639699,+5.1526517453,+5.58243592352,+3.86491798966,+3.00627216432,+5.14541178799,+2.14436760587,+4.71689027724,+3.00183507909,+0,+3.00202967572,+5.14605984377,+4.71695929574,+0,+3.4307442488,+1.71548858089,+5.14550927399,+0,+0,+1.71550702799
2010-08-16 10:50:30 UTC,+4.7218475123,+5.15065682839,+5.58027455989,+3.8634215902,+3.00510818071,+5.14500230688,+2.14419694263,+0,+3.00159617904,+2.14409646216,+3.00179075471,+5.14565029208,+4.71658390411,+6.43092124319,+3.43047121207,+1.71535205076,+5.1450997815,+0,+0,+1.71537049599
2010-08-16 10:51:00 UTC,+4.71861482822,+5.1471306706,+5.57645419559,+3.86077659747,+3.00305075664,+5.14285013692,+2.14329996276,+0,+3.00034055696,+2.14319953601,+3.00053502246,+5.14349775106,+4.71461090322,+6.42823117373,+3.42903617279,+1.71463446927,+5.14294755171,+0,+0,+1.71465290466
2010-08-16 10:51:30 UTC,+4.72256194276,+5.1514361172,+5.58111886901,+0,+3.00556287606,+5.14142401765,+2.14270558579,+0,+2.99950852841,+2.14260519464,+2.99970292091,+5.1420713859,+4.713303509,+6.42644861935,+3.42808525478,+1.71415896929,+5.14152139279,+0,+4.28472177475,+1.71417739815
2010-08-16 10:52:00 UTC,+4.72219238157,+0,+5.58068212408,+0,+3.00532767088,+5.14359474971,+2.14361030195,+0,+3.00077498002,+2.14350985661,+3.00096948364,+5.14424249223,+4.71529352668,+6.42916189024,+3.42953267103,+1.71488273979,+5.1436921852,+1.28619869053,+4.28653082153,+0
2010-08-16 10:52:30 UTC,+4.72519057818,+0,+5.58422537267,+0,+3.00723585663,+5.14244272705,+2.14313016277,+0,+3.00010286531,+2.14302974619,+3.00029730996,+5.14309027095,+4.7142374104,+6.42772193844,+0,+1.71449862973,+5.14254013051,+1.2859105975,+4.28557074777,+0
