# file...... Output/hvac/house_hvac_file_028.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_12B_tm_2_B_12_Meter_49_541:hvac_load,house_2_13B_tm_2_B_13_Meter_49_542:hvac_load,house_2_14B_tm_2_B_14_Meter_49_543:hvac_load,house_2_15B_tm_2_B_15_Meter_49_544:hvac_load,house_2_16B_tm_2_B_16_Meter_49_545:hvac_load,house_2_17B_tm_2_B_17_Meter_49_546:hvac_load,house_2_18B_tm_2_B_18_Meter_49_547:hvac_load,house_2_19B_tm_2_B_19_Meter_49_548:hvac_load,house_2_20B_tm_2_B_20_Meter_49_549:hvac_load,house_2_21B_tm_2_B_21_Meter_49_550:hvac_load,house_2_22B_tm_2_B_22_Meter_49_551:hvac_load,house_2_23B_tm_2_B_23_Meter_49_552:hvac_load,house_2_24B_tm_2_B_24_Meter_49_553:hvac_load,house_2_25B_tm_2_B_25_Meter_49_554:hvac_load,house_2_26B_tm_2_B_26_Meter_49_555:hvac_load,house_2_27B_tm_2_B_27_Meter_49_556:hvac_load,house_2_28B_tm_2_B_28_Meter_49_557:hvac_load,house_2_29B_tm_2_B_29_Meter_49_558:hvac_load,house_2_1C_tm_2_C_1_Meter_49_559:hvac_load,house_2_2C_tm_2_C_2_Meter_49_560:hvac_load
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.74213409132,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.73961223449,+0,+0,+0,+0
2010-08-16 00:01:00 UTC,+0,+0,+0,+0,+2.58688253733,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.74169203879,+0,+0,+0,+0
2010-08-16 00:01:30 UTC,+0,+0,+0,+0,+2.58479673015,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.73786900977,+0,+0,+0,+0
2010-08-16 00:02:00 UTC,+0,+0,+0,+0,+2.58616553407,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.7403542195,+0,+0,+4.2948441016,+0
2010-08-16 00:02:30 UTC,+0,+0,+0,+1.72383863156,+2.58575930534,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.73960965947,+0,+0,+4.29451593398,+0
2010-08-16 00:03:00 UTC,+0,+4.30541552678,+0,+1.72240748,+2.58361256394,+0,+0,+0,+0,+0,+0,+0,+0,+5.16635133397,+0,+4.735674985,+0,+0,+4.29304730848,+0
2010-08-16 00:03:30 UTC,+0,+4.30621334982,+0,+1.72273509606,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16730869481,+0,+4.73655253057,+0,+0,+4.2922988812,+0
2010-08-16 00:04:00 UTC,+0,+4.30655864381,+0,+1.72287324044,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.167723036,+0,+0,+0,+0,+4.28975387709,+0
2010-08-16 00:04:30 UTC,+0,+4.30850317245,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.17005640505,+0,+0,+0,+0,+4.2953885558,+0
2010-08-16 00:05:00 UTC,+0,+4.30900850804,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.17066279078,+0,+0,+0,+0,+0,+0
2010-08-16 00:05:30 UTC,+4.31028329039,+4.30986072699,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.17168542488,+0,+0,+5.171347972,+0,+0,+0
2010-08-16 00:06:00 UTC,+4.30795757144,+4.30753531545,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16889500917,+0,+0,+5.16855779611,+0,+0,+0
2010-08-16 00:06:30 UTC,+4.30719867827,+4.30677652259,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16798448323,+0,+0,+5.16764734843,+0,+0,+0
2010-08-16 00:07:00 UTC,+4.30766813734,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16821056065,+0,+0,+0
2010-08-16 00:07:30 UTC,+4.30722055915,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16767359904,+0,+0,+0
2010-08-16 00:08:00 UTC,+4.30876381535,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16952505069,+0,+0,+0
2010-08-16 00:08:30 UTC,+4.30909045212,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16991691833,+0,+0,+0
2010-08-16 00:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.17097181401,+0,+0,+0
2010-08-16 00:09:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:10:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:10:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:11:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.31027342616,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.30993889053,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.30964344067,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.30986350729,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+1.72304196552,+2.58455165169,+0,+0,+5.59932894048,+4.30709105066,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:30 UTC,+0,+0,+0,+1.72252634238,+2.58377821954,+0,+0,+5.59765337995,+4.3058021981,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+0,+0,+0,+1.7229059915,+2.58434769134,+0,+0,+5.59888708158,+4.30675116979,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:30 UTC,+0,+0,+0,+1.72224495095,+2.58335613378,+0,+0,+5.59673897493,+4.30509883154,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+0,+0,+0,+0,+2.58269898882,+0,+0,+5.59535719352,+0,+0,+0,+5.59520465906,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:30 UTC,+0,+0,+0,+0,+0,+0,+0,+5.59896947434,+0,+0,+0,+5.5988168051,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:00 UTC,+0,+0,+0,+0,+0,+0,+0,+5.59945452376,+0,+0,+0,+5.59930183642,+0,+0,+0,+0,+0,+4.73807350076,+0,+0
2010-08-16 00:16:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.6000747745,+0,+0,+0,+0,+0,+4.73872756188,+0,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.60025382917,+0,+0,+0,+4.73828424438,+0,+4.73884272691,+0,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.60202931968,+0,+0,+0,+4.73978642229,+0,+4.74034512589,+0,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.60252114245,+0,+0,+0,+4.74020253565,+0,+4.74076130048,+0,+0
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.60569166774,+0,+0,+0,+4.74288500178,+0,+4.74344416134,+0,+0
2010-08-16 00:19:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.74201112078,+0,+4.74257015176,+0,+0
2010-08-16 00:19:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.7434216877,+0,+0,+0,+0
2010-08-16 00:20:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.74194057145,+0,+0,+4.31401230674,+0
2010-08-16 00:20:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.74180904235,+0,+0,+4.31342253086,+0
2010-08-16 00:21:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.31575633381,+0
2010-08-16 00:21:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.31590731425,+0
2010-08-16 00:22:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.31464108733,+0
2010-08-16 00:22:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.72525157548,+0,+0,+0,+0,+0,+4.31437090771,+0
2010-08-16 00:23:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.72361600564,+5.16997835518,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.72467574159,+5.1731568989,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.72377200451,+5.17044625403,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:30 UTC,+0,+0,+0,+1.72392502766,+0,+0,+0,+0,+0,+5.17142048029,+0,+0,+0,+5.17092816518,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:00 UTC,+0,+0,+0,+1.72288575183,+0,+0,+0,+0,+0,+5.16830291643,+0,+0,+0,+5.16781096832,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:30 UTC,+0,+4.30671189728,+0,+1.72291519178,+0,+0,+0,+0,+0,+5.16839122878,+0,+0,+0,+5.16789927026,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:00 UTC,+4.30335180706,+4.30295331115,+0,+1.72141149971,+0,+0,+0,+0,+0,+5.16388053405,+0,+0,+0,+5.1633891066,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:30 UTC,+4.308225792,+4.30782670446,+0,+0,+2.58526030321,+0,+0,+0,+0,+5.16972911345,+0,+0,+0,+5.16923699744,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:00 UTC,+4.30877354908,+4.30837439507,+0,+0,+2.58535915799,+0,+0,+0,+0,+5.17038639919,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:30 UTC,+4.30819902685,+4.30779994255,+0,+0,+2.58501442857,+0,+0,+0,+0,+5.16969699638,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:00 UTC,+4.30790313941,+4.30750409103,+0,+0,+2.58483688783,+0,+0,+0,+0,+5.16934194375,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,+4.30620259347,+4.30580375149,+0,+0,+2.58381651268,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:29:00 UTC,+4.30495776255,+4.30455907167,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16499367264,+0,+0,+0
2010-08-16 00:29:30 UTC,+4.30559158466,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16575408223,+0,+0,+0
2010-08-16 00:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.44424009484,+0,+5.16546153623,+0,+0,+0
2010-08-16 00:30:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.44473223288,+0,+5.16619958392,+0,+0,+0
2010-08-16 00:31:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.44579652809,+0,+5.1677956821,+0,+0,+0
2010-08-16 00:31:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.44585996285,+0,+5.16789081369,+0,+0,+0
2010-08-16 00:32:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.44724591879,+0,+5.16996929882,+0,+0,+0
2010-08-16 00:32:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.45034758501,+0,+0,+0,+0,+0
2010-08-16 00:33:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:33:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:34:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:00 UTC,+0,+0,+0,+1.72439180208,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:30 UTC,+0,+0,+0,+1.7237810202,+0,+0,+0,+5.60177251216,+0,+0,+0,+0,+0,+0,+0,+4.73947625415,+0,+0,+0,+0
2010-08-16 00:37:00 UTC,+0,+0,+0,+1.72314701566,+0,+0,+0,+5.5997122303,+4.30739498491,+0,+0,+0,+0,+0,+0,+4.73773316278,+0,+0,+0,+0
2010-08-16 00:37:30 UTC,+0,+0,+0,+1.72327266401,+0,+0,+0,+5.60012054128,+4.30770906184,+0,+0,+0,+0,+0,+0,+4.73807861229,+0,+0,+0,+0
2010-08-16 00:38:00 UTC,+0,+0,+0,+0,+0,+0,+0,+5.59490326308,+4.30369587891,+0,+0,+0,+0,+0,+0,+4.73366455973,+0,+4.73422236226,+0,+0
2010-08-16 00:38:30 UTC,+0,+0,+0,+0,+0,+0,+0,+5.59645843178,+4.30489213032,+0,+0,+0,+0,+0,+0,+4.73498030254,+0,+4.73553829876,+0,+0
2010-08-16 00:39:00 UTC,+0,+0,+0,+0,+0,+0,+0,+5.5978923867,+4.30599514289,+0,+0,+0,+0,+0,+0,+4.73619349304,+0,+4.73675166785,+0,+0
2010-08-16 00:39:30 UTC,+0,+0,+0,+0,+0,+0,+0,+5.59982304907,+4.30748022784,+0,+0,+0,+0,+0,+0,+4.73782692046,+0,+4.73838533568,+0,+0
2010-08-16 00:40:00 UTC,+0,+0,+0,+0,+0,+0,+0,+5.6010801003,+4.30844716431,+0,+0,+0,+0,+0,+0,+0,+0,+4.73944901424,+0,+0
2010-08-16 00:40:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.30885497855,+0,+0,+0,+1.72373874101,+0,+0,+0,+0,+4.73989763033,+0,+0
2010-08-16 00:41:00 UTC,+0,+0,+0,+0,+2.58575103083,+0,+0,+0,+4.3091310884,+0,+0,+0,+1.72384920115,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:41:30 UTC,+0,+0,+0,+0,+2.58606910936,+0,+0,+0,+0,+0,+0,+0,+1.7240612556,+0,+0,+0,+0,+0,+4.30780652806,+0
2010-08-16 00:42:00 UTC,+0,+0,+0,+0,+2.58745448107,+0,+0,+0,+0,+0,+0,+0,+1.72498484592,+0,+0,+0,+0,+0,+4.30552955076,+0
2010-08-16 00:42:30 UTC,+0,+0,+0,+0,+2.58653083629,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.30634222185,+0
2010-08-16 00:43:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.30662889866,+0
2010-08-16 00:43:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58603616604,+0,+0,+0,+0,+0,+0,+0,+4.30632133626,+0
2010-08-16 00:44:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58586720622,+0,+0,+0,+0,+0,+0,+0,+4.30345668569,+0
2010-08-16 00:44:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58683301605,+0,+0,+0,+0,+0,+0,+0,+4.3029454407,+0
2010-08-16 00:45:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58622946367,+0,+0,+5.17167421609,+0,+0,+0,+0,+0,+0
2010-08-16 00:45:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58626259529,+0,+0,+5.17174046682,+0,+0,+0,+0,+0,+0
2010-08-16 00:46:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.17121882152,+0,+0,+0,+0,+0,+0
2010-08-16 00:46:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16899619356,+0,+0,+0,+0,+0,+0
2010-08-16 00:47:00 UTC,+4.30771662988,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16862609598,+0,+0,+0,+0,+0,+0
2010-08-16 00:47:30 UTC,+4.30782974207,+0,+0,+1.72320276317,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16876180992,+0,+0,+0,+0,+0,+0
2010-08-16 00:48:00 UTC,+4.30493293538,+0,+0,+1.72204398262,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16528617148,+0,+0,+0,+0,+0,+0
2010-08-16 00:48:30 UTC,+4.30584117074,+0,+0,+1.72240729491,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:49:00 UTC,+4.30977224182,+0,+0,+1.72397980186,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:49:30 UTC,+4.30519860104,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59636344373,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:50:00 UTC,+4.30389433921,+4.30349577743,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59466804745,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:50:30 UTC,+0,+4.30243859032,+4.73263848656,+0,+0,+0,+0,+0,+0,+0,+0,+5.59329365415,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:51:00 UTC,+0,+4.29759116576,+4.7273063688,+0,+0,+0,+0,+0,+0,+0,+0,+5.58699177256,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:51:30 UTC,+0,+4.30253011449,+4.73273916222,+0,+0,+0,+0,+0,+0,+0,+0,+5.5934126399,+0,+0,+0,+0,+5.16255919488,+0,+0,+0
2010-08-16 00:52:00 UTC,+0,+4.30559392681,+4.73610932463,+0,+0,+0,+0,+0,+0,+0,+0,+5.59739574096,+0,+0,+0,+0,+5.16623536065,+0,+0,+0
2010-08-16 00:52:30 UTC,+0,+4.30690705418,+4.73755375138,+0,+0,+0,+0,+0,+0,+0,+0,+5.59910286868,+0,+0,+3.44580670104,+0,+5.16781093821,+0,+0,+0
2010-08-16 00:53:00 UTC,+0,+4.30502889912,+4.73548779991,+0,+0,+0,+0,+0,+0,+0,+0,+5.59666117822,+0,+0,+3.44430401972,+0,+5.16555740286,+0,+0,+0
2010-08-16 00:53:30 UTC,+0,+4.30512907511,+4.73559799248,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.44438416891,+0,+5.16567760066,+0,+0,+0
2010-08-16 00:54:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.44802210392,+0,+5.17113332517,+0,+0,+0
2010-08-16 00:54:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.44648184555,+0,+5.16882343637,+0,+0,+0
2010-08-16 00:55:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.45074002658,+0,+0,+0,+0,+0
2010-08-16 00:55:30 UTC,+0,+0,+0,+0,+2.58758456708,+6.03713983532,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:56:00 UTC,+0,+0,+0,+0,+2.58761561095,+6.03721226299,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:56:30 UTC,+0,+0,+0,+0,+2.58491523143,+6.03091207766,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.7381107487,+0,+0,+0,+0
2010-08-16 00:57:00 UTC,+0,+0,+0,+0,+2.582775913,+6.02592088948,+0,+0,+0,+0,+0,+0,+1.72186576955,+0,+0,+4.73418959943,+0,+4.73546265289,+0,+0
2010-08-16 00:57:30 UTC,+0,+0,+0,+0,+0,+6.02332644843,+0,+5.59311471713,+0,+0,+0,+0,+1.72112441091,+0,+0,+4.73215136925,+0,+4.73270894903,+0,+0
2010-08-16 00:58:00 UTC,+0,+0,+0,+0,+0,+6.02440183118,+0,+5.59411328822,+0,+0,+0,+0,+1.72143170033,+0,+0,+4.73299620539,+0,+4.73355390954,+0,+0
2010-08-16 00:58:30 UTC,+0,+0,+0,+0,+0,+6.026514468,+0,+5.59607502515,+0,+0,+0,+0,+1.72203538395,+0,+0,+4.73465592325,+0,+4.73521387172,+0,+0
2010-08-16 00:59:00 UTC,+0,+0,+0,+1.72303723183,+0,+0,+0,+5.59935547318,+0,+0,+0,+0,+0,+0,+0,+4.7374313302,+0,+4.73798968717,+0,+0
2010-08-16 00:59:30 UTC,+0,+0,+0,+1.72337987247,+0,+0,+0,+5.60046892936,+0,+0,+0,+0,+0,+0,+0,+4.73837336429,+0,+4.73893185995,+0,+0
2010-08-16 01:00:00 UTC,+0,+0,+0,+1.72462114954,+0,+0,+0,+5.60450262393,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.74234504972,+0,+0
2010-08-16 01:00:30 UTC,+0,+0,+0,+1.72551582764,+0,+0,+0,+5.60740999917,+4.31331618637,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+5.60731230892,+4.31324104205,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.31230270067,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.31238332051,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:02:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.30725862265,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.3047919918,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.30785937874,+0
2010-08-16 01:03:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.30505549625,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.30757781779,+0
2010-08-16 01:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.30498572187,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.30788976202,+0
2010-08-16 01:04:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.3045544061,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.30599354144,+0
2010-08-16 01:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58246775286,+0,+0,+0,+0,+0,+0,+0,+4.30819226044,+0
2010-08-16 01:05:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58216888261,+0,+0,+0,+0,+0,+0,+0,+4.3114961303,+0
2010-08-16 01:06:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58343771636,+0,+0,+0,+0,+0,+0,+0,+4.31015178544,+0
2010-08-16 01:06:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58573669201,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58521621921,+0,+0,+5.1696368254,+0,+0,+0,+0,+0,+0
2010-08-16 01:07:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58617494853,+0,+0,+5.17155391513,+0,+0,+0,+0,+0,+0
2010-08-16 01:08:00 UTC,+4.30621451421,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16682383173,+0,+0,+0,+0,+0,+0
2010-08-16 01:08:30 UTC,+4.30658259361,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16726545979,+0,+0,+0,+0,+0,+0
2010-08-16 01:09:00 UTC,+4.30717408021,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16797513554,+0,+0,+0,+0,+0,+0
2010-08-16 01:09:30 UTC,+4.30969302528,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.17099740916,+0,+0,+0,+0,+0,+0
2010-08-16 01:10:00 UTC,+4.3098274895,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.17115874166,+0,+0,+0,+0,+0,+0
2010-08-16 01:10:30 UTC,+4.30832936975,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16936127176,+0,+0,+0,+0,+0,+0
2010-08-16 01:11:00 UTC,+4.30951425745,+0,+0,+1.7238798266,+2.58580854901,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:11:30 UTC,+0,+0,+0,+1.72410543963,+2.58614696747,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:12:00 UTC,+0,+0,+0,+1.72469196683,+2.58702675543,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:12:30 UTC,+0,+0,+0,+1.72464830001,+2.58696125542,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:13:00 UTC,+0,+0,+0,+0,+2.58635412878,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.1724663103,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:14:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.17116297051,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
