# file...... Output/hvac/house_hvac_file_035.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_15C_tm_3_C_15_Meter_62_681:hvac_load,house_3_1A_tm_3_A_1_Meter_63_682:hvac_load,house_3_2A_tm_3_A_2_Meter_63_683:hvac_load,house_3_3A_tm_3_A_3_Meter_63_684:hvac_load,house_3_4A_tm_3_A_4_Meter_63_685:hvac_load,house_3_5A_tm_3_A_5_Meter_63_686:hvac_load,house_3_6A_tm_3_A_6_Meter_63_687:hvac_load,house_3_7A_tm_3_A_7_Meter_63_688:hvac_load,house_3_8A_tm_3_A_8_Meter_63_689:hvac_load,house_3_9A_tm_3_A_9_Meter_63_690:hvac_load,house_3_10A_tm_3_A_10_Meter_63_691:hvac_load,house_3_11A_tm_3_A_11_Meter_63_692:hvac_load,house_3_12A_tm_3_A_12_Meter_63_693:hvac_load,house_3_13A_tm_3_A_13_Meter_63_694:hvac_load,house_3_14A_tm_3_A_14_Meter_63_695:hvac_load,house_3_15A_tm_3_A_15_Meter_63_696:hvac_load,house_3_1B_tm_3_B_1_Meter_64_697:hvac_load,house_3_2B_tm_3_B_2_Meter_64_698:hvac_load,house_3_3B_tm_3_B_3_Meter_64_699:hvac_load,house_3_4B_tm_3_B_4_Meter_64_700:hvac_load
2010-08-16 10:05:30 UTC,+0,+0,+0,+4.70051305442,+0,+0,+5.55486918711,+0,+2.13708341962,+0,+4.27356586457,+2.13705577344,+4.70097411249,+0,+0,+2.99165820125,+5.99119941189,+2.99612607924,+4.27974322631,+2.56805890215
2010-08-16 10:06:00 UTC,+2.98766648616,+0,+0,+4.69998508036,+0,+0,+5.55424525862,+0,+2.13684336014,+0,+4.27308583196,+2.13681571701,+0,+0,+0,+2.99132215625,+5.98804645433,+2.99454926259,+4.27749092096,+2.56670737717
2010-08-16 10:06:30 UTC,+2.99224609411,+0,+0,+4.69797091852,+0,+0,+5.55186504131,+0,+2.13592756028,+3.84446914166,+4.2712545615,+2.13589992877,+0,+0,+0,+2.99004018238,+5.98626120222,+2.99365644523,+0,+2.56594212335
2010-08-16 10:07:00 UTC,+2.99184456157,+0,+0,+4.69043683478,+0,+0,+5.54296170712,+0,+2.13250195973,+3.83830344707,+4.26440459258,+2.13247437169,+0,+0,+0,+0,+0,+2.9968469918,+0,+2.5686768125
2010-08-16 10:07:30 UTC,+2.99854079588,+0,+0,+4.6814140555,+0,+0,+5.53229912113,+0,+2.12839947752,+3.83091944203,+4.2562011048,+0,+0,+0,+0,+0,+0,+2.99718012129,+0,+2.56895941715
2010-08-16 10:08:00 UTC,+2.9951904528,+0,+0,+4.67645850576,+0,+0,+5.52644294615,+0,+0,+3.82686395014,+4.25169553143,+0,+0,+0,+0,+0,+0,+2.99589166478,+0,+2.5678550547
2010-08-16 10:08:30 UTC,+2.99520610034,+0,+0,+4.66796962967,+0,+0,+5.51641129591,+5.9410026394,+0,+3.81991687544,+4.24397746591,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 10:09:00 UTC,+2.99213909812,+5.51056541694,+3.81561509915,+4.66305248991,+5.08718020779,+0,+5.510600512,+5.93474450261,+0,+3.81589281596,+4.23950681405,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 10:09:30 UTC,+2.9910802487,+5.52087195405,+3.82275185788,+4.67177402383,+5.09669522637,+0,+0,+5.94584456378,+0,+3.82303029252,+4.24743641193,+0,+0,+0,+3.82302503758,+0,+0,+0,+0,+0
2010-08-16 10:10:00 UTC,+2.9878924839,+5.51695315236,+3.82003828486,+4.6684578798,+5.09307737986,+4.6685510465,+0,+5.94162404457,+0,+0,+4.24442138177,+0,+0,+5.51778060122,+3.82030811796,+0,+0,+0,+0,+0
2010-08-16 10:10:30 UTC,+0,+5.51877835415,+3.82130214527,+4.67000239071,+5.09476241025,+4.67009560105,+0,+5.94358977282,+0,+0,+4.24582564738,+2.12318222323,+0,+5.51960616619,+3.8215720959,+2.97223876758,+0,+0,+0,+0
2010-08-16 10:11:00 UTC,+0,+5.52206274586,+3.82357642124,+4.67278168825,+5.09779456798,+4.67287497709,+0,+5.94712703733,+0,+0,+4.24835257795,+2.12444589876,+0,+5.52289121134,+3.82384658333,+2.97400773579,+0,+0,+0,+0
2010-08-16 10:11:30 UTC,+0,+5.52917949128,+3.82850440901,+4.67880397624,+5.1043647628,+4.67889743511,+0,+5.95479171704,+2.12721272519,+0,+4.25382802734,+2.12718407887,+4.67925622699,+5.53000937218,+3.82877502916,+2.97784080343,+0,+0,+0,+0
2010-08-16 10:12:00 UTC,+0,+5.53674413623,+3.83374254421,+4.68520528287,+5.11134845885,+4.68529892232,+0,+5.96293878081,+2.13012327499,+0,+4.25964807913,+2.1300945886,+4.68565831742,+5.53757552083,+3.83401365098,+2.98191510861,+0,+0,+0,+0
2010-08-16 10:12:30 UTC,+0,+5.54604116696,+3.8401802685,+4.69307255795,+5.11993149617,+4.69316641916,+0,+5.97295161019,+2.13370037155,+0,+0,+2.13367163588,+4.69352655535,+5.54687439842,+3.84045197297,+2.98692247323,+5.99491618937,+2.99798486625,+4.28239225199,+2.56964918054
2010-08-16 10:13:00 UTC,+0,+5.55047569146,+3.84325095255,+0,+5.12402545773,+4.69691908033,+0,+5.97772755825,+2.13540658512,+0,+0,+2.13537782594,+4.69727956994,+5.55130980343,+3.84352294199,+2.98931090021,+5.99247132823,+2.99676217372,+4.28064577814,+2.56860118573
2010-08-16 10:13:30 UTC,+0,+5.55173593638,+3.84412360842,+0,+5.12518891823,+4.6979855469,+0,+5.97908483212,+2.13589147292,+0,+0,+2.13586270706,+4.69834613692,+5.55257029853,+3.84439567883,+2.98998966585,+5.99077550398,+2.99591407988,+4.27943437489,+2.56787426714
2010-08-16 10:14:00 UTC,+2.9859716716,+5.55112933715,+3.84370356918,+0,+5.12462890471,+4.69747221988,+0,+5.97843152955,+2.13565807979,+3.84398410717,+0,+0,+4.6978327616,+5.55196357894,+3.84397560063,+2.98966295264,+5.99085013788,+2.99595140482,+4.27948768922,+2.5679062591
2010-08-16 10:14:30 UTC,+2.98750937479,+5.55633137872,+3.84730571977,+0,+0,+4.70187438269,+0,+5.98403408733,+2.13765960056,+3.84758661881,+0,+0,+4.70223533891,+5.55716665301,+3.84757808539,+2.99246476274,+5.98786882814,+2.99446043044,+4.27735800607,+2.56662831444
2010-08-16 10:15:00 UTC,+2.98613625123,+5.55467442405,+3.84616545884,+0,+0,+4.70048087784,+5.55470958301,+5.9822605974,+2.13702601908,+3.8464462436,+0,+0,+4.70084170286,+5.55551961969,+3.84643771869,+2.99157784963,+5.99421860253,+2.99763599808,+4.28189393445,+2.56935015848
2010-08-16 10:15:30 UTC,+2.9910251226,+5.55498660775,+3.84638163104,+0,+0,+0,+5.55502176834,+5.98259681803,+2.13714613429,+3.84666243745,+0,+0,+4.70110591025,+5.55583186648,+0,+0,+5.99038199661,+2.99571728404,+4.27915327495,+2.56770558939
2010-08-16 10:16:00 UTC,+2.98706624639,+5.55984185393,+3.84974365597,+0,+0,+0,+5.55987703994,+0,+2.13901423013,+3.85002479927,+0,+0,+4.7052150041,+5.56068809449,+0,+0,+5.98938979548,+2.99522107711,+4.2784445012,+2.56728028028
2010-08-16 10:16:30 UTC,+2.98646124647,+5.55752370587,+0,+0,+0,+0,+5.55755887973,+0,+2.13812230357,+3.84841943209,+0,+0,+4.70325310805,+5.55836947759,+0,+0,+5.98676143014,+2.99390661282,+4.27656694209,+2.56615362602
2010-08-16 10:17:00 UTC,+2.98414575615,+5.55158226819,+0,+0,+0,+0,+5.55161741099,+0,+2.13583628664,+3.8443048594,+4.27107204703,+2.13580752153,+4.69822474824,+5.55242683839,+0,+0,+5.98885293071,+2.99495258721,+4.27806099465,+2.56705015209
2010-08-16 10:17:30 UTC,+2.98530128435,+5.54640251291,+0,+0,+0,+0,+5.54643762864,+0,+2.13384333293,+3.84071776751,+4.26708685641,+2.13381459529,+4.69384101543,+5.54724603508,+0,+0,+5.98729315196,+2.99417253067,+4.27694677479,+2.56638154966
2010-08-16 10:18:00 UTC,+2.98327716008,+5.54739339539,+0,+4.69422548105,+0,+0,+5.5474285163,+0,+2.13422458317,+0,+4.26784921977,+2.13419584028,+4.69467961954,+5.54823711807,+0,+0,+5.98471413866,+2.99288274763,+4.27510447004,+2.56527605022
2010-08-16 10:18:30 UTC,+2.98474133926,+5.54190052552,+0,+4.68957732156,+0,+0,+5.54193561777,+0,+2.13211115582,+0,+4.2636231254,+2.13208244205,+4.69003089126,+5.54274313646,+0,+0,+5.98914606845,+2.99509918749,+4.27827039606,+2.56717580618
2010-08-16 10:19:00 UTC,+0,+0,+0,+4.68053277592,+5.10624479902,+0,+5.5312473508,+0,+2.12799877687,+0,+4.25539984768,+2.12797011973,+4.68098523838,+5.53205276059,+0,+2.9789411503,+5.98229526624,+2.99167305218,+4.27337656109,+0
2010-08-16 10:19:30 UTC,+0,+0,+0,+4.67206337083,+5.09700487147,+0,+5.52123874878,+0,+0,+0,+4.24769948546,+2.12411929814,+4.67251479585,+5.52204218195,+3.82325873546,+2.97355054084,+0,+0,+4.27902080127,+0
2010-08-16 10:20:00 UTC,+0,+0,+0,+4.6751536953,+5.100376345,+4.67524705112,+5.52489069678,+0,+0,+0,+4.25050920095,+2.12552438966,+4.67560549896,+5.52569485144,+3.82578775729,+2.97551747157,+0,+0,+4.27341022254,+0
2010-08-16 10:20:30 UTC,+0,+0,+0,+4.68437707592,+5.11043884224,+4.68447069201,+5.53579029923,+0,+0,+0,+4.25889507545,+0,+4.68483000903,+0,+3.83333587322,+2.98138797123,+0,+0,+4.26907929129,+0
2010-08-16 10:21:00 UTC,+0,+0,+3.83072465439,+4.6815228509,+5.10732494817,+4.6816163865,+5.53241735819,+0,+0,+3.83144299611,+4.25630002138,+0,+4.68197543463,+0,+3.83100006816,+2.97957131351,+0,+0,+4.27629664948,+0
2010-08-16 10:21:30 UTC,+0,+0,+3.82828768107,+4.67854472007,+5.10407587558,+4.67863817163,+5.52889799326,+0,+0,+3.82857125337,+4.25359231233,+0,+0,+0,+3.8285628624,+2.97767579206,+0,+0,+4.27324473651,+0
2010-08-16 10:22:00 UTC,+0,+0,+3.82811206444,+4.67833010586,+5.10384173636,+4.67842355135,+5.52864437595,+0,+0,+3.82839561861,+4.25339718556,+0,+0,+0,+3.82838722896,+2.97753919427,+0,+0,+4.27467609439,+0
2010-08-16 10:22:30 UTC,+2.98092269615,+0,+3.82853478355,+4.67884669447,+5.10440532274,+4.67894015455,+5.52925484736,+5.95484608533,+2.12723214838,+3.82881838126,+4.25386686668,+0,+0,+0,+3.82880998843,+2.97786799278,+0,+0,+4.28291028243,+0
2010-08-16 10:23:00 UTC,+2.98440238495,+0,+3.8327169158,+4.68395751669,+5.10998111273,+4.68405112094,+5.53529449092,+5.96135072527,+2.12955593989,+3.83300094379,+4.25851361324,+0,+0,+0,+3.83299251951,+2.98112093004,+0,+0,+4.27761520452,+2.56678264982
2010-08-16 10:23:30 UTC,+2.98498531406,+0,+3.83053311067,+4.68128877277,+5.10706957428,+4.68138230175,+5.53214073962,+5.9579541645,+2.12834251396,+3.83081691402,+4.25608719811,+2.12831385209,+0,+0,+3.83080850615,+2.97942232736,+0,+2.99679248601,+0,+2.56862716702
2010-08-16 10:24:00 UTC,+2.98452437385,+0,+3.83241282873,+4.68358590351,+5.10957569131,+4.6836794973,+5.53485534211,+5.96087776614,+2.12938697472,+3.8326968255,+4.25817574357,+2.12935829846,+0,+0,+3.8326884035,+2.98088440571,+0,+2.99426319581,+0,+2.5664592606
2010-08-16 10:24:30 UTC,+2.98524515586,+0,+3.83485065677,+4.68656507905,+5.11282590347,+4.68665875684,+5.53837594171,+5.96466941907,+2.13074154782,+3.83513490427,+4.2608844023,+2.13071285292,+0,+0,+3.83512646397,+0,+5.98546095445,+2.99325623559,+0,+2.56559617439
2010-08-16 10:25:00 UTC,+2.98540369789,+5.53631032592,+3.83344460694,+4.68484679987,+0,+4.68494042921,+5.53634538901,+5.96248253274,+2.1299602797,+3.83372870981,+4.25932214727,+2.12993159556,+0,+0,+3.83372028006,+0,+5.99115263742,+2.99610268701,+0,+2.56803592617
2010-08-16 10:25:30 UTC,+2.98182885106,+5.53627569794,+3.8334206288,+4.6848174971,+0,+4.68491112561,+5.53631076086,+5.96244523855,+2.12994695632,+0,+4.25929550528,+2.12991827236,+0,+0,+3.83369629965,+0,+5.99418374061,+2.99761856344,+0,+2.56933521489
2010-08-16 10:26:00 UTC,+2.98539699325,+5.53509214757,+3.83260107885,+4.68381595672,+0,+0,+5.53512720432,+5.96117055921,+2.12949157542,+0,+0,+2.12946289773,+0,+5.53593337988,+0,+0,+5.98714385189,+2.99409786464,+0,+2.56631755188
2010-08-16 10:26:30 UTC,+2.98472383001,+5.53670564365,+3.83371834492,+4.68518132446,+0,+0,+5.53674070881,+5.96290828849,+2.13011238154,+0,+0,+2.1300836953,+4.68563435605,+5.53754720269,+0,+0,+5.98321218574,+2.99213161023,+0,+2.56463223497
2010-08-16 10:27:00 UTC,+2.98273796199,+5.53726037362,+3.834102468,+4.68565074639,+0,+0,+0,+5.96350573064,+2.13032581861,+0,+0,+0,+4.68610383549,+5.53810204508,+0,+0,+5.98230211496,+2.99167647726,+0,+2.56424213119
2010-08-16 10:27:30 UTC,+0,+5.5373225437,+3.83414551768,+4.68570335576,+0,+0,+0,+5.96357268758,+2.13034973905,+0,+0,+0,+4.68615645129,+5.53816422773,+0,+2.98223212216,+5.98413806377,+2.99259464844,+0,+2.5650291145
2010-08-16 10:28:00 UTC,+0,+5.53930710024,+3.83551972472,+4.68738272113,+0,+0,+0,+5.96571004757,+2.13111331378,+0,+0,+0,+4.68783602222,+5.54014918611,+0,+2.98330100496,+5.98370868425,+2.99237991267,+0,+2.56484506008
2010-08-16 10:28:30 UTC,+0,+5.531428041,+3.83006386648,+4.68071532757,+0,+0,+0,+5.95722432996,+2.12808177959,+0,+0,+0,+4.68116781241,+5.53226853109,+0,+2.97905734084,+5.98982892973,+2.99544069129,+4.27875819447,+2.56746851609
2010-08-16 10:29:00 UTC,+0,+5.52993578974,+0,+0,+0,+0,+0,+5.95561718085,+2.12750762334,+3.82931420509,+0,+0,+4.67990488945,+5.5307759775,+0,+2.97825361374,+5.99305493089,+2.99705403757,+4.28106267165,+2.56885134821
2010-08-16 10:29:30 UTC,+0,+5.52772276667,+0,+0,+5.10302323689,+0,+0,+5.95323376307,+2.12665614391,+3.82778163824,+0,+2.12679741665,+4.67803196229,+5.52856250587,+0,+2.97706167851,+5.993391204,+2.99722221017,+4.28130288661,+2.56899549239
2010-08-16 10:30:00 UTC,+0,+5.53168942922,+0,+0,+5.10668527314,+0,+0,+5.95750584409,+2.12818235086,+3.83052863852,+0,+2.1281536912,+4.68138903058,+5.53252997219,+3.83052023282,+2.97919812459,+5.98443182865,+2.99274156238,+4.27490280336,+2.56515503745
2010-08-16 10:30:30 UTC,+0,+5.53487987425,+0,+0,+5.10963070268,+4.68372992267,+0,+5.96094194165,+2.12940990151,+3.83273809115,+4.2582215889,+2.12938122494,+4.68408916996,+5.53572106361,+3.83272966884,+2.98091649956,+5.98884633017,+2.99494928616,+4.27805627954,+0
2010-08-16 10:31:00 UTC,+2.98113501203,+5.52808178324,+0,+0,+5.10335468224,+4.67797710032,+0,+0,+2.12679427861,+3.82803026511,+4.25299128487,+2.12676563806,+4.67833580547,+5.52892159526,+3.82802187821,+2.97725504503,+5.98333829868,+0,+4.27412164594,+0
2010-08-16 10:31:30 UTC,+2.98011692322,+5.5231277881,+0,+0,+5.09878113698,+4.67378482708,+0,+0,+0,+3.8245995152,+4.24917978798,+2.12485957259,+4.67414313709,+5.52396659597,+3.82459115416,+2.97458682105,+5.97913100001,+0,+4.27111618395,+0
2010-08-16 10:32:00 UTC,+2.98047641157,+5.52608575715,+0,+0,+5.10151194414,+4.67628798143,+5.52612076703,+0,+0,+3.82664797342,+4.2514555855,+2.12599766064,+4.67664652737,+5.52692516459,+3.82663959694,+2.97617998449,+0,+0,+4.26924836529,+0
2010-08-16 10:32:30 UTC,+2.98292985849,+5.51876309719,+0,+0,+5.09475163919,+4.67009124708,+5.51879806904,+0,+0,+3.82157687105,+4.24582168886,+2.12318024363,+4.67044920889,+5.51960102006,+3.82156853284,+2.97223599643,+0,+0,+4.26442499179,+0
2010-08-16 10:33:00 UTC,+2.98407029177,+5.51513700822,+0,+0,+5.0914040211,+4.66702270216,+5.51517196126,+0,+0,+3.8190657247,+4.24303185399,+2.12178509401,+4.66738037465,+5.51597419562,+3.81905740548,+2.97028298304,+0,+0,+4.27016305539,+0
2010-08-16 10:33:30 UTC,+2.98033786216,+5.51981377905,+3.8220215644,+4.67088714176,+5.0957216324,+4.6709803771,+5.51984875636,+0,+0,+0,+4.24663006092,+0,+4.67133842276,+5.52065191507,+3.82229614767,+0,+0,+0,+4.27758961041,+0
2010-08-16 10:34:00 UTC,+2.98139849594,+5.51865295434,+3.82121775062,+4.66990483214,+5.09464995497,+4.66999803972,+5.51868792562,+0,+0,+0,+4.24573694737,+0,+4.67035599278,+5.51949085494,+3.82149225714,+0,+0,+0,+4.27853003054,+2.56733160329
2010-08-16 10:34:30 UTC,+2.98024653951,+5.51886262561,+3.82136293756,+4.67008225951,+5.09484352417,+4.67017547209,+5.51889759798,+0,+2.12324712926,+0,+4.24589826387,+0,+4.67053344184,+5.51970056866,+3.82163745792,+0,+0,+2.99736678614,+4.28150939654,+2.56911941141
2010-08-16 10:35:00 UTC,+2.97994940051,+5.52564400742,+3.82605870936,+4.67582078012,+5.10110411931,+4.67591415478,+5.52567901502,+0,+2.12585632371,+0,+4.25111571284,+0,+4.6762726655,+5.52648332537,+3.82633367796,+0,+0,+2.99391431991,+4.27657795082,+2.56616023193
2010-08-16 10:35:30 UTC,+2.97696937811,+5.53405337535,+3.8318817805,+4.68293693004,+5.1088676761,+4.68303050551,+5.53408842669,+0,+2.12909189905,+0,+4.25758569851,+0,+4.68338968686,+5.53489439722,+3.83215730461,+0,+0,+2.99264102791,+4.27475920164,+2.5650688673
2010-08-16 10:36:00 UTC,+0,+5.5364280355,+3.83352611512,+4.68494640777,+0,+4.68504003994,+5.53646309922,+0,+2.13000556957,+0,+4.25941271059,+2.12997688479,+4.68539941067,+5.53726953844,+3.83380179607,+0,+0,+2.99361127803,+4.2761450908,+2.56590048853
2010-08-16 10:36:30 UTC,+0,+5.53591871115,+3.83317343313,+4.68451540882,+0,+4.68460902882,+5.5359537722,+5.9620607651,+2.12980960265,+3.83345750812,+4.25902084739,+2.12978092058,+4.68496835889,+5.5367601108,+3.83344908041,+2.9814760174,+0,+2.99211784071,+4.27401188966,+2.56462043284
2010-08-16 10:37:00 UTC,+0,+5.52977866613,+3.82892175601,+4.67931959856,+0,+0,+5.52981369523,+5.95544795929,+2.12744716868,+3.82920539354,+4.25429682988,+2.12741851913,+4.67977191247,+5.53061882203,+3.82919699779,+2.97816898688,+5.98850194732,+2.99477705789,+4.27781027148,+2.56689970231
2010-08-16 10:37:30 UTC,+0,+5.53483084387,+3.8324201389,+4.68359483707,+0,+0,+5.53486589926,+5.96088913606,+2.12939103656,+3.83270413639,+4.25818386588,+2.12936236025,+4.68404767441,+5.53567202316,+0,+2.98089009167,+5.97870145744,+2.98987576256,+4.27080934245,+2.56269870178
2010-08-16 10:38:00 UTC,+0,+0,+3.82755462043,+4.67764887514,+0,+0,+5.527839341,+5.95332159805,+2.12668752307,+3.8278381172,+4.25277781227,+2.12665888398,+4.67810098439,+5.52864407789,+0,+2.97710560434,+5.98040710136,+2.99072876737,+4.27202776033,+2.56342982965
2010-08-16 10:38:30 UTC,+0,+0,+3.82582300013,+4.67553272897,+0,+0,+5.52533861455,+5.95062833884,+2.12572535245,+3.82610631865,+4.25085381746,+2.1256967266,+4.67598457909,+0,+0,+2.97575871907,+5.97818101098,+2.98961548357,+4.27043756424,+2.56247561133
2010-08-16 10:39:00 UTC,+0,+0,+3.82266660466,+4.67167542041,+0,+0,+5.5207802937,+5.94571906934,+2.12397150884,+3.8229495981,+4.24734676197,+2.12394290712,+0,+0,+0,+2.97330361813,+5.9778333151,+2.98944159829,+4.27018918945,+2.56232657071
2010-08-16 10:39:30 UTC,+2.98895074738,+0,+3.82280531123,+4.67184492835,+0,+0,+5.52098060735,+5.9459348053,+2.12404858081,+3.82308831895,+4.24750087816,+2.12401997803,+0,+0,+0,+2.97341150658,+5.98572032837,+2.99338595033,+4.27582323644,+2.56570735555
2010-08-16 10:40:00 UTC,+2.9855887798,+0,+3.82499186464,+4.67451703054,+5.09968175828,+0,+5.52413832705,+5.94933564026,+2.12526353398,+3.82527509755,+4.24993034692,+0,+0,+0,+0,+2.97511224699,+5.98307282702,+2.99206191591,+4.2739320076,+2.56457249855
2010-08-16 10:40:30 UTC,+2.98385203073,+0,+3.82569555622,+4.67537698472,+5.10061994867,+0,+5.52515456595,+5.95043012019,+2.12565453855,+3.82597886161,+4.25071221517,+0,+0,+0,+0,+2.97565959092,+5.98546416903,+2.99325784319,+4.27564025033,+2.5655975523
2010-08-16 10:41:00 UTC,+2.98528041873,+0,+3.81770645035,+4.66561380852,+5.08996854578,+4.66570689483,+5.51361706824,+5.93800434128,+2.12121541068,+3.81798893259,+4.24183555888,+0,+0,+0,+3.81798062151,+2.96944552115,+5.98708773069,+2.99406979805,+4.27680003319,+2.56629349542
2010-08-16 10:41:30 UTC,+2.98835836648,+0,+3.81678393137,+4.66448643389,+5.08873860569,+4.66457948834,+5.51228480897,+5.93656951025,+2.12070281517,+0,+0,+0,+0,+0,+3.81705801443,+2.96872796934,+5.9865784027,+2.99381507946,+4.27643619738,+2.56607517091
2010-08-16 10:42:00 UTC,+2.9908054557,+0,+3.81303755482,+4.6599081328,+5.08374378307,+4.66000105778,+5.5068744655,+5.93074261978,+2.11862114968,+0,+0,+0,+0,+0,+3.81331127998,+2.96581397043,+5.99110744834,+2.99608008759,+0,+0
2010-08-16 10:42:30 UTC,+2.99346888407,+0,+3.81514729736,+4.66248636712,+5.08655657824,+4.66257936502,+5.50992125796,+5.93402398742,+2.11979342326,+0,+0,+2.119764879,+0,+0,+3.81542122408,+0,+5.98058604061,+2.99081825614,+0,+0
2010-08-16 10:43:00 UTC,+2.99026437398,+5.5174571211,+0,+4.66889289771,+5.09354595754,+4.6689860767,+5.51749208618,+5.94217770009,+2.12270634944,+0,+0,+2.12267776512,+0,+0,+3.82066412263,+0,+5.979610373,+0,+0,+0
2010-08-16 10:43:30 UTC,+2.99046208527,+5.51546134546,+0,+4.6672040384,+5.09170345047,+4.66729716968,+5.5154963002,+5.94002825691,+2.12193845768,+0,+0,+2.12190988392,+4.66765486811,+5.51629859879,+3.8192820146,+0,+5.9797546896,+0,+0,+0
2010-08-16 10:44:00 UTC,+2.98831263343,+5.51712214071,+0,+4.66860943158,+5.09323670243,+4.66870260255,+5.51715710405,+5.94181692739,+2.12257746282,+0,+0,+2.12254888028,+4.66906043346,+5.51795973081,+3.82043214303,+0,+5.97741421368,+0,+0,+0
2010-08-16 10:44:30 UTC,+0,+5.51355307068,+0,+4.66558922376,+5.08994172437,+4.66568230937,+5.51358801552,+5.93797305177,+2.12120423249,+3.8179688131,+0,+2.12117566883,+4.66603985549,+5.51438993679,+3.81796050217,+0,+5.9840903989,+0,+0,+0
2010-08-16 10:45:00 UTC,+0,+5.51967530528,+0,+4.67076996292,+5.09559379296,+4.67086319495,+5.51971028188,+5.94456667647,+0,+3.82220859532,+0,+2.12353121875,+4.6712212296,+5.52051341327,+3.82220025233,+0,+5.97821051947,+0,+0,+0
2010-08-16 10:45:30 UTC,+0,+5.52042689922,+0,+4.67140597444,+5.096287667,+4.67149922442,+5.52046187971,+5.94537614037,+0,+3.82272909042,+4.24710178228,+2.12382039684,+4.67185731894,+5.52126515944,+3.8227207435,+0,+0,+0,+0,+2.56431907349
2010-08-16 10:46:00 UTC,+0,+5.51726019568,+0,+4.66872625606,+5.0933641553,+4.66881943035,+5.51729515974,+5.94196561212,+0,+3.82053607882,+4.24466538884,+2.12260199742,+4.66917727228,+5.51809781383,+3.82052774847,+2.97142653297,+0,+0,+0,+2.56480716042
2010-08-16 10:46:30 UTC,+0,+5.52146619117,+0,+4.672285441,+5.097247145,+4.67237871583,+5.52150117706,+0,+0,+3.82344882301,+4.24790139119,+0,+4.67273689332,+5.52230466224,+3.82344047065,+2.97369188422,+0,+2.99347846329,+0,+2.5657866503
2010-08-16 10:47:00 UTC,+0,+5.51760147535,+3.82048965331,+4.6690150527,+5.09367922585,+4.66910823514,+5.51763644117,+0,+0,+3.82077242243,+4.24492796203,+0,+4.66946610428,+5.51843916265,+3.82076409029,+2.97161034633,+0,+2.99391998549,+4.27658604342,+2.56616508801
2010-08-16 10:47:30 UTC,+0,+5.51970908464,+3.82194906856,+4.67079854751,+0,+4.67089178033,+5.5197440614,+0,+0,+3.82223198802,+4.24654951116,+0,+4.67124981756,+5.52054719925,+3.82222364485,+2.97274550567,+0,+2.99290711356,+4.27513927389,+2.56529693474
2010-08-16 10:48:00 UTC,+2.9837465939,+5.52174726515,+3.823360408,+0,+0,+4.67261657214,+0,+0,+0,+3.8236434729,+4.24811764346,+0,+4.67297477205,+5.52258579321,+3.82363511908,+2.9738432708,+0,+2.98820616903,+4.26842452284,+2.56126765901
2010-08-16 10:48:30 UTC,+2.98465361358,+5.51868305319,+3.8212385925,+0,+0,+0,+0,+0,+2.12317803721,+3.82152143877,+4.24576010469,+0,+4.67038146595,+5.51952095978,+3.82151310097,+2.97219288466,+0,+2.98663031235,+4.2661735954,+2.55991696002
2010-08-16 10:49:00 UTC,+2.98661927976,+5.51356674318,+3.81769580046,+0,+0,+0,+0,+0,+2.12120949311,+3.81797828162,+4.24182372583,+0,+4.66605142682,+5.51440361207,+3.81796997062,+2.96943723748,+0,+2.98825471931,+4.2684938712,+2.56130927245
2010-08-16 10:49:30 UTC,+2.98875563784,+5.51037789641,+3.81548768135,+0,+0,+0,+0,+0,+2.11998255683,+0,+4.23937029553,+2.11995400997,+4.66335263956,+5.51121411824,+0,+2.96771972282,+0,+2.98846790359,+4.26879838008,+2.56149199705
2010-08-16 10:50:00 UTC,+2.98632967061,+5.50929804652,+3.81473993863,+0,+0,+0,+0,+0,+2.11956707533,+0,+4.23853948224,+2.11953853418,+4.66243874025,+5.51013404931,+0,+2.96713811512,+5.97684050545,+2.98894508702,+4.26947998103,+2.56190100074
2010-08-16 10:50:30 UTC,+2.98640832697,+5.51221563025,+3.81676022141,+0,+0,+0,+0,+0,+2.12068964079,+0,+4.24078420855,+2.1206610842,+4.6649079519,+5.51305222501,+0,+2.96870952732,+5.97378276372,+2.98741588836,+4.26729569911,+2.56059029329
2010-08-16 10:51:00 UTC,+2.98502239539,+5.51206904275,+3.81665871681,+0,+0,+0,+0,+0,+2.12063323999,+0,+4.24067142728,+2.12060468418,+4.66478389187,+5.51290560778,+0,+2.96863057521,+5.97470118754,+2.98787519877,+4.26795177042,+2.56098397764
2010-08-16 10:51:30 UTC,+2.98184145372,+5.51119997643,+3.81605693122,+0,+5.08776933935,+0,+0,+0,+2.1202988592,+0,+4.24000278627,+2.12027030799,+4.66404838296,+5.51203636508,+0,+2.96816249558,+5.97661316415,+2.98883139204,+4.26931758097,+2.56180355044
2010-08-16 10:52:00 UTC,+2.98348586357,+5.51300842099,+3.81730918989,+0,+5.08943890184,+0,+0,+5.937386466,+2.12099467385,+0,+4.24139416473,+2.12096611307,+4.66557890716,+5.51384517661,+0,+2.96913652485,+5.97591916559,+2.98848431836,+4.2688218267,+2.56150606649
