# file...... Output/hvac/house_hvac_file_022.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_9C_tm_2_C_9_Meter_47_421:hvac_load,house_2_10C_tm_2_C_10_Meter_47_422:hvac_load,house_2_11C_tm_2_C_11_Meter_47_423:hvac_load,house_2_12C_tm_2_C_12_Meter_47_424:hvac_load,house_2_13C_tm_2_C_13_Meter_47_425:hvac_load,house_2_14C_tm_2_C_14_Meter_47_426:hvac_load,house_2_15C_tm_2_C_15_Meter_47_427:hvac_load,house_2_1A_tm_2_A_1_Meter_48_428:hvac_load,house_2_2A_tm_2_A_2_Meter_48_429:hvac_load,house_2_3A_tm_2_A_3_Meter_48_430:hvac_load,house_2_4A_tm_2_A_4_Meter_48_431:hvac_load,house_2_5A_tm_2_A_5_Meter_48_432:hvac_load,house_2_6A_tm_2_A_6_Meter_48_433:hvac_load,house_2_7A_tm_2_A_7_Meter_48_434:hvac_load,house_2_8A_tm_2_A_8_Meter_48_435:hvac_load,house_2_9A_tm_2_A_9_Meter_48_436:hvac_load,house_2_10A_tm_2_A_10_Meter_48_437:hvac_load,house_2_11A_tm_2_A_11_Meter_48_438:hvac_load,house_2_12A_tm_2_A_12_Meter_48_439:hvac_load,house_2_13A_tm_2_A_13_Meter_48_440:hvac_load
2010-08-16 08:11:30 UTC,+0,+0,+5.59750584936,+0,+0,+0,+0,+0,+0,+2.57078165098,+0,+2.99913925992,+0,+0,+0,+3.42738077192,+0,+2.99899127905,+0,+4.71226048446
2010-08-16 08:12:00 UTC,+0,+0,+5.59425501541,+0,+5.16452360395,+0,+0,+0,+0,+2.57279288506,+0,+3.00148559342,+0,+0,+0,+3.43006206671,+0,+3.00133215946,+0,+4.71594691235
2010-08-16 08:12:30 UTC,+0,+0,+5.59624749592,+0,+5.16636308465,+0,+0,+0,+0,+2.57508208335,+0,+0,+0,+0,+0,+3.43311393221,+0,+3.00400259162,+0,+4.72014282638
2010-08-16 08:13:00 UTC,+0,+0,+0,+0,+5.16212305716,+0,+4.7319924256,+0,+0,+2.57877939981,+0,+0,+0,+0,+0,+3.43804304345,+0,+0,+3.43810386253,+0
2010-08-16 08:13:30 UTC,+0,+0,+0,+0,+5.16363137643,+0,+4.73337507244,+0,+0,+2.5803261325,+0,+0,+0,+0,+0,+3.44010508447,+0,+0,+3.44016596415,+0
2010-08-16 08:14:00 UTC,+0,+0,+0,+0,+5.16529712562,+0,+4.7349020322,+0,+0,+0,+0,+0,+0,+0,+0,+3.43854539246,+0,+0,+3.43860622631,+0
2010-08-16 08:14:30 UTC,+0,+4.73237044271,+0,+0,+5.16289395428,+0,+4.73269909195,+0,+0,+0,+0,+0,+0,+0,+0,+3.43852597614,+0,+0,+3.43858680942,+0
2010-08-16 08:15:00 UTC,+0,+4.73094123492,+0,+0,+5.16133468592,+0,+4.73126974107,+0,+0,+0,+0,+0,+0,+0,+0,+3.43843748845,+5.58670873303,+0,+3.43849831913,+0
2010-08-16 08:15:30 UTC,+0,+4.727817948,+0,+0,+5.1579271741,+0,+4.72814614146,+0,+0,+0,+0,+0,+0,+0,+0,+3.43721801805,+5.5847274187,+0,+3.43727881287,+0
2010-08-16 08:16:00 UTC,+0,+4.72780990642,+0,+0,+5.15793309739,+0,+4.72815157122,+0,+5.15677096936,+0,+0,+0,+0,+0,+0,+3.43792578581,+5.58587735264,+0,+3.43798660145,+0
2010-08-16 08:16:30 UTC,+0,+4.72827265569,+0,+4.29878641259,+5.15843796063,+4.29837000021,+0,+0,+5.15961476042,+0,+0,+0,+0,+0,+0,+0,+5.58895768847,+0,+0,+0
2010-08-16 08:17:00 UTC,+0,+4.72995945636,+0,+4.30032004579,+0,+4.29990343422,+0,+0,+5.14999398408,+0,+0,+0,+0,+6.00828733031,+0,+0,+5.57853666229,+0,+0,+0
2010-08-16 08:17:30 UTC,+0,+4.72723027811,+0,+4.29783868656,+0,+4.2974223973,+0,+0,+5.15127699522,+0,+0,+0,+0,+6.00978417673,+0,+0,+5.5799263934,+0,+0,+0
2010-08-16 08:18:00 UTC,+0,+4.72650095452,+0,+4.29717558815,+0,+4.29675938499,+0,+2.14295596673,+5.14269792095,+0,+3.85734593264,+0,+0,+5.99977525605,+3.85688377384,+0,+5.57063371798,+0,+0,+0
2010-08-16 08:18:30 UTC,+4.72558752266,+4.72515462241,+0,+4.29595150769,+0,+4.29553546358,+0,+2.14516176151,+5.1479913139,+0,+3.86131173907,+0,+0,+6.00595088162,+3.86085363341,+0,+5.57636741135,+0,+0,+0
2010-08-16 08:19:00 UTC,+4.72650908262,+4.72607606219,+0,+4.2967892775,+0,+4.29637312456,+0,+2.14564754076,+5.14915707084,+0,+3.86218615063,+0,+0,+6.00731093147,+3.86172791036,+0,+5.57763013512,+0,+0,+0
2010-08-16 08:19:30 UTC,+4.72955179302,+4.7291183758,+0,+4.29955533833,+0,+4.29913882607,+0,+2.14535274935,+5.14844964023,+0,+3.86165552068,+0,+0,+6.00648559571,+3.86119736215,+0,+5.57686386101,+0,+0,+0
2010-08-16 08:20:00 UTC,+4.72584436989,+4.72541143616,+0,+4.29618500184,+0,+4.29576892742,+0,+2.14810403685,+5.15505208875,+0,+3.86660788857,+0,+0,+6.01418845269,+3.86614896772,+0,+0,+0,+0,+0
2010-08-16 08:20:30 UTC,+4.72714959589,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.86386945738,+0,+0,+6.00992912777,+3.86341095801,+0,+0,+3.00508057254,+0,+0
2010-08-16 08:21:00 UTC,+4.72729881822,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.0075936612,+3.86190965671,+0,+0,+3.00391279205,+0,+0
2010-08-16 08:21:30 UTC,+4.72891464465,+0,+0,+0,+0,+0,+0,+0,+0,+2.5741657011,+0,+0,+4.71881463578,+0,+0,+0,+0,+3.00293687683,+0,+0
2010-08-16 08:22:00 UTC,+4.72852537829,+0,+0,+0,+0,+0,+0,+0,+0,+2.57626199947,+0,+3.00553193565,+4.7226573541,+0,+0,+0,+0,+3.00538228972,+0,+0
2010-08-16 08:22:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.57479108399,+0,+3.00381594615,+4.71996102321,+0,+0,+0,+0,+3.00366641004,+0,+0
2010-08-16 08:23:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.57395058831,+0,+3.00283541278,+4.71842031318,+0,+0,+0,+0,+3.00268593947,+0,+0
2010-08-16 08:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.57274735723,+0,+3.00143170747,+4.71621467387,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.57184847714,+0,+3.00038306207,+4.71456693952,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.00083821276,+4.71528211685,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:25:00 UTC,+0,+0,+5.58727883387,+0,+0,+0,+0,+0,+0,+0,+0,+2.99977877701,+4.71361742763,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:25:30 UTC,+0,+0,+5.58844429447,+0,+0,+0,+4.72928014264,+0,+0,+0,+0,+3.00230310595,+4.71758390052,+0,+0,+0,+0,+0,+3.43106152649,+0
2010-08-16 08:26:00 UTC,+0,+0,+5.58703741313,+0,+0,+0,+4.72808951076,+0,+0,+0,+0,+3.0025546057,+0,+0,+0,+0,+0,+0,+3.43134893947,+0
2010-08-16 08:26:30 UTC,+0,+0,+5.58886036343,+0,+0,+0,+4.72963225832,+2.14490413154,+0,+0,+0,+3.00254805641,+0,+0,+0,+3.43128083485,+0,+0,+3.43134145497,+4.71762255841
2010-08-16 08:27:00 UTC,+0,+0,+5.58869576872,+0,+0,+0,+4.72949296321,+2.14347632701,+0,+0,+0,+0,+0,+0,+0,+3.42937606252,+0,+0,+3.42943662653,+4.71500374684
2010-08-16 08:27:30 UTC,+0,+0,+5.58969748021,+0,+0,+0,+4.73034070322,+2.14420846388,+0,+0,+0,+0,+0,+0,+0,+3.43054739321,+0,+0,+3.43060799173,+4.71661417257
2010-08-16 08:28:00 UTC,+0,+0,+5.58698874997,+0,+0,+0,+4.72804832751,+2.1443351614,+0,+0,+3.85982384372,+0,+0,+0,+0,+3.43075009394,+0,+0,+3.43081069843,+4.71689285937
2010-08-16 08:28:30 UTC,+0,+0,+5.58895561248,+0,+0,+4.29937560806,+4.72971286678,+2.14321723242,+0,+0,+3.85781155105,+0,+0,+0,+0,+3.4289615424,+0,+0,+3.4290220942,+4.7144338361
2010-08-16 08:29:00 UTC,+0,+0,+5.58477957678,+0,+5.15578943173,+4.29616312367,+0,+2.14312050642,+0,+0,+3.85763744248,+0,+0,+0,+0,+3.42880679248,+0,+0,+3.42886733972,+4.71422107531
2010-08-16 08:29:30 UTC,+0,+0,+5.58283694575,+0,+5.1539959629,+4.2946687227,+0,+0,+0,+0,+3.85951274282,+0,+0,+0,+0,+3.43047358348,+0,+0,+0,+4.71651269388
2010-08-16 08:30:00 UTC,+0,+4.72191839638,+0,+0,+5.15150541159,+4.29259348046,+0,+0,+0,+0,+3.8601763947,+0,+0,+0,+0,+3.43106344579,+0,+0,+0,+4.71732367704
2010-08-16 08:30:30 UTC,+0,+4.71932198085,+0,+4.2906484902,+5.14867270081,+4.29023313523,+0,+0,+0,+0,+3.8592534424,+0,+0,+0,+3.8587956537,+3.43024311393,+5.57339505819,+3.00149057873,+0,+4.71619582853
2010-08-16 08:31:00 UTC,+0,+4.71849110556,+0,+4.28989306121,+5.14776620897,+4.28947780447,+0,+0,+5.14385515255,+0,+0,+0,+0,+0,+3.85775165704,+3.42931505339,+5.57188720716,+3.00067851059,+0,+0
2010-08-16 08:31:30 UTC,+0,+4.71975965516,+0,+4.29104642215,+5.14915020708,+4.29063101549,+0,+0,+5.14268791855,+2.57164604127,+0,+0,+0,+0,+3.85687627236,+3.42853688043,+5.5706228835,+2.99999759653,+0,+0
2010-08-16 08:32:00 UTC,+0,+4.72238728409,+0,+4.29343545332,+5.15201697194,+4.29301973615,+0,+0,+5.14100229307,+2.5708031018,+0,+0,+0,+5.99779702333,+3.85561211222,+0,+5.56879704898,+2.99901427518,+0,+0
2010-08-16 08:32:30 UTC,+4.72312340225,+4.72269082345,+0,+4.29371143027,+5.1523481359,+4.29329567722,+0,+0,+5.14354682202,+2.57207555756,+0,+0,+0,+6.00076564071,+3.85752041993,+0,+5.57155322994,+3.00049864384,+0,+0
2010-08-16 08:33:00 UTC,+4.7229703513,+4.7225377925,+0,+4.29357229503,+5.15218117785,+0,+0,+0,+5.14561681247,+2.57311070841,+0,+0,+0,+6.00318062975,+3.85907284037,+0,+5.57379540061,+3.00170618716,+0,+0
2010-08-16 08:33:30 UTC,+4.72345386369,+4.7230212418,+0,+4.29401184546,+5.15270862502,+0,+0,+0,+5.14242404701,+2.57151408567,+0,+0,+0,+5.99945573641,+3.85667837793,+0,+5.5703370633,+2.99984366523,+0,+0
2010-08-16 08:34:00 UTC,+4.72747030337,+4.72703715755,+0,+4.29766310205,+0,+0,+0,+0,+5.14209541329,+2.57134974405,+0,+0,+0,+5.99907233038,+0,+0,+5.5699810942,+0,+0,+0
2010-08-16 08:34:30 UTC,+4.72836897795,+4.72793571496,+0,+0,+0,+0,+0,+0,+5.13586783377,+2.56823548606,+0,+0,+0,+5.99180682017,+0,+0,+5.56323550943,+0,+0,+0
2010-08-16 08:35:00 UTC,+4.73219480193,+4.73176104021,+0,+0,+0,+0,+0,+2.13986663356,+5.13528424205,+0,+0,+0,+4.70740900608,+5.99112596309,+0,+0,+5.56260337514,+0,+0,+0
2010-08-16 08:35:30 UTC,+4.72773213829,+4.72729895835,+0,+0,+0,+0,+0,+2.14171926,+5.13973011325,+0,+0,+2.99842133087,+4.71148447531,+5.99631281339,+0,+0,+5.56741905028,+0,+0,+0
2010-08-16 08:36:00 UTC,+4.72641844156,+4.72598543295,+0,+0,+0,+0,+0,+2.14228175857,+0,+0,+0,+2.99920883465,+4.71272187835,+5.9978876564,+0,+0,+0,+0,+0,+0
2010-08-16 08:36:30 UTC,+4.72510108676,+0,+0,+0,+0,+0,+0,+2.14230864959,+0,+0,+0,+2.99924648235,+4.71278103413,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:37:00 UTC,+0,+0,+0,+0,+0,+0,+4.72398066711,+2.14179139002,+0,+0,+3.85524500854,+2.99852231364,+4.71164314928,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:37:30 UTC,+0,+0,+0,+0,+0,+0,+4.7247460362,+2.14236184778,+0,+0,+3.856271843,+2.99932096037,+4.71289806131,+0,+0,+0,+0,+0,+3.42765354164,+0
2010-08-16 08:38:00 UTC,+0,+0,+0,+0,+0,+0,+4.72274208495,+0,+0,+0,+3.85836589107,+3.00094965978,+4.71545723335,+0,+0,+0,+0,+0,+3.42951481325,+0
2010-08-16 08:38:30 UTC,+0,+0,+0,+0,+0,+0,+4.72604864973,+0,+0,+0,+3.85137982284,+2.99551606669,+4.70691943978,+0,+0,+0,+0,+0,+3.42330532341,+0
2010-08-16 08:39:00 UTC,+0,+0,+0,+0,+0,+0,+4.72935100563,+0,+0,+0,+3.84977881335,+2.99427084066,+4.70496281873,+0,+0,+0,+0,+0,+3.42188228378,+0
2010-08-16 08:39:30 UTC,+0,+0,+0,+0,+0,+0,+4.72607421548,+0,+0,+0,+3.85772008518,+3.00044736774,+0,+0,+0,+0,+0,+0,+3.42894079577,+0
2010-08-16 08:40:00 UTC,+0,+0,+5.58322872193,+0,+0,+4.29381058441,+4.72359062834,+0,+0,+0,+3.8604255159,+0,+0,+0,+0,+0,+0,+0,+3.43134548815,+0
2010-08-16 08:40:30 UTC,+0,+0,+5.58559942575,+0,+0,+4.29679380604,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.00358246591,+3.43269445745,+0
2010-08-16 08:41:00 UTC,+0,+0,+5.58755746586,+0,+0,+4.29830006069,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.43271489534,+0,+3.00365342785,+0,+0
2010-08-16 08:41:30 UTC,+0,+0,+5.58667572509,+0,+0,+4.29762176705,+0,+0,+0,+2.57702195725,+0,+0,+0,+0,+0,+3.43570384749,+0,+3.00626880977,+0,+0
2010-08-16 08:42:00 UTC,+0,+0,+5.58624084945,+0,+0,+4.2972872318,+0,+0,+0,+2.5747236023,+0,+0,+0,+0,+3.8614917049,+3.43263976788,+0,+3.00358769009,+0,+4.71949091274
2010-08-16 08:42:30 UTC,+0,+0,+5.58148051955,+0,+0,+4.29362526945,+0,+0,+0,+2.57700602346,+0,+0,+0,+0,+3.86491466257,+3.43568260517,+0,+3.00625022239,+0,+4.72367441405
2010-08-16 08:43:00 UTC,+0,+0,+5.57586843475,+0,+0,+4.28930808063,+0,+2.15022915739,+0,+2.58037933561,+0,+0,+0,+0,+3.86997363503,+3.44017977732,+0,+3.01018532131,+0,+4.72985743474
2010-08-16 08:43:30 UTC,+0,+0,+5.57347568073,+4.28788241046,+0,+4.28746741513,+0,+2.15145236106,+0,+2.58184725792,+0,+0,+0,+0,+3.87217508533,+3.44213675592,+0,+3.01189770945,+0,+4.73254802316
2010-08-16 08:44:00 UTC,+0,+0,+5.57910785057,+4.29221561334,+0,+4.2918000547,+0,+2.15113214899,+0,+2.58146298305,+0,+0,+0,+0,+3.87159878633,+3.44162445513,+0,+0,+0,+4.73184367682
2010-08-16 08:44:30 UTC,+0,+0,+5.57386661557,+4.28818318265,+5.14659278528,+0,+0,+2.15250415485,+0,+2.58310947744,+0,+0,+0,+0,+3.8740680422,+3.44381949939,+0,+0,+0,+4.73486157431
2010-08-16 08:45:00 UTC,+0,+4.71517971732,+5.5721758423,+4.28688235827,+5.14415345687,+0,+0,+2.15247153431,+0,+0,+0,+0,+0,+0,+3.87400933362,+3.44376731043,+0,+0,+0,+4.73478982131
2010-08-16 08:45:30 UTC,+0,+4.71372868349,+0,+4.2855630832,+5.14257036686,+0,+0,+2.14801268741,+5.15483287142,+0,+0,+0,+0,+0,+3.86598456239,+3.43663369231,+5.58377804498,+0,+0,+4.72498203389
2010-08-16 08:46:00 UTC,+4.72735890103,+4.72692576971,+0,+4.29756182864,+5.15696849705,+0,+0,+0,+5.14756680664,+0,+3.8609933244,+0,+0,+6.00545562313,+0,+3.43178954341,+5.57590759397,+0,+0,+4.71832196584
2010-08-16 08:46:30 UTC,+4.73141108266,+4.7309774231,+0,+4.30124557751,+5.16138888389,+0,+0,+0,+5.14939381516,+0,+3.8623637279,+0,+0,+6.00758713319,+0,+0,+5.57788657172,+0,+0,+4.71999660008
2010-08-16 08:47:00 UTC,+4.73354410003,+4.7331101625,+0,+4.30318465652,+5.16371571986,+0,+0,+0,+5.14860604552,+0,+3.86177283724,+0,+0,+6.00666806856,+0,+0,+5.57703327596,+0,+0,+0
2010-08-16 08:47:30 UTC,+4.73079248399,+4.73035890506,+0,+4.30068322311,+5.16071407568,+0,+0,+0,+5.14501594242,+0,+3.85907997084,+0,+4.71632992245,+6.00247961464,+0,+0,+5.57314455067,+0,+0,+0
2010-08-16 08:48:00 UTC,+4.72711746409,+4.72668436431,+0,+0,+5.15670512175,+0,+4.72701811514,+0,+5.14225207491,+0,+3.8570068476,+2.99989262899,+4.71379632301,+5.99925510228,+0,+0,+5.57015078674,+0,+0,+0
2010-08-16 08:48:30 UTC,+4.73381820995,+4.73338423666,+0,+0,+5.16401473702,+0,+4.73371867452,+0,+5.13612951371,+0,+3.85241443339,+2.99632076148,+4.70818385503,+5.99211211347,+0,+0,+5.56351895582,+0,+3.42422492559,+0
2010-08-16 08:49:00 UTC,+4.73196794295,+4.73153421082,+0,+0,+5.16199634381,+0,+4.73186845901,+0,+5.13616794043,+0,+3.85244325659,+2.99634317946,+4.70821908029,+5.99215694464,+0,+0,+5.56356057872,+0,+3.42425054475,+0
2010-08-16 08:49:30 UTC,+4.73533663021,+4.73490245911,+0,+0,+5.16567112997,+0,+4.73523705255,+0,+5.13761965345,+0,+0,+2.9971901006,+4.70954984573,+5.99385061003,+0,+0,+5.56513304409,+0,+3.42521840305,+0
2010-08-16 08:50:00 UTC,+0,+4.73742194837,+0,+0,+5.16841991305,+0,+4.73775679995,+0,+5.1371403019,+0,+0,+2.99691044963,+4.70911043073,+5.99329136649,+0,+0,+5.56461382045,+2.99676135576,+3.42489881897,+0
2010-08-16 08:50:30 UTC,+0,+4.73448904208,+0,+0,+0,+0,+4.73482359316,+0,+5.13940924027,+0,+0,+2.99823413538,+4.71119033545,+5.99593846155,+0,+0,+5.56707148737,+2.99808495673,+3.42641152211,+0
2010-08-16 08:51:00 UTC,+0,+4.73548366302,+0,+0,+0,+4.30492537101,+4.73581831601,+2.14412913967,+0,+2.57305892554,+0,+3.00179518718,+4.71678580879,+0,+0,+0,+0,+3.00164578046,+3.43048107881,+0
2010-08-16 08:51:30 UTC,+0,+4.72860172947,+0,+0,+0,+4.29866915407,+4.72893567697,+2.14357848913,+0,+2.57239810977,+0,+3.00102427077,+4.7155744694,+0,+0,+0,+0,+3.00087491341,+3.4296000784,+0
2010-08-16 08:52:00 UTC,+0,+0,+0,+0,+0,+4.30056148933,+0,+2.14341785402,+0,+2.5722053374,+0,+3.00079937997,+4.71522109895,+0,+0,+0,+0,+3.00065003701,+3.42934307403,+0
2010-08-16 08:52:30 UTC,+0,+0,+0,+0,+0,+4.30590755231,+0,+2.14431965605,+0,+2.57328755734,+0,+3.00206191207,+0,+0,+0,+0,+0,+3.00191248827,+0,+0
2010-08-16 08:53:00 UTC,+0,+0,+0,+0,+0,+4.30754041974,+0,+2.14279098633,+0,+2.57145305618,+0,+0,+0,+0,+3.85658685177,+0,+0,+2.999772472,+0,+0
2010-08-16 08:53:30 UTC,+0,+0,+0,+0,+0,+4.31006477815,+0,+2.14212154715,+0,+2.57064968646,+0,+0,+0,+0,+3.85538203458,+0,+0,+0,+0,+0
2010-08-16 08:54:00 UTC,+0,+0,+0,+0,+0,+4.30629556093,+0,+0,+0,+2.57301012469,+0,+0,+0,+0,+3.85892199451,+0,+0,+0,+0,+0
2010-08-16 08:54:30 UTC,+0,+0,+5.59973037977,+0,+0,+4.30766427567,+0,+0,+0,+0,+0,+0,+0,+0,+3.85802740944,+3.42956018341,+0,+0,+0,+0
2010-08-16 08:55:00 UTC,+0,+0,+5.60266658291,+0,+0,+4.30992299839,+0,+0,+0,+0,+3.85904908375,+0,+0,+0,+3.85859132648,+3.43006147733,+0,+0,+0,+0
2010-08-16 08:55:30 UTC,+0,+0,+5.59711019862,+0,+0,+0,+0,+0,+0,+0,+3.85832103981,+0,+0,+0,+3.8578633947,+3.42941438255,+0,+0,+0,+0
2010-08-16 08:56:00 UTC,+0,+0,+5.58947805043,+4.30019409726,+0,+0,+0,+0,+0,+0,+3.86387095825,+0,+0,+0,+3.86341245864,+3.4343472214,+0,+0,+0,+0
2010-08-16 08:56:30 UTC,+0,+0,+5.58921210856,+4.29998949055,+0,+0,+0,+0,+0,+0,+3.86251703883,+0,+0,+0,+3.86205874764,+3.43314384039,+0,+0,+0,+0
2010-08-16 08:57:00 UTC,+0,+0,+5.58352624702,+4.29561497945,+0,+0,+0,+0,+0,+0,+3.86042469777,+0,+0,+0,+0,+3.43128414072,+0,+0,+0,+4.71762710349
2010-08-16 08:57:30 UTC,+0,+0,+5.58057044428,+4.29334088395,+0,+0,+0,+0,+0,+0,+3.8632935884,+0,+0,+0,+0,+3.43383404765,+0,+0,+0,+4.72113289044
2010-08-16 08:58:00 UTC,+0,+0,+5.5808464996,+4.29355327171,+0,+0,+0,+0,+0,+0,+3.86297037139,+0,+0,+0,+0,+3.43354676823,+0,+0,+0,+4.72073791902
2010-08-16 08:58:30 UTC,+4.72060770249,+0,+5.57807953684,+4.29142446321,+0,+0,+4.72050853479,+0,+0,+0,+0,+0,+0,+0,+0,+3.43855987684,+0,+0,+0,+4.72763028448
2010-08-16 08:59:00 UTC,+4.72156824832,+0,+5.57921451088,+4.2922976742,+0,+0,+4.72146905388,+2.14759513606,+5.15383084553,+0,+0,+0,+0,+0,+0,+3.43596566047,+0,+3.00649790039,+3.43602641846,+4.72406357791
2010-08-16 08:59:30 UTC,+4.71952031827,+4.72008403827,+5.57679469151,+4.29043594625,+5.14841765453,+0,+4.71942118086,+2.14417878341,+5.14563239574,+0,+0,+0,+4.71689501675,+6.00319881024,+0,+3.43049990802,+5.57381228012,+3.00171527776,+3.43056050515,+4.71654888664
2010-08-16 09:00:00 UTC,+4.71597959146,+4.71554794516,+5.57261099445,+4.28721714978,+5.14455519652,+0,+4.71588055269,+2.14546836805,+5.14872709814,+2.57466608498,+0,+3.00367012067,+4.71973188797,+6.00680929663,+0,+3.43256308796,+5.57716439766,+3.00352059391,+3.43262374583,+4.7193854879
2010-08-16 09:00:30 UTC,+4.72068859462,+4.72025633356,+0,+0,+5.14969208733,+0,+4.72058942467,+2.1439458568,+5.14507342614,+2.57283897441,+0,+3.00153858928,+4.71638261699,+6.00254667898,+0,+0,+5.57320681578,+3.00138919897,+3.43018783966,+4.71603653562
2010-08-16 09:01:00 UTC,+4.72277069003,+4.72233815726,+0,+0,+5.15196337417,+0,+4.7226714621,+2.14200783894,+5.14042263533,+2.57051322936,+0,+2.99882534435,+4.71211930082,+5.9971207559,+0,+0,+5.56816917574,+2.99867612781,+3.42708715348,+4.7117736253
2010-08-16 09:01:30 UTC,+4.7268112342,+4.72637817436,+0,+0,+5.156371066,+0,+4.72671189378,+2.13933663951,+5.13401237999,+2.56730761959,+0,+2.99508563767,+4.70624310753,+5.98964212383,+0,+0,+5.56122572059,+2.99493666072,+3.42281343073,+4.70589799162
2010-08-16 09:02:00 UTC,+4.72553244509,+4.72509955203,+0,+0,+5.15497607856,+4.29548540029,+4.72543314026,+0,+5.13890432937,+2.56975396219,+0,+2.99793957324,+4.71072749055,+5.99534939876,+0,+0,+5.56652457833,+2.99779041345,+3.42607489759,+0
2010-08-16 09:02:30 UTC,+4.7314776129,+4.73104394466,+0,+0,+5.16146145945,+4.30088931908,+0,+0,+5.13424168322,+2.56742228845,+0,+2.99521941189,+4.70645330667,+5.9899096443,+0,+0,+5.56147409708,+0,+3.4229663074,+0
2010-08-16 09:03:00 UTC,+0,+4.73390562476,+0,+0,+5.16458357565,+4.30349081055,+0,+0,+5.13675618262,+2.56867972726,+0,+2.99668635659,+4.70875831384,+5.99284322728,+0,+0,+5.56419775048,+0,+3.4246427263,+0
2010-08-16 09:03:30 UTC,+0,+4.73500638226,+0,+0,+5.16578451099,+4.30449148538,+0,+0,+5.13571567071,+0,+3.85210401783,+2.99607932784,+4.70780449082,+5.99162929657,+3.85243762698,+0,+5.56307068962,+0,+0,+0
2010-08-16 09:04:00 UTC,+0,+4.73213089242,+0,+0,+5.16264732828,+4.30187743977,+0,+0,+5.13314413212,+0,+3.85017515664,+2.99457910678,+4.7054471966,+5.98862916785,+3.84970929409,+0,+5.5602852526,+0,+0,+0
2010-08-16 09:04:30 UTC,+0,+4.73486163607,+0,+0,+5.1656265917,+4.30435989976,+0,+0,+5.13812044725,+0,+3.85390779404,+2.99748226089,+4.71000891655,+0,+3.85344133753,+0,+5.56567549346,+0,+0,+0
2010-08-16 09:05:00 UTC,+0,+4.73494330286,+0,+0,+5.16571569083,+4.30443414126,+0,+0,+0,+0,+3.85891217283,+3.00137454438,+0,+0,+3.85844492046,+0,+5.57290223632,+0,+0,+0
2010-08-16 09:05:30 UTC,+0,+4.73309418567,+0,+0,+0,+4.30275314883,+0,+0,+0,+0,+3.863304959,+0,+0,+0,+3.86283700827,+0,+0,+0,+0,+0
2010-08-16 09:06:00 UTC,+0,+4.73313132673,+0,+0,+0,+4.30278691298,+0,+0,+0,+0,+3.86107863973,+0,+0,+0,+3.86061104286,+0,+0,+0,+0,+0
2010-08-16 09:06:30 UTC,+0,+4.73307730939,+0,+0,+0,+0,+0,+2.1433571405,+0,+0,+3.85806953895,+0,+0,+0,+3.85760242056,+0,+0,+0,+0,+0
2010-08-16 09:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,+2.14248163174,+0,+0,+0,+0,+0,+0,+3.85602673421,+0,+0,+0,+0,+0
2010-08-16 09:07:30 UTC,+0,+0,+0,+0,+0,+0,+0,+2.13987530708,+0,+0,+0,+0,+0,+0,+3.85133603301,+0,+0,+0,+0,+0
2010-08-16 09:08:00 UTC,+0,+0,+0,+4.30179258889,+0,+0,+0,+2.14131259028,+0,+0,+0,+0,+0,+0,+0,+3.4259116132,+0,+2.99770760923,+0,+0
2010-08-16 09:08:30 UTC,+0,+0,+5.58966278543,+4.30032818263,+0,+0,+4.73109398421,+2.14332374698,+0,+0,+0,+0,+0,+0,+0,+3.42912921607,+0,+3.0005230781,+0,+0
2010-08-16 09:09:00 UTC,+0,+0,+5.58187211599,+4.29433432559,+0,+0,+4.72371816294,+2.1471780851,+0,+2.57672197,+0,+0,+0,+0,+0,+3.43529568239,+0,+3.00591886307,+0,+0
2010-08-16 09:09:30 UTC,+0,+0,+5.58022127021,+4.29306422498,+0,+0,+4.7223210659,+0,+0,+2.57800545012,+0,+0,+0,+0,+0,+3.43700676116,+0,+3.00741609218,+3.43706934599,+0
2010-08-16 09:10:00 UTC,+0,+0,+5.57876760068,+4.29194582468,+0,+0,+4.72109083756,+0,+0,+2.58093136292,+0,+0,+0,+0,+0,+3.44090745858,+0,+3.01082928253,+3.44097016216,+0
