# file...... Output/hvac/house_hvac_file_045.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_18A_tm_3_A_18_Meter_76_881:hvac_load,house_3_19A_tm_3_A_19_Meter_76_882:hvac_load,house_3_20A_tm_3_A_20_Meter_76_883:hvac_load,house_3_21A_tm_3_A_21_Meter_76_884:hvac_load,house_3_22A_tm_3_A_22_Meter_76_885:hvac_load,house_3_23A_tm_3_A_23_Meter_76_886:hvac_load,house_3_24A_tm_3_A_24_Meter_76_887:hvac_load,house_3_25A_tm_3_A_25_Meter_76_888:hvac_load,house_3_26A_tm_3_A_26_Meter_76_889:hvac_load,house_3_1B_tm_3_B_1_Meter_76_890:hvac_load,house_3_2B_tm_3_B_2_Meter_76_891:hvac_load,house_3_3B_tm_3_B_3_Meter_76_892:hvac_load,house_3_4B_tm_3_B_4_Meter_76_893:hvac_load,house_3_5B_tm_3_B_5_Meter_76_894:hvac_load,house_3_6B_tm_3_B_6_Meter_76_895:hvac_load,house_3_7B_tm_3_B_7_Meter_76_896:hvac_load,house_3_8B_tm_3_B_8_Meter_76_897:hvac_load,house_3_9B_tm_3_B_9_Meter_76_898:hvac_load,house_3_10B_tm_3_B_10_Meter_76_899:hvac_load,house_3_11B_tm_3_B_11_Meter_76_900:hvac_load
2010-08-16 00:05:00 UTC,+6.07567065134,+4.34016034552,+0,+0,+1.73627394708,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20319121398,+0,+0,+3.46902235772
2010-08-16 00:05:30 UTC,+6.08174906994,+4.34450257749,+0,+0,+0,+0,+0,+0,+3.47586568139,+0,+0,+0,+0,+0,+0,+0,+5.21103923708,+0,+0,+3.4742547776
2010-08-16 00:06:00 UTC,+6.08385122574,+4.34600429178,+0,+0,+0,+0,+5.64979370958,+0,+3.47706716382,+0,+0,+0,+0,+0,+0,+0,+5.20912669444,+0,+0,+3.4729796506
2010-08-16 00:06:30 UTC,+6.08596090309,+4.34751137919,+0,+0,+0,+0,+5.65175291554,+0,+3.4782729451,+0,+0,+0,+0,+0,+0,+0,+5.20968985444,+0,+0,+0
2010-08-16 00:07:00 UTC,+6.09802116129,+4.35612684948,+0,+0,+0,+0,+5.66295298315,+0,+3.48516595776,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:07:30 UTC,+6.1024693661,+4.35930450738,+0,+0,+0,+0,+5.66708392231,+2.17980196424,+3.48770831879,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:08:00 UTC,+6.10031295178,+4.35776403271,+0,+0,+0,+0,+5.66508131304,+2.17903166556,+3.48647582529,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.77255844911,+0
2010-08-16 00:08:30 UTC,+6.09929144739,+0,+0,+0,+0,+0,+5.66413266686,+2.17866677116,+3.48589198684,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.77686318142,+0
2010-08-16 00:09:00 UTC,+6.10125760098,+0,+0,+0,+0,+0,+5.66595858567,+2.1793691063,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.77601302783,+0
2010-08-16 00:09:30 UTC,+0,+0,+0,+0,+0,+0,+5.66692107367,+2.17973932491,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.77861389903,+0
2010-08-16 00:10:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.77766545913,+0
2010-08-16 00:10:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.77951406438,+0
2010-08-16 00:11:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78353505656,+0
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.22159224111,+0,+0,+0
2010-08-16 00:19:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21832645719,+0,+0,+0
2010-08-16 00:19:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.22176076861,+0,+0,+0
2010-08-16 00:20:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21864615191,+0,+0,+0
2010-08-16 00:20:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21426006595,+0,+0,+0
2010-08-16 00:21:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21578228214,+0,+0,+0
2010-08-16 00:21:30 UTC,+0,+0,+0,+0,+1.74289141442,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21735028907,+0,+0,+0
2010-08-16 00:22:00 UTC,+0,+0,+0,+0,+1.74111472047,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21781815373,+0,+0,+0
2010-08-16 00:22:30 UTC,+0,+0,+0,+0,+1.74264469747,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21403312794,+0,+0,+0
2010-08-16 00:23:00 UTC,+0,+0,+0,+0,+1.74241589214,+0,+0,+0,+0,+2.17110636758,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17300475115,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47684382379
2010-08-16 00:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17252237914,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47607201623
2010-08-16 00:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17220062263,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47555719759
2010-08-16 00:25:00 UTC,+0,+4.35740115303,+0,+0,+0,+0,+0,+0,+0,+2.17177895191,+0,+2.60625275382,+0,+0,+0,+0,+0,+0,+0,+3.47488251363
2010-08-16 00:25:30 UTC,+0,+4.35642025555,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60571863721,+0,+2.60560184245,+0,+0,+0,+0,+0,+3.47417038937
2010-08-16 00:26:00 UTC,+0,+4.35813135632,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.6024341769,+0,+2.60231757285,+0,+0,+0,+0,+0,+3.46979130107
2010-08-16 00:26:30 UTC,+0,+4.35795062864,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60657633663,+0,+2.60645949208,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:00 UTC,+0,+4.3571295656,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60643290084,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:30 UTC,+0,+4.35609000812,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:00 UTC,+0,+4.35573614422,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,+0,+4.35554362128,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.77314202777,+0
2010-08-16 00:29:00 UTC,+6.1022569923,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.76837928586,+0
2010-08-16 00:29:30 UTC,+6.09775487969,+0,+0,+0,+0,+0,+0,+2.17811099037,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.76813376335,+0
2010-08-16 00:30:00 UTC,+6.09853390425,+0,+0,+0,+0,+0,+0,+2.1783892662,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.7677188798,+0
2010-08-16 00:30:30 UTC,+6.09523453846,+0,+0,+0,+0,+0,+0,+2.17721069796,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.7684566393,+0
2010-08-16 00:31:00 UTC,+6.09827642786,+0,+0,+0,+0,+0,+0,+2.17829729292,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.76974434712,+0
2010-08-16 00:31:30 UTC,+6.09961943324,+0,+0,+0,+0,+0,+5.66442819698,+2.17877702859,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:32:00 UTC,+6.10231934334,+0,+0,+0,+0,+4.35908629121,+5.66693552968,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:32:30 UTC,+6.08973884778,+0,+0,+0,+0,+4.35009952911,+5.65525236712,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:33:00 UTC,+6.09033170569,+0,+0,+0,+0,+4.35052303175,+5.6558029381,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:33:30 UTC,+0,+0,+0,+0,+0,+4.35035062779,+5.65557880582,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:34:00 UTC,+0,+0,+0,+0,+0,+4.34979787527,+5.65486020466,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,+0,+0,+0,+4.34762337348,+5.65203326228,+0,+0,+0,+3.91406343675,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:00 UTC,+0,+0,+0,+0,+0,+4.34909615111,+5.65394793419,+0,+3.47961476469,+0,+3.91301662202,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.47901395886,+0,+3.91107529374,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.47934072171,+0,+3.9098337289,+0,+0,+0,+0,+0,+5.21293135618,+0,+0,+0
2010-08-16 00:36:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.47963746932,+0,+3.91249705662,+0,+0,+0,+0,+0,+5.21648231872,+0,+0,+0
2010-08-16 00:37:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.48063347029,+0,+3.91013442749,+0,+0,+0,+0,+0,+5.21333227172,+0,+0,+0
2010-08-16 00:37:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.48039667792,+0,+3.90867329692,+0,+0,+0,+0,+0,+5.21138417502,+0,+0,+0
2010-08-16 00:38:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20453726705,+0,+0,+0
2010-08-16 00:38:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20597144328,+0,+0,+0
2010-08-16 00:39:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47165028009,+0,+0,+0,+5.20751846212,+0,+0,+0
2010-08-16 00:39:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47475738576,+0,+0,+0,+5.21217919328,+0,+0,+0
2010-08-16 00:40:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47561500213,+0,+0,+0,+5.21346563788,+0,+0,+0
2010-08-16 00:40:30 UTC,+0,+0,+0,+0,+1.74123293272,+0,+0,+0,+0,+0,+0,+0,+3.47475938639,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:41:00 UTC,+0,+0,+0,+0,+1.74226765678,+0,+0,+0,+0,+0,+0,+0,+3.47365784641,+0,+0,+2.60553727123,+0,+0,+0,+0
2010-08-16 00:41:30 UTC,+0,+0,+0,+0,+1.74101195398,+0,+0,+0,+0,+0,+0,+0,+3.47405537885,+0,+0,+2.60583546465,+0,+0,+0,+0
2010-08-16 00:42:00 UTC,+0,+0,+0,+0,+1.74045582762,+0,+0,+0,+0,+0,+0,+2.60865485379,+0,+0,+0,+2.60864930284,+0,+0,+0,+0
2010-08-16 00:42:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60552248607,+0,+0,+0,+2.60551693743,+0,+0,+0,+0
2010-08-16 00:43:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17230338675,+0,+2.60688211331,+0,+0,+0,+2.60687656367,+0,+3.47575068363,+0,+0
2010-08-16 00:43:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17083183624,+0,+2.605116147,+0,+0,+0,+0,+0,+3.47339614147,+0,+0
2010-08-16 00:44:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17203292804,+0,+0,+0,+2.60644069997,+0,+0,+0,+3.47531793842,+0,+0
2010-08-16 00:44:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.1725870978,+0,+0,+0,+2.60710570489,+0,+0,+0,+3.47620463313,+0,+0
2010-08-16 00:45:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17298624768,+0,+0,+0,+2.60758468561,+0,+0,+0,+3.47684328959,+0,+0
2010-08-16 00:45:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17320171884,+0,+0,+0,+2.60784325147,+0,+0,+0,+3.47718805242,+0,+0
2010-08-16 00:46:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60774911857,+0,+0,+0,+3.47706253884,+0,+3.47703346482
2010-08-16 00:46:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.4773695899
2010-08-16 00:47:00 UTC,+0,+4.34951891384,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78066787876,+3.47696837977
2010-08-16 00:47:30 UTC,+0,+4.34957359284,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78085180187,+3.47710214784
2010-08-16 00:48:00 UTC,+0,+4.35158574884,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.77318716158,+3.47152762224
2010-08-16 00:48:30 UTC,+0,+4.34433429233,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.7780226619,+3.47504450228
2010-08-16 00:49:00 UTC,+0,+4.35048990624,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78046362608,+0
2010-08-16 00:49:30 UTC,+0,+4.34685166412,+0,+0,+0,+0,+0,+2.17357349733,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.77693757618,+0
2010-08-16 00:50:00 UTC,+0,+4.34107458996,+5.20906047705,+0,+0,+0,+0,+2.17068473423,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.77766012447,+0
2010-08-16 00:50:30 UTC,+0,+4.34311880884,+5.21151339966,+0,+0,+0,+0,+2.17170692365,+0,+0,+0,+0,+0,+0,+5.64151315374,+0,+0,+0,+0,+0
2010-08-16 00:51:00 UTC,+0,+4.34869532873,+5.21820484162,+0,+0,+0,+0,+2.17449540176,+0,+0,+0,+0,+0,+0,+5.63280240749,+0,+0,+0,+0,+0
2010-08-16 00:51:30 UTC,+0,+0,+5.2101178816,+0,+0,+0,+0,+2.17112537908,+0,+0,+0,+0,+0,+0,+5.64327164816,+0,+0,+0,+0,+0
2010-08-16 00:52:00 UTC,+0,+0,+5.21295701407,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.64624582108,+0,+0,+0,+0,+0
2010-08-16 00:52:30 UTC,+0,+0,+5.21451164162,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.64243009416,+0,+0,+0,+0,+0
2010-08-16 00:53:00 UTC,+0,+0,+5.2199514369,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.63585886699,+0,+0,+0,+0,+0
2010-08-16 00:53:30 UTC,+0,+0,+5.2218439749,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.63159828951,+0,+5.19903640267,+0,+0,+0
2010-08-16 00:54:00 UTC,+6.0949339102,+0,+5.22446297554,+5.66098431471,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.63753464916,+0,+5.20451694004,+0,+0,+0
2010-08-16 00:54:30 UTC,+6.09965344846,+0,+5.22850851347,+5.66381513424,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.63616171871,+0,+5.20324942976,+0,+0,+0
2010-08-16 00:55:00 UTC,+6.1010616027,+0,+0,+5.66512266275,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21128120149,+0,+0,+0
2010-08-16 00:55:30 UTC,+6.10309772118,+0,+0,+5.66701328165,+0,+4.35964231831,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20616123379,+0,+0,+0
2010-08-16 00:56:00 UTC,+6.09688910993,+0,+0,+5.66124833341,+0,+4.35520725362,+5.66189262039,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20754750187,+0,+0,+0
2010-08-16 00:56:30 UTC,+6.095167533,+0,+0,+5.6596497792,+0,+4.35397746083,+5.66029383888,+0,+0,+0,+3.90289941941,+0,+0,+0,+0,+0,+5.20368597758,+0,+0,+0
2010-08-16 00:57:00 UTC,+6.09803499799,+0,+0,+5.66231233712,+0,+4.35602580826,+5.66295677527,+0,+0,+0,+3.89887742022,+2.59943884111,+0,+0,+0,+0,+5.19832352508,+0,+0,+0
2010-08-16 00:57:30 UTC,+6.09828491075,+0,+0,+5.6625443913,+0,+4.35620433115,+5.66318886242,+0,+0,+0,+3.89822193606,+2.59900181088,+0,+0,+0,+0,+5.19744958091,+0,+0,+0
2010-08-16 00:58:00 UTC,+6.0920727764,+0,+0,+5.65677617177,+1.74094344215,+4.35176674972,+5.65741982295,+0,+0,+0,+3.90306546192,+2.60223112949,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:30 UTC,+0,+0,+0,+5.65920167825,+1.7416899621,+4.35363272978,+5.65984567424,+0,+0,+0,+3.9047630635,+2.60336296947,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:59:00 UTC,+0,+0,+0,+0,+1.74050820762,+0,+5.65600550803,+0,+0,+0,+3.90682224313,+2.60473588395,+3.47258209173,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:59:30 UTC,+0,+0,+0,+0,+1.74146168343,+0,+5.65910387213,+0,+0,+0,+3.9052653643,+0,+3.47119827599,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:00:00 UTC,+0,+0,+0,+0,+1.73938929352,+0,+0,+0,+0,+0,+3.90801489102,+0,+3.47364216453,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.4731343316,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47337871583,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16928882627,+0,+0,+3.47063432331,+2.6031477719,+0,+0,+0,+0,+0,+0
2010-08-16 01:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.48079659837,+2.17193392604,+0,+0,+0,+2.60632189736,+0,+0,+0,+0,+0,+0
2010-08-16 01:02:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.48265232588,+2.1695648697,+0,+0,+0,+2.60347902461,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.48414576397,+2.16882864978,+0,+0,+0,+2.60259555911,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.48390901785,+2.17041121679,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.48213872438,+0,+0,+0,+0,+0,+0,+2.60437121969,+0,+0,+0,+0
2010-08-16 01:04:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.48181949463,+0,+0,+0,+0,+0,+0,+2.60533107246,+0,+0,+0,+0
2010-08-16 01:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.48106262728,+0,+0,+0,+0,+0,+0,+2.60472181562,+0,+0,+4.77501751123,+0
2010-08-16 01:05:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60500561395,+0,+0,+4.77553776614,+0
2010-08-16 01:06:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60705757924,+0,+0,+4.77929939876,+0
2010-08-16 01:06:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78624574153,+0
2010-08-16 01:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78466452675,+0
2010-08-16 01:07:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78511779194,+0
2010-08-16 01:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78292338495,+3.47898965892
2010-08-16 01:08:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47550717477
2010-08-16 01:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+2.1752515446,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47654505694,+0,+3.47615222304
2010-08-16 01:09:30 UTC,+0,+0,+0,+0,+0,+0,+0,+2.17498977143,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47924227669,+0,+3.47921318075
