# file...... Output/hvac/house_hvac_file_018.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_6C_tm_2_C_6_Meter_41_341:hvac_load,house_2_7C_tm_2_C_7_Meter_41_342:hvac_load,house_2_8C_tm_2_C_8_Meter_41_343:hvac_load,house_2_1A_tm_2_A_1_Meter_42_344:hvac_load,house_2_2A_tm_2_A_2_Meter_42_345:hvac_load,house_2_3A_tm_2_A_3_Meter_42_346:hvac_load,house_2_4A_tm_2_A_4_Meter_42_347:hvac_load,house_2_5A_tm_2_A_5_Meter_42_348:hvac_load,house_2_6A_tm_2_A_6_Meter_42_349:hvac_load,house_2_7A_tm_2_A_7_Meter_42_350:hvac_load,house_2_8A_tm_2_A_8_Meter_42_351:hvac_load,house_2_1B_tm_2_B_1_Meter_43_352:hvac_load,house_2_2B_tm_2_B_2_Meter_43_353:hvac_load,house_2_3B_tm_2_B_3_Meter_43_354:hvac_load,house_2_4B_tm_2_B_4_Meter_43_355:hvac_load,house_2_5B_tm_2_B_5_Meter_43_356:hvac_load,house_2_6B_tm_2_B_6_Meter_43_357:hvac_load,house_2_7B_tm_2_B_7_Meter_43_358:hvac_load,house_2_8B_tm_2_B_8_Meter_43_359:hvac_load,house_2_9B_tm_2_B_9_Meter_43_360:hvac_load
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,+0,+0,+4.71585318795,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:00 UTC,+0,+0,+0,+4.71635671215,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.03552391463
2010-08-16 00:01:30 UTC,+0,+0,+0,+4.72290138827,+0,+0,+0,+0,+0,+0,+2.57628482529,+0,+0,+0,+0,+0,+0,+0,+0,+6.03140439911
2010-08-16 00:02:00 UTC,+0,+0,+0,+4.71658750045,+0,+0,+0,+0,+0,+4.71588589432,+2.57284059026,+0,+0,+0,+0,+0,+0,+0,+0,+6.03412209177
2010-08-16 00:02:30 UTC,+0,+0,+0,+4.7238716087,+0,+0,+0,+0,+0,+4.72316859027,+2.57681408193,+0,+0,+0,+0,+0,+0,+0,+0,+6.03344185869
2010-08-16 00:03:00 UTC,+0,+0,+0,+4.71985089619,+0,+0,+0,+0,+0,+4.71914865723,+2.57462077744,+0,+5.59736719375,+0,+0,+0,+0,+0,+0,+6.02861573966
2010-08-16 00:03:30 UTC,+0,+0,+0,+4.7158852123,+4.71583751912,+0,+0,+0,+0,+4.71518374237,+0,+0,+5.59760882065,+0,+0,+0,+3.01454416111,+0,+0,+6.02887599392
2010-08-16 00:04:00 UTC,+0,+0,+0,+4.7169631145,+4.71691541113,+0,+0,+0,+0,+4.71626143552,+0,+0,+5.59766896365,+0,+0,+0,+3.01457655213,+6.45833872556,+0,+6.02894077341
2010-08-16 00:04:30 UTC,+0,+0,+0,+4.72014931407,+4.72010158055,+0,+0,+0,+0,+4.71951296391,+0,+0,+5.59956046805,+0,+3.87694073777,+0,+3.01561545952,+6.46052103399,+0,+6.03097809649
2010-08-16 00:05:00 UTC,+0,+0,+0,+4.7193022936,+4.7192545681,+0,+0,+0,+0,+4.71866608366,+0,+0,+5.60052007163,+0,+3.87760515156,+0,+3.01613227722,+6.46162816915,+0,+0
2010-08-16 00:05:30 UTC,+0,+0,+0,+4.72394719388,+4.72389942441,+0,+4.72457874409,+0,+0,+4.72331021507,+0,+0,+5.60208422802,+0,+3.87868814781,+0,+3.01697469146,+6.46343280236,+0,+0
2010-08-16 00:06:00 UTC,+0,+0,+0,+4.72558903604,+4.72554125101,+0,+4.72502716754,+0,+0,+4.72495178546,+0,+0,+5.59950003129,+0,+3.87689889234,+0,+3.01558290982,+6.46045130557,+0,+0
2010-08-16 00:06:30 UTC,+0,+0,+0,+0,+4.72899643959,+0,+4.72848191536,+0,+0,+0,+0,+0,+5.59881111904,+0,+3.87642190078,+0,+0,+6.45965647842,+0,+0
2010-08-16 00:07:00 UTC,+0,+0,+0,+0,+4.73217631709,+0,+4.73166138725,+0,+0,+0,+0,+0,+5.59907314839,+0,+3.87660332561,+0,+0,+6.45995879274,+0,+0
2010-08-16 00:07:30 UTC,+0,+0,+0,+0,+0,+0,+4.73606752817,+0,+0,+0,+0,+0,+5.59903259533,+0,+3.87657524733,+0,+0,+0,+0,+0
2010-08-16 00:08:00 UTC,+0,+0,+0,+0,+0,+0,+4.7373917098,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:08:30 UTC,+0,+0,+0,+0,+0,+0,+4.73893863122,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:09:00 UTC,+0,+0,+0,+0,+0,+0,+4.73916522474,+0,+0,+0,+0,+0,+0,+0,+0,+5.60321243426,+0,+0,+0,+0
2010-08-16 00:09:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.88067114445,+0,+5.60504405682,+0,+0,+0,+0
2010-08-16 00:10:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87966420784,+0,+5.60358969988,+0,+0,+5.17333934373,+0
2010-08-16 00:10:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87944826168,+0,+5.60327780062,+0,+0,+5.17164908767,+0
2010-08-16 00:11:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87920118454,+0,+5.60292093769,+0,+0,+5.17131972922,+0
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87900298716,+0,+5.60263467364,+0,+0,+5.17105552835,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58783375552,+0,+0,+3.87887873822,+0,+5.60245521617,+0,+0,+5.1708899022,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.5878372615,+0,+0,+3.87922812761,+0,+0,+0,+0,+5.17135564483,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58910698243,+0,+0,+3.87702831395,+0,+0,+0,+0,+5.16842325193,+0
2010-08-16 00:13:30 UTC,+2.59043145507,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.59130566045,+0,+0,+0,+0,+0,+0,+0,+5.16706822812,+0
2010-08-16 00:14:00 UTC,+2.58991024532,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.59150855847,+0,+0,+0,+0,+0,+0,+0,+5.16807731648,+0
2010-08-16 00:14:30 UTC,+2.59050531648,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+2.59068051154,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:30 UTC,+2.59055466048,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:00 UTC,+0,+0,+0,+4.74522684881,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:30 UTC,+0,+0,+0,+4.74524028243,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.03813780456
2010-08-16 00:20:00 UTC,+0,+0,+0,+4.74577870287,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.03637144705
2010-08-16 00:20:30 UTC,+0,+0,+0,+4.74562991963,+0,+0,+0,+0,+0,+4.74495030089,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.03606922633
2010-08-16 00:21:00 UTC,+0,+0,+0,+4.74444345602,+0,+0,+0,+0,+0,+4.74376405302,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.03702290253
2010-08-16 00:21:30 UTC,+0,+0,+0,+4.74165852145,+0,+0,+0,+0,+0,+4.740979625,+0,+0,+5.60681484242,+0,+0,+0,+0,+0,+0,+6.03874993593
2010-08-16 00:22:00 UTC,+0,+0,+0,+4.73994530006,+0,+0,+0,+0,+0,+4.73926671528,+0,+0,+5.60867172344,+0,+0,+0,+0,+0,+0,+6.04074993848
2010-08-16 00:22:30 UTC,+0,+0,+0,+4.7426862636,+0,+0,+0,+0,+0,+4.7420071802,+0,+0,+5.60513660215,+0,+0,+0,+0,+0,+0,+6.03694234306
2010-08-16 00:23:00 UTC,+0,+0,+0,+4.74195044905,+0,+0,+0,+0,+0,+4.74127149951,+0,+0,+5.60043227015,+0,+0,+0,+0,+0,+0,+6.03187541825
2010-08-16 00:23:30 UTC,+0,+0,+0,+4.74251429295,+0,+0,+0,+0,+0,+4.74183524086,+0,+0,+5.60444875817,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.74224353198,+2.58719676768,+0,+5.6012387642,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58739244899,+0,+5.60212814697,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58898794627,+0,+5.59912741979,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58849523476,+0,+5.59927457072,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58970835757,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.31139576573,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:30 UTC,+0,+0,+0,+0,+0,+0,+0,+4.31146943872,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.31130578768,+0,+0,+0,+0,+0,+0,+3.87809620431,+0,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,+0,+0,+0,+0,+0,+0,+0,+4.31072708189,+0,+0,+0,+0,+0,+0,+3.87615285744,+0,+0,+0,+0,+0
2010-08-16 00:29:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.31191592044,+0,+0,+0,+0,+0,+0,+3.87466079218,+5.59679182896,+0,+0,+0,+0
2010-08-16 00:29:30 UTC,+0,+0,+0,+0,+4.74342093467,+0,+0,+4.31177708334,+0,+0,+0,+0,+0,+0,+3.87515159636,+5.59750078005,+0,+0,+0,+0
2010-08-16 00:30:00 UTC,+0,+0,+0,+0,+4.74194498514,+0,+0,+4.31043547926,+0,+0,+0,+0,+0,+0,+3.87500903652,+5.59729485688,+0,+0,+0,+0
2010-08-16 00:30:30 UTC,+0,+0,+0,+0,+4.7394256831,+0,+0,+4.3081454919,+0,+0,+0,+0,+0,+0,+3.87517676844,+5.59753714033,+0,+0,+0,+0
2010-08-16 00:31:00 UTC,+0,+0,+0,+0,+4.74171740938,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87617084983,+5.5989730594,+0,+0,+0,+0
2010-08-16 00:31:30 UTC,+0,+0,+0,+0,+4.74243696078,+0,+0,+0,+0,+0,+0,+0,+0,+3.87640977438,+0,+5.59884892037,+0,+0,+0,+0
2010-08-16 00:32:00 UTC,+0,+0,+0,+0,+4.74387330637,+0,+0,+0,+0,+0,+0,+0,+0,+3.87807396405,+0,+5.60125253817,+0,+0,+0,+0
2010-08-16 00:32:30 UTC,+0,+0,+0,+0,+4.73897843532,+0,+0,+0,+0,+0,+0,+0,+0,+3.88119545051,+0,+0,+0,+6.46709306405,+0,+0
2010-08-16 00:33:00 UTC,+0,+0,+0,+0,+4.74038628394,+0,+0,+0,+0,+0,+0,+0,+0,+3.87959330274,+0,+0,+0,+6.46442361005,+0,+0
2010-08-16 00:33:30 UTC,+0,+0,+0,+0,+4.74088940459,+0,+0,+0,+0,+0,+0,+0,+0,+3.88147259819,+0,+0,+0,+6.46755483979,+0,+0
2010-08-16 00:34:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.88143664791,+0,+0,+0,+6.46749494047,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.88153471618,+0,+0,+0,+6.46765833908,+0,+0
2010-08-16 00:35:00 UTC,+2.58761307159,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.46866978088,+0,+0
2010-08-16 00:35:30 UTC,+2.58793741369,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.4665323313,+0,+0
2010-08-16 00:36:00 UTC,+2.58701378281,+5.60395531401,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01763686521,+0,+0,+0
2010-08-16 00:36:30 UTC,+2.58639124622,+5.60260686486,+0,+0,+0,+0,+0,+0,+0,+0,+2.58741580218,+0,+0,+0,+0,+0,+3.01692578389,+0,+0,+0
2010-08-16 00:37:00 UTC,+0,+5.60316815118,+0,+0,+0,+0,+0,+0,+0,+0,+2.58775294398,+0,+0,+0,+0,+0,+3.01601341848,+0,+0,+0
2010-08-16 00:37:30 UTC,+0,+5.60073452769,+0,+0,+0,+0,+0,+0,+0,+0,+2.58812002673,+0,+0,+0,+0,+0,+3.01611716035,+0,+0,+0
2010-08-16 00:38:00 UTC,+0,+5.60409479073,+0,+0,+0,+0,+0,+0,+0,+0,+2.58902764795,+0,+0,+0,+0,+0,+3.01324046042,+0,+0,+0
2010-08-16 00:38:30 UTC,+0,+5.60548058392,+0,+0,+0,+0,+0,+0,+0,+0,+2.58869906641,+0,+0,+0,+0,+0,+3.01390507795,+0,+0,+0
2010-08-16 00:39:00 UTC,+0,+5.6040892891,+0,+4.74499856914,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:39:30 UTC,+0,+5.60111041872,+0,+4.74568505614,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:40:00 UTC,+0,+0,+0,+4.74396971564,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:40:30 UTC,+0,+0,+0,+4.74363341751,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:41:00 UTC,+0,+0,+0,+4.74307490351,+0,+0,+0,+0,+0,+4.74239574941,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:41:30 UTC,+0,+0,+0,+4.74187620055,+0,+0,+0,+0,+0,+4.74119726456,+0,+0,+5.60135498458,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:42:00 UTC,+0,+0,+0,+4.73987119468,+0,+0,+0,+0,+0,+4.73919262339,+0,+0,+5.6040289965,+0,+0,+0,+0,+0,+0,+6.03574936721
2010-08-16 00:42:30 UTC,+0,+0,+0,+4.74161889274,+0,+0,+0,+0,+0,+4.74094000354,+0,+0,+5.60250688096,+0,+0,+0,+0,+0,+0,+6.03410993258
2010-08-16 00:43:00 UTC,+0,+0,+0,+4.73945982923,+0,+0,+0,+0,+0,+4.73878133278,+0,+0,+5.60484172306,+0,+0,+0,+0,+0,+0,+6.03662473574
2010-08-16 00:43:30 UTC,+0,+0,+0,+4.74297289321,+0,+0,+4.74236963246,+0,+0,+4.74229375766,+0,+2.58576458956,+5.60160607194,+0,+0,+0,+0,+0,+0,+6.03313969243
2010-08-16 00:44:00 UTC,+0,+0,+3.87633036312,+0,+0,+0,+4.74382794566,+0,+0,+4.74375202952,+0,+2.5857210747,+5.60151180843,+0,+0,+0,+0,+0,+0,+6.03303816341
2010-08-16 00:44:30 UTC,+0,+0,+3.87579109839,+0,+0,+0,+4.74118396978,+0,+0,+4.74110812861,+0,+2.58665255984,+5.60352962686,+0,+0,+0,+0,+0,+0,+6.03521150795
2010-08-16 00:45:00 UTC,+0,+0,+3.87650237389,+0,+0,+0,+4.74008526469,+0,+0,+0,+0,+2.58619907444,+5.60254726955,+0,+0,+0,+0,+0,+0,+6.03415343415
2010-08-16 00:45:30 UTC,+0,+0,+3.87939291505,+0,+0,+0,+4.73916970809,+0,+0,+0,+0,+2.58656405214,+5.60333789803,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:46:00 UTC,+0,+0,+3.88047676822,+0,+0,+0,+4.74025144057,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:46:30 UTC,+0,+0,+3.88061432588,+0,+0,+0,+4.74130575513,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:47:00 UTC,+0,+0,+0,+0,+0,+0,+4.73771783123,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16971231469,+0
2010-08-16 00:47:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.6007813949,+0,+0,+5.16941238596,+0
2010-08-16 00:48:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59701376027,+0,+0,+5.16593504305,+0
2010-08-16 00:48:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59824144591,+0,+0,+5.16706813698,+0
2010-08-16 00:49:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.60292234432,+0,+0,+5.17138837784,+0
2010-08-16 00:49:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58464557111,+0,+0,+0,+0,+5.59769404063,+0,+0,+5.16656290862,+0
2010-08-16 00:50:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58296776722,+0,+0,+0,+0,+5.5962941053,+0,+0,+5.16527083665,+0
2010-08-16 00:50:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58324129963,+0,+0,+0,+0,+5.59507146036,+0,+0,+5.16414239507,+0
2010-08-16 00:51:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58533770641,+0,+0,+3.86934048588,+0,+5.58863862538,+0,+0,+5.15820520266,+0
2010-08-16 00:51:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87436503792,+0,+0,+0,+0,+0,+0
2010-08-16 00:52:00 UTC,+2.58762811968,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87658580979,+3.87626092585,+0,+0,+0,+0,+0
2010-08-16 00:52:30 UTC,+2.58667557009,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87750341169,+3.87717843175,+0,+0,+0,+0,+0
2010-08-16 00:53:00 UTC,+2.59003833927,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87576570089,+3.87544090274,+0,+0,+0,+0,+0
2010-08-16 00:53:30 UTC,+2.58880404786,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87573657336,+3.87541177824,+0,+0,+0,+0,+0
2010-08-16 00:54:00 UTC,+2.58715058538,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87925728343,+3.87893212004,+0,+0,+0,+0,+0
2010-08-16 00:54:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87731280407,+3.87698784407,+0,+0,+0,+0,+0
2010-08-16 00:55:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.88138269761,+0,+0,+0,+0,+0
2010-08-16 00:55:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:56:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.31139912877,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:56:30 UTC,+0,+0,+0,+0,+4.74395294392,+0,+0,+4.31226066744,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:57:00 UTC,+0,+0,+0,+0,+4.74712419265,+0,+0,+4.31514325939,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:57:30 UTC,+0,+0,+0,+0,+4.7493336766,+0,+0,+4.31715162938,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:00 UTC,+0,+0,+0,+0,+4.74942415015,+0,+0,+4.31723386775,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:30 UTC,+0,+0,+0,+0,+4.74826947999,+0,+0,+4.31618429918,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:59:00 UTC,+0,+0,+0,+0,+4.74561661518,+0,+0,+4.31377290619,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:59:30 UTC,+0,+0,+0,+4.74493756494,+4.7448897954,+0,+0,+4.31311224383,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:00:00 UTC,+0,+0,+0,+4.74188614827,+4.74183840744,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.46571862053,+0,+0
2010-08-16 01:00:30 UTC,+0,+0,+0,+4.7424061416,+4.74235839589,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.46856334099,+0,+0
2010-08-16 01:01:00 UTC,+0,+0,+0,+4.74439762904,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.46850154384,+0,+0
2010-08-16 01:01:30 UTC,+0,+0,+0,+4.74291118686,+0,+0,+0,+0,+0,+4.74223206254,+0,+0,+5.60603146238,+0,+0,+0,+0,+6.46631509292,+0,+0
2010-08-16 01:02:00 UTC,+0,+0,+0,+4.74036265328,+0,+0,+0,+0,+0,+4.73968399258,+0,+2.58690821406,+5.60408343466,+0,+0,+0,+0,+6.46573552139,+0,+0
2010-08-16 01:02:30 UTC,+0,+0,+0,+4.74161872061,+0,+0,+0,+0,+0,+4.7409398314,+2.58648547322,+2.58403336648,+5.59785583099,+0,+0,+0,+0,+6.45855048089,+0,+0
2010-08-16 01:03:00 UTC,+0,+0,+0,+4.74322965648,+0,+0,+0,+0,+0,+4.74255047423,+2.58736423429,+2.58269858974,+5.59496438722,+0,+0,+0,+0,+6.4552145042,+0,+0
2010-08-16 01:03:30 UTC,+0,+0,+0,+4.74408762189,+0,+0,+0,+0,+0,+4.74340828359,+2.58783225204,+2.58302971759,+5.59568168886,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:04:00 UTC,+0,+0,+0,+4.742880707,+0,+0,+0,+0,+0,+4.74220158824,+2.587178324,+2.58274906758,+5.59507373421,+0,+0,+0,+0,+0,+0,+6.02610386551
2010-08-16 01:04:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.74540178753,+0,+0,+5.59519051198,+0,+0,+0,+0,+0,+0,+6.02622964409
2010-08-16 01:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.74564658586,+0,+0,+5.59407147563,+0,+0,+0,+0,+0,+0,+6.02502435638
2010-08-16 01:05:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59348720516,+0,+0,+0,+3.01231048772,+0,+0,+6.02439505239
2010-08-16 01:06:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.5960137833,+0,+0,+5.59653147412,+3.01367120661,+0,+0,+6.02711637024
2010-08-16 01:06:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.60213903429,+3.01669085102,+0,+0,+6.03315539299
2010-08-16 01:07:00 UTC,+0,+0,+3.88264502347,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.60158090946,+3.01639030346,+0,+0,+6.03255432435
2010-08-16 01:07:30 UTC,+0,+0,+3.88300821542,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.60337912342,+3.01735863311,+0,+0,+6.03449089831
2010-08-16 01:08:00 UTC,+0,+0,+3.88492827014,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59932489734,+3.0151754517,+0,+0,+0
2010-08-16 01:08:30 UTC,+2.58907066723,+0,+3.88348827297,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.5995006394,+0,+0,+0,+0
2010-08-16 01:09:00 UTC,+2.58866788812,+0,+3.88288412585,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59948211254,+0,+0,+0,+0
2010-08-16 01:09:30 UTC,+2.58622084543,+5.6022377672,+3.87921369261,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:10:00 UTC,+2.58686658908,+5.60363648414,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:10:30 UTC,+2.58702273144,+5.6039746973,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87747569054,+0,+0,+0,+0,+0,+0
2010-08-16 01:11:00 UTC,+0,+5.6047512249,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87865429779,+0,+0,+0,+0,+0,+0
2010-08-16 01:11:30 UTC,+0,+5.60267661828,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87887358942,+0,+0,+0,+0,+0,+0
2010-08-16 01:12:00 UTC,+0,+5.60336753685,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.88033712434,+0,+0,+0,+0,+0,+0
