# file...... Output/hvac/house_hvac_file_014.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_1_2A_tm_1_A_2_Meter_33_261:hvac_load,house_1_3A_tm_1_A_3_Meter_33_262:hvac_load,house_1_4A_tm_1_A_4_Meter_33_263:hvac_load,house_1_5A_tm_1_A_5_Meter_33_264:hvac_load,house_1_6A_tm_1_A_6_Meter_33_265:hvac_load,house_1_7A_tm_1_A_7_Meter_33_266:hvac_load,house_1_8A_tm_1_A_8_Meter_33_267:hvac_load,house_1_9A_tm_1_A_9_Meter_33_268:hvac_load,house_1_10A_tm_1_A_10_Meter_33_269:hvac_load,house_1_11A_tm_1_A_11_Meter_33_270:hvac_load,house_1_12A_tm_1_A_12_Meter_33_271:hvac_load,house_1_13A_tm_1_A_13_Meter_33_272:hvac_load,house_1_14A_tm_1_A_14_Meter_33_273:hvac_load,house_1_15A_tm_1_A_15_Meter_33_274:hvac_load,house_0_1C_tm_0_C_1_Meter_34_275:hvac_load,house_0_2C_tm_0_C_2_Meter_34_276:hvac_load,house_0_3C_tm_0_C_3_Meter_34_277:hvac_load,house_0_4C_tm_0_C_4_Meter_34_278:hvac_load,house_0_5C_tm_0_C_5_Meter_34_279:hvac_load,house_0_6C_tm_0_C_6_Meter_34_280:hvac_load
2010-08-16 08:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.45449640378,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:13:00 UTC,+0,+0,+0,+0,+0,+0,+4.32364907628,+0,+0,+0,+0,+0,+3.45889851847,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:13:30 UTC,+0,+0,+0,+0,+0,+0,+4.32497020128,+5.6223827118,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:14:00 UTC,+0,+0,+0,+0,+0,+0,+4.32391229278,+5.62100745677,+0,+0,+0,+0,+0,+0,+2.58896208084,+0,+0,+0,+0,+0
2010-08-16 08:14:30 UTC,+4.75576476003,+0,+0,+0,+0,+0,+4.3237810587,+5.6208368557,+0,+0,+0,+0,+0,+0,+2.58867079264,+0,+0,+0,+0,+0
2010-08-16 08:15:00 UTC,+4.75347152162,+0,+5.61795068967,+0,+3.88973331951,+4.32203234361,+4.32168773746,+5.61812641479,+0,+0,+3.45756841615,+0,+0,+0,+2.58773868006,+0,+3.01883807433,+0,+0,+0
2010-08-16 08:15:30 UTC,+4.75337471352,+0,+5.61783627404,+0,+3.8896540988,+4.3219443174,+4.32159972058,+5.61801199459,+0,+0,+3.45749799701,+0,+0,+0,+2.58731929562,+0,+3.01834883136,+0,+6.03580133801,+0
2010-08-16 08:16:00 UTC,+4.75419202852,+0,+5.61880224256,+0,+3.89032292917,+4.3226874892,+4.32234281403,+5.6189780015,+0,+0,+3.458092519,+0,+0,+0,+2.58768798905,+6.03686729951,+3.0187789395,+0,+6.03666139273,+0
2010-08-16 08:16:30 UTC,+4.75569175779,+0,+5.62057474302,+0,+3.89154365796,+4.32405116952,+4.32370635066,+5.62075057238,+0,+0,+3.45918343489,+0,+0,+0,+2.58799738583,+6.03758906143,+3.01913987371,+0,+6.03738312551,+0
2010-08-16 08:17:00 UTC,+4.74839789571,+0,+5.61195427104,+0,+3.8855749191,+4.31741897468,+0,+5.61212975784,+0,+0,+3.453877817,+0,+0,+0,+0,+6.0403730562,+3.02053207646,+3.88352813671,+6.04016700789,+0
2010-08-16 08:17:30 UTC,+4.74984633796,+0,+5.61366615645,+0,+3.8867602135,+4.31873080093,+0,+5.61384171129,+0,+0,+3.45493142637,+0,+0,+0,+0,+6.03795546368,+3.01932310185,+3.88197374248,+6.03774951298,+0
2010-08-16 08:18:00 UTC,+4.7435625538,+0,+5.60623947543,+0,+3.88161804482,+4.31301706743,+0,+0,+0,+0,+3.45036054748,+0,+0,+0,+0,+6.03758489068,+3.01913778804,+3.88173548211,+6.03737895491,+0
2010-08-16 08:18:30 UTC,+4.7500934302,+0,+5.61395818992,+0,+0,+4.31895547756,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.03782380578,+0,+3.88188909288,+6.03761786039,+0
2010-08-16 08:19:00 UTC,+0,+3.02544012745,+0,+2.16110066372,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.03914206643,+0,+3.88273667024,+6.03893606783,+0
2010-08-16 08:19:30 UTC,+0,+3.02462052781,+0,+2.16051520895,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.0408142061,+0,+3.8838117746,+6.04060813998,+0
2010-08-16 08:20:00 UTC,+0,+3.02683961226,+0,+2.16210034088,+0,+0,+0,+0,+0,+4.32372519178,+0,+0,+0,+4.75682113358,+0,+6.03793542513,+0,+3.88196085866,+0,+0
2010-08-16 08:20:30 UTC,+0,+3.02443657148,+0,+2.16038380565,+0,+0,+0,+0,+0,+4.32029259998,+0,+0,+0,+4.75218677236,+0,+6.03677960572,+0,+3.88121772308,+0,+0
2010-08-16 08:21:00 UTC,+0,+3.02300194396,+0,+0,+0,+0,+0,+0,+0,+4.3182433253,+0,+0,+0,+4.74993264854,+0,+0,+0,+0,+0,+0
2010-08-16 08:21:30 UTC,+0,+3.02185159287,+0,+0,+0,+0,+0,+0,+4.74774759334,+4.31660012154,+0,+0,+3.45311275946,+4.74812518721,+0,+0,+0,+0,+0,+0
2010-08-16 08:22:00 UTC,+0,+3.02466674508,+0,+0,+0,+0,+0,+0,+4.75217037617,+4.32062138843,+0,+0,+3.4563295441,+4.7525484271,+0,+0,+0,+0,+0,+0
2010-08-16 08:22:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.74992292928,+4.31857797285,+0,+0,+3.4546949279,+4.75030074803,+0,+0,+0,+0,+0,+0
2010-08-16 08:23:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.74852318846,+4.31730530539,+0,+5.18073124137,+3.45367686639,+4.74890086249,+2.5893149049,+0,+0,+0,+0,+6.04088761551
2010-08-16 08:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.74654438034,+4.31550614049,+0,+5.17857226472,+3.4522376369,+4.74692184985,+2.59049406462,+0,+0,+0,+0,+6.04363851543
2010-08-16 08:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.74514022335,+4.3142294578,+0,+5.17704026056,+3.45121636345,+4.7455175477,+2.58905733681,+0,+0,+0,+0,+6.04028672657
2010-08-16 08:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.74649980392,+0,+0,+5.17852362966,+3.45220521551,+0,+2.58830353524,+0,+0,+0,+0,+6.0385281585
2010-08-16 08:25:00 UTC,+0,+0,+0,+0,+0,+0,+4.31361821392,+0,+4.74466740175,+0,+0,+5.17652438902,+3.45087247019,+0,+2.58872495253,+0,+0,+0,+0,+6.0395112965
2010-08-16 08:25:30 UTC,+0,+0,+0,+0,+0,+0,+4.31548805514,+0,+4.74672405763,+0,+0,+5.17876830145,+0,+0,+2.58908513024,+0,+3.02040880797,+0,+0,+6.04035156679
2010-08-16 08:26:00 UTC,+0,+0,+0,+0,+3.8835395482,+0,+4.3148134804,+0,+0,+0,+3.45206857377,+5.17795877462,+0,+0,+0,+0,+3.01976955977,+0,+0,+6.03907318844
2010-08-16 08:26:30 UTC,+0,+0,+0,+2.15760297103,+3.88330267725,+0,+4.31455030778,+0,+0,+0,+3.45185801894,+5.17764295297,+0,+0,+0,+0,+3.01984665039,+0,+0,+6.03922735544
2010-08-16 08:27:00 UTC,+0,+0,+0,+2.15669794792,+3.88167384654,+0,+4.31274061498,+0,+0,+0,+3.45041014969,+5.17547122193,+0,+0,+0,+0,+3.01970279205,+0,+0,+6.03893966532
2010-08-16 08:27:30 UTC,+0,+0,+0,+2.15734627284,+3.88284068034,+0,+4.31403701166,+5.60818062128,+0,+0,+3.45144734942,+5.17702696936,+0,+0,+0,+0,+3.01982641688,+0,+0,+0
2010-08-16 08:28:00 UTC,+0,+0,+0,+2.15726128701,+3.88268772558,+4.3142056459,+4.31386707309,+5.60795970446,+0,+0,+3.45131138779,+5.17682303373,+0,+0,+0,+0,+3.01767896329,+0,+0,+0
2010-08-16 08:28:30 UTC,+0,+0,+0,+0,+3.88229755178,+4.3137721033,+4.31343357518,+5.60739616568,+0,+0,+3.45096456191,+0,+0,+0,+0,+0,+0,+0,+6.03546446748,+0
2010-08-16 08:29:00 UTC,+0,+0,+0,+0,+3.88197669374,+4.31341558109,+0,+5.60693274156,+0,+0,+3.45067935087,+0,+0,+0,+0,+0,+0,+0,+6.03185329204,+0
2010-08-16 08:29:30 UTC,+0,+0,+0,+0,+0,+4.3158957023,+0,+5.61015651832,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.02962765435,+0
2010-08-16 08:30:00 UTC,+0,+3.02169535317,+0,+0,+0,+4.31653426539,+0,+5.61098655231,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.02958753523,+0
2010-08-16 08:30:30 UTC,+4.74596471268,+3.02076223916,+0,+0,+0,+4.31520130801,+0,+5.60925391236,+0,+0,+0,+0,+0,+0,+0,+6.0274107957,+0,+3.87519403429,+6.02720527067,+0
2010-08-16 08:31:00 UTC,+4.74638513409,+3.02102984896,+0,+0,+0,+4.31558358976,+0,+5.60975081991,+0,+0,+0,+0,+0,+0,+0,+6.02803475066,+0,+3.87559520696,+6.02782920045,+0
2010-08-16 08:31:30 UTC,+4.7457941961,+3.0206537007,+0,+0,+0,+4.31504626034,+0,+5.60905237416,+0,+0,+0,+0,+0,+0,+2.58459038325,+6.02964119388,+0,+3.87662807178,+6.02943557881,+0
2010-08-16 08:32:00 UTC,+4.74466308516,+3.01993371748,+0,+0,+0,+0,+0,+5.60771548323,+0,+0,+0,+0,+0,+0,+2.58591616928,+6.0327339921,+0,+3.87861659051,+6.03252825217,+0
2010-08-16 08:32:30 UTC,+4.74670587406,+3.02123400877,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.45240706582,+0,+2.585900623,+6.03269772564,+0,+3.87859327296,+6.03249198717,+0
2010-08-16 08:33:00 UTC,+4.74802618729,+3.02207442446,+0,+0,+0,+0,+0,+0,+0,+4.31691842234,+0,+0,+3.45336738196,+0,+2.58602059033,+6.03297758589,+0,+3.87877320946,+0,+0
2010-08-16 08:33:30 UTC,+4.74512335374,+3.02022669111,+0,+0,+0,+0,+0,+0,+0,+4.31427905215,+0,+0,+3.45125603609,+0,+2.58671009266,+6.03458605934,+0,+3.87980737958,+0,+0
2010-08-16 08:34:00 UTC,+4.74373352393,+0,+5.60644154167,+2.15674468018,+0,+0,+0,+0,+0,+4.3130153642,+0,+0,+3.45024515774,+0,+2.58789526396,+6.03735083114,+0,+3.88158499323,+0,+0
2010-08-16 08:34:30 UTC,+4.73822021728,+0,+5.59992547272,+2.1542378729,+0,+0,+0,+0,+0,+4.30800244911,+0,+0,+3.44623511129,+4.73866807619,+0,+6.03805253384,+0,+0,+0,+0
2010-08-16 08:35:00 UTC,+0,+0,+5.60151291707,+2.15484858112,+0,+0,+0,+0,+0,+4.30922369518,+0,+0,+3.44721203856,+4.74001140019,+0,+6.04149719863,+0,+0,+0,+0
2010-08-16 08:35:30 UTC,+0,+0,+5.60508668133,+2.15622344973,+0,+0,+0,+0,+0,+4.3119730487,+0,+0,+3.4494113647,+4.74303558395,+0,+0,+3.02006960277,+0,+0,+0
2010-08-16 08:36:00 UTC,+0,+0,+5.60626651205,+0,+0,+0,+4.31269941571,+0,+0,+4.3128807112,+0,+0,+3.45013744298,+4.74403397798,+0,+0,+3.01904034671,+0,+0,+0
2010-08-16 08:36:30 UTC,+0,+0,+5.60336024545,+0,+3.87962449127,+0,+4.31046370339,+0,+4.74119772607,+4.31064487423,+3.44858847573,+0,+0,+4.7415746428,+0,+0,+3.01800492244,+0,+0,+0
2010-08-16 08:37:00 UTC,+0,+0,+5.59944125979,+0,+3.87691101996,+0,+4.30744893367,+0,+4.73788175265,+4.30762993642,+3.44617646835,+0,+0,+4.73825832647,+0,+0,+3.0184986081,+0,+0,+0
2010-08-16 08:37:30 UTC,+0,+0,+5.60145992819,+0,+3.87830872822,+0,+4.30900184068,+0,+4.73958980963,+0,+3.44741889263,+0,+0,+4.73996656005,+0,+0,+3.0187369351,+0,+0,+6.0370081298
2010-08-16 08:38:00 UTC,+0,+0,+0,+0,+3.88160301437,+0,+4.31266191774,+0,+4.74361556264,+0,+3.4503471869,+0,+0,+4.74399272935,+0,+0,+3.01691479871,+0,+0,+6.03336419354
2010-08-16 08:38:30 UTC,+0,+0,+0,+0,+3.87668476804,+0,+4.30719755924,+0,+4.73760526363,+0,+3.44597535278,+0,+0,+4.73798180878,+0,+0,+0,+0,+0,+6.03554538411
2010-08-16 08:39:00 UTC,+0,+0,+0,+0,+3.87578490082,+0,+4.30619777259,+0,+4.73650558896,+0,+3.4451754599,+0,+0,+4.73688202035,+0,+0,+0,+0,+0,+6.03864042949
2010-08-16 08:39:30 UTC,+0,+0,+0,+0,+3.88265700658,+0,+4.31383294312,+0,+4.74490358439,+0,+3.45128408164,+0,+0,+0,+0,+0,+0,+0,+0,+6.03729024877
2010-08-16 08:40:00 UTC,+0,+0,+0,+0,+3.88350454691,+4.31511325894,+4.31477459263,+0,+4.74593931353,+0,+0,+5.17791210716,+0,+0,+2.58660728501,+0,+0,+0,+0,+6.03457092145
2010-08-16 08:40:30 UTC,+0,+0,+0,+0,+0,+4.31937858044,+0,+0,+4.75063029749,+0,+0,+5.18303020058,+0,+0,+2.5870418082,+0,+0,+0,+6.03515404052,+6.0355846346
2010-08-16 08:41:00 UTC,+0,+3.02220187128,+0,+2.15878751909,+0,+4.31725782868,+0,+5.61192707347,+4.7482979029,+0,+0,+5.18048544381,+0,+0,+2.58820851028,+0,+0,+0,+6.03787561753,+6.03830647168
2010-08-16 08:41:30 UTC,+0,+3.02595494421,+0,+2.16146840659,+0,+4.32261910951,+0,+5.61889591564,+0,+0,+0,+5.18691861335,+0,+0,+2.58771247656,+0,+0,+0,+6.03671851499,+6.03714925856
2010-08-16 08:42:00 UTC,+0,+3.02454543841,+0,+2.16046157124,+0,+4.32060562443,+0,+5.6162786941,+0,+0,+0,+5.18450256926,+0,+0,+2.58663507513,+0,+0,+0,+6.03420525051,+6.0346357539
2010-08-16 08:42:30 UTC,+0,+3.02621260844,+0,+2.16165246078,+0,+4.32298718398,+0,+5.61937435597,+0,+0,+0,+5.18736027749,+0,+0,+2.58499167789,+0,+0,+0,+6.03037168256,+0
2010-08-16 08:43:00 UTC,+0,+3.02960977251,+0,+2.16407911611,+0,+4.32784004749,+0,+5.62568233404,+0,+0,+0,+5.19318338128,+0,+0,+2.58340596155,+0,+0,+3.87485158245,+6.0266726674,+0
2010-08-16 08:43:30 UTC,+0,+3.03082906541,+0,+0,+0,+4.32958181268,+0,+5.62794636166,+0,+0,+0,+5.19527338023,+3.46337103164,+0,+0,+0,+0,+3.8739576175,+6.02528231518,+0
2010-08-16 08:44:00 UTC,+0,+3.03035181149,+0,+0,+0,+0,+0,+5.62706017903,+0,+0,+0,+5.1944553157,+3.46282568866,+0,+0,+6.0282620103,+0,+3.87574132385,+6.02805645091,+0
2010-08-16 08:44:30 UTC,+0,+3.03385779525,+0,+0,+0,+0,+0,+5.633570218,+0,+0,+0,+5.2004649484,+3.4668318653,+0,+0,+6.02424682642,+0,+3.87315975592,+6.02404142914,+0
2010-08-16 08:45:00 UTC,+4.766430456,+0,+0,+0,+0,+0,+0,+5.63344293176,+0,+0,+0,+5.20034744628,+3.46675353533,+0,+0,+6.02250762461,+3.01159804229,+3.87204153372,+6.02230229755,+0
2010-08-16 08:45:30 UTC,+4.75883004826,+0,+0,+0,+0,+0,+0,+5.62445980333,+0,+4.32674171584,+0,+0,+3.46122545795,+0,+0,+6.02159270271,+3.01114051379,+3.87145328342,+0,+0
2010-08-16 08:46:00 UTC,+4.75249330537,+0,+0,+0,+0,+0,+0,+5.61697023427,+0,+4.32098010116,+0,+0,+3.45661649388,+0,+0,+6.0397613071,+3.02022615681,+3.88313481187,+0,+0
2010-08-16 08:46:30 UTC,+4.75242084161,+0,+0,+0,+3.8888669904,+0,+0,+0,+0,+4.3209142143,+3.45680414245,+0,+3.45656378813,+0,+0,+6.04339463118,+3.02204308679,+3.88547086216,+0,+0
2010-08-16 08:47:00 UTC,+4.75075620864,+0,+0,+0,+3.88750478209,+0,+4.31921900599,+0,+0,+4.31940066477,+3.45559327413,+0,+3.45535303463,+0,+0,+6.045500145,+3.02309599895,+0,+0,+0
2010-08-16 08:47:30 UTC,+4.74824888697,+0,+0,+0,+3.88545298177,+0,+4.31693937782,+0,+0,+4.3171209096,+3.45376942678,+0,+0,+0,+0,+6.04544288278,+3.02306736363,+0,+0,+0
2010-08-16 08:48:00 UTC,+4.74384490045,+0,+0,+2.15692723026,+3.88184909579,+0,+4.31293532353,+0,+0,+4.31311663216,+3.45056592893,+0,+0,+4.74429348203,+0,+6.04234849455,+3.02151994132,+0,+0,+0
2010-08-16 08:48:30 UTC,+4.73844554096,+0,+0,+2.15434032368,+3.87743067235,+0,+4.30802628726,+0,+0,+4.30820732217,+3.44663838787,+0,+0,+4.73889342874,+2.59229312495,+6.04761017778,+0,+0,+0,+0
2010-08-16 08:49:00 UTC,+4.73910021092,+0,+0,+2.15463799116,+3.87796640434,+0,+4.30862150581,+0,+0,+4.30880257395,+3.44711460059,+0,+0,+4.73954818291,+2.59195329927,+6.04681743117,+0,+0,+0,+0
2010-08-16 08:49:30 UTC,+4.73844601982,+0,+5.6001923443,+2.15434054147,+3.87743106427,+0,+4.30802672267,+0,+0,+4.30820775763,+3.44663873626,+0,+0,+4.73889390771,+2.59269464748,+0,+0,+0,+0,+0
2010-08-16 08:50:00 UTC,+0,+0,+5.60214787958,+2.15509285862,+3.87878505978,+0,+4.3095310631,+0,+0,+0,+3.44784230423,+0,+0,+4.74054871695,+2.59445482733,+0,+0,+0,+0,+0
2010-08-16 08:50:30 UTC,+0,+0,+5.60483029319,+0,+0,+0,+4.31159457136,+0,+4.74244157835,+0,+0,+0,+0,+4.74281862368,+2.59321565637,+0,+0,+0,+0,+0
2010-08-16 08:51:00 UTC,+0,+0,+5.60993157028,+0,+0,+0,+4.31551884587,+0,+4.74675792465,+0,+0,+0,+0,+4.74713541624,+2.59359333555,+0,+0,+0,+0,+0
2010-08-16 08:51:30 UTC,+0,+3.02071558146,+5.60899190756,+0,+0,+4.31513465728,+4.31479598876,+0,+4.74596284733,+0,+0,+0,+0,+4.74634025674,+0,+0,+0,+0,+0,+6.04550272157
2010-08-16 08:52:00 UTC,+0,+3.02053761771,+5.60866147116,+0,+0,+4.3148804353,+0,+0,+4.745683255,+0,+0,+0,+0,+4.7460606355,+0,+0,+0,+0,+0,+6.0440899343
2010-08-16 08:52:30 UTC,+0,+3.02069125986,+5.60894674813,+0,+0,+4.31509991377,+0,+0,+4.74592463656,+0,+0,+0,+0,+4.74630204201,+0,+0,+0,+0,+6.04742475483,+6.04785652116
2010-08-16 08:53:00 UTC,+0,+3.02015177102,+5.60794504552,+0,+0,+4.31432925164,+0,+0,+4.74507706539,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.04939946651,+6.0498314214
2010-08-16 08:53:30 UTC,+0,+3.01857568523,+5.60501862873,+0,+0,+4.31207780632,+0,+0,+4.7426009348,+0,+0,+0,+3.44936948453,+0,+0,+0,+0,+0,+6.05221912516,+6.05265134925
2010-08-16 08:54:00 UTC,+0,+3.02078844106,+0,+0,+0,+4.31523873752,+0,+5.60930256494,+4.74607731435,+0,+0,+0,+3.45189792981,+0,+0,+0,+3.02569493149,+0,+6.0504907787,+6.05092283778
2010-08-16 08:54:30 UTC,+0,+3.02008047763,+0,+0,+0,+4.31422740873,+0,+5.60798799282,+4.74496505896,+0,+0,+0,+3.45108896265,+0,+0,+0,+3.02647533688,+0,+6.0520512964,+6.05248350447
2010-08-16 08:55:00 UTC,+0,+3.02056354104,+0,+2.15761723031,+0,+4.31491746687,+0,+5.6088849624,+4.74572398212,+0,+0,+0,+3.45164094373,+0,+0,+0,+3.02654428289,+3.89125810793,+6.05218916259,+6.0526213838
2010-08-16 08:55:30 UTC,+0,+0,+0,+2.15809105398,+0,+4.31586502688,+0,+5.61011664497,+4.74676610496,+0,+0,+0,+3.45239890196,+0,+0,+0,+3.02414777226,+3.88817688337,+6.04739704129,+6.04782880498
2010-08-16 08:56:00 UTC,+0,+0,+0,+2.16082349077,+0,+0,+0,+5.61721948698,+0,+0,+0,+5.18537104641,+3.45676988011,+0,+0,+0,+3.02117115957,+3.8843498141,+6.04144493405,+6.04187612922
2010-08-16 08:56:30 UTC,+0,+0,+0,+2.16024031281,+3.88804927818,+0,+0,+5.61570354302,+0,+0,+3.45607727724,+5.18397162823,+3.45583699184,+0,+2.5896816027,+0,+3.02110463717,+3.88426428539,+6.04131191419,+0
2010-08-16 08:57:00 UTC,+0,+0,+0,+2.15922420828,+3.88622052661,+0,+0,+5.61306222655,+0,+4.31797372861,+3.45445169816,+5.18153334134,+3.45421156689,+0,+2.58754089406,+6.03652415582,+3.01860734234,+3.88105348124,+6.03631826289,+0
2010-08-16 08:57:30 UTC,+0,+0,+0,+0,+3.88915476974,+0,+0,+5.61730023506,+0,+4.3212339659,+3.45705994979,+5.18544558763,+3.45681957122,+0,+2.58732270499,+6.03601516355,+0,+3.88072622401,+0,+0
2010-08-16 08:58:00 UTC,+0,+0,+0,+0,+3.88929478077,+0,+4.32120776259,+5.61750245689,+0,+4.32138953215,+3.45718440573,+5.1856322653,+0,+0,+2.58769710168,+6.03688855741,+0,+3.88128777376,+0,+0
2010-08-16 08:58:30 UTC,+0,+0,+0,+0,+3.89330338057,+0,+4.32566146942,+5.62329218846,+0,+4.32584348701,+3.46074765406,+5.19097695862,+0,+0,+2.58726436845,+6.03587907587,+0,+3.88063872626,+0,+0
2010-08-16 08:59:00 UTC,+4.75401741512,+0,+0,+0,+3.89017350402,+0,+4.32218405753,+5.61877162115,+0,+4.32236588147,+3.4579655037,+5.18680387297,+0,+0,+2.5873320082,+6.03603686613,+0,+3.8807401777,+0,+0
2010-08-16 08:59:30 UTC,+4.74739347251,+0,+0,+0,+3.88475297597,+0,+4.31616164477,+5.61094260264,+0,+4.31634313321,+3.45314719092,+5.1795766461,+0,+0,+2.58686974851,+6.03495850506,+0,+0,+0,+0
2010-08-16 09:00:00 UTC,+4.7515242086,+0,+0,+0,+3.88813325452,+0,+4.31991726275,+0,+0,+4.32009896043,+3.4561519239,+5.18408359446,+0,+0,+0,+6.03143445709,+0,+0,+0,+0
2010-08-16 09:00:30 UTC,+4.75004030518,+0,+0,+0,+0,+0,+4.31856811479,+0,+0,+4.31874973733,+0,+5.18246454266,+0,+0,+0,+6.03301139134,+0,+0,+0,+0
2010-08-16 09:01:00 UTC,+4.74555677425,+0,+0,+0,+0,+0,+4.3144917397,+0,+0,+4.3146731351,+0,+5.17757266808,+0,+4.74599676526,+0,+6.03513553899,+0,+0,+0,+0
2010-08-16 09:01:30 UTC,+4.73910929733,+3.01639857852,+0,+0,+0,+0,+4.30862976705,+0,+0,+4.30881083564,+0,+5.17053797796,+0,+4.73954848399,+0,+6.04086152751,+0,+0,+0,+0
2010-08-16 09:02:00 UTC,+4.74264114769,+3.0186466986,+0,+2.15624799524,+0,+0,+4.31184088524,+0,+0,+4.31202213286,+0,+0,+0,+4.743080775,+0,+6.04047383387,+0,+0,+0,+0
2010-08-16 09:02:30 UTC,+4.73838175775,+3.01593547952,+0,+2.15431132259,+0,+4.30830626111,+4.30796829633,+0,+0,+0,+0,+0,+0,+4.73882085362,+0,+6.04430521559,+0,+0,+0,+0
2010-08-16 09:03:00 UTC,+4.73941792808,+3.01659503048,+0,+2.15478245173,+0,+4.30924843251,+0,+0,+0,+0,+0,+0,+0,+4.73985715323,+0,+0,+3.02343391456,+0,+0,+0
2010-08-16 09:03:30 UTC,+4.73746183801,+3.01534992522,+5.59901522177,+2.1538930506,+0,+4.30746979429,+0,+0,+0,+0,+0,+0,+0,+4.73790081907,+0,+0,+3.02483165283,+0,+0,+0
2010-08-16 09:04:00 UTC,+0,+3.01402688725,+5.59655866715,+2.15294798072,+0,+4.30557982887,+0,+0,+4.73545448543,+0,+0,+0,+3.44417171895,+4.73582203554,+0,+0,+3.02348114599,+0,+6.04606403914,+0
2010-08-16 09:04:30 UTC,+0,+3.01860854896,+5.60506568114,+0,+0,+4.31212475228,+0,+0,+4.74265256569,+0,+0,+0,+3.44940703681,+4.74302083348,+2.59279439066,+0,+3.02473990715,+0,+6.0485810887,+6.04901296543
2010-08-16 09:05:00 UTC,+0,+3.02013593256,+5.60790165552,+0,+0,+4.31430662634,+0,+0,+4.74505218222,+0,+0,+0,+3.45115232925,+4.74542068911,+2.59317314279,+0,+3.02518175067,+0,+6.04946460978,+6.04989657089
2010-08-16 09:05:30 UTC,+0,+3.02379747103,+5.61470022877,+0,+0,+4.31953714979,+0,+0,+4.75080469136,+0,+0,+0,+3.45533625232,+4.75117377146,+2.591698501,+0,+3.02346146747,+0,+6.04602468948,+6.04645632211
2010-08-16 09:06:00 UTC,+0,+0,+5.6126986833,+0,+0,+4.31799724874,+0,+0,+4.74911111416,+0,+3.45434459847,+0,+3.45410447737,+0,+2.59064758841,+0,+3.02223549702,+0,+6.04357320917,+6.04400460762
2010-08-16 09:06:30 UTC,+0,+0,+5.60739533211,+0,+3.88242802898,+4.31391708336,+0,+5.60758461751,+4.74462376437,+0,+3.45108054322,+0,+3.45084073178,+0,+2.59073838574,+0,+3.02234141908,+3.88585443183,+6.04378501343,+6.04420457274
2010-08-16 09:07:00 UTC,+0,+0,+5.60550872459,+0,+3.88112175197,+4.3124656104,+0,+5.60569792556,+4.74302744016,+0,+3.44991939227,+0,+3.44967969102,+0,+2.59118364355,+0,+0,+3.88652226649,+6.04482367341,+6.04524332782
2010-08-16 09:07:30 UTC,+0,+0,+5.60099592023,+0,+3.87799711017,+0,+0,+5.60118491918,+4.73920899952,+0,+3.44714189503,+0,+3.44690245741,+0,+2.59061096949,+0,+0,+3.88566332235,+6.04348778754,+6.04390731962
2010-08-16 09:08:00 UTC,+0,+0,+5.6056885453,+0,+3.8812462589,+0,+0,+5.60587775433,+4.74317959271,+0,+3.45003006661,+0,+3.44979035484,+0,+0,+0,+0,+3.88480790847,+6.04213988096,+6.04257680245
2010-08-16 09:08:30 UTC,+0,+0,+0,+2.15850474202,+3.88492565496,+0,+4.3163534977,+5.6111920077,+4.74767596603,+0,+3.45330068545,+0,+0,+0,+0,+0,+0,+3.8842291009,+6.04123968694,+6.04167652077
2010-08-16 09:09:00 UTC,+0,+0,+0,+2.16110453291,+3.88960467314,+0,+4.32155206477,+5.61795004296,+4.75339391879,+4.32173385352,+3.45745986936,+0,+0,+0,+0,+0,+0,+3.88213551973,+6.03798363231,+6.03842014892
2010-08-16 09:09:30 UTC,+0,+0,+0,+2.16194386921,+3.89111528307,+0,+4.32323040986,+5.62013185868,+4.75523994636,+4.32341229209,+3.45880265203,+0,+0,+0,+0,+0,+0,+3.88279767388,+0,+6.03945006845
2010-08-16 09:10:00 UTC,+0,+0,+0,+2.16499207815,+3.89660134979,+0,+4.32932563871,+5.62805553673,+0,+4.32950786027,+0,+0,+0,+0,+0,+6.0368715857,+0,+3.88127686177,+0,+0
2010-08-16 09:10:30 UTC,+0,+0,+0,+2.16585616985,+0,+0,+4.33105348507,+5.63030170314,+0,+4.3312358028,+0,+0,+0,+0,+0,+6.03841464864,+0,+3.88226292177,+0,+0
