# file...... Output/hvac/house_hvac_file_015.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_7C_tm_0_C_7_Meter_34_281:hvac_load,house_0_8C_tm_0_C_8_Meter_34_282:hvac_load,house_0_9C_tm_0_C_9_Meter_34_283:hvac_load,house_0_10C_tm_0_C_10_Meter_34_284:hvac_load,house_0_11C_tm_0_C_11_Meter_34_285:hvac_load,house_0_12C_tm_0_C_12_Meter_34_286:hvac_load,house_0_13C_tm_0_C_13_Meter_34_287:hvac_load,house_0_14C_tm_0_C_14_Meter_34_288:hvac_load,house_0_15C_tm_0_C_15_Meter_34_289:hvac_load,house_2_1A_tm_2_A_1_Meter_35_290:hvac_load,house_2_2A_tm_2_A_2_Meter_35_291:hvac_load,house_2_3A_tm_2_A_3_Meter_35_292:hvac_load,house_2_4A_tm_2_A_4_Meter_35_293:hvac_load,house_2_5A_tm_2_A_5_Meter_35_294:hvac_load,house_2_6A_tm_2_A_6_Meter_35_295:hvac_load,house_2_7A_tm_2_A_7_Meter_35_296:hvac_load,house_2_8A_tm_2_A_8_Meter_35_297:hvac_load,house_2_9A_tm_2_A_9_Meter_35_298:hvac_load,house_2_10A_tm_2_A_10_Meter_35_299:hvac_load,house_2_11A_tm_2_A_11_Meter_35_300:hvac_load
2010-08-16 10:14:30 UTC,+5.60642528316,+0,+0,+5.17525593808,+0,+0,+2.15673244424,+0,+5.60611498974,+6.4531728094,+0,+0,+0,+0,+4.30238061487,+4.73222437392,+6.02297087492,+0,+0,+2.58170887579
2010-08-16 10:15:00 UTC,+5.6050362654,+0,+0,+5.17397373852,+6.89880478786,+0,+2.15619807577,+1.29376259277,+5.60472606741,+6.44872079641,+0,+0,+2.57978738758,+0,+4.29941239723,+4.7289596918,+6.01881564426,+0,+0,+2.57992768068
2010-08-16 10:15:30 UTC,+5.60752906236,+0,+0,+5.17627483447,+6.90187303564,+0,+2.15715707867,+1.29433802056,+5.60721869312,+6.44823551916,+0,+0,+2.57959324939,+0,+4.29908885628,+4.72860383571,+6.0183627168,+5.15911184184,+0,+2.57973352726
2010-08-16 10:16:00 UTC,+5.60272656206,+0,+0,+5.17184165593,+6.89596189998,+0,+2.15530951071,+1.2932294296,+5.60241652276,+6.45402754293,+0,+0,+2.58191038444,+0,+4.30295047735,+4.73285115406,+6.02376862978,+5.1637460542,+0,+2.58205084406
2010-08-16 10:16:30 UTC,+5.60083014282,+3.01616704652,+0,+5.17009107508,+6.89362770093,+0,+2.15457994,+1.29279166736,+5.60052023383,+6.45102643624,+5.16087701874,+0,+2.58070977307,+0,+4.30094959866,+4.73065042836,+6.02096758438,+5.16134486139,+0,+2.58085013851
2010-08-16 10:17:00 UTC,+0,+3.01509754794,+0,+5.16825786455,+6.89118332465,+1.72315672904,+2.15381593257,+1.29233324215,+5.59853443765,+6.44580803522,+5.15670225892,+0,+2.57862211939,+0,+4.29747041972,+4.72681500939,+6.016097055,+5.15716960601,+4.29720347481,+2.57876232106
2010-08-16 10:17:30 UTC,+0,+3.01570476848,+0,+5.16929869163,+6.89257114835,+1.72350377752,+0,+1.29259351851,+5.59966189705,+6.44113506127,+5.15296384485,+3.43583818386,+2.57675266714,+0,+4.29435488441,+4.72338830855,+6.01173559315,+5.15343074802,+4.29408818324,+0
2010-08-16 10:18:00 UTC,+0,+3.01563049112,+0,+0,+6.89240138487,+1.72346132532,+0,+1.29256168059,+5.59952398224,+6.43984938471,+5.151935294,+3.4351523448,+2.57623832423,+0,+4.29349770635,+4.72244551946,+6.01053562299,+5.15240207501,+4.29323107225,+0
2010-08-16 10:18:30 UTC,+0,+3.01647784583,+0,+0,+6.89433804358,+1.72394561914,+0,+0,+5.60109731183,+6.43828013959,+5.15067988619,+3.43431523721,+2.57561053797,+0,+4.29245146928,+4.72129478901,+6.00907098765,+5.15114651809,+4.29218491705,+0
2010-08-16 10:19:00 UTC,+0,+3.0178601723,+0,+0,+6.89749739893,+1.72473566862,+0,+0,+5.60366395268,+6.42991792163,+5.14399004945,+3.42985444497,+2.57226518061,+4.71531040602,+0,+4.71516275882,+6.0012662159,+5.14445588651,+4.28661014892,+0
2010-08-16 10:19:30 UTC,+0,+3.01695023944,+0,+0,+6.89541771563,+1.72421560916,+2.15513942199,+0,+5.60197443072,+6.42114627907,+5.13697267005,+3.42517524634,+2.56875603027,+4.70887779858,+0,+4.70873049721,+5.99307931271,+5.13743767292,+4.28076243336,+0
2010-08-16 10:20:00 UTC,+0,+3.01611976364,+4.73926485054,+0,+6.89351963426,+0,+2.15454616298,+0,+5.60043244114,+6.42531973589,+5.14031146659,+3.42740156072,+2.57042564773,+4.71193836668,+0,+4.71179090071,+0,+5.14077686642,+4.28354471592,+2.57056520554
2010-08-16 10:20:30 UTC,+0,+3.01762353904,+4.74162770918,+0,+6.89695656537,+0,+2.15562040053,+1.29341519886,+5.60322458282,+6.43547456316,+5.1484354041,+3.43281861352,+2.57448814964,+4.7193853205,+0,+4.71923745449,+0,+5.14890176934,+4.29031454745,+2.57462802672
2010-08-16 10:21:00 UTC,+5.60079823664,+3.01614986386,+4.73931214655,+0,+6.89358842936,+0,+2.15456766539,+1.29278352994,+0,+6.43660214049,+5.14933747439,+3.43342011525,+2.574939244,+4.72021221948,+0,+4.72006430908,+0,+5.14980394684,+4.29106625977,+2.57507915652
2010-08-16 10:21:30 UTC,+5.60277015868,+3.01721181716,+4.74098077707,+0,+6.89601556067,+0,+2.15532628273,+1.2932387204,+0,+0,+5.14830161861,+3.43272940525,+2.57442124815,+4.71926268361,+0,+4.71911482417,+0,+5.14876796802,+4.29020306145,+2.57456112
2010-08-16 10:22:00 UTC,+5.60067547432,+3.01608375178,+4.73920826568,+0,+0,+1.72372038016,+2.15452043753,+1.29275519197,+0,+0,+5.14775102786,+3.43236227053,+2.57414591662,+4.71875797468,+0,+4.71861014234,+0,+5.1482173118,+4.28974424371,+2.57428576682
2010-08-16 10:22:30 UTC,+5.59555521873,+3.01332630374,+4.73487553103,+5.16522180305,+0,+1.72214439897,+2.15255062587,+1.29157325288,+0,+0,+5.14927821771,+3.43338060282,+0,+4.72015790078,+0,+4.72000999329,+0,+5.14974468312,+4.29101688005,+2.57504952197
2010-08-16 10:23:00 UTC,+5.5994702194,+0,+4.73818838501,+5.16883573245,+0,+1.72334941061,+0,+1.29247697582,+0,+0,+5.15542671328,+3.43748042764,+0,+4.72579402999,+0,+0,+0,+5.15589390886,+4.29614053836,+2.57812441446
2010-08-16 10:23:30 UTC,+5.60180121764,+0,+4.74016086403,+5.17098747233,+0,+1.72406687658,+0,+1.293015054,+0,+0,+0,+3.43393338346,+0,+4.72091782181,+0,+0,+0,+5.15057378511,+4.29170770446,+2.57546411067
2010-08-16 10:24:00 UTC,+5.60141128701,+0,+4.73983090668,+5.17062752813,+0,+1.72394685848,+0,+0,+0,+0,+0,+0,+0,+4.72163431691,+4.29262561736,+0,+0,+5.15135550784,+0,+0
2010-08-16 10:24:30 UTC,+5.60221062296,+0,+4.74050730075,+5.17136539357,+0,+1.72419288884,+0,+0,+0,+0,+0,+0,+0,+4.72305677717,+4.29391884011,+0,+0,+5.15290746466,+0,+0
2010-08-16 10:25:00 UTC,+5.60153749225,+0,+4.73993770093,+5.17074402794,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.72423842624,+4.29499313056,+0,+0,+5.15419668757,+0,+0
2010-08-16 10:25:30 UTC,+5.59798094006,+0,+4.73692816427,+5.16746098162,+0,+0,+2.15348382424,+0,+0,+0,+0,+0,+0,+0,+4.29470805521,+0,+0,+5.15385457742,+0,+0
2010-08-16 10:26:00 UTC,+5.60200638513,+0,+4.74033447573,+5.17117686204,+0,+0,+2.15503245172,+1.29306241402,+5.60340704995,+0,+0,+0,+2.57370136503,+0,+4.28926973757,+0,+6.00461685689,+5.14732821967,+0,+0
2010-08-16 10:26:30 UTC,+5.60260368685,+0,+4.74083990945,+5.17172823007,+6.89581065958,+0,+2.15526223943,+1.29320029272,+5.60229365601,+6.43393612766,+0,+0,+2.57387268895,+0,+4.28955525742,+0,+6.00501655835,+5.14767086326,+0,+0
2010-08-16 10:27:00 UTC,+5.60169407236,+0,+4.74007019823,+5.17088856673,+6.89469106469,+0,+2.15491230199,+1.29299032101,+5.60138410401,+6.43331304947,+0,+3.43166556262,+2.57362342266,+0,+4.28913984273,+0,+6.0044350161,+5.14717233687,+0,+2.57376323182
2010-08-16 10:27:30 UTC,+5.60304242507,+3.01735844274,+4.74121116753,+5.17213322846,+6.89635067854,+1.72444891207,+2.15543102624,+1.29330156928,+5.60273236408,+6.43804734643,+0,+3.43419105463,+2.57551740762,+0,+4.29229626292,+0,+6.00885371307,+5.15096025971,+0,+2.57565736555
2010-08-16 10:28:00 UTC,+5.60142334092,+3.01648650574,+4.73984110664,+5.17063865507,+6.89435783612,+1.72395056859,+2.154808149,+1.29292782646,+5.60111339117,+6.43518217431,+5.14820149085,+3.43266263988,+2.57437117768,+0,+4.29038601368,+0,+6.00617954043,+5.14866782832,+0,+2.57451104558
2010-08-16 10:28:30 UTC,+5.60003935421,+3.01574117745,+4.73866998403,+5.16936109967,+6.89265436233,+1.72352458656,+2.154275716,+1.29260835258,+5.59972949957,+6.43087678904,+5.14475715052,+3.43036594905,+2.5726487815,+0,+4.28751555475,+4.71702850198,+6.00216116283,+5.14522307876,+4.28724938882,+2.57278851407
2010-08-16 10:29:00 UTC,+5.59905820546,+3.01521279236,+4.73783974087,+5.16845540319,+6.8914467198,+1.72322259539,+0,+1.29238186817,+5.59874841824,+6.42982533051,+5.14391597586,+3.42980505263,+2.57222813897,+0,+4.28681453305,+4.71509486157,+6.00117979712,+5.14438180414,+4.28654842198,+2.57236783848
2010-08-16 10:29:30 UTC,+0,+3.01559495495,+4.7384402269,+5.16911046199,+6.89232016569,+1.72344101513,+0,+0,+5.59945800027,+6.42594674201,+5.14081307615,+3.42773603469,+2.57067648544,+0,+4.28422862531,+4.71225068545,+5.99755976494,+5.1412785356,+4.28396271671,+2.57081606296
2010-08-16 10:30:00 UTC,+0,+3.01772016925,+4.7417795427,+5.17275325813,+6.89717741707,+1.72465565182,+0,+0,+5.60340400138,+6.42512489742,+5.14015559436,+3.4272976249,+2.57034770139,+0,+4.28368069035,+4.7116480253,+5.99679270654,+5.14062097566,+4.28341482463,+2.57048725307
2010-08-16 10:30:30 UTC,+0,+3.01527864032,+4.73794320672,+0,+6.8915972176,+0,+0,+0,+5.5988706817,+6.42988901833,+5.1439669266,+3.42983902665,+2.57225361769,+4.71528921003,+4.28685699459,+4.71514156397,+6.00123923936,+5.14443276094,+4.2865908802,+2.5723933192
2010-08-16 10:31:00 UTC,+0,+3.01513104157,+0,+0,+6.89125987556,+0,+0,+0,+5.59859662716,+6.42826928551,+5.14267112826,+3.42897498647,+2.57160563345,+4.71410139312,+4.28577709666,+4.71395381089,+5.99972748194,+5.14313680856,+4.28551106683,+0
2010-08-16 10:31:30 UTC,+0,+3.01390946179,+0,+0,+6.88846791233,+0,+2.15296721089,+0,+5.59632845348,+6.4268761774,+5.14155663139,+3.42823183838,+2.57104831186,+4.71307976946,+4.28484829253,+4.71293224214,+5.99842724187,+0,+4.28458233541,+0
2010-08-16 10:32:00 UTC,+0,+3.01451839161,+0,+0,+6.88985964268,+0,+2.15340220624,+1.29208422362,+5.5974590866,+6.42958400383,+5.14372291272,+3.42967631781,+2.57213159471,+4.71506553031,+4.28665363725,+4.71491789628,+6.00095455789,+0,+4.2863875388,+0
2010-08-16 10:32:30 UTC,+0,+3.01527853062,+0,+0,+6.89159696688,+0,+2.15394521944,+1.29241004591,+5.59887047803,+6.4207684323,+5.13667038982,+3.42497368546,+2.56860487033,+4.70860070795,+4.28077617579,+4.70845342148,+5.99272665414,+0,+4.28051053751,+0
2010-08-16 10:33:00 UTC,+0,+3.01537992978,+0,+0,+6.89182871818,+1.72331812047,+2.15401765498,+1.29245350914,+5.59905875135,+6.42131906673,+5.13711090146,+3.42526741926,+2.56882515506,+4.7090045109,+4.28114329124,+4.70885720271,+5.99324058192,+0,+4.28087762422,+0
2010-08-16 10:33:30 UTC,+5.59603240442,+3.01358328599,+0,+0,+6.88772242617,+1.72229127362,+2.15273420382,+1.2916834045,+5.59572282515,+6.42347547261,+5.13883604223,+3.42641774566,+2.56968783872,+4.71058589232,+4.2825809964,+4.71043849906,+5.99525323646,+0,+4.28231521678,+0
2010-08-16 10:34:00 UTC,+5.59702616548,+0,+0,+5.1665796311,+6.88894559254,+1.7225971468,+2.15311651329,+1.2919128003,+5.59671651791,+6.42148879745,+5.13724668731,+0,+2.56889305692,+4.70912898144,+4.28125645304,+4.70898166655,+5.99339899797,+0,+4.28099077714,+2.5690324942
2010-08-16 10:34:30 UTC,+5.59684138128,+0,+0,+5.16640905717,+0,+1.72254027142,+2.15304542502,+1.29187014545,+0,+6.42256817387,+5.13811019648,+0,+0,+4.70992053271,+4.28197608797,+4.70977317525,+5.9944064205,+0,+4.28171035573,+2.56946433941
2010-08-16 10:35:00 UTC,+5.59581688284,+0,+0,+5.16546334467,+0,+1.72222493749,+0,+1.29163365437,+0,+6.42665825533,+5.14138229211,+0,+0,+4.71291995821,+4.28470300093,+4.71277243948,+5.99822384702,+0,+4.28443705518,+2.5711007307
2010-08-16 10:35:30 UTC,+5.59191567136,+0,+4.73179576423,+5.16186214403,+0,+1.72102417002,+0,+0,+0,+6.43674202764,+5.14944938515,+0,+0,+4.7203148045,+0,+4.72016688859,+0,+0,+4.29115951713,+2.57513512362
2010-08-16 10:36:00 UTC,+5.58963987735,+0,+4.72986999866,+5.15976136304,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.72157868148,+0,+4.72143069775,+0,+0,+4.29230847477,+2.57582465468
2010-08-16 10:36:30 UTC,+5.6050547309,+0,+4.74291397062,+5.17399078399,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.72466062451,+0,+4.72451247548,+0,+0,+0,+2.57750606459
2010-08-16 10:37:00 UTC,+5.60705946252,+0,+4.74461036444,+5.17584134778,+0,+0,+0,+0,+0,+0,+0,+3.43356959694,+0,+4.72041771562,+0,+4.72026979419,+0,+5.15002815073,+0,+2.57519126866
2010-08-16 10:37:30 UTC,+5.6072086092,+0,+4.74473657161,+5.17597902479,+0,+0,+2.15703379728,+1.29426327427,+0,+0,+0,+3.43476568165,+0,+0,+0,+4.72191399278,+0,+5.15182212855,+0,+2.57608833916
2010-08-16 10:38:00 UTC,+5.60765274674,+0,+4.74511239856,+5.17638900728,+0,+1.72586793872,+2.15720466124,+1.29436579717,+0,+0,+0,+3.4327796793,+2.57445895104,+0,+0,+4.71918393354,+0,+5.14884337287,+0,+0
2010-08-16 10:38:30 UTC,+5.60811056057,+3.02008782201,+4.74549979831,+5.1768116143,+6.90258877004,+1.72600885077,+2.15738078658,+1.29447147702,+0,+0,+0,+3.43245852503,+2.57421810238,+0,+0,+4.71874245859,+0,+5.14836168152,+0,+0
2010-08-16 10:39:00 UTC,+5.60983704441,+3.02101759771,+4.74696074025,+5.17840532813,+6.90471380479,+1.72654025111,+2.15804498148,+1.29487001152,+0,+0,+0,+3.43005327952,+2.57241429596,+0,+0,+4.71543608676,+0,+5.14475411349,+0,+0
2010-08-16 10:39:30 UTC,+5.60899426198,+3.02056372806,+4.746247582,+5.17762735733,+6.90367646989,+1.72628084824,+2.157720755,+1.29467546706,+5.60868379208,+0,+0,+3.42854499038,+2.57128315922,+0,+0,+4.71336271658,+0,+5.1424918681,+0,+0
2010-08-16 10:40:00 UTC,+5.60684132214,+3.01940428999,+4.74442577515,+5.17563998283,+6.90102653373,+1.72561818759,+2.15689249842,+1.29417849122,+5.60653100014,+0,+0,+3.42782485972,+2.57074309949,+0,+4.28433964094,+0,+0,+5.14141176205,+0,+0
2010-08-16 10:40:30 UTC,+5.60696270385,+3.01946965855,+4.74452848774,+5.17575203005,+6.90117593585,+1.72565554807,+2.15693919513,+1.29420651048,+5.60665237351,+0,+5.14088442804,+3.42778361226,+2.57071216608,+0,+4.28428808886,+0,+0,+5.141349896,+4.28502199119,+0
2010-08-16 10:41:00 UTC,+5.6091485566,+3.02064682146,+4.74637814533,+5.17776978639,+6.90386638272,+1.72632833913,+0,+1.29471108381,+5.60883807609,+6.41802680453,+5.1344770672,+3.42351117468,+2.567508065,+0,+4.27894829524,+0,+5.99016779004,+5.13494177331,+4.27868280012,+2.56764739331
2010-08-16 10:41:30 UTC,+5.61316208387,+3.02280825495,+4.74977437188,+5.18147466545,+6.90880641433,+0,+0,+0,+5.61285132769,+6.41118655639,+5.12900481782,+3.41986227053,+2.56477158098,+0,+4.27438780878,+0,+5.98378352967,+5.12946887305,+4.27412267086,+2.5649106939
2010-08-16 10:42:00 UTC,+5.61476659535,+3.02367234394,+4.75113210138,+5.18295578681,+6.91078131987,+0,+0,+0,+5.61445572897,+6.40209839567,+5.12173422175,+3.41501422565,+2.56113580538,+4.69490919955,+4.26832860844,+0,+5.975301208,+5.1221974118,+4.26806394527,+2.56127463191
2010-08-16 10:42:30 UTC,+5.6165139584,+3.02461336383,+4.75261071117,+5.18456877417,+6.9129320536,+0,+0,+0,+5.61620297201,+6.40538738756,+5.12436543967,+3.41676872592,+2.56245158717,+4.69732115306,+4.27052142404,+0,+5.97837094765,+5.12482894286,+4.27025658905,+2.56259051737
2010-08-16 10:43:00 UTC,+0,+3.02335134986,+4.7506277284,+5.18240557589,+6.91004767668,+0,+0,+0,+5.61385972169,+6.41043306323,+5.12840201769,+3.4194603225,+2.56447014134,+4.70102135528,+4.27388544465,+0,+5.9830802662,+5.12886600123,+4.27362034608,+2.56460923053
2010-08-16 10:43:30 UTC,+0,+3.02365936634,+4.75111170987,+0,+6.91075165909,+1.72805011704,+2.15993215618,+1.2960023662,+5.61443163273,+6.41158431125,+5.12932302467,+3.42007445139,+2.56493070532,+4.70186561297,+4.27465299737,+0,+5.9841547692,+5.12978711779,+4.27438783866,+2.56506983078
2010-08-16 10:44:00 UTC,+0,+3.02287774409,+4.74988355909,+0,+6.90896523419,+1.72760339178,+2.15937379626,+1.2956673355,+5.61298035199,+6.41595392329,+5.13281874679,+3.42240540418,+2.56667879592,+4.70507002981,+4.27756627714,+0,+5.98823309217,+5.1332832557,+4.27730089025,+2.56681805898
2010-08-16 10:44:30 UTC,+0,+3.02289648826,+4.74991301149,+0,+6.90900807463,+1.72761410476,+2.15938718636,+1.29567536992,+5.61301515528,+6.41288876104,+5.13036659419,+3.4207703051,+2.56545255859,+4.70282221983,+4.27552269177,+0,+5.98537226117,+5.13083081142,+4.27525746495,+2.56559172512
2010-08-16 10:45:00 UTC,+0,+3.02443964368,+4.75233774746,+0,+6.91253501019,+1.72849607362,+2.16048955534,+1.29633682043,+5.61588041638,+6.42090562157,+5.13678014227,+0,+2.56865975378,+4.70870131451,+4.28086764177,+0,+5.99285469804,+5.13724512231,+4.2806019963,+2.56879917272
2010-08-16 10:45:30 UTC,+0,+0,+4.74962483825,+0,+6.90858890797,+1.72750928516,+2.15925617281,+1.29559675833,+5.61267462684,+6.42083203232,+5.13672127031,+0,+2.5686303139,+4.70864734846,+4.28081857877,+4.70850005949,+5.99278601442,+5.13718624329,+4.28055293718,+0
2010-08-16 10:46:00 UTC,+0,+0,+4.74606755425,+0,+6.90341460786,+1.72621536527,+2.15763890813,+1.29462635678,+5.60847105699,+6.42221896792,+5.13783082912,+0,+2.56918516617,+4.70966444558,+4.28174326763,+4.70951710188,+5.99408049348,+5.13829593406,+4.28147755361,+0
2010-08-16 10:46:30 UTC,+0,+0,+4.74177737541,+0,+6.89717426461,+0,+2.155688444,+1.29345602674,+5.60340144035,+6.43008570015,+5.14412427351,+0,+2.57233230146,+4.71543344492,+4.28698812502,+4.71528579112,+6.00142280988,+5.14459012653,+4.28672200038,+0
2010-08-16 10:47:00 UTC,+5.60233768604,+0,+4.7406148209,+5.17148268525,+6.89548325369,+0,+2.15515990637,+1.29313889018,+5.60202767346,+6.42726069615,+5.14186424926,+0,+2.57120214099,+4.71336175293,+4.28510465642,+4.71321421045,+5.99878612765,+5.14232983366,+4.28483867922,+0
2010-08-16 10:47:30 UTC,+5.60429696369,+0,+4.74227275182,+5.17329129058,+0,+0,+0,+0,+5.60398681649,+6.42840878129,+5.14278272591,+0,+2.57166143958,+4.71420369113,+4.28587010037,+4.71405610341,+5.99985767858,+5.14324841944,+4.28560406328,+0
2010-08-16 10:48:00 UTC,+5.60731348798,+0,+4.7448253195,+5.17607583818,+0,+0,+0,+0,+5.60700313354,+6.42277738402,+5.13827756616,+3.42604535302,+0,+4.71007395515,+4.28211557124,+4.70992658943,+5.99460168418,+5.13874272422,+4.28184982806,+2.56954804185
2010-08-16 10:48:30 UTC,+5.60648351565,+0,+4.7441230011,+5.17530969237,+0,+0,+0,+0,+5.60617321823,+6.42065936162,+5.13658313246,+3.42491550211,+0,+4.70852072192,+4.28070345687,+4.70837343976,+5.99262485438,+5.13704808901,+4.28043782429,+2.56870064707
2010-08-16 10:49:00 UTC,+5.60868173276,+0,+4.74598312134,+5.17733886223,+0,+1.72618465381,+0,+0,+0,+6.41744759292,+5.1340136936,+3.4232021965,+0,+4.70616539939,+4.278562127,+4.70601824397,+5.9896271901,+5.13447834463,+4.27829666211,+2.56741565787
2010-08-16 10:49:30 UTC,+5.61025644995,+3.02124346317,+0,+5.17879248055,+0,+1.72666934136,+2.15820633081,+1.29496682538,+0,+6.41327644448,+5.13067674383,+3.42097711334,+0,+4.7031065241,+4.27578116559,+4.70295953339,+5.98573410068,+5.13114099794,+0,+2.56574683251
2010-08-16 10:50:00 UTC,+5.60793669162,+3.01999418716,+0,+5.17665111623,+0,+1.7259553351,+2.15731389757,+1.29443134185,+0,+6.41108162028,+0,+3.41980629279,+0,+4.70149696894,+4.27431784646,+4.70135006493,+5.98368558886,+5.12938491342,+0,+2.56486871026
2010-08-16 10:50:30 UTC,+5.6073664311,+3.01968708068,+0,+5.17612470988,+0,+1.72577981267,+2.15709451288,+1.29429970524,+0,+6.41065878561,+0,+3.41958073322,+0,+0,+4.27403593682,+4.70103999952,+5.98329094138,+5.12904660227,+0,+2.56469953927
2010-08-16 10:51:00 UTC,+5.60617811203,+3.0190471267,+0,+5.17502777489,+0,+1.72541405588,+2.15663735512,+1.2940253985,+0,+6.41429125249,+0,+3.42151845881,+2.56601363407,+0,+4.2764577519,+4.7037036939,+5.98668125909,+5.13195294848,+0,+2.56615284478
2010-08-16 10:51:30 UTC,+5.60350274078,+3.01760633987,+0,+5.17255814499,+6.89691725605,+1.72459059424,+2.15560811413,+1.2934078267,+0,+6.41183178361,+0,+3.42020646453,+2.56502970816,+0,+4.27481799054,+4.70190016102,+0,+5.12998512103,+0,+2.5651688414
2010-08-16 10:52:00 UTC,+5.60578221861,+3.01883392338,+0,+5.17466232645,+6.89972294097,+1.7252922025,+2.15648505113,+1.29393401208,+0,+6.413432262,+0,+3.42106023362,+2.56566998956,+0,+4.27588505126,+4.70307379465,+0,+5.13126566796,+0,+2.56580917321
2010-08-16 10:52:30 UTC,+5.60470325983,+3.01825286399,+0,+5.17366634174,+6.89839490946,+0,+2.15606996533,+1.29368494963,+0,+0,+0,+3.41957287887,+2.56455455263,+0,+4.27402612028,+4.70102920256,+0,+5.12903482174,+0,+2.56469364846
2010-08-16 10:53:00 UTC,+5.60480826118,+3.0183094111,+0,+5.17376326828,+6.89852414989,+0,+2.15611036034,+1.2937091877,+0,+0,+0,+3.42286979466,+2.56702706408,+0,+4.27814668329,+4.70556130769,+0,+5.13397978338,+0,+0
2010-08-16 10:53:30 UTC,+5.6053929251,+3.01862427436,+0,+5.17430297039,+6.89924378083,+0,+0,+1.29384414915,+5.60508270261,+0,+0,+3.4238044568,+2.56772801099,+0,+4.27931484615,+4.70684614115,+0,+5.13538165984,+4.28004781253,+0
2010-08-16 10:54:00 UTC,+5.60455292148,+3.0181719012,+4.74248934201,+5.17352756471,+6.89820986619,+0,+0,+0,+5.60424275671,+0,+5.12931627124,+3.42006994818,+2.56492732815,+0,+4.27464736917,+4.70171249878,+0,+5.12978036354,+4.2743822109,+0
2010-08-16 10:54:30 UTC,+5.60204316877,+3.01682030608,+4.74036560187,+5.17121081694,+6.89512074844,+1.72414134755,+0,+0,+5.60173317643,+0,+5.13131549043,+3.42140303057,+2.56592706903,+4.70479880837,+0,+4.70354502047,+0,+5.13177982054,+4.27604819819,+0
2010-08-16 10:55:00 UTC,+5.60458113509,+3.01818709525,+4.74251321621,+5.17355360863,+6.89824459276,+1.72492251687,+0,+0,+5.60427096839,+0,+5.12971718058,+3.42033727516,+2.56512780916,+4.70222692311,+0,+4.70207997977,+0,+5.13018132059,+4.27471629627,+0
2010-08-16 10:55:30 UTC,+5.60516721861,+3.01850272303,+4.74300915715,+5.17409462117,+6.89896597102,+1.72510290955,+0,+0,+5.60485701162,+0,+5.12711022794,+3.41859895506,+2.5638241616,+4.69983721285,+0,+4.69969039829,+0,+5.12757405775,+4.27254387317,+2.56396319991
2010-08-16 10:56:00 UTC,+5.60330401259,+3.01749931735,+4.74143252158,+5.17237469938,+6.89667265235,+1.72452942699,+2.15553166148,+1.29336195308,+5.60299393361,+0,+5.14650862284,+3.43153383318,+2.57352463259,+4.71761910172,+0,+4.71747133053,+0,+5.14697475917,+4.28870892399,+2.57366443398
2010-08-16 10:56:30 UTC,+5.60188673312,+3.01673605965,+4.74023322679,+5.1710664115,+6.89492820032,+1.72409319766,+2.15498642042,+1.29303479403,+5.60157675155,+0,+5.14992895381,+3.43381451447,+2.57523502249,+4.72075440975,+0,+4.72060647026,+0,+5.15039549648,+4.29155915082,+2.57537495824
2010-08-16 10:57:00 UTC,+5.602276108,+0,+4.74056271386,+5.17142584268,+6.89540746063,+1.72421304468,+2.15513621667,+1.29312467574,+5.60196609969,+6.4326774636,+5.1461977036,+0,+2.57336915257,+4.717334092,+0,+4.71718633611,+6.00384179996,+5.14666380301,+4.28844982908,+2.57350894175
2010-08-16 10:57:30 UTC,+5.60338872203,+0,+4.74150420228,+5.1724528945,+6.89677691658,+1.7245555,+2.15556425002,+1.29338150707,+5.60307863724,+6.43915458752,+5.15137945106,+0,+2.57596036628,+4.72208403419,+0,+4.72193602335,+6.0098871427,+5.15184616603,+4.29276787776,+2.57610035899
2010-08-16 10:58:00 UTC,+0,+0,+4.74251001104,+0,+6.89823993063,+0,+2.15602152558,+1.29365588449,+5.60426718087,+6.4341769944,+5.14739733942,+0,+2.57396904921,+4.7184337598,+0,+4.71828594486,+6.00524136831,+5.14786358137,+4.28944950841,+2.57410888552
2010-08-16 10:58:30 UTC,+0,+0,+4.7401107566,+0,+6.89475005947,+0,+2.15493074123,+1.29300138504,+5.60143203101,+6.4363729336,+5.14915410717,+0,+2.57484754836,+4.72004413261,+0,+0,+6.00729092075,+5.14962055784,+4.29091345637,+2.57498745369
2010-08-16 10:59:00 UTC,+0,+0,+4.74127364514,+0,+6.89644155627,+0,+2.15545943073,+1.29331861272,+5.60280619259,+6.43355889579,+5.14690285592,+0,+2.57372177498,+4.71798048258,+4.28930375179,+0,+6.00466447369,+5.14736903908,+4.28903744591,+2.57386159186
2010-08-16 10:59:30 UTC,+0,+0,+4.73965274941,+0,+6.89408385831,+0,+2.15472251527,+1.29287644396,+5.60089081328,+6.43233913642,+5.14592703933,+0,+2.57323380266,+4.71708598272,+4.28849052163,+0,+6.00352602651,+5.14639310655,+4.2882242794,+2.5733735812
2010-08-16 11:00:00 UTC,+0,+0,+4.73970578746,+0,+6.8941610056,+1.72390134784,+0,+1.29289091236,+5.60095348727,+6.4228541679,+5.13833899383,+3.42608631304,+2.56943928187,+4.71013026393,+4.28216676408,+0,+5.99467334946,+5.13880415916,+4.28190101691,+2.56957876211
