# file...... Output/hvac/house_hvac_file_008.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_3A_tm_0_A_3_Meter_19_141:hvac_load,house_0_4A_tm_0_A_4_Meter_19_142:hvac_load,house_0_5A_tm_0_A_5_Meter_19_143:hvac_load,house_0_6A_tm_0_A_6_Meter_19_144:hvac_load,house_0_7A_tm_0_A_7_Meter_19_145:hvac_load,house_0_8A_tm_0_A_8_Meter_19_146:hvac_load,house_0_9A_tm_0_A_9_Meter_19_147:hvac_load,house_0_10A_tm_0_A_10_Meter_19_148:hvac_load,house_0_11A_tm_0_A_11_Meter_19_149:hvac_load,house_0_12A_tm_0_A_12_Meter_19_150:hvac_load,house_0_13A_tm_0_A_13_Meter_19_151:hvac_load,house_0_14A_tm_0_A_14_Meter_19_152:hvac_load,house_0_15A_tm_0_A_15_Meter_19_153:hvac_load,house_0_1A_tm_0_A_1_Meter_20_154:hvac_load,house_0_2A_tm_0_A_2_Meter_20_155:hvac_load,house_0_3A_tm_0_A_3_Meter_20_156:hvac_load,house_0_4A_tm_0_A_4_Meter_20_157:hvac_load,house_0_5A_tm_0_A_5_Meter_20_158:hvac_load,house_0_6A_tm_0_A_6_Meter_20_159:hvac_load,house_0_7A_tm_0_A_7_Meter_20_160:hvac_load
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.71679538238,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.71920113468,+0,+0,+0,+0,+0,+0
2010-08-16 00:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.71723326988,+0,+0,+0,+0,+0,+0
2010-08-16 00:02:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.44020749598,+0,+0,+0,+0,+1.719936256,+0,+0,+0,+0,+0,+0
2010-08-16 00:03:00 UTC,+0,+0,+0,+1.71903707069,+0,+0,+0,+0,+3.43763395421,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.86635067687,+0
2010-08-16 00:03:30 UTC,+0,+0,+0,+1.71761217658,+0,+0,+0,+0,+3.43478464371,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.86289432701,+0
2010-08-16 00:04:00 UTC,+0,+0,+4.29408248539,+1.71798185849,+0,+0,+0,+0,+3.43552388358,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.86388107074,+0
2010-08-16 00:04:30 UTC,+0,+0,+4.29677251005,+1.71905816122,+0,+0,+0,+0,+3.43767612822,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.86647620188,+0
