# file...... Output/hvac/house_hvac_file_056.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_4B_tm_3_B_4_Meter_95_1101:hvac_load,house_3_5B_tm_3_B_5_Meter_95_1102:hvac_load,house_3_6B_tm_3_B_6_Meter_95_1103:hvac_load,house_3_7B_tm_3_B_7_Meter_95_1104:hvac_load,house_3_8B_tm_3_B_8_Meter_95_1105:hvac_load,house_3_1B_tm_3_B_1_Meter_96_1106:hvac_load,house_3_2B_tm_3_B_2_Meter_96_1107:hvac_load,house_3_3B_tm_3_B_3_Meter_96_1108:hvac_load,house_3_4B_tm_3_B_4_Meter_96_1109:hvac_load,house_3_5B_tm_3_B_5_Meter_96_1110:hvac_load,house_3_6B_tm_3_B_6_Meter_96_1111:hvac_load,house_3_7B_tm_3_B_7_Meter_96_1112:hvac_load,house_3_8B_tm_3_B_8_Meter_96_1113:hvac_load,house_3_1A_tm_3_A_1_Meter_98_1114:hvac_load,house_3_2A_tm_3_A_2_Meter_98_1115:hvac_load,house_3_3A_tm_3_A_3_Meter_98_1116:hvac_load,house_3_4A_tm_3_A_4_Meter_98_1117:hvac_load,house_3_5A_tm_3_A_5_Meter_98_1118:hvac_load,house_3_6A_tm_3_A_6_Meter_98_1119:hvac_load,house_3_7A_tm_3_A_7_Meter_98_1120:hvac_load
2010-08-16 10:20:00 UTC,+6.04870886511,+2.16051538437,+0,+0,+3.88860159178,+6.04601979962,+5.61428766749,+0,+1.72794526395,+5.18280694182,+3.8873073835,+4.31906150194,+6.0461912418,+4.33428561332,+4.76747068702,+0,+4.33409549297,+4.76743736735,+0,+4.76706062738
2010-08-16 10:20:30 UTC,+6.04474733555,+2.15910033559,+0,+1.72728397234,+3.88605479015,+0,+5.61085088789,+3.02165834534,+1.7268874221,+5.17963424834,+3.88492768991,+4.31641753069,+6.04249005565,+4.34353864519,+4.77764838271,+0,+4.34334799743,+4.77761500304,+0,+4.77723712067
2010-08-16 10:21:00 UTC,+6.05424687163,+2.16249354684,+0,+1.72999854584,+3.89216188429,+0,+5.62007275698,+3.02662484546,+1.72972591618,+5.18814749833,+0,+4.32351206664,+6.05242140358,+4.34064268406,+4.77446302551,+3.03862679548,+4.3404522013,+4.77442966462,+5.64242669323,+4.7740521396
2010-08-16 10:21:30 UTC,+6.04894545361,+2.1605998932,+5.61706399047,+1.72848362041,+3.88875369059,+0,+5.61533714644,+3.02407445033,+1.72826829389,+5.1837757776,+0,+4.3198688834,+6.04732146178,+4.33746462757,+4.77096738295,+3.0364019906,+4.33727432594,+4.77093404266,+5.6382955804,+4.77055690998
2010-08-16 10:22:00 UTC,+6.05264384975,+2.16192095137,+5.62049835833,+1.7295404687,+0,+0,+5.61857069429,+3.02581589949,+1.72926358093,+5.18676085594,+0,+4.32235650512,+6.05080378064,+4.33718757558,+4.77066264495,+3.03620803975,+4.33699728978,+4.77062930648,+5.63793544435,+4.77025220807
2010-08-16 10:22:30 UTC,+6.06288340567,+2.16557849575,+5.63000691279,+1.73246650907,+0,+0,+5.62807437555,+3.03093417127,+1.73218881651,+5.1955342633,+0,+4.32966784356,+6.06103862164,+4.33826050326,+4.77184279123,+3.03695914498,+4.33807015628,+4.77180944579,+5.63933012852,+4.77143221486
2010-08-16 10:23:00 UTC,+0,+0,+5.62139485621,+0,+0,+0,+5.61933860884,+3.02622946511,+1.72949994529,+5.18746976308,+0,+4.32294727447,+6.05163077422,+4.34396214443,+4.77811420264,+3.04095059036,+4.34377147256,+0,+5.64674161517,+4.77770288564
2010-08-16 10:23:30 UTC,+0,+0,+5.62525860419,+0,+0,+0,+5.623200202,+3.02830915218,+1.73068854465,+5.19103462689,+0,+4.32591806164,+6.05578945663,+0,+4.77539179991,+3.03921791476,+4.34129654658,+0,+5.64352430885,+4.77498080433
2010-08-16 10:24:00 UTC,+0,+0,+5.62138466358,+0,+0,+0,+5.61932842152,+3.0262239786,+1.72949680956,+5.18746035851,+0,+4.32293943714,+6.05161980315,+0,+4.77809101931,+3.04093583539,+4.34375039669,+0,+5.64671421732,+4.77767970494
2010-08-16 10:24:30 UTC,+0,+0,+5.62073241759,+0,+0,+0,+5.61911353096,+3.02610824787,+0,+5.18726198042,+0,+0,+6.05138838011,+0,+0,+3.04366499875,+4.34764868981,+0,+5.65178184481,+0
2010-08-16 10:25:00 UTC,+0,+0,+5.62603512497,+0,+0,+0,+5.62459719638,+0,+0,+5.19232427464,+0,+0,+6.0572939279,+0,+0,+3.04220829853,+4.34556796264,+0,+5.64907698148,+0
2010-08-16 10:25:30 UTC,+0,+2.16549698966,+5.6297950205,+1.73240130409,+0,+0,+5.62879864323,+0,+0,+0,+0,+0,+6.06181861039,+0,+0,+0,+4.34536284449,+0,+5.64881033596,+0
2010-08-16 10:26:00 UTC,+0,+2.16145077644,+5.61927603998,+1.72916432814,+3.89028510836,+6.05006546299,+5.61804449595,+0,+0,+0,+0,+0,+6.05023709955,+0,+0,+0,+4.34413450399,+0,+5.64721354168,+0
2010-08-16 10:26:30 UTC,+0,+2.16136901427,+5.61906348201,+1.72909891829,+3.89013795295,+6.04997725434,+5.61796258486,+0,+0,+0,+3.88985196837,+0,+0,+0,+0,+0,+4.34567506648,+0,+5.64921621224,+0
2010-08-16 10:27:00 UTC,+0,+2.1612866937,+5.61884947246,+1.72903306173,+3.8899897926,+6.04974684913,+5.61774862912,+0,+0,+0,+3.88970382119,+0,+0,+0,+0,+0,+0,+4.78011270927,+5.64914289396,+0
2010-08-16 10:27:30 UTC,+0,+2.16249962389,+5.62200273902,+1.73000340749,+3.89217282171,+6.05321091915,+0,+0,+1.73000066778,+0,+3.89193116685,+0,+0,+4.34568262338,+0,+0,+0,+4.77997321698,+5.6489780425,+0
2010-08-16 10:28:00 UTC,+0,+2.16250494197,+0,+0,+3.89218239317,+6.05288841489,+0,+0,+1.72990848793,+0,+3.8917238014,+0,+0,+4.34832657999,+0,+0,+0,+4.78288136944,+5.65241488613,+0
2010-08-16 10:28:30 UTC,+6.0608552064,+2.16485402794,+0,+0,+3.89641027316,+6.05919835777,+0,+3.03009993807,+1.7317120289,+0,+3.89578100085,+4.32847615981,+0,+4.34033626097,+4.77412598129,+0,+0,+4.77409262239,+5.642028378,+0
2010-08-16 10:29:00 UTC,+6.06367434085,+2.16586101586,+0,+0,+3.89822264797,+6.06201633475,+0,+3.03150922851,+1.7325174778,+0,+3.89759291806,+4.33048930015,+0,+4.3387096197,+4.77233678828,+3.03727354986,+0,+4.77230343994,+5.63991392893,+0
2010-08-16 10:29:30 UTC,+6.06263252919,+0,+0,+0,+3.89755288453,+6.06089807052,+0,+3.0309499766,+1.7321978497,+0,+3.89687389085,+4.32969042111,+0,+4.33710600236,+4.77057292006,+3.03615093425,+0,+4.77053958211,+0,+4.77016249379
2010-08-16 10:30:00 UTC,+6.05121344233,+0,+0,+1.72913171757,+3.89021174294,+6.04962183793,+0,+3.02531065172,+1.72897481766,+0,+3.88962344086,+4.32163476981,+0,+4.34187186646,+4.77581504125,+3.03948728708,+0,+4.77578167239,+0,+4.77540399569
2010-08-16 10:30:30 UTC,+6.05637235145,+0,+0,+1.73060591982,+3.89352832002,+6.05444072405,+0,+3.02772061126,+1.73035217701,+5.19002578852,+3.89272191305,+4.32507734394,+0,+4.34542523526,+4.77972350141,+3.04197483008,+0,+4.77969010948,+0,+4.77931199429
2010-08-16 10:31:00 UTC,+6.0476983469,+0,+0,+1.72812724906,+3.8879519464,+6.04537750154,+0,+3.02318802847,+1.72776167896,+5.18225633113,+3.88689439541,+4.31860264929,+6.04554891286,+4.33813281379,+4.77170234166,+3.0368697557,+0,+4.77166899706,+0,+4.77129178192
2010-08-16 10:31:30 UTC,+6.04135728453,+0,+0,+1.72631523626,+3.88387538258,+6.03922347992,+0,+3.02011035754,+1.72600270357,+5.17698078893,+3.8829374502,+4.31420626428,+6.03939459526,+4.33317887785,+4.7662533545,+3.03340174272,+0,+4.766220042,+0,+4.76584343877
2010-08-16 10:32:00 UTC,+6.03822690606,+0,+5.60711063934,+1.72542070384,+3.88186291422,+6.03607953218,+0,+3.01853804639,+1.72510408356,+5.17428563604,+3.88091593807,+4.3119602525,+6.03625049622,+4.33628054082,+4.76966496941,+3.03557306822,+0,+4.76963163681,+0,+4.76925465043
2010-08-16 10:32:30 UTC,+6.0290469822,+2.15349220684,+5.59858606947,+0,+3.87596129352,+6.02655632995,+5.59621376583,+3.01377542317,+1.72238211027,+5.16612185925,+3.87479265852,+4.3051569504,+6.02672683519,+4.32924165398,+4.76192268041,+3.03064548104,+4.32905182131,+4.76188939339,+0,+4.76151327675
2010-08-16 10:33:00 UTC,+6.03928197887,+2.1571481233,+5.60809039058,+0,+3.88254120302,+6.03709320018,+5.60599837076,+0,+0,+5.17515460413,+3.88156771168,+4.31268440903,+6.03726421301,+4.32546574869,+4.75776944566,+3.02800215072,+4.32527613145,+4.75773618306,+0,+4.75736053331
2010-08-16 10:33:30 UTC,+6.05263453002,+2.16191762236,+5.62048970392,+0,+0,+6.05022376982,+5.61819150066,+0,+0,+5.18641079995,+3.8900104741,+4.32206478518,+6.05039541398,+4.32921894392,+4.76189770089,+0,+4.32902911253,+4.76186441401,+0,+4.76148830014
2010-08-16 10:34:00 UTC,+6.05702494194,+2.16348586681,+5.62456668453,+0,+0,+6.05461144117,+5.6222659198,+0,+0,+5.19017213601,+3.89283168168,+4.32519930294,+6.05478329601,+4.32816883629,+0,+0,+4.32797906481,+4.76070937502,+5.62621210693,+4.76033339098
2010-08-16 10:34:30 UTC,+6.06252198348,+2.16544939664,+5.62967129252,+1.73236322961,+0,+6.06016655138,+5.62742442984,+0,+0,+5.19493426019,+3.89640353495,+4.32916782965,+6.06033867277,+0,+0,+0,+4.3289180826,+0,+5.62743279311,+4.76136618242
2010-08-16 10:35:00 UTC,+6.05506717611,+2.16278655763,+5.62274868353,+1.73023295486,+0,+6.05271624708,+5.62050603069,+0,+0,+5.18854747883,+3.89161310003,+4.32384539128,+6.05288801094,+0,+0,+0,+4.33530352093,+0,+5.63573361153,+4.76838929333
2010-08-16 10:35:30 UTC,+6.05022033672,+2.16105527834,+5.61824785974,+1.72884792913,+0,+6.04794891216,+5.61607905353,+0,+0,+5.18446067566,+3.88854777427,+4.32043964473,+6.04812044703,+0,+0,+0,+4.34324011021,+0,+5.64605086501,+4.7771184594
2010-08-16 10:36:00 UTC,+0,+2.16210011904,+5.62096414233,+1.72968380308,+0,+6.05079848139,+5.61872518144,+0,+1.72931113209,+5.1869034721,+0,+4.32247535461,+6.05097015316,+0,+0,+0,+4.34568999131,+0,+5.6492356139,+4.77981299467
2010-08-16 10:36:30 UTC,+0,+0,+5.6174564374,+1.72860438701,+0,+0,+5.61579139437,+3.02431908866,+1.72840811157,+5.18419512062,+0,+0,+6.04781065699,+0,+0,+3.0424512677,+4.34591501587,+0,+5.649528137,+0
2010-08-16 10:37:00 UTC,+0,+0,+5.62502447172,+1.73093327669,+0,+0,+5.62335615352,+3.02839314093,+1.73073654658,+5.19117859493,+0,+0,+6.05595740618,+0,+0,+3.03832164858,+4.34001633442,+0,+5.64186008347,+0
2010-08-16 10:37:30 UTC,+0,+0,+5.61484131636,+0,+3.88721491735,+0,+5.61324843695,+3.02294956167,+1.72762538847,+5.18184756696,+0,+0,+6.0450720587,+0,+0,+3.04156032774,+4.34464241159,+0,+5.64787380157,+0
2010-08-16 10:38:00 UTC,+0,+0,+5.61705870756,+0,+3.8887500332,+0,+5.61546492366,+3.02414326567,+1.72830762381,+5.18389373632,+0,+0,+6.04745906946,+0,+4.77150718924,+3.03674555072,+4.33776506177,+0,+5.63893351771,+0
2010-08-16 10:38:30 UTC,+0,+0,+5.61307709167,+0,+3.88599353194,+0,+5.61131458163,+3.02190807075,+1.72703014719,+5.18006231132,+0,+0,+6.04298942339,+4.33485848895,+4.76810081061,+3.03457755793,+4.33466833593,+0,+5.63490789603,+0
2010-08-16 10:39:00 UTC,+0,+2.15882745297,+5.61245616029,+0,+3.88556365668,+0,+5.61076490288,+3.02161203747,+1.72686095582,+5.17955487046,+0,+0,+6.04239745544,+4.33010155437,+4.76286851136,+3.03124745611,+4.32991167262,+4.76283521877,+5.62872442101,+0
2010-08-16 10:39:30 UTC,+0,+2.16252519682,+5.6220692212,+1.73002386586,+3.8922188478,+0,+5.62072541365,+3.02697633819,+1.72992680415,+5.18875000417,+0,+0,+0,+4.33040572839,+4.76320308177,+3.03146039376,+4.3302158293,+4.76316978721,+5.62911981272,+0
2010-08-16 10:40:00 UTC,+0,+2.16157404087,+0,+1.72926293984,+3.89050695939,+0,+5.61780738945,+3.02540481649,+1.72902863547,+5.18605620432,+0,+4.32176928212,+0,+4.3335879664,+4.76670332364,+3.033688126,+4.33339788584,+4.76667000849,+5.63325636096,+0
2010-08-16 10:40:30 UTC,+0,+2.16256235697,+0,+1.73005359403,+3.89228572857,+0,+5.62037548873,+3.02678788374,+1.72981909715,+5.18842696787,+0,+4.3237449632,+0,+4.33429011234,+4.76747563562,+3.03417966471,+4.33409999172,+4.76744231591,+5.63416907095,+0
2010-08-16 10:41:00 UTC,+6.05537402614,+2.16289616374,+0,+1.7303206399,+3.89288651327,+0,+5.62175603054,+3.02753138392,+1.73024402834,+0,+0,+4.32480703679,+0,+4.32368918159,+4.75581534471,+3.02675846122,+4.32349966575,+4.75578209359,+5.62038906449,+4.75540666362
2010-08-16 10:41:30 UTC,+6.05564556861,+2.16299315805,+0,+1.73039823547,+3.89306108342,+0,+5.62213164848,+0,+0,+0,+3.89273870964,+4.32509600585,+0,+4.3225918629,+4.75460837001,+0,+4.32240240967,+4.75457512598,+5.61896267475,+4.75419983173
2010-08-16 10:42:00 UTC,+6.05906491776,+2.1642145412,+0,+0,+3.89525932627,+6.0574292181,+5.62488252507,+0,+0,+0,+3.89464347036,+4.32721230047,+0,+4.31812007321,+4.74968971058,+0,+0,+4.74965649541,+5.61314985586,+4.74928175454
2010-08-16 10:42:30 UTC,+6.04469927555,+2.15908316865,+0,+0,+3.88602389316,+6.04325283283,+5.61171824465,+0,+0,+0,+3.88552826471,+4.31708480253,+0,+4.32057393278,+4.75238878643,+0,+0,+4.75235555542,+5.61633959471,+4.75198051088
2010-08-16 10:43:00 UTC,+6.04296394394,+2.15846331236,+0,+0,+3.88490827725,+6.04151809462,+5.61010735578,+0,+0,+0,+3.88441285361,+4.3158455191,+0,+4.33810855043,+4.77167565362,+0,+0,+4.77164230917,+5.63913260709,+4.77126509701
2010-08-16 10:43:30 UTC,+6.04353787291,+0,+5.61204245662,+0,+3.88527724667,+6.04221414018,+5.61075370809,+0,+0,+0,+3.88486040064,+4.3163427686,+0,+4.3368552123,+4.77029706828,+0,+0,+4.77026373196,+5.63750340975,+4.76988667456
2010-08-16 10:44:00 UTC,+6.03937873063,+0,+5.60818023523,+1.72574984756,+3.88260340311,+6.03772483519,+5.60658491104,+0,+0,+0,+3.88197384369,+4.31313564416,+6.03789587842,+4.33897028691,+0,+0,+0,+4.77259015419,+5.64025276676,+4.77221283566
2010-08-16 10:44:30 UTC,+6.04796334994,+0,+5.61615199913,+1.72820297591,+3.88812231244,+6.04619365158,+5.61444910751,+0,+1.72799495524,+0,+3.88741916774,+4.31918570041,+6.04636510211,+4.33597859143,+0,+3.03536168793,+0,+4.76929951531,+0,+4.76892256623
2010-08-16 10:45:00 UTC,+6.0392416208,+0,+5.60805291366,+1.72571066724,+3.88251525747,+6.03727936121,+5.60617124107,+3.01913808961,+1.72544702512,+0,+3.88168741047,+4.31281740101,+6.037450383,+4.34144405823,+0,+3.03918779909,+0,+4.77531111562,+0,+4.77493349167
2010-08-16 10:45:30 UTC,+6.04215277417,+0,+5.61075624,+1.72654255423,+0,+6.03963842067,+5.60836187865,+3.02031787243,+1.72612130417,+5.17733649738,+3.883204251,+4.31450269473,+6.03980955598,+4.34256646515,+0,+3.03997354228,+0,+4.77654567848,+0,+4.77616791608
2010-08-16 10:46:00 UTC,+6.04376609901,+2.15874984026,+5.6122543897,+1.72700357561,+0,+6.04132712603,+5.60993002115,+3.02116240628,+1.726603979,+5.17878414205,+3.8842900637,+4.31570909269,+6.04149834258,+4.33915593319,+0,+3.03758599251,+0,+4.77279435105,+0,+4.77241700958
2010-08-16 10:46:30 UTC,+6.04950105849,+2.16079835393,+5.61757993076,+1.72864238926,+0,+6.04742412715,+0,+3.02421156067,+1.7283466563,+5.18401080317,+3.88821034534,+4.32006474249,+6.04759563681,+0,+0,+3.03994608683,+0,+4.77650254029,+0,+4.77612478268
2010-08-16 10:47:00 UTC,+6.05021326801,+2.16105275345,+5.61824129568,+0,+0,+6.0480746912,+0,+3.02453691247,+1.72853260398,+5.18456849995,+3.88862864841,+4.32052950035,+6.04824623213,+0,+0,+3.03744343655,+4.33876191058,+4.77257036662,+0,+4.77219305032
2010-08-16 10:47:30 UTC,+6.04853003141,+2.16045150543,+5.61667822526,+0,+0,+6.0462545985,+0,+3.02362667099,+1.72801237546,+5.18300822347,+3.88745835577,+4.31922924046,+6.04642605197,+0,+0,+3.03882100375,+4.34072960538,+0,+0,+4.77435724638
2010-08-16 10:48:00 UTC,+6.03882360176,+2.15698439206,+5.60766473695,+0,+0,+6.03655383355,+0,+3.01877524791,+1.72523965088,+5.1746922314,+3.88122090682,+4.31229908967,+6.03672482041,+0,+4.77669338621,+3.04004631055,+4.34247981374,+0,+0,+4.77628223689
2010-08-16 10:48:30 UTC,+6.03451834447,+2.15544656446,+5.60366683166,+0,+0,+6.03225109024,+0,+3.01662341459,+1.7240098176,+5.17100369956,+3.87845430607,+4.30922524324,+6.03242186992,+0,+4.77300730119,+3.03770029834,+4.33912880784,+0,+5.6407063339,+0
2010-08-16 10:49:00 UTC,+6.03833491711,+2.15680983511,+5.60721093949,+1.72545156892,+0,+6.03612645797,+0,+3.01856151434,+1.72511749616,+5.17432586324,+3.88094611068,+4.31199377593,+6.03629742427,+0,+4.7680248137,+3.03452918959,+4.33459924743,+0,+5.63481808372,+0
2010-08-16 10:49:30 UTC,+0,+2.15736500944,+5.60865423155,+1.72589570912,+3.88293155416,+6.03788392791,+0,+3.01944043787,+1.72561982567,+5.17583245644,+3.88207613802,+0,+6.03805497881,+0,+4.76461819674,+0,+4.33150230492,+0,+5.63079218041,+0
2010-08-16 10:50:00 UTC,+0,+2.15863169125,+5.61194723665,+1.72690905624,+3.8852113252,+6.04173700281,+0,+0,+0,+5.17913550931,+3.88455360833,+0,+6.04190823906,+4.33087559952,+4.76371990754,+0,+4.33068567364,+0,+5.62973059187,+0
2010-08-16 10:50:30 UTC,+0,+0,+5.61057274987,+1.72648608932,+3.88425975814,+6.03999786213,+0,+0,+0,+5.17764462895,+3.88343536652,+0,+6.04016901472,+4.33396653929,+4.76711972765,+0,+4.33377643714,+0,+5.63374846275,+0
2010-08-16 10:51:00 UTC,+0,+0,+5.61182766581,+1.72687226107,+3.88512854545,+6.04090738178,+5.60954024398,+0,+0,+5.17842431577,+3.8840201743,+0,+6.04107857813,+4.33346279959,+4.7665656488,+0,+4.33327272617,+4.76653233446,+5.63309365832,+0
2010-08-16 10:51:30 UTC,+0,+0,+5.61326440086,+1.72731438347,+3.88612320743,+6.04266752977,+5.61117472853,+0,+0,+5.17993320466,+0,+0,+6.04283881077,+4.33281017121,+4.7658478027,+0,+4.33262013502,+4.76581449259,+5.63224531552,+0
2010-08-16 10:52:00 UTC,+0,+0,+5.61195712384,+0,+3.88521817017,+6.04145202277,+5.61004600105,+0,+0,+5.17889120988,+0,+0,+6.04162324532,+4.33433784969,+4.76752814342,+0,+4.33414772637,+4.76749482341,+5.63423112412,+0
2010-08-16 10:52:30 UTC,+0,+0,+0,+0,+3.89150576619,+6.05102810987,+5.61893841589,+0,+0,+5.18710032139,+0,+0,+6.05119979268,+4.32853489813,+4.76114529784,+0,+4.32834510578,+4.76111201539,+5.6266879458,+4.76073598612
2010-08-16 10:53:00 UTC,+0,+2.1607841121,+0,+0,+3.88908524734,+6.04694812472,+5.61514971602,+0,+1.72821060276,+5.18360274956,+0,+4.3197246901,+6.04711961151,+4.33268447524,+4.76570954577,+3.03305563519,+4.33249444617,+4.76567623646,+5.63208192493,+4.76529969425
2010-08-16 10:53:30 UTC,+0,+2.15878483666,+0,+0,+3.88548695591,+6.0412346043,+5.60984410488,+3.02111613547,+1.72657753392,+5.17870482766,+0,+4.31564299586,+6.04140581639,+4.33318214554,+4.76625694874,+3.03340403027,+4.33299208812,+4.76622363622,+5.63272883991,+4.76584703258
2010-08-16 10:54:00 UTC,+6.04412618876,+2.15887846342,+0,+1.72710647431,+3.88565546517,+6.04234809948,+5.61087810355,+3.02167300247,+1.72689579904,+5.17965937267,+0,+4.3164384681,+0,+4.3281807668,+4.76075577784,+3.0299028048,+4.32799099464,+4.76072249768,+5.62622761524,+4.76034651216
2010-08-16 10:54:30 UTC,+6.05476887921,+2.16268000672,+0,+1.730147714,+3.89249747434,+0,+5.62112275802,+3.0271903307,+1.73004910687,+5.18911681615,+0,+4.3243198498,+0,+4.32934521906,+0,+3.030717982,+4.32915538048,+4.76200330715,+5.62774127102,+4.7616271777
2010-08-16 10:55:00 UTC,+6.05735339899,+2.16360319091,+0,+1.73088626257,+3.89415901926,+0,+5.62352198739,+3.02848245192,+1.73078759033,+5.19133168597,+0,+4.32616561648,+0,+4.32481633133,+0,+3.02754752478,+4.32462675112,+4.75702187301,+5.62185423107,+4.75664630353
2010-08-16 10:55:30 UTC,+6.05027180222,+2.16107366173,+0,+1.72886263587,+3.88960637813,+0,+5.61694808759,+3.02494203365,+1.7287641421,+5.1852629322,+0,+4.32110820702,+0,+4.32563217861,+0,+3.02811866034,+4.32544255187,+4.75791924337,+5.62291473996,+4.75754357303
2010-08-16 10:56:00 UTC,+6.04265969148,+2.15835463412,+5.61122696851,+1.72668741018,+3.8847126784,+0,+5.61006625985,+3.02123577852,+1.72664591327,+5.17890991197,+0,+4.31581390333,+0,+4.34221247726,+0,+3.03972573236,+4.34202190505,+4.77615631852,+5.6444672463,+4.77577859978
2010-08-16 10:56:30 UTC,+6.04320051583,+2.15854781533,+5.61172918348,+0,+3.88506036543,+0,+5.61051154,+3.02147558726,+1.72678297075,+5.17932097636,+0,+4.31615646478,+0,+4.34724124842,+0,+3.0432461337,+4.34705038971,+4.78168758676,+5.65100407826,+4.78130924763
2010-08-16 10:57:00 UTC,+6.0425761936,+2.15832480891,+5.61114943156,+0,+3.88465899902,+0,+5.60969744075,+3.02103714853,+1.72653239068,+5.17856943339,+3.88412902046,+4.31553016475,+0,+4.34187355572,+0,+3.03948846966,+4.34168300282,+4.77578353043,+5.64402668673,+4.7754058535
2010-08-16 10:57:30 UTC,+6.02990055117,+2.15379709965,+5.59937870222,+0,+3.87651003883,+0,+5.59817172986,+3.01482989811,+1.72298477241,+0,+3.8761483914,+4.30666324458,+0,+4.35223993829,+0,+3.0467454765,+4.3520487949,+4.78718576788,+5.65750180803,+4.78680681244
2010-08-16 10:58:00 UTC,+6.03649531779,+0,+5.605502669,+0,+3.88074970484,+0,+5.6038589801,+3.01789280565,+1.7247353103,+0,+3.88008635546,+4.31103854037,+6.03496022959,+4.3476153101,+4.78213243246,+0,+0,+4.78209902631,+5.65149031596,+4.781720641
2010-08-16 10:58:30 UTC,+6.04245428912,+0,+5.6110362298,+1.72662871469,+0,+0,+5.60931927272,+3.02083348349,+1.72641599036,+0,+3.88386716942,+4.31523923378,+6.04084060659,+4.35157048838,+4.78648285538,+0,+0,+4.78644942351,+5.65663159901,+4.78607055053
2010-08-16 10:59:00 UTC,+6.04911404866,+0,+5.61722054956,+1.72853179792,+0,+0,+5.61568357823,+0,+1.72837492576,+0,+3.88827393952,+4.32013539914,+6.04769454609,+4.34660608861,+4.78102235856,+0,+0,+4.78098895897,+5.65017844257,+4.78061069819
2010-08-16 10:59:30 UTC,+6.05087228954,+0,+5.61885326971,+1.72903423025,+0,+6.04907593748,+5.61712561634,+0,+0,+0,+3.88927243495,+4.32124478282,+6.04924752651,+0,+4.78132575027,+0,+0,+4.78129234888,+5.65053698762,+4.78091405406
2010-08-16 11:00:00 UTC,+6.05500378236,+0,+5.62268981547,+1.73021483958,+0,+6.05320561899,+5.62096046452,+0,+0,+0,+3.89192775896,+4.32419499475,+6.05337740636,+0,+4.77454417191,+0,+0,+4.77451081055,+5.6425225912,+4.77413327647
2010-08-16 11:00:30 UTC,+6.05082304948,+2.16127056593,+5.6188075449,+1.72902015949,+0,+6.04910236488,+5.61714511578,+0,+0,+0,+3.8892894274,+4.32126366237,+6.04927395519,+0,+4.77751553586,+0,+0,+4.77748215697,+5.64603411718,+4.77710428948
2010-08-16 11:01:00 UTC,+6.04412255675,+2.15887716611,+5.61258539994,+1.72710543646,+0,+6.04240464539,+5.61092558238,+0,+0,+0,+3.88498289276,+4.3164788641,+6.04257591376,+0,+4.77194948447,+3.0370270499,+0,+0,+5.63945300681,+0
2010-08-16 11:01:30 UTC,+6.04501963139,+2.15919759896,+5.61341843245,+0,+0,+6.04324016328,+5.61170144817,+0,+0,+0,+3.88552011834,+4.31707575147,+6.04341147181,+0,+4.7824123958,+3.04368617923,+0,+0,+5.65181794905,+0
2010-08-16 11:02:00 UTC,+6.03460368117,+2.15547704654,+5.60374607619,+0,+3.87953360307,+6.03232185496,+5.60156265597,+3.01665880456,+1.72403004398,+5.17106436272,+3.87849980677,+4.30927579703,+6.03249263805,+0,+4.77470784317,+3.03878260985,+0,+0,+0,+0
2010-08-16 11:02:30 UTC,+6.02534624445,+2.15217031207,+5.59514952705,+0,+3.87358215066,+6.02288665293,+5.59280108272,+3.01194019066,+1.72133322313,+5.16297602399,+3.87243075123,+4.30253536131,+6.02305698119,+0,+4.77744643527,+3.04052558924,+0,+0,+0,+0
2010-08-16 11:03:00 UTC,+6.02696187443,+2.15274741128,+5.59664981735,+0,+3.87462081235,+6.02450125974,+5.59430041427,+3.01274766743,+1.72179471888,+5.16436014773,+3.87346891859,+4.30368882403,+6.02467166589,+4.34023075245,+4.77400992925,+3.03833842188,+4.34004029321,+0,+0,+0
2010-08-16 11:03:30 UTC,+0,+2.15326128134,+5.59798573031,+1.72261272122,+3.87554567442,+6.0257108932,+5.59542368563,+3.01335261397,+1.72214046286,+5.16539710747,+3.87424669422,+4.30455297683,+6.02588135766,+4.345671642,+4.7799945318,+3.04214732762,+4.34548087268,+0,+0,+0
2010-08-16 11:04:00 UTC,+0,+2.15811491916,+5.61060377918,+1.72649563789,+3.88428123996,+6.03956999206,+5.60829331007,+3.02028365079,+1.72610174554,+5.17727783688,+3.88315788073,+0,+6.03974112407,+4.34871709978,+4.78334432502,+3.04427930641,+4.348526157,+0,+0,+0
2010-08-16 11:04:30 UTC,+0,+2.15682342849,+5.60724627839,+1.72546244365,+3.8819568181,+6.03595664377,+5.60493793793,+3.01847658897,+1.7250689589,+5.17418028977,+3.88083455376,+0,+6.03612760189,+4.35055269777,+4.78536335602,+3.04556432044,+4.35036165044,+4.78532993077,+0,+0
2010-08-16 11:05:00 UTC,+0,+2.16032612052,+5.61635226098,+1.72826460191,+3.88826095515,+6.04575651916,+5.61403814793,+3.02337757781,+1.72787001168,+5.18258124429,+3.88713572146,+0,+6.04592794867,+4.34258532891,+0,+3.03998674793,+4.34239473544,+4.77656642713,+0,+4.77618866234
2010-08-16 11:05:30 UTC,+0,+0,+5.61729155813,+1.72855364918,+3.88890882795,+6.04676781155,+5.61497723875,+3.02388333251,+1.72815906471,+5.18344817591,+3.8877859668,+0,+6.04693928968,+4.34089868464,+0,+3.03880600918,+4.34070818732,+4.77471124595,+5.64275625061,+4.77433368937
