# file...... Output/hvac/house_hvac_file_023.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_14A_tm_2_A_14_Meter_48_441:hvac_load,house_2_15A_tm_2_A_15_Meter_48_442:hvac_load,house_2_16A_tm_2_A_16_Meter_48_443:hvac_load,house_2_17A_tm_2_A_17_Meter_48_444:hvac_load,house_2_18A_tm_2_A_18_Meter_48_445:hvac_load,house_2_19A_tm_2_A_19_Meter_48_446:hvac_load,house_2_20A_tm_2_A_20_Meter_48_447:hvac_load,house_2_21A_tm_2_A_21_Meter_48_448:hvac_load,house_2_22A_tm_2_A_22_Meter_48_449:hvac_load,house_2_23A_tm_2_A_23_Meter_48_450:hvac_load,house_2_24A_tm_2_A_24_Meter_48_451:hvac_load,house_2_25A_tm_2_A_25_Meter_48_452:hvac_load,house_2_26A_tm_2_A_26_Meter_48_453:hvac_load,house_2_27A_tm_2_A_27_Meter_48_454:hvac_load,house_2_28A_tm_2_A_28_Meter_48_455:hvac_load,house_2_29A_tm_2_A_29_Meter_48_456:hvac_load,house_2_1B_tm_2_B_1_Meter_48_457:hvac_load,house_2_2B_tm_2_B_2_Meter_48_458:hvac_load,house_2_3B_tm_2_B_3_Meter_48_459:hvac_load,house_2_4B_tm_2_B_4_Meter_48_460:hvac_load
2010-08-16 09:34:00 UTC,+0,+3.42807935345,+0,+4.28481321468,+0,+2.99963384331,+1.71409476618,+2.99969329974,+0,+2.14264550206,+0,+0,+2.99955446354,+0,+0,+5.14157006384,+5.16383236591,+3.44275061792,+0,+0
2010-08-16 09:34:30 UTC,+0,+3.42757491266,+0,+4.28418271896,+0,+2.99919244619,+1.71384253647,+0,+0,+2.14233020839,+0,+0,+2.99911308149,+0,+0,+5.14081350207,+5.16409429998,+3.4429252531,+0,+0
2010-08-16 09:35:00 UTC,+0,+3.42621942144,+1.71320687346,+4.2824885034,+0,+2.99800636066,+1.71316476583,+0,+0,+2.14148297753,+0,+0,+2.99792703644,+0,+0,+5.13878053229,+5.16559700168,+3.44392712579,+0,+0
2010-08-16 09:35:30 UTC,+0,+3.42296379357,+1.71157894072,+4.27841932529,+0,+2.99515761249,+1.71153689175,+0,+0,+2.13944809275,+5.13506337834,+1.71158962081,+0,+0,+0,+5.13389773205,+5.16510095944,+0,+0,+0
2010-08-16 09:36:00 UTC,+0,+3.41914372452,+1.70966876675,+4.2736446577,+5.55573320786,+2.99181496549,+1.70962678666,+0,+0,+0,+5.12857988538,+1.7096794319,+0,+0,+4.70092731628,+5.12816838142,+5.16417055722,+0,+0,+0
2010-08-16 09:36:30 UTC,+0,+3.42100088494,+1.71059741475,+4.27596590465,+5.5587508406,+2.99344002294,+1.71055540117,+0,+0,+0,+5.13136553046,+1.71060808717,+0,+0,+4.70348064314,+5.13095375601,+5.16123564865,+0,+0,+0
2010-08-16 09:37:00 UTC,+0,+0,+1.71108889596,+4.27719441028,+5.56034790411,+2.99430007455,+0,+0,+0,+0,+5.13283981592,+1.71109957221,+0,+2.13889908367,+4.70483197564,+5.13242789835,+5.15728479592,+0,+0,+0
2010-08-16 09:37:30 UTC,+0,+0,+0,+4.27582929354,+5.55857324546,+2.99334438431,+0,+0,+0,+0,+5.13120158838,+1.71055343352,+0,+2.13821639989,+4.70333037355,+0,+5.16305466975,+0,+5.1630492846,+0
2010-08-16 09:38:00 UTC,+0,+0,+0,+4.27849461544,+5.56203817735,+2.9952103216,+0,+0,+5.13388018078,+0,+5.13440014545,+1.71161974196,+0,+2.1395493058,+4.7062621762,+0,+5.16465030133,+0,+5.16464491882,+0
2010-08-16 09:38:30 UTC,+0,+0,+0,+4.28252807749,+5.56728169826,+2.99803406566,+0,+0,+5.13871996953,+0,+5.13924055825,+1.71323339857,+0,+2.14156640738,+4.71069890659,+0,+5.16487141742,+0,+5.16486603527,+3.01316963165
2010-08-16 09:39:00 UTC,+4.71260385562,+0,+0,+0,+5.56945120435,+0,+0,+2.99926183375,+5.14072243153,+0,+5.14124327841,+0,+0,+2.14240098287,+4.71253460321,+0,+5.16383875976,+0,+5.16383337591,+3.01256716599
2010-08-16 09:39:30 UTC,+4.71302626555,+0,+0,+0,+5.56995041821,+0,+0,+2.99953067818,+5.14118320778,+0,+5.14170411399,+0,+0,+2.1425930227,+4.71295700591,+0,+5.16301818624,+0,+5.16301280102,+3.01208843297
2010-08-16 09:40:00 UTC,+4.70801923112,+0,+0,+0,+5.56403298865,+0,+1.71218087376,+2.99634393123,+5.13572139882,+2.14025308696,+5.13624160088,+0,+0,+2.14031667891,+4.70795005731,+0,+0,+3.44680726248,+5.16991152439,+3.01611322938
2010-08-16 09:40:30 UTC,+4.70699268435,+0,+0,+0,+5.56281979183,+0,+1.71180753735,+2.99569058142,+5.1346016138,+2.13978640676,+5.13512167143,+0,+2.99555199395,+2.13984998079,+4.70692352815,+0,+0,+3.4453997489,+5.1678004013,+3.01488157533
2010-08-16 09:41:00 UTC,+4.70788411969,+0,+1.71217380663,+0,+0,+0,+1.71213173621,+2.99625793905,+5.13557401558,+2.14019166374,+5.13609419868,+0,+2.9961193163,+0,+4.70781494819,+0,+0,+3.44553821012,+5.16800807865,+3.01500273673
2010-08-16 09:41:30 UTC,+4.70588645736,+0,+1.71144726696,+0,+0,+0,+1.71140522273,+2.99498651889,+5.13339491138,+2.13928350306,+5.13391481348,+1.71145794601,+2.99484797515,+0,+4.70581732011,+0,+0,+3.44541403458,+5.16782182833,+3.0148940761
2010-08-16 09:42:00 UTC,+4.70344506541,+0,+1.71055934504,+0,+0,+0,+1.71051733283,+2.99343268518,+5.13073177492,+2.13817361765,+5.13125133353,+1.71057001716,+2.99329423805,+0,+0,+0,+0,+3.4443159973,+5.16617488731,+3.01393323133
2010-08-16 09:42:30 UTC,+4.70381816365,+0,+1.71069503897,+0,+0,+0,+1.71065302186,+0,+5.13113876061,+2.13834323247,+5.13165837167,+1.71070571214,+2.99353168314,+0,+0,+0,+0,+3.44336688603,+5.16475131973,+3.01310270523
2010-08-16 09:43:00 UTC,+4.70537760783,+3.42233036023,+1.71126220093,+0,+0,+0,+1.71122016338,+0,+5.13283984455,+2.13905217407,+5.13335967501,+1.71127287854,+2.99452413594,+0,+0,+0,+0,+3.44659194333,+0,+3.01592481293
2010-08-16 09:43:30 UTC,+4.70194745934,+3.41983548702,+0,+0,+0,+0,+1.70997268069,+0,+5.12909814569,+2.13749278835,+5.12961749354,+1.71002534111,+2.99234113989,+0,+0,+5.12920588883,+0,+3.44502595505,+0,+3.01455448455
2010-08-16 09:44:00 UTC,+4.6983635737,+3.41722879506,+0,+0,+0,+2.9901393588,+0,+0,+5.12518874626,+0,+0,+1.70872188976,+2.99006030326,+2.13592693519,+0,+5.12529636476,+0,+3.44601319007,+0,+0
2010-08-16 09:44:30 UTC,+0,+3.41930768609,+0,+0,+0,+2.99195843558,+0,+0,+0,+0,+0,+1.70976141932,+2.99187931788,+2.137226367,+0,+5.12841429143,+0,+3.44031466231,+0,+0
2010-08-16 09:45:00 UTC,+0,+3.41796985369,+0,+0,+0,+2.9907878019,+0,+0,+0,+0,+0,+0,+2.9907087242,+2.13639014136,+0,+5.12640780661,+0,+0,+0,+0
2010-08-16 09:45:30 UTC,+0,+3.41512611978,+0,+0,+0,+2.98829947026,+0,+0,+0,+0,+0,+0,+2.98822047759,+2.13461263677,+0,+5.12214276642,+5.16058952767,+0,+0,+0
2010-08-16 09:46:00 UTC,+0,+3.42471822854,+0,+4.28061217676,+5.5647910177,+2.99669278285,+0,+0,+0,+0,+0,+0,+2.99661350348,+2.140608281,+0,+5.13652903877,+5.1603298294,+0,+0,+0
2010-08-16 09:46:30 UTC,+0,+3.42710497592,+1.71364968301,+4.2835953495,+5.56866915721,+2.99878124089,+0,+0,+0,+0,+0,+0,+2.99870189023,+2.14210014141,+0,+5.14010868953,+5.16247700766,+0,+0,+0
2010-08-16 09:47:00 UTC,+0,+3.42614851269,+1.71317141649,+4.28239987525,+5.56711503471,+2.99794431389,+1.71312931013,+2.99800372302,+0,+0,+0,+0,+0,+2.14150229446,+0,+5.13867418317,+5.16376944958,+0,+0,+0
2010-08-16 09:47:30 UTC,+0,+3.4289914628,+1.71459299526,+4.28595325151,+5.57173444161,+3.00043195966,+1.71455083771,+3.00049143842,+0,+0,+0,+1.71460369891,+0,+2.14327930894,+0,+5.14293804822,+5.15796167005,+0,+0,+0
2010-08-16 09:48:00 UTC,+0,+3.42892242795,+1.71455847533,+4.28586696547,+5.57162226932,+3.00037155261,+1.71451631901,+3.00043102969,+0,+2.14317245401,+0,+1.71456917871,+0,+0,+0,+5.14283450947,+5.16066843633,+0,+0,+0
2010-08-16 09:48:30 UTC,+0,+3.43086136034,+1.71552801224,+4.28829041864,+5.57477277054,+3.00206816238,+1.71548582102,+3.00212768693,+0,+2.14438435661,+0,+1.71553872319,+0,+0,+4.71703737055,+5.14574252611,+5.15624203252,+0,+5.15623663605,+0
2010-08-16 09:49:00 UTC,+0,+3.43265872466,+1.71642675994,+4.29053692729,+5.57769324297,+3.00364089687,+1.71638453638,+3.00370046542,+0,+2.14550777405,+0,+1.71643747791,+0,+0,+4.71950848666,+5.1484382186,+5.15871693628,+0,+5.15871154392,+3.00957902888
2010-08-16 09:49:30 UTC,+4.71601911106,+0,+0,+4.28730170088,+5.57348743252,+3.00137598138,+1.71509028465,+3.00143548657,+0,+2.14388992591,+0,+1.71514316949,+0,+0,+4.71594980011,+5.14455611668,+5.15977931426,+3.44004839047,+5.15977392367,+3.01019883374
2010-08-16 09:50:00 UTC,+4.71354117174,+0,+0,+4.28504902783,+5.5705589463,+2.99979893123,+1.71418910318,+2.99985839229,+0,+2.14276342575,+0,+1.71424194853,+0,+0,+4.71347190327,+5.14185302724,+5.16195135954,+3.44149652409,+5.16194597255,+3.01146603265
2010-08-16 09:50:30 UTC,+4.71581510539,+0,+0,+4.28711624109,+5.57324633387,+0,+0,+0,+5.14422534995,+2.14379718254,+5.14474664831,+1.71506897308,+0,+0,+4.71574579793,+5.14433357469,+5.16485959539,+3.44343548649,+5.16485421322,+3.01316273453
2010-08-16 09:51:00 UTC,+4.72174028036,+0,+0,+4.29250276609,+5.58024884318,+0,+0,+0,+5.15068869176,+2.1464908362,+5.15121082303,+0,+0,+2.14655466755,+4.72167087134,+5.15079712196,+5.16092275242,+3.44081073705,+5.16091736373,+3.01086593017
2010-08-16 09:51:30 UTC,+4.72430838275,+0,+0,+4.29483740564,+0,+0,+0,+0,+5.15349004765,+0,+5.15401253984,+0,+0,+2.14772220159,+4.7242389297,+0,+5.15952475208,+3.43987867023,+5.15951936107,+3.01005031892
2010-08-16 09:52:00 UTC,+4.72044834042,+0,+0,+4.29132827473,+0,+0,+0,+0,+5.14927940857,+0,+5.14980135823,+0,+3.00411536754,+2.14596731405,+4.72037895354,+0,+0,+3.44058683929,+5.16058154054,+3.01067000695
2010-08-16 09:52:30 UTC,+4.71646147931,+0,+1.71529334871,+4.287703854,+0,+0,+0,+0,+5.14493043216,+0,+5.14545182142,+0,+3.00157807169,+2.14415477096,+4.71639216077,+0,+0,+3.44595785743,+5.1686375057,+3.01536995188
2010-08-16 09:53:00 UTC,+4.71980591527,+0,+1.71650970299,+0,+0,+0,+0,+0,+5.14857863375,+0,+5.14910049314,+0,+3.00370651893,+2.14567524889,+4.7197365394,+0,+0,+3.44067473328,+5.16071337232,+3.01074691917
2010-08-16 09:53:30 UTC,+4.71355559895,+0,+1.71423649481,+0,+0,+0,+1.71419435009,+0,+5.141760619,+0,+5.14228159966,+0,+2.99972872751,+2.14283367309,+4.71348633023,+0,+0,+3.44256194093,+5.16354398631,+3.01239833271
2010-08-16 09:54:00 UTC,+4.71156708276,+0,+1.7135132816,+0,+0,+0,+1.71347116292,+0,+5.13959149157,+0,+5.14011219264,+1.71352397681,+2.99846320714,+2.14192963572,+4.71149784812,+0,+0,+3.44237784442,+5.1632678608,+3.01223723784
2010-08-16 09:54:30 UTC,+4.71084751823,+0,+1.71325157965,+0,+0,+0,+1.71320947039,+2.99814400586,+5.13880657106,+0,+5.13932717096,+1.71326227281,+2.9980052659,+2.14160250072,+0,+0,+0,+3.44292800685,+0,+0
2010-08-16 09:55:00 UTC,+4.71164063939,+3.42688569346,+1.71354003379,+0,+0,+2.99858936378,+1.71349791415,+2.99864879099,+5.13967172912,+0,+5.14019244058,+1.71355072921,+2.99851001966,+0,+0,+0,+0,+0,+0,+0
2010-08-16 09:55:30 UTC,+0,+3.42553903859,+0,+0,+0,+2.99741101025,+1.71282456183,+2.99747040445,+5.13765207652,+2.14105771372,+5.13817252753,+1.71287734736,+2.99733170636,+0,+0,+0,+0,+0,+0,+0
2010-08-16 09:56:00 UTC,+0,+3.42318431819,+0,+0,+5.56229862227,+2.99535057653,+1.71164715813,+2.99540991303,+5.1341205724,+2.13958592858,+5.13464056803,+1.71169989203,+2.99527134299,+0,+0,+0,+0,+0,+0,+0
2010-08-16 09:56:30 UTC,+0,+3.42313268064,+0,+0,+5.5622147183,+2.9953053925,+1.7116213384,+2.99536472773,+5.13404312874,+2.13955365325,+5.13456311436,+1.71167407116,+2.99522616051,+0,+0,+0,+0,+0,+0,+0
2010-08-16 09:57:00 UTC,+0,+3.42013922521,+0,+0,+5.55735076089,+2.99268605116,+1.71012455539,+2.992745313,+5.12955367858,+2.13768263567,+5.1300730852,+1.71017722248,+2.99260690862,+0,+0,+5.12966143624,+5.16040765112,+0,+0,+0
2010-08-16 09:57:30 UTC,+0,+3.42029621183,+0,+0,+5.55760584278,+2.992823418,+0,+2.99288268369,+0,+2.13778075796,+5.13030855705,+0,+2.99274427077,+0,+0,+5.12989688525,+5.16417045372,+0,+0,+0
2010-08-16 09:58:00 UTC,+0,+3.42002092421,+1.71010739862,+0,+5.55715853789,+2.9925825351,+0,+2.99264179404,+0,+2.13760869328,+5.12989563978,+0,+2.99250339609,+2.13767218367,+0,+5.12948400806,+5.16749649413,+0,+0,+0
2010-08-16 09:58:30 UTC,+0,+3.41898569609,+1.70958974676,+0,+5.55547643322,+2.99167668703,+0,+0,+0,+2.13696163836,+5.12834285087,+0,+2.99159757897,+2.1370251039,+0,+5.12793136997,+5.16652392868,+0,+0,+0
2010-08-16 09:59:00 UTC,+0,+3.41990503689,+1.71004945073,+0,+5.55697023675,+2.99248113106,+0,+0,+0,+2.13753625952,+5.12972181475,+0,+0,+2.13759974714,+0,+5.12931019989,+5.16171395333,+0,+0,+0
2010-08-16 09:59:30 UTC,+0,+3.42263610886,+1.7114150864,+4.27800975532,+5.56140785676,+2.99487088094,+0,+0,+0,+0,+0,+0,+0,+2.13930683116,+0,+5.13340626959,+5.1603024888,+3.44039719843,+5.16029709908,+3.01050406046
2010-08-16 10:00:00 UTC,+0,+3.42342137703,+1.71180774916,+4.27899125446,+5.56268381058,+2.99555800839,+1.71176569193,+0,+0,+0,+0,+1.71181843103,+0,+2.13979767093,+0,+5.13458401705,+5.16159322294,+3.44125774932,+5.16158783536,+3.01125709121
2010-08-16 10:00:30 UTC,+4.70262339245,+3.42032711805,+1.71026050672,+4.27512376988,+5.55765606115,+2.99284786643,+1.71021850529,+0,+0,+0,+0,+1.7102711765,+0,+2.13786357322,+4.70255431114,+5.12994323844,+5.16888338553,+3.44611820481,+5.16887801,+3.01551026491
2010-08-16 10:01:00 UTC,+4.70305145744,+3.42063846546,+0,+4.27551292003,+5.55816195831,+2.99312030198,+1.71037418474,+0,+0,+0,+0,+1.71042686278,+0,+2.13805818404,+4.7029823688,+5.13041019823,+5.16508852442,+3.44358811674,+5.16508314263,+3.01329629464
2010-08-16 10:01:30 UTC,+4.70739792373,+3.42379682157,+0,+4.27946425461,+5.56329871314,+2.99588654546,+1.71195491555,+0,+0,+0,+0,+1.71200766295,+0,+2.14003421444,+4.70732876058,+5.13515159243,+5.16659446785,+3.44459215073,+5.16658908855,+3.01417488122
2010-08-16 10:02:00 UTC,+4.71413337267,+0,+0,+4.28558739253,+0,+0,+1.7144044759,+0,+0,+0,+0,+1.71445733069,+0,+0,+4.71406409404,+5.14249903662,+5.16371275277,+3.44267465843,+5.16371305075,+3.0124969669
2010-08-16 10:02:30 UTC,+4.72000261888,+0,+0,+4.29092307316,+0,+0,+1.71653901396,+3.00397080576,+0,+0,+0,+1.71659196226,+0,+0,+4.71993323965,+5.14890157337,+5.15888442367,+3.43945553528,+5.15888470291,+3.00968005188
2010-08-16 10:03:00 UTC,+4.72318584974,+0,+0,+4.29381692064,+0,+0,+1.71769669709,+3.0059967855,+5.1522582739,+0,+0,+1.71774969608,+0,+0,+4.72311641594,+5.15237403844,+5.15762873581,+3.43861834837,+5.15762901018,+3.00894746593
2010-08-16 10:03:30 UTC,+4.71919197715,+0,+0,+4.29018612581,+0,+0,+1.71624419833,+3.00345486968,+5.14790166159,+2.14533234786,+0,+1.71629713372,+3.00331579987,+0,+4.7191226118,+5.14801727521,+5.15248139961,+3.43518653805,+5.15248165395,+3.00594443752
2010-08-16 10:04:00 UTC,+4.71309714456,+0,+1.7140697573,+4.28464536658,+0,+0,+0,+2.99957578945,+5.14125327181,+2.14256156582,+0,+0,+2.99943696054,+0,+4.71302788369,+5.14136865492,+5.15118090461,+3.4343194775,+5.15118115387,+3.00518571044
2010-08-16 10:04:30 UTC,+4.71523650582,+0,+1.71484783209,+4.28659024127,+0,+0,+0,+3.00093739437,+5.14358693845,+2.14353414443,+0,+0,+3.0007984809,+0,+4.71516720829,+5.14370240249,+0,+3.43507518509,+5.15231463614,+3.00584699739
