# file...... Output/hvac/house_hvac_file_060.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_15C_tm_3_C_15_Meter_103_1181:hvac_load,house_3_1C_tm_3_C_1_Meter_104_1182:hvac_load,house_3_2C_tm_3_C_2_Meter_104_1183:hvac_load,house_3_3C_tm_3_C_3_Meter_104_1184:hvac_load,house_3_4C_tm_3_C_4_Meter_104_1185:hvac_load,house_3_5C_tm_3_C_5_Meter_104_1186:hvac_load,house_3_6C_tm_3_C_6_Meter_104_1187:hvac_load,house_3_7C_tm_3_C_7_Meter_104_1188:hvac_load,house_3_8C_tm_3_C_8_Meter_104_1189:hvac_load,house_3_9C_tm_3_C_9_Meter_104_1190:hvac_load,house_3_10C_tm_3_C_10_Meter_104_1191:hvac_load,house_3_11C_tm_3_C_11_Meter_104_1192:hvac_load,house_3_12C_tm_3_C_12_Meter_104_1193:hvac_load,house_3_13C_tm_3_C_13_Meter_104_1194:hvac_load,house_3_14C_tm_3_C_14_Meter_104_1195:hvac_load,house_3_15C_tm_3_C_15_Meter_104_1196:hvac_load,house_3_1B_tm_3_B_1_Meter_106_1197:hvac_load,house_3_2B_tm_3_B_2_Meter_106_1198:hvac_load,house_3_3B_tm_3_B_3_Meter_106_1199:hvac_load,house_3_4B_tm_3_B_4_Meter_106_1200:hvac_load
2010-08-16 08:52:30 UTC,+2.17929451048,+0,+4.78931338946,+2.61276593089,+0,+0,+0,+0,+5.66004431777,+6.53019453833,+0,+6.09557871384,+0,+5.22476377609,+0,+0,+0,+2.17095667004,+0,+4.77503538639
2010-08-16 08:53:00 UTC,+2.18080548779,+0,+4.79326466867,+2.61492161028,+0,+0,+0,+0,+5.6647139438,+0,+0,+6.10060772156,+0,+5.22907431814,+0,+0,+0,+2.17147895904,+0,+4.77618408994
2010-08-16 08:53:30 UTC,+2.18241447758,+0,+4.79677316304,+2.61683572169,+0,+0,+0,+0,+5.66886028624,+0,+0,+6.1050731729,+0,+5.23290181593,+0,+0,+0,+2.17215266379,+0,+4.7776658118
2010-08-16 08:54:00 UTC,+0,+0,+0,+2.61749990177,+0,+0,+0,+0,+5.67029903124,+0,+0,+0,+0,+5.23422992458,+0,+0,+0,+2.1750839143,+0,+4.78411269891
2010-08-16 08:54:30 UTC,+0,+0,+0,+2.61692354412,+6.10521911512,+5.66913741444,+0,+0,+5.66905052691,+0,+0,+0,+0,+5.23307742751,+0,+0,+0,+2.17238844441,+0,+4.77818437929
2010-08-16 08:55:00 UTC,+0,+0,+0,+0,+6.08927251709,+5.65432999116,+1.74012030066,+0,+5.6542433406,+0,+0,+0,+0,+5.21940888125,+0,+0,+0,+0,+0,+0
2010-08-16 08:55:30 UTC,+0,+0,+0,+0,+6.07385234775,+5.64001139125,+1.73571350605,+0,+5.63992496964,+0,+0,+0,+0,+5.20619156115,+3.03744837522,+0,+0,+0,+0,+0
2010-08-16 08:56:00 UTC,+0,+0,+0,+0,+6.06043667207,+5.62755409101,+1.73187955754,+0,+5.62746786847,+0,+2.16483521916,+0,+0,+5.19469238302,+3.03073909347,+0,+0,+0,+0,+0
2010-08-16 08:56:30 UTC,+0,+0,+0,+0,+6.05731340225,+5.62465393829,+1.73098698557,+0,+5.62456776206,+0,+2.16371951144,+0,+0,+5.19201528824,+3.02917712236,+0,+1.73907879441,+0,+0,+0
2010-08-16 08:57:00 UTC,+0,+0,+0,+0,+6.05219794693,+5.61990391597,+0,+0,+0,+0,+2.16189214654,+0,+0,+5.18763060187,+3.02661884378,+0,+1.73939382377,+0,+0,+0
2010-08-16 08:57:30 UTC,+0,+0,+0,+0,+6.05015634203,+5.61800815732,+0,+0,+0,+0,+2.1611628357,+0,+0,+5.18588065068,+3.02559782149,+0,+1.73845410758,+0,+0,+0
2010-08-16 08:58:00 UTC,+2.16318269102,+0,+0,+0,+6.05261119414,+5.62028764203,+0,+0,+0,+0,+2.16203976857,+0,+0,+0,+3.026825512,+0,+1.73837422563,+0,+3.47627034565,+0
2010-08-16 08:58:30 UTC,+2.16397940237,+0,+0,+0,+6.05485958252,+5.62237541217,+0,+3.89293328028,+0,+0,+0,+0,+0,+0,+0,+0,+1.73771613785,+0,+3.47495440492,+0
2010-08-16 08:59:00 UTC,+2.16296196454,+5.61964365534,+0,+0,+6.05132467676,+5.61909302964,+0,+3.8906604679,+0,+0,+0,+0,+0,+0,+0,+0,+1.7378985064,+0,+3.4753190769,+0
2010-08-16 08:59:30 UTC,+2.16256282175,+5.61853877832,+0,+0,+6.05013496054,+5.61798830326,+0,+3.88989552484,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17540181152,+3.48020003938,+0
2010-08-16 09:00:00 UTC,+2.16144070031,+5.61523125041,+0,+2.59178486362,+0,+5.61468122643,+1.72791771122,+3.88760561337,+0,+0,+0,+0,+5.18337156301,+0,+0,+0,+0,+2.17401084211,+3.47797485478,+0
2010-08-16 09:00:30 UTC,+2.16066914538,+5.61263780706,+0,+2.59058781185,+0,+5.61208813689,+1.72711964304,+3.88581008637,+0,+0,+0,+0,+5.18097757997,+0,+0,+5.18081144636,+0,+2.17474459283,+3.47914866267,+0
2010-08-16 09:01:00 UTC,+0,+5.61851133257,+0,+2.59329884622,+0,+0,+1.72892707552,+3.88987652323,+0,+6.48154270688,+0,+0,+5.18639937585,+0,+0,+5.18623302524,+0,+2.17271380313,+0,+0
2010-08-16 09:01:30 UTC,+0,+5.63125514372,+0,+2.59918098792,+0,+0,+1.73284866872,+3.89869948725,+0,+6.49624326002,+0,+0,+5.19816306764,+0,+0,+5.19798563062,+0,+2.17088812987,+0,+0
2010-08-16 09:02:00 UTC,+0,+5.63078560226,+0,+2.59896426238,+0,+0,+0,+3.89837440809,+0,+6.49570162303,+2.16586316124,+0,+5.19772963835,+0,+0,+5.19755222042,+0,+2.17007685497,+0,+0
2010-08-16 09:02:30 UTC,+0,+5.63717334318,+4.76941972286,+2.60191264228,+0,+0,+0,+3.90279685351,+0,+6.50307016713,+2.16832022579,+6.07025896272,+5.20362610179,+0,+0,+5.20344842413,+0,+0,+0,+0
2010-08-16 09:03:00 UTC,+0,+5.64078318607,+4.77247378507,+2.60357883199,+0,+0,+0,+3.9052960678,+0,+6.50723428212,+2.16970876315,+6.07414603384,+5.20695831377,+0,+0,+5.20678048937,+0,+0,+0,+4.7741938018
2010-08-16 09:03:30 UTC,+0,+5.6490800793,+4.77949326769,+0,+0,+0,+0,+0,+0,+6.51680511957,+2.17290018904,+6.08308011112,+5.21461709785,+0,+3.04203389357,+5.2144389363,+1.73703372798,+0,+0,+4.77572396185
2010-08-16 09:04:00 UTC,+0,+0,+4.77680997223,+0,+0,+0,+0,+0,+0,+6.51314653308,+0,+6.07966493508,+5.21168942046,+0,+3.04032595659,+5.21151138779,+1.73919562654,+0,+0,+4.78166738241
2010-08-16 09:04:30 UTC,+0,+0,+4.78019554092,+0,+0,+0,+0,+0,+0,+6.51776264657,+0,+6.08397393243,+5.21538333067,+0,+3.04248089542,+5.21520513543,+1.7390715291,+0,+0,+4.78132621781
2010-08-16 09:05:00 UTC,+2.17537016386,+0,+4.78133003715,+0,+0,+0,+0,+0,+0,+6.51930949545,+0,+6.08541786746,+5.21662115146,+0,+3.04319893594,+0,+1.73724124823,+0,+0,+4.77629894343
2010-08-16 09:05:30 UTC,+2.17219910683,+0,+4.77418414768,+0,+0,+0,+1.73640279067,+0,+0,+6.50956630624,+0,+6.07632290537,+5.20882444818,+0,+3.03865053776,+0,+1.73770835055,+0,+0,+4.77758308827
2010-08-16 09:06:00 UTC,+2.16838940412,+0,+4.76531357156,+0,+0,+0,+1.73317633681,+0,+0,+6.49747156285,+0,+6.06503284053,+5.19914598112,+5.1985818186,+3.0330043663,+0,+1.74013523228,+0,+3.47978668397,+4.78425500459
2010-08-16 09:06:30 UTC,+2.17002398255,+0,+0,+0,+0,+0,+1.73473580084,+0,+5.63675608782,+0,+0,+6.07049818393,+5.20383117544,+5.20326635924,+3.03573758952,+0,+0,+0,+3.47630582924,+4.77946940218
2010-08-16 09:07:00 UTC,+2.17012776756,+0,+0,+0,+0,+0,+1.73510628679,+0,+5.6379598584,+0,+0,+6.0717945987,+0,+5.20437756255,+0,+0,+0,+2.17203094469,+3.47479925252,+4.77739810715
2010-08-16 09:07:30 UTC,+2.16918848817,+0,+0,+0,+0,+0,+0,+0,+5.63611757741,+0,+2.16816003787,+0,+0,+5.20267694885,+0,+0,+0,+2.17295366936,+3.47627536191,+4.77942751463
2010-08-16 09:08:00 UTC,+0,+0,+0,+2.60069907358,+6.06736236073,+0,+0,+0,+5.63391307882,+0,+2.16731194152,+0,+0,+5.20064197123,+0,+0,+0,+2.17142473685,+3.47382948435,+0
2010-08-16 09:08:30 UTC,+0,+0,+0,+2.59864190883,+6.06256324277,+5.62952512562,+0,+0,+5.62945684406,+0,+2.16559757605,+0,+0,+5.1965284109,+0,+0,+0,+2.1707272826,+3.47271374667,+0
2010-08-16 09:09:00 UTC,+0,+0,+0,+2.59580580535,+6.05594695504,+5.62338149363,+0,+0,+5.62331327123,+0,+2.16323407163,+0,+0,+5.19085726489,+0,+0,+0,+2.1714383914,+0,+0
2010-08-16 09:09:30 UTC,+0,+0,+0,+2.59703954485,+6.05882512067,+5.62605404823,+0,+0,+5.62598580012,+0,+2.16426222479,+0,+0,+5.19332428237,+0,+0,+0,+2.17022929061,+0,+0
2010-08-16 09:10:00 UTC,+0,+0,+0,+2.59444890341,+6.05278146614,+5.62044214168,+0,+3.89159967431,+5.62037394752,+0,+0,+0,+0,+5.18814396852,+0,+0,+0,+0,+0,+0
2010-08-16 09:10:30 UTC,+0,+0,+0,+2.59674268705,+6.0581325871,+5.62541098803,+1.73122310194,+3.89504024951,+5.62534274609,+0,+0,+0,+0,+5.19273067775,+0,+0,+1.73600959753,+0,+0,+0
2010-08-16 09:11:00 UTC,+0,+0,+0,+2.59730766985,+6.05945062384,+5.62663486659,+1.73159977306,+3.89588769903,+5.62656661286,+0,+0,+0,+0,+5.19386043194,+0,+0,+1.73414215653,+0,+0,+0
2010-08-16 09:11:30 UTC,+2.16185082721,+5.61525608804,+0,+0,+6.04658482975,+5.61468818217,+1.72792296142,+3.88761546326,+5.6146200433,+0,+0,+0,+0,+5.1828325264,+0,+0,+1.7364657202,+0,+0,+0
2010-08-16 09:12:00 UTC,+2.16219980155,+5.61584025187,+0,+0,+6.04721384601,+5.61527226259,+1.72810272292,+3.88801989776,+5.61520411812,+0,+0,+0,+0,+5.1833716872,+3.0241299236,+0,+1.73288629055,+0,+0,+0
2010-08-16 09:12:30 UTC,+2.16218996387,+5.61552841956,+0,+0,+6.04687807097,+5.61496047474,+0,+3.88780400673,+5.61489233325,+0,+0,+0,+0,+5.18308387789,+3.02396199957,+5.18346907985,+1.73342862559,+0,+0,+0
2010-08-16 09:13:00 UTC,+2.16719975942,+5.62962195753,+0,+0,+6.06205371986,+5.6290520021,+0,+3.89756139462,+0,+0,+0,+0,+0,+0,+3.03155147648,+5.19647811826,+1.73357054215,+0,+0,+0
2010-08-16 09:13:30 UTC,+2.16110879825,+5.61287717908,+0,+0,+6.04402326682,+5.61230961288,+0,+3.88596847178,+0,+6.47502312613,+2.15897462998,+0,+0,+0,+3.02253428644,+5.18102185277,+0,+0,+0,+0
2010-08-16 09:14:00 UTC,+2.16180722353,+5.61481496583,+4.75048999863,+0,+0,+5.61424712295,+0,+3.88731006085,+0,+6.47725843506,+2.15972000576,+0,+0,+0,+3.02357779929,+5.18281052651,+0,+2.17270407078,+0,+0
2010-08-16 09:14:30 UTC,+0,+5.61779485634,+4.75301108243,+0,+0,+5.61722658801,+0,+3.88937313028,+0,+6.48069584929,+2.16086623005,+0,+0,+0,+3.02518249295,+5.18556111398,+0,+2.17210716202,+3.4749211796,+0
2010-08-16 09:15:00 UTC,+0,+5.60610210545,+4.74311863711,+0,+0,+5.60553550704,+0,+3.88127788101,+0,+6.46720782771,+2.15636857654,+0,+5.1749349454,+0,+3.01888585789,+5.17476812227,+0,+2.17539794683,+3.48018554343,+0
2010-08-16 09:15:30 UTC,+0,+5.61083441462,+4.74712232355,+2.58975178581,+0,+0,+1.72656230434,+0,+0,+6.47266672159,+2.15818887419,+6.04188146552,+5.17930327897,+0,+0,+5.17913627938,+0,+2.17596829434,+3.48110177559,+0
2010-08-16 09:16:00 UTC,+0,+5.61265154668,+4.74865967602,+2.59059051438,+0,+0,+1.72712148033,+0,+0,+6.47476285076,+0,+6.04383813882,+5.18098065016,+0,+0,+5.18081358281,+0,+2.17544334708,+3.48026200039,+4.78490848649
2010-08-16 09:16:30 UTC,+0,+5.62450018204,+4.75868400544,+2.59605945583,+0,+0,+1.73076759524,+0,+0,+6.48843069222,+0,+6.05659665564,+5.19191797294,+0,+0,+5.19175046397,+0,+2.17500207531,+3.47955608362,+4.78393796711
2010-08-16 09:17:00 UTC,+0,+0,+4.76502574156,+2.59951929624,+0,+0,+1.73307425288,+0,+0,+6.49707743962,+0,+6.06466813271,+5.19883729961,+0,+0,+0,+0,+2.17499008942,+3.47953690939,+4.78391160568
2010-08-16 09:17:30 UTC,+0,+0,+4.77227112321,+2.60347213524,+0,+0,+1.73570959011,+0,+0,+6.50695627793,+0,+6.07388972906,+5.20674257323,+0,+0,+0,+1.73946867093,+0,+0,+4.78242251253
2010-08-16 09:18:00 UTC,+0,+0,+0,+2.60430767067,+0,+0,+0,+0,+0,+6.50904442813,+0,+6.07583895382,+5.2084135587,+0,+0,+0,+1.73904884712,+0,+0,+4.78126834426
2010-08-16 09:18:30 UTC,+2.17545602478,+0,+0,+2.6087873527,+0,+0,+0,+0,+0,+6.52023994128,+0,+6.08628962577,+5.21737246482,+0,+0,+0,+1.73516649782,+0,+0,+4.77059509765
2010-08-16 09:19:00 UTC,+2.17614253289,+0,+0,+0,+0,+0,+0,+0,+0,+6.52246907662,+2.17479573263,+6.08837045592,+5.21915626984,+0,+0,+0,+1.73504050911,+0,+0,+4.770233417
2010-08-16 09:19:30 UTC,+2.17225368404,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17120555417,+6.07832016234,+5.21054059085,+0,+0,+0,+1.73667193691,+0,+0,+4.77471846411
2010-08-16 09:20:00 UTC,+2.17400132572,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.1726187096,+6.08227612923,+5.21393186894,+5.21336088056,+3.0416357559,+0,+1.73330717816,+0,+0,+4.76546822269
2010-08-16 09:20:30 UTC,+2.17306461596,+0,+0,+0,+0,+0,+1.73731075621,+0,+0,+0,+2.17162435412,+6.07949254479,+5.21154562329,+5.21097497175,+3.04024367585,+0,+0,+0,+0,+4.76847979679
2010-08-16 09:21:00 UTC,+2.17382480774,+0,+0,+0,+0,+0,+1.73792645592,+0,+5.64710533832,+0,+2.17239397389,+0,+5.21339255008,+5.21282163775,+3.04132112988,+0,+0,+0,+0,+4.76577908625
2010-08-16 09:21:30 UTC,+0,+0,+0,+0,+6.08014005746,+0,+1.73751243862,+3.90919024813,+5.64576013542,+0,+0,+0,+5.21215061406,+5.21157987709,+3.04059661336,+0,+0,+2.16591552346,+0,+0
2010-08-16 09:22:00 UTC,+0,+0,+0,+0,+6.07455147909,+5.64065694434,+1.73591532424,+3.90559699682,+5.6405708769,+0,+0,+0,+5.207359718,+5.20678965759,+3.03780171626,+0,+0,+2.16443533394,+3.46265212644,+0
2010-08-16 09:22:30 UTC,+0,+0,+0,+0,+6.07801867212,+5.64387644759,+1.73690618514,+3.90782627499,+5.6437903291,+0,+0,+0,+0,+5.20976154319,+3.03953568992,+0,+0,+2.1642703508,+3.46238819763,+0
2010-08-16 09:23:00 UTC,+0,+0,+0,+0,+6.08605452821,+5.65133823738,+0,+3.91299303627,+5.65125200052,+0,+0,+0,+0,+5.21664943354,+3.04355449201,+0,+0,+2.16398347753,+3.4619292773,+0
2010-08-16 09:23:30 UTC,+0,+5.63131176142,+0,+2.59920783837,+6.06388348817,+5.63075105508,+0,+3.89873786881,+5.63066514467,+0,+0,+0,+0,+5.19764564746,+0,+0,+0,+2.16965675761,+3.47100500579,+0
2010-08-16 09:24:00 UTC,+0,+5.63305621779,+0,+2.60001302487,+6.06576189154,+5.63249526871,+0,+3.89994561342,+5.63240933068,+0,+0,+0,+0,+5.19925571061,+0,+5.19965687827,+1.73471522778,+2.16837131413,+3.46894864037,+0
2010-08-16 09:24:30 UTC,+0,+5.62428942276,+0,+2.59596654632,+6.05632194427,+5.6237296943,+0,+3.89387607233,+5.62364389517,+0,+2.16357433031,+0,+0,+5.19116431155,+0,+5.19156466194,+1.73724396362,+0,+3.47400519479,+0
2010-08-16 09:25:00 UTC,+2.16245072914,+5.61532621774,+4.75093051898,+2.59182941096,+6.04667050651,+5.61476773832,+0,+3.88767055022,+5.61468208114,+0,+2.15992029066,+0,+0,+5.18289163475,+0,+5.18329114903,+1.73547059042,+0,+3.47045909163,+0
2010-08-16 09:25:30 UTC,+2.16560556704,+5.62323954222,+4.75762547035,+2.59548195427,+6.05519144942,+5.62267995999,+1.73038257795,+3.89314920545,+5.62259417749,+0,+2.16296418605,+0,+0,+5.1901953141,+0,+5.19059556658,+1.73730001139,+0,+0,+0
2010-08-16 09:26:00 UTC,+2.16265242733,+5.61482292214,+4.75050471309,+2.59159710547,+6.04612856564,+5.61426451278,+1.7277925694,+3.88732210214,+5.61417886355,+6.47727849765,+2.15972669581,+0,+0,+5.18242711313,+0,+5.18282658053,+1.73629958761,+0,+0,+0
2010-08-16 09:26:30 UTC,+2.16107066079,+5.61066646706,+4.74698820586,+2.58967861566,+6.04165296063,+5.6101086373,+1.72651352218,+3.8844444514,+5.61002305388,+6.47248385652,+2.15812789688,+0,+0,+5.17859087298,+0,+5.17898995247,+1.73843096331,+0,+0,+0
2010-08-16 09:27:00 UTC,+2.16046420876,+5.6094336092,+4.74594516481,+0,+6.04032543889,+5.60887595145,+1.72613414036,+3.8835909033,+5.60879038756,+6.47106170466,+2.1576536726,+0,+0,+5.17745299505,+0,+5.17785195943,+1.73802214042,+0,+0,+0
2010-08-16 09:27:30 UTC,+2.15928868575,+5.60841689442,+4.74508498841,+0,+0,+5.60785937855,+1.72582127128,+0,+5.60777383075,+6.46988888271,+0,+0,+0,+0,+0,+5.17691347788,+0,+0,+0,+0
2010-08-16 09:28:00 UTC,+2.15753859218,+5.60303980256,+4.74053577978,+0,+0,+5.60248303694,+0,+0,+5.60239757423,+6.46368618739,+0,+6.0334984078,+0,+0,+3.01724184455,+5.17195013757,+0,+0,+0,+0
2010-08-16 09:28:30 UTC,+0,+5.62333363181,+4.75770507343,+0,+0,+5.62277403645,+0,+0,+0,+6.48709595072,+0,+6.05535071492,+0,+0,+3.02817026227,+5.19068241625,+0,+2.17427645215,+0,+4.78232666125
2010-08-16 09:29:00 UTC,+0,+5.6333220246,+4.76615560656,+0,+0,+5.6327610385,+0,+0,+0,+6.49861797317,+0,+6.06610617415,+0,+0,+3.0335491054,+0,+0,+2.17400118343,+0,+4.78172124758
2010-08-16 09:29:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.50838090707,+0,+6.07521957711,+0,+0,+3.03810674996,+0,+0,+2.17428117224,+0,+4.78233704234
2010-08-16 09:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.51336823275,+0,+6.07987509438,+5.21187356638,+0,+3.0404349902,+0,+0,+2.16823283233,+3.46872710659,+4.76903459785
2010-08-16 09:30:30 UTC,+0,+0,+0,+0,+0,+0,+1.74102424321,+0,+0,+6.52630670582,+2.17607540992,+6.09195276622,+5.22222722835,+0,+3.0464750751,+0,+0,+2.16862107749,+3.46934819488,+4.76988848653
2010-08-16 09:31:00 UTC,+0,+0,+0,+2.60903651672,+0,+0,+1.7394193343,+0,+0,+6.52086264601,+2.17426006004,+6.08687090175,+5.2178707674,+0,+3.04393361743,+0,+1.73453119479,+2.16814127613,+3.46858064119,+4.76883323333
2010-08-16 09:31:30 UTC,+2.17452528611,+0,+0,+2.60741137638,+0,+0,+1.7383358617,+0,+0,+6.51680113421,+2.17290572787,+6.08307960378,+5.2146206528,+0,+3.04203757638,+0,+1.73493900941,+2.16865103725,+3.46939612247,+4.76995437866
2010-08-16 09:32:00 UTC,+2.17497645056,+0,+0,+2.6084527714,+0,+0,+1.73903015433,+0,+0,+0,+2.17377358817,+6.08550907942,+5.21670333642,+0,+0,+0,+1.73407330179,+0,+3.46766502135,+4.76757441486
2010-08-16 09:32:30 UTC,+2.17563157515,+0,+0,+2.60918501202,+0,+0,+1.73951833535,+0,+0,+0,+2.17438381057,+6.08721732711,+5.21816774281,+0,+0,+0,+1.73298926542,+0,+3.46549734201,+4.76459423179
2010-08-16 09:33:00 UTC,+2.17815623104,+0,+0,+2.61240766886,+0,+0,+0,+0,+0,+0,+0,+6.09473547969,+5.2246127273,+0,+0,+0,+1.73262217937,+0,+3.46476330315,+4.76358505571
2010-08-16 09:33:30 UTC,+2.17963477377,+0,+0,+2.61427756398,+0,+0,+0,+3.92134180062,+0,+0,+0,+0,+5.22835232657,+0,+0,+0,+1.73057206824,+0,+0,+4.75794898503
2010-08-16 09:34:00 UTC,+2.18008659957,+0,+0,+2.6144973871,+6.09955217076,+0,+0,+3.92167152574,+0,+0,+0,+0,+5.22879195037,+0,+0,+0,+0,+0,+0,+0
2010-08-16 09:34:30 UTC,+2.17799042711,+0,+0,+2.61167339533,+6.09296413592,+0,+0,+3.91743566092,+0,+0,+0,+0,+5.22314425521,+5.22257196632,+0,+0,+0,+0,+0,+0
2010-08-16 09:35:00 UTC,+0,+0,+0,+0,+6.08804421966,+0,+0,+3.91427233495,+0,+0,+0,+0,+5.21892658033,+5.21835488676,+0,+5.21875798175,+0,+0,+0,+0
2010-08-16 09:35:30 UTC,+0,+0,+0,+0,+6.08362314354,+0,+1.73866022492,+3.91142974492,+0,+0,+0,+0,+5.21513654392,+5.21456538538,+0,+5.21496809816,+0,+2.16688338113,+0,+0
2010-08-16 09:36:00 UTC,+0,+5.63559020119,+4.76807456422,+0,+6.06849044519,+5.63502889948,+1.73418319046,+3.90169997366,+5.63494292128,+0,+2.16771492166,+0,+5.20216380175,+5.20159447546,+3.03477053971,+5.20199587927,+0,+2.16702510869,+0,+0
2010-08-16 09:36:30 UTC,+0,+5.62595895617,+4.75992619056,+0,+6.05811967163,+5.62539899521,+1.73121941092,+3.89503194531,+5.62531316963,+0,+2.16401022066,+0,+5.1932732934,+5.19270522368,+3.02958402403,+5.19310572972,+0,+2.16737394176,+0,+0
2010-08-16 09:37:00 UTC,+0,+5.62592245841,+4.75989531204,+0,+6.05808037126,+5.6253625024,+1.73120817967,+3.89500667675,+5.62527667738,+0,+2.16399618168,+0,+5.19323960269,+5.19267153761,+3.02956436969,+5.19307204034,+0,+2.1652133525,+0,+0
2010-08-16 09:37:30 UTC,+0,+5.62995350783,+4.76330572224,+0,+6.06242094198,+5.62939299055,+1.73244863631,+3.89779750509,+5.62930710166,+0,+2.16554674268,+0,+5.19696062509,+5.19639203401,+3.03173512759,+5.19679291254,+1.73486092537,+2.16855343357,+3.46984869858,+0
2010-08-16 09:38:00 UTC,+0,+5.62986597829,+4.76323166925,+0,+6.06232669166,+5.62930547329,+0,+3.89773690548,+5.62921958581,+0,+2.16551307402,+0,+0,+5.19631124785,+3.03168799206,+5.19671211815,+1.73579577229,+2.16972197581,+3.47110933744,+0
2010-08-16 09:38:30 UTC,+2.16473609304,+5.62049790947,+4.75530595237,+0,+6.05223930248,+5.61993870922,+0,+3.89125108277,+5.61985297014,+6.48382482859,+2.16190960486,+0,+0,+5.18766489757,+3.02664319917,+5.18806489435,+1.73747289417,+2.17181834873,+3.47446297293,+0
2010-08-16 09:39:00 UTC,+2.1646469808,+5.62019461037,+4.75504935054,+2.59407650892,+6.05191271467,+5.61963545228,+0,+3.89104109885,+5.61954971799,+6.48347496034,+0,+0,+0,+5.18738496464,+3.0264798698,+5.1877849332,+1.73793608992,+0,+3.47538919655,+0
2010-08-16 09:39:30 UTC,+2.16511178289,+5.62184443739,+4.7564451624,+2.5948380175,+6.05368922244,+5.62128504946,+0,+0,+5.62119928904,+6.48537810368,+0,+0,+0,+5.18890768851,+3.02736831711,+5.18930781092,+1.73791267719,+0,+3.47534237951,+0
2010-08-16 09:40:00 UTC,+2.1667873252,+5.62656046913,+4.76043509171,+2.59701479035,+6.05876737127,+5.62600042435,+0,+0,+5.62591458924,+6.49081824036,+0,+0,+0,+5.19326039589,+0,+5.19366095805,+1.74058594639,+0,+3.4806879489,+0
2010-08-16 09:40:30 UTC,+2.16783146402,+5.630543757,+0,+2.59885335153,+0,+5.62998315758,+0,+0,+5.62989725935,+6.49541312689,+0,+6.06311454721,+0,+5.19693681028,+0,+0,+1.73751183185,+0,+3.47454083417,+0
2010-08-16 09:41:00 UTC,+2.16507269106,+5.62318508041,+0,+2.5954568164,+0,+5.62262550578,+1.73036581866,+0,+5.62253972414,+6.48692459069,+0,+6.05519075545,+0,+5.19014504806,+0,+0,+0,+0,+0,+4.78463267026
2010-08-16 09:41:30 UTC,+2.16582092811,+5.62512730184,+0,+2.5963532851,+0,+5.62456745671,+1.73096348968,+0,+5.62448164431,+6.48916502306,+2.16389665926,+6.05728213125,+0,+5.19193764023,+0,+0,+0,+0,+0,+4.77843864524
2010-08-16 09:42:00 UTC,+0,+0,+0,+2.60102651968,+0,+5.63469072453,+1.73407911092,+0,+5.6346047517,+6.5008442555,+2.16758482306,+6.06818434122,+0,+0,+0,+0,+0,+0,+0,+4.77794228153
2010-08-16 09:42:30 UTC,+0,+0,+0,+2.60187058359,+0,+5.63651915512,+1.73464184395,+0,+5.63643315328,+6.50295371902,+2.1682882349,+6.07015346165,+0,+0,+0,+0,+0,+2.17236182311,+0,+4.77811571265
2010-08-16 09:43:00 UTC,+0,+0,+0,+0,+0,+5.63527655956,+1.7342594124,+0,+5.63519057743,+6.50152013436,+2.16781019849,+6.06881525373,+0,+0,+0,+0,+0,+2.1697301155,+0,+4.77232765422
2010-08-16 09:43:30 UTC,+0,+0,+0,+0,+0,+5.64118712014,+0,+0,+0,+6.50833915883,+2.17008403795,+6.07518060635,+0,+0,+0,+0,+0,+2.16874828926,+0,+4.77016827029
2010-08-16 09:44:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.50483957267,+2.16891708266,+6.07191384882,+0,+0,+3.03645354378,+0,+0,+2.17002524219,+0,+4.77297674247
2010-08-16 09:44:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.51201722533,+0,+6.0786139699,+0,+0,+3.03980429748,+0,+1.7330668052,+2.16631081486,+0,+4.76480740063
2010-08-16 09:45:00 UTC,+2.17476316411,+0,+0,+0,+0,+0,+0,+3.9121019265,+0,+0,+0,+6.0847268512,+5.21603276624,+0,+3.04286137042,+0,+1.73138190016,+2.16420471315,+0,+4.76017533728
2010-08-16 09:45:30 UTC,+2.17664932543,+0,+0,+0,+0,+0,+0,+3.91547761091,+0,+0,+0,+6.08997710414,+5.22053357946,+0,+3.0454870399,+0,+1.73120724942,+2.1639864028,+3.46193395697,+4.7596951957
2010-08-16 09:46:00 UTC,+2.17862971369,+0,+0,+0,+0,+0,+1.74177645144,+3.91878359374,+0,+0,+0,+6.0951189496,+5.22494145933,+0,+3.0480584941,+0,+1.73166325508,+0,+3.46284580266,+4.76094882522
2010-08-16 09:46:30 UTC,+2.17550081066,+0,+4.781446041,+2.60847766432,+0,+0,+1.73904675033,+3.91264220352,+0,+0,+0,+0,+5.21675311968,+0,+3.04328160785,+5.2165846087,+1.73041763069,+0,+3.46035500624,+4.75752441249
