# file...... Output/hvac/house_hvac_file_039.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_17C_tm_3_C_17_Meter_66_761:hvac_load,house_3_18C_tm_3_C_18_Meter_66_762:hvac_load,house_3_19C_tm_3_C_19_Meter_66_763:hvac_load,house_3_20C_tm_3_C_20_Meter_66_764:hvac_load,house_3_21C_tm_3_C_21_Meter_66_765:hvac_load,house_3_22C_tm_3_C_22_Meter_66_766:hvac_load,house_3_23C_tm_3_C_23_Meter_66_767:hvac_load,house_3_24C_tm_3_C_24_Meter_66_768:hvac_load,house_3_25C_tm_3_C_25_Meter_66_769:hvac_load,house_3_26C_tm_3_C_26_Meter_66_770:hvac_load,house_3_27C_tm_3_C_27_Meter_66_771:hvac_load,house_3_28C_tm_3_C_28_Meter_66_772:hvac_load,house_3_1A_tm_3_A_1_Meter_68_773:hvac_load,house_3_2A_tm_3_A_2_Meter_68_774:hvac_load,house_3_3A_tm_3_A_3_Meter_68_775:hvac_load,house_3_4A_tm_3_A_4_Meter_68_776:hvac_load,house_3_5A_tm_3_A_5_Meter_68_777:hvac_load,house_3_6A_tm_3_A_6_Meter_68_778:hvac_load,house_3_7A_tm_3_A_7_Meter_68_779:hvac_load,house_3_8A_tm_3_A_8_Meter_68_780:hvac_load
2010-08-16 06:31:00 UTC,+4.73962092111,+0,+0,+0,+0,+0,+0,+0,+0,+5.17009092056,+0,+0,+0,+2.17154421829,+0,+0,+0,+0,+0,+0
2010-08-16 06:31:30 UTC,+4.73751019526,+0,+0,+0,+0,+0,+0,+0,+0,+5.16778853303,+0,+0,+0,+2.1721422605,+0,+0,+0,+0,+0,+0
2010-08-16 06:32:00 UTC,+4.73693544413,+0,+0,+0,+0,+0,+0,+0,+0,+5.16716159235,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:32:30 UTC,+4.73937139747,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:33:00 UTC,+4.73974210095,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47489962521,+0,+0,+0,+0
2010-08-16 06:33:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47656081518,+0,+0,+0,+0
2010-08-16 06:34:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47539645185,+0,+0,+0,+0
2010-08-16 06:34:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47408470707,+0,+0,+0,+0
2010-08-16 06:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47348672028,+0,+0,+0,+0
2010-08-16 06:35:30 UTC,+0,+0,+0,+0,+0,+0,+0,+3.44671163498,+0,+0,+0,+0,+0,+0,+0,+3.4741697499,+0,+0,+0,+0
2010-08-16 06:36:00 UTC,+0,+0,+0,+0,+0,+0,+0,+3.44502321255,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:36:30 UTC,+0,+0,+0,+0,+0,+0,+0,+3.44448619653,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:37:00 UTC,+0,+0,+0,+0,+0,+0,+0,+3.44541212903,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:37:30 UTC,+0,+0,+0,+0,+1.29215280284,+0,+0,+3.4452462015,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:38:00 UTC,+0,+0,+0,+0,+1.29236982265,+0,+0,+3.44582481785,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:38:30 UTC,+0,+0,+0,+0,+1.29114758359,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:39:00 UTC,+0,+0,+0,+0,+1.29091013044,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:39:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:40:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:40:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:41:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:41:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:42:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.34637557769,+0
2010-08-16 06:42:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.34499042492,+0
2010-08-16 06:43:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.34311324948,+0
2010-08-16 06:43:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.34320339895,+0
2010-08-16 06:44:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.03919572124,+0,+0,+0,+4.34135635885,+0
2010-08-16 06:44:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.03962543614,+0,+0,+0,+4.34197017528,+0
2010-08-16 06:45:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.03935300818,+0,+0,+0,+4.34158103178,+0
2010-08-16 06:45:30 UTC,+0,+0,+0,+0,+0,+0,+2.58586086996,+0,+0,+0,+0,+0,+0,+0,+3.03804451184,+0,+1.30210680698,+0,+4.33971194011,+0
2010-08-16 06:46:00 UTC,+0,+0,+0,+0,+0,+0,+2.58472198094,+0,+0,+0,+0,+0,+0,+0,+3.03706626564,+0,+1.30168752243,+0,+4.33831458671,+0
2010-08-16 06:46:30 UTC,+0,+3.87389671981,+0,+0,+0,+0,+2.58293601655,+0,+0,+0,+3.87401777081,+0,+0,+0,+3.03746838059,+0,+1.30185987228,+0,+0,+0
2010-08-16 06:47:00 UTC,+0,+3.87341971175,+0,+0,+0,+0,+2.58261795915,+0,+0,+0,+3.87354074479,+0,+0,+0,+0,+0,+1.302417695,+0,+0,+0
2010-08-16 06:47:30 UTC,+0,+3.87240868952,+0,+0,+0,+0,+2.58194383406,+0,+0,+0,+3.87252968451,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:48:00 UTC,+0,+3.87449277702,+0,+0,+0,+0,+2.58333345303,+0,+0,+0,+3.87461385045,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:48:30 UTC,+0,+3.87512646563,+0,+0,+0,+0,+2.58375598116,+0,+0,+0,+3.87524756289,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:49:00 UTC,+0,+3.87223462024,+0,+0,+0,+0,+0,+0,+0,+0,+3.87235560868,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:49:30 UTC,+0,+3.87558561114,+0,+0,+0,+0,+0,+0,+0,+0,+3.8757067257,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:50:00 UTC,+0,+3.87314428286,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.73403893078,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:50:30 UTC,+0,+0,+0,+0,+1.29155308186,+0,+0,+0,+0,+0,+0,+4.73512720303,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:51:00 UTC,+0,+0,+0,+0,+1.2917949742,+0,+0,+0,+0,+0,+0,+4.73601400744,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:51:30 UTC,+0,+0,+0,+3.44410773499,+1.29167978832,+0,+0,+0,+0,+0,+0,+4.73559172307,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:52:00 UTC,+0,+0,+0,+3.44489737145,+1.29197594188,+0,+0,+0,+0,+0,+0,+4.73667745522,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:52:30 UTC,+0,+0,+0,+3.4439345875,+0,+0,+0,+0,+0,+0,+0,+4.73535364921,+0,+0,+0,+0,+0,+0,+0,+3.47583215685
2010-08-16 06:53:00 UTC,+0,+0,+0,+3.44357231014,+0,+0,+0,+0,+0,+0,+0,+4.7348555261,+0,+0,+0,+0,+0,+0,+0,+3.47646490514
2010-08-16 06:53:30 UTC,+0,+0,+0,+3.44390683389,+0,+0,+0,+0,+0,+0,+0,+4.73531548863,+0,+0,+0,+0,+0,+0,+0,+3.47556188754
2010-08-16 06:54:00 UTC,+0,+0,+0,+3.4453816506,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47455126377
2010-08-16 06:54:30 UTC,+0,+0,+0,+3.44678410688,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47227291503
2010-08-16 06:55:00 UTC,+0,+0,+0,+3.44220701385,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47491741755
2010-08-16 06:55:30 UTC,+0,+0,+0,+3.44257449,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:56:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:56:30 UTC,+4.73308453176,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:57:00 UTC,+4.73469839439,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17040157398,+0,+0,+0,+0,+0,+0
2010-08-16 06:57:30 UTC,+4.73649225009,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.1701553811,+0,+0,+0,+0,+0,+0
2010-08-16 06:58:00 UTC,+4.73568947709,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17023702582,+0,+0,+0,+0,+0,+0
2010-08-16 06:58:30 UTC,+4.73750718816,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17115729922,+0,+0,+0,+0,+0,+0
2010-08-16 06:59:00 UTC,+4.73695521996,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17041015599,+0,+0,+0,+0,+0,+0
2010-08-16 06:59:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17004540858,+0,+0,+1.30206794939,+0,+0,+0
2010-08-16 07:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.30329085041,+0,+0,+0
2010-08-16 07:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.30304458773,+0,+0,+0
2010-08-16 07:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.30219201954,+0,+0,+0
2010-08-16 07:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:02:00 UTC,+0,+0,+0,+0,+1.29135124575,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:02:30 UTC,+0,+0,+0,+0,+1.29080137493,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:03:00 UTC,+0,+0,+0,+0,+1.29061375354,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:03:30 UTC,+0,+0,+0,+0,+1.29007780755,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:04:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:05:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:06:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:06:30 UTC,+0,+0,+0,+0,+0,+0,+0,+3.43800065723,+0,+5.15682218388,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,+3.43743357355,+0,+5.15597159524,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:07:30 UTC,+0,+0,+0,+0,+0,+0,+0,+3.43596151282,+0,+5.15376359986,+0,+0,+0,+0,+3.038562037,+0,+0,+0,+0,+0
2010-08-16 07:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,+3.43540574386,+0,+5.15292998257,+0,+0,+0,+0,+3.03630531129,+0,+0,+0,+0,+0
2010-08-16 07:08:30 UTC,+0,+0,+4.72492141221,+0,+0,+0,+0,+3.43568376133,+0,+5.15334699068,+0,+0,+5.63654744282,+0,+3.03480418641,+0,+0,+0,+0,+0
2010-08-16 07:09:00 UTC,+0,+0,+4.72191163984,+0,+0,+0,+0,+3.43430044026,+0,+5.15127209904,+3.86364044099,+0,+5.63535092765,+0,+3.03498842935,+0,+0,+0,+0,+0
2010-08-16 07:09:30 UTC,+0,+0,+4.71886834406,+0,+0,+0,+0,+0,+0,+5.14795206494,+3.86115028007,+0,+5.63495417652,+0,+3.0347747428,+0,+0,+0,+0,+0
2010-08-16 07:10:00 UTC,+0,+0,+4.71624175355,+0,+0,+0,+2.57291570433,+0,+0,+5.14508662867,+3.85900108605,+0,+5.64135445701,+0,+3.03822187586,+0,+0,+0,+0,+0
2010-08-16 07:10:30 UTC,+0,+0,+4.71658409845,+0,+0,+0,+2.57310247474,+0,+0,+5.14546010429,+3.85928120803,+0,+5.64240907662,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:11:00 UTC,+0,+0,+4.71566276821,+0,+0,+0,+2.57259983202,+0,+0,+0,+3.85852733432,+0,+5.6412222914,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:11:30 UTC,+0,+0,+4.71569219541,+0,+0,+0,+2.57261588637,+0,+0,+0,+3.85855141297,+0,+5.63905059504,+0,+0,+0,+1.30165099259,+0,+0,+0
2010-08-16 07:12:00 UTC,+0,+0,+0,+0,+1.28661046231,+0,+2.57314076555,+0,+0,+0,+3.85933863742,+0,+5.63798229553,+0,+0,+0,+1.30140438141,+0,+0,+3.46994287486
2010-08-16 07:12:30 UTC,+0,+0,+0,+0,+1.2868419396,+0,+2.5736037001,+0,+0,+0,+0,+0,+5.64273922223,+0,+0,+3.47295085633,+1.30250249223,+0,+0,+3.4728706635
2010-08-16 07:13:00 UTC,+0,+3.86335284319,+0,+0,+1.28799584186,+0,+2.57591140484,+0,+0,+0,+0,+0,+5.63914029058,+0,+0,+3.47073572695,+1.30167169827,+0,+0,+3.47065559648
2010-08-16 07:13:30 UTC,+0,+3.86270009152,+0,+0,+1.28777821194,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47597413403,+0,+0,+0,+3.47589385613
2010-08-16 07:14:00 UTC,+0,+3.86564399791,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47059708929,+0,+0,+0,+3.47051696272
2010-08-16 07:14:30 UTC,+0,+3.86849953859,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.46902940085,+0,+0,+4.33610902916,+3.46894931838
2010-08-16 07:15:00 UTC,+0,+3.86548286029,+0,+0,+0,+3.43624064801,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.46821085762,+0,+0,+4.33508590283,+0
2010-08-16 07:15:30 UTC,+0,+3.86815284336,+0,+0,+0,+3.43861419854,+0,+0,+0,+0,+0,+4.7279439331,+0,+0,+0,+3.47001929619,+0,+0,+4.33734633463,+0
2010-08-16 07:16:00 UTC,+4.73065327654,+3.87029082455,+0,+0,+0,+3.44051481223,+0,+0,+0,+0,+0,+4.73055716792,+0,+0,+0,+0,+0,+0,+4.33832618796,+0
2010-08-16 07:16:30 UTC,+4.7348339654,+3.87371110277,+0,+0,+0,+3.44355535693,+0,+0,+0,+0,+0,+4.73473774256,+0,+0,+0,+0,+0,+0,+4.33851324165,+0
2010-08-16 07:17:00 UTC,+4.73468425781,+0,+0,+0,+0,+3.44344647711,+0,+0,+0,+0,+0,+4.73458803907,+0,+2.16842987355,+0,+0,+0,+0,+4.33633183582,+0
2010-08-16 07:17:30 UTC,+4.72881410831,+0,+0,+0,+0,+3.4391772161,+0,+0,+0,+0,+0,+4.72871804994,+0,+2.16662351872,+0,+0,+0,+6.49878360082,+4.33271968683,+0
2010-08-16 07:18:00 UTC,+4.73160400467,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.73150787006,+0,+2.1639557466,+0,+0,+0,+6.49079933618,+4.32739657878,+0
2010-08-16 07:18:30 UTC,+4.72563441093,+0,+0,+3.43679700678,+0,+0,+0,+0,+0,+0,+0,+4.72553843947,+0,+2.16466451962,+0,+0,+0,+6.49292523064,+4.32881391229,+0
2010-08-16 07:19:00 UTC,+4.72267776378,+0,+0,+3.43464673997,+0,+0,+0,+0,+0,+0,+0,+4.72258187315,+0,+2.16482618569,+0,+0,+0,+6.49341013203,+0,+0
2010-08-16 07:19:30 UTC,+0,+0,+0,+3.43399677752,+0,+0,+0,+0,+0,+0,+0,+4.72168819006,+0,+2.17041918666,+0,+0,+0,+6.51018578524,+0,+0
2010-08-16 07:20:00 UTC,+0,+0,+0,+3.43242214286,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.51451853395,+0,+0
2010-08-16 07:20:30 UTC,+0,+0,+0,+3.43649119083,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.50703017896,+0,+0
2010-08-16 07:21:00 UTC,+0,+0,+0,+3.43943582569,+1.28992972847,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:21:30 UTC,+0,+0,+0,+3.43819002584,+1.28946248898,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:22:00 UTC,+0,+0,+0,+3.43351211292,+1.28770802921,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.30381435398,+0,+0,+0
2010-08-16 07:22:30 UTC,+0,+0,+0,+3.43690624146,+1.28898100332,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.30426109727,+0,+0,+0
2010-08-16 07:23:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.30519647261,+0,+0,+0
2010-08-16 07:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.30471890532,+0,+0,+0
2010-08-16 07:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:25:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04607780818,+0,+0,+0,+0,+0
2010-08-16 07:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04837488578,+0,+0,+0,+0,+0
2010-08-16 07:26:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04860448749,+0,+0,+0,+0,+0
2010-08-16 07:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,+3.43112739296,+0,+0,+3.86006717973,+0,+0,+0,+3.04960199794,+0,+0,+0,+0,+0
2010-08-16 07:27:30 UTC,+0,+0,+0,+0,+0,+0,+0,+3.43223270051,+0,+0,+3.86131066205,+0,+0,+0,+3.05151707295,+0,+0,+0,+0,+0
2010-08-16 07:28:00 UTC,+0,+0,+0,+0,+0,+0,+0,+3.43158740961,+0,+0,+3.86058470317,+0,+0,+0,+3.05091774611,+0,+0,+0,+0,+3.48653767916
2010-08-16 07:28:30 UTC,+0,+0,+0,+0,+0,+0,+0,+3.42963038582,+0,+0,+3.85838303134,+0,+0,+0,+3.04923032159,+0,+0,+0,+0,+3.48460934928
2010-08-16 07:29:00 UTC,+0,+0,+0,+0,+0,+0,+2.57297700516,+3.43024481585,+0,+0,+3.85907427142,+0,+0,+0,+0,+0,+0,+0,+0,+3.47994533646
2010-08-16 07:29:30 UTC,+0,+0,+0,+0,+1.28631623884,+0,+2.57255234406,+3.42967867965,+0,+0,+3.8584373624,+0,+0,+0,+0,+0,+0,+0,+0,+3.47615228482
2010-08-16 07:30:00 UTC,+0,+0,+0,+0,+1.28732192247,+0,+2.57456362434,+0,+0,+0,+3.86145389157,+0,+0,+0,+0,+0,+0,+0,+0,+3.47350995713
2010-08-16 07:30:30 UTC,+0,+0,+0,+0,+1.28637860471,+0,+2.57267707042,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47174366159
2010-08-16 07:31:00 UTC,+0,+0,+0,+0,+1.28652178022,+0,+2.57296340904,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.30116787724,+0,+0,+0
2010-08-16 07:31:30 UTC,+0,+0,+0,+0,+0,+0,+2.5702766763,+0,+0,+5.13978753416,+0,+0,+0,+0,+0,+0,+1.30078014741,+0,+0,+0
2010-08-16 07:32:00 UTC,+0,+0,+0,+0,+0,+0,+2.57261945669,+0,+0,+5.14447223819,+0,+0,+0,+0,+0,+0,+1.30321427749,+0,+0,+0
2010-08-16 07:32:30 UTC,+4.71624755459,+0,+0,+0,+0,+0,+0,+0,+0,+5.14459164592,+0,+0,+0,+2.17036081261,+0,+0,+1.3022581293,+0,+0,+0
2010-08-16 07:33:00 UTC,+4.71725800434,+3.85933197148,+0,+0,+0,+0,+0,+0,+0,+5.1456938466,+0,+0,+0,+2.16971736111,+0,+0,+0,+0,+0,+0
2010-08-16 07:33:30 UTC,+4.71294152223,+3.8558005994,+0,+0,+0,+0,+0,+0,+0,+5.14098541902,+0,+0,+0,+2.17305041602,+0,+0,+0,+0,+0,+0
2010-08-16 07:34:00 UTC,+4.70758863812,+3.85142133306,+0,+0,+0,+0,+0,+0,+0,+5.13514648216,+0,+0,+0,+2.17376303887,+0,+0,+0,+0,+0,+0
2010-08-16 07:34:30 UTC,+4.7085093877,+3.85217461064,+0,+0,+0,+0,+0,+0,+0,+5.13615083767,+0,+0,+0,+2.173964922,+0,+3.47807218699,+0,+0,+0,+0
2010-08-16 07:35:00 UTC,+4.71164005094,+3.85473584825,+4.7111806992,+0,+0,+0,+0,+0,+0,+5.13956577147,+0,+0,+0,+2.17387895714,+0,+3.47793465677,+0,+0,+0,+0
2010-08-16 07:35:30 UTC,+4.7159423356,+3.85825560516,+4.7154824637,+0,+0,+0,+0,+0,+0,+5.14425871239,+0,+0,+5.65676738555,+0,+0,+3.48158513904,+0,+0,+0,+0
2010-08-16 07:36:00 UTC,+0,+3.85733439293,+4.71435657969,+0,+0,+0,+0,+0,+0,+5.1430304473,+0,+0,+5.65534893588,+0,+0,+3.48071208851,+0,+0,+0,+0
2010-08-16 07:36:30 UTC,+0,+3.85836344965,+4.71561426873,+0,+0,+0,+0,+0,+0,+0,+0,+4.71597844654,+5.65291887206,+0,+0,+3.47921639328,+0,+0,+0,+0
2010-08-16 07:37:00 UTC,+0,+3.85838672536,+4.71564271577,+0,+1.28634011905,+0,+0,+0,+0,+0,+0,+4.7160068962,+5.64942521938,+0,+0,+3.47706606306,+0,+0,+0,+0
2010-08-16 07:37:30 UTC,+0,+0,+4.7148009854,+0,+1.28611049909,+3.42932010454,+0,+0,+0,+0,+0,+4.71516508713,+5.64876027059,+0,+0,+0,+0,+0,+4.34564277427,+0
2010-08-16 07:38:00 UTC,+0,+0,+0,+0,+1.28606975854,+3.42921147542,+0,+0,+0,+0,+0,+4.71501572833,+5.65626868643,+0,+0,+0,+0,+0,+4.35141922969,+0
2010-08-16 07:38:30 UTC,+0,+0,+0,+0,+1.28559248914,+3.42793890163,+0,+0,+0,+0,+0,+4.71326601242,+5.66118943646,+0,+0,+0,+0,+0,+4.35520491397,+0
2010-08-16 07:39:00 UTC,+0,+0,+0,+3.4283490708,+0,+3.42841653159,+0,+0,+0,+0,+0,+4.71392272619,+5.6633956326,+0,+0,+0,+0,+0,+4.35690220845,+0
2010-08-16 07:39:30 UTC,+0,+0,+0,+3.42861192813,+0,+3.4286793954,+0,+0,+0,+0,+0,+4.71428414884,+5.65788931483,+0,+0,+0,+0,+0,+4.35266602893,+0
2010-08-16 07:40:00 UTC,+0,+0,+0,+3.43018534308,+0,+0,+0,+0,+0,+0,+0,+4.71644755737,+5.65582688208,+0,+0,+0,+1.3055211207,+0,+4.35107933599,+0
2010-08-16 07:40:30 UTC,+0,+0,+0,+3.43540899839,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.30518947401,+0,+4.34997405969,+0
2010-08-16 07:41:00 UTC,+0,+0,+0,+3.43353833221,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04349904179,+0,+1.30444618881,+0,+4.34749691902,+0
2010-08-16 07:41:30 UTC,+0,+0,+0,+3.43208944112,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04020982363,+0,+1.30303639904,+6.51390110399,+4.34279852407,+0
2010-08-16 07:42:00 UTC,+0,+0,+0,+3.43053221871,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04220598411,+0,+0,+6.51817793338,+4.34564988564,+3.47658218161
2010-08-16 07:42:30 UTC,+0,+0,+0,+3.42868593408,+0,+0,+0,+0,+0,+0,+3.8571827487,+0,+0,+0,+3.04178443766,+0,+0,+6.51727475832,+0,+3.47610045304
2010-08-16 07:43:00 UTC,+0,+0,+0,+3.42750595741,+0,+0,+0,+0,+0,+0,+3.85585532103,+0,+0,+0,+3.04203606747,+0,+0,+6.51781388221,+0,+3.4763880068
2010-08-16 07:43:30 UTC,+0,+0,+0,+0,+0,+0,+0,+3.42627241292,+0,+0,+3.85460527746,+0,+0,+0,+3.040657245,+0,+0,+6.51485971679,+0,+3.47481233668
