# file...... Output/hvac/house_hvac_file_034.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_3A_tm_3_A_3_Meter_60_661:hvac_load,house_3_4A_tm_3_A_4_Meter_60_662:hvac_load,house_3_5A_tm_3_A_5_Meter_60_663:hvac_load,house_3_6A_tm_3_A_6_Meter_60_664:hvac_load,house_3_7A_tm_3_A_7_Meter_60_665:hvac_load,house_3_8A_tm_3_A_8_Meter_60_666:hvac_load,house_3_1C_tm_3_C_1_Meter_62_667:hvac_load,house_3_2C_tm_3_C_2_Meter_62_668:hvac_load,house_3_3C_tm_3_C_3_Meter_62_669:hvac_load,house_3_4C_tm_3_C_4_Meter_62_670:hvac_load,house_3_5C_tm_3_C_5_Meter_62_671:hvac_load,house_3_6C_tm_3_C_6_Meter_62_672:hvac_load,house_3_7C_tm_3_C_7_Meter_62_673:hvac_load,house_3_8C_tm_3_C_8_Meter_62_674:hvac_load,house_3_9C_tm_3_C_9_Meter_62_675:hvac_load,house_3_10C_tm_3_C_10_Meter_62_676:hvac_load,house_3_11C_tm_3_C_11_Meter_62_677:hvac_load,house_3_12C_tm_3_C_12_Meter_62_678:hvac_load,house_3_13C_tm_3_C_13_Meter_62_679:hvac_load,house_3_14C_tm_3_C_14_Meter_62_680:hvac_load
2010-08-16 09:25:30 UTC,+0,+0,+0,+5.12201376405,+0,+0,+0,+1.70817841786,+0,+3.41592577237,+5.55001333167,+2.13508998424,+0,+0,+5.97733698735,+0,+4.69652403649,+2.13509429357,+5.12398815641,+0
2010-08-16 09:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,+1.70646798636,+0,+0,+5.54445647003,+2.13295212882,+0,+0,+5.97135215248,+0,+4.6918216499,+2.13295641987,+5.11885757641,+0
2010-08-16 09:26:30 UTC,+0,+0,+0,+0,+0,+0,+0,+1.70518997408,+0,+0,+5.54030445555,+2.13135475098,+0,+4.68839587433,+5.96688036184,+0,+4.68830808797,+2.13135902836,+5.11502407365,+3.41016461767
2010-08-16 09:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.53914912148,+2.13091026667,+0,+4.68741816722,+5.96563604723,+0,+4.68733040883,+0,+5.11395736813,+3.40945344059
2010-08-16 09:27:30 UTC,+0,+0,+5.5464191644,+0,+0,+0,+0,+0,+0,+0,+5.53535148689,+0,+0,+4.68420440041,+5.96154592964,+0,+4.68411673397,+0,+5.11045105955,+3.40711576986
2010-08-16 09:28:00 UTC,+0,+0,+5.54883704267,+0,+0,+0,+0,+0,+0,+0,+5.53230535939,+0,+0,+4.68162660016,+5.95826519807,+0,+4.68153900751,+0,+5.10763860807,+3.40524069659
2010-08-16 09:28:30 UTC,+0,+0,+5.54516184763,+0,+0,+0,+0,+0,+4.68486575202,+0,+5.53645959516,+0,+0,+4.68514214252,+5.96273938132,+0,+0,+0,+5.11147416223,+3.40779787677
2010-08-16 09:29:00 UTC,+0,+4.25698211514,+5.53351524797,+0,+4.25701483556,+0,+0,+0,+4.69204871347,+0,+5.54494820683,+0,+0,+4.69232567135,+0,+0,+0,+0,+5.11931159075,+3.41302312334
2010-08-16 09:29:30 UTC,+0,+4.2540589716,+5.52971568584,+0,+4.25409165844,+0,+0,+0,+4.69569950936,+0,+5.54926260956,+0,+0,+4.69597675547,+0,+0,+0,+0,+5.12329502422,+3.41567889513
2010-08-16 09:30:00 UTC,+0,+4.26165871609,+5.53959399047,+0,+4.2616914902,+0,+0,+1.70946295811,+4.69986609323,+0,+5.55418655527,+0,+0,+4.70014366817,+0,+0,+0,+0,+0,+3.41870987668
2010-08-16 09:30:30 UTC,+0,+4.2627765408,+5.54104696218,+0,+4.26280932773,+0,+0,+1.71233953544,+4.70777409824,+0,+0,+2.1402909341,+0,+4.70805229697,+0,+0,+0,+2.14029528771,+0,+3.42446255441
2010-08-16 09:31:00 UTC,+0,+4.26458418833,+5.54339657994,+0,+4.264616996,+0,+5.131636208,+1.71098390647,+4.70404733544,+3.42153581561,+0,+2.13859654349,+0,+4.70432524026,+0,+4.70529735121,+0,+2.1386008827,+0,+0
2010-08-16 09:31:30 UTC,+0,+4.26677120598,+5.54623931094,+0,+4.26680403872,+6.39976251377,+5.12892464536,+1.71007974907,+4.70156171441,+3.41972780173,+0,+2.13746644388,+0,+4.70183942315,+0,+4.70177616497,+0,+2.13747077347,+0,+0
2010-08-16 09:32:00 UTC,+5.12395032546,+4.26994758708,+5.5503680372,+0,+4.26998045624,+6.40452670709,+5.12937066691,+0,+4.7019705711,+3.42002519966,+0,+2.13765233253,+0,+4.70224831208,+0,+4.70218504794,+0,+2.13765666371,+0,+0
2010-08-16 09:32:30 UTC,+5.12363093263,+4.26968142769,+5.55002207776,+5.12471746805,+4.26971429379,+6.40412749976,+5.1304478729,+0,+4.70295801865,+3.42074345838,+0,+2.13810128038,+0,+4.70323583756,+0,+4.70317255898,+0,+2.13810561537,+0,+0
2010-08-16 09:33:00 UTC,+5.11566733447,+0,+5.5413960776,+5.11597506018,+0,+6.39417384091,+5.13608978428,+0,+4.70812981642,+3.42450536802,+0,+2.14045266308,+4.70817028834,+0,+0,+4.70834468909,+0,+2.14045701806,+0,+0
2010-08-16 09:33:30 UTC,+5.12191402436,+0,+5.54816235908,+5.12222222351,+0,+6.40198154517,+5.13885779701,+0,+4.71066718386,+3.42635102154,+0,+2.14160628934,+4.71070767964,+0,+0,+4.71088221953,+0,+0,+0,+0
2010-08-16 09:34:00 UTC,+5.12448094126,+0,+5.55094278901,+5.1247893349,+0,+6.40518992098,+5.14047157988,+0,+4.71214649789,+3.42742705843,+0,+2.14227886648,+4.71218700759,+0,+0,+4.71236162855,+0,+0,+0,+0
2010-08-16 09:34:30 UTC,+5.12031451543,+0,+5.54642980505,+5.12062259334,+0,+6.39998232753,+5.13562257954,+1.71231314266,+4.70770154163,+3.42419384564,+0,+0,+4.70774200952,+0,+5.9918044762,+4.70791638681,+4.7078913891,+0,+0,+0
2010-08-16 09:35:00 UTC,+5.12025668171,+0,+0,+5.12056475527,+0,+6.39991004144,+5.13239027243,+1.71123534558,+4.70473856726,+3.42203861015,+0,+0,+4.70477900728,+0,+5.98803324137,+4.70495322203,+4.70492826554,+0,+0,+0
2010-08-16 09:35:30 UTC,+5.11410730478,+0,+0,+5.11441491223,+0,+6.3922239682,+5.12959608718,+1.71030363807,+0,+0,+0,+0,+4.70221762411,+0,+5.98477317714,+4.7023916983,+4.70236677749,+0,+0,+0
2010-08-16 09:36:00 UTC,+5.108886416,+0,+0,+5.10919362762,+0,+6.38569840753,+5.12353634183,+1.70828304519,+0,+0,+5.55035324572,+0,+4.6966627563,+0,+5.97770308057,+0,+4.69681168216,+0,+5.12430199472,+0
2010-08-16 09:36:30 UTC,+5.11229493595,+0,+0,+5.11260240598,+0,+6.3899586982,+5.11571607265,+0,+0,+0,+5.54188155492,+0,+4.68949404566,+0,+5.96857892482,+0,+4.68964267776,+0,+5.11648018959,+3.41113541627
2010-08-16 09:37:00 UTC,+5.1175623989,+0,+0,+5.11787026818,+0,+6.39654247186,+0,+0,+0,+0,+5.54134478337,+0,+4.68903983179,+0,+5.96800081275,+0,+4.6891884453,+2.13175927047,+5.11598459535,+3.41080500154
2010-08-16 09:37:30 UTC,+5.11192382968,+4.25992555607,+0,+5.11223127159,+0,+6.38949485447,+0,+0,+0,+0,+5.54420159215,+2.13285407132,+4.69145725187,+0,+5.97107764468,+0,+4.69160596445,+2.13285836154,+5.11862225093,+3.4125635376
2010-08-16 09:38:00 UTC,+0,+4.26197345055,+0,+5.11468894329,+4.26200622827,+0,+0,+0,+0,+0,+5.54365958996,+2.13264555022,+4.69099861175,+0,+5.97049389897,+0,+4.69114730552,+2.13264983866,+5.11812182698,+3.41222990282
2010-08-16 09:38:30 UTC,+0,+4.26378851557,+0,+5.116867197,+4.2638213141,+0,+0,+0,+0,+0,+5.53768540685,+2.13034714114,+4.68594328209,+0,+5.9640596015,+0,+4.68609176865,+2.13035140988,+5.11260593877,+3.40855243694
2010-08-16 09:39:00 UTC,+0,+4.26702737145,+0,+5.12075413755,+4.26706020713,+0,+0,+1.70411573354,+0,+0,+5.53681445609,+2.13001206591,+4.68520628711,+0,+5.96312157267,+0,+4.68535474347,+2.13001633177,+5.11180180098,+3.40801631492
2010-08-16 09:39:30 UTC,+0,+4.26675387441,+0,+0,+4.26678670695,+0,+0,+1.70421384304,+0,+0,+5.53713319492,+2.13013469223,+4.68547600262,+0,+5.96346485983,+0,+4.68562447003,+2.13013895915,+5.11209608851,+3.40821251764
2010-08-16 09:40:00 UTC,+0,+4.26165384565,+0,+0,+4.2616866197,+0,+0,+1.70498138735,+0,+3.4095327764,+5.53962679769,+2.13109404001,+4.6875860792,+4.68782240306,+5.96615051271,+0,+4.68773463311,+0,+5.11439840063,+3.40974747883
2010-08-16 09:40:30 UTC,+0,+4.26604614254,+0,+0,+4.26607896696,+0,+0,+1.70589680258,+0,+3.41136330181,+5.54260080446,+2.13223821054,+0,+4.69033917075,+0,+0,+4.69025132882,+0,+5.11714426376,+3.41157815733
2010-08-16 09:41:00 UTC,+0,+4.26002039193,+0,+0,+4.26005314724,+0,+0,+0,+0,+3.40807179016,+5.53725317163,+2.13018085005,+0,+4.68581371045,+0,+0,+4.68572599795,+0,+5.1122068614,+3.40828637038
2010-08-16 09:41:30 UTC,+0,+4.26212480862,+0,+0,+4.26215758808,+0,+0,+0,+0,+3.40948293743,+0,+0,+0,+4.68775388008,+0,+4.68769082753,+0,+0,+5.11432364012,+0
2010-08-16 09:42:00 UTC,+0,+0,+5.53517290219,+0,+4.25829014487,+0,+0,+0,+0,+3.41399393234,+0,+0,+0,+4.69395599359,+0,+4.69389285051,+0,+0,+5.12109031727,+0
2010-08-16 09:42:30 UTC,+0,+0,+5.53588580173,+0,+0,+0,+0,+0,+4.69469251674,+3.41473122126,+0,+0,+0,+4.69496968338,+0,+4.69490652549,+0,+0,+5.12219628086,+0
2010-08-16 09:43:00 UTC,+0,+0,+5.54211827928,+0,+0,+0,+0,+1.70692443894,+4.69288744609,+3.41341823217,+0,+0,+0,+4.6931644702,+0,+4.69310133867,+0,+0,+5.12022674345,+0
2010-08-16 09:43:30 UTC,+0,+0,+5.53890044169,+0,+0,+0,+0,+1.70798518466,+4.69580354377,+3.41553937034,+0,+0,+0,+4.69608079808,+0,+4.69601762398,+0,+2.13485277079,+0,+0
2010-08-16 09:44:00 UTC,+0,+0,+5.53043180695,+0,+0,+6.38152201906,+0,+1.70759638464,+4.69473469296,+3.41476189976,+0,+0,+0,+4.69501186291,+0,+4.69494870441,+0,+2.13436680842,+0,+0
2010-08-16 09:44:30 UTC,+5.10750982201,+0,+5.53256003461,+0,+0,+6.38397781016,+5.12499688129,+1.70877005505,+4.69796123225,+0,+0,+2.13582946713,+0,+4.69823865685,+0,+4.69817545125,+0,+2.13583378277,+0,+0
2010-08-16 09:45:00 UTC,+5.10691031466,+0,+5.53191066118,+0,+0,+6.38322848923,+5.1298941554,+0,+4.70245043978,+0,+0,+2.13787050715,+0,+4.70272821862,+0,+4.70266494747,+0,+2.13787484018,+0,+0
2010-08-16 09:45:30 UTC,+5.10167800836,+0,+5.52624313954,+5.10198467324,+0,+6.37668865818,+5.133343945,+0,+4.70561277486,+0,+0,+2.13930827812,+0,+4.70589080319,+0,+4.70582748584,+0,+2.13931262338,+0,+0
2010-08-16 09:46:00 UTC,+5.11295443336,+4.26078438828,+5.53845752109,+5.1132619534,+0,+6.39078300045,+5.13607294969,+0,+4.70811438458,+0,+0,+2.14044564691,+0,+4.70839261013,+5.99232993725,+4.70832925625,+0,+2.14045000184,+0,+0
2010-08-16 09:46:30 UTC,+5.11944903501,+4.26619652996,+5.54549233508,+5.11975704734,+0,+6.39890056817,+5.1300961205,+0,+4.70263557611,+0,+5.55745944826,+2.13795468035,+0,+0,+5.98535658186,+0,+0,+0,+0,+3.42072453703
2010-08-16 09:47:00 UTC,+5.11042830959,+4.25867929541,+5.5357212779,+5.11073563809,+0,+6.38762561202,+5.12819800189,+0,+4.70089561868,+0,+5.55540321802,+2.13716360022,+0,+0,+5.98314198683,+0,+4.70108512346,+0,+0,+3.41945880497
2010-08-16 09:47:30 UTC,+5.12200394764,+4.26832561346,+5.54825976216,+5.12231215355,+4.26835846402,+6.40209393987,+5.12584637527,+1.70905331477,+4.69873994193,+0,+5.55285570293,+2.13618351132,+4.69878032554,+0,+5.98039826969,+0,+4.69892933815,+0,+0,+3.41789065794
2010-08-16 09:48:00 UTC,+5.12125079998,+4.26769799346,+5.54744396852,+5.12155894888,+4.26773083683,+6.40115258455,+5.12057562926,+1.70729580975,+4.69390838215,+0,+5.54714590836,+2.13398681901,+4.69394872034,+0,+5.97424872348,+0,+4.694097535,+0,+0,+3.41437593949
2010-08-16 09:48:30 UTC,+5.12150464831,+4.26790953271,+5.54771893167,+5.12181281644,+4.26794237851,+6.40146986825,+5.12364464401,+1.70831915804,+4.69672167048,+0,+5.55047056937,+0,+4.69676203511,+0,+5.97782944015,+0,+4.69691096504,+0,+0,+3.41642246628
2010-08-16 09:49:00 UTC,+5.12113610789,+4.26760241719,+5.5473197366,+5.12144424804,+4.26763525946,+6.40100923161,+5.11831644163,+1.70654249444,+4.69183744192,+0,+5.54469853235,+0,+4.69187776064,+0,+5.97161285774,+0,+4.69202649046,+0,+0,+3.41286943386
2010-08-16 09:49:30 UTC,+5.12109564148,+4.26756869534,+5.54727590418,+5.1214037786,+4.26760153723,+6.40095865281,+5.10955947316,+0,+4.68381015018,+3.40681550381,+5.53521211609,+0,+4.68385039345,+0,+5.96139582497,+0,+4.6839987942,+2.12939986841,+5.11032238039,+3.40702997895
2010-08-16 09:50:00 UTC,+5.12380016661,+4.26982245532,+0,+5.12410850866,+4.26985532304,+6.40433902439,+5.11092225026,+0,+0,+3.40772417564,+5.53668841131,+0,+4.68509962852,+0,+5.96298582027,+0,+4.68524808051,+2.12996783894,+5.11168542539,+3.40793872681
2010-08-16 09:50:30 UTC,+5.12739855929,+0,+0,+5.12770717394,+4.27285400338,+6.40883663635,+5.10839087752,+0,+0,+3.40603630823,+5.53394617746,+0,+4.68277916129,+0,+5.96003238735,+0,+4.68292751812,+2.12891282775,+5.10915355507,+3.40625071817
2010-08-16 09:51:00 UTC,+0,+0,+0,+5.13750946926,+4.28102201803,+0,+0,+0,+0,+3.40141743644,+5.52644201822,+0,+4.67642917203,+0,+5.95195027885,+0,+4.67657726839,+2.12602577539,+5.10222505793,+3.40163145979
2010-08-16 09:51:30 UTC,+0,+0,+0,+5.13845565243,+4.2818104495,+0,+0,+0,+0,+3.40859551043,+5.53810404623,+2.13050820159,+4.68629753305,+0,+5.96451048329,+4.68647073247,+4.68644603413,+2.13051247171,+5.11299246327,+0
2010-08-16 09:52:00 UTC,+0,+0,+0,+5.13380222082,+0,+0,+0,+1.70516597773,+0,+3.40990189563,+0,+2.13132475811,+4.6880935415,+0,+0,+4.68826683972,+4.68824211621,+2.13132903524,+5.1149520946,+0
2010-08-16 09:52:30 UTC,+0,+0,+0,+0,+0,+0,+0,+1.70552013429,+0,+3.41061009077,+0,+2.13176741571,+4.6890671629,+0,+0,+4.68924051465,+4.68921577751,+2.13177169663,+5.11601441632,+0
2010-08-16 09:53:00 UTC,+0,+0,+0,+0,+0,+0,+0,+1.7066945183,+0,+3.41295846751,+0,+2.13323526938,+4.69229569367,+0,+0,+4.69246922291,+4.6924444406,+0,+5.11953707763,+0
2010-08-16 09:53:30 UTC,+0,+0,+0,+0,+0,+0,+0,+1.70882041787,+0,+3.41720955854,+0,+2.13589241522,+4.69814006211,+4.69837712011,+0,+4.69831391247,+4.69828904851,+0,+5.12591388822,+0
2010-08-16 09:54:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.14073420037,+4.70878952727,+4.70902732513,+0,+4.70896396198,+4.7089389497,+0,+5.13753355441,+0
2010-08-16 09:54:30 UTC,+0,+4.27109453874,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.14161377485,+4.71072414413,+4.71096207629,+0,+4.71089868489,+0,+0,+5.13964442088,+0
2010-08-16 09:55:00 UTC,+0,+4.27113501284,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.14391038582,+4.71577552118,+4.71601380396,+0,+4.71595033876,+0,+0,+5.14515599402,+0
2010-08-16 09:55:30 UTC,+0,+4.26649424793,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.71820561777,+4.71844406915,+0,+4.71838056844,+0,+0,+5.14780747976,+0
2010-08-16 09:56:00 UTC,+0,+4.26279490605,+5.54107083372,+0,+0,+0,+0,+1.71466482118,+0,+0,+0,+0,+0,+4.71444525021,+0,+4.71438180792,+0,+2.1432016699,+5.14344465902,+0
2010-08-16 09:56:30 UTC,+0,+4.25743631744,+5.53410562951,+0,+4.25746904308,+0,+0,+1.71390336222,+4.71207321855,+0,+0,+0,+0,+4.71235175621,+0,+4.71228834451,+0,+2.14224991987,+5.1411605998,+3.42758994881
2010-08-16 09:57:00 UTC,+0,+4.25072950095,+5.52538797154,+0,+4.25076214953,+6.37570186808,+0,+1.71417093008,+4.71280879012,+0,+5.56948185195,+0,+0,+4.71308738576,+5.99830491471,+0,+0,+2.14258435381,+5.14196319175,+3.42812504019
2010-08-16 09:57:30 UTC,+5.09921556008,+4.24933538311,+5.52357586869,+0,+4.24936801567,+6.37361085763,+0,+1.71239540341,+4.70792768497,+0,+5.56371350614,+0,+0,+4.70820589581,+5.99209230845,+0,+0,+2.14036511726,+5.13663735252,+3.42457428108
2010-08-16 09:58:00 UTC,+5.09870883596,+4.24891311507,+5.52302699602,+0,+4.24894574277,+6.37297750591,+5.1356958709,+0,+4.70776872597,+0,+5.5635256531,+0,+0,+4.70804692426,+5.99188998752,+0,+0,+2.14029284516,+0,+3.42445864635
2010-08-16 09:58:30 UTC,+5.10360983419,+4.25299726031,+5.52833565169,+5.10391664561,+4.25302993495,+6.37910323671,+5.12375493948,+0,+4.69682277555,+3.41628074863,+5.55059005235,+2.13531186228,+0,+4.69710011033,+5.97795812537,+0,+0,+2.1353161735,+0,+3.4164960152
2010-08-16 09:59:00 UTC,+5.09821052669,+4.24849785938,+5.52248723814,+5.09851692854,+4.24853048231,+6.37235467187,+5.13298182658,+0,+4.70528083002,+3.42243304619,+5.56058553121,+2.13915735772,+0,+4.70555883211,+5.98872342628,+0,+0,+2.1391617017,+0,+3.42264882669
2010-08-16 09:59:30 UTC,+5.0998484452,+0,+5.52426139617,+5.10015497129,+4.24989542342,+6.37440189724,+5.13192262474,+0,+4.70430988643,+3.42172679235,+5.55943809876,+2.13871591356,+0,+4.70458781195,+5.98748762204,+0,+0,+0,+0,+3.42194251388
2010-08-16 10:00:00 UTC,+5.10562785444,+0,+5.53052152779,+5.10593481894,+4.2547116296,+6.38162554917,+5.1182851327,+0,+4.69180874182,+3.41263359419,+5.54466461543,+2.13303220721,+0,+4.69208568073,+5.9715763286,+0,+4.69199778888,+0,+0,+3.4128485559
2010-08-16 10:00:30 UTC,+5.10393697437,+0,+5.52869000283,+5.10424381063,+4.25330255357,+6.37951212738,+5.11582010578,+1.70571010305,+4.68954911391,+3.41098996498,+5.54199425392,+2.13200485622,+0,+0,+5.96870030358,+0,+4.68973804713,+0,+0,+3.41120478926
2010-08-16 10:01:00 UTC,+5.1020395523,+0,+5.52663475616,+5.1023462446,+4.25172135806,+6.37714054998,+5.11735308228,+1.70622126682,+4.69095435474,+3.41201212218,+5.54365492601,+2.13264375593,+0,+0,+5.97048887585,+0,+4.69114335877,+0,+0,+3.41222703194
2010-08-16 10:01:30 UTC,+5.11168539207,+0,+5.53708292274,+5.11199281587,+0,+6.38919683262,+5.11217949494,+1.70449615857,+4.68621185794,+3.40856248055,+5.53805038337,+2.13048755626,+0,+0,+5.9644526875,+0,+4.686400623,+0,+0,+0
2010-08-16 10:02:00 UTC,+5.11929109601,+0,+5.54532125887,+5.11959909638,+0,+6.39870316103,+5.11193012992,+1.70441300894,+4.68598327132,+3.40839620904,+5.53778024648,+2.13038362818,+0,+0,+5.96416174541,+4.68619671936,+4.68617202485,+0,+0,+0
2010-08-16 10:02:30 UTC,+5.13083384633,+0,+5.55782412142,+5.13114272119,+0,+6.41313038353,+5.11319039417,+0,+4.68713852372,+3.40923652739,+5.53914548962,+2.13090886947,+4.68717879827,+0,+5.9656321357,+4.68735204618,+4.68732733549,+2.13091314303,+0,+0
2010-08-16 10:03:00 UTC,+5.13548299565,+4.27955809892,+5.56285998192,+5.13579222263,+0,+6.41894133088,+5.11712768764,+0,+4.69074774117,+3.41186183367,+0,+0,+4.69078804964,+0,+5.97022590079,+4.69096149602,+4.69093673479,+2.13255410566,+0,+0
2010-08-16 10:03:30 UTC,+5.13819782131,+4.28182044266,+5.56580062393,+5.13850725388,+0,+6.42233457728,+5.11981175082,+0,+4.69320815409,+0,+0,+0,+4.6932484857,+0,+0,+4.69342206732,+4.69339727169,+2.13367275412,+5.1205766724,+0
2010-08-16 10:04:00 UTC,+0,+4.27288781526,+5.55418980722,+5.12778723717,+0,+6.40893669928,+5.12805540928,+0,+4.70076490764,+0,+0,+0,+4.70080531029,+0,+0,+4.70097930695,+4.70095440582,+2.1371084983,+5.12882194932,+0
2010-08-16 10:04:30 UTC,+0,+4.27407299833,+5.55573033301,+5.12920957148,+0,+0,+5.12862978416,+0,+0,+0,+0,+0,+4.70133183019,+0,+0,+4.70150585576,+4.70148094729,+2.1373464551,+5.12939643694,+0
2010-08-16 10:05:00 UTC,+0,+4.27384448967,+0,+5.12893533897,+0,+0,+0,+1.71070476761,+0,+0,+0,+0,+4.70332038051,+0,+0,+4.70349451522,+4.70346957905,+2.13825055709,+5.13156615076,+0
2010-08-16 10:05:30 UTC,+0,+4.27524484501,+0,+5.13061590085,+0,+0,+0,+1.70792392921,+0,+0,+0,+2.13477190079,+4.69567550063,+0,+0,+4.6958492156,+4.69582438605,+2.13477478311,+5.12322479673,+0
2010-08-16 10:06:00 UTC,+0,+4.27463248628,+0,+0,+4.27466059085,+0,+0,+1.70742735691,+0,+0,+0,+2.13415123881,+4.69431036011,+0,+0,+4.69448400009,+4.69445918961,+2.13415411668,+5.12173528724,+0
2010-08-16 10:06:30 UTC,+0,+4.27313726311,+0,+0,+4.27316535401,+0,+0,+1.71004464972,+0,+0,+0,+2.13742257347,+4.70150563195,+0,+0,+4.70167966707,+4.70165475617,+0,+5.12958607265,+3.41987316343
2010-08-16 10:07:00 UTC,+0,+4.26601890088,+0,+0,+4.26604692666,+0,+0,+0,+0,+0,+0,+2.13713574819,+4.70087476227,+4.70110539783,+0,+4.70104876275,+4.70102386065,+0,+5.12889302043,+3.41941424158
2010-08-16 10:07:30 UTC,+0,+4.25771407972,+0,+0,+4.25774202944,+0,+0,+0,+0,+3.42685139007,+0,+2.14191904483,+4.71139558275,+4.71162691883,+0,+4.71157016035,+4.71154511186,+0,+5.14037230006,+3.42706753946
2010-08-16 10:08:00 UTC,+0,+4.25320852733,+0,+0,+4.25323643577,+0,+0,+0,+0,+3.42302251675,+5.56154322882,+2.13952580647,+4.70613167502,+4.70636266068,+0,+0,+4.70627308129,+0,+5.13462884435,+3.42323834648
2010-08-16 10:08:30 UTC,+0,+0,+0,+0,+4.2456667358,+0,+0,+0,+0,+3.42304039923,+5.56157228199,+2.13953698392,+4.7061562597,+4.70638724701,+5.98978617367,+0,+0,+0,+5.13465566875,+3.42325623046
2010-08-16 10:09:00 UTC,+0,+0,+0,+0,+4.24181526918,+0,+0,+1.70998350041,+0,+3.41953533647,+5.55587769695,+2.13734614341,+4.70133752472,+4.70156819111,+5.98365300871,+0,+0,+2.13734904415,+5.12939794114,+3.41975087496
2010-08-16 10:09:30 UTC,+0,+0,+0,+0,+4.2497859719,+0,+0,+1.70937835715,+0,+3.41832525139,+5.553911703,+2.13658977936,+4.69967390855,+4.69990446412,+5.98153559975,+0,+0,+2.1365926747,+5.12758276742,+3.41854068879
2010-08-16 10:10:00 UTC,+5.09598207765,+0,+0,+0,+4.24666867581,+6.36956934575,+0,+1.70755651692,+0,+3.41468217761,+5.54799289558,+0,+4.69466543752,+4.69489565932,+5.97516094319,+0,+0,+2.13431555397,+5.12211801793,+3.41489731057
2010-08-16 10:10:30 UTC,+5.09792468016,+0,+0,+0,+4.24828751816,+6.3719973939,+0,+1.70847532986,+4.69714434472,+3.41652092012,+5.55098025274,+0,+4.69719332714,+4.69742371742,+5.97837837785,+0,+0,+2.1354648688,+5.12487620177,+3.41673620676
2010-08-16 10:11:00 UTC,+5.10092696396,+0,+5.52542962443,+0,+0,+6.37574993191,+0,+1.70879341763,+4.69801879784,+3.4171569903,+5.5520136595,+0,+4.69806779177,+4.69829824032,+5.97949137454,+0,+0,+2.13586244751,+5.12583033128,+3.41737233008
2010-08-16 10:11:30 UTC,+5.1077091387,+0,+5.53276523528,+5.10878662161,+0,+6.38422693506,+0,+0,+4.69321788325,+3.41366484341,+5.54634005911,+0,+4.69326681397,+4.69349694254,+5.97338081011,+0,+0,+2.13367966434,+5.12059197784,+3.41387989134
2010-08-16 10:12:00 UTC,+5.11422315865,+4.26183631501,+5.53982105405,+5.11452568036,+0,+6.39236877332,+5.11793583521,+0,+4.69148794229,+3.4124064981,+5.5442956583,+0,+0,+4.69176686345,+5.97117895548,+0,+0,+2.13289312954,+5.11870441191,+0
2010-08-16 10:12:30 UTC,+5.12258487116,+4.26880435687,+5.5488782469,+5.12288800944,+0,+6.40282003306,+5.10591525836,+0,+4.68046898618,+3.40439139628,+5.53127373229,+0,+0,+4.68074702707,+5.957154118,+4.68069063031,+0,+2.12788325127,+5.10668145339,+0
2010-08-16 10:13:00 UTC,+5.12660206727,+4.2721519954,+5.55322957124,+5.12690550169,+0,+6.40784110517,+5.10892935862,+0,+4.68323193496,+0,+5.5345389159,+2.12913661182,+0,+4.68351019666,+5.96067077681,+4.68345376759,+0,+0,+0,+0
2010-08-16 10:13:30 UTC,+5.12776093918,+4.27311771481,+5.55448483177,+5.12806445901,+0,+6.40928957304,+5.11376794082,+1.70502800962,+4.68766733982,+0,+5.53978056613,+2.13115319836,+0,+4.68794595587,+5.96631612396,+4.68788947491,+4.68785691268,+0,+0,+0
2010-08-16 10:14:00 UTC,+5.12729587779,+4.27273016653,+5.55398108908,+5.12759936337,+0,+6.40870829524,+5.11805659032,+1.70645804326,+4.69159863542,+0,+5.54441658197,+2.13293870592,+0,+4.69187756542,+5.97131984478,+4.69182103844,+4.69178840763,+0,+0,+0
2010-08-16 10:14:30 UTC,+5.13184285871,+4.27651928915,+5.55890626315,+5.1321466794,+0,+6.41439154274,+5.12069213573,+1.70733685568,+4.69401457269,+0,+0,+2.13403712585,+0,+0,+5.97439482986,+4.69423714031,+4.6942044674,+0,+0,+0
2010-08-16 10:15:00 UTC,+5.13047954423,+4.27538320219,+5.55742955555,+5.13078326445,+4.27541668778,+6.41268754314,+5.11833867146,+1.70655210213,+4.69185721201,+0,+0,+2.13305626927,+0,+0,+5.97164895894,+4.69207963264,+4.69204699733,+0,+0,+0
2010-08-16 10:15:30 UTC,+5.13041477166,+4.27532922545,+5.55735939558,+5.13071848709,+4.27536271041,+6.41260658427,+5.12671795004,+0,+4.69953828304,+0,+0,+2.13654851262,+0,+0,+0,+4.69975437761,+4.69972845773,+0,+0,+0
2010-08-16 10:16:00 UTC,+5.13425315693,+4.27852785609,+5.56151703699,+5.13455715524,+4.27856137852,+6.41740416185,+5.11993263609,+0,+4.69331835873,+0,+0,+2.13372058812,+0,+0,+0,+4.69353404836,+4.69350821814,+2.1337253465,+0,+0
