# file...... Output/hvac/house_hvac_file_038.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_7C_tm_3_C_7_Meter_65_741:hvac_load,house_3_8C_tm_3_C_8_Meter_65_742:hvac_load,house_3_9C_tm_3_C_9_Meter_65_743:hvac_load,house_3_10C_tm_3_C_10_Meter_65_744:hvac_load,house_3_1C_tm_3_C_1_Meter_66_745:hvac_load,house_3_2C_tm_3_C_2_Meter_66_746:hvac_load,house_3_3C_tm_3_C_3_Meter_66_747:hvac_load,house_3_4C_tm_3_C_4_Meter_66_748:hvac_load,house_3_5C_tm_3_C_5_Meter_66_749:hvac_load,house_3_6C_tm_3_C_6_Meter_66_750:hvac_load,house_3_7C_tm_3_C_7_Meter_66_751:hvac_load,house_3_8C_tm_3_C_8_Meter_66_752:hvac_load,house_3_9C_tm_3_C_9_Meter_66_753:hvac_load,house_3_10C_tm_3_C_10_Meter_66_754:hvac_load,house_3_11C_tm_3_C_11_Meter_66_755:hvac_load,house_3_12C_tm_3_C_12_Meter_66_756:hvac_load,house_3_13C_tm_3_C_13_Meter_66_757:hvac_load,house_3_14C_tm_3_C_14_Meter_66_758:hvac_load,house_3_15C_tm_3_C_15_Meter_66_759:hvac_load,house_3_16C_tm_3_C_16_Meter_66_760:hvac_load
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.15385428748,+0,+0,+0,+0,+0
2010-08-16 00:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.14976415121,+0,+0,+0,+0,+0
2010-08-16 00:02:00 UTC,+0,+0,+0,+0,+0,+3.00128227183,+0,+0,+0,+0,+0,+0,+0,+0,+5.14421998455,+0,+0,+0,+0,+0
2010-08-16 00:02:30 UTC,+0,+0,+0,+0,+0,+2.99983571278,+0,+0,+0,+0,+0,+0,+0,+0,+5.14171145149,+0,+0,+0,+0,+0
2010-08-16 00:03:00 UTC,+0,+0,+0,+0,+0,+2.99766151042,+0,+0,+0,+0,+0,+0,+0,+0,+5.13798505261,+0,+0,+0,+0,+0
2010-08-16 00:03:30 UTC,+0,+0,+0,+0,+0,+2.99662093511,+0,+0,+0,+0,+2.56850255916,+0,+0,+0,+5.13620159464,+6.42023155907,+0,+0,+0,+0
2010-08-16 00:04:00 UTC,+0,+0,+0,+0,+0,+2.99225895138,+0,+0,+0,+4.27397869932,+2.56476379912,+0,+0,+0,+5.12872552429,+6.4108865126,+0,+0,+0,+0
2010-08-16 00:04:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.27702526107,+2.56659208846,+0,+0,+0,+5.13238139398,+6.41545632944,+0,+0,+0,+3.42193567586
