# file...... Output/hvac/house_hvac_file_007.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_6C_tm_0_C_6_Meter_16_121:hvac_load,house_0_7C_tm_0_C_7_Meter_16_122:hvac_load,house_0_8C_tm_0_C_8_Meter_16_123:hvac_load,house_0_9C_tm_0_C_9_Meter_16_124:hvac_load,house_0_10C_tm_0_C_10_Meter_16_125:hvac_load,house_0_11C_tm_0_C_11_Meter_16_126:hvac_load,house_0_12C_tm_0_C_12_Meter_16_127:hvac_load,house_0_13C_tm_0_C_13_Meter_16_128:hvac_load,house_0_14C_tm_0_C_14_Meter_16_129:hvac_load,house_0_15C_tm_0_C_15_Meter_16_130:hvac_load,house_0_1C_tm_0_C_1_Meter_17_131:hvac_load,house_0_2C_tm_0_C_2_Meter_17_132:hvac_load,house_0_3C_tm_0_C_3_Meter_17_133:hvac_load,house_0_4C_tm_0_C_4_Meter_17_134:hvac_load,house_0_5C_tm_0_C_5_Meter_17_135:hvac_load,house_0_6C_tm_0_C_6_Meter_17_136:hvac_load,house_0_7C_tm_0_C_7_Meter_17_137:hvac_load,house_0_8C_tm_0_C_8_Meter_17_138:hvac_load,house_0_1A_tm_0_A_1_Meter_19_139:hvac_load,house_0_2A_tm_0_A_2_Meter_19_140:hvac_load
2010-08-16 10:32:00 UTC,+3.4415399121,+5.16168295239,+2.58133440568,+0,+0,+6.02240690488,+4.73188975429,+4.30177629057,+3.01165787286,+6.02219705454,+0,+0,+0,+0,+6.02669495872,+0,+0,+5.16571231813,+4.71891528753,+3.0032252478
2010-08-16 10:32:30 UTC,+3.44211342379,+5.16254309076,+2.58176458145,+0,+4.30256066685,+6.02341050109,+4.73267829314,+4.3024931509,+3.01215976587,+6.0232005999,+0,+3.87495319761,+0,+0,+6.0276825974,+0,+0,+5.16655885492,+4.71270624394,+2.99927356531
2010-08-16 10:33:00 UTC,+3.44227541781,+5.16278604531,+2.58188608883,+0,+4.3027631547,+6.02369397671,+4.73290102369,+4.30269563515,+3.01230153049,+6.02348406116,+0,+3.87513563222,+0,+0,+6.02796638413,+0,+0,+5.16680209763,+4.71295114143,+2.99942942783
2010-08-16 10:33:30 UTC,+0,+5.16006514446,+2.58052530124,+0,+4.30049544922,+6.0205192715,+4.73040661571,+4.30042796993,+3.01071387766,+6.02030951682,+0,+3.87292787236,+0,+0,+6.02453209626,+0,+0,+5.16385845934,+4.71449236137,+3.00041032158
2010-08-16 10:34:00 UTC,+0,+0,+2.58136244665,+0,+4.3018905231,+6.0224723242,+4.73194115512,+0,+3.01169058872,+6.02226247055,+0,+3.87373185666,+0,+0,+6.0257827366,+0,+0,+5.16493042329,+4.71348447181,+0
2010-08-16 10:34:30 UTC,+0,+0,+2.58117657046,+0,+4.30158076685,+6.02203867672,+4.73160043254,+0,+3.01147372397,+6.02182884504,+0,+3.8734528459,+0,+0,+6.02534872053,+0,+0,+5.1645584142,+4.71387830161,+0
2010-08-16 10:35:00 UTC,+0,+0,+2.58065423495,+0,+4.30071031279,+6.02082007268,+4.73064295919,+0,+3.01086430671,+6.02061030275,+0,+3.87237977276,+5.16256322201,+0,+6.02367949819,+0,+0,+5.1631276702,+4.7168535795,+0
2010-08-16 10:35:30 UTC,+0,+0,+0,+0,+4.29814635546,+6.0172306256,+4.72782268303,+0,+0,+6.01702103761,+4.72911651737,+3.86953885249,+5.15877588304,+3.87021748631,+6.0192602956,+0,+0,+5.15933982998,+4.72324226414,+0
2010-08-16 10:36:00 UTC,+0,+0,+0,+3.43718949878,+4.2964159862,+6.01480817153,+0,+0,+0,+6.01459870638,+4.72687260183,+3.86770276195,+5.15632812093,+3.8676322361,+6.01640415907,+0,+0,+5.15689174383,+4.72450864906,+0
2010-08-16 10:36:30 UTC,+0,+0,+0,+3.44659841546,+4.30817678226,+6.03127285828,+0,+0,+0,+6.03106255891,+4.73928164543,+3.8778564983,+5.16986445357,+3.87778572684,+6.032198836,+3.4469573395,+4.30842978505,+5.17042986792,+4.72736746357,+0
2010-08-16 10:37:00 UTC,+0,+0,+0,+3.44844039102,+4.31047918335,+0,+0,+0,+0,+6.03428567345,+4.7415981951,+3.87975202179,+5.17239144826,+3.8796812045,+0,+3.44864222145,+4.31053572073,+5.17295719695,+4.72349275113,+0
2010-08-16 10:37:30 UTC,+0,+0,+0,+3.44856927159,+4.31064027929,+0,+0,+0,+0,+6.03451119048,+4.74177540637,+3.87989702542,+5.17258475812,+3.87982620463,+0,+3.44877111143,+4.31069682046,+5.17315053241,+4.72443234857,+0
2010-08-16 10:38:00 UTC,+3.44869308722,+0,+0,+3.44868509664,+4.3107850563,+0,+0,+0,+0,+6.03471386277,+4.74213626146,+3.88019229614,+5.1729783948,+3.88012146821,+0,+3.44903356996,+4.31102486765,+5.17354422115,+4.72146802916,+3.00484991413
2010-08-16 10:38:30 UTC,+3.44938333588,+0,+0,+3.44937534986,+4.31164784722,+0,+0,+0,+0,+6.03592167753,+4.74270732079,+3.88065956708,+5.17360133156,+3.88058872786,+0,+3.44944891505,+4.31154400793,+5.17416724029,+4.7210582304,+3.00458910192
2010-08-16 10:39:00 UTC,+3.44998307656,+5.17434579818,+2.58766739704,+3.44997509448,+4.31239750576,+0,+0,+4.31232981514,+3.0190466759,+0,+4.74406140478,+3.88176755022,+5.17507842615,+3.88169668422,+0,+3.4504337727,+4.31277498253,+5.17564453033,+4.71805115419,+3.00267527899
2010-08-16 10:39:30 UTC,+3.4497453374,+5.17398924296,+2.58748907528,+3.44973735376,+4.31210033867,+0,+0,+4.31203265333,+3.01883862503,+0,+4.74348233646,+3.88129372589,+5.17444675286,+3.88122287135,+0,+3.45001260248,+4.31224856142,+5.17501277347,+4.71686132219,+3.00191802254
2010-08-16 10:40:00 UTC,+3.44822370323,+5.1717071342,+2.58634773833,+3.44821570955,+4.31019833984,+0,+4.74107950407,+4.31013068828,+3.01750700884,+0,+4.74202166934,+3.88009853081,+5.17285339265,+3.88002770515,+0,+3.44895022438,+4.31092069391,+0,+4.71657404978,+3.00173519093
2010-08-16 10:40:30 UTC,+3.44836371912,+5.17191712652,+2.5864527605,+3.44835572637,+4.31037335567,+0,+4.74127201622,+4.310305701,+3.01762953989,+0,+4.74248009535,+0,+5.17335346399,+3.88040280449,+0,+3.44928364857,+4.31133744116,+0,+4.71669641367,+3.0018130682
2010-08-16 10:41:00 UTC,+3.44968430506,+5.17389770815,+2.58744329657,+3.44967632101,+4.31202405,+0,+4.74308773036,+4.31195636601,+3.01878521427,+0,+4.74429653238,+0,+5.17533491372,+3.88188907342,+0,+3.45060478664,+4.31298873301,+0,+4.71134981036,+2.99841027695
2010-08-16 10:41:30 UTC,+3.45218730992,+5.1776516521,+2.58932073327,+3.45217934234,+4.31515273387,+0,+4.74652918856,+4.31508499433,+3.02097564988,+0,+0,+0,+5.17944557086,+3.88497244301,+0,+3.45334558065,+4.31641445438,+0,+4.70740436237,+2.99589923668
2010-08-16 10:42:00 UTC,+3.45315173234,+5.1790980687,+2.5900441206,+3.4531437711,+0,+0,+4.74785520255,+4.31629047314,+3.0218196375,+0,+0,+0,+5.18092034557,+3.88607865918,+0,+3.45432889147,+4.31764349564,+0,+4.70157899141,+2.9921917384
2010-08-16 10:42:30 UTC,+3.45357957967,+5.1797397434,+2.59036503739,+3.45357162124,+0,+6.04347528877,+4.74844346296,+4.31682526046,+3.02219405628,+0,+0,+0,+0,+3.88711162836,+6.04670612209,+3.45524709335,+4.31879115716,+0,+4.70408522288,+2.99378680402
2010-08-16 10:43:00 UTC,+3.4525412072,+5.17818241839,+2.58958618212,+0,+0,+6.04165822622,+4.74701577281,+4.31552734788,+3.02128535331,+0,+0,+0,+0,+3.88550839482,+6.04421214689,+3.45382198592,+4.31700991384,+0,+0,+2.99638120616
2010-08-16 10:43:30 UTC,+3.4527686803,+5.17852357685,+0,+0,+0,+6.04205628459,+4.74732853255,+4.31581167764,+3.0214844201,+0,+0,+0,+0,+3.88604089587,+6.04504050057,+0,+4.31760153939,+0,+0,+2.99652220957
2010-08-16 10:44:00 UTC,+3.45172239865,+5.17695438984,+0,+0,+0,+6.04022538163,+4.7458899678,+4.31450387897,+0,+6.04001462926,+0,+0,+0,+3.88500771197,+6.04343328928,+0,+4.31645363931,+0,+0,+2.99786855123
2010-08-16 10:44:30 UTC,+3.45171091923,+5.17693717327,+0,+0,+0,+6.04020529362,+4.74587418439,+4.31448953028,+0,+6.03999454227,+0,+3.88484785317,+0,+3.88477691274,+6.04307426014,+0,+4.31619721404,+0,+0,+2.99649685446
2010-08-16 10:45:00 UTC,+3.45336490373,+5.17941777785,+0,+0,+0,+6.04309962435,+4.74814829844,+4.3165569265,+0,+6.04288872665,+0,+3.88670985305,+0,+3.88663886764,+6.04597069991,+0,+4.31826590502,+0,+0,+2.9998694377
2010-08-16 10:45:30 UTC,+3.45131077937,+5.17633705355,+0,+0,+0,+6.03950508326,+4.74532401982,+4.31398937589,+0,+6.03929436732,+4.74686118535,+3.88405847873,+0,+0,+6.04184634625,+0,+4.3153202152,+5.17869905868,+0,+3.00008259387
2010-08-16 10:46:00 UTC,+3.4486183435,+5.17229900581,+0,+0,+0,+6.03479355188,+4.74162210711,+4.31062396849,+0,+6.03458307433,+4.74280279111,+3.88073768594,+5.17370547479,+0,+6.03668067655,+0,+4.31163079836,+5.17427139731,+0,+3.0001823057
2010-08-16 10:46:30 UTC,+3.44511888532,+5.16705060633,+2.58401889767,+0,+4.30631740705,+6.02866980068,+4.73681059457,+4.30624982439,+0,+6.02845963311,+4.73839235162,+3.87712883105,+5.16889437261,+0,+6.0310669109,+0,+4.30762134327,+5.16945965859,+0,+3.00356412007
2010-08-16 10:47:00 UTC,+3.44441600644,+5.16599644626,+2.58349168705,+3.44440798756,+4.30543882873,+6.027439823,+4.7358441848,+0,+0,+6.02722971771,+4.73737508808,+3.8762964522,+5.16778469662,+0,+6.02977210134,+0,+4.3066965664,+5.16834983578,+0,+3.00230657241
2010-08-16 10:47:30 UTC,+0,+5.16762423075,+2.58430578095,+3.44549334734,+4.30679548814,+6.0293390968,+4.73733646941,+0,+3.01512462428,+6.02912889533,+4.73860683046,+3.87730432899,+5.1691283356,+0,+6.03133990728,+3.44646653045,+4.30781632231,+5.16969365256,+0,+0
2010-08-16 10:48:00 UTC,+0,+5.17045970197,+2.58572386773,+3.44738395774,+4.30915868095,+6.0326474807,+4.73993591052,+0,+3.01677912897,+6.03243711175,+4.74120732283,+3.87943218942,+5.17196506753,+0,+6.03464990731,+3.4483579307,+4.31018038544,+5.1725307598,+4.71488225033,+0
2010-08-16 10:48:30 UTC,+0,+5.17015488325,+2.58557142063,+3.44718071342,+4.3089046331,+6.03229182295,+0,+0,+3.01660126649,+6.032081472,+4.74065053085,+3.87897659278,+5.17135769424,+0,+6.03394120251,+3.44795296259,+4.30967421537,+5.17192330617,+4.71358046593,+0
2010-08-16 10:49:00 UTC,+0,+5.1721236581,+2.58655605184,+3.44849343564,+4.31054548717,+6.0345889589,+0,+0,+3.01775005156,+6.0343784917,+4.74248554844,+3.88047810121,+5.17335941248,+3.88040726638,+6.03627687871,+3.44928761473,+0,+5.17392528922,+4.71094488958,+0
2010-08-16 10:49:30 UTC,+0,+5.17366565011,+2.58732723879,+3.4495215914,+4.31183064372,+6.03638813125,+0,+0,+3.01864980779,+6.036177573,+4.7438996399,+3.88163518564,+5.17490196589,+3.88156432284,+6.03807678504,+3.45031611724,+0,+5.17546804672,+4.70783072497,+0
2010-08-16 10:50:00 UTC,+0,+0,+2.58648022082,+3.44839233679,+4.31041911734,+6.03441204574,+0,+0,+3.01766157829,+6.03420158748,+4.74204395772,+3.88011676834,+5.17287770579,+3.88004594224,+6.03571480622,+3.44896643525,+0,+5.17344351884,+4.70600165181,+0
2010-08-16 10:50:30 UTC,+0,+0,+2.5862870392,+3.44813478472,+4.31009718682,+6.03396135473,+0,+0,+3.01743619019,+6.03375091928,+4.74168976412,+3.87982694841,+5.17249133578,+3.87975612931,+6.03526397591,+3.44870882179,+0,+5.17305709771,+4.7058182125,+0
2010-08-16 10:51:00 UTC,+0,+0,+2.5859863993,+3.44773396798,+4.30959618077,+6.03325996451,+0,+0,+3.01708542877,+6.03304956456,+4.74076059772,+3.8790666553,+5.17147776004,+3.87899585458,+6.03408129955,+3.44803301685,+0,+5.17204338784,+4.70782551062,+2.99616727221
2010-08-16 10:51:30 UTC,+3.4459080865,+0,+0,+3.44590007751,+4.30730388574,+6.03005083494,+0,+4.30723628557,+3.01548056064,+6.02984059743,+4.7385409797,+3.87725044642,+5.16905650268,+3.87717968961,+6.03125609008,+3.44641863562,+0,+5.16962181014,+4.70597886352,+2.9949919924
2010-08-16 10:52:00 UTC,+3.44779262206,+0,+0,+3.44778462553,+4.30965950082,+0,+0,+4.30959185882,+3.01712976004,+6.03313820584,+4.7405783633,+3.87891754147,+5.17127897069,+3.87884674435,+6.03384934506,+3.44790047341,+0,+5.1718445722,+4.70718164598,+2.99575749109
2010-08-16 10:52:30 UTC,+3.44690921027,+0,+0,+3.4469012079,+4.30855526157,+0,+4.73927216733,+4.30848763918,+3.01635666654,+6.03159238935,+0,+3.87841602169,+5.17061037554,+3.8783452367,+6.03306920438,+3.44745468541,+0,+5.17117588859,+4.70460125502,+2.99411522743
2010-08-16 10:53:00 UTC,+3.4470909994,+0,+0,+3.44708299823,+4.30878249274,+0,+4.7395221148,+4.30871486632,+0,+6.03191048863,+0,+3.87823475861,+5.17036872685,+3.87816397801,+6.03278724003,+3.44729356534,+4.30885003408,+5.1709342079,+4.70901634836,+2.99692516882
2010-08-16 10:53:30 UTC,+3.44751086038,+0,+0,+3.44750286199,+4.30930730685,+0,+4.74009939454,+4.3092396711,+0,+6.03264517206,+0,+3.87870714879,+5.17099848819,+3.87863635676,+6.03352206806,+3.44771346078,+4.30937486182,+5.17156405259,+4.71060554664,+2.99793659789
2010-08-16 10:54:00 UTC,+3.44704118086,+0,+0,+3.44703317937,+4.308720221,+0,+4.73945361775,+4.30865259568,+0,+6.03182331486,+0,+0,+5.17058384727,+3.87832533806,+6.03303825024,+3.4474369976,+4.3090293102,+5.1711493568,+4.70592400665,+2.99495707932
2010-08-16 10:54:30 UTC,+3.44541405992,+0,+2.58424030022,+3.44540604765,+4.30668636677,+0,+4.73721643918,+4.30661877756,+0,+0,+0,+0,+5.16878571136,+3.87697657128,+0,+3.44623808461,+4.30753078763,+5.16935098297,+4.70739679032,+2.99589441752
2010-08-16 10:55:00 UTC,+3.44695948495,+5.16981109142,+2.5853994821,+0,+4.30861810348,+0,+4.73934129155,+4.30855047997,+0,+0,+0,+0,+0,+3.8792812986,+0,+0,+4.31009141262,+5.1724239837,+4.70608207962,+2.99505768326
2010-08-16 10:55:30 UTC,+3.44731981535,+5.17035150586,+2.58566975628,+0,+4.30906850607,+0,+4.73983672087,+4.30900087457,+0,+0,+0,+0,+0,+3.87968691539,+0,+0,+4.3105420657,+5.17296481154,+4.70428819383,+2.99391598282
2010-08-16 10:56:00 UTC,+3.44601767699,+5.16839859146,+2.58469305721,+0,+4.30744087069,+0,+4.73804637084,+4.30737326809,+3.01557646574,+0,+4.73966552905,+0,+0,+3.87809983313,+0,+0,+4.30877876708,+5.17084868053,+4.72166989474,+3.00497838942
2010-08-16 10:56:30 UTC,+3.44434558664,+5.16589083245,+2.58343886703,+0,+4.30535080601,+6.02731659441,+4.73574736246,+4.30528324052,+3.01411318184,+0,+4.73824649841,+0,+0,+3.87693873525,+0,+0,+4.30748875061,+5.16930053441,+4.72484664146,+3.00700019735
2010-08-16 10:57:00 UTC,+3.44455239467,+5.16620099795,+2.5835939882,+0,+4.30560931009,+6.02767849072,+4.73603170919,+4.30554174001,+3.0142941642,+0,+4.73853108003,+0,+0,+3.87717158935,+0,+0,+4.30774745889,+5.16961100968,+4.72149479148,+3.00486694675
2010-08-16 10:57:30 UTC,+3.44542790077,+5.16751405992,+2.58425068188,+0,+0,+6.02921055117,+4.7372354694,+4.30663607792,+3.01506033931,+0,+4.73948386686,+0,+0,+3.87795119111,+0,+0,+4.3086136211,+5.17065048918,+4.72624526339,+3.00789033596
2010-08-16 10:58:00 UTC,+3.44599096787,+5.16835853381,+2.58467302341,+0,+0,+6.03019587023,+4.73800964765,+4.30733988305,+3.01555309198,+0,+4.7399930159,+3.87843857925,+0,+3.87836779371,+0,+0,+4.30907647977,+5.17120596491,+4.72279960793,+3.00569738384
2010-08-16 10:58:30 UTC,+3.44398750384,+5.16535378886,+2.58317027873,+3.44397948212,+0,+6.02668998026,+4.73525502341,+4.3048356553,+3.01379981554,+0,+4.73708412817,+3.8760583734,+5.16746730471,+3.87598764542,+0,+0,+4.30643205973,+5.16803240186,+4.72434613665,+3.00668165622
2010-08-16 10:59:00 UTC,+3.44480276475,+5.16657649664,+2.58378178409,+3.44479474843,+0,+6.02811661682,+4.73637595068,+4.30585468981,+3.01451326871,+6.02941061721,+4.73796969077,+3.87678298758,+5.1684333155,+3.87671224208,+0,+3.44600312352,+4.30723710953,+5.16899854048,+4.72224373963,+3.00534360713
2010-08-16 10:59:30 UTC,+3.44347533922,+5.16458565723,+0,+3.4434673141,+0,+6.02579373615,+4.73455083253,+4.30419547566,+3.01335160876,+6.02558371423,+4.7362860506,+3.87540534411,+5.16659672645,+3.87533463191,+6.02838593532,+3.44477857178,+4.30570654107,+0,+4.72149244737,+3.00486545485
2010-08-16 11:00:00 UTC,+3.44353702922,+5.16467817835,+0,+3.44352900451,+0,+6.02590168835,+4.73463565201,+4.30427258502,+3.01340559506,+6.02569166097,+4.7363709175,+3.87547478669,+5.16668930301,+3.87540407282,+6.02849395695,+3.4448402975,+4.30578369212,+0,+4.71556675273,+3.00109410699
2010-08-16 11:00:30 UTC,+3.44422309791,+5.1657071269,+0,+3.44421507775,+0,+6.02710224963,+4.73557894893,+0,+3.01400598921,+6.02689216144,+4.73706295408,+3.87604104764,+5.16744420707,+3.87597032007,+6.02937480596,+3.44534363225,+4.30641281072,+0,+4.71723732671,+3.00215732677
2010-08-16 11:01:00 UTC,+3.4466081075,+5.1692841043,+0,+3.44660010314,+0,+6.03127581156,+4.73885817188,+0,+3.01609316475,+6.03106551204,+4.74060829601,+3.87894203399,+5.17131162261,+0,+6.03388744449,+3.44792224418,+4.3096358204,+0,+4.71510060326,+3.0007974309
2010-08-16 11:01:30 UTC,+3.44324353773,+5.16423800717,+0,+3.44323551107,+0,+6.02538810343,+0,+0,+0,+6.02517810205,+4.73570281222,+3.87492810761,+5.16596050426,+0,+6.02764356857,+3.44435436858,+4.30517632905,+0,+4.7214768022,+0
2010-08-16 11:02:00 UTC,+3.44381027706,+5.16508798859,+0,+3.44380225416,+4.30468168448,+6.02637984862,+0,+0,+0,+6.02616979702,+4.73655314446,+3.87562701989,+5.16689225091,+0,+6.02873076379,+3.44497561367,+4.30595282393,+0,+4.71981424868,+0
2010-08-16 11:02:30 UTC,+0,+5.16633215583,+2.58365836754,+3.44463182904,+4.30571862225,+6.02783152375,+0,+0,+0,+6.02762139862,+4.73764446293,+3.87651999587,+5.1680827112,+0,+6.03011983541,+3.44576935697,+4.30694492447,+0,+4.71929608762,+0
2010-08-16 11:03:00 UTC,+0,+5.16529650203,+2.58314041283,+3.44394128493,+4.30485546778,+6.02662313889,+0,+0,+0,+6.02641307496,+4.73669372289,+3.8757420488,+5.1670456003,+0,+6.02890969737,+3.4450778599,+4.30608062158,+0,+4.71750615167,+0
2010-08-16 11:03:30 UTC,+0,+5.16425179498,+2.58261793036,+3.44324470436,+4.30398476794,+6.02540419082,+0,+0,+0,+6.02519418863,+0,+3.87522393266,+5.16635487995,+0,+6.02810374016,+3.44461731983,+4.3055049921,+0,+4.72023331934,+0
2010-08-16 11:04:00 UTC,+0,+5.16389796032,+2.58244096935,+3.4430087776,+4.30368986826,+6.02499134199,+0,+0,+0,+6.02478136072,+0,+3.87474130287,+5.16571146779,+3.87466788818,+6.02735298386,+3.44418832267,+4.30496878812,+0,+4.72122805208,+0
2010-08-16 11:04:30 UTC,+0,+5.16407522424,+2.58252962319,+3.44312697208,+4.30383760696,+6.0251981708,+0,+0,+0,+6.02498817906,+0,+3.87487420068,+5.16588426915,+3.87480078259,+6.02755971348,+3.4443064521,+4.30511643822,+0,+4.72035134832,+0
2010-08-16 11:05:00 UTC,+0,+5.16636208763,+2.58367333713,+3.44465178669,+4.30574356858,+6.0278664477,+0,+4.30567599611,+3.01438816051,+6.02765632081,+0,+3.87634205426,+5.16784111736,+3.8762685986,+6.02984303777,+3.44561118927,+4.3067472305,+5.16840692576,+4.7161350599,+3.00145580032
2010-08-16 11:05:30 UTC,+0,+5.16731582909,+2.58415032555,+3.445287714,+4.30653845409,+6.0289792585,+4.73705042904,+4.30647086751,+3.01494346847,+6.02876907525,+0,+3.87707893364,+5.16882347768,+3.87700545912,+6.03098929283,+3.44626618233,+4.307565907,+5.16938941632,+4.71269706092,+2.99926772088
2010-08-16 11:06:00 UTC,+0,+5.17013446456,+2.58555999106,+3.44716709883,+4.30888761536,+6.03226799875,+4.73963443224,+4.30881998707,+3.01658814817,+6.032057649,+0,+3.87919416714,+5.17164337135,+3.8791206385,+6.034279651,+3.44814635883,+4.30991594154,+5.17220968383,+0,+3.00117725772
2010-08-16 11:06:30 UTC,+3.45037004756,+5.17403042273,+2.58750845074,+3.44976481125,+4.31213465951,+6.03681374228,+4.74320607822,+4.31206697356,+3.01886144777,+6.0366031625,+0,+3.88211787277,+5.17554106831,+3.88204426934,+6.03882763052,+3.45074516539,+4.31316419257,+5.17610789746,+0,+2.99688345304
2010-08-16 11:07:00 UTC,+3.44926262922,+5.17326528932,+2.58712578966,+3.44925464239,+4.31149696736,+6.03592099651,+4.74250463701,+4.31142929274,+3.01841499086,+6.03571046189,+0,+3.88144045379,+5.17463797674,+3.88136686769,+6.0377738693,+3.45014302512,+4.31241157681,+5.17520468618,+0,+3.00033177587
2010-08-16 11:07:30 UTC,+3.44915253512,+5.17310017295,+0,+0,+4.31135595915,+0,+4.74235326546,+4.31129168074,+3.01831864513,+6.03551781643,+4.74243532231,+3.88044013681,+5.17330441825,+3.88036657629,+6.03621782306,+0,+4.31130021983,+5.17387095092,+0,+3.00020414812
2010-08-16 11:08:00 UTC,+3.45300628953,+0,+0,+0,+4.31617303339,+0,+4.74765190323,+4.31610867704,+3.02169114921,+6.04226121432,+4.74742993399,+3.88452699882,+5.17875276083,+3.88445333378,+6.04257149424,+0,+4.31584074329,+5.17932001567,+0,+2.99670616449
2010-08-16 11:08:30 UTC,+3.45236656661,+0,+0,+0,+4.31537339945,+0,+4.7467723298,+4.31530905605,+3.02113131382,+6.04114181082,+4.74719539036,+0,+5.1784969103,+3.88426142237,+6.04227295857,+0,+4.31562752334,+5.17906413122,+0,+2.99415661532
2010-08-16 11:09:00 UTC,+3.45211616101,+0,+0,+0,+4.31506040017,+0,+4.74642803994,+4.31499606183,+3.02091217847,+6.04070364469,+4.74720677311,+0,+0,+3.88427073613,+6.04228744697,+0,+4.31563787122,+5.17907654969,+0,+2.99405564638
2010-08-16 11:09:30 UTC,+3.45045706477,+0,+0,+0,+4.312986581,+0,+4.74414690081,+4.31292227621,+3.01946026735,+6.03780051572,+4.74517731693,+0,+0,+3.88261016755,+6.03970428136,+0,+4.3137929243,+5.17686243599,+0,+2.99348025964
2010-08-16 11:10:00 UTC,+3.44876017126,+0,+0,+0,+4.31086551642,+0,+4.74181379311,+4.31080124594,+3.01797527899,+6.03482617893,+4.74284363448,+0,+0,+3.8807006709,+6.03673388545,+0,+4.31167141004,+5.17431641487,+0,+2.99734236358
2010-08-16 11:10:30 UTC,+3.44725091978,+0,+0,+3.44724080239,+4.30897899859,+0,+4.73973867982,+4.30891475863,+0,+6.03218525664,+4.74126555229,+0,+0,+3.87940943152,+6.03472524501,+0,+0,+5.17259474506,+4.70973552383,+2.99738288075
2010-08-16 11:11:00 UTC,+3.44771332867,+0,+2.58596370199,+3.44770321377,+4.30955699545,+0,+4.74037445911,+4.30949274614,+0,+0,+4.7412874045,+0,+0,+3.87942731173,+6.03475305931,+3.44841895974,+0,+5.17261858559,+4.71308025386,+2.99951160014
2010-08-16 11:11:30 UTC,+3.44610781098,+0,+2.58475944736,+3.44609768744,+4.30755014783,+0,+4.73816698662,+4.30748593097,+0,+0,+4.73940663716,+0,+0,+3.87788840528,+6.03235915016,+3.44705103048,+0,+5.1705666897,+4.71395523411,+3.00006847241
2010-08-16 11:12:00 UTC,+3.44352424749,+0,+2.58282158744,+3.44351411001,+4.30432077313,+0,+4.7346147708,+4.3042566085,+0,+0,+4.73577667695,+0,+5.16604087443,+3.87491825096,+6.02773880456,+3.44441086937,+0,+5.16660644415,+4.71685730848,+3.00191546803
2010-08-16 11:12:30 UTC,+3.44015312276,+5.1596030807,+2.58029299938,+3.44014296702,+4.30010697118,+6.01998014259,+4.7299797143,+4.30004287469,+0,+0,+4.7315272337,+3.87151199952,+5.16140539449,+3.87144121492,+6.02232995819,+3.44132014269,+0,+5.16197034953,+4.71747087467,+3.00230596599
2010-08-16 11:13:00 UTC,+3.44065556385,+5.16035177807,+2.58066986665,+3.44064541084,+4.30073500705,+6.02085937136,+4.73067053503,+4.3006709004,+0,+0,+4.7326315539,+3.87241561305,+5.16261003561,+3.87234480651,+0,+3.44212334248,+0,+5.16317515042,+4.71937880674,+3.00352024986
2010-08-16 11:13:30 UTC,+3.43995603298,+5.15930264132,+2.58014516775,+3.43994587618,+4.29986061504,+6.01963121215,+4.72970872989,+4.299793162,+0,+0,+4.73167091337,+3.87162956588,+5.1615621266,+3.87155877842,+0,+3.44142464452,+0,+5.16212710244,+4.72173893805,+3.00502233134
2010-08-16 11:14:00 UTC,+3.43874809096,+5.15749100377,+2.57923912359,+3.43873792758,+0,+6.01751742016,+4.72804789558,+4.29828329852,+3.00921348913,+0,+4.72993364326,+3.87020803907,+5.15966703581,+3.87013728613,+0,+3.44016108439,+0,+5.16023176035,+4.71789091615,+3.0025756764
2010-08-16 11:14:30 UTC,+3.4377545627,+5.156000938,+2.57849390529,+3.43774439392,+0,+6.01577883334,+4.72668186494,+4.29704144089,+3.0083440308,+0,+4.72827271446,+3.86884897877,+5.15785522149,+3.86877825883,+0,+3.4389530492,+4.29842132181,+5.15841970575,+4.71759945793,+3.00239018049
2010-08-16 11:15:00 UTC,+3.44045876887,+5.16005663049,+2.58052225615,+3.44044861479,+0,+6.0205109556,+4.73039995594,+0,+3.01071054081,+0,+4.73174049756,+3.87168650336,+5.16163803209,+3.87161571452,+0,+3.44147257724,+4.30157382332,+5.162203018,+4.7181493555,+3.00274015775
2010-08-16 11:15:30 UTC,+3.44115312372,+5.1610980044,+2.58104307265,+3.44114297341,+0,+6.02172601532,+0,+0,+3.01131818592,+0,+0,+3.87250684,+5.16273165368,+3.87243603125,+0,+3.44220175311,+4.30248522073,+5.16329678462,+4.72114834508,+3.0046488371
2010-08-16 11:16:00 UTC,+3.44027159661,+5.1597759148,+0,+3.44026144152,+0,+6.02018342067,+0,+0,+3.01054674226,+6.01997267969,+0,+3.8716791319,+5.16162820494,+3.87160834325,+0,+3.44146602494,+4.30156563361,+5.16219318953,+4.72409255501,+0
2010-08-16 11:16:30 UTC,+3.4404051986,+5.1599762873,+0,+3.44039504423,+0,+6.02041721235,+0,+0,+3.01066366028,+6.02020645944,+0,+3.87182951746,+5.16182868957,+3.87175872515,+0,+3.44159969875,+4.30173271259,+5.16239370076,+4.7271743769,+0
