# file...... Output/hvac/house_hvac_file_055.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_14C_tm_3_C_14_Meter_92_1081:hvac_load,house_3_15C_tm_3_C_15_Meter_92_1082:hvac_load,house_3_1A_tm_3_A_1_Meter_94_1083:hvac_load,house_3_2A_tm_3_A_2_Meter_94_1084:hvac_load,house_3_3A_tm_3_A_3_Meter_94_1085:hvac_load,house_3_4A_tm_3_A_4_Meter_94_1086:hvac_load,house_3_5A_tm_3_A_5_Meter_94_1087:hvac_load,house_3_6A_tm_3_A_6_Meter_94_1088:hvac_load,house_3_7A_tm_3_A_7_Meter_94_1089:hvac_load,house_3_8A_tm_3_A_8_Meter_94_1090:hvac_load,house_3_9A_tm_3_A_9_Meter_94_1091:hvac_load,house_3_10A_tm_3_A_10_Meter_94_1092:hvac_load,house_3_11A_tm_3_A_11_Meter_94_1093:hvac_load,house_3_12A_tm_3_A_12_Meter_94_1094:hvac_load,house_3_13A_tm_3_A_13_Meter_94_1095:hvac_load,house_3_14A_tm_3_A_14_Meter_94_1096:hvac_load,house_3_15A_tm_3_A_15_Meter_94_1097:hvac_load,house_3_1B_tm_3_B_1_Meter_95_1098:hvac_load,house_3_2B_tm_3_B_2_Meter_95_1099:hvac_load,house_3_3B_tm_3_B_3_Meter_95_1100:hvac_load
2010-08-16 00:05:00 UTC,+0,+0,+5.20245448335,+0,+0,+0,+0,+0,+2.16805648582,+0,+6.06928633858,+0,+0,+3.90227436734,+0,+0,+0,+0,+0,+2.16568706601
2010-08-16 00:05:30 UTC,+0,+0,+5.20783757547,+0,+0,+0,+0,+0,+0,+0,+6.07556625561,+0,+0,+3.90631224484,+0,+0,+0,+0,+0,+0
2010-08-16 00:06:00 UTC,+0,+0,+5.20846745238,+0,+4.34039497321,+0,+0,+0,+0,+0,+6.07630107022,+3.03842731362,+0,+3.90678471789,+0,+0,+0,+0,+0,+0
2010-08-16 00:06:30 UTC,+0,+0,+5.21038784982,+0,+4.34199529652,+0,+0,+0,+0,+0,+6.07854140656,+3.03954761062,+0,+3.90822521514,+0,+0,+0,+0,+0,+0
2010-08-16 00:07:00 UTC,+0,+0,+5.22114996012,+0,+4.35096367778,+0,+0,+0,+0,+0,+6.09109648876,+3.04582587348,+0,+3.91629791371,+0,+0,+0,+0,+0,+0
2010-08-16 00:07:30 UTC,+0,+0,+5.22505873322,+0,+4.35422097281,+0,+0,+0,+0,+0,+6.09565646522,+3.04810612378,+0,+3.91922989872,+0,+0,+0,+0,+0,+0
2010-08-16 00:08:00 UTC,+0,+0,+5.22393903528,+0,+4.35328789574,+0,+0,+0,+0,+0,+6.09435022507,+3.04745292865,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:08:30 UTC,+0,+0,+0,+0,+4.35328869804,+0,+0,+0,+0,+0,+6.09435134824,+3.0474534903,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:09:00 UTC,+0,+0,+0,+0,+4.35487121667,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.0961451955,+0,+0,+0,+5.20407412147,+0
2010-08-16 00:09:30 UTC,+0,+0,+0,+0,+0,+0,+5.6612682779,+0,+0,+0,+0,+0,+0,+0,+6.09653365615,+0,+0,+0,+5.2074437532,+0
2010-08-16 00:10:00 UTC,+0,+0,+0,+0,+0,+0,+5.66618246043,+0,+0,+0,+0,+0,+0,+0,+6.10182558529,+0,+0,+0,+5.20651305504,+0
2010-08-16 00:10:30 UTC,+0,+0,+0,+0,+0,+0,+5.66613467093,+0,+0,+0,+0,+0,+0,+0,+6.10177412226,+0,+0,+0,+5.20926631695,+0
2010-08-16 00:11:00 UTC,+0,+0,+0,+0,+0,+0,+5.6596688736,+0,+0,+0,+0,+0,+0,+0,+6.09481130782,+0,+3.91893876313,+0,+5.21436189515,+0
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,+0,+0,+5.66391497383,+0,+0,+0,+0,+0,+0,+0,+6.09938380003,+0,+3.92190086012,+0,+5.21661710012,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,+0,+0,+5.66329365245,+0,+0,+0,+0,+0,+0,+0,+6.0987147185,+0,+3.92147061207,+0,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+5.66785310448,+0,+0,+0,+0,+0,+0,+0,+6.10362464951,+0,+3.92462790829,+0,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+4.36328378696,+5.67154601145,+0,+0,+0,+0,+0,+0,+0,+6.1076014254,+0,+3.92718514548,+0,+0,+0
2010-08-16 00:13:30 UTC,+3.04831453734,+0,+0,+0,+0,+4.37014850322,+0,+2.18525254267,+0,+0,+0,+0,+0,+0,+0,+0,+3.93336389781,+0,+0,+0
2010-08-16 00:14:00 UTC,+3.04783346994,+3.4830326755,+0,+0,+0,+4.3723419587,+0,+2.18634938785,+0,+0,+0,+0,+0,+0,+0,+0,+3.9353381699,+0,+0,+0
2010-08-16 00:14:30 UTC,+3.04967825266,+3.48514084288,+0,+0,+0,+4.37611566129,+0,+2.18823644106,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16900175704
2010-08-16 00:15:00 UTC,+3.05245536793,+3.48831445451,+0,+0,+0,+4.36260640176,+0,+2.18148108805,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16813647644
2010-08-16 00:15:30 UTC,+3.05240123827,+3.48825259658,+0,+0,+0,+4.36199603016,+0,+2.18115647178,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16841669198
2010-08-16 00:16:00 UTC,+3.05363550521,+3.4896630832,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16921605658
2010-08-16 00:16:30 UTC,+0,+3.49062436657,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.79116189018,+0,+0,+0,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+2.17683442871,+0,+0,+0,+0,+0,+0,+4.78849011857,+0,+0,+0,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+2.17564389742,+0,+0,+0,+0,+0,+0,+4.78587132468,+0,+0,+0,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+2.17673242021,+0,+0,+0,+0,+0,+0,+4.78826573204,+0,+0,+0,+0
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+2.17675735864,+0,+0,+0,+0,+0,+0,+4.7883205887,+0,+0,+0,+0
2010-08-16 00:19:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+2.17755448816,+0,+0,+0,+0,+0,+0,+4.79007402259,+0,+0,+0,+0
2010-08-16 00:19:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+2.17597232617,+0,+0,+0,+0,+0,+0,+4.78659376444,+0,+0,+0,+0
2010-08-16 00:20:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:20:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.08871791738,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.09463242432,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.09327845751,+3.04688450428,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.08940299374,+3.04494659025,+0,+3.91518700775,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.09082026637,+3.0456552932,+0,+3.91609827924,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.09267317666,+3.04658183542,+0,+3.91728965493,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.09491753479,+3.04770411994,+0,+3.91873272191,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:30 UTC,+0,+0,+0,+0,+4.3514591636,+0,+0,+2.17599921009,+0,+0,+6.09179488636,+3.04614264899,+0,+3.91672493589,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:00 UTC,+0,+0,+0,+0,+4.35412204925,+0,+0,+2.17733085564,+0,+0,+0,+0,+0,+3.91912185306,+0,+0,+0,+0,+0,+2.16618922088
2010-08-16 00:26:30 UTC,+0,+0,+0,+0,+4.35404394505,+0,+0,+2.1772917976,+0,+0,+0,+0,+0,+3.9190515499,+0,+0,+0,+0,+0,+2.16997606897
2010-08-16 00:27:00 UTC,+0,+3.4826503815,+0,+0,+4.35394266604,+0,+0,+2.17724115038,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16995749381
2010-08-16 00:27:30 UTC,+0,+3.48287270416,+0,+0,+4.35271934306,+0,+0,+2.17662939575,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16963974817
2010-08-16 00:28:00 UTC,+0,+3.48205673965,+0,+0,+4.35247012652,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,+0,+3.48259924401,+0,+0,+4.35250061569,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:29:00 UTC,+3.0473780022,+3.48251217941,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:29:30 UTC,+3.04917891555,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.06326687831,+0,+0
2010-08-16 00:30:00 UTC,+3.04926795951,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.06188739606,+0,+0
2010-08-16 00:30:30 UTC,+3.05070262793,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.91712912151,+6.06269177392,+0,+0
2010-08-16 00:31:00 UTC,+3.04780643949,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.91904000271,+6.06512390377,+0,+0
2010-08-16 00:31:30 UTC,+3.04677774898,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.91968550971,+6.06432505107,+0,+0
2010-08-16 00:32:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.92109332013,+6.06864403577,+0,+0
2010-08-16 00:32:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+2.17361068438,+0,+0,+0,+0,+0,+6.08447294296,+0,+3.91225861011,+6.07919479605,+0,+0
2010-08-16 00:33:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+2.17391221596,+0,+0,+0,+0,+0,+6.0853169457,+0,+3.91280132548,+6.07483810104,+0,+0
2010-08-16 00:33:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+2.17394930248,+0,+0,+0,+0,+0,+6.08542075281,+0,+0,+0,+0,+0
2010-08-16 00:34:00 UTC,+0,+0,+0,+0,+0,+0,+5.64962400483,+0,+2.17344469739,+0,+0,+0,+0,+0,+6.08400833655,+0,+0,+0,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,+0,+0,+0,+0,+5.64698781455,+0,+2.17243048161,+0,+0,+0,+0,+0,+6.08116949317,+0,+0,+0,+0,+0
2010-08-16 00:35:00 UTC,+0,+0,+0,+0,+0,+0,+5.64939004129,+0,+0,+0,+0,+0,+0,+0,+6.08375638741,+0,+0,+0,+0,+0
2010-08-16 00:35:30 UTC,+0,+0,+0,+0,+0,+0,+5.64794781906,+0,+0,+0,+0,+0,+0,+0,+6.08220329656,+0,+0,+0,+0,+0
2010-08-16 00:36:00 UTC,+0,+0,+0,+0,+0,+0,+5.64873210613,+0,+0,+0,+0,+0,+0,+0,+6.08304787451,+0,+0,+0,+0,+0
2010-08-16 00:36:30 UTC,+0,+0,+0,+0,+0,+0,+5.64927513526,+0,+0,+0,+0,+0,+0,+0,+6.08363264816,+0,+0,+0,+0,+0
2010-08-16 00:37:00 UTC,+0,+0,+5.21655085345,+0,+0,+0,+5.65091119125,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:30 UTC,+0,+0,+5.21533962553,+0,+0,+0,+5.64959912475,+0,+0,+0,+0,+0,+0,+0,+0,+4.78101272192,+0,+0,+0,+2.16987433114
2010-08-16 00:38:00 UTC,+0,+0,+5.22200633716,+0,+0,+0,+0,+2.17612980058,+0,+0,+0,+0,+0,+0,+0,+4.7871243331,+0,+0,+0,+2.16632106091
2010-08-16 00:38:30 UTC,+0,+0,+5.22051941337,+0,+0,+0,+0,+2.17551014566,+0,+0,+0,+0,+0,+0,+0,+4.7857612173,+0,+0,+0,+2.16701705008
2010-08-16 00:39:00 UTC,+0,+0,+5.22065433975,+0,+0,+4.35081683885,+0,+2.17556637436,+0,+0,+0,+0,+0,+0,+0,+4.78588490909,+0,+0,+0,+2.16803826713
2010-08-16 00:39:30 UTC,+0,+3.47715687459,+5.21983511567,+0,+0,+4.35013409954,+0,+2.17522497405,+0,+0,+6.08962746466,+3.04505883628,+0,+0,+0,+4.78513389731,+0,+0,+0,+0
2010-08-16 00:40:00 UTC,+0,+3.48025984842,+5.2157105446,+0,+0,+4.34669669224,+0,+2.17350611605,+0,+0,+6.08481563741,+3.04265269653,+0,+0,+0,+4.78135275659,+0,+0,+5.20933577613,+0
2010-08-16 00:40:30 UTC,+0,+3.48152252936,+5.21594585751,+0,+0,+4.34689280143,+0,+0,+0,+0,+6.08509015931,+3.04278997038,+0,+0,+0,+4.78156847629,+0,+0,+5.20735767879,+0
2010-08-16 00:41:00 UTC,+0,+3.48148090633,+0,+0,+0,+4.35090044886,+0,+0,+0,+0,+6.09070023264,+3.0455952707,+0,+0,+0,+0,+0,+0,+5.20612205507,+0
2010-08-16 00:41:30 UTC,+0,+3.48385318762,+0,+0,+0,+4.34791171462,+0,+0,+0,+0,+6.08651647689,+3.04350319616,+0,+0,+0,+0,+0,+0,+5.20566832696,+0
2010-08-16 00:42:00 UTC,+0,+3.47992845695,+0,+0,+0,+4.34652685116,+0,+0,+0,+0,+6.08457788675,+3.04253381002,+0,+0,+0,+0,+0,+0,+5.21127445498,+0
2010-08-16 00:42:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.09174149446,+0,+0,+0,+0,+0,+0,+0,+5.20410153801,+0
2010-08-16 00:43:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.08784996479,+0,+0,+0,+0,+0,+0,+0,+0,+0
