# file...... Output/hvac/house_hvac_file_055.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_14C_tm_3_C_14_Meter_92_1081:hvac_load,house_3_15C_tm_3_C_15_Meter_92_1082:hvac_load,house_3_1A_tm_3_A_1_Meter_94_1083:hvac_load,house_3_2A_tm_3_A_2_Meter_94_1084:hvac_load,house_3_3A_tm_3_A_3_Meter_94_1085:hvac_load,house_3_4A_tm_3_A_4_Meter_94_1086:hvac_load,house_3_5A_tm_3_A_5_Meter_94_1087:hvac_load,house_3_6A_tm_3_A_6_Meter_94_1088:hvac_load,house_3_7A_tm_3_A_7_Meter_94_1089:hvac_load,house_3_8A_tm_3_A_8_Meter_94_1090:hvac_load,house_3_9A_tm_3_A_9_Meter_94_1091:hvac_load,house_3_10A_tm_3_A_10_Meter_94_1092:hvac_load,house_3_11A_tm_3_A_11_Meter_94_1093:hvac_load,house_3_12A_tm_3_A_12_Meter_94_1094:hvac_load,house_3_13A_tm_3_A_13_Meter_94_1095:hvac_load,house_3_14A_tm_3_A_14_Meter_94_1096:hvac_load,house_3_15A_tm_3_A_15_Meter_94_1097:hvac_load,house_3_1B_tm_3_B_1_Meter_95_1098:hvac_load,house_3_2B_tm_3_B_2_Meter_95_1099:hvac_load,house_3_3B_tm_3_B_3_Meter_95_1100:hvac_load
2010-08-16 09:51:00 UTC,+0,+0,+0,+0,+4.34935143512,+4.34957932363,+0,+2.17495263403,+0,+0,+0,+3.04466298822,+6.08847547711,+0,+6.08841477194,+4.78452397412,+0,+6.07384109101,+5.20565387185,+0
2010-08-16 09:51:30 UTC,+0,+0,+0,+0,+4.35082729569,+0,+0,+2.17569068167,+0,+0,+0,+3.04569613291,+6.09054143018,+0,+6.09048068018,+4.78614752275,+0,+6.07474558233,+5.20642905068,+0
2010-08-16 09:52:00 UTC,+3.03297814473,+3.46604817027,+0,+0,+4.34622018904,+0,+0,+2.17338676197,+0,+0,+0,+3.04247102625,+6.08409226673,+0,+6.08403165674,+4.78107938698,+0,+6.07226520901,+5.20430328922,+2.1689892297
2010-08-16 09:52:30 UTC,+3.03354786904,+3.46669923257,+5.2158493368,+0,+4.34660112382,+0,+0,+2.17357725968,+2.17366842711,+0,+0,+3.04273769152,+0,+0,+6.0845648888,+4.7814984416,+0,+6.08177034018,+5.21244949928,+2.17238454659
2010-08-16 09:53:00 UTC,+3.03717701471,+3.47084650133,+5.21477533118,+0,+0,+0,+0,+0,+2.17322081857,+0,+6.08521677968,+3.04211115016,+0,+0,+6.08331203727,+4.78051385501,+0,+0,+5.20272376047,+2.16833088662
2010-08-16 09:53:30 UTC,+3.0423622291,+3.47677199462,+5.20810205753,+0,+0,+0,+5.64176337966,+0,+2.17043962797,+0,+6.07595117474,+3.03821817058,+0,+3.9065636713,+0,+4.77439618146,+0,+0,+5.20195071019,+2.1680086814
2010-08-16 09:54:00 UTC,+3.05171009735,+3.48745443324,+5.20161301642,+0,+0,+0,+5.63473409462,+0,+2.16773521895,+0,+6.06838086894,+3.03443266655,+0,+3.90169608663,+0,+0,+0,+0,+5.20145427361,+2.16780176807
2010-08-16 09:54:30 UTC,+3.05312758734,+3.48907429462,+5.20281092756,+2.60175761035,+0,+0,+5.63603173761,+0,+2.16823446714,+0,+6.06977838721,+3.03513149053,+0,+3.90259466844,+0,+0,+0,+0,+5.20268789713,+0
2010-08-16 09:55:00 UTC,+3.0578002558,+3.49441406787,+5.20211445254,+2.60140931145,+0,+0,+5.63527727767,+0,+2.16794420033,+0,+6.06896585901,+3.03472518875,+0,+3.90207222591,+0,+0,+3.90205316918,+0,+5.19437656777,+0
2010-08-16 09:55:30 UTC,+3.0601456684,+3.49709432903,+5.19381360421,+2.59725815505,+0,+0,+5.62628534396,+0,+2.16448469189,+6.05931533252,+6.05928184582,+3.02988273285,+0,+3.89584556067,+0,+0,+3.89582655075,+0,+5.18950391195,+0
2010-08-16 09:56:00 UTC,+3.05668970188,+3.493144963,+5.18808008261,+2.59439088828,+0,+0,+5.62007447921,+2.16200466547,+2.16209515683,+6.05262637864,+6.0525929513,+3.02653797526,+0,+3.8915447084,+0,+0,+3.89152573085,+0,+0,+0
2010-08-16 09:56:30 UTC,+3.05507841113,+3.49130363241,+5.1816876637,+2.59119411446,+0,+0,+5.61314986087,+2.15934068024,+2.1594310157,+6.04516872896,+6.04513536786,+0,+0,+3.88674960104,+0,+0,+3.8867306596,+0,+0,+0
2010-08-16 09:57:00 UTC,+0,+0,+5.17259762851,+2.58664829398,+0,+4.31078269501,+5.60330303683,+2.15555248655,+0,+6.03456393292,+6.03453066612,+0,+0,+3.87993094617,+0,+0,+3.87991205614,+0,+0,+2.16596030717
2010-08-16 09:57:30 UTC,+0,+0,+5.17066913964,+2.58568387909,+4.30895020991,+4.30917548477,+5.60121399211,+2.15474880537,+0,+6.03231408122,+6.03228083445,+0,+0,+3.87848433992,+0,+0,+3.87846546082,+0,+0,+2.16647586718
2010-08-16 09:58:00 UTC,+0,+0,+5.17068126962,+0,+4.30896031843,+4.30918559397,+5.60122713194,+2.15475386046,+0,+6.03232823253,+6.03229498563,+0,+0,+3.87849343896,+0,+0,+3.87847455978,+0,+0,+2.16904534004
2010-08-16 09:58:30 UTC,+0,+0,+0,+0,+4.31480147034,+4.31502712407,+5.60881992725,+2.15767490184,+0,+6.04050549313,+6.04047217348,+0,+0,+3.88375124117,+0,+4.74651662245,+3.88373232234,+6.06324673801,+0,+2.16576775191
2010-08-16 09:59:00 UTC,+0,+0,+0,+0,+4.31827359229,+4.3184994708,+5.61333326842,+2.15941123943,+0,+6.04536625458,+6.04533289172,+0,+6.04497180011,+3.88687660583,+0,+4.75033619709,+3.88685766344,+6.05609010343,+0,+2.16321133847
2010-08-16 09:59:30 UTC,+0,+0,+0,+0,+4.31868497962,+4.31891088474,+5.61386802256,+2.15961696584,+0,+6.04594217208,+6.0459088041,+0,+6.04554767222,+3.88724690827,+6.0454879033,+4.75078875162,+3.88722796308,+6.06178252132,+0,+2.16524472073
2010-08-16 10:00:00 UTC,+0,+0,+0,+0,+4.32601944585,+4.32624582562,+5.62340194732,+2.16328478304,+0,+6.05620998283,+6.05617652368,+0,+6.05581467288,+0,+6.0557546792,+4.75885717226,+3.89382989336,+6.06370910146,+0,+0
2010-08-16 10:00:30 UTC,+0,+3.46138521799,+0,+0,+4.32532157792,+4.32554791255,+0,+2.16293579352,+2.16302633936,+6.05523300977,+6.05519955929,+3.02784140022,+6.05483777688,+0,+6.05477780456,+4.75808946924,+3.89320172561,+6.07039034904,+0,+0
2010-08-16 10:01:00 UTC,+3.030064692,+3.46271877206,+0,+0,+4.32373334626,+4.32395957808,+0,+2.16214155119,+2.16223205056,+6.05300958117,+0,+3.0267295926,+6.05261452373,+0,+6.05255460005,+4.75634230444,+0,+6.06738480504,+5.20012062275,+0
2010-08-16 10:01:30 UTC,+3.02610378957,+3.4581923828,+0,+2.60083492538,+4.33419799926,+4.33442490806,+0,+0,+2.167465516,+6.06765060098,+0,+3.03405514917,+6.06726325205,+0,+6.06720300837,+4.7678541469,+0,+6.06952253747,+5.20195272962,+0
2010-08-16 10:02:00 UTC,+3.02522514586,+3.45718829765,+0,+2.60521904561,+4.34150372337,+4.34173110461,+0,+0,+2.17111917272,+6.07787814508,+0,+3.03916936523,+6.07749001923,+0,+6.07742955278,+4.77589094872,+0,+6.0702668496,+5.20259062957,+0
2010-08-16 10:02:30 UTC,+3.02648314517,+3.45862589791,+0,+2.61205495972,+4.35289513284,+4.35312325032,+0,+0,+2.17681611555,+6.09382538647,+0,+3.04714367813,+6.09343604968,+0,+6.09337523691,+4.78842228646,+0,+6.06325970217,+5.19658527428,+2.16577238284
2010-08-16 10:03:00 UTC,+3.02859469102,+3.46103890319,+0,+2.6150457845,+4.3578790621,+4.35810750161,+0,+0,+2.17930862161,+0,+0,+3.05063257144,+6.10041270074,+0,+6.10035173683,+4.79390495296,+0,+6.06163861457,+5.19519594907,+2.16519331596
2010-08-16 10:03:30 UTC,+3.03020652125,+3.46288084986,+0,+2.61793110953,+4.36268718615,+0,+0,+0,+2.18171320579,+0,+0,+3.0539983961,+6.1071432546,+0,+6.1070821451,+4.7991942215,+0,+6.05285152389,+5.18766512478,+2.16205448899
2010-08-16 10:04:00 UTC,+3.03590229274,+3.46938979082,+0,+2.61170231533,+0,+0,+0,+0,+2.17652222732,+0,+0,+3.04673230708,+6.0926134413,+0,+6.09255264636,+4.78777583209,+0,+6.05523746782,+5.18970995671,+2.16290676944
2010-08-16 10:04:30 UTC,+3.03570080797,+3.46915954063,+5.22086142258,+2.61078853307,+0,+0,+0,+2.17566740421,+2.17576069562,+0,+0,+3.04566635075,+6.09048187563,+3.91614090156,+6.09042112692,+4.78609508907,+0,+6.05965277856,+5.19349402254,+2.1644839577
2010-08-16 10:05:00 UTC,+3.03729547252,+3.47097761955,+5.21943752243,+2.61007645538,+0,+0,+0,+2.17507400559,+2.17516726133,+0,+0,+3.04483568928,+6.08881120455,+3.91507279694,+6.08876011044,+4.78478973835,+3.91505364266,+6.0504607464,+5.18561615021,+2.16120048205
2010-08-16 10:05:30 UTC,+3.03028425507,+3.4629654495,+5.22414651088,+0,+0,+0,+0,+2.17703643753,+0,+0,+0,+3.04758277461,+6.094304464,+3.91860513181,+6.09425326782,+4.78910667122,+3.91858595106,+0,+5.19474397668,+0
2010-08-16 10:06:00 UTC,+0,+0,+5.22086785701,+0,+0,+0,+5.65560084128,+2.17567008568,+0,+0,+6.09085365983,+3.0456656088,+6.09047975802,+3.91614572816,+6.0904286329,+4.78610098776,+3.91612656584,+0,+0,+0
2010-08-16 10:06:30 UTC,+0,+0,+5.22092799524,+0,+0,+0,+5.65566598647,+2.17569514782,+0,+0,+6.09092381905,+0,+0,+3.91619083946,+6.09049878564,+0,+3.9161716768,+0,+0,+0
2010-08-16 10:07:00 UTC,+0,+0,+5.20869972345,+0,+0,+0,+5.64241961128,+2.17059911652,+0,+0,+6.07665791436,+0,+0,+3.90701809358,+6.07623418937,+0,+3.90699899972,+0,+0,+0
2010-08-16 10:07:30 UTC,+0,+0,+5.19649749187,+0,+0,+0,+5.62920144454,+2.16551393657,+0,+0,+6.06242238902,+0,+0,+3.89786487956,+6.0619999709,+0,+3.89784585446,+0,+0,+0
2010-08-16 10:08:00 UTC,+0,+0,+5.18965033384,+0,+0,+4.32569715182,+5.62178420475,+2.16266043942,+0,+0,+6.05443426879,+0,+0,+3.89272589899,+6.05401258439,+0,+3.89270965972,+0,+0,+2.16402683562
2010-08-16 10:08:30 UTC,+0,+0,+5.17785163892,+0,+4.3149424412,+4.31516810406,+5.6090031724,+2.15774342916,+0,+0,+6.04066952242,+0,+0,+3.8838753987,+0,+0,+3.88385921363,+0,+0,+2.16609144609
2010-08-16 10:09:00 UTC,+0,+0,+5.17137723595,+2.58604199786,+4.30954698095,+4.30977229446,+5.60198972271,+2.15504527405,+2.15513614983,+0,+6.0331162705,+0,+0,+3.87901878423,+0,+0,+3.87900262894,+0,+0,+2.16766709048
2010-08-16 10:09:30 UTC,+0,+3.4723993217,+5.18065850378,+2.59068346613,+4.31728154917,+4.31750736346,+5.61204373161,+2.15891316735,+2.15900427255,+6.0439686588,+6.04393521971,+0,+0,+3.88598089935,+0,+0,+3.88596470139,+0,+0,+2.16591471059
2010-08-16 10:10:00 UTC,+3.03441957551,+3.46769441443,+5.17574983571,+2.58822869091,+4.31319089814,+4.31341644762,+5.60672637696,+0,+2.15695850359,+6.03824201059,+6.03820862259,+3.01934515863,+0,+3.88229878268,+0,+0,+3.88228260728,+0,+0,+2.16708818834
2010-08-16 10:10:30 UTC,+3.03698512267,+3.47062623603,+5.17815502152,+2.58943149999,+4.31519526586,+4.31542094509,+5.60933181408,+0,+2.15796090473,+6.04104799642,+6.04101458338,+3.02074826922,+0,+3.88410297369,+0,+0,+3.88408678724,+6.058292803,+0,+2.16399917597
2010-08-16 10:11:00 UTC,+3.0382299607,+3.4720487954,+5.18060661747,+2.59065751829,+4.31723830957,+4.31746412105,+5.61198752536,+0,+2.15898264804,+6.04390812616,+6.04387468762,+3.02217845406,+0,+3.88594197808,+0,+4.74919176808,+3.88592578036,+6.05811729599,+5.19217432608,+0
2010-08-16 10:11:30 UTC,+3.03355989361,+3.46671199867,+0,+2.59483376592,+4.32419763219,+4.32442389407,+5.62103380847,+0,+2.16246306348,+6.05365073012,+6.05361720476,+3.0270501647,+0,+3.89220627098,+0,+4.75684748695,+3.89218702372,+6.06119923421,+5.19481564433,+0
2010-08-16 10:12:00 UTC,+3.03246672771,+3.46546276522,+0,+2.60071691091,+4.33400476528,+4.3342316616,+5.63378190343,+0,+2.16736769208,+6.06738008579,+6.06734643827,+3.03391541847,+0,+0,+0,+4.76763598688,+0,+6.06196572609,+5.19547255205,+0
2010-08-16 10:12:30 UTC,+3.02278883261,+3.45440319065,+0,+0,+4.34442792294,+4.3446554932,+5.64733075693,+0,+2.17258039882,+6.08197183657,+6.08193805949,+3.04121190601,+0,+0,+0,+4.77910215447,+0,+6.06370738708,+5.19696521046,+0
2010-08-16 10:13:00 UTC,+3.02414485393,+3.45595280637,+0,+0,+4.34702388139,+4.34725161946,+5.65070519132,+2.17378667351,+2.17387865883,+6.0856060116,+6.08557220229,+3.043029146,+6.08520769155,+0,+0,+4.7819578816,+0,+6.06248773865,+5.19591993326,+0
2010-08-16 10:13:30 UTC,+3.02850864389,+3.46093959941,+0,+0,+4.34860530913,+4.34883314941,+0,+2.1745775117,+2.17466954372,+6.08781990884,+6.0877860799,+3.0441361875,+6.08742141379,+0,+0,+4.78369755739,+0,+6.06105525667,+5.19469225102,+2.16498594989
2010-08-16 10:14:00 UTC,+3.03160262043,+3.46447529231,+0,+0,+4.347787846,+4.34801563346,+0,+2.1741687159,+2.17426072378,+6.08667551295,+6.08664169415,+3.04356394156,+6.08627710833,+0,+0,+4.78279829354,+0,+6.0611353631,+5.19476090477,+2.16501456464
2010-08-16 10:14:30 UTC,+3.03239996832,+3.46538647482,+0,+0,+4.35299697364,+4.35322509774,+0,+2.17677368916,+0,+6.093967957,+0,+3.04721046956,+6.09356897597,+0,+6.09351779345,+4.78852868066,+0,+6.05704703025,+5.19125707466,+2.16355417444
2010-08-16 10:15:00 UTC,+3.02987813346,+3.46250460628,+0,+0,+4.35268594815,+4.35291405215,+0,+2.17661815197,+0,+6.09353254129,+0,+3.04699274343,+6.09313359469,+0,+6.09308242025,+4.78818653192,+0,+6.06497562789,+5.19805213288,+2.16638634258
2010-08-16 10:15:30 UTC,+3.03567252673,+0,+0,+0,+0,+0,+0,+2.17748297388,+0,+6.09595355109,+0,+3.0482033499,+6.09555441317,+0,+6.09550319377,+4.79008895624,+0,+6.05965545431,+5.19349257624,+2.1644859276
2010-08-16 10:16:00 UTC,+0,+0,+0,+2.61412170114,+0,+0,+0,+2.17844677759,+0,+6.09865165356,+0,+3.04955251436,+6.09825230238,+0,+6.09820103291,+4.79220911943,+3.92112145788,+6.05784735335,+5.19194297677,+2.16384005724
2010-08-16 10:16:30 UTC,+0,+0,+5.22302684159,+2.61186936314,+0,+0,+0,+2.1765698246,+0,+6.09339725232,+0,+3.04692509322,+6.09299831648,+3.91776245639,+6.09294714455,+4.78808022205,+3.91774301378,+6.05451744721,+0,+0
2010-08-16 10:17:00 UTC,+0,+0,+5.21814063549,+2.60942582612,+0,+0,+0,+2.17453353872,+0,+6.08769680941,+0,+0,+6.08729832406,+3.91409719112,+6.08724725808,+4.78360082615,+3.91407777646,+6.05811912326,+0,+0
2010-08-16 10:17:30 UTC,+0,+0,+5.21203524754,+2.60637258961,+0,+0,+0,+2.17198916871,+2.17208104783,+6.08057402032,+0,+0,+6.08017609803,+3.90951738665,+6.08012516465,+4.77800375341,+3.90949800696,+6.05392905816,+0,+0
2010-08-16 10:18:00 UTC,+0,+0,+5.21492747215,+2.60781895895,+0,+0,+0,+2.17319447945,+2.17328642979,+0,+0,+0,+6.08355001589,+3.91168691684,+6.08349901967,+4.78065518061,+3.91166752058,+6.05249321108,+0,+0
2010-08-16 10:18:30 UTC,+0,+0,+5.2071282152,+2.60391863723,+0,+0,+5.64071726218,+2.16994420339,+2.17003596164,+0,+0,+0,+6.07445181101,+3.90583649849,+6.07440098434,+4.77350526486,+3.90581714693,+0,+0,+0
2010-08-16 10:19:00 UTC,+0,+3.46531494109,+5.19436893466,+2.59753786202,+0,+0,+5.62689566754,+0,+2.16471832148,+0,+0,+0,+6.05956750241,+3.89626544072,+6.0595169539,+4.76180828051,+3.89624616236,+0,+0,+2.16131095105
2010-08-16 10:19:30 UTC,+3.0289038583,+3.46139123718,+5.1828215777,+2.59176315548,+4.31907834257,+0,+5.61438689913,+0,+2.1599057694,+0,+6.04645872566,+0,+6.04609696068,+3.8876034759,+6.04603525245,+4.75122231812,+3.88758426393,+0,+0,+2.16374382675
2010-08-16 10:20:00 UTC,+3.02853765809,+3.46097275586,+5.18672474448,+0,+4.32233104773,+4.32255782594,+5.61860625268,+0,+2.16153247888,+0,+6.05101227527,+0,+6.05065019051,+3.89053134032,+6.05058837965,+4.75480052032,+3.89051210589,+0,+0,+2.16058785569
2010-08-16 10:20:30 UTC,+3.03274236599,+3.46577775544,+5.19803892004,+0,+4.331759719,+4.33198710997,+5.63086238738,+0,+2.16624784835,+0,+6.06421172662,+3.03234791717,+6.06384871524,+3.89901838931,+6.06378660749,+0,+3.89899908989,+0,+0,+2.15917274785
2010-08-16 10:21:00 UTC,+3.02902091221,+3.46152500249,+5.19537952501,+0,+4.32954351147,+4.32977075848,+5.62798158494,+0,+2.16513950172,+0,+6.06110919781,+3.03079650887,+0,+3.8970235101,+6.06068436609,+0,+3.89700422594,+0,+5.1888864464,+2.1625661007
2010-08-16 10:21:30 UTC,+3.03392555153,+3.46712986035,+5.18944394419,+0,+4.32459709358,+4.32482401914,+5.62155183865,+0,+2.16266575042,+0,+6.0541845739,+3.02733387565,+0,+3.89257108095,+6.05376038404,+0,+3.89255183089,+0,+5.18434292305,+2.16067236804
2010-08-16 10:22:00 UTC,+3.03095750535,+3.46373807637,+5.18903594083,+0,+4.32425708385,+4.32448398726,+5.62110986714,+2.16240439612,+2.16249570819,+0,+6.05370858518,+3.02709585914,+0,+3.89226502721,+6.05328443954,+0,+3.8922457795,+0,+5.18751259365,+0
2010-08-16 10:22:30 UTC,+3.0257494651,+3.45778650227,+5.18942251317,+0,+4.32457923403,+4.32480615841,+5.62152862343,+2.16256549703,+2.16265681866,+0,+6.05415957186,+3.02732137345,+0,+3.89255500496,+6.05373538435,+0,+3.89253575503,+0,+5.19628829544,+0
2010-08-16 10:23:00 UTC,+3.03091146682,+3.46368546506,+5.19602587125,+0,+4.33008214426,+4.33030942621,+5.62868174271,+2.16531739252,+2.16540887705,+0,+6.06186324447,+3.03117356711,+0,+3.89750835059,+6.061438343,+0,+0,+6.05364332931,+5.18833999568,+0
2010-08-16 10:23:30 UTC,+3.03137839927,+3.46421905985,+5.19386806997,+2.5972873851,+4.32828394,+4.32851110514,+5.62634429408,+2.16441814653,+0,+6.06083789152,+6.05934588973,+3.029914773,+0,+3.89588972946,+6.05892122148,+0,+0,+6.05780415342,+5.19190595307,+0
2010-08-16 10:24:00 UTC,+3.03024754132,+3.46292675322,+5.19656501288,+2.59863609657,+4.33053143809,+4.3307587493,+5.62926577034,+2.16554207547,+0,+6.06252582732,+6.06249222296,+3.03148808561,+0,+3.89791277446,+6.06206726308,+0,+0,+6.05363235301,+5.1883305887,+0
2010-08-16 10:24:30 UTC,+3.03095010978,+3.46372962496,+0,+2.60121650982,+4.3348314492,+4.33505903977,+5.63485526599,+2.16769242506,+0,+6.06854558256,+6.06851192469,+3.03449821573,+0,+0,+6.06808640713,+4.76855183183,+0,+6.05292995707,+5.18772861324,+2.16208351794
2010-08-16 10:25:00 UTC,+3.03217229154,+3.4651262934,+0,+2.60046251191,+4.33357498405,+4.33380249297,+5.63322201291,+2.16706409194,+0,+6.06678660743,+6.06675296519,+3.03361865436,+0,+0,+0,+4.76716963275,+0,+6.05864037938,+5.19262262503,+2.16412333347
2010-08-16 10:25:30 UTC,+0,+0,+0,+2.60027468896,+4.33326199511,+4.33348948371,+5.63281516503,+2.16690757244,+0,+6.06634844184,+6.0663148035,+3.0333995532,+0,+0,+0,+4.76682532315,+0,+6.06268936599,+5.19609273421,+2.16556966883
2010-08-16 10:26:00 UTC,+0,+0,+0,+2.5996270372,+4.33218274554,+4.33241016404,+5.63141227078,+2.16636786132,+0,+6.06483755778,+6.06480393287,+3.03264404781,+0,+0,+0,+4.76563807357,+0,+6.05136160141,+5.18638448312,+2.16152328679
2010-08-16 10:26:30 UTC,+0,+0,+0,+2.60078126115,+4.33410614905,+4.3343336925,+5.6339124633,+2.16732971695,+2.16742132058,+6.06753020626,+6.06749655741,+3.03399048499,+0,+0,+0,+4.76775395122,+0,+6.05113270026,+5.18618830759,+2.16144152121
2010-08-16 10:27:00 UTC,+0,+0,+0,+2.60009627365,+0,+4.33319215235,+0,+2.16675889265,+2.16685046251,+6.06593222292,+6.06589858827,+3.03319142631,+6.0655354584,+0,+0,+4.76649825922,+3.90008370832,+6.05090223594,+5.18599079246,+2.1613591972
2010-08-16 10:27:30 UTC,+0,+0,+0,+0,+0,+4.33367581414,+0,+2.16700074652,+2.16709233069,+6.06660927618,+6.06657563552,+3.03352998134,+6.06621245813,+0,+0,+4.76703028627,+3.90051903614,+6.05429795106,+0,+2.162572178
2010-08-16 10:28:00 UTC,+0,+0,+0,+0,+0,+0,+0,+2.16888840522,+2.16898010104,+6.07189364645,+6.07185995883,+0,+6.07149641051,+0,+0,+4.77118273359,+3.90391675024,+6.05431283952,+0,+0
2010-08-16 10:28:30 UTC,+0,+3.46018346149,+0,+0,+0,+0,+0,+2.16467528962,+2.16476673617,+6.06009932032,+6.06006573756,+0,+6.05970301716,+3.89635258083,+0,+4.76191477619,+3.89633330181,+6.06088933263,+0,+0
2010-08-16 10:29:00 UTC,+3.0260055107,+3.45807910261,+0,+0,+0,+0,+0,+0,+2.16444744458,+6.05920553847,+6.05917196365,+0,+6.05880930599,+3.89577789766,+0,+4.76121244423,+3.89575862304,+6.06370849264,+0,+0
2010-08-16 10:29:30 UTC,+3.02736970999,+3.45963806386,+5.19260608199,+0,+0,+0,+0,+0,+2.1639836235,+6.05790718056,+0,+0,+6.05751105085,+3.89494308036,+0,+4.76019219713,+3.89492381213,+6.06266667154,+0,+0
2010-08-16 10:30:00 UTC,+3.03059479167,+3.4633235793,+5.19884017909,+0,+0,+0,+0,+0,+2.16658178629,+6.06518012704,+0,+0,+6.06478342205,+3.89961943397,+6.0647212933,+4.76590726376,+3.89960012994,+6.05124748104,+0,+2.16148252195
2010-08-16 10:30:30 UTC,+3.02342277672,+3.45512764072,+5.20351069143,+0,+0,+0,+0,+0,+2.16852829921,+6.07062893308,+0,+0,+6.07023179712,+3.90312290298,+6.07016954611,+4.77018892446,+3.90310357215,+6.05640643699,+0,+2.16332534858
2010-08-16 10:31:00 UTC,+3.02450351947,+3.45636267737,+5.19384482151,+2.59727575881,+0,+0,+0,+0,+2.16449988868,+6.05935234351,+0,+0,+6.05895609945,+3.89587229021,+6.05889410165,+4.7613278033,+3.89585301486,+6.04773235367,+0,+2.160226886
2010-08-16 10:31:30 UTC,+3.02291235694,+3.45454435012,+5.18622876245,+2.59346705131,+4.32191772096,+0,+0,+2.16123452738,+2.16132577015,+6.05046714499,+0,+3.02545823859,+6.05007160386,+3.89015929162,+6.05000980603,+4.75434583209,+3.89014006005,+6.04139123364,+5.17783956466,+2.1579617792
2010-08-16 10:32:00 UTC,+3.0235159305,+3.45523409376,+5.18864275648,+2.59467426324,+4.32392942356,+0,+5.62068394833,+2.16224053973,+2.1623318421,+6.0532834068,+0,+3.02686648762,+6.05288764287,+3.89197008966,+6.05282578161,+4.75655884499,+3.89195084421,+0,+5.1751567077,+2.15684356885
2010-08-16 10:32:30 UTC,+3.03519963604,+3.46858584154,+5.17888863856,+2.58979633564,+4.31580082657,+4.3160271802,+5.61011775364,+2.15817559034,+0,+6.04190386336,+0,+3.02117623858,+6.04150899982,+3.88465327846,+6.04144739511,+4.74761682231,+3.88463408912,+0,+5.16728915389,+2.15356438494
2010-08-16 10:33:00 UTC,+3.03643491082,+3.46999747231,+5.17454452366,+2.58762389112,+4.3121806571,+4.31240677528,+5.60541197054,+2.15636521561,+0,+6.03683584542,+0,+3.01864201704,+6.03644138299,+3.88139464739,+6.03637989275,+4.74363438371,+3.88137548307,+0,+5.17606094642,+2.15722045406
2010-08-16 10:33:30 UTC,+3.03179232692,+3.46469208254,+5.1789595226,+2.58983178401,+4.31585989782,+4.31608625531,+5.61019453907,+2.15820513073,+0,+6.0419865595,+0,+3.02121759015,+6.04159168937,+3.88470645043,+6.04153008279,+4.74768180482,+3.88468726068,+0,+5.18750460631,+0
2010-08-16 10:34:00 UTC,+3.03202229682,+3.46495488445,+5.17795691747,+2.58933039212,+4.31502437653,+4.31525067968,+5.6091084623,+2.15778730316,+0,+0,+6.04078346934,+3.02063270149,+6.04042210276,+3.88395437084,+6.04036052258,+4.7467626732,+3.88393518686,+0,+5.19126736175,+0
2010-08-16 10:34:30 UTC,+3.03008892346,+3.46274549003,+5.17773020246,+2.58921701438,+4.3148354435,+4.31506173434,+5.60886287223,+2.15769282148,+0,+0,+6.04051897693,+3.02050044298,+6.04015762897,+3.88378430609,+6.04009605477,+4.74655483368,+0,+0,+5.19597854238,+0
2010-08-16 10:35:00 UTC,+3.03154551274,+3.46441003154,+5.18531902203,+2.59301210011,+4.32115958852,+4.32138629059,+5.61708349713,+2.16085540047,+0,+0,+6.04937231794,+3.02492752433,+6.04901034831,+3.8894768723,+6.0489485744,+4.75351183364,+0,+0,+5.18958947953,+0
2010-08-16 10:35:30 UTC,+3.02815496351,+3.46053542529,+5.19552274725,+0,+4.32966286575,+4.3298901205,+5.62813673115,+2.16510771976,+2.1651991919,+0,+6.06127628512,+3.03088006025,+6.06091347976,+3.89713094467,+6.06085143796,+4.76286603045,+0,+0,+5.18543554794,+2.16112777218
2010-08-16 10:36:00 UTC,+0,+0,+5.19833092307,+0,+4.33200305981,+4.33223046666,+5.63117870097,+2.16627800411,+2.16636954552,+0,+6.06455238593,+3.0325182627,+6.06418935054,+3.89923742827,+6.06412723513,+0,+0,+0,+5.18794247829,+2.16217265649
2010-08-16 10:36:30 UTC,+0,+0,+5.19942959971,+0,+4.33291864226,+4.33314610855,+5.63236884776,+2.16673586854,+2.16682743703,+0,+6.06583413458,+3.03315919644,+0,+3.90006157322,+6.0654088651,+0,+0,+6.04940209311,+5.18470512285,+2.16082333233
2010-08-16 10:37:00 UTC,+0,+0,+5.19172003795,+0,+4.32649387693,+4.32672092574,+5.62401742812,+2.16352297173,+2.16361435006,+0,+6.05683993213,+3.02866167793,+0,+3.89427843638,+6.05641549615,+0,+0,+6.05755201895,+5.19168986588,+2.16373456107
2010-08-16 10:37:30 UTC,+0,+0,+5.19825099536,+0,+4.33193645202,+4.33216385448,+5.63109211898,+2.16624469482,+2.16633623424,+0,+6.06445913995,+3.03247163532,+0,+0,+6.06403399789,+0,+0,+6.04658590047,+5.18229155724,+2.15981736229
2010-08-16 10:38:00 UTC,+0,+0,+0,+0,+4.32578280376,+4.32600980632,+5.62309311889,+2.16316737819,+2.16325873545,+0,+6.05584448165,+3.02816390647,+0,+0,+6.055420138,+0,+0,+6.04897378258,+5.18433804724,+2.16067033587
