# file...... Output/hvac/house_hvac_file_021.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_4B_tm_2_B_4_Meter_47_401:hvac_load,house_2_5B_tm_2_B_5_Meter_47_402:hvac_load,house_2_6B_tm_2_B_6_Meter_47_403:hvac_load,house_2_7B_tm_2_B_7_Meter_47_404:hvac_load,house_2_8B_tm_2_B_8_Meter_47_405:hvac_load,house_2_9B_tm_2_B_9_Meter_47_406:hvac_load,house_2_10B_tm_2_B_10_Meter_47_407:hvac_load,house_2_11B_tm_2_B_11_Meter_47_408:hvac_load,house_2_12B_tm_2_B_12_Meter_47_409:hvac_load,house_2_13B_tm_2_B_13_Meter_47_410:hvac_load,house_2_14B_tm_2_B_14_Meter_47_411:hvac_load,house_2_15B_tm_2_B_15_Meter_47_412:hvac_load,house_2_1C_tm_2_C_1_Meter_47_413:hvac_load,house_2_2C_tm_2_C_2_Meter_47_414:hvac_load,house_2_3C_tm_2_C_3_Meter_47_415:hvac_load,house_2_4C_tm_2_C_4_Meter_47_416:hvac_load,house_2_5C_tm_2_C_5_Meter_47_417:hvac_load,house_2_6C_tm_2_C_6_Meter_47_418:hvac_load,house_2_7C_tm_2_C_7_Meter_47_419:hvac_load,house_2_8C_tm_2_C_8_Meter_47_420:hvac_load
2010-08-16 08:46:00 UTC,+2.15690052509,+0,+0,+3.45071298237,+0,+3.45108312157,+3.88224374879,+3.01968124742,+2.15698173493,+4.31334537641,+0,+0,+0,+0,+3.43808345083,+6.01587550252,+0,+0,+1.71915866932,+0
2010-08-16 08:46:30 UTC,+2.15401519453,+0,+0,+3.44609702144,+0,+3.44646650031,+3.87705044599,+3.01564172292,+2.15409624411,+4.30757545341,+0,+2.15408328101,+0,+0,+3.44103047994,+6.02103200204,+0,+0,+1.72063231142,+0
2010-08-16 08:47:00 UTC,+2.1543031805,+0,+0,+3.44655774228,+0,+0,+3.87756879157,+0,+2.15438424609,+4.30815135165,+0,+2.15437128043,+0,+3.44272595073,+3.44258175895,+6.0237463185,+0,+0,+0,+0
2010-08-16 08:47:30 UTC,+0,+0,+0,+3.4454605219,+0,+0,+3.87633433617,+0,+2.15369836081,+4.30677983285,+2.15373156124,+2.15368540126,+0,+3.44072467888,+3.44058059184,+6.02024482022,+4.30058926122,+0,+0,+0
2010-08-16 08:48:00 UTC,+0,+0,+0,+3.45010574389,+0,+0,+0,+0,+0,+0,+2.15663539731,+2.15658915776,+0,+3.43805180819,+3.43790786105,+6.01556826826,+4.29724847531,+0,+0,+0
2010-08-16 08:48:30 UTC,+0,+0,+0,+3.45115122985,+0,+0,+0,+0,+0,+0,+2.15728895482,+2.15724269736,+0,+3.44292531303,+3.44278111081,+0,+4.30333980491,+0,+0,+0
2010-08-16 08:49:00 UTC,+0,+0,+0,+3.45210698711,+0,+0,+0,+0,+0,+0,+2.15788642079,+2.15784014697,+3.01129137923,+3.44157959937,+3.44143546758,+0,+4.30165781511,+0,+0,+0
2010-08-16 08:49:30 UTC,+0,+4.31118843806,+0,+3.44895321739,+0,+0,+0,+0,+0,+0,+2.15591492628,+2.15586870647,+3.01343510692,+3.44402967195,+0,+0,+4.30472012864,+0,+0,+0
2010-08-16 08:50:00 UTC,+0,+4.30822868217,+0,+0,+0,+0,+0,+0,+0,+0,+2.15443476294,+2.15438858369,+3.01503864032,+3.4458623549,+0,+0,+4.30701077502,+0,+0,+0
2010-08-16 08:50:30 UTC,+0,+4.31026102561,+0,+0,+0,+0,+0,+0,+0,+0,+2.15545113065,+0,+3.01317198691,+3.44372895134,+0,+0,+4.30434426189,+0,+1.72190953552,+0
2010-08-16 08:51:00 UTC,+0,+4.30593902509,+5.16716914196,+0,+0,+0,+0,+0,+0,+0,+2.15328971358,+0,+3.01380501517,+3.44445244116,+0,+0,+4.30524854233,+0,+1.7222712928,+3.01394338241
2010-08-16 08:51:30 UTC,+0,+4.31171374317,+5.1740988867,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.00942499615,+3.43944650471,+0,+0,+4.29899168814,+0,+1.71976823895,+3.00956308392
2010-08-16 08:52:00 UTC,+0,+4.31001169432,+5.17205640361,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01074983268,+0,+0,+0,+0,+0,+1.72052534461,+3.010888005
2010-08-16 08:52:30 UTC,+0,+4.30728647668,+5.16878610325,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01449264682,+0,+0,+0,+0,+0,+1.72266425434,+3.01463105793
2010-08-16 08:53:00 UTC,+2.15394601461,+4.30747983444,+5.16901813535,+0,+4.30754692157,+0,+0,+0,+2.15402706034,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.72331754926,+3.0157743121
2010-08-16 08:53:30 UTC,+2.15402880452,+4.3076453946,+5.16921680992,+0,+4.30771248525,+3.44648827673,+0,+3.0156607772,+2.15410985485,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01754174473
2010-08-16 08:54:00 UTC,+2.15583931687,+4.31126598925,+5.17356157556,+0,+4.31133315683,+3.44938515445,+0,+3.01819553323,+2.15592046778,+0,+0,+0,+0,+0,+0,+0,+0,+5.16723376711,+0,+3.01490272264
2010-08-16 08:54:30 UTC,+2.15420237895,+4.30799250224,+5.16963334407,+0,+4.30805960026,+3.44676600137,+0,+3.01590378512,+2.15428343892,+0,+0,+0,+0,+0,+0,+0,+0,+5.16887608513,+0,+0
2010-08-16 08:55:00 UTC,+2.15275452967,+0,+5.16615887691,+0,+4.30516418413,+3.44444939614,+3.87478137696,+3.01387676512,+2.15283550918,+0,+0,+0,+0,+0,+0,+0,+0,+5.171586322,+0,+0
2010-08-16 08:55:30 UTC,+2.1524291532,+0,+5.16537805678,+0,+4.30451349466,+3.44392878337,+3.87419573227,+3.0134212311,+2.15251011462,+4.30440377659,+0,+0,+0,+0,+0,+6.02777963547,+0,+5.16645754966,+0,+0
2010-08-16 08:56:00 UTC,+2.15231988701,+0,+5.16511584593,+0,+4.30429498359,+3.44375395395,+3.8739990642,+3.01326825608,+0,+4.30418527217,+0,+2.15238789434,+0,+0,+3.44018928717,+6.01956014348,+0,+5.15941276182,+0,+0
2010-08-16 08:56:30 UTC,+0,+0,+5.16611413781,+0,+4.3051269012,+3.44441956629,+3.87474782093,+3.01385066412,+0,+4.30501716448,+0,+2.15280391314,+0,+0,+3.44002560014,+6.01927373564,+0,+5.15916728649,+0,+0
2010-08-16 08:57:00 UTC,+0,+0,+5.16909632005,+3.44603846948,+4.30761207609,+3.44640793994,+3.87698457062,+3.01559048284,+0,+4.30750226382,+2.15409284968,+2.1540466798,+0,+0,+3.4365259556,+6.01315030964,+0,+5.15391900187,+1.71837985427,+0
2010-08-16 08:57:30 UTC,+0,+0,+5.1689061163,+3.44591166904,+4.3074535715,+3.44628112138,+3.87684191062,+0,+0,+4.30734376404,+2.15401358381,+2.15396741609,+0,+0,+3.43470666067,+6.00996703837,+0,+5.15119067416,+1.71747012803,+0
2010-08-16 08:58:00 UTC,+0,+0,+5.16854951014,+3.44567393547,+0,+0,+3.87657444248,+0,+0,+4.30704659852,+2.15386497102,+2.15381880738,+0,+0,+3.43487657261,+6.01026433798,+0,+5.15144548459,+1.71755509137,+0
2010-08-16 08:58:30 UTC,+0,+0,+0,+3.44542334712,+0,+0,+3.87629251175,+0,+0,+4.3067333646,+2.15370832242,+2.15366216308,+0,+0,+3.43317350847,+6.00728443912,+0,+5.14889146403,+1.71670348554,+0
2010-08-16 08:59:00 UTC,+0,+0,+0,+3.44614240164,+0,+0,+3.87710150213,+0,+0,+4.30763217838,+2.15415782012,+2.15411164846,+0,+3.4340158202,+3.43387208437,+6.00850675693,+0,+5.1499390918,+1.71705280374,+0
2010-08-16 08:59:30 UTC,+0,+0,+0,+3.44965917079,+0,+0,+3.88105813163,+0,+0,+0,+2.15635623412,+2.15631000222,+3.00337009873,+3.43252634467,+3.43238268684,+6.00590071644,+0,+5.1477054989,+1.71630804048,+0
2010-08-16 09:00:00 UTC,+0,+0,+0,+3.45144538548,+0,+0,+0,+0,+0,+0,+2.15747283831,+0,+3.00111689059,+3.42995114642,+0,+6.00139505615,+0,+5.14384377439,+1.71502039725,+0
2010-08-16 09:00:30 UTC,+0,+0,+0,+3.45042794106,+0,+0,+0,+0,+2.1568035523,+0,+0,+0,+3.00411355338,+3.43337604119,+0,+6.00738737633,+0,+5.14897968975,+0,+3.00425130194
2010-08-16 09:01:00 UTC,+2.15588643887,+0,+0,+3.44909064401,+0,+0,+0,+0,+2.1559675924,+0,+0,+0,+3.00543853401,+3.43489036544,+0,+6.01003689305,+4.2932970297,+5.15125054543,+0,+3.00557636721
2010-08-16 09:01:30 UTC,+2.15572349782,+0,+0,+3.4488299704,+0,+0,+0,+0,+2.15580464231,+0,+0,+0,+3.00800981041,+3.4378290848,+0,+0,+4.29697009628,+0,+0,+3.00814780783
2010-08-16 09:02:00 UTC,+2.15507534584,+0,+0,+0,+0,+0,+0,+0,+2.15515645431,+0,+0,+0,+3.00719602886,+3.43689901148,+0,+0,+4.2958076099,+0,+0,+3.00733397431
2010-08-16 09:02:30 UTC,+2.15524796822,+4.31007215987,+0,+0,+0,+0,+0,+0,+2.15532908629,+0,+0,+0,+3.01097934846,+3.44122297849,+0,+0,+4.30121207935,+0,+0,+3.01111753543
2010-08-16 09:03:00 UTC,+2.15376123208,+4.30709905638,+0,+0,+0,+0,+0,+0,+2.15384226755,+0,+0,+0,+3.01280066992,+3.44330457208,+0,+0,+4.30381383581,+0,+0,+3.0129389731
2010-08-16 09:03:30 UTC,+2.15353730943,+4.30665126668,+0,+0,+0,+0,+0,+3.01497267356,+2.15361833244,+0,+0,+0,+3.01350124902,+3.44410526596,+0,+0,+4.30481461257,+0,+1.72224129837,+0
2010-08-16 09:04:00 UTC,+2.15460149454,+4.30877937287,+0,+0,+0,+3.44740459911,+0,+3.01646255549,+0,+0,+0,+0,+0,+3.44200759258,+0,+0,+4.3022003007,+0,+1.72105184408,+0
2010-08-16 09:04:30 UTC,+0,+4.31045044541,+0,+0,+0,+3.4487416497,+0,+3.01763246923,+0,+0,+0,+0,+0,+0,+0,+0,+4.30468301351,+0,+1.72204505306,+0
2010-08-16 09:05:00 UTC,+0,+4.30574709821,+0,+0,+4.30581566375,+3.4449784299,+0,+3.01433966747,+0,+0,+0,+0,+0,+0,+0,+0,+4.30475726259,+0,+1.7220747564,+0
2010-08-16 09:05:30 UTC,+0,+4.30353382032,+0,+0,+4.30360233724,+3.44320755241,+0,+3.01279015699,+0,+0,+0,+2.15204357286,+0,+0,+0,+0,+4.30307609896,+0,+1.72140220708,+0
2010-08-16 09:06:00 UTC,+0,+4.30381650392,+0,+0,+4.30388502705,+3.4434337319,+3.87422810245,+3.01298806311,+0,+0,+2.15223154254,+2.15218493844,+0,+0,+3.44259715306,+0,+0,+0,+1.72141571577,+0
2010-08-16 09:06:30 UTC,+0,+4.30294281957,+0,+0,+4.30301132351,+3.44273468367,+3.87285247264,+3.0123763988,+0,+4.30291137285,+2.15179461472,+2.1517480228,+0,+0,+3.44255786279,+0,+0,+0,+1.72139606894,+0
2010-08-16 09:07:00 UTC,+0,+4.30367519549,+0,+0,+4.30374371552,+3.44332066886,+3.87351165565,+3.01288913342,+0,+4.30364374592,+2.15216087447,+2.15211427234,+0,+0,+3.44400858112,+0,+0,+0,+0,+0
2010-08-16 09:07:30 UTC,+0,+4.30848215694,+5.17022198782,+0,+4.30855078255,+3.44716679211,+3.87783821417,+0,+0,+4.30845068867,+2.15456482625,+2.15451815714,+0,+0,+3.44463747332,+0,+0,+0,+0,+0
2010-08-16 09:08:00 UTC,+0,+0,+5.17034627858,+0,+4.30865435917,+3.44724966353,+3.87793143741,+0,+0,+4.30855426261,+2.15461662357,+2.15456995302,+0,+0,+3.44147453284,+6.02179446011,+0,+0,+0,+0
2010-08-16 09:08:30 UTC,+0,+0,+5.16762882697,+3.4450684589,+4.3063897945,+0,+3.87589323584,+0,+2.15345327766,+4.30628975649,+2.15348414421,+2.15343750521,+0,+0,+3.44029599829,+6.01974459123,+0,+0,+0,+0
2010-08-16 09:09:00 UTC,+0,+0,+5.16920954714,+3.44612226031,+4.30770707391,+0,+3.87707884163,+0,+2.15411202123,+4.30759656582,+2.15414289854,+2.15409624119,+0,+0,+3.43550086538,+6.01135441933,+0,+0,+0,+3.00624251609
2010-08-16 09:09:30 UTC,+2.15357610491,+0,+5.16811799096,+3.44539456451,+4.30679743506,+0,+3.87626012916,+0,+2.15365713009,+4.30668695492,+2.15368799997,+0,+3.00520944688,+0,+3.43448477488,+6.00957653873,+0,+5.15084718176,+0,+3.00535336553
2010-08-16 09:10:00 UTC,+2.15357585814,+0,+5.16811739881,+3.44539416974,+4.3067969416,+0,+3.87625968501,+0,+2.1536568833,+4.30668646148,+0,+0,+3.00442654935,+0,+0,+6.00801100736,+0,+5.1495053961,+1.71691265971,+3.00457041478
2010-08-16 09:10:30 UTC,+2.15295934811,+0,+5.16663793992,+3.44440787509,+0,+0,+3.8751500294,+0,+2.153040339,+4.30545360516,+0,+0,+3.00489536782,+0,+0,+6.00894848642,+0,+5.15030889067,+1.71718057616,+3.00503926512
2010-08-16 09:11:00 UTC,+2.15081218099,+0,+5.16148531426,+3.44097283061,+0,+0,+3.87128534611,+0,+2.15089305248,+4.30115984131,+0,+0,+3.0050578382,+3.43445622992,+0,+6.00927337236,+0,+5.15058734392,+1.71727342338,+3.00520174655
2010-08-16 09:11:30 UTC,+2.15352017237,+0,+5.16798376786,+3.44530508346,+0,+0,+0,+0,+0,+0,+0,+0,+3.00123321795,+3.43008505764,+0,+6.00162542089,+0,+5.14403243786,+1.71508776134,+3.00137686614
2010-08-16 09:12:00 UTC,+2.15147275124,+0,+5.16307050582,+3.44202961289,+0,+0,+0,+0,+0,+0,+0,+0,+3.00274950046,+3.43181802241,+0,+6.00465747487,+0,+5.14663115053,+1.71595427381,+3.00289325181
2010-08-16 09:12:30 UTC,+2.15205835896,+0,+5.1644758074,+3.44295650993,+0,+0,+0,+0,+0,+0,+0,+0,+3.00343967803,+3.43260682885,+0,+6.00603759734,+0,+5.14781402586,+1.71634869073,+0
2010-08-16 09:13:00 UTC,+0,+0,+5.16413388819,+3.44272856773,+0,+0,+0,+3.01303925491,+0,+0,+0,+0,+3.00713920707,+3.43683503387,+0,+6.01343540874,+0,+5.15415454221,+1.71846286664,+0
2010-08-16 09:13:30 UTC,+0,+0,+5.16982794024,+3.44652453693,+0,+0,+0,+3.01602010214,+0,+0,+0,+0,+3.00399235519,+3.43323848555,+0,+6.00714276545,+4.29123059092,+5.14876124334,+0,+0
2010-08-16 09:14:00 UTC,+0,+0,+5.17240344298,+0,+0,+3.44862128702,+0,+3.01752266494,+0,+0,+0,+0,+3.00329590643,+3.43244251175,+0,+6.00575010265,+4.29023571462,+5.14756761992,+0,+0
2010-08-16 09:14:30 UTC,+0,+0,+5.17347554949,+0,+0,+3.44933611879,+0,+3.01814813791,+0,+0,+0,+2.15587401889,+0,+3.43428203087,+0,+0,+4.29253490334,+5.15032611913,+0,+0
2010-08-16 09:15:00 UTC,+0,+4.30984070283,+5.17185226309,+0,+0,+3.44825378539,+0,+3.0172011035,+0,+0,+2.1552442323,+2.15519754426,+0,+3.43281437503,+0,+0,+4.29070050122,+5.14812525724,+0,+0
2010-08-16 09:15:30 UTC,+0,+4.31198528637,+0,+0,+0,+3.44996969933,+0,+3.01870251661,+0,+0,+2.15631673414,+2.15627001623,+0,+3.4312805906,+3.43113603872,+0,+4.28878344593,+5.14582523058,+0,+0
2010-08-16 09:16:00 UTC,+0,+4.31045873959,+0,+0,+0,+3.44874277761,+0,+3.0176337882,+2.15551991931,+0,+2.15555331122,+2.15550661457,+0,+3.43185740245,+3.43171282004,+0,+4.28950439484,+5.14669020391,+0,+0
2010-08-16 09:16:30 UTC,+0,+4.31061204478,+0,+0,+4.31068071714,+3.44886543903,+0,+3.01774111646,+2.15559658549,+0,+2.15562997882,+2.15558328004,+0,+0,+3.4326888356,+0,+4.29072436736,+5.14815389117,+1.71646201507,+0
2010-08-16 09:17:00 UTC,+0,+4.30968028216,+0,+0,+4.30974893407,+3.44811992396,+0,+3.01708879372,+2.1551306216,+0,+2.15516400624,+2.15511732044,+0,+0,+3.43414372202,+0,+4.29254290542,+5.15033571983,+1.71718952206,+0
2010-08-16 09:17:30 UTC,+2.15342495654,+4.30643535032,+0,+0,+4.30650393098,+3.44552361284,+3.87599596337,+0,+2.15350786802,+4.30729087155,+2.15354122238,+2.15349458179,+0,+0,+3.43745583566,+0,+4.29668288822,+5.15530275017,+1.71884572402,+0
2010-08-16 09:18:00 UTC,+2.15322800982,+4.30604150407,+0,+0,+4.30611007609,+3.44520849149,+3.87564147775,+0,+2.15331091001,+4.30599961706,+2.15334426069,+2.15329762559,+0,+0,+3.43708354185,+0,+4.29621753888,+0,+1.71865956079,+3.0076233771
2010-08-16 09:18:30 UTC,+2.14855997966,+4.29670656394,+0,+0,+4.29677493082,+3.43773948692,+3.86723946199,+0,+2.14864261192,+4.29666475868,+2.14867587545,+2.14862937047,+0,+0,+3.44098950885,+0,+4.30109980985,+0,+1.72061271541,+3.01104136305
2010-08-16 09:19:00 UTC,+2.15024489412,+4.30007598849,+0,+0,+4.30014442943,+0,+3.87027214973,+0,+2.15032762314,+4.30003415373,+0,+0,+0,+0,+3.44295519722,+0,+0,+0,+1.72159564568,+3.01276147359
2010-08-16 09:19:30 UTC,+2.15201638853,+4.30361855221,+0,+0,+4.303687071,+0,+3.87345218069,+0,+0,+4.30357668643,+0,+0,+0,+0,+0,+0,+0,+0,+1.71927144437,+3.00869416251
2010-08-16 09:20:00 UTC,+2.15041307396,+4.30041230777,+0,+3.44033138284,+4.30048075611,+0,+3.87056637783,+0,+0,+4.30037047006,+0,+0,+3.008831573,+0,+0,+0,+0,+0,+0,+3.00897164208
2010-08-16 09:20:30 UTC,+2.15272675423,+4.30503911319,+0,+3.44403280915,+4.30510766318,+0,+3.87473076658,+0,+0,+4.30499723496,+0,+0,+3.00787376093,+0,+0,+6.01490426895,+0,+0,+0,+3.00801376757
2010-08-16 09:21:00 UTC,+2.15386398561,+0,+0,+3.44585215227,+4.30738190307,+0,+3.87677766721,+0,+0,+4.30727140497,+0,+0,+3.00724695585,+0,+0,+6.01365087,+0,+0,+0,+3.00738692161
2010-08-16 09:21:30 UTC,+0,+0,+0,+3.44255167004,+4.30325618962,+0,+3.87306437139,+0,+0,+4.30314581829,+0,+0,+3.00914624386,+0,+0,+6.01744880604,+0,+0,+0,+0
2010-08-16 09:22:00 UTC,+0,+0,+0,+3.4426060983,+4.30332422676,+0,+3.87312560736,+0,+0,+4.30321385335,+0,+0,+3.00798661124,+0,+0,+6.01512993149,+0,+0,+0,+0
2010-08-16 09:22:30 UTC,+0,+0,+0,+3.44096537313,+0,+0,+0,+3.01149604211,+0,+0,+0,+0,+3.00696341479,+3.43663412024,+0,+6.01308388343,+0,+0,+0,+0
2010-08-16 09:23:00 UTC,+0,+0,+0,+3.44292653434,+0,+0,+0,+3.01287140524,+0,+0,+0,+0,+3.00587809262,+3.43539370164,+0,+6.01091360478,+0,+0,+1.71774217551,+0
2010-08-16 09:23:30 UTC,+0,+0,+0,+3.44788234333,+0,+0,+0,+3.01720835047,+2.15521602278,+0,+0,+2.15520272083,+3.00103276886,+3.42985596366,+0,+6.00122459023,+0,+0,+1.71497321037,+0
2010-08-16 09:24:00 UTC,+0,+0,+5.17069216915,+3.4471006796,+0,+0,+0,+3.01652429817,+2.15472739399,+0,+2.15476077111,+2.15471409654,+3.00212067264,+3.43109933282,+0,+6.00340003118,+0,+0,+1.71559491654,+0
2010-08-16 09:24:30 UTC,+0,+0,+5.1719617041,+3.44794702165,+0,+3.44832124865,+0,+3.01726495202,+2.15525645412,+0,+2.15528984111,+2.1552431518,+3.00051521238,+3.42926444647,+0,+6.00018965177,+0,+0,+1.7146774415,+0
2010-08-16 09:25:00 UTC,+0,+0,+5.16755273999,+3.44500776292,+0,+3.44538156164,+0,+3.01469273748,+2.15341908279,+0,+2.15345243549,+2.15340579737,+0,+3.4290344359,+3.42889000297,+5.99978721755,+0,+0,+1.71456243221,+0
2010-08-16 09:25:30 UTC,+2.15452710535,+0,+5.17041066207,+0,+0,+3.44728708778,+0,+3.01636006534,+2.15461008003,+0,+2.15464345495,+2.15459678365,+0,+3.43019168716,+3.43004719294,+6.00181198353,+0,+5.14419233695,+1.71514107795,+0
2010-08-16 09:26:00 UTC,+2.15236196041,+0,+5.16521487312,+0,+0,+3.44382278346,+0,+3.01332881272,+2.15244481092,+0,+2.15247814543,+2.15243153446,+0,+3.42970578325,+3.42956131475,+6.00096182951,+4.28681511668,+5.14346368699,+1.71489811755,+0
2010-08-16 09:26:30 UTC,+2.15158570337,+0,+5.16335205659,+0,+0,+3.44258074621,+0,+3.01224203501,+2.15166850934,+0,+2.15170182936,+2.15165524003,+0,+3.42856402661,+3.42841961857,+5.99896417341,+4.28538805137,+5.14175153606,+1.7143272194,+3.00004185639
2010-08-16 09:27:00 UTC,+2.1515987203,+0,+5.16338329388,+0,+0,+3.44260157374,+0,+0,+0,+0,+2.15171484729,+2.15166825759,+0,+3.43013443723,+3.42998994604,+0,+4.2873508852,+5.14410648634,+0,+3.00141599951
2010-08-16 09:27:30 UTC,+2.15283765197,+4.30610463506,+5.16635641005,+0,+0,+3.44458390588,+0,+0,+0,+0,+2.15295387317,+2.15290724894,+0,+3.42862594113,+3.42848152983,+0,+4.28546543748,+5.14184438171,+0,+3.00009603293
2010-08-16 09:28:00 UTC,+2.15276645732,+4.30511850984,+5.16618556126,+0,+4.30518706158,+3.44446999206,+0,+0,+0,+0,+0,+0,+0,+3.42576169544,+3.42561743582,+0,+4.28188545772,+5.13754922763,+0,+2.99758975621
2010-08-16 09:28:30 UTC,+2.15287231916,+4.30533020815,+5.16643960238,+0,+4.30539876453,+3.44463937454,+3.87499276864,+0,+0,+4.30528832737,+0,+0,+0,+0,+3.42743286262,+0,+4.28415465389,+5.14027174214,+0,+2.99917837795
2010-08-16 09:29:00 UTC,+2.15270747308,+4.30500055551,+5.16604401431,+0,+4.30506910465,+3.44437561529,+3.87469606247,+0,+0,+4.30495867762,+0,+0,+0,+0,+3.43028354413,+0,+4.28771786868,+5.1445467823,+0,+3.00167291777
2010-08-16 09:29:30 UTC,+0,+4.30536503336,+5.16648139315,+0,+4.30543359051,+3.44466723865,+3.87502411333,+0,+0,+4.30532315228,+0,+0,+0,+0,+0,+0,+4.28972816125,+5.14695867228,+0,+3.00308028585
2010-08-16 09:30:00 UTC,+0,+4.30078541519,+5.16098578319,+0,+4.30085387173,+0,+3.87090219578,+0,+0,+4.30074357423,+0,+0,+0,+0,+0,+0,+4.29265226845,+5.15046693039,+1.71723327279,+0
2010-08-16 09:30:30 UTC,+0,+4.30400879893,+5.16485389166,+0,+4.30407732629,+0,+3.87380342499,+0,+0,+4.30396692973,+0,+0,+3.00738405441,+0,+0,+0,+4.29607562962,+5.15457417905,+1.71860278994,+0
2010-08-16 09:31:00 UTC,+0,+4.30519219594,+5.16627398568,+0,+4.30526074929,+0,+3.87486854979,+0,+2.15288618062,+4.30515031637,+0,+0,+3.00383555901,+0,+0,+0,+4.29100660775,+5.14849251488,+1.71657492548,+0
2010-08-16 09:31:30 UTC,+0,+4.30541173598,+5.166537437,+3.44433090594,+4.30548029416,+0,+3.87506614835,+0,+2.15299597011,+4.30536985449,+0,+0,+3.00356110989,+0,+0,+0,+0,+5.14802214445,+1.71641808559,+0
2010-08-16 09:32:00 UTC,+0,+4.30365703534,+5.16443177011,+3.44292715225,+4.30372555497,+0,+3.8734868177,+3.01287194599,+2.15211846418,+4.30361516922,+0,+0,+3.00386737031,+0,+0,+0,+0,+5.14854703537,+1.71659310473,+0
2010-08-16 09:32:30 UTC,+0,+4.29992899188,+0,+3.43994473201,+4.29999742959,+0,+3.87013136594,+3.01026195956,+2.15025411179,+4.29988715841,+2.15028740541,+2.1502408555,+3.00552544339,+0,+0,+0,+0,+5.15138875897,+1.71754064648,+0
2010-08-16 09:33:00 UTC,+0,+4.30288427713,+0,+3.44230894869,+4.30295277978,+0,+3.87279129124,+3.01233094146,+2.15173201654,+4.30284241778,+2.15176533775,+2.15171874665,+3.0066064438,+0,+0,+6.01237006174,+0,+5.15324145455,+1.71815840754,+0
2010-08-16 09:33:30 UTC,+2.15052326919,+4.30015402385,+0,+3.44012475671,+4.30022246651,+0,+3.87033390754,+3.01041950341,+2.15036664772,+0,+2.15039994344,+2.15035339039,+3.00610808228,+0,+0,+6.01137350659,+0,+5.15238732701,+0,+0
2010-08-16 09:34:00 UTC,+2.15216600917,+0,+0,+3.44313572906,+4.30398628297,+0,+0,+3.01305447648,+2.15224884844,+0,+2.15228217929,+2.15223557379,+3.00657615492,+3.43619151955,+0,+6.01230949418,+0,+5.15318954329,+0,+0
2010-08-16 09:34:30 UTC,+2.15224543904,+0,+0,+3.443262801,+0,+3.44363634537,+0,+3.01316568012,+0,+0,+2.1523616152,+2.15231500748,+3.00332220294,+3.43247256613,+3.43232795115,+6.00580268673,+0,+0,+0,+3.00346191266
2010-08-16 09:35:00 UTC,+2.15287935735,+0,+0,+3.44427694367,+0,+3.44465063587,+0,+3.01405318032,+0,+0,+2.15299558171,+2.15294895632,+3.00281079228,+3.43188807304,+3.43174348901,+6.00478003785,+0,+0,+0,+3.00295046862
2010-08-16 09:35:30 UTC,+2.15270788398,+0,+0,+3.44400262053,+0,+3.44437627276,+0,+3.01381311367,+0,+0,+2.15282409531,+2.1527774747,+0,+3.43217597568,+3.4320313764,+6.00528376208,+0,+0,+0,+3.00320238962
2010-08-16 09:36:00 UTC,+2.15233028702,+0,+0,+3.4433985408,+0,+3.44377210497,+0,+3.01328446924,+0,+0,+2.15244646963,+2.15239985955,+0,+3.43058447846,+3.43043996344,+6.00249922452,+0,+0,+0,+3.00180979528
2010-08-16 09:36:30 UTC,+2.15116950345,+0,+0,+3.44154151892,+0,+3.44191481241,+0,+0,+0,+0,+2.15128559779,+2.15123902006,+0,+3.42800405497,+3.42785967659,+5.99798442813,+0,+0,+1.71404722385,+2.99955186914
2010-08-16 09:37:00 UTC,+2.14952942956,+0,+0,+3.43891772839,+0,+3.43929063925,+0,+0,+0,+0,+0,+2.14959886712,+0,+3.42786975555,+3.42772538426,+5.99774945316,+0,+0,+1.71398007181,+2.99943435426
2010-08-16 09:37:30 UTC,+2.15190728063,+0,+0,+0,+0,+3.44309528059,+0,+0,+0,+0,+0,+0,+0,+3.43052754784,+3.43038303583,+6.0023996167,+0,+0,+1.71530901412,+3.00175997977
2010-08-16 09:38:00 UTC,+0,+0,+0,+0,+0,+3.44406177195,+0,+0,+0,+0,+0,+0,+0,+3.42996676488,+3.42982228257,+6.00141845189,+0,+0,+1.7150286129,+3.00126928259
2010-08-16 09:38:30 UTC,+0,+0,+0,+0,+0,+3.44422665607,+0,+0,+2.1526972405,+0,+0,+0,+0,+3.42765454076,+3.42751018089,+5.99737290619,+4.28425129801,+0,+1.71387246067,+0
2010-08-16 09:39:00 UTC,+0,+0,+0,+0,+0,+3.44348864856,+0,+0,+2.15223596899,+0,+0,+0,+0,+3.42850790911,+0,+5.99886598826,+4.28531791089,+0,+1.71429915968,+0
2010-08-16 09:39:30 UTC,+0,+0,+0,+0,+0,+3.44286188101,+3.87299324342,+0,+2.151844225,+4.30306679291,+0,+0,+0,+3.42993613058,+0,+6.001364853,+4.28710302452,+0,+1.71501329522,+0
