# file...... Output/hvac/house_hvac_file_021.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_4B_tm_2_B_4_Meter_47_401:hvac_load,house_2_5B_tm_2_B_5_Meter_47_402:hvac_load,house_2_6B_tm_2_B_6_Meter_47_403:hvac_load,house_2_7B_tm_2_B_7_Meter_47_404:hvac_load,house_2_8B_tm_2_B_8_Meter_47_405:hvac_load,house_2_9B_tm_2_B_9_Meter_47_406:hvac_load,house_2_10B_tm_2_B_10_Meter_47_407:hvac_load,house_2_11B_tm_2_B_11_Meter_47_408:hvac_load,house_2_12B_tm_2_B_12_Meter_47_409:hvac_load,house_2_13B_tm_2_B_13_Meter_47_410:hvac_load,house_2_14B_tm_2_B_14_Meter_47_411:hvac_load,house_2_15B_tm_2_B_15_Meter_47_412:hvac_load,house_2_1C_tm_2_C_1_Meter_47_413:hvac_load,house_2_2C_tm_2_C_2_Meter_47_414:hvac_load,house_2_3C_tm_2_C_3_Meter_47_415:hvac_load,house_2_4C_tm_2_C_4_Meter_47_416:hvac_load,house_2_5C_tm_2_C_5_Meter_47_417:hvac_load,house_2_6C_tm_2_C_6_Meter_47_418:hvac_load,house_2_7C_tm_2_C_7_Meter_47_419:hvac_load,house_2_8C_tm_2_C_8_Meter_47_420:hvac_load
2010-08-16 00:20:30 UTC,+0,+4.31134563155,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:00 UTC,+0,+4.31213752962,+0,+0,+0,+0,+0,+0,+2.15634381395,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:30 UTC,+0,+4.3138498703,+0,+0,+0,+0,+0,+0,+2.15720012356,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.72670919711,+0
2010-08-16 00:22:00 UTC,+0,+4.31569154036,+0,+0,+0,+0,+0,+0,+2.15812110836,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.72622047438,+0
2010-08-16 00:22:30 UTC,+0,+4.31271407471,+0,+0,+0,+0,+0,+0,+2.15663213338,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.72616060033,+0
2010-08-16 00:23:00 UTC,+0,+4.30878054063,+0,+0,+0,+0,+0,+0,+2.15466504637,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.72728411079,+0
2010-08-16 00:23:30 UTC,+0,+4.31151116902,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,+0,+4.30934345538,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:00 UTC,+0,+0,+0,+0,+0,+3.44771191401,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:30 UTC,+0,+0,+0,+0,+0,+3.44721959508,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:00 UTC,+0,+0,+0,+0,+0,+3.44695028598,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,+0,+0,+0,+0,+0,+3.4454775684,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:29:00 UTC,+0,+0,+0,+0,+0,+3.44446593016,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:29:30 UTC,+0,+0,+0,+0,+0,+3.44495455288,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:30:00 UTC,+0,+0,+0,+3.44440369911,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:30:30 UTC,+0,+0,+0,+3.44487493274,+0,+0,+0,+0,+0,+0,+0,+2.15330655501,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:31:00 UTC,+0,+0,+0,+3.44586391878,+0,+0,+0,+0,+0,+0,+0,+2.15392476883,+0,+0,+0,+0,+0,+0,+0,+0
