# file...... Output/hvac/house_hvac_file_054.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_9B_tm_3_B_9_Meter_90_1061:hvac_load,house_3_10B_tm_3_B_10_Meter_90_1062:hvac_load,house_3_11B_tm_3_B_11_Meter_90_1063:hvac_load,house_3_12B_tm_3_B_12_Meter_90_1064:hvac_load,house_3_13B_tm_3_B_13_Meter_90_1065:hvac_load,house_3_14B_tm_3_B_14_Meter_90_1066:hvac_load,house_3_15B_tm_3_B_15_Meter_90_1067:hvac_load,house_3_1C_tm_3_C_1_Meter_92_1068:hvac_load,house_3_2C_tm_3_C_2_Meter_92_1069:hvac_load,house_3_3C_tm_3_C_3_Meter_92_1070:hvac_load,house_3_4C_tm_3_C_4_Meter_92_1071:hvac_load,house_3_5C_tm_3_C_5_Meter_92_1072:hvac_load,house_3_6C_tm_3_C_6_Meter_92_1073:hvac_load,house_3_7C_tm_3_C_7_Meter_92_1074:hvac_load,house_3_8C_tm_3_C_8_Meter_92_1075:hvac_load,house_3_9C_tm_3_C_9_Meter_92_1076:hvac_load,house_3_10C_tm_3_C_10_Meter_92_1077:hvac_load,house_3_11C_tm_3_C_11_Meter_92_1078:hvac_load,house_3_12C_tm_3_C_12_Meter_92_1079:hvac_load,house_3_13C_tm_3_C_13_Meter_92_1080:hvac_load
2010-08-16 07:31:00 UTC,+0,+3.04329675735,+0,+2.60869342579,+0,+0,+0,+4.77453432854,+2.60455750169,+0,+0,+5.64215295815,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:31:30 UTC,+0,+0,+0,+2.61196621211,+0,+0,+0,+4.76885324042,+2.60145833533,+0,+0,+5.63543969624,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:32:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.77284990527,+2.60363860943,+0,+0,+5.64016249885,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:32:30 UTC,+0,+0,+0,+0,+0,+0,+0,+4.77410556871,+0,+0,+0,+5.64164629868,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:33:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.77557631344,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:33:30 UTC,+0,+0,+0,+0,+0,+0,+0,+4.77049402189,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.46962235763,+0,+0
2010-08-16 07:34:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16644701223,+0,+0,+0,+3.46603959821,+0,+0
2010-08-16 07:34:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16683330116,+0,+0,+4.33341228106,+3.4666575982,+0,+0
2010-08-16 07:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16881126967,+0,+0,+4.33736791878,+3.46982202883,+0,+0
2010-08-16 07:35:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17121912415,+0,+0,+4.34218326352,+3.47367420779,+0,+0
2010-08-16 07:36:00 UTC,+0,+0,+0,+0,+1.73894595304,+0,+0,+0,+0,+0,+0,+0,+4.77483882393,+0,+0,+0,+4.34101524098,+3.47273981325,+0,+0
2010-08-16 07:36:30 UTC,+0,+0,+0,+0,+1.7377700934,+0,+0,+0,+0,+0,+0,+0,+4.7766932444,+0,+0,+0,+4.34270120685,+3.47408855205,+0,+0
2010-08-16 07:37:00 UTC,+0,+0,+0,+0,+1.737950001,+4.77836469405,+0,+0,+0,+0,+0,+0,+4.77842812642,+0,+0,+0,+4.34427849306,+0,+0,+0
2010-08-16 07:37:30 UTC,+0,+0,+0,+0,+1.73814989582,+4.77891426144,+0,+0,+0,+0,+0,+0,+4.77713081555,+0,+0,+0,+4.34309902927,+0,+0,+0
2010-08-16 07:38:00 UTC,+0,+0,+0,+0,+0,+4.77539459869,+3.47336225589,+0,+0,+0,+0,+0,+4.774937666,+0,+4.34075947568,+0,+0,+0,+0,+0
2010-08-16 07:38:30 UTC,+0,+0,+0,+0,+0,+4.7727047009,+3.47140573649,+0,+0,+0,+0,+0,+4.77477130068,+0,+4.34060823753,+0,+0,+0,+0,+0
2010-08-16 07:39:00 UTC,+0,+0,+0,+0,+0,+4.76818351121,+3.46811721176,+0,+0,+0,+6.51259535789,+0,+4.77569141094,+0,+4.34144468455,+0,+0,+0,+0,+0
2010-08-16 07:39:30 UTC,+0,+0,+0,+0,+0,+4.76891290391,+3.46864774158,+0,+0,+0,+6.51139554485,+0,+4.77481160421,+0,+4.34064487636,+0,+0,+0,+0,+0
2010-08-16 07:40:00 UTC,+0,+0,+0,+0,+0,+4.77065556876,+3.46991528328,+0,+0,+0,+6.51367571476,+0,+4.77648362208,+0,+4.34216486198,+0,+0,+0,+0,+0
2010-08-16 07:40:30 UTC,+0,+0,+5.63687575305,+0,+0,+0,+3.46928747604,+0,+0,+0,+6.52400003587,+0,+0,+0,+4.3490471649,+0,+0,+0,+0,+0
2010-08-16 07:41:00 UTC,+0,+0,+5.63804253766,+0,+0,+0,+3.47000561113,+0,+0,+0,+6.51804505583,+0,+0,+0,+4.34507751146,+0,+0,+0,+0,+0
2010-08-16 07:41:30 UTC,+0,+0,+5.64611932251,+0,+0,+0,+0,+0,+2.60572285407,+0,+6.51401048034,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:42:00 UTC,+0,+0,+5.64563198658,+0,+0,+0,+0,+0,+2.60472957837,+0,+6.5115274291,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:42:30 UTC,+0,+0,+5.64478041831,+0,+0,+0,+0,+0,+2.60438053205,+0,+6.5106548618,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:43:00 UTC,+0,+3.04255927154,+5.64964588124,+2.60806124872,+0,+0,+0,+0,+2.60244975343,+0,+0,+0,+0,+0,+0,+6.0720026932,+0,+0,+0,+0
2010-08-16 07:43:30 UTC,+0,+3.04417808737,+5.65265168277,+2.60944890693,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.0695517287,+0,+0,+0,+6.06887397605
2010-08-16 07:44:00 UTC,+0,+3.04782842258,+5.65942959021,+2.61257799516,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07399181824,+0,+0,+0,+6.07331343495
2010-08-16 07:44:30 UTC,+0,+3.04566680401,+5.65541591752,+2.61072504336,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07778074916,+0,+0,+0,+6.07710182789
2010-08-16 07:45:00 UTC,+6.08541657645,+3.04302512284,+5.65051086942,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07263416137,+0,+0,+0,+6.07195597098
2010-08-16 07:45:30 UTC,+6.08081741222,+0,+0,+0,+1.73771432453,+0,+0,+0,+0,+0,+0,+0,+0,+2.16849109684,+0,+6.07123096995,+0,+0,+0,+6.0705529789
2010-08-16 07:46:00 UTC,+6.08331025776,+0,+0,+0,+1.7384267382,+0,+0,+0,+0,+0,+0,+0,+0,+2.17026517847,+0,+6.07619784359,+0,+0,+0,+6.07551914708
2010-08-16 07:46:30 UTC,+6.079368084,+0,+0,+0,+1.73730013067,+0,+0,+0,+0,+0,+0,+0,+0,+2.170656255,+0,+6.07729273559,+0,+0,+0,+6.07661388359
2010-08-16 07:47:00 UTC,+6.07780744523,+0,+0,+0,+1.73685412609,+0,+0,+0,+0,+4.33189513168,+0,+0,+0,+2.16610070204,+0,+6.06453861218,+0,+0,+5.63149849023,+6.06386157172
2010-08-16 07:47:30 UTC,+6.07851939777,+0,+0,+0,+0,+0,+0,+0,+0,+4.33644344507,+0,+0,+0,+0,+0,+0,+0,+3.46912416601,+5.63741134719,+6.07022816201
2010-08-16 07:48:00 UTC,+6.07542692328,+0,+0,+0,+0,+0,+0,+0,+0,+4.33720425098,+0,+0,+0,+0,+0,+0,+0,+3.46973280364,+5.63840040315,+0
2010-08-16 07:48:30 UTC,+6.06753643036,+0,+0,+0,+0,+0,+0,+0,+0,+4.33797347171,+0,+0,+0,+0,+0,+0,+0,+3.47034817304,+5.63940039848,+0
2010-08-16 07:49:00 UTC,+6.06515955277,+0,+0,+0,+0,+0,+0,+4.76726212455,+0,+4.33412789805,+0,+0,+0,+0,+0,+0,+0,+3.46727175001,+5.63440111084,+0
2010-08-16 07:49:30 UTC,+0,+0,+0,+0,+0,+0,+0,+4.76886587592,+0,+4.33558595573,+0,+0,+0,+0,+0,+0,+4.33563806744,+3.46843818254,+5.6362966017,+0
2010-08-16 07:50:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.77229553985,+0,+4.33870404987,+0,+0,+0,+0,+0,+0,+4.33875620358,+3.47093262875,+5.64035015804,+0
2010-08-16 07:50:30 UTC,+0,+0,+0,+0,+0,+0,+0,+4.77450714213,+0,+4.34071473789,+0,+0,+0,+0,+0,+0,+4.34076691868,+3.47254116041,+5.64296407436,+0
2010-08-16 07:51:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.77579826427,+0,+4.34188856728,+0,+0,+0,+0,+0,+0,+4.34194076389,+0,+5.64449006534,+0
2010-08-16 07:51:30 UTC,+0,+0,+0,+0,+0,+0,+0,+4.77523437368,+2.60493939268,+0,+0,+5.64298019165,+0,+0,+0,+0,+4.34142809337,+0,+0,+0
2010-08-16 07:52:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.7701904849,+2.60218783342,+0,+0,+5.63701989926,+0,+0,+0,+0,+4.33684235776,+0,+0,+0
2010-08-16 07:52:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+2.60183323271,+0,+0,+5.6362517806,+0,+0,+0,+0,+4.3362513819,+0,+0,+0
2010-08-16 07:53:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+2.59760831573,+0,+0,+5.62709997391,+0,+0,+0,+0,+4.32921015548,+0,+0,+0
2010-08-16 07:53:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.61613992945,+0,+0,+0,+0,+4.32077770441,+0,+0,+0
2010-08-16 07:54:00 UTC,+0,+0,+0,+0,+1.73721888393,+0,+3.47406055475,+0,+0,+0,+0,+5.61372471476,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:54:30 UTC,+0,+0,+0,+2.60533688,+1.73694614282,+0,+3.47351515073,+0,+0,+0,+0,+5.62113970466,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:55:00 UTC,+0,+0,+0,+2.60638772342,+1.73764673203,+4.777530922,+3.4749161283,+0,+0,+0,+0,+5.63344452917,+0,+0,+4.33374658579,+0,+0,+0,+0,+0
2010-08-16 07:55:30 UTC,+0,+3.03588850253,+0,+2.60234302716,+1.73495016421,+4.77011729563,+3.46952376586,+0,+0,+0,+0,+5.64155802947,+4.774089416,+2.17029437688,+4.33998835485,+0,+0,+0,+0,+0
2010-08-16 07:56:00 UTC,+0,+3.03698848389,+0,+2.60328593751,+0,+4.77184557989,+3.47078084771,+0,+0,+0,+0,+0,+4.77355532577,+2.17005157165,+4.33950282805,+0,+0,+0,+0,+0
2010-08-16 07:56:30 UTC,+0,+3.03790752222,+0,+2.60407374245,+0,+4.77328956762,+3.47183114408,+0,+0,+0,+0,+0,+4.78271069917,+2.17421373832,+4.34782572704,+0,+0,+0,+0,+0
2010-08-16 07:57:00 UTC,+0,+3.03703717856,+0,+0,+0,+4.77192208867,+3.47083649701,+0,+0,+0,+0,+0,+4.78871925432,+2.17694531515,+4.35328793972,+0,+0,+0,+0,+0
2010-08-16 07:57:30 UTC,+0,+0,+0,+0,+0,+4.77305180339,+0,+0,+0,+0,+0,+0,+4.796497272,+0,+4.36035872213,+0,+0,+0,+0,+0
2010-08-16 07:58:00 UTC,+0,+0,+0,+0,+0,+4.77074944665,+0,+0,+0,+0,+6.53043150953,+0,+4.78877042128,+0,+4.3533344542,+0,+0,+0,+0,+0
2010-08-16 07:58:30 UTC,+0,+0,+0,+0,+0,+4.77388612782,+0,+0,+0,+0,+6.52436184028,+0,+4.78431961422,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:59:00 UTC,+0,+0,+5.64476390333,+0,+0,+0,+0,+0,+0,+0,+6.5183956306,+0,+4.77994467284,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:59:30 UTC,+0,+0,+5.64330159125,+0,+0,+0,+0,+0,+0,+0,+6.51449361016,+0,+4.77708337376,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:00:00 UTC,+0,+0,+5.63977057783,+0,+0,+0,+0,+0,+0,+0,+6.51443022664,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:00:30 UTC,+0,+0,+5.63825003579,+0,+0,+0,+0,+0,+0,+0,+6.51574907963,+0,+0,+0,+0,+0,+0,+3.47504187252,+0,+0
2010-08-16 08:01:00 UTC,+0,+0,+5.64743012174,+0,+0,+0,+0,+0,+2.60281314683,+0,+6.50673661655,+0,+0,+0,+0,+0,+0,+3.4702352851,+0,+0
2010-08-16 08:01:30 UTC,+0,+0,+5.64420896299,+0,+0,+0,+0,+0,+2.60276993294,+0,+6.50662858783,+0,+0,+0,+0,+0,+0,+3.4701776705,+0,+0
2010-08-16 08:02:00 UTC,+0,+0,+5.64285790796,+0,+0,+0,+0,+0,+2.60555009957,+0,+6.51357861806,+0,+0,+0,+0,+0,+0,+3.47388430735,+0,+0
2010-08-16 08:02:30 UTC,+6.06621770002,+0,+5.63268441291,+0,+1.73354196985,+0,+0,+0,+2.61074130663,+0,+0,+0,+0,+0,+0,+0,+0,+3.48080544653,+0,+0
2010-08-16 08:03:00 UTC,+6.06429654156,+0,+5.63090058738,+0,+1.73299293473,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07939815279,+0,+3.47397681659,+0,+6.07871900189
2010-08-16 08:03:30 UTC,+6.07463279988,+0,+0,+0,+1.73594686536,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07896568754,+4.34225261913,+3.4737296909,+0,+6.07828659802
2010-08-16 08:04:00 UTC,+6.07483698226,+0,+0,+0,+1.73600521728,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.08301670652,+4.34514630847,+0,+0,+6.08233704186
2010-08-16 08:04:30 UTC,+6.07385514713,+0,+0,+0,+0,+0,+0,+4.77119389037,+0,+4.33770248038,+0,+0,+0,+2.16900152612,+0,+6.07266871667,+4.3377546206,+0,+0,+6.07199052133
2010-08-16 08:05:00 UTC,+6.07513133354,+0,+0,+2.60405172209,+0,+0,+0,+4.76796405034,+0,+4.334766057,+0,+0,+0,+2.16753318773,+0,+6.06855781681,+4.33481815766,+0,+0,+6.0678802054
2010-08-16 08:05:30 UTC,+6.07880742125,+0,+0,+2.60563304202,+0,+0,+0,+4.76002343549,+0,+4.32754681177,+0,+0,+0,+2.16392325358,+0,+6.05845110185,+4.32759881519,+0,+0,+6.05777492641
2010-08-16 08:06:00 UTC,+6.076977485,+0,+0,+2.60484862095,+0,+0,+0,+4.75700852776,+0,+4.32480579494,+0,+0,+0,+2.16255262681,+0,+6.05461376503,+4.32485776143,+0,+5.62227182067,+6.05393813515
2010-08-16 08:06:30 UTC,+6.07393603138,+3.03728595217,+0,+2.60354487037,+0,+0,+0,+4.76177455262,+0,+4.3291388477,+0,+0,+0,+0,+0,+6.06067990179,+4.32919087257,+0,+5.62790481565,+6.06000340957
2010-08-16 08:07:00 UTC,+0,+3.04057895475,+0,+2.60636765958,+0,+0,+0,+4.75420195387,+0,+4.32225418581,+0,+0,+0,+0,+0,+6.05104159298,+4.32230611795,+0,+5.61895471329,+6.05036647084
2010-08-16 08:07:30 UTC,+0,+3.0411992484,+0,+0,+0,+0,+0,+4.77624275312,+0,+4.34229267628,+0,+0,+0,+0,+0,+0,+4.34234487833,+0,+5.64500487288,+6.07841573793
2010-08-16 08:08:00 UTC,+0,+3.04205766963,+0,+0,+0,+0,+0,+4.78091276241,+0,+4.34653843586,+0,+0,+0,+0,+0,+0,+0,+0,+5.6505243862,+0
2010-08-16 08:08:30 UTC,+0,+0,+0,+0,+0,+0,+3.46948606534,+0,+0,+4.35327256993,+0,+0,+0,+0,+0,+0,+0,+0,+5.65927880151,+0
2010-08-16 08:09:00 UTC,+0,+0,+0,+0,+0,+0,+3.46416546583,+0,+0,+4.36543472621,+0,+0,+0,+0,+0,+0,+0,+0,+5.67508967877,+0
2010-08-16 08:09:30 UTC,+0,+0,+0,+0,+0,+0,+3.46448399545,+0,+2.61612996062,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.66806684173,+0
2010-08-16 08:10:00 UTC,+0,+0,+0,+0,+1.72793313064,+0,+3.45549171297,+0,+2.61698565197,+0,+0,+0,+0,+0,+4.36116350435,+0,+0,+0,+5.66992074972,+0
2010-08-16 08:10:30 UTC,+0,+0,+0,+0,+1.72823947358,+4.75166170493,+3.45610789526,+0,+2.62017514656,+0,+0,+5.67597436662,+0,+0,+4.36647860396,+0,+0,+0,+0,+0
2010-08-16 08:11:00 UTC,+0,+0,+0,+0,+1.7298010248,+4.75595483812,+3.45923055567,+0,+2.61678507292,+0,+0,+5.66863097505,+0,+0,+4.36082925157,+0,+0,+0,+0,+0
2010-08-16 08:11:30 UTC,+0,+0,+0,+0,+1.72901162625,+4.75378456475,+3.45765198203,+0,+2.61589689589,+0,+0,+5.66670705472,+0,+0,+4.35934915834,+0,+0,+0,+0,+0
2010-08-16 08:12:00 UTC,+0,+0,+0,+0,+0,+4.76383455785,+0,+0,+0,+0,+0,+5.65960324622,+4.78937506532,+0,+4.35388411952,+0,+0,+0,+0,+0
2010-08-16 08:12:30 UTC,+0,+0,+0,+0,+0,+4.76363496257,+0,+0,+0,+0,+0,+5.65344119414,+4.78416037125,+0,+4.34914358418,+0,+0,+3.47951216303,+0,+0
2010-08-16 08:13:00 UTC,+0,+0,+0,+0,+0,+4.76388284259,+0,+0,+0,+0,+0,+5.6447017302,+4.77676451797,+2.17150740119,+4.34242021675,+0,+0,+3.47413310632,+0,+0
2010-08-16 08:13:30 UTC,+0,+0,+0,+0,+0,+4.77463819099,+0,+0,+0,+0,+0,+5.6456465482,+4.77756407913,+2.17187089239,+0,+0,+0,+3.47471463286,+0,+0
2010-08-16 08:14:00 UTC,+0,+0,+0,+0,+0,+4.77963818449,+0,+0,+0,+0,+0,+5.64319832469,+4.77547954376,+2.17092900978,+0,+0,+0,+3.47320777451,+0,+0
2010-08-16 08:14:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.50725256643,+5.63881421137,+4.77176946625,+2.16924235016,+0,+0,+0,+3.4705093945,+0,+0
2010-08-16 08:15:00 UTC,+0,+0,+5.63173793982,+2.5997908894,+0,+0,+0,+0,+0,+0,+6.50342069805,+5.63549387351,+4.76895961377,+0,+0,+0,+0,+3.46846575795,+0,+0
2010-08-16 08:15:30 UTC,+0,+0,+5.64347063821,+2.60520739528,+0,+0,+0,+0,+0,+0,+6.50665700774,+0,+4.77133275184,+0,+0,+0,+0,+3.47019176733,+0,+0
2010-08-16 08:16:00 UTC,+0,+0,+5.63437447008,+2.60100806745,+0,+0,+0,+0,+0,+0,+6.51502874812,+0,+4.77747162567,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:16:30 UTC,+0,+3.03124734317,+5.62863401634,+2.59836554905,+0,+0,+0,+0,+0,+0,+6.51892616982,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:17:00 UTC,+0,+3.03476862545,+5.63517227917,+2.60138401478,+1.73431098116,+0,+0,+0,+0,+0,+6.52596736142,+0,+0,+0,+0,+0,+4.35071296677,+0,+0,+0
2010-08-16 08:17:30 UTC,+0,+3.03617273227,+5.63777940323,+0,+1.73511341843,+0,+0,+0,+0,+0,+6.51952368484,+0,+0,+0,+0,+0,+4.34641711239,+0,+0,+0
2010-08-16 08:18:00 UTC,+6.07303307489,+3.03683441477,+5.63900800528,+0,+1.73549156534,+0,+0,+0,+2.60880929282,+0,+6.52172455346,+0,+0,+0,+0,+0,+4.34788438205,+0,+0,+0
2010-08-16 08:18:30 UTC,+6.07269672924,+3.03666621985,+5.63869570363,+0,+1.7353954431,+0,+0,+0,+2.60973910137,+0,+6.52404894458,+0,+0,+0,+0,+0,+4.34943400137,+0,+0,+0
2010-08-16 08:19:00 UTC,+6.07535746976,+0,+5.64116623872,+0,+0,+0,+0,+4.78742848355,+2.61159318461,+0,+0,+0,+0,+0,+0,+0,+4.352515298,+0,+0,+0
2010-08-16 08:19:30 UTC,+6.07511930135,+0,+5.64094509599,+0,+0,+0,+0,+4.7862330142,+2.61094102743,+0,+0,+0,+0,+0,+0,+0,+4.35142841683,+0,+0,+0
2010-08-16 08:20:00 UTC,+6.06534417612,+0,+5.63186875453,+0,+0,+0,+0,+4.77778992003,+2.60633511676,+0,+0,+0,+0,+0,+0,+6.0810642143,+4.34375223453,+0,+0,+6.08038042536
2010-08-16 08:20:30 UTC,+6.07346561925,+0,+0,+0,+0,+0,+0,+4.77429699865,+0,+4.3405243507,+0,+0,+0,+2.17041694784,+0,+6.07661846763,+4.3405765858,+0,+0,+6.07593531624
2010-08-16 08:21:00 UTC,+6.07568435833,+0,+0,+0,+0,+0,+0,+4.77461722557,+0,+4.34081548654,+0,+0,+0,+2.17056252891,+0,+6.07702604848,+4.34086772557,+0,+0,+6.07634283859
2010-08-16 08:21:30 UTC,+6.06700988281,+0,+0,+0,+0,+0,+3.4671601603,+4.77941228086,+0,+4.34517493356,+0,+0,+0,+2.1727424491,+0,+6.0831291349,+0,+0,+0,+6.08244504982
2010-08-16 08:22:00 UTC,+6.05730209283,+0,+0,+0,+0,+0,+3.46161230751,+4.78047341137,+0,+4.34613966536,+0,+0,+0,+2.17322485852,+0,+6.08447972857,+0,+0,+0,+6.0837954498
2010-08-16 08:22:30 UTC,+6.059100315,+0,+0,+0,+0,+0,+3.4626399638,+4.77793668517,+0,+4.34383338881,+0,+0,+0,+2.1720716162,+0,+6.08125101515,+0,+0,+5.64701917334,+6.08056719938
2010-08-16 08:23:00 UTC,+0,+0,+0,+0,+0,+0,+3.46249350135,+0,+0,+4.34410931408,+0,+0,+0,+0,+0,+6.0816373017,+0,+0,+5.6473778793,+6.0809534305
2010-08-16 08:23:30 UTC,+0,+0,+0,+0,+0,+0,+3.45885411418,+0,+0,+4.34835886478,+0,+0,+0,+0,+4.3480637823,+6.0875865368,+0,+3.47865609616,+5.65290234303,+6.08690181263
2010-08-16 08:24:00 UTC,+0,+0,+0,+2.59304044105,+1.7287483836,+0,+3.45711792537,+0,+0,+4.34653543448,+0,+0,+0,+0,+4.34624050462,+6.08503379268,+0,+3.47719736917,+5.65053186312,+6.08434943451
2010-08-16 08:24:30 UTC,+0,+0,+0,+2.59310673571,+1.72879258175,+4.75440473127,+3.45720630879,+0,+0,+4.34346956478,+0,+0,+0,+0,+4.34317489155,+6.08074167315,+0,+3.47474470241,+5.64654619801,+6.08005793041
2010-08-16 08:25:00 UTC,+0,+0,+0,+2.59500696829,+1.73005945246,+4.75666532692,+3.45973968048,+0,+0,+4.34766322823,+0,+0,+0,+0,+4.34736820396,+6.08661266787,+0,+3.4780995935,+5.65199800768,+6.08592808329
2010-08-16 08:25:30 UTC,+0,+0,+0,+2.5958710106,+1.73063550295,+4.75824904793,+0,+0,+0,+0,+0,+0,+0,+0,+4.35244151334,+0,+0,+3.48215853267,+5.65859391884,+0
2010-08-16 08:26:00 UTC,+0,+3.03094419327,+0,+2.59810568701,+0,+4.76234503292,+0,+0,+2.61031096949,+0,+0,+0,+0,+0,+4.35003075167,+0,+0,+3.48022978474,+5.65545963931,+0
2010-08-16 08:26:30 UTC,+0,+3.03096090607,+0,+2.59812001333,+0,+4.76237129191,+0,+0,+2.60982469392,+0,+0,+0,+0,+0,+4.34922040653,+0,+0,+3.47958146204,+5.65440609336,+0
2010-08-16 08:27:00 UTC,+0,+3.03196533457,+0,+0,+0,+4.76394944143,+0,+0,+2.60895520679,+0,+0,+0,+4.78264903767,+0,+4.34777146545,+0,+0,+3.47842222587,+0,+0
2010-08-16 08:27:30 UTC,+0,+3.03008402738,+0,+0,+0,+4.76099354752,+0,+0,+2.60875221129,+0,+0,+5.65123063314,+4.78227692448,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:28:00 UTC,+0,+3.03292796808,+0,+0,+0,+4.76546192316,+0,+0,+2.60372011576,+0,+0,+5.64033038748,+4.77305253772,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:28:30 UTC,+0,+0,+0,+0,+0,+4.76838204912,+0,+0,+0,+0,+0,+5.63983123612,+4.77263012844,+2.16963362074,+0,+0,+0,+0,+0,+0
2010-08-16 08:29:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.62589263458,+4.76083451748,+2.16427114976,+0,+0,+4.32828593331,+0,+0,+0
2010-08-16 08:29:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.48377959828,+5.61847473931,+4.75455708638,+2.16141733016,+0,+0,+4.32257873262,+0,+0,+0
2010-08-16 08:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.48352876346,+5.6182573894,+4.75437315294,+2.1613337111,+0,+0,+4.32241150736,+0,+0,+0
2010-08-16 08:30:30 UTC,+0,+0,+5.64028446062,+0,+1.73588444084,+0,+0,+0,+0,+0,+6.48213304801,+5.61704799342,+4.75334969554,+0,+0,+0,+4.32148101896,+0,+0,+0
2010-08-16 08:31:00 UTC,+0,+0,+5.63632125529,+0,+1.73466462035,+0,+0,+0,+0,+0,+6.50587370281,+5.63761941748,+4.77075836593,+0,+0,+0,+4.33730831692,+0,+0,+0
2010-08-16 08:31:30 UTC,+0,+0,+5.63198215099,+0,+1.73332910318,+0,+0,+0,+0,+0,+6.513138277,+5.64391421684,+4.77608537105,+0,+0,+0,+4.34215142609,+0,+0,+0
2010-08-16 08:32:00 UTC,+0,+0,+5.63179488555,+0,+1.73327146541,+0,+0,+4.78230315289,+0,+0,+6.5216943074,+5.65132807168,+0,+0,+0,+0,+4.34785551675,+0,+0,+0
2010-08-16 08:32:30 UTC,+6.06725288837,+0,+5.63364102069,+0,+0,+0,+0,+4.78512681573,+0,+0,+6.52554503129,+0,+0,+0,+0,+0,+4.35042269771,+0,+0,+0
2010-08-16 08:33:00 UTC,+6.05745064985,+0,+5.62453950462,+2.59647526955,+0,+0,+0,+4.78776492178,+0,+0,+6.52914270505,+0,+0,+0,+0,+0,+4.35282117651,+0,+0,+0
2010-08-16 08:33:30 UTC,+6.0588601948,+0,+5.62584828686,+2.59707948427,+0,+0,+3.46250273882,+4.79280731207,+2.6145274646,+0,+6.53601918192,+0,+0,+0,+0,+0,+4.3574055511,+0,+0,+0
2010-08-16 08:34:00 UTC,+6.0540535061,+0,+5.62138520909,+2.59501905184,+0,+0,+3.45975579013,+4.79695158648,+2.61678826568,+0,+6.54167086797,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:34:30 UTC,+6.05731616559,+0,+5.62441463414,+2.59641762153,+0,+0,+3.46162034981,+4.79664263924,+2.61661972754,+0,+0,+0,+0,+0,+0,+0,+0,+3.48864088193,+0,+0
2010-08-16 08:35:00 UTC,+6.04849720553,+3.02456487117,+5.61622610639,+2.59263729107,+0,+0,+3.45658044974,+4.80244784857,+2.61978660832,+0,+0,+0,+0,+0,+0,+0,+0,+3.49286309857,+0,+0
