# file...... Output/hvac/house_hvac_file_037.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_25B_tm_3_B_25_Meter_64_721:hvac_load,house_3_26B_tm_3_B_26_Meter_64_722:hvac_load,house_3_27B_tm_3_B_27_Meter_64_723:hvac_load,house_3_28B_tm_3_B_28_Meter_64_724:hvac_load,house_3_1A_tm_3_A_1_Meter_65_725:hvac_load,house_3_2A_tm_3_A_2_Meter_65_726:hvac_load,house_3_3A_tm_3_A_3_Meter_65_727:hvac_load,house_3_4A_tm_3_A_4_Meter_65_728:hvac_load,house_3_5A_tm_3_A_5_Meter_65_729:hvac_load,house_3_1B_tm_3_B_1_Meter_65_730:hvac_load,house_3_2B_tm_3_B_2_Meter_65_731:hvac_load,house_3_3B_tm_3_B_3_Meter_65_732:hvac_load,house_3_4B_tm_3_B_4_Meter_65_733:hvac_load,house_3_5B_tm_3_B_5_Meter_65_734:hvac_load,house_3_1C_tm_3_C_1_Meter_65_735:hvac_load,house_3_2C_tm_3_C_2_Meter_65_736:hvac_load,house_3_3C_tm_3_C_3_Meter_65_737:hvac_load,house_3_4C_tm_3_C_4_Meter_65_738:hvac_load,house_3_5C_tm_3_C_5_Meter_65_739:hvac_load,house_3_6C_tm_3_C_6_Meter_65_740:hvac_load
2010-08-16 00:05:00 UTC,+0,+0,+0,+4.72420956687,+0,+0,+0,+3.85443276599,+0,+6.01074131997,+3.86465211031,+3.86482037247,+0,+0,+3.8523444486,+0,+0,+0,+0,+0
2010-08-16 00:05:30 UTC,+0,+0,+0,+4.7306571934,+0,+0,+0,+3.85686509899,+0,+6.01887572073,+3.86988239534,+3.87005094817,+0,+0,+3.84674681671,+0,+0,+0,+0,+0
2010-08-16 00:06:00 UTC,+0,+0,+0,+4.72863404672,+0,+0,+0,+3.85833086334,+0,+6.01632853647,+3.86824459805,+3.86841305986,+0,+0,+3.85151306809,+0,+0,+0,+0,+0
2010-08-16 00:06:30 UTC,+0,+0,+0,+4.72878298348,+0,+0,+0,+3.86002192747,+0,+6.0165152865,+3.86836467524,+3.86853314374,+0,+0,+3.85285645077,+0,+0,+0,+0,+0
2010-08-16 00:07:00 UTC,+0,+0,+4.72597844315,+4.72629861168,+0,+0,+0,+3.86614504742,+0,+6.01377358836,+0,+3.86677017926,+0,+0,+3.85260604892,+0,+0,+0,+0,+0
2010-08-16 00:07:30 UTC,+0,+0,+4.72607918073,+4.72639935828,+0,+0,+0,+3.86875474175,+0,+0,+0,+3.86725627253,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:08:00 UTC,+0,+0,+4.72584979751,+4.72616995452,+0,+0,+0,+0,+0,+0,+0,+3.86707789516,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:08:30 UTC,+0,+0,+4.73025827094,+4.73057882298,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:09:00 UTC,+0,+0,+4.73011526959,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.14808520999,+0,+0,+0,+0
2010-08-16 00:09:30 UTC,+0,+0,+4.73258801002,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.15015210153,+0,+0,+0,+0
2010-08-16 00:10:00 UTC,+0,+0,+4.73200259209,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.15135776379,+0,+0,+0,+0
2010-08-16 00:10:30 UTC,+0,+0,+4.73328189912,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.15208226087,+0,+0,+0,+0
2010-08-16 00:11:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.72346889671,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.72335230348,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.72385624246,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.72299076621,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:30 UTC,+0,+0,+0,+0,+0,+6.03785368942,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+0,+0,+0,+0,+0,+6.0357687601,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:30 UTC,+0,+0,+0,+0,+0,+6.03500147775,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:00 UTC,+0,+0,+0,+0,+0,+6.03346299509,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59955202061,+0,+0
2010-08-16 00:16:30 UTC,+0,+1.29080855453,+0,+0,+0,+6.0276920353,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.60070353337,+0,+0
2010-08-16 00:17:00 UTC,+0,+1.29061221803,+0,+0,+0,+6.025323959,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59919551072,+0,+0
2010-08-16 00:17:30 UTC,+0,+1.29097727105,+0,+0,+0,+6.02270444722,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.60209109768,+0,+0
2010-08-16 00:18:00 UTC,+0,+1.29177716507,+0,+0,+0,+6.02524224756,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59671612583,+0,+0
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+0,+6.02579281145,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59385062882,+0,+0
2010-08-16 00:19:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59474176984,+0,+0
2010-08-16 00:19:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87757299021,+0,+0,+0,+0,+0,+0,+5.59298539151,+0,+0
2010-08-16 00:20:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87537262722,+0,+0,+2.5837706763,+0,+0,+0,+5.59436113271,+0,+0
2010-08-16 00:20:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87238397019,+0,+0,+2.58177805869,+3.87416218443,+0,+0,+0,+0,+0
2010-08-16 00:21:00 UTC,+0,+0,+0,+0,+0,+0,+0,+3.87525274703,+0,+0,+3.87362672856,+0,+0,+2.58260663895,+3.87651084571,+0,+0,+0,+0,+0
2010-08-16 00:21:30 UTC,+0,+0,+0,+0,+0,+0,+0,+3.87436405625,+0,+0,+3.87494027191,+0,+0,+2.58348241344,+3.87596535992,+0,+0,+0,+0,+0
2010-08-16 00:22:00 UTC,+0,+0,+0,+0,+0,+0,+0,+3.87112777555,+0,+6.02603121862,+3.87446834076,+0,+1.72216629039,+2.58316776432,+3.87621261889,+0,+0,+0,+0,+0
2010-08-16 00:22:30 UTC,+0,+0,+0,+0,+0,+0,+0,+3.87409195936,+0,+6.02341588314,+0,+0,+1.7214188117,+0,+3.87494937362,+0,+0,+0,+0,+0
2010-08-16 00:23:00 UTC,+0,+0,+0,+0,+0,+0,+0,+3.87381092943,+0,+6.01926845351,+0,+0,+1.72023345118,+0,+3.87634368283,+0,+0,+0,+0,+0
2010-08-16 00:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+3.87244702154,+0,+6.02335424097,+0,+0,+1.72140119404,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.02281788748,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.02254626089,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.02137853467,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.02042535126,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.01461750551,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:30 UTC,+0,+0,+0,+0,+0,+0,+4.30622292245,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:00 UTC,+0,+0,+0,+0,+0,+0,+4.30529671745,+0,+0,+0,+0,+0,+0,+0,+0,+2.1492425275,+0,+0,+0,+0
2010-08-16 00:27:30 UTC,+0,+0,+0,+0,+0,+0,+4.30425287422,+0,+0,+0,+0,+0,+0,+0,+0,+2.1493833352,+0,+0,+0,+0
2010-08-16 00:28:00 UTC,+0,+0,+0,+0,+0,+0,+4.3041917832,+0,+0,+0,+0,+0,+0,+0,+0,+2.14963680656,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,+0,+0,+0,+0,+0,+0,+4.30424039791,+0,+0,+0,+0,+0,+0,+0,+0,+2.14998517678,+0,+0,+0,+4.29987536773
2010-08-16 00:29:00 UTC,+0,+0,+0,+0,+0,+0,+4.3069096102,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.3004696996
2010-08-16 00:29:30 UTC,+0,+0,+0,+0,+0,+0,+4.30454972039,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.30223931414
2010-08-16 00:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.30201025863
2010-08-16 00:30:30 UTC,+0,+0,+0,+4.72340638825,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.30449362353
2010-08-16 00:31:00 UTC,+0,+1.28841311127,+0,+4.72338606393,+0,+0,+0,+0,+0,+0,+0,+3.86483918434,+0,+0,+0,+0,+3.44096740588,+0,+0,+4.30132502606
2010-08-16 00:31:30 UTC,+0,+1.28828805139,+0,+4.72292760796,+0,+0,+0,+0,+0,+0,+0,+3.86446404215,+0,+0,+0,+0,+3.43956068482,+0,+0,+4.29956657023
2010-08-16 00:32:00 UTC,+0,+1.28933921463,+0,+4.72678105845,+0,+0,+0,+0,+0,+0,+0,+3.86753770544,+0,+0,+0,+0,+3.43558453126,+0,+0,+4.29459622425
2010-08-16 00:32:30 UTC,+0,+1.29089188609,+4.73216520787,+4.73247298402,+0,+0,+0,+0,+0,+0,+0,+3.87223036769,+0,+0,+0,+0,+3.43911592748,+0,+0,+4.29901060634
2010-08-16 00:33:00 UTC,+0,+0,+4.73019903118,+4.73050664204,+0,+0,+0,+0,+0,+0,+0,+3.87048773705,+1.72032509414,+0,+0,+0,+3.43852428422,+0,+0,+0
2010-08-16 00:33:30 UTC,+0,+0,+4.7343698606,+4.73467782206,+0,+0,+0,+0,+0,+0,+0,+3.87387362651,+1.72183005523,+0,+0,+0,+3.43807254858,+0,+0,+0
2010-08-16 00:34:00 UTC,+0,+0,+4.73803466087,+4.73834293031,+0,+0,+0,+0,+0,+0,+0,+3.87687038101,+1.72316205349,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,+4.73607601021,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.72257127394,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:00 UTC,+0,+0,+4.73479826637,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:30 UTC,+0,+0,+4.73225319806,+0,+0,+0,+0,+0,+0,+0,+3.87214864374,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:00 UTC,+0,+0,+4.73122416656,+0,+0,+0,+0,+0,+0,+0,+3.87129365828,+0,+0,+0,+0,+0,+0,+0,+0,+0
