# file...... Output/hvac/house_hvac_file_037.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_25B_tm_3_B_25_Meter_64_721:hvac_load,house_3_26B_tm_3_B_26_Meter_64_722:hvac_load,house_3_27B_tm_3_B_27_Meter_64_723:hvac_load,house_3_28B_tm_3_B_28_Meter_64_724:hvac_load,house_3_1A_tm_3_A_1_Meter_65_725:hvac_load,house_3_2A_tm_3_A_2_Meter_65_726:hvac_load,house_3_3A_tm_3_A_3_Meter_65_727:hvac_load,house_3_4A_tm_3_A_4_Meter_65_728:hvac_load,house_3_5A_tm_3_A_5_Meter_65_729:hvac_load,house_3_1B_tm_3_B_1_Meter_65_730:hvac_load,house_3_2B_tm_3_B_2_Meter_65_731:hvac_load,house_3_3B_tm_3_B_3_Meter_65_732:hvac_load,house_3_4B_tm_3_B_4_Meter_65_733:hvac_load,house_3_5B_tm_3_B_5_Meter_65_734:hvac_load,house_3_1C_tm_3_C_1_Meter_65_735:hvac_load,house_3_2C_tm_3_C_2_Meter_65_736:hvac_load,house_3_3C_tm_3_C_3_Meter_65_737:hvac_load,house_3_4C_tm_3_C_4_Meter_65_738:hvac_load,house_3_5C_tm_3_C_5_Meter_65_739:hvac_load,house_3_6C_tm_3_C_6_Meter_65_740:hvac_load
2010-08-16 09:51:00 UTC,+0,+0,+0,+0,+4.70564865614,+0,+4.27767178326,+3.85010654729,+2.9945413908,+6.00041648141,+3.85801538305,+3.85818525146,+1.71486104488,+2.57220365879,+3.8200032758,+0,+3.39544364889,+0,+0,+0
2010-08-16 09:51:30 UTC,+0,+0,+0,+0,+4.70529932011,+5.98754900612,+4.27735422287,+3.84982072222,+2.99431908221,+6.00228591015,+3.85921739612,+3.85938733262,+0,+0,+3.82730802938,+0,+3.40193648187,+5.52817625151,+0,+0
2010-08-16 09:52:00 UTC,+0,+0,+0,+0,+4.70110361691,+5.98221012877,+4.27354016149,+3.84638781797,+2.99164904304,+6.00119821057,+3.8585180225,+3.85868791938,+0,+0,+3.8295513187,+0,+3.40393043045,+5.53141644194,+0,+0
2010-08-16 09:52:30 UTC,+0,+0,+0,+0,+0,+5.98383366301,+4.27470000448,+3.84743175241,+2.99246099281,+6.0075963363,+3.86263191605,+3.86280204596,+0,+0,+3.83064002797,+0,+3.40489813014,+5.53298896556,+0,+0
2010-08-16 09:53:00 UTC,+0,+1.28577075888,+0,+0,+0,+5.98231256549,+4.27361334169,+3.84645368494,+2.99170027295,+5.9977970511,+3.85633113074,+3.85650090372,+0,+0,+0,+0,+3.4070741365,+5.53652500205,+0,+0
2010-08-16 09:53:30 UTC,+0,+1.28544209726,+4.71328710374,+0,+0,+5.97783772632,+4.27041654387,+3.84357635812,+2.98946234999,+5.99630730329,+3.85537324637,+3.85554296506,+0,+0,+0,+2.13239233441,+0,+5.54396881706,+0,+0
2010-08-16 09:54:00 UTC,+0,+1.28556430786,+4.71259081619,+4.71291174566,+0,+5.97204480085,+4.26627811328,+3.83985150023,+2.98656523562,+0,+3.85602341324,+3.85619316878,+1.71397559894,+0,+0,+2.13718972952,+0,+5.55644132396,+0,+0
2010-08-16 09:54:30 UTC,+0,+1.28545167287,+4.7121779514,+4.71249884351,+0,+5.97363953874,+4.26741738435,+3.84087691864,+2.98736278401,+0,+3.85570070176,+3.85587043903,+1.71383215122,+0,+0,+2.13807561389,+0,+5.55874449035,+0,+4.27604430992
2010-08-16 09:55:00 UTC,+0,+1.28402727772,+4.70695681698,+4.70727723606,+0,+5.97359295127,+4.26738410258,+3.84084696289,+2.98733948507,+0,+0,+3.85163728618,+1.71195058871,+2.56783818301,+0,+2.14031371922,+0,+5.5645632283,+5.13570254068,+4.28052035691
2010-08-16 09:55:30 UTC,+5.13105132715,+1.2830972806,+4.70354790357,+4.70386801375,+0,+5.96704296947,+4.26270483529,+3.83663531645,+2.98406375706,+0,+0,+3.84890270143,+1.71073511352,+2.56601505734,+0,+2.14118914021,+0,+5.56683919151,+5.13780298599,+4.2822711349
2010-08-16 09:56:00 UTC,+5.13471526537,+1.28401358009,+4.70690660813,+4.70722702268,+0,+5.96271223809,+4.25961098705,+0,+2.98189790398,+0,+0,+3.85166897435,+1.71196467355,+2.56785930925,+0,+2.13910276603,+0,+5.56141493172,+5.1327970347,+4.27809853908
2010-08-16 09:56:30 UTC,+5.13651781649,+0,+4.70855899314,+4.70887955741,+0,+5.95536902538,+4.25436504025,+0,+2.97822547099,+0,+0,+3.85304436319,+0,+2.56877626994,+0,+2.13813380137,+0,+5.55889576904,+5.13047214515,+4.27616068063
2010-08-16 09:57:00 UTC,+5.13817356818,+0,+4.71007680819,+4.71039750995,+0,+5.94633598836,+4.24791189304,+0,+2.97370793542,+0,+0,+0,+0,+2.5697909427,+3.8490457831,+0,+0,+5.55957410243,+5.13109816674,+4.27668248658
2010-08-16 09:57:30 UTC,+5.13978578946,+0,+4.71155471925,+4.7118755549,+0,+5.94480305123,+4.2468167719,+0,+0,+0,+0,+0,+0,+2.57059517833,+3.84465367694,+0,+0,+5.5532301766,+5.12524347296,+4.27180244041
2010-08-16 09:58:00 UTC,+5.14494230454,+0,+4.71628165757,+4.71660292127,+0,+5.94483956157,+0,+0,+0,+0,+0,+0,+0,+2.57311192071,+3.8450436782,+0,+0,+5.55379349155,+5.1257633461,+4.27223576876
2010-08-16 09:58:30 UTC,+5.13953761025,+1.28521958069,+4.71132721525,+4.71164803028,+4.67596258494,+5.95021909726,+0,+0,+0,+0,+0,+0,+0,+2.57040896561,+3.83515969769,+0,+3.40891544041,+5.53951714303,+5.11258796573,+4.26125373003
2010-08-16 09:59:00 UTC,+5.13328449718,+1.28365576506,+4.70559503371,+4.70591532941,+4.67076299432,+5.94360281165,+0,+0,+0,+0,+3.85031541681,+0,+1.71143835042,+2.56706986229,+3.84278014041,+0,+3.41568887419,+5.55052405425,+5.12274604212,+4.2697207638
2010-08-16 09:59:30 UTC,+5.13620049015,+1.28438501393,+4.70826810248,+4.70858864039,+4.67201426115,+5.94519500218,+0,+0,+0,+5.99125355484,+3.85212376588,+0,+1.71224217559,+2.56827554242,+3.84175720721,+0,+3.41477963956,+5.54904653706,+5.12138246849,+4.26858418809
2010-08-16 10:00:00 UTC,+5.13753206908,+1.28471802307,+4.70948875082,+4.70980939931,+4.67678584601,+5.95126666626,+0,+3.82649113304,+0,+5.99305376336,+3.85328127156,+0,+1.7127566958,+0,+3.83143110011,+0,+3.40560127493,+5.53413158429,+5.10761773313,+4.257110905
2010-08-16 10:00:30 UTC,+5.1430765717,+1.28610462505,+0,+4.71489246324,+4.67604066933,+0,+0,+3.82588143297,+0,+5.99955602891,+3.85746212564,+0,+1.71461511769,+0,+3.82962890545,+2.12760732345,+3.40399939348,+0,+5.10521540197,+4.25510849608
2010-08-16 10:01:00 UTC,+5.14180523548,+1.2857866818,+0,+0,+4.67437387599,+0,+0,+3.82451767046,+0,+5.99805188032,+3.85649498189,+0,+1.71418521485,+0,+3.83104947732,+2.12839654734,+3.40526206935,+0,+5.10710902869,+4.25668688594
2010-08-16 10:01:30 UTC,+5.14330926536,+1.28616281846,+0,+0,+4.68302737491,+0,+0,+3.83159792263,+0,+5.9997987053,+3.85761816275,+0,+1.71468447739,+0,+3.82749600837,+2.12642235466,+3.40210356706,+0,+0,+4.25273864547
2010-08-16 10:02:00 UTC,+5.14228400026,+0,+0,+0,+4.69009066038,+0,+0,+3.8373770694,+0,+5.99878378974,+3.85696558808,+0,+0,+0,+3.82743965034,+2.12639104395,+3.40205347321,+0,+0,+4.25267602637
2010-08-16 10:02:30 UTC,+5.13654360458,+0,+0,+0,+4.70096695027,+0,+0,+3.84627599798,+0,+5.99175018904,+3.85244309385,+3.85261264648,+0,+0,+3.82808399737,+2.12674902237,+3.40262266992,+0,+0,+4.25339195692
2010-08-16 10:03:00 UTC,+5.13429160906,+0,+0,+0,+4.70495406955,+0,+0,+3.84953823988,+2.9940993735,+5.98912179378,+3.85075307711,+3.85092253394,+0,+0,+3.83151004838,+2.12865242576,+3.40566791019,+0,+0,+0
2010-08-16 10:03:30 UTC,+0,+0,+0,+0,+4.70673984113,+0,+4.27866371389,+3.8509993496,+2.99523579327,+5.9834163884,+3.8470845911,+3.84725383991,+0,+2.5649157746,+0,+2.13000804225,+0,+0,+0,+0
2010-08-16 10:04:00 UTC,+0,+1.2831646705,+0,+0,+4.69664626494,+0,+4.26948825096,+3.84274083389,+2.98881249721,+5.98538309113,+3.84834915012,+3.84851847065,+0,+2.56575889377,+0,+0,+0,+0,+0,+0
2010-08-16 10:04:30 UTC,+0,+1.28390242329,+0,+0,+4.69802623382,+0,+4.27074269766,+3.84386991784,+2.98969067443,+5.98903332568,+0,+3.85086564712,+1.7116069006,+2.56732373746,+0,+0,+0,+0,+0,+0
2010-08-16 10:05:00 UTC,+0,+1.28214105889,+0,+0,+4.69777574427,+0,+4.27051499269,+3.84366496849,+2.98953126923,+5.98087679478,+0,+3.84562082863,+1.70927567225,+2.56382705912,+0,+0,+0,+0,+0,+0
2010-08-16 10:05:30 UTC,+0,+1.28417747531,+0,+0,+4.69939189658,+0,+4.27198975796,+3.84499235357,+2.99056368081,+5.99017368091,+0,+3.8515989191,+1.71193282691,+2.56781081961,+0,+0,+0,+0,+0,+0
2010-08-16 10:06:00 UTC,+0,+1.28350160851,+4.70502997144,+0,+4.69919128,+0,+4.27180738903,+0,+2.99043601316,+5.98707244278,+0,+3.84960475876,+1.71104645819,+2.56648133084,+0,+0,+0,+5.5386423321,+0,+0
2010-08-16 10:06:30 UTC,+0,+1.28311892254,+4.70362723235,+0,+4.69662368738,+5.97651743901,+4.26947333873,+0,+2.98880205788,+5.98531493889,+0,+3.84847464736,+1.71054414382,+2.56572789572,+0,+0,+0,+5.54744565128,+0,+0
2010-08-16 10:07:00 UTC,+0,+1.28448647816,+4.70864002068,+4.70896059227,+0,+5.96749217722,+4.26302574663,+0,+2.98428841153,+5.99184491663,+0,+3.85267355823,+0,+2.56852727186,+0,+0,+0,+5.54722417877,+5.11970064739,+0
2010-08-16 10:07:30 UTC,+0,+0,+4.70916341299,+4.70948403201,+0,+5.95597991174,+4.25480145374,+0,+2.97853098291,+0,+0,+3.85356982874,+0,+2.56912480735,+3.84921531917,+2.13848890267,+0,+5.55981897908,+5.13132415888,+0
2010-08-16 10:08:00 UTC,+0,+0,+4.70713907025,+4.70745950586,+0,+5.949669299,+4.25029319012,+0,+2.97537496611,+0,+0,+3.85192504575,+0,+2.56802824532,+3.84429688289,+2.13575460577,+3.4170334691,+5.5527148259,+5.12475764238,+0
2010-08-16 10:08:30 UTC,+0,+0,+4.71019854203,+4.71051925482,+0,+5.93894438591,+4.24263137654,+0,+2.97001130161,+0,+3.85398006096,+3.85415338205,+0,+2.5695138571,+3.84432988247,+2.13577293924,+3.41706280073,+5.55276249025,+5.12480163072,+0
2010-08-16 10:09:00 UTC,+0,+0,+4.71437097469,+4.71469206539,+0,+5.93293747196,+4.23834007308,+0,+2.96700716785,+0,+3.85774983018,+0,+0,+0,+3.8401283493,+2.13343870703,+3.41332827412,+5.5466938267,+5.11920099505,+4.26677437263
2010-08-16 10:09:30 UTC,+5.13855888603,+1.28497481553,+4.71043002616,+4.71075075991,+0,+5.94350905841,+4.24589235125,+3.82149877299,+2.97229415205,+0,+3.85448328826,+0,+1.71329192878,+0,+3.83840281327,+2.13248005655,+3.41179453397,+5.5441956165,+5.11690085899,+4.26485239391
2010-08-16 10:10:00 UTC,+5.14052434225,+1.28546634847,+4.71223174501,+4.71255264197,+0,+5.93978853753,+4.24323443341,+3.81910647825,+0,+0,+3.85598161039,+0,+1.71395794527,+0,+3.83371095051,+2.12987341349,+3.40762417875,+5.53741873938,+5.11064661599,+4.25963930193
2010-08-16 10:10:30 UTC,+5.13428057301,+1.28390486963,+4.70650812892,+4.70682850735,+0,+5.94185081128,+4.24470770941,+3.82043252016,+0,+0,+3.85133453986,+0,+1.71189228424,+0,+3.83561510375,+2.13093129776,+3.4093166825,+5.54016907822,+5.11318484805,+4.26175499166
2010-08-16 10:11:00 UTC,+5.13519651519,+1.28413393391,+4.70734776621,+4.70766822074,+0,+5.94537938657,+4.24722850243,+3.82270139382,+0,+0,+3.85198024011,+0,+1.71217930332,+0,+3.83637069984,+0,+3.40998829297,+5.54126045326,+5.11419205606,+4.26259452857
2010-08-16 10:11:30 UTC,+5.13644560612,+1.28444631397,+4.70849279843,+4.70881335669,+0,+5.95369640412,+0,+3.82805555731,+0,+0,+3.85287016055,+0,+1.71257488027,+0,+3.83201221576,+0,+3.40611738515,+5.53497018175,+5.10838689172,+4.25775575648
2010-08-16 10:12:00 UTC,+5.13832986505,+1.28491754062,+4.71022008436,+4.7105407991,+0,+5.9618465727,+0,+3.83329613234,+0,+0,+3.85428060468,+0,+1.71320183427,+0,+3.83088646574,+0,+3.40511676204,+5.53334415724,+5.10688626673,+4.25650494211
2010-08-16 10:12:30 UTC,+5.13855643385,+1.28497420229,+4.71042777826,+4.71074851183,+0,+5.97179302797,+0,+3.83969172269,+0,+5.9943580192,+3.8541162061,+0,+0,+2.56960462917,+3.82158563818,+0,+3.39684971994,+5.51991011482,+5.09448826314,+4.24617084629
2010-08-16 10:13:00 UTC,+5.13646083622,+1.28445012282,+4.70850675975,+4.70882731929,+4.69612337081,+5.97587089521,+0,+3.84231379919,+0,+5.9919202549,+3.85254876516,+0,+0,+2.56855956912,+3.82388621,+0,+3.39889458356,+5.52323304269,+5.09755492521,+4.24872699833
2010-08-16 10:13:30 UTC,+5.13500727096,+0,+4.70717428744,+4.70749472625,+4.69720126301,+5.97724247222,+0,+3.84319572581,+0,+5.99021057043,+3.85144946712,+0,+0,+2.56782663402,+3.82874730306,+0,+0,+5.53025436739,+0,+4.25412813076
2010-08-16 10:14:00 UTC,+5.13507124294,+0,+0,+4.70755337419,+4.69671015096,+5.97661755066,+0,+3.84279390011,+0,+5.98977791742,+3.85117127859,+3.85134163004,+0,+2.56764115735,+0,+0,+0,+5.53500470232,+0,+4.25778231132
2010-08-16 10:14:30 UTC,+5.13251583176,+0,+0,+4.70521063574,+4.70102651447,+5.98210995988,+0,+3.84632552962,+0,+5.98717044729,+0,+3.8496649752,+1.71118058251,+2.56652334497,+0,+2.12977140563,+0,+5.53715353441,+0,+4.25943529382
2010-08-16 10:15:00 UTC,+5.13795850159,+0,+0,+0,+4.699716147,+5.98044256684,+0,+3.84525339276,+0,+5.99330966889,+0,+3.85361261591,+1.71282912747,+2.56915520547,+0,+2.12883579306,+0,+5.5347210835,+0,+4.25756413841
2010-08-16 10:15:30 UTC,+5.13466997855,+1.28400169703,+0,+0,+4.69951138679,+5.98018201728,+0,+3.84508585886,+2.99063618641,+5.98955000262,+0,+3.85119507635,+1.71175457267,+2.56754345118,+0,+2.1323761845,+0,+5.54392556492,+0,+4.26464465755
2010-08-16 10:16:00 UTC,+5.13381951949,+1.28378900934,+0,+0,+4.70453528393,+0,+0,+0,+2.99383326809,+5.98854726972,+0,+3.85055029924,+1.71146798031,+2.56711358343,+0,+2.129438836,+0,+5.53628890376,+0,+4.25877017935
2010-08-16 10:16:30 UTC,+5.13156663245,+1.28322559445,+0,+0,+4.70252084233,+0,+0,+0,+2.99255132816,+5.98588765917,+0,+3.84884011717,+1.71070783374,+2.56597341872,+0,+2.12930874767,+0,+0,+0,+4.25851001238
2010-08-16 10:17:00 UTC,+5.13334989802,+1.28367392732,+0,+0,+4.69715081388,+0,+4.26995251901,+0,+2.98913397723,+5.98803461659,+0,+3.85022065318,+1.7113214583,+2.56689381104,+0,+2.12756930752,+0,+0,+0,+4.25503126174
2010-08-16 10:17:30 UTC,+5.13201294836,+1.28333957402,+0,+0,+4.69276302026,+0,+4.26596382909,+0,+2.98634169577,+5.98641133874,+0,+3.84918262321,+1.71086007179,+2.56620176475,+0,+2.12823501326,+0,+0,+0,+4.25636262359
2010-08-16 10:18:00 UTC,+5.12980237146,+1.28278673817,+0,+0,+4.69360359955,+0,+4.26672795121,+0,+2.98687661929,+5.9840535637,+0,+3.84766652261,+0,+2.5651909926,+3.82734313236,+2.12633761311,+3.40196726955,+0,+0,+4.25256796479
2010-08-16 10:18:30 UTC,+0,+1.28373676416,+0,+0,+4.68895518015,+0,+4.26250234147,+0,+2.98391848213,+5.98834163039,+3.8502535437,+3.8504238427,+0,+0,+3.82910785265,+0,+3.40353584149,+0,+0,+4.25452873534
2010-08-16 10:19:00 UTC,+0,+1.28226823,+4.70050361858,+0,+4.67995434962,+0,+4.25432020619,+0,+2.97819057996,+5.98158357311,+3.84590821431,+3.84607826491,+0,+0,+3.83227978144,+0,+3.40635521095,+0,+5.10874355689,+4.25805304717
2010-08-16 10:19:30 UTC,+0,+0,+4.7067119306,+0,+4.67112581209,+0,+4.24629469273,+3.82186090583,+2.97257232062,+5.9893422568,+3.85089693144,+3.85106726721,+0,+0,+3.83165094917,+0,+3.40579627326,+0,+5.10790532317,+0
2010-08-16 10:20:00 UTC,+0,+0,+4.70054064407,+4.70086227255,+4.67429444604,+0,+4.24916870761,+3.82445346843,+2.97458875962,+5.98141049733,+3.84579692916,+3.8459669734,+1.70943077062,+0,+3.83166116892,+0,+3.4058053571,+0,+5.1079189462,+0
2010-08-16 10:20:30 UTC,+0,+0,+4.69577689,+4.6960980828,+4.68341093137,+0,+4.25745595198,+3.83191253708,+2.98039026166,+5.9753847906,+3.84192248997,+3.84209231265,+1.70770855035,+0,+3.83566345732,+0,+3.4093627919,+0,+5.11325399791,+0
2010-08-16 10:21:00 UTC,+0,+0,+4.70371553361,+4.70403745233,+4.68060119754,+0,+4.25490179316,+3.82961362511,+2.97860221771,+0,+3.84899391555,+0,+1.71085185744,+0,+3.83207157408,+0,+3.4061701458,+0,+5.10846601635,+0
2010-08-16 10:21:30 UTC,+0,+1.28222867227,+4.70035861978,+4.7006802316,+4.67701150399,+5.95155177034,+4.25163862027,+3.82667655346,+2.976317827,+0,+3.84608877132,+0,+1.70956049687,+2.56425249668,+3.83656684875,+2.13146201323,+3.41016577155,+0,+5.11445821911,+0
2010-08-16 10:22:00 UTC,+0,+1.28265819189,+4.70193302411,+4.7022547799,+0,+5.95188105814,+4.25187386145,+3.82688828607,+2.97648250803,+0,+3.8474041351,+0,+1.71014518694,+2.56512948935,+3.83258275616,+2.12924857956,+3.40662451009,+5.53579426585,+5.10914742225,+0
2010-08-16 10:22:30 UTC,+0,+1.28512909368,+4.71099011726,+4.7113127008,+0,+5.95266730658,+4.25243555283,+3.82739384552,+2.97687572123,+0,+3.85475489425,+0,+1.71341265988,+2.57003046177,+3.82524877605,+2.12517405611,+3.40010570061,+5.52520112241,+5.09937122576,+0
2010-08-16 10:23:00 UTC,+0,+1.28354015536,+4.70516586185,+4.7054879132,+0,+5.95917023124,+4.25708120418,+3.83157523924,+2.9801279187,+0,+3.84999671945,+0,+1.71129761207,+2.56685804343,+3.82982053607,+2.12771397894,+3.40416931026,+5.53180453675,+5.10546538222,+0
2010-08-16 10:23:30 UTC,+0,+1.28446255761,+4.70854692845,+4.70886928876,+0,+5.95619061292,+4.25495258232,+3.82965933871,+0,+0,+3.85283902187,+0,+0,+2.56875309199,+3.83012994445,+2.12788587628,+3.40444432796,+5.53225144379,+5.10587782364,+0
2010-08-16 10:24:00 UTC,+5.13216834059,+1.28337843554,+4.70457307783,+4.70489507497,+0,+5.95912011538,+4.25704540184,+3.83154301481,+0,+0,+3.84964754286,+0,+0,+2.56662523686,+3.82961923969,+2.12760214514,+0,+5.53151378585,+5.10519705418,+0
2010-08-16 10:24:30 UTC,+5.13044249756,+1.2829468252,+4.70299100969,+4.70331286222,+0,+5.96285642141,+4.25971459698,+3.83394546705,+0,+0,+3.8484106406,+0,+0,+2.56580055688,+3.83024211741,+2.12794819597,+0,+5.53241346555,+5.10602735028,+0
2010-08-16 10:25:00 UTC,+5.13532106997,+1.28416689115,+4.70746316261,+4.7077854239,+0,+5.96067193311,+4.25815401128,+3.83254083664,+0,+0,+0,+0,+0,+2.56840061342,+0,+2.12804532236,+0,+5.53266597944,+5.10626039017,+4.25598325593
2010-08-16 10:25:30 UTC,+5.13791915158,+1.28481663671,+4.70984480566,+4.71016728461,+0,+5.96111926273,+0,+3.83282847052,+0,+0,+0,+0,+1.71314644188,+2.56963115406,+0,+0,+0,+5.52611847719,+5.1002178338,+4.25094660992
2010-08-16 10:26:00 UTC,+5.13188497722,+0,+4.70431332063,+4.70463529402,+0,+5.95972645877,+0,+3.83193289482,+0,+5.98633129405,+0,+3.84913115276,+1.71083719406,+2.56616744981,+0,+0,+0,+5.53328357181,+0,+4.25645833695
2010-08-16 10:26:30 UTC,+5.12851498671,+0,+4.70122407406,+4.70154576505,+0,+5.96205155859,+0,+0,+0,+5.98250246728,+0,+3.84666913389,+1.70974286893,+2.56452604152,+0,+0,+0,+5.53151199018,+0,+4.25509555322
2010-08-16 10:27:00 UTC,+5.12773492814,+0,+4.70050899986,+4.70083062543,+0,+5.96250181224,+0,+0,+0,+5.98155980696,+0,+3.84606298274,+1.70947344513,+2.56412192538,+0,+0,+0,+5.52770700027,+0,+4.25216857643
2010-08-16 10:27:30 UTC,+5.1293085943,+0,+0,+4.70227332604,+0,+5.96263333347,+0,+0,+0,+5.98333658816,+0,+3.84720549173,+1.70998127077,+2.56488362699,+0,+0,+0,+5.53126213969,+0,+4.25490335651
2010-08-16 10:28:00 UTC,+5.12894055571,+1.28257120951,+0,+4.70193591681,+4.68691402624,+5.96415235345,+0,+0,+0,+5.98315453305,+0,+3.84708842634,+1.70992923722,+0,+0,+0,+3.40162522106,+5.52767036133,+0,+4.25214039204
2010-08-16 10:28:30 UTC,+5.13418646637,+1.28388314191,+0,+4.70674524573,+4.67994879792,+5.95528936516,+0,+0,+2.978187047,+5.98889850444,+3.85061160533,+3.8507819248,+1.71157093389,+0,+0,+2.12645165396,+3.40214972292,+5.52852268315,+0,+4.25279603798
2010-08-16 10:29:00 UTC,+5.13695160293,+1.28457466567,+0,+0,+4.67861789333,+5.9535958397,+0,+0,+2.97734009279,+5.99223192705,+3.85275494595,+3.8529253879,+0,+0,+3.82747044243,+2.1264083425,+3.40208042914,+5.52841007992,+0,+4.25270941828
2010-08-16 10:29:30 UTC,+5.13723983627,+1.28464674899,+0,+0,+4.67681889429,+5.95130668206,+0,+0,+2.97619525502,+5.99256538016,+3.85296935129,+3.85313980551,+0,+0,+3.82854962264,+2.12700790032,+3.40303965864,+5.52996883935,+0,+4.25390848919
2010-08-16 10:30:00 UTC,+5.1295603921,+1.28272622235,+0,+0,+4.67987194591,+5.95519157398,+0,+3.8290169546,+2.97813814031,+5.98363883183,+3.84722971485,+3.847399841,+0,+0,+3.83281873926,+2.12937968418,+3.40683426371,+5.536135118,+0,+4.25865188012
2010-08-16 10:30:30 UTC,+5.13334424041,+1.28367251238,+0,+0,+4.68225856381,+5.95822845434,+4.25640840441,+3.83096967497,+2.97965692393,+5.98802128035,+3.85004756336,+3.85021785057,+0,+0,+3.82517427103,+2.12513266352,+3.4000394768,+5.52509350792,+0,+4.25015815549
2010-08-16 10:31:00 UTC,+5.12862308323,+1.2824918139,+0,+0,+4.67642252318,+5.95080231486,+4.25110321354,+3.82619465191,+2.97594301441,+5.98216587853,+3.84628262802,+3.84645270005,+1.7096466678,+2.56438174681,+3.82442258455,+2.12471505068,+3.39937134018,+5.52400777791,+5.09826991262,+4.24932296099
2010-08-16 10:31:30 UTC,+5.12501683699,+1.28158993958,+0,+0,+4.67220232216,+5.94543226997,+4.2472668846,+3.82274170171,+2.97325738457,+5.97797690161,+3.84358917855,+3.84375909654,+1.70844940722,+2.56258594286,+3.82311633917,+2.12398934275,+3.39821028375,+5.5221210473,+5.09652868741,+4.2478715993
2010-08-16 10:32:00 UTC,+5.12277564613,+1.28102944749,+0,+0,+4.67477753825,+5.94870913428,+4.24960785745,+3.82484873237,+2.97489618735,+5.97533978208,+3.84189355016,+3.84206337118,+1.70769568637,+2.56145541631,+3.82312994581,+2.12399690217,+3.39822237802,+5.52214070064,+5.09654682511,+4.24788671757
2010-08-16 10:32:30 UTC,+5.11698809274,+1.27958205698,+4.69065745116,+0,+4.66857791664,+5.94082035227,+4.24397215728,+3.81977622875,+2.97095090398,+5.96864707235,+3.8375902377,+3.83775981254,+1.70578282826,+2.5585862681,+3.8256011897,+2.1253698458,+3.40041894354,+5.52571014592,+5.09984099313,+4.25063250236
2010-08-16 10:33:00 UTC,+5.12387318045,+0,+4.69696896287,+0,+4.66551563142,+0,+4.24118841948,+3.81727068015,+2.96900214262,+5.9766583836,+3.84274139121,+3.84291126072,+1.70807255874,+2.56202069749,+3.82761765132,+0,+3.40221127577,+5.52862270727,+5.10252893658,+4.25287298123
2010-08-16 10:33:30 UTC,+5.13278428524,+0,+4.70513770995,+0,+4.6700601017,+0,+4.24531952184,+3.82098894618,+2.97189412931,+5.98732847912,+3.84960210264,+0,+1.71112220163,+2.56659494049,+3.82264025174,+0,+3.39778711337,+5.52143339037,+5.09589406291,+4.24734262132
2010-08-16 10:34:00 UTC,+5.13391269305,+0,+4.70617211343,+4.7064942567,+4.66908498443,+0,+4.24443310185,+3.82019110944,+2.97127358919,+5.98874185681,+3.85051088324,+0,+1.71152616208,+2.56720085187,+3.82417962134,+0,+3.39915538227,+5.52365684373,+5.09794604247,+4.24905300597
2010-08-16 10:34:30 UTC,+0,+0,+4.70944923016,+4.70977167293,+4.66930121102,+0,+4.24462966035,+3.8203680251,+2.97141119035,+5.99306078235,+3.85328788744,+0,+0,+2.56905236419,+3.8236469295,+0,+0,+5.52288742781,+5.09723596428,+4.24846113515
2010-08-16 10:35:00 UTC,+0,+1.28322889791,+4.70402494752,+4.70434689454,+4.67504007116,+0,+4.2498465102,+3.82506353567,+2.9750632567,+5.98621068455,+3.84888337751,+0,+0,+2.5661157448,+3.82324400124,+0,+0,+5.52230544139,+5.09669886091,+4.24801344388
2010-08-16 10:35:30 UTC,+0,+1.28268313055,+4.70202443692,+4.70234620103,+4.682150376,+0,+4.25631005744,+3.83088115617,+2.97958807592,+5.98402633887,+0,+0,+0,+2.56517932132,+3.81967202602,+0,+0,+0,+5.09193741834,+4.24404464293
2010-08-16 10:36:00 UTC,+0,+1.28309900597,+4.7035488285,+4.70387073201,+4.68411498441,+0,+4.2580959639,+3.8324885902,+2.98083830331,+5.98596714639,+0,+0,+0,+2.56601134063,+3.81720505107,+2.12070522115,+0,+0,+5.08864894148,+4.2413036014
2010-08-16 10:36:30 UTC,+0,+1.28245887839,+4.70120244036,+4.70152412935,+4.68386908283,+0,+4.2578724297,+3.8322873946,+2.98068181773,+0,+0,+0,+1.71000051615,+2.56491249366,+3.8305197248,+2.1281024257,+0,+0,+5.10639740096,+4.25609745836
2010-08-16 10:37:00 UTC,+0,+1.28359869071,+4.70538042336,+4.70570249429,+4.67861101359,+0,+4.25309263754,+3.82798526526,+2.97733571469,+0,+0,+0,+1.71153051303,+2.56720737798,+0,+2.12942845688,+0,+0,+5.10957901043,+0
2010-08-16 10:37:30 UTC,+0,+1.28149786307,+4.6976798383,+4.69800120515,+4.68313777666,+0,+4.25720764357,+3.83168904308,+0,+0,+0,+0,+1.70875717006,+2.56304756477,+0,+2.1288172517,+0,+0,+5.1081125168,+0
2010-08-16 10:38:00 UTC,+0,+1.281863484,+4.69902002191,+4.69934151135,+4.67711483173,+0,+4.2517325493,+3.82676109576,+0,+0,+0,+0,+1.709249007,+2.56378528448,+0,+2.12954337819,+3.40709615693,+0,+5.1098547466,+0
