# file...... Output/hvac/house_hvac_file_057.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_8A_tm_3_A_8_Meter_98_1121:hvac_load,house_3_9A_tm_3_A_9_Meter_98_1122:hvac_load,house_3_10A_tm_3_A_10_Meter_98_1123:hvac_load,house_3_11A_tm_3_A_11_Meter_98_1124:hvac_load,house_3_12A_tm_3_A_12_Meter_98_1125:hvac_load,house_3_13A_tm_3_A_13_Meter_98_1126:hvac_load,house_3_14A_tm_3_A_14_Meter_98_1127:hvac_load,house_3_15A_tm_3_A_15_Meter_98_1128:hvac_load,house_3_1B_tm_3_B_1_Meter_99_1129:hvac_load,house_3_2B_tm_3_B_2_Meter_99_1130:hvac_load,house_3_3B_tm_3_B_3_Meter_99_1131:hvac_load,house_3_4B_tm_3_B_4_Meter_99_1132:hvac_load,house_3_5B_tm_3_B_5_Meter_99_1133:hvac_load,house_3_6B_tm_3_B_6_Meter_99_1134:hvac_load,house_3_7B_tm_3_B_7_Meter_99_1135:hvac_load,house_3_8B_tm_3_B_8_Meter_99_1136:hvac_load,house_3_9B_tm_3_B_9_Meter_99_1137:hvac_load,house_3_10B_tm_3_B_10_Meter_99_1138:hvac_load,house_3_11B_tm_3_B_11_Meter_99_1139:hvac_load,house_3_12B_tm_3_B_12_Meter_99_1140:hvac_load
2010-08-16 00:05:00 UTC,+0,+0,+6.07817097975,+0,+4.77598222576,+0,+0,+0,+0,+0,+0,+0,+6.93753758,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:05:30 UTC,+0,+0,+6.08415927781,+3.04257930689,+4.78068758299,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:06:00 UTC,+0,+0,+6.08682404157,+3.04391195585,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:06:30 UTC,+0,+0,+6.08915490899,+3.04507762312,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:07:00 UTC,+0,+0,+0,+3.05083608951,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20695949469,+0,+0,+0,+0,+0
2010-08-16 00:07:30 UTC,+0,+0,+0,+3.05323735232,+0,+0,+0,+0,+1.73586024684,+0,+0,+0,+0,+0,+5.20696676329,+0,+0,+0,+0,+0
2010-08-16 00:08:00 UTC,+0,+0,+0,+3.0519054978,+0,+0,+0,+0,+1.73579776566,+0,+0,+0,+0,+0,+5.20677934629,+0,+0,+0,+0,+0
2010-08-16 00:08:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+1.73731965863,+0,+0,+0,+0,+0,+5.21134437868,+0,+0,+0,+0,+0
2010-08-16 00:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+1.73712822505,+0,+0,+0,+0,+0,+5.21077015927,+0,+0,+0,+0,+0
2010-08-16 00:09:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.2133499353,+0,+0,+4.34461480203,+0,+0
2010-08-16 00:10:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21276648883,+0,+0,+4.3441285777,+0,+0
2010-08-16 00:10:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.214356437,+0,+0,+4.3454535861,+0,+0
2010-08-16 00:11:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21848778688,+0,+0,+4.34889651172,+0,+0
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.35082325243,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.35041841335,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.35178148573,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.34953467656,+0,+0
2010-08-16 00:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.946882542,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.80182807401,+0,+0,+0,+0,+6.94312863759,+0,+0,+0,+0,+0,+6.07536059492,+0
2010-08-16 00:15:30 UTC,+0,+0,+0,+0,+0,+0,+0,+4.8007578124,+0,+0,+0,+0,+6.94484506643,+0,+0,+0,+0,+0,+6.07686250685,+0
2010-08-16 00:16:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.79907609444,+0,+0,+0,+0,+6.94573405711,+0,+0,+0,+0,+0,+6.0776403927,+0
2010-08-16 00:16:30 UTC,+0,+0,+0,+0,+4.79355917574,+0,+0,+4.79377697854,+0,+0,+0,+0,+6.950228098,+0,+0,+0,+0,+0,+6.08157277458,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,+4.79176503743,+0,+0,+4.7919827261,+0,+0,+0,+0,+6.94979135089,+0,+0,+0,+0,+0,+6.08119061152,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+4.78930272729,+0,+0,+4.78952025929,+0,+0,+0,+0,+6.95140609106,+0,+0,+0,+0,+0,+6.08260354369,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+4.79193086416,+0,+0,+4.79214856336,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.08681959597,+0
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+4.79269974843,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:00 UTC,+0,+0,+0,+0,+4.79417407409,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:30 UTC,+0,+0,+0,+0,+4.7906022514,+4.35518897216,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:20:00 UTC,+0,+0,+0,+0,+4.79267326429,+4.35707176374,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:20:30 UTC,+0,+0,+0,+0,+0,+4.35914678508,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:00 UTC,+0,+0,+0,+0,+0,+4.35843324182,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:30 UTC,+4.35785247383,+0,+6.09915462112,+0,+0,+4.3569380352,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:00 UTC,+4.35289363828,+0,+6.09303147924,+0,+0,+4.35256389272,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:30 UTC,+4.35662191852,+0,+6.09824998685,+0,+0,+4.35629179846,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:00 UTC,+4.35629093362,+0,+6.0977867043,+0,+0,+0,+0,+0,+1.73734553512,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:30 UTC,+4.35437607436,+0,+6.09510645851,+0,+0,+0,+0,+0,+1.73871187788,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,+4.3553291967,+0,+6.09644055237,+0,+0,+0,+0,+0,+1.73831989296,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:30 UTC,+4.357490382,+0,+6.09946558304,+0,+0,+0,+0,+0,+1.73829066011,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:00 UTC,+0,+0,+6.10159900777,+3.05130091916,+0,+0,+0,+0,+0,+3.04125623244,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:30 UTC,+0,+0,+6.10017742714,+3.05058998648,+0,+0,+0,+0,+0,+3.04041837946,+5.64533673003,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:00 UTC,+0,+0,+0,+3.05158304655,+0,+0,+0,+0,+0,+3.0370697788,+5.63911950769,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:30 UTC,+0,+0,+0,+3.05126388492,+0,+0,+0,+0,+0,+3.0417092458,+5.6477334337,+0,+0,+0,+0,+3.47603382891,+0,+0,+0,+0
2010-08-16 00:27:00 UTC,+0,+0,+0,+3.05063315583,+0,+0,+0,+0,+0,+3.04157949708,+5.64749253405,+0,+0,+0,+0,+3.47588555573,+0,+0,+0,+0
2010-08-16 00:27:30 UTC,+0,+0,+0,+3.04980863696,+0,+0,+0,+0,+0,+3.04119315275,+5.64677522284,+0,+6.95169688877,+0,+0,+3.47544405235,+0,+0,+0,+0
2010-08-16 00:28:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04180324615,+5.64790796065,+0,+6.95082111732,+0,+0,+3.47614124985,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.64029911106,+0,+6.94145705121,+4.77271053276,+0,+3.47145802039,+0,+0,+0,+0
2010-08-16 00:29:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.63483076451,+0,+6.93472726132,+4.76808328195,+0,+3.46809226544,+0,+0,+0,+0
2010-08-16 00:29:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.63353144111,+0,+6.93312820875,+4.7669838097,+5.2007409735,+3.46729253481,+0,+0,+6.0666100058,+0
2010-08-16 00:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.93370123115,+4.76737780689,+5.20117083089,+0,+0,+0,+6.06711141265,+0
2010-08-16 00:30:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.93489400472,+4.76819793093,+5.2020655997,+0,+0,+0,+6.06815511503,+0
2010-08-16 00:31:00 UTC,+0,+0,+0,+0,+0,+0,+3.92091602878,+0,+0,+0,+0,+0,+6.93619789902,+4.76909445906,+5.20304372661,+0,+0,+0,+6.06929605043,+0
2010-08-16 00:31:30 UTC,+0,+0,+0,+0,+0,+0,+3.92206396249,+0,+0,+0,+0,+0,+0,+0,+5.20332581446,+0,+0,+0,+6.06962509158,+0
2010-08-16 00:32:00 UTC,+0,+0,+0,+0,+4.79649941057,+0,+3.9239957068,+0,+0,+0,+0,+0,+0,+0,+5.20676036784,+0,+0,+0,+6.0736313238,+0
2010-08-16 00:32:30 UTC,+0,+0,+0,+0,+4.78554490277,+0,+3.9158611294,+0,+0,+0,+0,+0,+0,+0,+5.21455052355,+0,+0,+0,+6.0827181455,+0
2010-08-16 00:33:00 UTC,+0,+0,+0,+0,+4.78608649965,+0,+3.91630431449,+0,+0,+0,+0,+0,+0,+0,+5.21241636332,+0,+0,+0,+0,+0
2010-08-16 00:33:30 UTC,+0,+0,+0,+0,+4.78573593484,+0,+3.91601744968,+0,+0,+0,+0,+0,+0,+0,+5.21722118403,+0,+0,+0,+0,+0
2010-08-16 00:34:00 UTC,+0,+0,+0,+0,+4.78556017743,+0,+3.91587362857,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,+0,+0,+4.78294047771,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:00 UTC,+0,+0,+0,+0,+4.78497567842,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:30 UTC,+0,+0,+0,+0,+4.78367493577,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:00 UTC,+0,+0,+0,+0,+4.78435441798,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+1.73770500959,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+1.73545584282,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+1.73596023615,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:39:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+1.73654673692,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:39:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.64708569959,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:40:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.64861492609,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:40:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.64729468809,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:41:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.64523566429,+6.94707317194,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:41:30 UTC,+4.35277939497,+0,+6.09287157199,+0,+0,+0,+0,+0,+0,+0,+0,+5.64605122089,+6.94807677317,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:42:00 UTC,+4.35112776218,+0,+6.09055976658,+0,+0,+0,+0,+0,+0,+0,+0,+5.6523384921,+6.95581371431,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:42:30 UTC,+4.35487413559,+0,+6.09580359934,+0,+0,+0,+0,+0,+0,+0,+0,+5.646157598,+6.94820767786,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:00 UTC,+4.35246309267,+0,+6.0924288407,+0,+0,+0,+0,+0,+0,+0,+0,+5.64881182608,+6.95147389723,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:30 UTC,+4.35753183759,+0,+6.09952360879,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.94714427852,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:44:00 UTC,+4.35470899346,+0,+6.09557244823,+3.04828703575,+0,+0,+0,+0,+0,+0,+0,+0,+6.94980370055,+0,+0,+0,+3.04134345231,+0,+6.08120141773,+0
2010-08-16 00:44:30 UTC,+4.35351957396,+0,+6.09390760709,+3.04745444835,+0,+4.35318976553,+0,+0,+0,+0,+0,+0,+6.95176463054,+0,+0,+0,+3.0422016383,+0,+6.0829172734,+0
2010-08-16 00:45:00 UTC,+0,+0,+6.094899706,+3.0479505972,+0,+4.35389848371,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04292048737,+0,+6.08435453899,+0
2010-08-16 00:45:30 UTC,+0,+0,+6.0888119222,+3.0449060953,+0,+4.34954959964,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04289052037,+0,+6.08429462292,+0
2010-08-16 00:46:00 UTC,+0,+0,+0,+3.04646970427,+0,+4.35178311907,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04294047069,+0,+6.08439449361,+0
2010-08-16 00:46:30 UTC,+0,+0,+0,+3.04600063713,+0,+4.35111308538,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04310580814,+0,+6.08472506916,+0
2010-08-16 00:47:00 UTC,+0,+0,+0,+0,+0,+4.35044192466,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.08415343635,+0
2010-08-16 00:47:30 UTC,+0,+0,+0,+0,+0,+4.35012223334,+0,+4.7852462544,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:48:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.7877682862,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:48:30 UTC,+0,+0,+0,+0,+4.77982461089,+0,+0,+4.78004153943,+0,+3.04160522602,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:49:00 UTC,+0,+3.48077127868,+0,+0,+4.78590295824,+0,+0,+4.78612027384,+0,+3.04315378666,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:49:30 UTC,+0,+3.47814197131,+0,+0,+4.78228781398,+0,+0,+4.78250489941,+0,+3.04114104914,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:50:00 UTC,+0,+3.47364705974,+0,+0,+4.77610757288,+0,+0,+4.77632426457,+0,+3.04193025622,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:50:30 UTC,+0,+3.47543526892,+0,+0,+4.77856625614,+0,+0,+4.7787831045,+1.73697906009,+3.03963581899,+0,+0,+0,+4.77686118562,+0,+0,+0,+4.34210270199,+0,+0
2010-08-16 00:51:00 UTC,+0,+3.47980996833,+0,+0,+4.78458121258,+0,+0,+0,+1.73421352274,+3.03479628064,+0,+0,+0,+4.76814050454,+0,+0,+0,+4.335189535,+0,+0
2010-08-16 00:51:30 UTC,+0,+3.47464312767,+0,+0,+4.77747710815,+0,+0,+0,+1.73710116973,+3.03984950414,+0,+0,+0,+4.77607955461,+5.21066458043,+0,+0,+4.34240794622,+0,+0
2010-08-16 00:52:00 UTC,+0,+0,+0,+0,+4.78013419339,+0,+0,+0,+1.73797802868,+0,+0,+0,+0,+4.77849031591,+5.21329476045,+0,+0,+4.34459987918,+0,+0
2010-08-16 00:52:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.77594316614,+5.21051577837,+0,+0,+4.34228393793,+0,+0
2010-08-16 00:53:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.63639731929,+0,+0,+4.76940888227,+5.2033867675,+3.46905647638,+0,+4.3363427803,+0,+0
2010-08-16 00:53:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.63270680403,+0,+0,+4.76628601146,+5.19997966414,+3.46678497253,+0,+4.33350337683,+0,+0
2010-08-16 00:54:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.63856036198,+0,+0,+0,+5.20538370004,+3.4703878243,+0,+4.33800697908,+0,+0
2010-08-16 00:54:30 UTC,+0,+0,+0,+0,+0,+0,+3.92257617015,+0,+0,+0,+5.63719446266,+0,+6.93763621961,+0,+5.2041226945,+3.46954711633,+0,+0,+0,+0
2010-08-16 00:55:00 UTC,+0,+0,+0,+0,+0,+0,+3.9234974981,+0,+0,+0,+5.64458236921,+0,+6.94672837538,+0,+5.21094324888,+3.47409435597,+0,+0,+0,+0
2010-08-16 00:55:30 UTC,+0,+0,+0,+0,+0,+0,+3.92473857016,+0,+0,+0,+5.63913586851,+0,+6.94002547078,+0,+5.20591501069,+3.47074204724,+0,+0,+0,+0
2010-08-16 00:56:00 UTC,+0,+0,+0,+0,+0,+0,+3.92066810034,+0,+0,+0,+5.64090978074,+0,+6.94220859076,+0,+0,+3.47183388618,+0,+0,+0,+0
2010-08-16 00:56:30 UTC,+0,+0,+0,+0,+0,+0,+3.9198779013,+0,+0,+0,+5.63687908477,+0,+6.93724809003,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:57:00 UTC,+0,+0,+0,+0,+0,+0,+3.92177533651,+0,+0,+0,+5.63112747641,+0,+6.93016969521,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:57:30 UTC,+0,+0,+0,+0,+0,+0,+3.92238818865,+0,+0,+0,+0,+0,+6.92969814269,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.93745480426,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07332039404,+0
2010-08-16 00:59:00 UTC,+4.35231839867,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07693694748,+0
2010-08-16 00:59:30 UTC,+4.35477973039,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07437695535,+0
2010-08-16 01:00:00 UTC,+4.34912907639,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.0793976909,+0
2010-08-16 01:00:30 UTC,+4.3543204616,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07830868791,+0
2010-08-16 01:01:00 UTC,+4.35614526246,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07868105094,+0
2010-08-16 01:01:30 UTC,+4.3554882315,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07424633979,+0
2010-08-16 01:02:00 UTC,+4.35049095865,+0,+6.08969627016,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.08147646217,+0
2010-08-16 01:02:30 UTC,+0,+0,+6.09308228998,+3.04702776749,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:00 UTC,+0,+0,+6.09557220347,+3.0482729625,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:30 UTC,+0,+0,+6.09512799902,+3.04805081777,+0,+0,+0,+0,+1.73693666949,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:04:00 UTC,+0,+0,+6.09306902895,+3.04702955997,+0,+0,+0,+0,+1.73693338216,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:04:30 UTC,+0,+0,+6.09227832393,+3.04663412964,+0,+0,+0,+0,+1.73763393302,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:05:00 UTC,+0,+0,+6.09121555944,+3.04610264285,+4.78626594793,+0,+0,+0,+1.7373198879,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:05:30 UTC,+0,+0,+6.08954749019,+0,+4.78495522972,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04064138218,+0,+0,+0
2010-08-16 01:06:00 UTC,+0,+0,+6.0895296084,+0,+4.78494117873,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04292299084,+0,+0,+0
2010-08-16 01:06:30 UTC,+0,+0,+0,+0,+4.783791406,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.0470993385,+0,+0,+0
2010-08-16 01:07:00 UTC,+0,+0,+0,+0,+4.78256371003,+4.34789911208,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.0461515897,+0,+0,+0
2010-08-16 01:07:30 UTC,+0,+0,+0,+0,+4.779230711,+4.34486900339,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04659734228,+0,+0,+0
2010-08-16 01:08:00 UTC,+0,+0,+0,+0,+4.78365152991,+4.34888807499,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
