# file...... Output/hvac/house_hvac_file_016.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_12A_tm_2_A_12_Meter_35_301:hvac_load,house_2_13A_tm_2_A_13_Meter_35_302:hvac_load,house_2_14A_tm_2_A_14_Meter_35_303:hvac_load,house_2_15A_tm_2_A_15_Meter_35_304:hvac_load,house_2_1A_tm_2_A_1_Meter_37_305:hvac_load,house_2_2A_tm_2_A_2_Meter_37_306:hvac_load,house_2_3A_tm_2_A_3_Meter_37_307:hvac_load,house_2_4A_tm_2_A_4_Meter_37_308:hvac_load,house_2_5A_tm_2_A_5_Meter_37_309:hvac_load,house_2_6A_tm_2_A_6_Meter_37_310:hvac_load,house_2_7A_tm_2_A_7_Meter_37_311:hvac_load,house_2_8A_tm_2_A_8_Meter_37_312:hvac_load,house_2_9A_tm_2_A_9_Meter_37_313:hvac_load,house_2_10A_tm_2_A_10_Meter_37_314:hvac_load,house_2_11A_tm_2_A_11_Meter_37_315:hvac_load,house_2_12A_tm_2_A_12_Meter_37_316:hvac_load,house_2_13A_tm_2_A_13_Meter_37_317:hvac_load,house_2_14A_tm_2_A_14_Meter_37_318:hvac_load,house_2_15A_tm_2_A_15_Meter_37_319:hvac_load,house_2_1B_tm_2_B_1_Meter_38_320:hvac_load
2010-08-16 07:17:30 UTC,+0,+0,+0,+3.86408984693,+3.00430105901,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.2916596843,+0,+4.72094004042,+0,+0
2010-08-16 07:18:00 UTC,+0,+0,+0,+3.86270865459,+3.00347283237,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.2904765779,+0,+0,+0,+0
2010-08-16 07:18:30 UTC,+0,+0,+0,+3.8651402158,+3.00506102781,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.29274528564,+5.58032865311,+0,+0,+0
2010-08-16 07:19:00 UTC,+0,+0,+0,+0,+3.00493512922,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.29256544184,+5.58009486673,+0,+0,+0
2010-08-16 07:19:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.29382715442,+5.581735019,+0,+0,+0
2010-08-16 07:20:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.29558597434,+5.58402138162,+0,+0,+0
2010-08-16 07:20:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.29283993297,+5.58045168907,+0,+0,+0
2010-08-16 07:21:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.58035075366,+0,+2.14672903204,+0
2010-08-16 07:21:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.5857389417,+0,+2.14880194679,+0
2010-08-16 07:22:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.14922505492,+0
2010-08-16 07:22:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.15004502362,+0
2010-08-16 07:23:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.15017578831,+0
2010-08-16 07:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:24:00 UTC,+3.87136438514,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:24:30 UTC,+3.87257533246,+0,+0,+0,+0,+0,+0,+0,+3.44157662359,+0,+0,+0,+0,+2.58133790737,+0,+0,+0,+0,+0,+0
2010-08-16 07:25:00 UTC,+3.87358629564,+0,+0,+0,+0,+0,+0,+0,+3.44249327379,+0,+0,+0,+0,+2.5820254493,+0,+0,+0,+0,+0,+0
2010-08-16 07:25:30 UTC,+3.87057464114,+0,+0,+0,+0,+0,+0,+0,+3.43986833459,+0,+0,+0,+0,+2.58005658945,+0,+0,+0,+0,+0,+0
2010-08-16 07:26:00 UTC,+3.87358769152,+0,+0,+0,+0,+0,+0,+0,+3.44248199023,+0,+0,+0,+0,+2.58201698596,+0,+0,+0,+0,+0,+0
2010-08-16 07:26:30 UTC,+3.87256764199,+0,+0,+0,+0,+0,+0,+0,+3.44173511206,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.44229862451,+0,+3.87241802886,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:27:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87327793034,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:28:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87313284737,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:28:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87162709784,+4.73146955115,+2.58130453544,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:29:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.86861386616,+4.7277872423,+2.57929549134,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:29:30 UTC,+0,+0,+0,+0,+0,+5.58508093836,+0,+0,+0,+0,+3.86707849472,+4.72591094725,+2.57827179673,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:30:00 UTC,+0,+0,+0,+0,+0,+5.58253304158,+0,+0,+0,+0,+3.86531429104,+4.72375500865,+2.57709553035,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:30:30 UTC,+0,+0,+3.00829154242,+0,+0,+5.58323055269,+3.43646704261,+0,+0,+0,+0,+4.72434521747,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:31:00 UTC,+0,+0,+3.00640983112,+0,+0,+5.57978065565,+3.43434354212,+0,+0,+0,+0,+4.72142603872,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:31:30 UTC,+0,+0,+3.00522019166,+0,+0,+5.57760455669,+3.43300409705,+0,+0,+0,+0,+4.71958470208,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:32:00 UTC,+0,+0,+3.01092536995,+0,+0,+5.58828149052,+3.4395760248,+0,+0,+0,+0,+4.72861913938,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:32:30 UTC,+0,+0,+3.00849426076,+0,+0,+5.58379063981,+3.43681179066,+0,+0,+0,+0,+4.72481914304,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:33:00 UTC,+0,+0,+0,+0,+0,+5.58171676682,+3.43553526841,+0,+0,+5.15228327394,+0,+4.72306430632,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:33:30 UTC,+0,+0,+0,+0,+0,+0,+3.43893294663,+0,+0,+5.15737850188,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:34:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.15850643307,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:34:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.15936999896,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.31414328691
2010-08-16 07:35:00 UTC,+0,+0,+0,+0,+3.00911719641,+0,+0,+0,+0,+5.15693944479,+0,+0,+0,+0,+4.72768990008,+0,+0,+0,+0,+4.31403852323
2010-08-16 07:35:30 UTC,+0,+0,+0,+0,+3.01037313811,+0,+0,+0,+0,+5.1599249506,+0,+0,+0,+0,+4.73042697773,+0,+0,+0,+2.15051546275,+4.31155152549
2010-08-16 07:36:00 UTC,+0,+0,+0,+0,+3.01081342057,+0,+0,+0,+0,+5.16067958567,+0,+0,+0,+0,+4.73111881849,+0,+0,+0,+2.15082999732,+4.31180815114
2010-08-16 07:36:30 UTC,+0,+0,+0,+3.872408064,+3.01060544857,+0,+0,+0,+0,+5.16032312596,+0,+0,+0,+0,+4.73079202031,+0,+0,+0,+2.15068142364,+4.31271237485
2010-08-16 07:37:00 UTC,+0,+0,+0,+3.869411193,+3.00831880238,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.72719888375,+0,+0,+4.72723594629,+2.14904786025,+4.31358592772
2010-08-16 07:37:30 UTC,+0,+0,+0,+3.86819602356,+3.00737809569,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.72572069812,+0,+0,+4.72575773842,+2.14837582619,+4.31259144706
2010-08-16 07:38:00 UTC,+0,+0,+0,+3.87174464633,+3.0101049949,+0,+0,+0,+0,+0,+0,+0,+0,+2.58035830854,+4.73000562913,+0,+0,+4.73004273387,+0,+4.31087600437
2010-08-16 07:38:30 UTC,+0,+0,+0,+3.87415023837,+3.01200501733,+0,+0,+0,+0,+0,+0,+0,+0,+2.58198711886,+4.73299124193,+0,+0,+4.73302839153,+0,+0
2010-08-16 07:39:00 UTC,+0,+0,+0,+3.87588832894,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.5832645055,+4.73533269446,+0,+0,+4.73536987921,+0,+0
2010-08-16 07:39:30 UTC,+0,+0,+0,+3.87578997686,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.58336360817,+0,+0,+0,+4.73555153736,+0,+0
2010-08-16 07:40:00 UTC,+0,+0,+0,+3.87712115886,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.3063033006,+0,+4.73703103977,+0,+0
2010-08-16 07:40:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.30360838707,+0,+4.73406653968,+0,+0
2010-08-16 07:41:00 UTC,+3.87384018874,+0,+0,+0,+0,+0,+0,+0,+3.44232004402,+0,+0,+0,+2.58184794684,+0,+0,+4.30251200631,+0,+0,+0,+0
2010-08-16 07:41:30 UTC,+3.87176437879,+0,+0,+0,+0,+0,+0,+0,+3.4404646299,+0,+0,+0,+2.58045630841,+0,+0,+4.30019301423,+0,+0,+0,+0
2010-08-16 07:42:00 UTC,+3.87246722221,+0,+0,+0,+0,+0,+0,+0,+3.44109348263,+0,+0,+0,+2.58092797433,+0,+0,+4.30097898674,+0,+0,+0,+0
2010-08-16 07:42:30 UTC,+3.87262983377,+0,+0,+0,+0,+0,+0,+5.16187417161,+3.44089119365,+0,+0,+0,+2.58077624911,+0,+0,+4.30072615554,+5.59070331528,+0,+0,+0
2010-08-16 07:43:00 UTC,+3.87087849173,+0,+0,+0,+0,+0,+0,+5.15804600161,+3.43919603169,+0,+0,+0,+0,+0,+0,+4.29860745492,+5.58794912892,+0,+0,+0
2010-08-16 07:43:30 UTC,+3.86932246155,+0,+3.00972579445,+0,+0,+0,+0,+5.1561604268,+3.43793875122,+0,+0,+0,+0,+0,+0,+4.29703604116,+5.58590638334,+0,+0,+0
2010-08-16 07:44:00 UTC,+3.86814575049,+0,+3.0088104722,+0,+0,+0,+0,+5.1553098075,+0,+0,+0,+0,+0,+0,+0,+0,+5.58498486126,+0,+0,+0
2010-08-16 07:44:30 UTC,+0,+0,+3.00819969282,+0,+0,+0,+0,+5.15430622613,+0,+0,+0,+0,+0,+0,+0,+0,+5.58389762707,+0,+0,+0
2010-08-16 07:45:00 UTC,+0,+0,+3.00943137679,+0,+0,+0,+0,+5.1563999683,+0,+0,+0,+0,+0,+0,+0,+0,+5.58616589166,+0,+0,+0
2010-08-16 07:45:30 UTC,+0,+0,+3.01196098187,+0,+0,+0,+0,+5.16037320151,+0,+0,+3.87067342799,+0,+0,+0,+0,+0,+5.59047031092,+0,+0,+0
2010-08-16 07:46:00 UTC,+0,+5.58880776964,+0,+0,+0,+0,+0,+5.15769276012,+0,+0,+3.86866283894,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:46:30 UTC,+0,+5.58866931428,+0,+0,+0,+0,+0,+5.15750890596,+0,+0,+3.86852493061,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:47:00 UTC,+0,+5.59148221036,+0,+0,+0,+0,+0,+5.16002131494,+0,+0,+3.8704094792,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:47:30 UTC,+0,+5.59204390239,+0,+0,+0,+0,+3.44087365719,+0,+0,+0,+3.87075433661,+0,+0,+0,+0,+0,+0,+0,+2.15066712953,+0
2010-08-16 07:48:00 UTC,+0,+5.59456288615,+0,+0,+0,+0,+3.44245108669,+0,+0,+0,+3.87252881467,+0,+0,+0,+0,+0,+0,+0,+2.1516530975,+0
2010-08-16 07:48:30 UTC,+0,+5.59565437233,+0,+0,+0,+0,+3.44306000683,+0,+0,+0,+3.87321379963,+0,+0,+0,+0,+0,+0,+0,+2.15203370136,+0
2010-08-16 07:49:00 UTC,+0,+0,+0,+0,+0,+0,+3.44443899798,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.15289563596,+0
2010-08-16 07:49:30 UTC,+0,+0,+0,+0,+0,+0,+3.44247374089,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.15166725745,+0
2010-08-16 07:50:00 UTC,+0,+0,+0,+0,+0,+0,+3.4433787158,+0,+0,+0,+0,+0,+0,+2.58264908197,+0,+0,+0,+0,+0,+0
2010-08-16 07:50:30 UTC,+0,+0,+0,+0,+0,+0,+3.43897751661,+0,+0,+5.15744533992,+0,+0,+0,+2.57934798225,+0,+0,+0,+0,+0,+0
2010-08-16 07:51:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.15773130552,+0,+0,+0,+2.57949100993,+0,+0,+0,+0,+0,+0
2010-08-16 07:51:30 UTC,+0,+0,+0,+0,+3.00612355489,+0,+0,+0,+0,+5.15264125335,+0,+0,+0,+2.5769451852,+0,+0,+0,+0,+0,+0
2010-08-16 07:52:00 UTC,+0,+0,+0,+0,+3.0066882093,+5.58315306833,+0,+0,+0,+5.15360905924,+0,+4.72427965298,+2.57738177297,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:52:30 UTC,+0,+0,+0,+0,+3.00731480842,+5.58431657191,+0,+0,+0,+5.15468303706,+0,+4.72526416786,+2.57791891803,+0,+0,+0,+0,+0,+0,+4.31157769183
2010-08-16 07:53:00 UTC,+0,+0,+0,+0,+3.00746532246,+5.58459605468,+0,+0,+0,+5.15494101503,+0,+4.72550065612,+2.5780479445,+0,+0,+0,+0,+0,+0,+4.31175066708
2010-08-16 07:53:30 UTC,+0,+0,+0,+0,+3.00802468363,+5.58563470718,+0,+0,+0,+5.15589974843,+0,+4.7263795265,+2.57852745059,+0,+0,+0,+0,+0,+0,+4.31044663285
2010-08-16 07:54:00 UTC,+0,+0,+0,+0,+3.00761300047,+5.58487027129,+0,+0,+0,+5.15519413205,+0,+4.72573268836,+2.57817453982,+0,+0,+0,+0,+0,+0,+4.3121743342
2010-08-16 07:54:30 UTC,+0,+0,+0,+3.8683719242,+3.00725798512,+5.58421105929,+0,+0,+0,+5.1545856431,+0,+4.72517488688,+0,+0,+0,+0,+0,+0,+0,+4.31320128339
2010-08-16 07:55:00 UTC,+0,+0,+0,+3.86847725917,+0,+5.58483330402,+0,+0,+3.43739968816,+0,+0,+4.72570140799,+0,+0,+0,+0,+0,+0,+0,+4.3136149449
2010-08-16 07:55:30 UTC,+0,+0,+3.00805889983,+3.86723242586,+0,+5.58261584104,+0,+0,+3.43603480752,+0,+0,+4.72382507058,+0,+0,+4.72418201403,+0,+0,+0,+0,+4.31106438939
2010-08-16 07:56:00 UTC,+3.86532319274,+0,+3.00661490352,+3.86537603306,+0,+5.57948001022,+0,+0,+3.43410465813,+0,+0,+4.72117164337,+0,+0,+4.72152832875,+0,+0,+4.72156530593,+0,+4.30883673569
2010-08-16 07:56:30 UTC,+3.86168223138,+0,+3.00378272726,+3.86173500472,+0,+0,+0,+0,+3.43126066379,+0,+0,+4.71726192955,+0,+0,+4.71761823462,+0,+0,+4.71765515287,+0,+0
2010-08-16 07:57:00 UTC,+3.86044971153,+0,+3.00282399321,+3.86050246218,+0,+0,+0,+0,+3.43047558538,+0,+0,+0,+0,+0,+4.71653886175,+0,+0,+4.71657576372,+0,+0
2010-08-16 07:57:30 UTC,+3.86132821151,+0,+0,+3.86138097833,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.71750589175,+0,+0,+4.7175428083,+0,+0
2010-08-16 07:58:00 UTC,+3.86106685355,+0,+0,+3.86111961556,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.71746444531,+0,+0,+4.71750136124,+0,+0
2010-08-16 07:58:30 UTC,+3.86032448528,+0,+0,+3.86037723363,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.71604052903,+4.28725517126,+0,+4.71607742349,+2.14397488789,+0
2010-08-16 07:59:00 UTC,+3.86082667064,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.71663719682,+4.28779758722,+0,+4.71667410028,+2.14424615365,+0
2010-08-16 07:59:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.71824694663,+4.28926097105,+0,+4.71828387436,+2.14497800141,+0
2010-08-16 08:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.29299253953,+0,+0,+2.14684418291,+0
2010-08-16 08:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.57727639094,+0,+4.29481498624,+0,+0,+2.1477556002,+0
2010-08-16 08:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.86471372905,+0,+0,+2.57674256247,+0,+4.29392544817,+5.5818627951,+0,+0,+0
2010-08-16 08:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.86329423205,+0,+0,+2.57579610422,+0,+4.29234832997,+5.57981263405,+0,+0,+0
2010-08-16 08:02:00 UTC,+0,+0,+0,+0,+0,+0,+3.43362971025,+0,+0,+0,+3.86261124967,+0,+2.57529330263,+2.57534072157,+0,+4.29158950912,+5.5788262115,+0,+0,+0
2010-08-16 08:02:30 UTC,+0,+0,+0,+0,+0,+0,+3.43478536642,+0,+0,+0,+3.86391127142,+0,+2.57616008006,+2.57620751897,+0,+0,+5.58070381598,+0,+0,+0
2010-08-16 08:03:00 UTC,+0,+0,+0,+0,+0,+0,+3.43748411226,+0,+0,+0,+3.86694714699,+0,+2.57818422186,+0,+0,+0,+5.58508849164,+0,+0,+0
2010-08-16 08:03:30 UTC,+0,+0,+0,+0,+0,+0,+3.43694062515,+0,+0,+0,+3.86633576699,+0,+2.57777658994,+0,+0,+0,+5.58420548343,+0,+0,+0
2010-08-16 08:04:00 UTC,+0,+0,+0,+0,+0,+0,+3.43790030309,+0,+0,+0,+3.86741532877,+0,+2.57849637769,+0,+0,+0,+5.58576468052,+0,+0,+0
2010-08-16 08:04:30 UTC,+0,+0,+0,+0,+0,+0,+3.44049564342,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:05:00 UTC,+0,+0,+0,+0,+0,+0,+3.43986823428,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:05:30 UTC,+0,+5.58852499713,+0,+0,+0,+0,+3.43911034109,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:06:00 UTC,+0,+5.5855798848,+3.00827126919,+0,+3.00756677969,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:06:30 UTC,+0,+5.57907803224,+3.00476930844,+0,+3.00352083022,+0,+0,+5.14838088996,+0,+5.14817410408,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:07:00 UTC,+0,+5.58010233263,+3.00532100661,+0,+3.00408597945,+0,+0,+5.14934959708,+0,+5.14914275563,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:07:30 UTC,+0,+5.57879533404,+3.00461704447,+0,+3.00315308887,+0,+0,+5.14775055434,+3.43233114099,+5.14754380461,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:08:00 UTC,+0,+5.57340172028,+3.00171199162,+0,+3.00029061237,+0,+0,+5.14284406014,+3.42905954451,+5.14263759192,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:08:30 UTC,+0,+5.57332882891,+0,+0,+3.00005688872,+0,+0,+5.1424434407,+3.42879241586,+5.14223699547,+0,+0,+0,+0,+0,+0,+0,+0,+2.14314936731,+4.3025365568
2010-08-16 08:09:00 UTC,+0,+0,+0,+0,+3.00028826126,+0,+0,+5.14284003014,+3.42905685736,+5.14263356215,+0,+0,+0,+0,+0,+0,+0,+0,+2.14331465879,+4.30146154085
2010-08-16 08:09:30 UTC,+3.85871126455,+0,+0,+0,+2.99984518931,+0,+0,+5.14208057238,+3.42855045927,+5.14187414797,+0,+0,+0,+0,+0,+0,+0,+0,+2.14299813024,+4.30248896409
2010-08-16 08:10:00 UTC,+3.85699383188,+0,+0,+0,+0,+0,+0,+5.14040802347,+0,+5.14021463076,+0,+0,+0,+0,+0,+0,+0,+0,+2.14230643307,+4.29970676858
2010-08-16 08:10:30 UTC,+3.85927260391,+0,+0,+3.85932533289,+0,+5.57099275109,+0,+5.14257473719,+0,+0,+0,+0,+0,+2.57182113491,+0,+0,+0,+0,+2.14320948565,+4.30422745087
2010-08-16 08:11:00 UTC,+3.85901148844,+0,+0,+3.85906421262,+0,+5.57069097656,+0,+5.1422961685,+0,+0,+0,+4.71373195762,+0,+2.5716818133,+0,+0,+0,+0,+0,+4.30631129462
2010-08-16 08:11:30 UTC,+3.86242573127,+0,+0,+3.86247851828,+0,+5.57607115198,+0,+0,+0,+0,+0,+4.71828446303,+2.5741157323,+2.57416570362,+0,+0,+0,+0,+0,+4.30531580734
2010-08-16 08:12:00 UTC,+3.8647243497,+0,+0,+3.864777179,+0,+5.57891357151,+0,+0,+0,+0,+0,+4.72068961332,+2.57542797223,+2.57547797646,+0,+0,+0,+4.72109694089,+0,+4.3079818211
2010-08-16 08:12:30 UTC,+3.86735010877,+0,+0,+3.86740298637,+0,+5.58267379013,+0,+0,+0,+0,+0,+4.72387137128,+2.57716392584,+0,+0,+0,+0,+4.7242790749,+0,+0
2010-08-16 08:13:00 UTC,+0,+0,+0,+3.8728372613,+0,+5.59015552387,+0,+0,+0,+0,+0,+4.73020213788,+2.58061796504,+0,+4.73056244087,+0,+0,+4.73061058955,+0,+0
2010-08-16 08:13:30 UTC,+0,+0,+0,+3.87476684398,+0,+5.59287894795,+0,+0,+0,+0,+0,+4.73250659872,+2.58187526884,+0,+4.73286712836,+0,+0,+4.73291532251,+0,+0
2010-08-16 08:14:00 UTC,+0,+0,+0,+3.87336665398,+0,+5.59111996103,+0,+0,+0,+0,+0,+4.73101820896,+0,+0,+4.73137859221,+0,+0,+4.73142675699,+0,+0
2010-08-16 08:14:30 UTC,+0,+0,+0,+3.8733543251,+0,+5.59062780502,+0,+0,+0,+0,+0,+4.73060176473,+0,+0,+4.73096210701,+4.30081972572,+0,+4.73101026357,+0,+0
2010-08-16 08:15:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.87094286784,+4.73062803492,+0,+0,+4.73098837982,+4.30084360968,+0,+4.7310365369,+0,+0
2010-08-16 08:15:30 UTC,+0,+0,+3.01202463998,+0,+0,+0,+3.44007611008,+0,+0,+0,+3.8698560528,+4.72929989966,+0,+0,+4.72966011384,+4.29963611599,+0,+4.7297082447,+0,+0
2010-08-16 08:16:00 UTC,+0,+0,+3.012689315,+0,+0,+0,+3.44082448226,+0,+0,+0,+3.87069790926,+4.73032868489,+0,+0,+4.73068900031,+4.30057145119,+0,+4.73073715149,+0,+0
2010-08-16 08:16:30 UTC,+0,+0,+3.0139670128,+0,+0,+0,+3.44289502404,+0,+0,+0,+3.87302709665,+0,+0,+0,+4.73353564888,+4.30315926889,+0,+0,+0,+0
2010-08-16 08:17:00 UTC,+0,+0,+3.008661558,+0,+0,+0,+3.4365513824,+0,+0,+0,+3.86589102722,+0,+0,+0,+4.72481420312,+4.29523081862,+5.58356085731,+0,+0,+0
2010-08-16 08:17:30 UTC,+0,+0,+3.00940052254,+0,+0,+0,+3.43738346382,+0,+0,+0,+3.86682704962,+0,+0,+0,+4.7259581758,+4.29627077583,+5.58491274118,+0,+0,+0
2010-08-16 08:18:00 UTC,+0,+0,+0,+0,+0,+0,+3.43260804223,+0,+0,+0,+3.8614550975,+0,+0,+0,+0,+4.29030232867,+5.57715410706,+0,+2.14550230378,+0
2010-08-16 08:18:30 UTC,+0,+0,+0,+0,+0,+0,+3.43603154227,+0,+3.43597759434,+0,+0,+0,+0,+0,+0,+0,+5.58271627221,+0,+2.14764215642,+0
2010-08-16 08:19:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.43724039257,+0,+0,+0,+0,+0,+0,+0,+5.58476797989,+0,+2.14843148065,+0
2010-08-16 08:19:30 UTC,+0,+0,+0,+0,+3.00656060995,+0,+0,+0,+3.43622047332,+0,+0,+0,+0,+2.57732200329,+0,+0,+5.58311088536,+0,+2.14779397026,+0
2010-08-16 08:20:00 UTC,+0,+0,+0,+0,+3.00944942589,+0,+0,+0,+3.43952216356,+0,+0,+0,+0,+2.57979846954,+0,+0,+5.58847524451,+0,+2.14985772363,+0
2010-08-16 08:20:30 UTC,+0,+0,+0,+0,+3.00752400361,+0,+0,+0,+3.43732155679,+0,+0,+0,+2.57810019381,+2.57814788213,+0,+0,+5.58489985,+0,+0,+0
2010-08-16 08:21:00 UTC,+0,+0,+0,+0,+3.00630456807,+0,+0,+0,+3.43592783752,+5.15294536105,+0,+0,+2.57705484477,+2.57710250884,+0,+0,+0,+0,+0,+0
2010-08-16 08:21:30 UTC,+0,+0,+0,+0,+3.00577032065,+0,+0,+0,+0,+5.15202967435,+0,+0,+2.57659686645,+2.5766445199,+0,+0,+0,+0,+0,+0
2010-08-16 08:22:00 UTC,+3.86915687162,+5.58803831679,+0,+0,+3.00830032802,+0,+0,+0,+0,+5.15636604385,+0,+0,+2.5787656902,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:22:30 UTC,+3.86729710476,+5.58535242741,+0,+0,+3.00684409022,+0,+0,+0,+0,+5.15387008845,+0,+0,+2.57751734481,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:23:00 UTC,+3.86653133821,+5.58424650174,+0,+0,+3.00641267104,+0,+0,+0,+0,+5.15313064687,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.29544043976
2010-08-16 08:23:30 UTC,+3.86520888169,+5.5823366001,+0,+0,+0,+0,+0,+0,+0,+5.15166388384,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.29312882483
2010-08-16 08:24:00 UTC,+3.86405163212,+5.58066529166,+0,+0,+0,+0,+0,+0,+0,+5.15013908061,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.29827706495
2010-08-16 08:24:30 UTC,+3.86443396101,+5.58121745384,+0,+0,+0,+0,+0,+0,+0,+5.15064899142,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.30022658926
2010-08-16 08:25:00 UTC,+3.86293560495,+5.57905351686,+3.00476064808,+0,+0,+0,+0,+0,+0,+5.14880170059,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.30341076915
