# file...... Output/hvac/house_hvac_file_053.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_4A_tm_3_A_4_Meter_88_1041:hvac_load,house_3_5A_tm_3_A_5_Meter_88_1042:hvac_load,house_3_6A_tm_3_A_6_Meter_88_1043:hvac_load,house_3_7A_tm_3_A_7_Meter_88_1044:hvac_load,house_3_8A_tm_3_A_8_Meter_88_1045:hvac_load,house_3_9A_tm_3_A_9_Meter_88_1046:hvac_load,house_3_10A_tm_3_A_10_Meter_88_1047:hvac_load,house_3_11A_tm_3_A_11_Meter_88_1048:hvac_load,house_3_12A_tm_3_A_12_Meter_88_1049:hvac_load,house_3_13A_tm_3_A_13_Meter_88_1050:hvac_load,house_3_14A_tm_3_A_14_Meter_88_1051:hvac_load,house_3_15A_tm_3_A_15_Meter_88_1052:hvac_load,house_3_1B_tm_3_B_1_Meter_90_1053:hvac_load,house_3_2B_tm_3_B_2_Meter_90_1054:hvac_load,house_3_3B_tm_3_B_3_Meter_90_1055:hvac_load,house_3_4B_tm_3_B_4_Meter_90_1056:hvac_load,house_3_5B_tm_3_B_5_Meter_90_1057:hvac_load,house_3_6B_tm_3_B_6_Meter_90_1058:hvac_load,house_3_7B_tm_3_B_7_Meter_90_1059:hvac_load,house_3_8B_tm_3_B_8_Meter_90_1060:hvac_load
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60141287555,+0,+0,+0,+0,+0
2010-08-16 00:02:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60074738258,+0,+0,+0,+0,+0
2010-08-16 00:03:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.59889326427,+0,+0,+0,+0,+0
2010-08-16 00:03:30 UTC,+0,+0,+0,+0,+0,+5.19000482257,+0,+0,+0,+0,+0,+0,+0,+0,+2.5973855762,+0,+0,+0,+0,+0
2010-08-16 00:04:00 UTC,+0,+0,+0,+0,+0,+5.19328092292,+0,+0,+0,+0,+0,+1.73147754346,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:04:30 UTC,+6.0621715522,+0,+0,+0,+0,+5.1961446308,+0,+0,+0,+0,+0,+1.73243238059,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:05:00 UTC,+6.07106943487,+0,+0,+0,+0,+5.20377140883,+0,+0,+0,+0,+0,+1.73497535306,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:05:30 UTC,+6.07699855503,+0,+0,+0,+0,+5.20885352605,+0,+0,+0,+0,+0,+1.73666986715,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:06:00 UTC,+6.07859611015,+0,+0,+0,+0,+5.21022286283,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20337276922
2010-08-16 00:06:30 UTC,+6.08079271948,+0,+0,+0,+0,+5.21210567609,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20438510141
2010-08-16 00:07:00 UTC,+6.09356083031,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20150277924
2010-08-16 00:07:30 UTC,+6.09808890006,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20229167535
2010-08-16 00:08:00 UTC,+6.09646278363,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20074396652
2010-08-16 00:08:30 UTC,+6.09591065905,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07240893937,+0,+5.20523067934
2010-08-16 00:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.0705953219,+0,+5.20367603356
2010-08-16 00:09:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07449088837,+0,+5.20701534078
2010-08-16 00:10:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07339743198,+0,+5.2060780222
2010-08-16 00:10:30 UTC,+0,+0,+0,+6.1038347272,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17084324289,+6.0766586493,+0,+0
2010-08-16 00:11:00 UTC,+0,+0,+0,+6.09710868131,+0,+0,+0,+0,+0,+0,+3.92027278879,+0,+0,+0,+0,+0,+2.17305060279,+6.08283706733,+0,+0
2010-08-16 00:11:30 UTC,+0,+0,+0,+6.10155651762,+0,+0,+0,+0,+0,+0,+3.9231327122,+0,+0,+0,+0,+0,+2.17405879538,+6.08565900652,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+6.10087011147,+0,+0,+0,+0,+0,+0,+3.92269135856,+0,+0,+0,+2.6084332391,+0,+2.17383207722,+0,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+6.1057786549,+0,+0,+0,+0,+0,+0,+3.92584751306,+0,+0,+0,+2.60941069965,+0,+0,+0,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.92885946161,+0,+0,+0,+2.60794329858,+0,+0,+0,+0,+0
2010-08-16 00:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.74869780791,+3.93429110413,+0,+0,+0,+2.60544054845,+0,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.74955089962,+3.93621038126,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.75096337652,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.74560595221,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:00 UTC,+0,+0,+0,+0,+3.488804141,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:30 UTC,+0,+0,+0,+0,+3.48487937489,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,+3.48315931811,+0,+0,+0,+0,+0,+0,+1.74192527085,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+3.48121258041,+0,+0,+0,+0,+0,+0,+1.74084020158,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+3.48294616703,+0,+0,+0,+0,+0,+0,+1.74170714019,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+3.48304164746,+0,+0,+0,+0,+0,+0,+1.74175488842,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:30 UTC,+0,+0,+0,+0,+0,+0,+5.2228676456,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.1746052338,+0
2010-08-16 00:20:00 UTC,+0,+0,+0,+0,+0,+0,+5.22575749371,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17302614565,+0
2010-08-16 00:20:30 UTC,+0,+0,+0,+0,+0,+0,+5.22843982883,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17115884451,+0
2010-08-16 00:21:00 UTC,+0,+0,+0,+0,+0,+0,+5.22734364319,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17187761288,+0
2010-08-16 00:21:30 UTC,+0,+0,+0,+0,+0,+0,+5.22608276823,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:00 UTC,+0,+0,+0,+0,+0,+0,+5.22034209337,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60307653685,+0,+0,+0,+0,+0
2010-08-16 00:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.6055526342,+0,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60497273821,+0,+0,+0,+0,+0
2010-08-16 00:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.6038807275,+0,+0,+0,+0,+0
2010-08-16 00:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16968409071,+0,+0,+0
2010-08-16 00:25:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.2239765095,+0,+0,+0,+0,+0,+0,+0,+2.16933106742,+0,+0,+0
2010-08-16 00:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.22638686673,+0,+0,+0,+0,+0,+0,+0,+2.16622509866,+0,+0,+0
2010-08-16 00:26:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.2262722393,+0,+0,+0,+0,+0,+0,+0,+2.1701824052,+0,+0,+0
2010-08-16 00:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.22570152929,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:30 UTC,+0,+0,+0,+6.0940538976,+0,+0,+0,+0,+5.22392210366,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:00 UTC,+6.09335017847,+0,+0,+6.0931587492,+0,+0,+0,+0,+5.22315475892,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,+6.09329315795,+0,+0,+6.0931017304,+0,+0,+0,+0,+5.22310588091,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:29:00 UTC,+6.09880756482,+0,+0,+6.09861597056,+0,+0,+0,+0,+5.2278328325,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:29:30 UTC,+6.09414110717,+0,+0,+6.09394965402,+0,+0,+0,+0,+5.22383274326,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:30:00 UTC,+6.0954917216,+0,+0,+6.09530022759,+0,+0,+0,+0,+0,+0,+0,+0,+6.49377336902,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:30:30 UTC,+6.09287090963,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.49458479226,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:31:00 UTC,+6.09574635308,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.49718947018,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:31:30 UTC,+6.09689756643,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.49631399679,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:32:00 UTC,+6.09900121625,+0,+0,+0,+0,+0,+0,+0,+0,+1.74295910263,+0,+1.74294391664,+6.50093090738,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:32:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.7393325443,+0,+1.73931740597,+6.51241196068,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:33:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.73960380165,+0,+1.73958865976,+6.50761233544,+0,+0,+0,+0,+6.07408376714,+0,+0
2010-08-16 00:33:30 UTC,+0,+0,+0,+0,+0,+5.21711775886,+0,+0,+0,+1.73942884965,+0,+1.73941371005,+6.51403756982,+0,+0,+0,+0,+6.08008103703,+0,+0
2010-08-16 00:34:00 UTC,+0,+0,+0,+0,+0,+5.21655929012,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.08709904533,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,+0,+0,+0,+5.21406450903,+0,+0,+0,+0,+0,+0,+0,+0,+2.60788081626,+0,+0,+6.08377177872,+0,+0
2010-08-16 00:35:00 UTC,+0,+0,+0,+0,+0,+5.21620128097,+0,+0,+0,+0,+0,+0,+0,+0,+2.60689979609,+0,+0,+6.08148332541,+0,+0
2010-08-16 00:35:30 UTC,+0,+0,+0,+0,+0,+5.21473190543,+0,+0,+0,+0,+3.91166155502,+0,+0,+0,+2.60533426697,+5.20971857997,+0,+6.07783137188,+0,+0
2010-08-16 00:36:00 UTC,+0,+0,+0,+0,+0,+5.21537366898,+0,+0,+0,+0,+3.9121429707,+0,+0,+0,+2.60424593961,+5.20754241053,+0,+6.07529260008,+0,+0
2010-08-16 00:36:30 UTC,+0,+0,+0,+0,+0,+5.21589517825,+0,+0,+0,+0,+3.91253417837,+0,+0,+0,+0,+5.21241013242,+0,+0,+0,+5.21389036951
2010-08-16 00:37:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.91385287689,+0,+0,+0,+0,+5.20818905046,+0,+0,+2.17053093494,+5.20834009039
2010-08-16 00:37:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.91330022763,+0,+0,+0,+0,+5.20592200581,+0,+0,+2.16958609311,+5.20607296638
2010-08-16 00:38:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.91805012435,+0,+0,+0,+0,+5.19777702026,+2.16625860144,+0,+2.16619148714,+5.19792769569
2010-08-16 00:38:30 UTC,+0,+0,+0,+0,+3.48144404525,+0,+0,+0,+0,+0,+3.91692108306,+0,+0,+0,+0,+5.19943243337,+2.16694855969,+0,+2.16688141782,+5.19958316676
2010-08-16 00:39:00 UTC,+0,+4.3531832594,+0,+0,+3.48189452134,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16811567824,+0,+0,+5.2023835261
2010-08-16 00:39:30 UTC,+0,+4.35237402008,+0,+0,+3.48175055284,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17054041248,+0,+0,+5.20820138206
2010-08-16 00:40:00 UTC,+0,+4.34899550776,+0,+0,+3.47904788874,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20970848151
2010-08-16 00:40:30 UTC,+0,+4.34888238742,+0,+0,+3.47895739734,+0,+5.21856232965,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.2079925467
2010-08-16 00:41:00 UTC,+0,+4.35207847606,+0,+0,+3.48151413037,+0,+5.22239756095,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:41:30 UTC,+0,+4.34926319136,+0,+0,+0,+0,+5.21901928545,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:42:00 UTC,+0,+4.3478806672,+0,+0,+0,+0,+5.21736028891,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:42:30 UTC,+0,+0,+0,+0,+0,+0,+5.22299278736,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:00 UTC,+0,+0,+0,+6.08846325648,+0,+0,+5.21938576315,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:30 UTC,+0,+0,+0,+6.09701596007,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:44:00 UTC,+0,+0,+0,+6.09323716842,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:44:30 UTC,+0,+0,+0,+6.0916203232,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:45:00 UTC,+0,+0,+0,+6.09194582671,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:45:30 UTC,+0,+0,+0,+6.08553017614,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:46:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.74012487063,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:46:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.73990668113,+0,+0,+2.60630869449,+0,+0,+0,+0,+0
2010-08-16 00:47:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.73929697127,+0,+0,+2.60592535542,+0,+0,+0,+0,+0
2010-08-16 00:47:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.73924757212,+0,+0,+2.60583926435,+0,+0,+0,+0,+0
2010-08-16 00:48:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60150910665,+0,+0,+0,+0,+0
2010-08-16 00:48:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.73709672806,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:49:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.73967176899,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:49:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.73804583804,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:50:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.73568129405,+0,+0,+0,+0,+0,+0,+2.16965650122,+0,+0,+0
2010-08-16 00:50:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16825375049,+0,+0,+0
2010-08-16 00:51:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.78059149803,+0,+0,+0,+0,+0,+0,+0,+0,+2.1649106732,+0,+0,+0
2010-08-16 00:51:30 UTC,+6.07407669265,+0,+0,+0,+0,+0,+0,+4.77243603231,+5.20663351934,+0,+0,+0,+0,+0,+0,+0,+2.16949211012,+0,+0,+0
2010-08-16 00:52:00 UTC,+6.07731046499,+0,+0,+0,+0,+0,+0,+4.77497682299,+5.20940551032,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:52:30 UTC,+6.07898515944,+0,+0,+0,+0,+0,+0,+4.77629263858,+5.21084105907,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:53:00 UTC,+6.08500969446,+0,+0,+0,+0,+0,+0,+4.78102614511,+5.21600529287,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.1660263366,+0
2010-08-16 00:53:30 UTC,+6.08767841202,+0,+0,+0,+0,+0,+0,+4.7831229695,+5.21829291859,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16431409921,+0
2010-08-16 00:54:00 UTC,+6.09107176847,+0,+0,+0,+0,+0,+0,+4.7857891462,+5.22120170498,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16685268177,+0
2010-08-16 00:54:30 UTC,+6.09563328518,+0,+0,+0,+0,+0,+0,+4.78937315208,+5.22511183885,+0,+0,+0,+0,+0,+0,+0,+0,+6.06352802771,+2.16605857978,+0
2010-08-16 00:55:00 UTC,+6.0966924557,+0,+0,+0,+0,+0,+0,+4.79020534751,+5.22601976023,+0,+0,+0,+0,+0,+0,+0,+0,+6.0743562239,+0,+0
2010-08-16 00:55:30 UTC,+6.09886575992,+0,+0,+0,+0,+0,+0,+0,+5.22788271736,+0,+0,+0,+0,+0,+0,+0,+0,+6.06851559094,+0,+0
2010-08-16 00:56:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.22293450438,+0,+0,+0,+0,+0,+0,+0,+0,+6.06927893872,+0,+0
2010-08-16 00:56:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.06550866566,+0,+0
2010-08-16 00:57:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.91807759878,+0,+0,+0,+0,+0,+0,+6.05981270513,+0,+0
2010-08-16 00:57:30 UTC,+0,+0,+0,+0,+3.48237078942,+0,+0,+0,+0,+0,+3.91796376826,+0,+0,+0,+0,+0,+0,+6.05857545937,+0,+0
2010-08-16 00:58:00 UTC,+0,+0,+0,+6.08656881772,+3.47842365753,+0,+0,+0,+0,+0,+3.9135228274,+0,+0,+0,+2.60070547706,+0,+0,+0,+0,+0
2010-08-16 00:58:30 UTC,+0,+0,+0,+6.08992998987,+3.48034457608,+0,+0,+0,+0,+0,+3.91568406396,+0,+0,+0,+2.60185904416,+0,+0,+0,+0,+0
2010-08-16 00:59:00 UTC,+0,+0,+0,+6.08479874178,+3.47741205463,+0,+5.21624423593,+0,+0,+0,+3.91238466717,+0,+0,+0,+2.60313417434,+0,+0,+0,+0,+0
2010-08-16 00:59:30 UTC,+0,+0,+0,+6.08874744323,+3.47966874759,+0,+5.21962939168,+0,+0,+0,+3.9149236854,+1.74006815571,+0,+0,+2.60159864763,+5.20224900738,+0,+0,+0,+0
2010-08-16 01:00:00 UTC,+0,+0,+0,+6.08132336751,+3.4754258692,+0,+5.21326485534,+0,+0,+0,+3.91014999838,+1.73794636074,+0,+0,+0,+5.20509097927,+0,+0,+0,+0
2010-08-16 01:00:30 UTC,+0,+0,+0,+0,+0,+0,+5.22220862735,+0,+0,+0,+0,+1.74092801557,+0,+0,+0,+5.20409718958,+0,+0,+0,+0
2010-08-16 01:01:00 UTC,+0,+0,+0,+0,+0,+0,+5.22466244117,+0,+0,+0,+0,+1.74174606254,+0,+0,+0,+5.20455370447,+0,+0,+0,+0
2010-08-16 01:01:30 UTC,+0,+0,+0,+0,+0,+0,+5.22407751835,+0,+0,+0,+0,+0,+0,+3.46750726999,+0,+5.20018781266,+0,+0,+0,+0
2010-08-16 01:02:00 UTC,+0,+0,+3.04403946678,+0,+0,+0,+5.21820995259,+0,+0,+0,+0,+0,+0,+3.47203677647,+0,+5.20698034222,+2.17009814534,+0,+0,+0
2010-08-16 01:02:30 UTC,+0,+0,+3.0458806325,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.46789607833,+0,+5.20077087662,+2.1675100988,+0,+0,+0
2010-08-16 01:03:00 UTC,+0,+0,+3.04698427647,+0,+0,+5.2227087338,+0,+0,+0,+0,+0,+0,+0,+3.46755205527,+0,+0,+2.16729507523,+0,+0,+0
2010-08-16 01:03:30 UTC,+0,+0,+3.04670909984,+0,+0,+5.22223708033,+0,+0,+0,+0,+0,+0,+0,+3.47042244473,+0,+0,+2.16908914504,+0,+0,+0
2010-08-16 01:04:00 UTC,+0,+0,+3.04516829705,+0,+0,+5.21959614038,+0,+0,+0,+1.74025520828,+0,+0,+0,+3.4695801365,+0,+0,+0,+0,+0,+0
2010-08-16 01:04:30 UTC,+0,+0,+0,+0,+0,+5.21927991128,+0,+0,+0,+1.74014976904,+0,+0,+0,+3.47058771632,+0,+0,+0,+0,+0,+0
2010-08-16 01:05:00 UTC,+0,+0,+0,+0,+0,+5.21764853294,+0,+0,+0,+1.73960582395,+0,+0,+6.5041407215,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:05:30 UTC,+0,+0,+0,+0,+0,+5.21598575386,+0,+0,+0,+1.73905140893,+0,+0,+6.50388359319,+0,+0,+0,+0,+0,+0,+5.20367381295
2010-08-16 01:06:00 UTC,+0,+0,+0,+0,+0,+5.21619550978,+0,+0,+0,+0,+0,+0,+6.50898706929,+0,+0,+0,+0,+0,+0,+5.20775714745
2010-08-16 01:06:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.5190747809,+0,+0,+0,+0,+0,+0,+5.21582841073
2010-08-16 01:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.51633887547,+0,+0,+0,+0,+0,+0,+5.21363938967
2010-08-16 01:07:30 UTC,+0,+4.34246732897,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.51757559029,+0,+0,+0,+0,+0,+0,+5.21460091674
2010-08-16 01:08:00 UTC,+0,+4.34665606084,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.51486894118,+0,+0,+0,+0,+0,+0,+5.21243532689
2010-08-16 01:08:30 UTC,+0,+4.3487837856,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.5089274902,+0,+0,+0,+0,+0,+2.1704581054,+5.20768157198
2010-08-16 01:09:00 UTC,+0,+4.34845551207,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17102396639,+5.20952310689
2010-08-16 01:09:30 UTC,+0,+4.34810839713,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17342302176,+0
2010-08-16 01:10:00 UTC,+0,+4.34953889269,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17175499601,+0
2010-08-16 01:10:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60367961111,+0,+0,+0,+2.16978947824,+0
2010-08-16 01:11:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.6055062515,+0,+0,+0,+0,+0
2010-08-16 01:11:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60383483467,+0,+0,+0,+0,+0
2010-08-16 01:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60391904097,+0,+0,+0,+0,+0
2010-08-16 01:12:30 UTC,+0,+0,+0,+6.09545936999,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:13:00 UTC,+0,+0,+0,+6.09423289102,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:13:30 UTC,+0,+0,+0,+6.09158683598,+0,+0,+0,+0,+0,+0,+0,+1.74087261846,+0,+0,+0,+0,+0,+0,+0,+0
