# file...... Output/hvac/house_hvac_file_031.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_5A_tm_0_A_5_Meter_52_601:hvac_load,house_0_6A_tm_0_A_6_Meter_52_602:hvac_load,house_0_7A_tm_0_A_7_Meter_52_603:hvac_load,house_0_8A_tm_0_A_8_Meter_52_604:hvac_load,house_0_9A_tm_0_A_9_Meter_52_605:hvac_load,house_0_10A_tm_0_A_10_Meter_52_606:hvac_load,house_0_11A_tm_0_A_11_Meter_52_607:hvac_load,house_0_12A_tm_0_A_12_Meter_52_608:hvac_load,house_0_13A_tm_0_A_13_Meter_52_609:hvac_load,house_0_14A_tm_0_A_14_Meter_52_610:hvac_load,house_0_15A_tm_0_A_15_Meter_52_611:hvac_load,house_0_1A_tm_0_A_1_Meter_53_612:hvac_load,house_0_2A_tm_0_A_2_Meter_53_613:hvac_load,house_0_3A_tm_0_A_3_Meter_53_614:hvac_load,house_0_4A_tm_0_A_4_Meter_53_615:hvac_load,house_0_5A_tm_0_A_5_Meter_53_616:hvac_load,house_0_6A_tm_0_A_6_Meter_53_617:hvac_load,house_0_7A_tm_0_A_7_Meter_53_618:hvac_load,house_0_8A_tm_0_A_8_Meter_53_619:hvac_load,house_0_9A_tm_0_A_9_Meter_53_620:hvac_load
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.86227910418,+0,+0,+0,+0,+0,+0,+0,+0,+1.7157990151,+0,+0
2010-08-16 00:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+3.86527428456,+0,+0,+0,+0,+0,+0,+0,+0,+1.71702843251,+0,+0
2010-08-16 00:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+5.59007886747,+3.87067408913,+4.30065041387,+0,+0,+2.57889777453,+0,+0,+0,+0,+1.71934562191,+0,+0
2010-08-16 00:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+5.58451900457,+3.86682420277,+4.29637287279,+0,+0,+2.57605630956,+0,+0,+0,+0,+1.71745119912,+0,+4.2930062288
2010-08-16 00:02:30 UTC,+0,+0,+0,+0,+6.0241666258,+0,+0,+5.59399561491,+3.87338621214,+4.30366380608,+0,+0,+2.58044554489,+0,+0,+0,+0,+1.72037753026,+0,+4.30032072052
2010-08-16 00:03:00 UTC,+0,+0,+0,+0,+6.02070426843,+0,+3.87097336482,+5.5907804303,+3.87115988117,+4.30119016887,+0,+0,+2.57889321093,+0,+0,+2.5789683881,+3.43843328295,+0,+0,+4.29773381567
2010-08-16 00:03:30 UTC,+0,+0,+0,+3.4389561204,+6.01711848113,+0,+3.86866779995,+5.58745062716,+3.86885418339,+4.29862834859,+0,+0,+2.57734676692,+0,+0,+2.57742188154,+3.43637141179,+0,+0,+4.29515672626
2010-08-16 00:04:00 UTC,+0,+0,+0,+3.44036139422,+6.01957713546,+0,+3.87024864862,+5.58973376173,+0,+4.30038490302,+0,+0,+2.57847132054,+0,+0,+2.57854648065,+3.43787077722,+0,+0,+4.29703075159
2010-08-16 00:04:30 UTC,+0,+0,+3.44171511381,+3.44189930336,+6.02226784745,+0,+3.87197870406,+5.59223238764,+0,+4.30230724802,+0,+0,+0,+0,+0,+2.57979403999,+3.43953407869,+0,+3.00978823523,+4.29910967717
2010-08-16 00:05:00 UTC,+0,+0,+3.44077169533,+3.44095582228,+6.02061714143,+0,+3.87091734449,+0,+0,+4.30112792207,+0,+0,+0,+0,+0,+0,+3.43831697188,+0,+3.0087231821,+4.29758844092
2010-08-16 00:05:30 UTC,+0,+0,+3.44346879867,+3.44365310458,+6.02533628241,+0,+3.87395162514,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.44100320629,+0,+3.01107382407,+4.30098610163
2010-08-16 00:06:00 UTC,+0,+0,+3.44426979174,+3.4444541508,+6.02673778574,+0,+3.87485275405,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01190912736,+4.30217920419
2010-08-16 00:06:30 UTC,+0,+0,+3.44601421641,+3.44619869119,+6.02979001826,+0,+3.8768152573,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.0135326606,+0
