# file...... Output/hvac/house_hvac_file_012.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_1_8A_tm_1_A_8_Meter_29_221:hvac_load,house_1_9A_tm_1_A_9_Meter_29_222:hvac_load,house_1_10A_tm_1_A_10_Meter_29_223:hvac_load,house_1_11A_tm_1_A_11_Meter_29_224:hvac_load,house_1_12A_tm_1_A_12_Meter_29_225:hvac_load,house_1_13A_tm_1_A_13_Meter_29_226:hvac_load,house_1_14A_tm_1_A_14_Meter_29_227:hvac_load,house_1_15A_tm_1_A_15_Meter_29_228:hvac_load,house_1_1C_tm_1_C_1_Meter_30_229:hvac_load,house_1_2C_tm_1_C_2_Meter_30_230:hvac_load,house_1_3C_tm_1_C_3_Meter_30_231:hvac_load,house_1_4C_tm_1_C_4_Meter_30_232:hvac_load,house_1_5C_tm_1_C_5_Meter_30_233:hvac_load,house_1_6C_tm_1_C_6_Meter_30_234:hvac_load,house_1_7C_tm_1_C_7_Meter_30_235:hvac_load,house_1_8C_tm_1_C_8_Meter_30_236:hvac_load,house_1_9C_tm_1_C_9_Meter_30_237:hvac_load,house_1_10C_tm_1_C_10_Meter_30_238:hvac_load,house_1_11C_tm_1_C_11_Meter_30_239:hvac_load,house_1_12C_tm_1_C_12_Meter_30_240:hvac_load
2010-08-16 10:31:30 UTC,+5.14499475173,+0,+6.00202288712,+3.85878148335,+2.14406229765,+4.7164039271,+0,+6.43130201758,+4.70882591426,+2.14044337234,+5.56446662263,+0,+4.708166952,+4.28080134516,+4.70861833148,+0,+0,+5.13634784899,+0,+0
2010-08-16 10:32:00 UTC,+5.14597987265,+2.57329179153,+6.00317207325,+3.85952032346,+2.14447283885,+4.7173069901,+0,+6.43253342811,+4.70979406915,+2.14088346058,+5.56561066758,+2.99728014153,+4.70913492977,+4.28168149618,+0,+0,+0,+5.1374038592,+0,+0
2010-08-16 10:32:30 UTC,+5.1381382846,+2.56937043605,+5.99402452214,+3.85363913712,+0,+4.71011858524,+5.13820322693,+6.42273136844,+4.71026854556,+2.14109914043,+5.56617134475,+2.99758209789,+4.70960931938,+4.28211284338,+0,+0,+0,+5.13792139203,+0,+0
2010-08-16 10:33:00 UTC,+0,+2.56969436548,+5.99478016925,+3.85412496129,+0,+4.71071239416,+5.13885099867,+6.42354108222,+4.71028737001,+2.14110769734,+5.56619358913,+2.99759407775,+4.70962814038,+4.28212995671,+0,+0,+0,+5.13794192469,+1.28472769467,+0
2010-08-16 10:33:30 UTC,+0,+2.57035781511,+5.99632783279,+3.85511999241,+0,+4.7119285921,+5.14017771946,+6.42519948137,+4.70768261374,+2.13992366921,+5.56311561239,+2.99593641322,+4.70702386066,+4.27976196899,+0,+0,+0,+5.13510079957,+1.28401723826,+0
2010-08-16 10:34:00 UTC,+0,+2.57070754378,+5.99714366314,+3.85564450987,+0,+4.7125696947,+5.14087708273,+0,+4.70888298484,+2.14046931456,+5.56453406152,+2.9967003283,+4.70822401212,+4.28085322811,+0,+0,+0,+5.13641009843,+1.28434464369,+0
2010-08-16 10:34:30 UTC,+0,+2.5703188598,+5.99623695976,+3.85506156787,+0,+4.71185718146,+5.14009981934,+0,+4.70860331758,+0,+5.56420358557,+2.99652234831,+4.70794439603,+4.28059898219,+0,+0,+0,+5.13610505274,+1.28426836346,+0
2010-08-16 10:35:00 UTC,+0,+2.57209631652,+6.000383326,+3.85772736906,+0,+4.71511551357,+5.14365425476,+0,+4.7061115871,+0,+5.56125916868,+2.99493661329,+4.70545312148,+4.27833374639,+0,+2.99484599983,+5.56074083941,+5.13338721001,+1.28358873523,+0
2010-08-16 10:35:30 UTC,+0,+2.57569180395,+6.00877070828,+3.86311982402,+0,+4.72170655588,+5.15084426302,+0,+4.70267775737,+0,+5.55720149629,+2.99275132715,+4.70201992019,+4.27521204681,+0,+2.99266080319,+5.55668368524,+5.12964177735,+1.28265214611,+0
2010-08-16 10:36:00 UTC,+0,+2.57652445111,+6.01071306807,+3.86436861505,+2.14716682273,+4.72323291714,+5.15250933353,+0,+4.6987424519,+0,+5.55255124255,+2.99024690226,+4.69808533523,+4.27163445491,+4.69853550241,+2.99015648093,+5.55203402569,+5.12534936287,+1.28157877771,+0
2010-08-16 10:36:30 UTC,+0,+0,+6.01547045637,+3.86742725726,+2.14886637645,+4.72697140718,+5.1565875618,+0,+4.71077551905,+2.14132959226,+5.56677042291,+2.99790473535,+4.71011620012,+4.28257373371,+4.71056781391,+2.99781400037,+5.56625139006,+5.13847437088,+1.28486083903,+5.56679593632
2010-08-16 10:37:00 UTC,+0,+0,+0,+3.86503833479,+2.14753895671,+4.72405149624,+5.15340230165,+0,+4.71172002911,+2.14175893242,+5.56788652737,+2.9985058207,+4.71106053741,+4.28343238918,+4.71151226471,+2.99841506111,+5.56736735207,+5.13950459064,+1.28511845747,+5.5679120467
2010-08-16 10:37:30 UTC,+0,+0,+0,+3.86588198849,+2.14800773816,+4.72508266979,+5.15452718391,+0,+4.71346518329,+2.14255221648,+5.56994873342,+2.99961643523,+4.71280537238,+4.2850189114,+4.7132573094,+2.99952563019,+5.56942929494,+5.14140810911,+1.28559445439,+5.5699742637
2010-08-16 10:38:00 UTC,+5.15147275948,+0,+0,+3.86363998547,+2.14676195508,+4.72234233421,+5.1515378182,+0,+4.71327910593,+2.14246763243,+5.56972885036,+2.99949801577,+4.71261932907,+4.2848497482,+4.71307124372,+2.99940721558,+5.56920943996,+5.14120514614,+1.28554370114,+5.56975437948
2010-08-16 10:38:30 UTC,+5.15042525257,+0,+0,+3.86285435587,+2.14632541507,+4.72138208182,+5.15049030213,+0,+4.71450198255,+2.14302350797,+5.57117389385,+0,+4.7138419821,+4.28596146712,+4.71429404366,+3.00018542129,+5.5706542991,+5.14253899297,+1.28587724501,+5.57119943064
2010-08-16 10:39:00 UTC,+5.14603850814,+2.5733211135,+0,+3.85956430005,+2.14449727474,+4.71736074142,+5.14610351937,+6.43260672303,+0,+2.14434962304,+5.57462123735,+0,+0,+4.28861362057,+4.71721119563,+3.00204193462,+5.57410120281,+5.14572106208,+0,+5.57464679245
2010-08-16 10:39:30 UTC,+5.1435063489,+2.57205485259,+0,+3.8576651821,+2.14344201778,+0,+5.14357133802,+6.42944149988,+0,+2.14413606249,+5.5740660694,+0,+0,+4.28818651182,+4.71674141091,+3.00174295754,+5.57354610567,+5.14520861451,+0,+5.57409162155
2010-08-16 10:40:00 UTC,+5.14328964758,+2.57194648639,+0,+3.85750265624,+2.14335170924,+0,+5.14335463481,+6.42917062116,+0,+0,+0,+0,+0,+4.28729004102,+4.71575536632,+3.00111542599,+5.57238099636,+5.14413302361,+0,+5.57292635743
2010-08-16 10:40:30 UTC,+5.14304732017,+2.57182530535,+0,+3.85732091082,+2.14325072125,+0,+5.14311230528,+6.42886770959,+0,+0,+0,+0,+0,+0,+4.71827416482,+3.00271842199,+5.57535720613,+0,+0,+5.57590296267
2010-08-16 10:41:00 UTC,+5.13784263739,+2.56922259126,+0,+3.8534174019,+2.14108171157,+0,+5.13790757715,+6.42236180662,+0,+0,+0,+0,+0,+0,+4.72078629604,+3.00431717482,+5.57832553791,+0,+0,+5.5788716888
2010-08-16 10:41:30 UTC,+5.13214624551,+2.56637398737,+0,+3.84914511161,+2.13870778602,+0,+5.13221113574,+6.41524126266,+0,+0,+0,+0,+0,+0,+4.72481811689,+3.00688307775,+5.58308953379,+0,+1.2887479028,+5.58363631734
2010-08-16 10:42:00 UTC,+5.12608213586,+2.56334149819,+5.98149786537,+3.8445970334,+2.13618061695,+0,+5.12614697348,+6.40766106807,+0,+2.14825334328,+0,+3.00759813393,+0,+0,+4.72579849408,+3.00750700246,+5.58424794666,+0,+1.28901532085,+5.584794884
2010-08-16 10:42:30 UTC,+5.12877242362,+2.56468683477,+5.98309884169,+3.84661474741,+0,+0,+0,+6.41102395328,+0,+2.14929436331,+0,+3.00905558411,+0,+0,+4.72808850197,+3.00896439308,+5.58695381802,+0,+1.28963996764,+5.5875011146
2010-08-16 10:43:00 UTC,+5.13371494191,+2.56715844794,+5.98886450213,+3.8503216329,+0,+0,+0,+6.41720214806,+0,+2.14735941119,+0,+3.00634661001,+0,+0,+4.72383204633,+3.0062555297,+5.5819243937,+0,+1.28847893175,+5.58247102253
2010-08-16 10:43:30 UTC,+5.13510271219,+2.56785243248,+5.99048339597,+3.85136245972,+0,+0,+0,+6.41893687409,+4.72362941651,+2.14717250969,+0,+3.00608494393,+4.7229677474,+0,+4.72342090544,+3.00599387431,+5.58143858999,+0,+1.28836678461,+5.58198515431
2010-08-16 10:44:00 UTC,+5.13767940571,+0,+5.99348922011,+3.85329497824,+0,+0,+0,+6.42215776547,+4.72320909937,+2.1469814487,+0,+3.00581745449,+4.72254750706,+0,+4.72300061463,+0,+5.58094197475,+0,+1.28825214164,+5.58148847312
2010-08-16 10:44:30 UTC,+5.13415718507,+0,+5.98938039786,+3.85065331498,+0,+4.70646910059,+0,+6.4177549562,+4.72321986507,+2.14698634241,+0,+3.00582430578,+4.72255827077,+0,+4.72301137965,+0,+0,+0,+1.28825507802,+5.58150119474
2010-08-16 10:45:00 UTC,+5.14046625983,+0,+5.99674020567,+0,+0,+4.71225264642,+0,+6.42564135962,+4.72610690089,+2.14829868456,+0,+3.00766161269,+4.7254447791,+0,+4.72589823464,+0,+0,+0,+1.28904252714,+5.58491275301
2010-08-16 10:45:30 UTC,+5.1406971006,+0,+5.99700949146,+0,+2.14227128615,+4.71246425875,+0,+6.42592991277,+4.72108658986,+0,+5.57895476379,+3.0044666914,+4.72042538546,+4.29194754328,+4.72087823812,+0,+0,+5.14972112211,+1.28767321974,+5.57898034192
2010-08-16 10:46:00 UTC,+5.14036251243,+0,+5.99661917987,+0,+2.14213184925,+4.71215754089,+0,+6.42551167438,+4.71664989421,+0,+5.57371202865,+3.00164318234,+4.71598950097,+4.28791413675,+4.71644182061,+0,+0,+5.14488181733,+1.28646309545,+5.57373757892
2010-08-16 10:46:30 UTC,+5.14649277428,+0,+6.00377039515,+0,+2.14468658648,+4.71777716841,+0,+6.43317456003,+4.71202476889,+0,+5.56824663093,+2.99869975682,+4.71136522146,+4.28370942857,+4.71181698538,+0,+0,+5.13983698409,+1.28520157631,+0
2010-08-16 10:47:00 UTC,+5.14437509258,+2.57248928661,+6.00130002794,+0,+2.1438040597,+4.7158358839,+0,+6.43052743774,+4.71136276146,+0,+5.56746435292,+2.99827845589,+4.71070333511,+4.28310759665,+0,+0,+0,+5.13911490269,+1.28502101146,+0
2010-08-16 10:47:30 UTC,+5.14531219757,+2.57295790617,+6.00239320144,+0,+2.14419459062,+4.71669493054,+0,+6.43169882789,+4.71282170842,+2.14225971605,+5.56918835488,+2.99920692841,+4.71216201519,+4.28443392745,+0,+0,+0,+5.140706242,+1.28541894437,+0
2010-08-16 10:48:00 UTC,+0,+2.57017958012,+5.99591205469,+0,+2.14187923218,+4.71160186188,+5.1398212974,+6.42475395429,+4.71696911166,+2.14414497574,+5.5740892401,+3.00184633204,+4.71630866002,+4.2882043378,+0,+0,+0,+5.14523000222,+0,+0
2010-08-16 10:48:30 UTC,+0,+2.57029085417,+5.9961716296,+0,+2.14197196402,+4.71180584315,+5.14004381563,+0,+4.71363553405,+2.14262965178,+5.57015003275,+2.9997248463,+4.71297569198,+4.28517377753,+0,+2.99963403683,+5.56963056859,+5.14159391838,+0,+0
2010-08-16 10:49:00 UTC,+0,+2.56888460415,+5.99289119671,+0,+2.14080004509,+4.70922798598,+5.13723169382,+0,+4.71652901648,+2.14394492437,+5.57356919037,+0,+4.71586864533,+4.28780424663,+0,+3.00147537106,+5.57304929004,+5.14474997051,+0,+0
2010-08-16 10:49:30 UTC,+0,+2.56693234286,+5.98833705513,+3.84998252417,+2.1391730997,+4.70564921224,+5.13332769649,+0,+4.7186269637,+2.14489857538,+5.57604828346,+0,+4.71796620896,+4.28971149352,+0,+3.00281044813,+5.57552806692,+5.14703829647,+0,+0
2010-08-16 10:50:00 UTC,+0,+2.56666205906,+5.98770654997,+3.84957715686,+2.13894785476,+4.70515374341,+5.13278720157,+0,+4.71614460199,+2.14377018343,+5.57311493711,+0,+4.71548430108,+4.28745477486,+0,+3.00123074004,+5.57259509468,+5.1443306722,+0,+0
2010-08-16 10:50:30 UTC,+0,+2.56666948951,+5.9877238834,+3.84958830094,+2.13895404703,+4.70516736449,+5.13280206049,+0,+4.71537383369,+2.14341982001,+5.57220413901,+0,+4.71471367372,+4.28675406827,+0,+3.00074024387,+5.57168441277,+5.14348996036,+1.28611504548,+0
2010-08-16 10:51:00 UTC,+0,+2.56842435495,+0,+3.85222021987,+2.14041648971,+4.70838428345,+5.13631131922,+0,+4.71340033759,+0,+5.56987210686,+0,+4.71274053856,+4.28495996008,+4.71319246778,+2.99948436414,+5.56935267818,+5.14133737899,+1.2855767675,+0
2010-08-16 10:51:30 UTC,+0,+2.56701444655,+0,+3.85010566195,+2.13924152201,+4.70579972001,+5.13349188176,+0,+4.71245395072,+0,+5.56875378459,+0,+0,+4.28409959839,+4.71224614027,+2.99888210905,+5.56823449859,+5.14030511206,+1.28531863716,+0
2010-08-16 10:52:00 UTC,+0,+0,+0,+3.85064261575,+2.13953988385,+4.70645602323,+5.13420782699,+0,+4.7146293824,+0,+5.57132443909,+0,+0,+4.28607728651,+4.7144214355,+3.00026649513,+5.5708048251,+5.1426779537,+1.28591199378,+0
2010-08-16 10:52:30 UTC,+5.13134353168,+0,+0,+3.84854307675,+2.13837326147,+4.70388981695,+5.13140841493,+0,+4.71309603225,+0,+5.56951251665,+0,+0,+4.28468331565,+4.71288818152,+2.99929071242,+5.56899313384,+5.1410054594,+1.28549376715,+5.56953804462
2010-08-16 10:53:00 UTC,+5.13648304201,+0,+0,+3.85239770622,+0,+4.70860121993,+5.13654796995,+6.42066229948,+4.7125395838,+2.14213147238,+5.56885497515,+2.99902738455,+0,+4.28417744754,+4.71233176799,+2.99893660362,+5.56833567628,+5.14039851597,+1.28534199387,+5.56888049962
2010-08-16 10:53:30 UTC,+5.13917571606,+0,+0,+3.85441721008,+0,+4.71106960145,+5.13924066743,+6.42402816763,+4.7114793123,+2.14164951125,+5.5676020782,+2.99835262874,+0,+4.28321355318,+4.71127156301,+2.99826187543,+5.5670829392,+5.13924202995,+1.28505280111,+5.56762759602
2010-08-16 10:54:00 UTC,+5.13276786359,+0,+0,+3.84961132477,+0,+4.70519550586,+5.13283275922,+6.41601829116,+4.71021364314,+2.14107418377,+5.5661064679,+2.99754715803,+0,+4.2820629315,+4.71000597327,+2.99745643769,+5.56558751979,+5.13786150748,+1.28470758541,+5.56613197778
2010-08-16 10:54:30 UTC,+5.13390222362,+2.5672521022,+0,+3.85046209406,+0,+4.70623537675,+5.1339671291,+6.41743625197,+0,+2.1402954519,+5.56408209151,+2.99645691688,+0,+4.28050551285,+4.70829294014,+2.99636624117,+5.56356340182,+5.13599290771,+1.28424032029,+5.56410759064
2010-08-16 10:55:00 UTC,+5.13306897638,+2.56683541892,+0,+3.84983715917,+0,+4.70547153678,+5.13313387463,+6.41639468502,+0,+2.14149439552,+5.56719884236,+2.99813546341,+0,+4.28290333069,+4.71093034366,+2.99804471899,+5.56667975486,+5.13886982327,+1.28495972649,+5.56722435803
2010-08-16 10:55:30 UTC,+5.13019673144,+2.5653990907,+0,+3.84768297732,+0,+4.70283854208,+5.13026160474,+6.41280435156,+0,+2.14169350351,+5.56771643961,+2.99841421883,+0,+4.28330153514,+4.71136833596,+2.99832346299,+5.56719728601,+5.1393475912,+1.28507919793,+5.56774195804
2010-08-16 10:56:00 UTC,+5.14861670484,+2.57461039639,+6.00624805202,+3.86149794609,+2.14557171739,+4.71972418126,+5.14868173859,+6.43582949346,+0,+2.14068598532,+5.56509731466,+2.99700367196,+4.70870058126,+4.28128655708,+4.7091520249,+2.99691297387,+5.56457849536,+5.13693000901,+1.28447465338,+5.56512281918
2010-08-16 10:56:30 UTC,+5.15244313594,+2.57652388582,+6.0107117495,+3.86436776728,+2.14716635163,+4.72323188092,+5.15250820316,+6.4406125688,+0,+0,+5.56521135272,+2.99706508787,+4.70879706902,+4.28137429023,+4.70924852421,+2.99697438727,+5.5646925189,+5.13703527179,+1.28450097554,+5.56523685784
2010-08-16 10:57:00 UTC,+5.14826484677,+2.57443444218,+6.00583759434,+3.86123405274,+2.14542508339,+4.71940163202,+5.14832987744,+6.43538966752,+0,+0,+0,+2.99669839808,+4.70822097974,+4.28085047078,+4.70867236567,+2.99660771249,+5.56401173066,+5.13640679025,+1.28434381641,+5.56455597905
2010-08-16 10:57:30 UTC,+5.15392939453,+2.57726712149,+6.01244553449,+3.86548246041,+2.14778573788,+0,+5.15399447476,+6.44247040621,+0,+0,+0,+2.99831491347,+4.71076061191,+0,+4.71121230317,+2.9982241617,+5.56701291784,+5.13917738851,+0,+5.56755756535
2010-08-16 10:58:00 UTC,+5.15022894418,+2.57541663148,+6.00812879893,+3.86270712469,+2.14624360513,+0,+5.15029399202,+6.43784480799,+0,+0,+0,+2.99896336995,+4.71177937183,+0,+4.71223118553,+2.99887259165,+5.56821682812,+5.14028879924,+0,+5.56876163568
2010-08-16 10:58:30 UTC,+5.15167161586,+2.57613807059,+6.00981173788,+3.86378912765,+2.14684482691,+0,+5.15173667633,+6.43964816135,+0,+0,+0,+2.99743944613,+4.70938520585,+0,+4.70983673176,+2.9973487302,+5.56538754424,+5.13767689656,+0,+5.56593197562
2010-08-16 10:59:00 UTC,+5.14965501257,+2.57512962457,+6.00745928292,+3.8622766763,+2.14600442374,+0,+0,+6.43712738801,+4.71246730895,+2.14209861884,+0,+2.99898138891,+4.71180768057,+0,+4.71225949767,+0,+5.56825028171,+5.14031968251,+0,+5.56879509372
2010-08-16 10:59:30 UTC,+5.14828919745,+2.57444661924,+6.00586600048,+3.86125231573,+2.14543523132,+0,+0,+6.43542010609,+4.71067143312,+2.14128227856,+0,+2.99783849516,+4.71001213322,+0,+4.71046373452,+0,+0,+5.13836083966,+0,+5.56667293987
2010-08-16 11:00:00 UTC,+5.14163061012,+0,+5.9980984706,+3.85625837913,+2.14266031873,+0,+0,+6.42709680854,+4.7112592266,+2.14154946824,+0,+0,+4.71059981919,+0,+4.71105149112,+0,+0,+5.13900197254,+1.28499277196,+5.56736752475
2010-08-16 11:00:30 UTC,+5.14243629225,+0,+5.99903833359,+3.85686264025,+2.14299608028,+0,+0,+6.42810391888,+4.71103668885,+2.14144831062,+0,+0,+4.71037732216,+0,+4.71082609408,+0,+0,+5.13875924058,+1.28493207401,+5.56710455594
2010-08-16 11:01:00 UTC,+5.13994315786,+0,+5.99612998472,+3.85499279095,+2.14195708657,+0,+0,+6.42498747717,+4.7149966641,+2.14324837233,+0,+0,+4.71433657311,+0,+4.71478581598,+0,+0,+5.14307856444,+1.28601217115,+5.5717839868
2010-08-16 11:01:30 UTC,+5.14691692828,+0,+6.00426518915,+3.86022311464,+2.14486334923,+0,+0,+6.43370475657,+4.70982609691,+2.14089801925,+0,+0,+4.70916695163,+0,+4.7096155796,+0,+0,+5.13743879329,+1.28460188082,+5.56567402142
2010-08-16 11:02:00 UTC,+5.14462288892,+0,+6.00159239221,+3.85850470754,+2.14390850542,+4.71606563201,+0,+6.4308407207,+4.71005779109,+2.14100333905,+0,+0,+4.70939860348,+0,+4.70984725897,+0,+0,+5.13769151263,+1.28466507621,+5.56594781026
2010-08-16 11:02:30 UTC,+5.14477787392,+2.57292381034,+6.00177318913,+3.85862094633,+2.14397309422,+4.71620770733,+0,+6.43103445364,+4.70982331668,+0,+5.56564522865,+0,+4.70916417192,+4.28170808515,+4.70961279955,+0,+0,+5.13743576078,+1.2846011225,+5.56567073608
2010-08-16 11:03:00 UTC,+5.14305518353,+2.57183065095,+5.99976359411,+3.85732892811,+2.14325444559,+4.71462851065,+0,+6.42888107185,+4.70864543078,+0,+5.5642533497,+0,+4.70798650151,+4.28063726736,+4.70843498904,+0,+0,+5.1361509875,+1.28427984999,+5.56427884973
2010-08-16 11:03:30 UTC,+5.14759473646,+2.57410075499,+6.00505918466,+3.86073082073,+0,+4.7187899357,+0,+0,+4.7070797686,+0,+5.56240324507,+0,+4.70642112585,+4.2792139216,+4.70686942711,+2.99546212443,+5.56344283805,+5.13444324923,+1.28385281013,+5.56242873528
2010-08-16 11:04:00 UTC,+0,+2.57511359499,+6.0074218898,+3.8622498599,+0,+4.7206466162,+0,+0,+4.70588607497,+0,+5.56099268656,+2.99479309757,+4.70522395211,+4.27812873299,+4.70567580991,+2.99470248999,+5.56047439135,+5.13314123382,+1.283527226,+0
2010-08-16 11:04:30 UTC,+0,+2.57471189583,+6.00648482505,+3.86164739875,+0,+4.71991024422,+5.14888144808,+0,+4.70511102242,+2.13875471667,+5.56007682596,+2.99429985482,+4.70444904264,+4.27742413159,+4.70490080699,+2.99420926745,+5.55955864771,+5.1322958491,+1.28331582769,+0
2010-08-16 11:05:00 UTC,+0,+2.57295792352,+6.00239324173,+3.85901682274,+0,+4.71669496229,+5.14537397948,+0,+4.70947882157,+2.14074016042,+5.56523814722,+2.99707951826,+0,+4.28139490415,+0,+2.99698881706,+5.56471930994,+5.13706000444,+1.28450716025,+0
2010-08-16 11:05:30 UTC,+0,+2.57080458525,+5.99737245303,+3.85578883849,+0,+4.71274948426,+5.14106995878,+0,+4.71122209447,+2.14153258932,+5.56729813017,+2.99818893555,+0,+4.28297971608,+0,+2.99809818893,+5.56677902996,+5.13896147085,+1.28498264405,+0
2010-08-16 11:06:00 UTC,+0,+2.57247065415,+0,+3.85828758043,+0,+4.7158036291,+5.14440164698,+0,+4.7154679487,+2.14346260129,+5.57231535243,+3.00089099331,+0,+4.28683962836,+0,+3.00080013612,+5.57179561201,+5.14359261586,+1.28614071568,+0
2010-08-16 11:06:30 UTC,+0,+2.56832820505,+0,+3.85207480554,+2.14033649479,+4.70820992189,+5.13611786679,+0,+4.72035006195,+2.1456818336,+5.57808442669,+3.00399796571,+0,+4.29127796467,+0,+3.00390698143,+5.57756395048,+5.14891775776,+1.28747232917,+0
2010-08-16 11:07:00 UTC,+0,+2.57135753604,+0,+3.85661814472,+2.1428610322,+4.7137631229,+5.14217571114,+0,+4.71979953069,+2.14543158197,+5.57743387731,+3.00364760812,+0,+4.29077747589,+0,+3.00355663817,+5.57691348405,+5.14831726837,+1.28732216984,+0
2010-08-16 11:07:30 UTC,+0,+2.57133981298,+0,+0,+2.14284626243,+4.71373063396,+5.1421402698,+0,+4.71819129429,+2.14470053581,+5.57553346352,+3.00262412796,+0,+4.28931542583,+0,+3.00253319986,+5.57501331261,+5.14656309211,+0,+0
2010-08-16 11:08:00 UTC,+0,+2.56811842321,+0,+0,+2.14016167001,+4.70782536151,+5.13569835976,+6.41960434429,+4.72468209295,+2.14765101836,+5.5832034824,+3.00675486625,+0,+4.29521622042,+0,+3.00666376924,+5.58268235359,+5.1536429004,+0,+0
2010-08-16 11:08:30 UTC,+5.13118141336,+0,+0,+0,+2.13830614523,+4.7037437814,+5.13124586894,+6.41403872967,+4.72318967462,+0,+5.58143992793,+3.0058050926,+0,+4.29385946072,+4.72297830276,+3.00571403442,+5.58091902392,+5.15201505203,+0,+0
2010-08-16 11:09:00 UTC,+5.13090694444,+0,+0,+0,+2.13819176246,+4.70349217472,+5.13097139769,+6.41369564053,+4.72200787185,+0,+5.5800434203,+3.00505187513,+0,+4.29278508209,+4.7217965755,+3.00496196699,+5.5795226943,+5.15072600613,+0,+0
2010-08-16 11:09:30 UTC,+5.13041279593,+0,+0,+0,+2.13798582997,+4.70303918696,+5.13047724498,+6.41307794953,+4.71929456017,+0,+5.57683716595,+3.00332512737,+4.71862996333,+4.29031840645,+4.71908343725,+3.00323528854,+5.5763168488,+0,+0,+5.57685899856
2010-08-16 11:10:00 UTC,+5.1367950067,+0,+0,+0,+2.14064556618,+4.70888978329,+5.13685951012,+6.42105578252,+4.71567349185,+0,+5.57255823776,+3.00102068454,+4.71500956285,+4.28702648793,+4.71546260045,+3.00093093824,+5.57203289922,+0,+1.28619677829,+5.57258005346
2010-08-16 11:10:30 UTC,+5.13654208913,+0,+5.99216094458,+0,+2.14054016481,+4.70865793284,+5.13660659041,+6.42073963282,+4.71182396644,+2.14180542842,+5.5680093476,+2.99857085194,+4.71116074768,+4.28352687876,+4.71161332131,+2.99848120403,+5.56748459875,+0,+1.28514680673,+5.56803114534
2010-08-16 11:11:00 UTC,+5.14034784233,+2.57047574955,+5.99660051758,+0,+2.1421261825,+4.71214668093,+5.14041237609,+6.42549686581,+4.71177761858,+2.14178436038,+5.56795457945,+2.99854135623,+4.71111440835,+4.28348474386,+4.7115669764,+2.9984517095,+5.56742983768,+0,+1.2851341652,+5.56797637697
2010-08-16 11:11:30 UTC,+5.14102475321,+2.57081425356,+5.99739016294,+3.85580333884,+2.14240827979,+4.71276720765,+5.14108929276,+6.4263430118,+4.70964468263,+2.14081480542,+5.56543414118,+0,+4.70898186599,+4.28154568867,+4.70943417694,+2.99709436656,+5.56490972623,+0,+1.28455239943,+5.56545592875
2010-08-16 11:12:00 UTC,+5.14419475692,+2.57239948282,+6.00108810728,+3.85818083891,+2.14372935383,+4.71567316181,+5.14425932357,+6.43030555103,+0,+2.13946909102,+5.56193584544,+0,+4.70602195864,+4.27885433586,+4.70647391269,+2.99520899729,+5.56141188423,+0,+1.28374492528,+5.5619576192
2010-08-16 11:12:30 UTC,+5.14442348609,+2.57251386384,+6.00135492957,+3.85835238559,+2.14382467492,+4.7158828387,+5.1444880547,+6.43059146498,+0,+2.1383334214,+5.55898357857,+0,+4.70352404625,+4.27658306075,+4.70397569905,+2.99361910122,+5.55846000041,+0,+1.28306348509,+5.55900534067
2010-08-16 11:13:00 UTC,+5.14592694043,+2.57326569885,+6.00310877315,+3.85947997508,+2.14445122764,+4.71726106087,+5.14599152191,+6.43246698963,+0,+2.1380828725,+5.55833225602,+0,+4.70297296236,+4.2760819771,+4.70342454871,+2.99326834189,+5.55780876235,+0,+1.28291314728,+5.55835401555
2010-08-16 11:13:30 UTC,+5.1481189644,+2.57436186811,+6.00566586251,+3.86112399125,+2.14536473636,+4.71927049739,+5.14818356467,+6.43520704024,+0,+2.13756774582,+5.55699314177,+0,+4.70183993809,+4.27505175286,+4.70229138778,+2.99254718333,+5.55646982189,+0,+1.28260405386,+5.55701489602
2010-08-16 11:14:00 UTC,+5.14332039389,+2.57196223859,+6.00006812555,+3.85752506738,+2.14336496994,+4.71487162998,+5.14338495307,+6.42920878193,+0,+0,+5.55358882112,+0,+4.69895954314,+4.27243269797,+4.69941064537,+2.99071384087,+5.55306594312,+5.12630709925,+1.2818182709,+5.55361056194
2010-08-16 11:14:30 UTC,+5.14359913268,+2.57210162798,+6.00039328621,+3.85773412123,+0,+4.71512715086,+5.14366369424,+6.42955720803,+0,+0,+5.55228047034,+0,+4.69785567266,+4.27142709837,+4.69830664174,+0,+5.55176145493,+5.12510283572,+1.28151667957,+5.55230589922
2010-08-16 11:15:00 UTC,+5.14378663218,+2.57219539118,+6.00061201237,+3.8578747457,+0,+4.71529903235,+5.14385119534,+6.42979158417,+0,+0,+5.55673176097,+0,+4.70162191381,+4.274851623,+4.70207333721,+0,+5.55621217381,+5.12921160301,+1.28254412409,+5.55675721349
2010-08-16 11:15:30 UTC,+5.1469193745,+2.57376198709,+6.00426648976,+3.86022429981,+0,+4.71817082886,+5.14698396448,+6.43370754156,+0,+0,+5.55598113666,+2.99209497667,+4.70098680988,+4.27427414299,+4.70143815667,+0,+5.5554616459,+5.12851873865,+1.2823708654,+5.5560065852
