# file...... Output/hvac/house_hvac_file_032.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_10A_tm_0_A_10_Meter_53_621:hvac_load,house_0_11A_tm_0_A_11_Meter_53_622:hvac_load,house_0_12A_tm_0_A_12_Meter_53_623:hvac_load,house_0_13A_tm_0_A_13_Meter_53_624:hvac_load,house_0_14A_tm_0_A_14_Meter_53_625:hvac_load,house_0_15A_tm_0_A_15_Meter_53_626:hvac_load,house_0_1A_tm_0_A_1_Meter_55_627:hvac_load,house_0_2A_tm_0_A_2_Meter_55_628:hvac_load,house_0_3A_tm_0_A_3_Meter_55_629:hvac_load,house_0_4A_tm_0_A_4_Meter_55_630:hvac_load,house_0_5A_tm_0_A_5_Meter_55_631:hvac_load,house_0_6A_tm_0_A_6_Meter_55_632:hvac_load,house_0_7A_tm_0_A_7_Meter_55_633:hvac_load,house_0_8A_tm_0_A_8_Meter_55_634:hvac_load,house_0_1B_tm_0_B_1_Meter_56_635:hvac_load,house_0_2B_tm_0_B_2_Meter_56_636:hvac_load,house_0_3B_tm_0_B_3_Meter_56_637:hvac_load,house_0_4B_tm_0_B_4_Meter_56_638:hvac_load,house_0_5B_tm_0_B_5_Meter_56_639:hvac_load,house_0_6B_tm_0_B_6_Meter_56_640:hvac_load
2010-08-16 00:05:00 UTC,+6.01694393706,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.15454856712,+3.44738547859,+0,+5.6005680358,+0,+0,+4.30894921578
2010-08-16 00:05:30 UTC,+6.02164471746,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.15867540387,+3.45014538627,+0,+5.60505139542,+0,+0,+0
2010-08-16 00:06:00 UTC,+6.02331514509,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.1600934281,+3.44888050629,+0,+5.60299664847,+0,+0,+0
2010-08-16 00:06:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16273203859,+0,+0,+0,+0,+0,+0
2010-08-16 00:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16831633811,+0,+0,+0,+0,+0,+0
2010-08-16 00:07:30 UTC,+0,+0,+0,+0,+0,+0,+0,+4.74065716233,+0,+0,+0,+0,+0,+5.17121542812,+0,+0,+0,+0,+0,+0
2010-08-16 00:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.74012609997,+0,+0,+0,+0,+0,+5.17063614779,+0,+0,+0,+0,+0,+0
2010-08-16 00:08:30 UTC,+0,+0,+0,+0,+0,+0,+0,+4.74020226499,+0,+0,+0,+0,+0,+5.17071922824,+0,+0,+0,+0,+0,+0
2010-08-16 00:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.74074529182,+0,+0,+0,+0,+0,+5.17131155934,+0,+0,+0,+0,+0,+0
2010-08-16 00:09:30 UTC,+0,+0,+2.58751442622,+0,+0,+0,+0,+4.74093681579,+0,+0,+2.58616699035,+0,+0,+5.17152047279,+0,+0,+0,+0,+0,+0
2010-08-16 00:10:00 UTC,+0,+0,+2.58892396636,+0,+0,+0,+0,+4.74376144839,+0,+1.72515871657,+2.58770784892,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:10:30 UTC,+0,+0,+2.58901566723,+0,+0,+0,+0,+4.74396545373,+0,+1.72523290865,+2.58781913538,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:11:00 UTC,+0,+0,+2.58775362137,+0,+0,+0,+0,+4.74099462188,+0,+1.72415248498,+2.58619852401,+3.87923854811,+6.03326748336,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,+0,+0,+0,+4.74277465852,+0,+1.72479984363,+0,+3.88069505954,+6.03553262398,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.74252654976,+0,+0,+0,+3.88049204506,+6.03521689941,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+4.7443320349,+0,+0,+0,+3.88196937968,+6.03751442387,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.88416614319,+6.04093079152,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.88736495648,+6.04590552951,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.88806393372,+6.04699256654,+0,+0,+3.01827682659,+0,+0,+0,+0
