# file...... Output/hvac/house_hvac_file_047.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_15C_tm_3_C_15_Meter_76_921:hvac_load,house_3_16C_tm_3_C_16_Meter_76_922:hvac_load,house_3_17C_tm_3_C_17_Meter_76_923:hvac_load,house_3_1B_tm_3_B_1_Meter_77_924:hvac_load,house_3_2B_tm_3_B_2_Meter_77_925:hvac_load,house_3_3B_tm_3_B_3_Meter_77_926:hvac_load,house_3_4B_tm_3_B_4_Meter_77_927:hvac_load,house_3_5B_tm_3_B_5_Meter_77_928:hvac_load,house_3_6B_tm_3_B_6_Meter_77_929:hvac_load,house_3_7B_tm_3_B_7_Meter_77_930:hvac_load,house_3_8B_tm_3_B_8_Meter_77_931:hvac_load,house_3_9B_tm_3_B_9_Meter_77_932:hvac_load,house_3_10B_tm_3_B_10_Meter_77_933:hvac_load,house_3_11B_tm_3_B_11_Meter_77_934:hvac_load,house_3_12B_tm_3_B_12_Meter_77_935:hvac_load,house_3_13B_tm_3_B_13_Meter_77_936:hvac_load,house_3_14B_tm_3_B_14_Meter_77_937:hvac_load,house_3_15B_tm_3_B_15_Meter_77_938:hvac_load,house_3_1A_tm_3_A_1_Meter_79_939:hvac_load,house_3_2A_tm_3_A_2_Meter_79_940:hvac_load
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,+0,+0,+0,+1.73725076874,+0,+0,+0,+0,+2.17156041103,+0,+0,+0,+0,+3.4741342585,+0,+0,+0,+0,+0
2010-08-16 00:01:00 UTC,+0,+0,+0,+0,+1.73784358866,+0,+0,+0,+0,+2.17230143668,+0,+0,+0,+0,+3.47531973649,+0,+0,+0,+0,+2.59055067419
2010-08-16 00:01:30 UTC,+0,+0,+0,+0,+1.73630448817,+0,+0,+0,+0,+2.17037755913,+0,+0,+0,+0,+3.47224195582,+0,+0,+0,+0,+2.59323360724
2010-08-16 00:02:00 UTC,+0,+0,+0,+0,+1.73572434947,+0,+0,+0,+0,+2.16965238501,+0,+0,+0,+0,+3.47108183681,+0,+0,+0,+0,+2.58959013886
2010-08-16 00:02:30 UTC,+0,+3.02982868886,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47036663315,+0,+0,+0,+0,+2.59993717007
2010-08-16 00:03:00 UTC,+0,+3.02677497721,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16761375246,+3.46786559278,+0,+0,+0,+0,+0
2010-08-16 00:03:30 UTC,+0,+3.0340496837,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16674904436,+3.46648222031,+0,+0,+0,+0,+0
2010-08-16 00:04:00 UTC,+0,+3.02978722036,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16764118516,+0,+0,+0,+0,+0,+0
2010-08-16 00:04:30 UTC,+0,+3.03214316374,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16878377407,+0,+0,+0,+0,+0,+0
2010-08-16 00:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16790782474,+0,+0,+0,+0,+0,+0
2010-08-16 00:05:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:06:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:06:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.34099758421,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,+3.90419256378,+0,+0,+4.3382695169,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:07:30 UTC,+0,+0,+0,+0,+0,+0,+0,+3.9045032636,+0,+0,+4.33861477006,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,+3.9039831022,+0,+0,+4.33803676081,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:08:30 UTC,+0,+0,+0,+0,+0,+0,+0,+3.9075316253,+0,+0,+4.3419799199,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+3.9068662269,+0,+0,+4.34124052166,+0,+0,+0,+0,+0,+3.03903554426,+0,+0,+2.61498691513
2010-08-16 00:09:30 UTC,+0,+0,+0,+0,+0,+0,+0,+3.90899106099,+0,+0,+4.34360166132,+0,+0,+0,+0,+0,+3.04068844015,+0,+0,+2.61540166948
2010-08-16 00:10:00 UTC,+0,+0,+0,+0,+0,+0,+0,+3.90834526137,+0,+0,+0,+0,+0,+0,+0,+0,+3.04018607644,+0,+0,+2.61783588867
2010-08-16 00:10:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04147009148,+0,+0,+2.61795162427
2010-08-16 00:11:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04402597407,+0,+0,+2.61542149489
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04520831581,+0,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04490457425,+0,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.77959999795,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+0,+3.04862950291,+0,+0,+1.73811936951,+0,+0,+0,+0,+0,+0,+4.77932350472,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:30 UTC,+0,+3.05085374655,+0,+0,+1.73635333714,+4.77443987986,+0,+0,+0,+0,+0,+4.77450686816,+0,+2.17042265733,+3.47236701644,+0,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+0,+3.05296767471,+0,+0,+1.73560034412,+4.77236943294,+0,+0,+0,+0,+0,+4.77243637972,+0,+2.1694814249,+3.47086121261,+0,+0,+0,+0,+0
2010-08-16 00:15:30 UTC,+0,+3.05279216569,+0,+0,+1.73594159838,+4.77330775359,+0,+0,+0,+0,+0,+4.77337471918,+0,+2.16990798873,+3.47154363861,+0,+0,+0,+0,+0
2010-08-16 00:16:00 UTC,+0,+3.05432201929,+0,+0,+0,+4.77429943582,+0,+0,+0,+2.17038330462,+0,+4.7743664213,+0,+2.17035881094,+3.47226487367,+0,+0,+0,+0,+0
2010-08-16 00:16:30 UTC,+0,+0,+0,+0,+0,+4.77769620442,+0,+0,+0,+2.17192751554,+0,+4.77776325798,+0,+2.1719029938,+3.47473529062,+0,+0,+0,+0,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,+0,+4.77827111137,+0,+0,+0,+2.17218887499,+0,+0,+0,+0,+3.4751534115,+0,+0,+0,+5.66130868038,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+0,+4.77925817311,+0,+0,+0,+2.17263760485,+0,+0,+0,+0,+3.47587128615,+0,+0,+0,+5.65822440276,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+0,+4.78247489853,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.66114797057,+0
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.66095923601,+2.6132265714
2010-08-16 00:19:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.66285081912,+2.61409981029
2010-08-16 00:19:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.65930714836,+2.61246389431
2010-08-16 00:20:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.66222370267,+2.61381030544
2010-08-16 00:20:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.66502544368,+0
2010-08-16 00:21:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17427331211,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:30 UTC,+5.23009402359,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17272010877,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:00 UTC,+5.23229366097,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.1711522636,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:30 UTC,+5.22972248269,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17316238648,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,+5.22782146199,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:30 UTC,+5.22565295371,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:00 UTC,+5.22234708938,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:00 UTC,+0,+0,+0,+0,+0,+0,+3.46930040987,+0,+5.20350508817,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:30 UTC,+0,+3.04721093738,+0,+0,+0,+0,+3.47467239274,+0,+5.21156216184,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:00 UTC,+0,+3.0471421419,+0,+0,+0,+0,+3.47455656503,+0,+5.21138843968,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:30 UTC,+0,+3.04777023056,+0,+0,+0,+0,+3.47370880277,+0,+5.21011693838,+0,+4.3421722886,+0,+0,+2.17128424659,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:00 UTC,+0,+3.04743508418,+0,+0,+0,+0,+3.47526053756,+0,+5.21244428047,+0,+4.3441119799,+0,+0,+2.17225419985,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.20563649969,+0,+4.3384381284,+0,+0,+2.16941695928,+0,+0,+0,+0,+0,+2.61315660391
2010-08-16 00:29:00 UTC,+0,+0,+6.09591667695,+0,+0,+0,+0,+0,+5.20032951119,+0,+4.33401509141,+0,+0,+2.16720519532,+0,+0,+0,+0,+0,+2.6153223129
2010-08-16 00:29:30 UTC,+0,+0,+6.09841791653,+0,+0,+0,+0,+0,+0,+0,+4.33394389901,+0,+0,+2.16716959518,+0,+0,+0,+0,+0,+2.61346654727
2010-08-16 00:30:00 UTC,+0,+0,+6.09804949135,+0,+0,+0,+0,+0,+0,+0,+4.33357349988,+0,+0,+0,+3.46686637874,+0,+3.03368988682,+0,+0,+2.61383957678
2010-08-16 00:30:30 UTC,+0,+0,+6.10177149937,+0,+0,+0,+0,+0,+0,+0,+4.33419707284,+0,+0,+0,+3.4673652368,+0,+3.03412641996,+0,+0,+0
2010-08-16 00:31:00 UTC,+0,+0,+6.09645854853,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.46839581301,+0,+3.03502824095,+0,+0,+0
2010-08-16 00:31:30 UTC,+0,+0,+6.09321791335,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.46776223993,+0,+3.03447382344,+0,+0,+0
2010-08-16 00:32:00 UTC,+0,+0,+6.08556987718,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47006857626,+0,+3.03649201721,+3.46999309713,+0,+0
2010-08-16 00:32:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47551893365,+0,+3.04126143312,+3.47544330812,+0,+0
2010-08-16 00:33:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.03965792332,+3.4736109104,+0,+0
2010-08-16 00:33:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.47691701462,+0,+0
2010-08-16 00:34:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.48031978735,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:00 UTC,+0,+0,+0,+0,+1.7376876247,+0,+0,+0,+0,+0,+0,+4.77815503971,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:30 UTC,+0,+0,+0,+0,+1.73885008585,+0,+0,+0,+0,+0,+0,+4.78135140656,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:00 UTC,+0,+0,+0,+0,+1.73781445455,+0,+0,+0,+0,+0,+0,+4.77850377804,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:30 UTC,+0,+0,+0,+0,+1.7371625858,+0,+0,+0,+0,+0,+0,+4.77671136407,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.77045504776,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:30 UTC,+0,+0,+0,+3.47019371101,+0,+4.77146503379,+0,+0,+0,+0,+0,+4.77153196243,+0,+0,+0,+0,+0,+0,+0,+2.61267760242
2010-08-16 00:39:00 UTC,+0,+3.04632618199,+0,+3.47113923117,+0,+4.77276511228,+0,+3.90482145659,+0,+0,+0,+4.77283206699,+0,+0,+0,+0,+0,+0,+0,+2.61295223635
2010-08-16 00:39:30 UTC,+0,+3.04312985092,+0,+3.47439041142,+0,+4.77723544477,+0,+3.90847880199,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.61338890879
2010-08-16 00:40:00 UTC,+0,+3.04557380757,+0,+3.47510439348,+0,+4.77821716124,+0,+3.90928198077,+0,+2.17216434864,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.61134631094
2010-08-16 00:40:30 UTC,+0,+3.04654595794,+0,+3.47406679962,+0,+4.77679048256,+0,+3.90811476184,+0,+2.17151576375,+0,+0,+0,+2.17149124949,+0,+0,+0,+0,+0,+0
2010-08-16 00:41:00 UTC,+0,+0,+0,+3.47303214184,+0,+4.77536784096,+0,+3.90695084578,+0,+2.17086901417,+0,+0,+0,+2.17084451167,+0,+0,+0,+0,+0,+0
2010-08-16 00:41:30 UTC,+0,+0,+0,+0,+0,+4.77601692768,+0,+3.90748188779,+0,+2.17116409663,+0,+0,+0,+2.17113958876,+0,+0,+0,+0,+0,+0
2010-08-16 00:42:00 UTC,+0,+0,+0,+0,+0,+4.78128121655,+0,+0,+0,+0,+0,+0,+2.17357209648,+2.1735327528,+0,+0,+0,+0,+0,+0
2010-08-16 00:42:30 UTC,+0,+0,+0,+0,+0,+4.7756184128,+0,+0,+0,+0,+0,+0,+2.17099769777,+2.17095842251,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:00 UTC,+5.22120375025,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17228439075,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:30 UTC,+5.22485431418,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17081328148,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:44:00 UTC,+5.22149780851,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:44:30 UTC,+5.21932141802,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:45:00 UTC,+5.21910099288,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:45:30 UTC,+5.22364824858,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.6520662378,+0
2010-08-16 00:46:00 UTC,+5.22377090331,+0,+0,+0,+0,+0,+3.47669202707,+0,+0,+0,+0,+0,+0,+0,+3.47672866309,+0,+0,+0,+5.65438979772,+0
2010-08-16 00:46:30 UTC,+0,+0,+0,+0,+0,+0,+3.47692417717,+0,+0,+0,+0,+0,+0,+0,+3.47696081578,+0,+0,+0,+5.65363359886,+0
2010-08-16 00:47:00 UTC,+0,+0,+0,+0,+0,+0,+3.47666005683,+0,+0,+0,+0,+0,+0,+0,+3.47669669249,+0,+0,+0,+5.651833673,+0
2010-08-16 00:47:30 UTC,+0,+0,+0,+0,+0,+0,+3.4766478544,+0,+0,+0,+0,+0,+0,+0,+3.47668448994,+0,+0,+0,+5.65206749131,+0
2010-08-16 00:48:00 UTC,+0,+0,+0,+0,+0,+0,+3.4709460239,+0,+0,+0,+4.33871877439,+0,+0,+0,+3.47098259581,+0,+0,+0,+5.65427330294,+0
2010-08-16 00:48:30 UTC,+0,+0,+0,+0,+0,+0,+3.47434316151,+0,+5.21106837017,+0,+4.34296524636,+0,+0,+0,+3.47437977132,+0,+0,+0,+5.64478541126,+0
2010-08-16 00:49:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.21375463068,+0,+4.34520407326,+0,+0,+0,+3.47617083177,+0,+0,+0,+5.6533333905,+2.60970614182
2010-08-16 00:49:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.20996637327,+0,+4.34204680217,+0,+0,+0,+0,+0,+3.03962163412,+0,+0,+2.6076964211
2010-08-16 00:50:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.21073077609,+0,+4.34268388321,+0,+0,+0,+0,+0,+3.0400676236,+0,+0,+2.60427365944
2010-08-16 00:50:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.20725405691,+0,+4.3397862593,+0,+0,+0,+0,+0,+3.03803913788,+0,+0,+2.60544899086
2010-08-16 00:51:00 UTC,+0,+3.04592350307,+0,+0,+0,+0,+0,+0,+5.19898227952,+0,+4.33289225957,+0,+0,+0,+0,+6.06582164181,+3.03321298357,+0,+0,+0
2010-08-16 00:51:30 UTC,+0,+3.04740562291,+0,+0,+0,+0,+0,+0,+5.20892975078,+0,+0,+0,+0,+0,+0,+6.07742791349,+3.03901681855,+0,+0,+0
2010-08-16 00:52:00 UTC,+0,+3.0479669037,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.08078783032,+3.04069697932,+0,+0,+0
2010-08-16 00:52:30 UTC,+0,+3.04764461259,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.07661422516,+3.03860992538,+0,+0,+0
2010-08-16 00:53:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.06945413292,+0,+0,+0,+0
2010-08-16 00:53:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16620156901,+0,+6.06458382282,+0,+3.46553866942,+0,+0
2010-08-16 00:54:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.1684200181,+0,+6.07079449877,+0,+3.46908769643,+0,+0
2010-08-16 00:54:30 UTC,+0,+0,+6.09227969661,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16788730079,+0,+6.06930312601,+0,+3.46823546678,+0,+0
2010-08-16 00:55:00 UTC,+0,+0,+6.08514328039,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17131772018,+0,+0,+0,+3.47372337796,+0,+0
2010-08-16 00:55:30 UTC,+0,+0,+6.08561121104,+0,+0,+0,+0,+0,+0,+0,+0,+4.7715402699,+0,+2.16907405839,+0,+0,+0,+3.47013401603,+0,+0
2010-08-16 00:56:00 UTC,+0,+0,+6.0846766837,+0,+0,+0,+0,+0,+0,+0,+0,+4.77300899399,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:56:30 UTC,+0,+0,+6.09367168501,+0,+0,+0,+0,+0,+0,+0,+0,+4.76947677283,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:57:00 UTC,+0,+0,+6.09272208689,+0,+0,+0,+0,+0,+0,+0,+0,+4.76452119754,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:57:30 UTC,+0,+0,+6.09472956126,+0,+1.73243849308,+0,+0,+0,+0,+0,+0,+4.76372174079,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:00 UTC,+0,+0,+0,+0,+1.73461047004,+0,+0,+0,+0,+0,+0,+4.76969392712,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:30 UTC,+0,+0,+0,+0,+1.73537489158,+0,+0,+0,+0,+0,+0,+4.77179582231,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:59:00 UTC,+0,+0,+0,+0,+1.73638285535,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.61042759762
2010-08-16 00:59:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16964477251,+0,+0,+0,+0,+0,+0,+2.61183937609
2010-08-16 01:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17116775658,+0,+0,+0,+0,+0,+0,+2.60868588067
2010-08-16 01:00:30 UTC,+0,+0,+0,+0,+0,+4.77508438044,+0,+0,+0,+0,+0,+0,+2.17075491832,+0,+0,+0,+0,+0,+0,+2.61217991532
2010-08-16 01:01:00 UTC,+0,+0,+0,+3.47294235998,+0,+4.77524439203,+0,+0,+0,+0,+0,+0,+2.17082766208,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:01:30 UTC,+5.22287729867,+0,+0,+3.47024886252,+0,+4.77154086644,+0,+0,+0,+2.16912922652,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:02:00 UTC,+5.22093358821,+0,+0,+3.47445631728,+0,+4.77732606451,+0,+0,+0,+2.17175924559,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:02:30 UTC,+5.22155504828,+0,+0,+3.47067233638,+0,+4.77212313774,+0,+0,+0,+2.16939393391,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:00 UTC,+5.22329588274,+0,+0,+3.46932716745,+0,+4.77027354715,+0,+0,+0,+2.16855308825,+0,+0,+0,+0,+3.46933690747,+0,+0,+0,+0,+0
2010-08-16 01:03:30 UTC,+5.2209839297,+3.04556967791,+0,+3.47194011173,+0,+4.77386631312,+0,+0,+0,+0,+0,+0,+0,+0,+3.47194987027,+0,+0,+0,+0,+0
2010-08-16 01:04:00 UTC,+5.22106150349,+3.04561492921,+0,+3.47163946564,+0,+4.77345292847,+3.4716126427,+0,+0,+0,+0,+0,+0,+0,+3.47164922204,+0,+0,+0,+0,+0
2010-08-16 01:04:30 UTC,+5.2156302652,+3.04243929537,+0,+0,+0,+0,+3.47301333968,+0,+0,+0,+0,+0,+0,+0,+3.47304993465,+0,+0,+0,+0,+0
2010-08-16 01:05:00 UTC,+0,+3.04268216524,+0,+0,+0,+0,+3.47230349706,+0,+0,+0,+0,+0,+0,+0,+3.47235052633,+0,+0,+0,+0,+0
2010-08-16 01:05:30 UTC,+0,+0,+0,+0,+0,+0,+3.47264623686,+0,+0,+0,+0,+0,+0,+0,+3.472693272,+0,+0,+0,+0,+0
2010-08-16 01:06:00 UTC,+0,+0,+0,+0,+0,+0,+3.47557674799,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:06:30 UTC,+0,+0,+0,+0,+0,+0,+3.48046035413,+0,+0,+0,+0,+0,+0,+2.17550448396,+0,+0,+0,+0,+0,+0
2010-08-16 01:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,+3.91403169299,+0,+0,+0,+0,+0,+2.17477903221,+0,+0,+0,+0,+0,+0
2010-08-16 01:07:30 UTC,+0,+0,+0,+0,+0,+0,+0,+3.91442674496,+0,+0,+0,+0,+0,+2.17499854554,+0,+0,+0,+0,+0,+0
2010-08-16 01:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,+3.91263411511,+0,+0,+0,+0,+0,+2.1740024587,+0,+0,+0,+0,+0,+0
2010-08-16 01:08:30 UTC,+0,+0,+0,+0,+0,+0,+0,+3.90882341878,+0,+0,+4.34338505264,+0,+0,+2.1718850195,+0,+0,+3.04055053161,+0,+0,+0
2010-08-16 01:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+3.90955707775,+5.21256210077,+0,+4.34420029155,+0,+0,+0,+0,+0,+3.04112123783,+0,+0,+0
2010-08-16 01:09:30 UTC,+0,+0,+0,+0,+0,+0,+0,+3.91308725357,+5.21726880116,+0,+4.34812300861,+0,+0,+0,+0,+0,+3.04386732727,+0,+0,+2.60936255732
2010-08-16 01:10:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.21454720314,+0,+4.34585474038,+0,+0,+0,+0,+0,+3.04227943109,+0,+0,+2.61028442237
2010-08-16 01:10:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.21029551293,+0,+4.34231124359,+0,+0,+0,+0,+0,+3.03979881399,+0,+0,+2.61160679057
2010-08-16 01:11:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.21358575652,+0,+4.34505343954,+0,+0,+0,+0,+0,+3.0417184822,+0,+5.65647683302,+2.61116162797
2010-08-16 01:11:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.21098049738,+0,+4.34288213185,+0,+0,+0,+0,+0,+3.04019846303,+0,+5.6630790884,+0
2010-08-16 01:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.21148662068,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.6587402421,+0
2010-08-16 01:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.66047690053,+0
