# file...... Output/hvac/house_hvac_file_027.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_7A_tm_2_A_7_Meter_49_521:hvac_load,house_2_8A_tm_2_A_8_Meter_49_522:hvac_load,house_2_9A_tm_2_A_9_Meter_49_523:hvac_load,house_2_10A_tm_2_A_10_Meter_49_524:hvac_load,house_2_11A_tm_2_A_11_Meter_49_525:hvac_load,house_2_12A_tm_2_A_12_Meter_49_526:hvac_load,house_2_13A_tm_2_A_13_Meter_49_527:hvac_load,house_2_14A_tm_2_A_14_Meter_49_528:hvac_load,house_2_15A_tm_2_A_15_Meter_49_529:hvac_load,house_2_1B_tm_2_B_1_Meter_49_530:hvac_load,house_2_2B_tm_2_B_2_Meter_49_531:hvac_load,house_2_3B_tm_2_B_3_Meter_49_532:hvac_load,house_2_4B_tm_2_B_4_Meter_49_533:hvac_load,house_2_5B_tm_2_B_5_Meter_49_534:hvac_load,house_2_6B_tm_2_B_6_Meter_49_535:hvac_load,house_2_7B_tm_2_B_7_Meter_49_536:hvac_load,house_2_8B_tm_2_B_8_Meter_49_537:hvac_load,house_2_9B_tm_2_B_9_Meter_49_538:hvac_load,house_2_10B_tm_2_B_10_Meter_49_539:hvac_load,house_2_11B_tm_2_B_11_Meter_49_540:hvac_load
2010-08-16 00:05:00 UTC,+0,+0,+3.0013515392,+0,+0,+3.0014883993,+0,+0,+0,+0,+5.17066101252,+0,+0,+0,+0,+0,+0,+0,+4.73952132518,+0
2010-08-16 00:05:30 UTC,+0,+0,+3.00435136585,+0,+0,+3.00448840329,+0,+0,+0,+0,+5.1716836529,+0,+0,+0,+0,+0,+0,+0,+4.74045866458,+0
2010-08-16 00:06:00 UTC,+0,+0,+0,+0,+0,+3.00592077127,+0,+4.2945212957,+0,+0,+5.16889322003,+0,+6.46068037257,+0,+0,+0,+0,+0,+4.73790098872,+0
2010-08-16 00:06:30 UTC,+0,+0,+0,+2.5780481294,+0,+3.0078262066,+0,+4.29655079708,+0,+0,+5.16798268848,+0,+6.45954231198,+0,+0,+0,+0,+0,+4.73706640691,+0
2010-08-16 00:07:00 UTC,+0,+0,+0,+2.5798756618,+0,+3.00995842886,+0,+4.29959650786,+0,+0,+5.16854595259,+0,+6.46024632787,+0,+4.30753130492,+0,+0,+0,+4.73758268773,+0
2010-08-16 00:07:30 UTC,+0,+0,+0,+2.58206436838,+0,+3.01251204094,+0,+4.30324414074,+0,+0,+5.1680089415,+0,+6.45957512528,+0,+4.30708374656,+0,+0,+0,+4.73709047011,+3.01500688875
2010-08-16 00:08:00 UTC,+0,+3.01323957986,+0,+2.58276923882,+0,+3.01335001627,+0,+4.30441885673,+0,+0,+5.1698605637,+0,+6.46188944182,+0,+4.30862693442,+0,+0,+0,+4.73878764382,+3.01608714787
2010-08-16 00:08:30 UTC,+0,+3.01457531789,+0,+0,+0,+0,+0,+4.30632692125,+0,+0,+5.17025246743,+0,+6.46237927678,+0,+4.30895355671,+0,+0,+0,+4.73914685787,+3.01631578932
2010-08-16 00:09:00 UTC,+0,+3.01464759588,+0,+0,+0,+0,+0,+4.30646547202,+4.30664008027,+0,+0,+0,+6.46369789751,+0,+4.30983281389,+0,+0,+0,+0,+3.01693128507
2010-08-16 00:09:30 UTC,+0,+3.01482032007,+0,+0,+0,+0,+0,+4.30671220779,+4.30688682858,+0,+0,+0,+0,+0,+4.31204336377,+0,+0,+0,+0,+3.01847870952
2010-08-16 00:10:00 UTC,+0,+3.01623217193,+0,+0,+2.15448587396,+0,+0,+4.30872903209,+4.30890375544,+0,+0,+0,+0,+1.72451686971,+4.31093094972,+0,+0,+0,+0,+3.01769999979
2010-08-16 00:10:30 UTC,+0,+3.01679527781,+0,+0,+2.15488809711,+0,+0,+0,+4.30970819067,+0,+0,+0,+0,+1.72448739264,+4.3108572655,+5.17274872908,+0,+0,+0,+0
2010-08-16 00:11:00 UTC,+0,+0,+0,+0,+2.15470474406,+0,+0,+0,+4.30934148961,+0,+0,+0,+0,+1.72432378033,+0,+5.17225797993,+0,+0,+0,+0
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,+2.1552809571,+0,+0,+0,+0,+0,+0,+0,+0,+1.72418994363,+0,+5.17185654157,+0,+0,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,+2.1555422986,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.17150200561,+0,+0,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.17176608267,+0,+0,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16843917109,+0,+0,+0,+0
2010-08-16 00:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16689256494,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16803131853,+0,+0,+0,+0
2010-08-16 00:14:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.16604853427,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.44571745309,+0,+0
2010-08-16 00:16:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.4460159667,+0,+0
2010-08-16 00:16:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.44649167318,+0,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.44657543409,+0,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.44766814685,+0,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:18:30 UTC,+0,+0,+3.01916285616,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:00 UTC,+0,+0,+3.01834824105,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.60431109604,+0,+0,+0
2010-08-16 00:19:30 UTC,+0,+0,+3.01844274189,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.60597818341,+0,+0,+0
2010-08-16 00:20:00 UTC,+0,+0,+3.01888339444,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.60422771687,+0,+0,+0
2010-08-16 00:20:30 UTC,+0,+0,+3.01888955051,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.72477773958,+0,+0,+5.60407226839,+0,+0,+0
2010-08-16 00:21:00 UTC,+0,+0,+3.01797900891,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.72499243205,+0,+0,+5.60522334841,+0,+0,+0
2010-08-16 00:21:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.72568323517,+0,+0,+5.60746796935,+0,+0,+0
2010-08-16 00:22:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.7264633842,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.46204392345,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.46601677672,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.46262874898,+0,+0,+0,+0,+0,+4.73934395303,+0
2010-08-16 00:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.46323108842,+0,+0,+0,+0,+0,+4.73978567343,+3.01667951957
2010-08-16 00:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.45933491246,+0,+0,+0,+0,+0,+4.73692844669,+3.01486093315
2010-08-16 00:25:30 UTC,+0,+0,+0,+2.58741533214,+0,+0,+0,+0,+0,+0,+0,+0,+6.45944528079,+0,+0,+0,+0,+0,+4.73700938435,+3.0149124489
2010-08-16 00:26:00 UTC,+0,+0,+0,+2.58878417747,+0,+0,+0,+0,+0,+0,+0,+0,+6.45380803941,+0,+0,+0,+0,+0,+4.73287536253,+3.01228119948
2010-08-16 00:26:30 UTC,+0,+3.01946130592,+0,+2.58812167202,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.73823554684,+3.01569288484
2010-08-16 00:27:00 UTC,+0,+3.01728674951,+0,+2.58625775976,+2.15525349069,+0,+0,+0,+0,+0,+5.16984197519,+0,+0,+0,+4.30864766144,+0,+0,+0,+4.73883794489,+3.0160763031
2010-08-16 00:27:30 UTC,+0,+3.01742271433,+0,+0,+2.15535061085,+0,+0,+0,+4.31117233365,+0,+5.16915266281,+0,+0,+0,+4.3080731617,+0,+0,+0,+4.73820611174,+0
2010-08-16 00:28:00 UTC,+0,+3.01703393247,+0,+0,+2.15507290259,+0,+0,+4.3098743436,+4.31007372609,+0,+5.16879765676,+0,+0,+0,+4.30777728585,+0,+0,+0,+4.73788070835,+0
2010-08-16 00:28:30 UTC,+0,+3.01655376585,+0,+0,+2.15472991787,+0,+0,+4.30918842763,+4.30938776738,+0,+5.16675734,+0,+0,+0,+4.30607680651,+0,+0,+0,+0,+0
2010-08-16 00:29:00 UTC,+0,+3.01746877832,+0,+0,+2.15538351452,+0,+0,+4.31049551902,+4.31069494023,+0,+5.16526379059,+0,+0,+0,+4.30483202435,+0,+0,+0,+0,+0
2010-08-16 00:29:30 UTC,+0,+0,+0,+0,+0,+0,+0,+4.31092254086,+4.31112198865,+0,+5.16602425099,+0,+0,+0,+4.30546582162,+0,+0,+0,+0,+0
2010-08-16 00:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.30954438344,+0,+0,+5.16573168545,+0,+0,+0,+4.30522198612,+0,+0,+0,+0,+0
2010-08-16 00:30:30 UTC,+0,+0,+0,+0,+0,+0,+0,+4.30706284411,+0,+0,+5.16646978245,+0,+0,+0,+4.30583714487,+0,+0,+0,+0,+0
2010-08-16 00:31:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4.30917872521,+0,+0,+5.16806598725,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:31:30 UTC,+0,+0,+0,+0,+0,+0,+0,+4.30974896602,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:32:00 UTC,+0,+0,+0,+0,+0,+3.01792191124,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.44730633926,+0,+0
2010-08-16 00:32:30 UTC,+0,+0,+0,+0,+0,+3.01464542053,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.45040808673,+0,+0
2010-08-16 00:33:00 UTC,+0,+0,+0,+0,+0,+3.01560624611,+0,+0,+0,+0,+0,+0,+0,+1.72446744627,+0,+0,+0,+3.44879799564,+0,+0
2010-08-16 00:33:30 UTC,+0,+0,+0,+0,+0,+3.01594852505,+0,+0,+0,+0,+0,+0,+0,+1.72541091192,+0,+0,+0,+3.45068483434,+0,+0
2010-08-16 00:34:00 UTC,+0,+0,+0,+0,+0,+3.01784157202,+0,+0,+0,+0,+0,+0,+0,+1.72531253769,+0,+0,+0,+3.45048809553,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,+0,+0,+0,+3.01655446311,+0,+0,+0,+0,+0,+0,+0,+1.72530640891,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:00 UTC,+0,+0,+3.01750527848,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:30 UTC,+0,+0,+3.0170840147,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:00 UTC,+0,+0,+3.01754460814,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:30 UTC,+0,+0,+3.01801380548,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:00 UTC,+0,+0,+3.01902211544,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:30 UTC,+0,+0,+3.01860806547,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:39:00 UTC,+0,+0,+3.01817756576,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:39:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:40:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.46189241415,+0,+0,+0,+0,+0,+0,+3.01605467747
2010-08-16 00:40:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.46250404715,+0,+0,+0,+0,+0,+0,+3.01634016442
2010-08-16 00:41:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.46291815206,+0,+0,+0,+0,+0,+0,+3.01653345282
2010-08-16 00:41:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.46371312484,+0,+0,+0,+0,+0,+0,+3.01690451582
2010-08-16 00:42:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.46717558078,+0,+0,+0,+0,+0,+0,+3.01852065818
2010-08-16 00:42:30 UTC,+0,+0,+0,+0,+2.15447730256,+0,+0,+0,+0,+0,+0,+0,+6.46486711774,+0,+0,+0,+0,+0,+0,+3.01744315569
2010-08-16 00:43:00 UTC,+0,+0,+0,+0,+2.15365155661,+0,+0,+0,+0,+0,+0,+0,+6.46764304735,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:30 UTC,+0,+0,+0,+0,+2.15557186988,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.60217266057,+0,+0,+0
2010-08-16 00:44:00 UTC,+0,+3.01871257349,+0,+0,+2.15627196181,+0,+0,+0,+4.3130152719,+0,+0,+0,+0,+0,+0,+0,+5.60180665239,+0,+0,+0
2010-08-16 00:44:30 UTC,+0,+3.01658847719,+0,+2.58565923846,+2.15475471231,+0,+0,+0,+4.30943735548,+0,+0,+0,+0,+0,+0,+0,+5.60389883228,+0,+4.7415757306,+0
2010-08-16 00:45:00 UTC,+0,+3.01575215042,+0,+2.58494238434,+0,+0,+0,+0,+4.30824259183,+0,+0,+0,+0,+1.7241824223,+0,+0,+5.60259139043,+0,+4.74046950469,+0
