# file...... Output/hvac/house_hvac_file_050.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_13A_tm_3_A_13_Meter_82_981:hvac_load,house_3_14A_tm_3_A_14_Meter_82_982:hvac_load,house_3_15A_tm_3_A_15_Meter_82_983:hvac_load,house_3_1C_tm_3_C_1_Meter_83_984:hvac_load,house_3_2C_tm_3_C_2_Meter_83_985:hvac_load,house_3_3C_tm_3_C_3_Meter_83_986:hvac_load,house_3_4C_tm_3_C_4_Meter_83_987:hvac_load,house_3_5C_tm_3_C_5_Meter_83_988:hvac_load,house_3_6C_tm_3_C_6_Meter_83_989:hvac_load,house_3_7C_tm_3_C_7_Meter_83_990:hvac_load,house_3_8C_tm_3_C_8_Meter_83_991:hvac_load,house_3_1C_tm_3_C_1_Meter_84_992:hvac_load,house_3_2C_tm_3_C_2_Meter_84_993:hvac_load,house_3_3C_tm_3_C_3_Meter_84_994:hvac_load,house_3_4C_tm_3_C_4_Meter_84_995:hvac_load,house_3_5C_tm_3_C_5_Meter_84_996:hvac_load,house_3_6C_tm_3_C_6_Meter_84_997:hvac_load,house_3_7C_tm_3_C_7_Meter_84_998:hvac_load,house_3_8C_tm_3_C_8_Meter_84_999:hvac_load,house_3_1C_tm_3_C_1_Meter_85_1000:hvac_load
2010-08-16 09:31:00 UTC,+5.63677146343,+1.7347581515,+0,+0,+2.61088149639,+0,+4.35107790658,+4.35116996749,+0,+0,+0,+0,+2.60816496435,+0,+0,+0,+0,+0,+4.78090017526,+0
2010-08-16 09:31:30 UTC,+5.63909084776,+0,+0,+0,+2.60946513707,+0,+4.34871756097,+4.34880956749,+3.04419245759,+0,+0,+0,+2.60727128219,+0,+0,+0,+0,+0,+4.77926207427,+0
2010-08-16 09:32:00 UTC,+5.64638976188,+0,+0,+0,+0,+0,+4.34915531511,+4.34924733171,+3.04449889565,+1.73983650906,+0,+0,+2.6073755962,+0,+0,+0,+0,+3.91102586825,+4.77945327974,+0
2010-08-16 09:32:30 UTC,+5.64586301595,+0,+0,+0,+0,+2.17477599027,+4.34909010952,+4.34918212462,+3.04445325023,+1.73981042364,+0,+0,+2.6074060353,+0,+0,+0,+0,+3.91107152651,+4.77950907389,+0
2010-08-16 09:33:00 UTC,+5.6352512988,+0,+0,+0,+0,+2.17732306646,+4.35418360544,+4.35427573793,+3.04801881569,+1.74184807187,+0,+0,+2.61060986063,+0,+0,+0,+0,+3.915877224,+4.78538161984,+2.60950978924
2010-08-16 09:33:30 UTC,+5.64429300149,+0,+0,+0,+0,+2.17868584331,+4.35690880791,+0,+3.04992652073,+1.74293828654,+0,+0,+2.61175177996,+3.04695439438,+0,+3.04717838056,+0,+3.91759008852,+4.78747473445,+2.61074408197
2010-08-16 09:34:00 UTC,+5.64733486979,+1.73800931338,+0,+0,+0,+2.17949002959,+4.35851697327,+0,+3.05105227383,+1.74358163154,+2.61519519273,+0,+0,+3.04867339758,+0,+3.04889754502,+0,+3.9198002844,+0,+2.61210340225
2010-08-16 09:34:30 UTC,+5.64174089191,+1.73628762187,+5.64229896664,+0,+0,+2.17716833353,+4.35387417939,+0,+3.04780221027,+1.74172428629,+2.61240941958,+0,+0,+3.04543820361,+0,+3.04566204753,+0,+3.91564065725,+0,+2.60933225097
2010-08-16 09:35:00 UTC,+5.64110640526,+1.7360923422,+5.64166439536,+0,+0,+2.17505539284,+4.34964884268,+0,+3.04484437641,+0,+2.60987412944,+0,+0,+3.0419561247,+5.64914356959,+3.04217964175,+0,+3.91116359956,+0,+2.60636918073
2010-08-16 09:35:30 UTC,+0,+1.73421262252,+5.63555615071,+6.08138311272,+0,+2.17222214424,+4.34398307587,+0,+3.04087820804,+0,+2.60647455123,+0,+0,+3.03754809053,+5.64095758925,+3.03777119366,+3.90537818415,+3.90549600163,+0,+2.60235346744
2010-08-16 09:36:00 UTC,+0,+1.73169214859,+5.62736574276,+6.07363832955,+0,+2.16945569114,+0,+0,+3.03700554456,+0,+2.60315512022,+0,+0,+3.03323623451,+5.63295021755,+3.03345893258,+3.89983447219,+3.89995206407,+0,+2.59842811936
2010-08-16 09:36:30 UTC,+0,+0,+5.63287739771,+6.06153762704,+2.59811770496,+2.16513329417,+0,+0,+0,+0,+2.59796873267,+6.05223937554,+0,+3.02648609462,+5.62041480876,+3.02670815822,+3.89115588236,+3.89127312077,+0,+2.59252445274
2010-08-16 09:37:00 UTC,+0,+0,+5.64195428197,+6.06153725451,+2.59811754537,+0,+0,+0,+0,+0,+2.59796857305,+6.05165956297,+0,+3.02619614441,+5.61987635402,+3.0264181808,+3.89078309616,+3.89090031941,+0,+2.59212727435
2010-08-16 09:37:30 UTC,+0,+0,+5.63330382268,+6.06764825548,+2.60073692396,+0,+0,+0,+0,+1.73384248779,+0,+6.05888418031,+0,+0,+5.6265856433,+3.0300313776,+3.89542811176,+3.89554552424,+0,+0
2010-08-16 09:38:00 UTC,+0,+0,+5.63485064355,+6.06658375551,+2.60028064375,+0,+0,+0,+0,+1.7335382963,+0,+6.05823793533,+0,+0,+5.62598549453,+0,+3.89501261312,+3.89513000865,+0,+0
2010-08-16 09:38:30 UTC,+0,+0,+5.6386465255,+6.05898926264,+2.59702539109,+0,+0,+0,+0,+1.73136809445,+0,+6.05058097909,+2.59349611618,+0,+5.61887470484,+0,+3.89008962834,+3.89020682331,+0,+0
2010-08-16 09:39:00 UTC,+0,+1.73681843065,+0,+6.05820543122,+2.59668941489,+0,+0,+0,+0,+1.73114410688,+0,+6.04958911737,+2.59307095514,+0,+5.61795359216,+0,+3.88945191809,+3.88956908709,+0,+0
2010-08-16 09:39:30 UTC,+0,+1.73671854322,+0,+6.05784743812,+2.5965359671,+0,+0,+4.32726276728,+0,+1.73104180677,+0,+6.04889019391,+2.59277136185,+0,+5.61730452248,+0,+3.88900255025,+3.88911970093,+4.75268402341,+0
2010-08-16 09:40:00 UTC,+0,+1.73345605797,+0,+0,+2.59992068794,+0,+0,+4.33290349302,+0,+0,+0,+6.05643693065,+2.59600626742,+0,+5.62431295459,+0,+3.89385467019,+3.89397201857,+4.75861353712,+0
2010-08-16 09:40:30 UTC,+0,+1.73586890318,+0,+0,+2.60183723807,+0,+0,+4.33609747392,+0,+0,+0,+6.06223874749,+2.59849321377,+0,+5.62970093089,+0,+0,+0,+4.76317205749,+0
2010-08-16 09:41:00 UTC,+0,+1.73270620351,+0,+0,+2.59823274631,+2.16522916404,+4.32999891891,+4.3300904942,+0,+0,+2.59808376566,+6.05506806104,+2.59541950202,+0,+5.62304172569,+0,+0,+0,+4.75753800851,+0
2010-08-16 09:41:30 UTC,+0,+0,+0,+0,+2.59868595455,+2.16560684574,+4.3307541849,+4.33084577758,+3.03161767713,+0,+2.59853694098,+6.05604868669,+2.59583984677,+0,+5.62395240381,+0,+0,+0,+4.75830849163,+2.59455377848
2010-08-16 09:42:00 UTC,+0,+0,+0,+0,+0,+2.1698243825,+4.33918817067,+4.33927995761,+3.03752166303,+0,+2.60359750817,+0,+2.6015506166,+0,+0,+3.0352762696,+0,+0,+4.76877621305,+2.60032735478
2010-08-16 09:42:30 UTC,+5.62674238718,+0,+0,+0,+0,+2.17003703094,+4.33961341261,+4.33970520937,+3.03781934229,+1.73601927984,+2.60385266222,+0,+2.60169040779,+3.03521648552,+0,+3.03543936968,+0,+0,+4.76903244723,+2.60051325595
2010-08-16 09:43:00 UTC,+5.6350976673,+0,+0,+0,+0,+2.16899774945,+4.33753511769,+4.33762686656,+3.03636448757,+1.73518785984,+2.60260564195,+0,+2.60034066786,+3.03364183704,+0,+3.03386457324,+0,+0,+4.7665584022,+2.59906492336
2010-08-16 09:43:30 UTC,+5.63113160208,+0,+0,+0,+0,+2.1709351261,+4.34140937146,+4.34150120957,+3.03907655518,+1.73673775149,+2.60493027494,+0,+2.60288606316,+3.03661137421,+0,+3.03683438935,+0,+0,+4.77122405878,+2.60180778024
2010-08-16 09:44:00 UTC,+5.61999983718,+1.72959624814,+0,+0,+0,+2.16977052276,+4.33908046502,+4.33917224949,+3.03744626659,+1.73580607463,+2.60353288255,+0,+2.60156279511,+3.03506760862,+0,+3.03529047877,+0,+0,+0,+2.60021347671
2010-08-16 09:44:30 UTC,+5.62381861112,+1.73077157512,+0,+6.07926876781,+0,+2.17146689572,+4.34247277357,+4.34256463619,+3.03982096135,+1.73716316453,+0,+0,+2.60362627697,+3.03747493061,+0,+3.03769802686,+0,+0,+0,+2.60220869122
2010-08-16 09:45:00 UTC,+5.62293015795,+1.73049813052,+0,+6.08709625991,+0,+2.17426289256,+4.34806404641,+0,+3.04373498222,+1.73939994804,+0,+0,+0,+3.0414960239,+0,+3.04171949775,+0,+0,+0,+2.60567929506
2010-08-16 09:45:30 UTC,+5.61686833912,+1.72863244815,+5.61742309146,+6.09180749106,+0,+2.17594575438,+4.35142933617,+0,+3.04609076324,+0,+0,+0,+0,+3.04341060389,+0,+3.04363425751,+0,+0,+0,+2.60703538855
2010-08-16 09:46:00 UTC,+5.62939211428,+1.7324869654,+5.62994854032,+6.09778427044,+0,+0,+4.35569862235,+0,+3.04907936271,+0,+0,+0,+0,+3.04685704888,+0,+3.0470810259,+0,+0,+0,+0
2010-08-16 09:46:30 UTC,+5.63781802805,+0,+5.63837557921,+6.08931189245,+2.61002268017,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.91163562551,+0,+0,+0
2010-08-16 09:47:00 UTC,+5.62632868589,+0,+5.62688470265,+6.08642673073,+2.60878600376,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.90943315759,+3.90955114001,+0,+0
2010-08-16 09:47:30 UTC,+5.64235406975,+0,+5.64291222625,+6.08281418859,+2.60723754794,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.90675874106,+3.90687661472,+0,+0
2010-08-16 09:48:00 UTC,+0,+0,+5.64401204995,+6.0737227758,+2.60334066564,+0,+0,+0,+0,+1.73557834227,+2.60319131407,+6.0668661709,+0,+0,+0,+0,+3.90056007481,+3.90067769623,+0,+0
2010-08-16 09:48:30 UTC,+0,+1.73662987042,+5.6434111207,+6.07643251782,+2.60450215133,+0,+0,+0,+0,+1.73635267796,+2.60435271543,+6.06826677973,+0,+0,+5.63529898656,+0,+3.90146058613,+3.90157824421,+0,+0
2010-08-16 09:49:00 UTC,+0,+1.73622758481,+5.64210387322,+0,+2.60128878638,+0,+0,+0,+0,+1.73421040173,+2.60113958376,+6.05950504331,+0,+0,+5.62716222043,+0,+3.89582729111,+3.89594471984,+4.76102417062,+0
2010-08-16 09:49:30 UTC,+0,+1.73671141394,+5.64367610053,+0,+2.59539671392,+2.16286575258,+0,+0,+0,+1.73028229295,+2.59524793929,+6.04463774355,+2.59094855067,+0,+5.61335539694,+0,+3.88626846787,+3.88638550709,+4.74934284921,+2.58899168409
2010-08-16 09:50:00 UTC,+0,+1.73810578721,+5.64820718754,+0,+2.5964533363,+2.16374629029,+0,+0,+0,+1.73098671873,+2.59630448489,+6.04756820488,+2.5922046918,+0,+5.6160768302,+0,+3.88815258694,+3.88826970298,+4.75164532918,+2.5904446812
2010-08-16 09:50:30 UTC,+0,+1.73988428163,+0,+0,+2.59398152917,+2.16168640643,+0,+4.32300572984,+0,+0,+2.59383285738,+6.04109948039,+2.58943187556,+0,+5.61006951601,+3.02113684075,+3.88399356702,+3.88411051348,+4.74656281595,+2.58753908403
2010-08-16 09:51:00 UTC,+0,+1.74372458358,+0,+0,+2.5889329989,+2.15747920676,+4.31450100419,+4.31459222266,+0,+0,+2.58878469411,+6.02966107945,+2.58452880922,+0,+5.59944700903,+3.01541623277,+3.87663932914,+3.87675597553,+4.73757560025,+2.5826415143
2010-08-16 09:51:30 UTC,+0,+0,+0,+0,+2.59555907573,+2.16300105701,+4.32554327967,+4.32563475236,+3.02796992247,+0,+0,+6.04541557874,+2.5912819694,+3.02307367806,+5.61407774957,+3.02329542075,+0,+3.88688563098,+4.7499539987,+2.58944006569
2010-08-16 09:52:00 UTC,+0,+0,+0,+0,+0,+2.16331126143,+4.32616360841,+4.32625509539,+3.028404167,+0,+0,+6.04627954244,+2.59165230714,+3.02350572556,+5.61488008729,+3.02372750892,+0,+3.88744113293,+4.75063281984,+2.58980999917
2010-08-16 09:52:30 UTC,+0,+0,+0,+0,+0,+2.16460831181,+4.3287573746,+4.3288489213,+3.03021986356,+0,+0,+6.05106404765,+2.59370318333,+3.02589834146,+5.61932331639,+3.0261203498,+0,+3.89051742142,+4.75439203257,+2.59237138147
2010-08-16 09:53:00 UTC,+0,+0,+0,+0,+0,+2.16696122371,+4.33346259146,+4.33355424652,+3.03351362463,+1.73355864942,+0,+6.0584640342,+2.5968751845,+3.02959889656,+5.62619546591,+3.02982125281,+0,+3.89527538324,+4.76020624386,+2.59580596543
2010-08-16 09:53:30 UTC,+0,+1.73948510818,+0,+6.07562706939,+0,+2.17016607334,+4.33987146412,+4.33996326683,+3.03799998434,+1.73612251312,+0,+6.0684213395,+2.60114337919,+3.03457830498,+5.63544252175,+3.0348011292,+0,+3.90167762146,+4.76802975518,+2.60028738642
2010-08-16 09:54:00 UTC,+0,+1.73735826901,+0,+6.09263668597,+0,+2.17624194449,+4.35202164015,+4.35211372281,+3.04650538976,+1.7409831797,+0,+0,+2.60867179353,+3.04336118673,+5.65175285297,+3.04358483567,+0,+3.91297014786,+4.78182918271,+0
2010-08-16 09:54:30 UTC,+5.64572209325,+1.73751293969,+0,+6.09578272772,+0,+0,+4.35426889602,+4.35436103045,+3.04807852105,+1.74188219225,+0,+0,+2.61023651532,+3.0451866397,+5.65514282726,+3.04541045994,+0,+3.91531721075,+0,+0
2010-08-16 09:55:00 UTC,+5.64586707225,+1.73755756075,+0,+6.10503362639,+0,+0,+4.36087692547,+4.36096921224,+3.05270429519,+1.74452572814,+2.61661121327,+0,+2.61469468824,+3.0503876824,+5.66480147164,+0,+0,+3.92200441366,+0,+0
2010-08-16 09:55:30 UTC,+5.63776114746,+1.73506275241,+0,+6.10931738934,+0,+0,+4.36393686944,+4.36402922676,+3.05484632706,+1.74574985577,+2.61844724349,+0,+2.61653286115,+3.05253215188,+5.66878387853,+0,+0,+3.92476164974,+0,+0
2010-08-16 09:56:00 UTC,+5.63077893858,+0,+0,+6.10560382194,+0,+0,+4.3612842231,+0,+3.052989413,+0,+2.61685560035,+0,+2.61525108877,+0,+0,+0,+0,+3.92283900741,+0,+0
2010-08-16 09:56:30 UTC,+5.62147407114,+0,+5.62202943916,+6.10353824352,+2.61612056765,+0,+4.35980875531,+0,+3.05195655127,+0,+2.6159702889,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 09:57:00 UTC,+5.61192657059,+0,+5.61248066207,+6.09033124268,+2.61045960755,+0,+4.35037483396,+0,+0,+0,+2.61030973934,+0,+0,+0,+0,+0,+3.9129354495,+0,+0,+0
2010-08-16 09:57:30 UTC,+5.60997068105,+0,+5.61052451083,+6.08319414306,+2.60740040907,+0,+0,+0,+0,+0,+2.60725076282,+0,+0,+0,+0,+0,+3.9081267797,+0,+0,+2.60456454511
2010-08-16 09:58:00 UTC,+5.60916054104,+0,+5.60971426248,+0,+2.60748075803,+0,+0,+0,+0,+0,+2.60733110595,+0,+0,+0,+0,+0,+3.9074387626,+0,+0,+2.60348790634
2010-08-16 09:58:30 UTC,+5.61781049922,+1.72892242243,+5.61836537752,+0,+2.59987456831,+2.16659737864,+0,+0,+0,+1.73326757518,+0,+0,+0,+0,+0,+0,+3.8954863256,+0,+0,+2.59516262232
2010-08-16 09:59:00 UTC,+5.62350295625,+1.73067442411,+5.6240585955,+0,+2.60469335062,+2.17061311736,+0,+0,+0,+1.73648014611,+0,+0,+0,+0,+0,+3.03521678112,+3.90209430887,+0,+4.76868275513,+2.59971480508
2010-08-16 09:59:30 UTC,+5.62558862906,+1.73131634406,+5.62614454696,+0,+2.6041512667,+2.17016137101,+0,+0,+0,+1.73611875128,+0,+0,+0,+0,+0,+3.03469402811,+3.90142227346,+0,+4.76786149684,+2.59935028213
2010-08-16 10:00:00 UTC,+5.63469204116,+1.73411815542,+5.63524917503,+0,+2.59551922147,+2.16296784441,+0,+0,+0,+1.73036396591,+0,+6.04702849163,+0,+0,+0,+3.02410207556,+3.88780558212,+0,+4.75122127344,+2.59027415906
2010-08-16 10:00:30 UTC,+0,+1.73362074349,+5.63363280968,+0,+2.59315357479,+2.1609964295,+0,+0,+0,+1.72878684382,+0,+6.04110682651,+2.58975922586,+3.02091897466,+0,+3.02114051467,+3.88399829012,+0,+4.74656858784,+2.58778426493
2010-08-16 10:01:00 UTC,+0,+0,+5.63053889227,+0,+2.59367472867,+2.16143073381,+0,+0,+0,+1.7291342851,+0,+6.04163474969,+2.58966131853,+3.02118297638,+0,+3.02140454123,+3.88433285801,+0,+4.74698338005,+2.58791795082
2010-08-16 10:01:30 UTC,+0,+0,+0,+0,+2.58965391963,+2.15807998705,+4.31570240963,+4.31579365576,+3.02108108496,+0,+2.58981976696,+6.03294692784,+2.58593728699,+3.01683840539,+0,+3.01705956144,+3.87874709934,+0,+4.7401573097,+2.58419782918
2010-08-16 10:02:00 UTC,+0,+0,+0,+0,+2.58839131661,+2.15702779507,+4.31359829732,+4.31368949501,+3.01960815748,+0,+2.5882430512,+6.0289530336,+2.58422530564,+3.01484115471,+5.59878946766,+3.01506212273,+3.87617926005,+0,+4.73701928467,+2.58239021968
2010-08-16 10:02:30 UTC,+0,+0,+0,+6.04123987655,+0,+2.15788289364,+4.31530827367,+4.31539951073,+3.02080518064,+0,+2.58926907262,+6.03179653382,+2.58544417102,+3.01626312097,+5.60143014289,+3.01648422287,+0,+0,+4.73925343868,+0
2010-08-16 10:03:00 UTC,+0,+0,+0,+6.04709817264,+0,+2.15997548977,+4.31949292589,+4.31958425927,+3.02373453434,+0,+2.59177995106,+6.03790543563,+2.58806274947,+3.01931803602,+5.60709697401,+3.01953942541,+0,+3.88205299909,+4.74405323705,+0
2010-08-16 10:03:30 UTC,+0,+1.74948053709,+0,+6.05016607265,+0,+0,+4.32168436423,+4.32177574808,+3.02526859207,+1.72884678013,+2.5930948597,+6.04015269926,+2.58902603821,+3.0204418386,+5.60918393702,+3.02066333375,+0,+3.88349791723,+4.7458189247,+0
2010-08-16 10:04:00 UTC,+0,+1.74495429204,+0,+6.06137716375,+0,+0,+4.32969258306,+4.32978415129,+3.03087453119,+1.73205046095,+2.59789995777,+6.05175013719,+2.59399727533,+3.02624143833,+5.619954112,+0,+0,+3.89095469562,+4.75493109699,+0
2010-08-16 10:04:30 UTC,+0,+1.7445326658,+0,+6.06248497407,+0,+0,+4.33048390545,+4.33057549191,+3.03142847524,+1.73236702876,+2.59837476769,+6.05414090696,+2.59502207781,+3.02743700473,+5.62217434445,+0,+0,+3.89249188339,+0,+0
2010-08-16 10:05:00 UTC,+0,+1.74420081377,+0,+6.06631943798,+0,+0,+4.3332229097,+4.33331455924,+3.03334584183,+1.73346276495,+2.6000182273,+6.05836394668,+2.59683605302,+0,+5.62610431803,+0,+0,+3.89521281798,+0,+0
2010-08-16 10:05:30 UTC,+0,+1.74524964551,+0,+6.05418211304,+0,+0,+4.32455666114,+4.32464811111,+3.0272792666,+1.72999583997,+2.59481829765,+6.04641987451,+2.59171621659,+0,+5.61501220292,+0,+0,+3.88753314299,+0,+0
2010-08-16 10:06:00 UTC,+0,+0,+0,+6.05414677846,+0,+0,+4.32453142119,+4.32462287058,+3.02726159805,+1.72998477816,+0,+6.04645632628,+2.5917318417,+0,+5.61504605465,+0,+0,+3.8875565804,+0,+2.59003712231
2010-08-16 10:06:30 UTC,+0,+0,+0,+6.06652362041,+2.60025703108,+0,+4.33337236465,+4.33346401764,+3.03345046377,+0,+0,+0,+2.5977096714,+0,+5.62799701043,+0,+0,+3.89652323195,+0,+2.59614868018
2010-08-16 10:07:00 UTC,+5.65191361156,+0,+5.65343796042,+6.06787624274,+2.60083681101,+2.16739926489,+4.33433856083,+4.33443023607,+3.03412682353,+0,+0,+0,+2.59893351495,+0,+5.63064846502,+0,+0,+3.89835897823,+0,+2.59791866134
2010-08-16 10:07:30 UTC,+5.63613812872,+0,+5.63669025319,+0,+2.60899341924,+2.1741965853,+4.34793144893,+0,+0,+0,+0,+0,+2.60672510387,+0,+5.64752892663,+3.04131355395,+0,+3.91004624019,+0,+2.6059515503
2010-08-16 10:08:00 UTC,+5.62932270984,+1.73246454973,+5.62987393676,+0,+2.60558002445,+2.17135202819,+4.34224306813,+0,+0,+0,+0,+0,+0,+0,+5.63933726648,+3.0369020371,+3.90425591654,+3.90437470823,+0,+2.60192644223
2010-08-16 10:08:30 UTC,+5.61545107028,+1.72819519731,+5.6160004687,+0,+2.60557338421,+2.17134649455,+0,+0,+0,+0,+0,+0,+0,+0,+5.63908110441,+3.03676408421,+3.90407856891,+3.9041973533,+0,+2.6018082793
2010-08-16 10:09:00 UTC,+5.60909419987,+1.72623870728,+5.60964275968,+0,+2.6021639103,+2.16850520487,+0,+0,+0,+1.73479285671,+2.60201464415,+0,+0,+0,+5.63169004119,+3.03278371867,+3.89896154461,+3.89908011809,+4.76485203785,+2.59858795723
2010-08-16 10:09:30 UTC,+5.62090854609,+1.7298748754,+5.62145866413,+0,+2.60025966316,+2.16691829794,+0,+0,+0,+1.7335233405,+2.60011053528,+0,+0,+3.02946133019,+5.62593918811,+3.02968666785,+3.89498008028,+3.89509848956,+4.75998650981,+2.59546740195
2010-08-16 10:10:00 UTC,+5.61587744591,+1.72832642535,+5.61642690058,+0,+2.59746878868,+2.16459120898,+0,+0,+0,+1.73166273094,+2.59731986351,+0,+0,+3.02653806017,+5.62051050448,+3.02676311725,+3.89122166221,+3.89133991642,+4.75539355456,+2.59321173734
2010-08-16 10:10:30 UTC,+5.61865424376,+1.72918105607,+5.61920406458,+0,+2.59962727089,+2.16638998091,+0,+0,+0,+1.73310173963,+2.59947818894,+0,+0,+3.02927690676,+0,+3.02950222673,+3.89474296898,+3.89486136849,+4.75969674918,+2.59535544228
2010-08-16 10:11:00 UTC,+5.6235716548,+0,+5.62412212385,+0,+2.60012333937,+2.16680337975,+0,+0,+0,+1.73343245668,+2.5999742214,+0,+0,+3.02984756985,+0,+3.03007294457,+3.89547666464,+3.8955950944,+4.76059335818,+2.59584422336
2010-08-16 10:11:30 UTC,+5.6340088703,+0,+5.63456071446,+6.05574008385,+2.59563484038,+2.16306288751,+0,+0,+0,+1.73044008127,+2.59548604844,+0,+0,+3.02422190813,+0,+3.02444674286,+3.8882438095,+3.88836194081,+4.75175448521,+0
2010-08-16 10:12:00 UTC,+5.64663959862,+0,+5.64719310542,+6.05259848869,+2.59428824575,+2.16194070238,+0,+0,+3.02648486188,+0,+2.59413955167,+6.04381069153,+0,+3.02227251097,+0,+3.02249715849,+3.88573748978,+3.8858555176,+4.74869165043,+0
2010-08-16 10:12:30 UTC,+5.66020761347,+0,+0,+6.03470419268,+2.58661814121,+2.15554881788,+4.31064332238,+4.31130883295,+3.01753708579,+0,+2.58647000474,+6.02622245897,+2.58305857687,+3.01347705013,+0,+3.01369880743,+3.87442925736,+3.87454681791,+4.73487248563,+0
2010-08-16 10:13:00 UTC,+0,+1.7438054418,+0,+6.03679228807,+2.58751317001,+0,+4.31213487682,+4.3122222483,+3.01858120677,+0,+0,+6.02730873482,+2.58352420998,+3.01402027112,+0,+0,+3.87512767091,+3.87524526034,+4.73572597812,+0
2010-08-16 10:13:30 UTC,+0,+1.74426971445,+0,+6.04422780694,+0,+0,+4.31744616731,+4.31753365168,+3.0222992272,+0,+0,+6.0347521908,+2.58671485395,+3.01774256825,+0,+0,+3.87991338951,+3.88003117675,+4.74157433969,+0
2010-08-16 10:14:00 UTC,+0,+1.74354937436,+0,+6.05221732269,+0,+0,+4.32315318514,+4.32324079083,+3.02629426549,+0,+0,+6.04449739594,+2.5908921445,+0,+0,+0,+0,+0,+4.74923119763,+0
2010-08-16 10:14:30 UTC,+0,+1.74547200847,+0,+6.05411829119,+0,+0,+4.32451107234,+4.32459870692,+3.02724481648,+1.72997663763,+0,+6.04595029238,+2.59151492982,+0,+0,+0,+0,+0,+4.75037274588,+2.58931472504
2010-08-16 10:15:00 UTC,+0,+1.74495530556,+0,+6.05061007731,+0,+0,+4.3220051083,+4.32209268958,+3.02549058639,+1.72897413002,+0,+6.04309899348,+2.5902927181,+0,+0,+0,+0,+0,+0,+2.58802135704
2010-08-16 10:15:30 UTC,+0,+1.74465375139,+0,+6.06208634086,+0,+0,+4.33020275662,+4.33029051225,+3.03122912098,+1.73225358831,+0,+6.05456748293,+2.59520869572,+0,+0,+0,+0,+0,+0,+2.59292978389
2010-08-16 10:16:00 UTC,+0,+0,+0,+6.05237535078,+0,+0,+4.32326606672,+4.32335367482,+3.02637328509,+1.72947857477,+2.59404391412,+6.04428478906,+2.59080101039,+0,+5.61302941059,+0,+0,+0,+0,+2.5886133413
2010-08-16 10:16:30 UTC,+0,+0,+0,+6.05167441136,+0,+2.16161061982,+4.32276537633,+4.32285297379,+3.02602279078,+1.72927827425,+2.59374348947,+6.04458217899,+2.59092848685,+0,+5.61330558806,+3.02288094063,+0,+0,+0,+2.58926188246
2010-08-16 10:17:00 UTC,+0,+0,+0,+0,+2.59167921223,+2.15976646334,+4.31907753485,+4.31916505388,+3.02344122043,+1.72780295813,+2.59153070778,+6.03888015525,+2.58848430947,+0,+5.60801028287,+3.02002922294,+0,+0,+0,+2.58670387953
2010-08-16 10:17:30 UTC,+0,+0,+0,+0,+2.59285498,+2.16074628984,+4.32103693736,+4.32112449806,+3.02481284539,+0,+2.59270403236,+6.04097300013,+2.58938140923,+0,+5.60995384764,+3.02107590446,+0,+0,+0,+2.58740205056
2010-08-16 10:18:00 UTC,+0,+1.74127339925,+5.65849872422,+0,+2.59133472483,+2.15948084737,+4.31850637593,+4.31859388283,+3.0230413966,+0,+2.59118564557,+6.03746478691,+2.58787761061,+0,+5.60669587105,+3.01932136355,+0,+0,+0,+2.5858987844
2010-08-16 10:18:30 UTC,+0,+1.7391137595,+5.65148086883,+0,+2.59306942497,+2.16092646233,+4.32139361923,+4.32148480463,+0,+0,+2.59292021882,+6.04134951775,+2.58954280383,+3.02104173599,+5.6103035087,+3.02126420988,+0,+0,+0,+2.58778922469
2010-08-16 10:19:00 UTC,+5.63768676838,+1.73504166097,+5.63824838543,+0,+2.59605583688,+2.16341519316,+4.32637043644,+4.32646173598,+0,+0,+2.59590641234,+0,+2.59263952306,+3.02465772509,+5.61701861213,+3.0248805413,+3.88880413485,+0,+0,+2.59085292027
2010-08-16 10:19:30 UTC,+5.62640874906,+1.73157055074,+5.62696884368,+0,+2.5943208304,+2.16196932292,+4.32347907027,+0,+0,+0,+2.5941715327,+0,+2.59050935103,+3.02217259972,+5.61240358879,+3.02239518071,+3.88560903491,+3.88572705745,+4.74853467275,+2.58906961791
2010-08-16 10:20:00 UTC,+5.63054943113,+1.73284495581,+5.6311100849,+0,+2.59419228777,+2.16186220173,+0,+0,+0,+1.72947953855,+2.59404299949,+0,+2.59063816345,+3.02232287633,+5.61268266129,+3.02254547153,+3.885802244,+3.8859202745,+4.74877078296,+0
2010-08-16 10:20:30 UTC,+5.64340590772,+1.73680187782,+5.64396829617,+6.0597113521,+2.5973352977,+2.16448143374,+0,+0,+0,+1.73157491128,+0,+0,+0,+3.02664374085,+5.62070675969,+3.02686674503,+3.89135753477,+3.89147579459,+4.7555595969,+0
2010-08-16 10:21:00 UTC,+5.63885778567,+0,+5.63941956076,+6.0506686329,+2.59345928577,+2.16125135342,+0,+0,+0,+1.7289908629,+0,+0,+0,+3.02158209862,+5.6113069937,+3.02180462368,+3.88484983377,+3.88496782495,+4.74760689506,+0
