# file...... Output/hvac/house_hvac_file_049.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_8B_tm_3_B_8_Meter_80_961:hvac_load,house_3_9B_tm_3_B_9_Meter_80_962:hvac_load,house_3_10B_tm_3_B_10_Meter_80_963:hvac_load,house_3_11B_tm_3_B_11_Meter_80_964:hvac_load,house_3_12B_tm_3_B_12_Meter_80_965:hvac_load,house_3_13B_tm_3_B_13_Meter_80_966:hvac_load,house_3_14B_tm_3_B_14_Meter_80_967:hvac_load,house_3_15B_tm_3_B_15_Meter_80_968:hvac_load,house_3_1A_tm_3_A_1_Meter_82_969:hvac_load,house_3_2A_tm_3_A_2_Meter_82_970:hvac_load,house_3_3A_tm_3_A_3_Meter_82_971:hvac_load,house_3_4A_tm_3_A_4_Meter_82_972:hvac_load,house_3_5A_tm_3_A_5_Meter_82_973:hvac_load,house_3_6A_tm_3_A_6_Meter_82_974:hvac_load,house_3_7A_tm_3_A_7_Meter_82_975:hvac_load,house_3_8A_tm_3_A_8_Meter_82_976:hvac_load,house_3_9A_tm_3_A_9_Meter_82_977:hvac_load,house_3_10A_tm_3_A_10_Meter_82_978:hvac_load,house_3_11A_tm_3_A_11_Meter_82_979:hvac_load,house_3_12A_tm_3_A_12_Meter_82_980:hvac_load
2010-08-16 07:11:30 UTC,+0,+0,+0,+0,+0,+0,+0,+3.47531107032,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+3.47437847414,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+3.47124627092,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+3.47316339193,+2.6028124372,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:13:30 UTC,+0,+0,+0,+0,+0,+0,+3.03689214551,+0,+2.60679840337,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:14:00 UTC,+0,+0,+0,+0,+0,+0,+3.03774863622,+0,+2.60290382749,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:14:30 UTC,+0,+0,+0,+0,+0,+0,+3.0376832397,+0,+2.60150569267,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.76850726092
2010-08-16 07:15:00 UTC,+0,+0,+0,+0,+0,+0,+3.04021192891,+0,+2.60049605689,+2.60056284771,+0,+0,+0,+0,+0,+2.60046762211,+0,+2.60048720575,+0,+4.76665672907
2010-08-16 07:15:30 UTC,+0,+0,+0,+0,+0,+0,+3.03514808084,+0,+0,+2.60206744166,+0,+0,+0,+0,+0,+2.60197213789,+0,+2.60199174002,+0,+4.76941436039
2010-08-16 07:16:00 UTC,+0,+0,+0,+0,+0,+3.03237024475,+3.03221748685,+0,+0,+2.60255153101,+0,+0,+0,+0,+0,+2.60245620211,+0,+2.60247581017,+0,+4.77030160328
2010-08-16 07:16:30 UTC,+0,+0,+0,+0,+0,+3.03342849002,+0,+0,+0,+2.60266098166,+0,+0,+0,+1.30138626862,+0,+2.60256564707,+0,+2.60258525648,+0,+4.77050220528
2010-08-16 07:17:00 UTC,+0,+0,+0,+0,+0,+3.03320141505,+0,+0,+0,+0,+0,+0,+0,+1.30085375798,+0,+2.6015007372,+0,+0,+0,+4.76855032875
2010-08-16 07:17:30 UTC,+0,+0,+0,+0,+0,+3.03381547055,+0,+0,+0,+0,+0,+0,+0,+1.3001010162,+0,+0,+0,+0,+0,+4.76579121223
2010-08-16 07:18:00 UTC,+0,+0,+0,+0,+0,+3.03584352258,+0,+0,+0,+0,+0,+0,+0,+1.29843168705,+0,+0,+0,+0,+0,+4.75967241646
2010-08-16 07:18:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.76156538933
2010-08-16 07:19:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.16494672343,+0,+0,+0,+0,+0
2010-08-16 07:19:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17092839597,+0,+0,+0,+0,+0
2010-08-16 07:20:00 UTC,+0,+0,+4.33913555006,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.1725090884,+0,+0,+0,+0,+0
2010-08-16 07:20:30 UTC,+0,+0,+4.34008949773,+0,+0,+0,+0,+0,+0,+0,+0,+5.63868969442,+0,+0,+2.16902544916,+0,+0,+0,+0,+0
2010-08-16 07:21:00 UTC,+0,+0,+4.33814959348,+0,+0,+0,+0,+0,+0,+0,+5.63902714598,+5.63870934712,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:21:30 UTC,+5.20356153524,+0,+4.33601753867,+0,+0,+0,+0,+0,+0,+0,+5.64615829402,+5.64583999433,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:22:00 UTC,+5.20939899335,+0,+4.34088165986,+0,+0,+0,+0,+0,+0,+0,+5.64714332538,+5.64682495655,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:22:30 UTC,+5.20736996046,+0,+4.33919094762,+0,+0,+0,+0,+0,+0,+0,+5.64897002253,+5.64865152537,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:23:00 UTC,+5.20541814236,+0,+4.33756457539,+0,+0,+0,+0,+0,+0,+0,+5.65280452747,+5.65248576113,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:23:30 UTC,+5.20767255716,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.65037264566,+5.65005405007,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:24:00 UTC,+5.20742322201,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.6506375082,+5.65031889402,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:24:30 UTC,+5.21002790626,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.65135502756,+5.65103636299,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:25:00 UTC,+5.20878952765,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.65543592468,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:25:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:26:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:27:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.61629735141,+0,+0
2010-08-16 07:28:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.61575881247,+0,+0,+0,+0,+0,+0,+0,+2.61568744478,+0,+0
2010-08-16 07:28:30 UTC,+0,+0,+0,+0,+4.32889625591,+0,+0,+0,+0,+2.61436345723,+0,+0,+0,+0,+0,+0,+0,+2.61429213964,+0,+0
2010-08-16 07:29:00 UTC,+0,+0,+0,+0,+4.33948260604,+0,+0,+0,+0,+2.61029396623,+0,+0,+0,+1.3052053902,+0,+0,+0,+2.61022279483,+0,+0
2010-08-16 07:29:30 UTC,+0,+0,+0,+0,+4.34483934411,+0,+0,+0,+2.60688240045,+2.60694456685,+0,+0,+0,+1.3035305962,+0,+0,+0,+0,+0,+0
2010-08-16 07:30:00 UTC,+0,+0,+0,+0,+4.34587426294,+0,+0,+3.47714965883,+2.60500250834,+0,+0,+0,+0,+1.30259056832,+0,+0,+0,+0,+0,+0
2010-08-16 07:30:30 UTC,+0,+0,+0,+0,+4.34544084045,+0,+3.04204263826,+3.47680286339,+2.60350011875,+0,+0,+0,+0,+1.30183930813,+0,+0,+0,+0,+0,+0
2010-08-16 07:31:00 UTC,+0,+0,+0,+0,+4.35053176727,+0,+3.04560664109,+3.48087627919,+2.60105373443,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:31:30 UTC,+0,+0,+0,+0,+0,+0,+3.04872855459,+3.48444441652,+2.60095129255,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:32:00 UTC,+0,+0,+0,+0,+0,+0,+3.04955369608,+3.48538749778,+0,+0,+0,+0,+0,+0,+0,+2.60574085009,+0,+0,+0,+0
2010-08-16 07:32:30 UTC,+0,+0,+0,+0,+0,+3.05019027972,+3.05003635042,+3.48593913923,+0,+0,+0,+0,+0,+0,+2.16970428045,+2.60367942244,+0,+0,+0,+0
2010-08-16 07:33:00 UTC,+0,+0,+0,+0,+0,+3.05143957413,+3.05128556279,+0,+0,+0,+0,+0,+0,+0,+2.16910232801,+2.60295706457,+0,+0,+0,+0
2010-08-16 07:33:30 UTC,+0,+0,+0,+0,+0,+3.04742052272,+0,+0,+0,+0,+0,+0,+0,+0,+2.17304164774,+2.6076843459,+0,+0,+0,+0
2010-08-16 07:34:00 UTC,+0,+0,+0,+0,+0,+3.04836947768,+0,+0,+0,+0,+0,+0,+0,+0,+2.17399345544,+2.60882653872,+0,+0,+0,+0
2010-08-16 07:34:30 UTC,+0,+0,+0,+0,+0,+3.04701770061,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60927414467,+0,+0,+0,+0
2010-08-16 07:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:35:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78827621442
2010-08-16 07:36:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78553756329
2010-08-16 07:36:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.7829342197
2010-08-16 07:37:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.77948094557
2010-08-16 07:37:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78059252038
2010-08-16 07:38:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78772893338
2010-08-16 07:38:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.61405815397,+0,+4.79153065991
2010-08-16 07:39:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.61495524499,+0,+4.79317492124
2010-08-16 07:39:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.61203963895,+0,+0,+0,+1.3060782757,+0,+0,+0,+2.61196840483,+0,+4.78770039806
2010-08-16 07:40:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.6107003969,+0,+0,+0,+1.30540861698,+0,+0,+0,+2.61062921089,+0,+4.78524581483
2010-08-16 07:40:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.6101632104,+0,+0,+0,+1.3051400086,+0,+0,+0,+0,+0,+0
2010-08-16 07:41:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60922274946,+0,+0,+0,+1.30466975165,+0,+0,+0,+0,+0,+0
2010-08-16 07:41:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:42:00 UTC,+0,+0,+4.34629927145,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:42:30 UTC,+5.21566783142,+0,+4.34610523302,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:43:00 UTC,+5.22037479573,+0,+4.3500273591,+0,+0,+0,+0,+0,+0,+0,+0,+5.64872049205,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:43:30 UTC,+5.22339922746,+0,+4.35254749779,+0,+0,+0,+0,+0,+2.60620333039,+0,+0,+5.64585997219,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:44:00 UTC,+5.22983763118,+0,+4.35791236378,+0,+0,+0,+0,+0,+2.60273381021,+0,+0,+5.63834423781,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:44:30 UTC,+5.22726633604,+0,+4.35576980569,+0,+0,+0,+0,+0,+2.60199781574,+0,+0,+5.63674991389,+0,+0,+2.16827925341,+0,+0,+0,+0,+0
2010-08-16 07:45:00 UTC,+5.22187938007,+0,+4.3512810694,+0,+0,+0,+3.04614571784,+0,+2.60494880042,+0,+0,+5.64314238754,+0,+0,+2.17073831341,+0,+0,+0,+0,+0
2010-08-16 07:45:30 UTC,+5.21737213201,+0,+0,+0,+0,+0,+3.04351645053,+0,+2.60736928725,+0,+0,+5.6483856881,+0,+0,+2.1727553088,+0,+0,+0,+0,+0
2010-08-16 07:46:00 UTC,+5.21865019714,+0,+0,+0,+4.34861104172,+0,+3.04426199965,+3.47933944438,+0,+0,+0,+5.6383095125,+0,+0,+2.16887920057,+0,+0,+0,+0,+0
2010-08-16 07:46:30 UTC,+0,+0,+0,+0,+4.3464147351,+3.04287788119,+3.04272443227,+3.47758210816,+0,+0,+0,+5.64217483865,+0,+0,+0,+2.6044736417,+0,+0,+0,+0
2010-08-16 07:47:00 UTC,+0,+0,+0,+0,+4.34468493112,+3.04166681846,+3.04151344915,+3.47619803579,+0,+0,+0,+0,+0,+0,+0,+2.60815430555,+0,+0,+0,+0
2010-08-16 07:47:30 UTC,+0,+0,+0,+0,+4.34461151476,+3.04161541852,+3.04146205259,+3.47613929297,+0,+0,+5.64786820536,+0,+0,+0,+0,+2.60695485765,+0,+0,+0,+0
2010-08-16 07:48:00 UTC,+0,+0,+0,+0,+4.34227545667,+3.03997990782,+0,+3.47427013697,+0,+0,+5.65151910671,+0,+0,+0,+0,+2.60864009072,+0,+2.60892917091,+0,+0
2010-08-16 07:48:30 UTC,+0,+0,+0,+0,+4.33670820721,+3.03608218946,+0,+3.46981559953,+0,+0,+5.65436566711,+0,+0,+0,+0,+2.60995404502,+0,+2.60997374505,+0,+0
2010-08-16 07:49:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.65849508522,+0,+0,+1.30603401004,+0,+0,+0,+2.61187988168,+0,+0
2010-08-16 07:49:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.64840876673,+0,+0,+1.30370587633,+0,+0,+0,+2.60722404374,+0,+0
2010-08-16 07:50:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60861780479,+5.65127413011,+0,+0,+1.30436726229,+0,+0,+0,+0,+0,+0
2010-08-16 07:50:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.6069075642,+5.6475692309,+0,+0,+1.30351209383,+0,+0,+0,+0,+0,+0
2010-08-16 07:51:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60651360384,+5.64671579339,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:51:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60347487966,+5.64013299661,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:52:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:52:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:53:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:53:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:54:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78625723696
2010-08-16 07:54:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78318654744
2010-08-16 07:55:00 UTC,+0,+0,+0,+4.78271228907,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17261320752,+0,+0,+0,+0,+4.77894191781
2010-08-16 07:55:30 UTC,+0,+0,+0,+4.7760921839,+0,+0,+0,+0,+2.60436715619,+0,+0,+0,+0,+0,+2.17025362839,+0,+0,+0,+0,+4.77375195443
2010-08-16 07:56:00 UTC,+0,+0,+0,+4.77700444666,+0,+0,+0,+0,+2.60275418848,+0,+0,+0,+0,+0,+2.16890953995,+0,+0,+0,+0,+4.7707955927
2010-08-16 07:56:30 UTC,+0,+0,+0,+4.77850143208,+0,+0,+0,+0,+2.59823080847,+0,+0,+0,+0,+0,+2.16514020067,+0,+0,+0,+0,+4.76250482142
2010-08-16 07:57:00 UTC,+0,+0,+0,+4.77722705148,+0,+0,+0,+0,+2.59791516962,+0,+0,+0,+0,+0,+2.16487717836,+0,+0,+2.59817446171,+0,+4.76192629635
2010-08-16 07:57:30 UTC,+0,+0,+0,+4.77848945094,+0,+0,+0,+0,+2.59793960713,+0,+0,+0,+0,+0,+0,+0,+0,+2.59793076939,+0,+4.76197108715
2010-08-16 07:58:00 UTC,+0,+0,+0,+4.77623846834,+0,+0,+3.03955197398,+0,+2.59996640842,+0,+0,+0,+0,+1.30007229908,+0,+0,+0,+2.59995756005,+0,+4.76568595186
2010-08-16 07:58:30 UTC,+0,+0,+0,+4.77829497509,+0,+0,+3.04086072833,+0,+0,+0,+0,+0,+0,+1.29988426159,+0,+0,+0,+2.59958151982,+0,+0
2010-08-16 07:59:00 UTC,+0,+0,+0,+0,+0,+3.04254236583,+3.04238893896,+0,+0,+0,+0,+0,+0,+1.30048886394,+0,+2.60077102547,+0,+0,+0,+0
2010-08-16 07:59:30 UTC,+0,+0,+0,+0,+0,+3.04180662519,+3.04165324668,+0,+0,+2.60012580314,+0,+0,+0,+1.30012102225,+0,+2.60003541906,+0,+0,+0,+0
2010-08-16 08:00:00 UTC,+5.21013699436,+0,+4.3414966067,+0,+0,+3.03944911409,+3.03929589057,+3.47366351526,+0,+2.6027645563,+0,+0,+0,+0,+0,+2.60267404486,+0,+0,+0,+0
2010-08-16 08:00:30 UTC,+5.20828005124,+0,+4.33994928997,+0,+4.33996998323,+3.03836580988,+3.03821265759,+3.47242545271,+0,+2.60256626496,+0,+0,+0,+0,+0,+2.60247576309,+0,+0,+0,+0
2010-08-16 08:01:00 UTC,+5.21665281089,+0,+4.3469259772,+0,+4.34693626219,+3.04325031367,+0,+3.47800774549,+0,+2.60140841954,+0,+5.63666766497,+0,+0,+0,+2.60131797354,+0,+0,+0,+0
2010-08-16 08:01:30 UTC,+5.21545309677,+0,+4.34591651905,+0,+4.34593658954,+0,+0,+3.47720787117,+0,+0,+0,+5.63119748196,+6.0639998983,+0,+0,+2.5994062067,+0,+0,+0,+0
2010-08-16 08:02:00 UTC,+5.21424774445,+0,+4.34491215141,+0,+4.34493221884,+0,+0,+3.47639970039,+0,+0,+0,+5.63564403926,+6.06878814555,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:02:30 UTC,+5.20650183479,+0,+4.3384578221,+0,+4.33847786993,+0,+0,+3.47123535481,+0,+0,+0,+5.63486858633,+6.06795310392,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:03:00 UTC,+5.20415460696,+0,+4.33650197939,+0,+4.33652202131,+0,+0,+0,+0,+0,+0,+5.63511258978,+6.06821585752,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:03:30 UTC,+5.21238362798,+0,+0,+0,+4.34337892697,+0,+0,+0,+0,+0,+0,+5.6309988678,+6.06378602189,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.63021831364,+6.0629454871,+0,+0,+0,+3.89827241975,+0,+0,+0
2010-08-16 08:04:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.64055478406,+6.07407625019,+0,+0,+0,+3.90542943883,+0,+0,+0
2010-08-16 08:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.64152819703,+6.07512446382,+0,+2.17011736578,+0,+3.9061034344,+0,+0,+0
2010-08-16 08:05:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17140943041,+0,+3.90842908224,+2.60574529285,+0,+0
2010-08-16 08:06:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.30295322678,+2.17138742336,+0,+3.90838947071,+2.60571888354,+0,+0
2010-08-16 08:06:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.30109950351,+2.16829827153,+0,+3.90282916117,+2.60201177922,+0,+0
2010-08-16 08:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+2.60073639951,+0,+0,+0,+0,+1.30045732817,+2.16722811338,+0,+3.90090293319,+2.6007275471,+0,+0
2010-08-16 08:07:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+2.59978553076,+0,+0,+0,+0,+1.29998185237,+0,+0,+3.89947672659,+0,+0,+0
2010-08-16 08:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+2.59802292485,+0,+5.62845649395,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:08:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+2.60036642721,+2.60042839339,+5.63353338515,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+2.59787187555,+2.59793376503,+5.62812926539,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:09:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.59938179434,+5.63126613491,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:10:00 UTC,+0,+0,+0,+0,+0,+3.02766608225,+3.02750870597,+0,+0,+2.59846398234,+5.62927787647,+0,+0,+0,+0,+0,+0,+0,+0,+4.76280366291
2010-08-16 08:10:30 UTC,+0,+0,+0,+0,+0,+3.02812275978,+3.02796535193,+0,+0,+0,+5.62948653469,+0,+0,+0,+0,+2.59846627208,+0,+0,+0,+4.7629801985
2010-08-16 08:11:00 UTC,+0,+6.06013776702,+0,+0,+0,+3.0304188579,+3.03026129146,+0,+0,+0,+5.62619731734,+0,+0,+0,+0,+2.59694799423,+0,+0,+0,+4.76019735231
2010-08-16 08:11:30 UTC,+0,+6.05729467554,+0,+0,+0,+3.02899710524,+3.02883963701,+0,+0,+0,+5.63235189372,+0,+0,+0,+0,+2.59978890016,+0,+0,+0,+4.76540443884
2010-08-16 08:12:00 UTC,+0,+6.06939201156,+0,+0,+0,+3.03504665336,+3.03488876743,+0,+0,+0,+5.63506497634,+0,+0,+0,+0,+2.60104123858,+0,+0,+0,+4.76769984563
2010-08-16 08:12:30 UTC,+0,+6.06887058334,+0,+0,+0,+3.03478590137,+3.03462803342,+3.46832961017,+0,+0,+5.64071624841,+0,+0,+0,+0,+2.60364982284,+0,+0,+0,+4.77248111147
2010-08-16 08:13:00 UTC,+0,+6.06891770181,+0,+0,+0,+0,+0,+3.46835653882,+0,+0,+0,+0,+0,+1.3045106009,+0,+2.60869798129,+0,+0,+0,+4.78173386556
2010-08-16 08:13:30 UTC,+0,+6.08245682356,+0,+0,+0,+0,+0,+3.47609428875,+0,+0,+0,+0,+0,+1.3039488415,+0,+0,+0,+2.60770823827,+0,+4.77988262523
2010-08-16 08:14:00 UTC,+0,+6.08657541556,+0,+0,+4.34749229783,+0,+0,+3.47844810716,+0,+0,+0,+0,+0,+1.30233503816,+2.17035845531,+0,+0,+2.60448093356,+0,+4.77396738339
2010-08-16 08:14:30 UTC,+0,+6.08007318556,+0,+0,+4.34284796144,+0,+0,+3.47473201469,+0,+0,+0,+0,+0,+1.30301526298,+2.17149202266,+0,+0,+2.60584125591,+0,+4.77646068236
2010-08-16 08:15:00 UTC,+0,+0,+0,+4.77017327988,+4.33635917371,+0,+0,+3.46954011327,+0,+0,+0,+0,+0,+0,+2.17601334318,+0,+0,+2.61126700608,+0,+0
2010-08-16 08:15:30 UTC,+5.21315633505,+0,+4.34400906784,+4.77861067331,+4.34402913252,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17271780213,+0,+0,+0,+0,+0
2010-08-16 08:16:00 UTC,+5.20629276559,+0,+4.33828993775,+4.77231928402,+4.33830998508,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.17437279561,+0,+0,+0,+0,+0
2010-08-16 08:16:30 UTC,+5.20131386671,+0,+4.33414122632,+4.76775545021,+4.33416126108,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:17:00 UTC,+5.20800046978,+0,+4.33971289738,+4.77388462576,+4.33973294902,+0,+0,+0,+2.60223174226,+2.6022943212,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:17:30 UTC,+5.20982564296,+0,+4.34123373907,+4.77555764371,+0,+0,+0,+0,+2.60369265945,+2.6037552839,+0,+5.64042732716,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:18:00 UTC,+5.21170014683,+0,+4.34279568606,+4.77727587993,+0,+0,+0,+0,+2.59921246923,+2.59927495406,+0,+5.6307083302,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:18:30 UTC,+5.21089693589,+0,+4.34212640346,+4.77653962853,+0,+0,+0,+0,+2.59843471194,+2.59849717255,+0,+5.62902354364,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:19:00 UTC,+5.212416134,+0,+4.34339228874,+4.77792296881,+0,+0,+0,+0,+2.59916691565,+0,+0,+5.63060965126,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:19:30 UTC,+5.2133561642,+0,+0,+0,+0,+0,+0,+0,+2.59851677006,+0,+0,+5.62920129902,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:20:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.63710652027,+0,+1.30117289875,+0,+0,+0,+0,+0,+0
2010-08-16 08:20:30 UTC,+0,+0,+0,+0,+0,+3.04027338238,+0,+0,+0,+0,+0,+5.62903522491,+0,+1.29930973612,+0,+0,+0,+2.59843089588,+0,+0
2010-08-16 08:21:00 UTC,+0,+0,+0,+0,+0,+3.04159723714,+3.04144259099,+0,+0,+0,+0,+5.62368301755,+6.05590565071,+1.29807424251,+0,+2.59594002483,+0,+2.59596014011,+0,+0
