# file...... Output/hvac/house_hvac_file_044.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_13C_tm_3_C_13_Meter_75_861:hvac_load,house_3_14C_tm_3_C_14_Meter_75_862:hvac_load,house_3_15C_tm_3_C_15_Meter_75_863:hvac_load,house_3_1A_tm_3_A_1_Meter_76_864:hvac_load,house_3_2A_tm_3_A_2_Meter_76_865:hvac_load,house_3_3A_tm_3_A_3_Meter_76_866:hvac_load,house_3_4A_tm_3_A_4_Meter_76_867:hvac_load,house_3_5A_tm_3_A_5_Meter_76_868:hvac_load,house_3_6A_tm_3_A_6_Meter_76_869:hvac_load,house_3_7A_tm_3_A_7_Meter_76_870:hvac_load,house_3_8A_tm_3_A_8_Meter_76_871:hvac_load,house_3_9A_tm_3_A_9_Meter_76_872:hvac_load,house_3_10A_tm_3_A_10_Meter_76_873:hvac_load,house_3_11A_tm_3_A_11_Meter_76_874:hvac_load,house_3_12A_tm_3_A_12_Meter_76_875:hvac_load,house_3_13A_tm_3_A_13_Meter_76_876:hvac_load,house_3_14A_tm_3_A_14_Meter_76_877:hvac_load,house_3_15A_tm_3_A_15_Meter_76_878:hvac_load,house_3_16A_tm_3_A_16_Meter_76_879:hvac_load,house_3_17A_tm_3_A_17_Meter_76_880:hvac_load
2010-08-16 00:05:00 UTC,+0,+0,+0,+5.64194718865,+0,+5.64183907564,+0,+0,+4.34039254426,+6.0761799975,+0,+2.60419122611,+0,+4.34012836994,+0,+5.64135491005,+0,+5.64138583929,+2.60424261087,+0
2010-08-16 00:05:30 UTC,+0,+0,+0,+5.64759174423,+0,+5.64748349515,+0,+0,+4.34473509059,+0,+0,+2.60679668096,+0,+4.34447055732,+0,+5.64699868993,+0,+5.64702963555,+2.60684811771,+0
2010-08-16 00:06:00 UTC,+0,+0,+0,+5.64954385317,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.3459722562,+0,+5.64895053063,+0,+5.64898148193,+2.60774920428,+0
2010-08-16 00:06:30 UTC,+0,+0,+0,+5.65150294676,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.34747932814,+0,+5.65090935509,+0,+5.65094031209,+2.60865351491,+0
2010-08-16 00:07:00 UTC,+0,+0,+0,+5.66270237225,+0,+0,+3.4850320158,+0,+0,+0,+0,+0,+0,+4.35609471006,+0,+0,+0,+5.66213823246,+2.61382312972,+0
2010-08-16 00:07:30 UTC,+0,+0,+0,+5.66683307468,+0,+0,+3.48757424565,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.10187063029,+5.66626838004,+0,+0
2010-08-16 00:08:00 UTC,+0,+0,+0,+5.66483058015,+0,+0,+3.48634181573,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.09981075519,+0,+0,+0
2010-08-16 00:08:30 UTC,+0,+0,+0,+5.66388198834,+0,+0,+3.48575800741,+1.74305262835,+0,+0,+0,+0,+1.3072881628,+0,+0,+0,+6.09878935442,+0,+0,+0
2010-08-16 00:09:00 UTC,+0,+0,+0,+0,+0,+0,+3.4868816999,+1.74361455071,+0,+0,+0,+0,+1.30770960333,+0,+0,+0,+6.10075530857,+0,+0,+0
2010-08-16 00:09:30 UTC,+0,+0,+0,+0,+0,+0,+3.48747402663,+1.74391075418,+0,+0,+0,+0,+1.30793175529,+0,+0,+0,+6.1017916128,+0,+0,+0
2010-08-16 00:10:00 UTC,+0,+0,+0,+0,+0,+0,+3.49055391258,+1.74545090571,+0,+0,+0,+0,+1.30908686553,+0,+0,+0,+6.10718002188,+0,+0,+0
2010-08-16 00:10:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.10760150734,+0,+0,+0
2010-08-16 00:11:00 UTC,+0,+6.11353875579,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.10163105642,+0,+0,+0
2010-08-16 00:11:30 UTC,+0,+6.11122036533,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+6.10577756633,+0,+0,+0
2010-08-16 00:12:00 UTC,+0,+6.11427015109,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:30 UTC,+0,+6.09191663597,+3.91660031493,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:00 UTC,+0,+6.09250951941,+3.91698149694,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:30 UTC,+2.17519180147,+6.08947390971,+3.91502981508,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+2.1750612691,+6.08910849725,+3.91479488079,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:30 UTC,+2.1769458863,+0,+3.91818684555,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+2.17882563359,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.23770965205,+0,+0,+0,+0,+0
2010-08-16 00:15:30 UTC,+2.17870431034,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.23682451995,+0,+0,+0,+0,+0
2010-08-16 00:16:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.23485938252,+0,+0,+0,+0,+0
2010-08-16 00:16:30 UTC,+0,+0,+0,+0,+0,+5.66495868479,+0,+0,+0,+0,+0,+0,+0,+0,+5.22895012196,+0,+0,+0,+0,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,+0,+5.66232933295,+0,+0,+0,+6.09818692217,+0,+0,+1.3069417007,+0,+5.22652317153,+0,+0,+0,+0,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+0,+5.65935327659,+0,+0,+0,+6.09498173868,+0,+0,+1.30625475441,+0,+5.2237762051,+0,+0,+0,+0,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+0,+5.6621351839,+0,+1.74253571059,+0,+6.09797782553,+0,+0,+1.30689688635,+0,+5.22634396763,+0,+0,+0,+0,+0
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+0,+5.66250529952,+0,+1.74264962049,+0,+6.09837643643,+0,+2.61370443876,+1.30698231807,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:00 UTC,+0,+0,+0,+0,+0,+5.66440566627,+0,+1.74323449327,+0,+6.10042311276,+0,+2.61458162756,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:30 UTC,+0,+0,+0,+0,+0,+5.66064645824,+0,+1.74207752797,+0,+6.09637448265,+0,+2.61284641771,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:20:00 UTC,+0,+0,+0,+0,+0,+5.66329497969,+0,+0,+0,+6.09922691421,+0,+2.61406894661,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:20:30 UTC,+0,+0,+0,+0,+0,+5.66595040428,+0,+0,+0,+6.10208678035,+0,+2.6152946619,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:00 UTC,+0,+0,+0,+0,+0,+5.66469103635,+0,+0,+0,+6.10073045351,+0,+2.61471335129,+0,+4.35770003783,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.35670507302,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:00 UTC,+0,+0,+0,+5.6577344013,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.35226399129,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:30 UTC,+0,+0,+0,+5.66270586216,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.35608837135,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:00 UTC,+0,+0,+0,+5.66196238906,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.35551644213,+0,+0,+0,+5.66142629138,+0,+0
2010-08-16 00:23:30 UTC,+0,+0,+0,+5.6589567273,+0,+0,+0,+0,+4.35343385946,+0,+0,+0,+0,+4.35320428616,+0,+0,+0,+5.6584210044,+0,+0
2010-08-16 00:24:00 UTC,+0,+0,+0,+5.66025147638,+0,+0,+0,+0,+4.35442993326,+0,+0,+0,+0,+4.35420029373,+0,+0,+0,+5.65971559198,+0,+0
2010-08-16 00:24:30 UTC,+0,+0,+0,+5.66261890926,+0,+0,+0,+0,+4.35625124193,+0,+0,+0,+0,+4.35602148137,+0,+0,+0,+5.66208272971,+0,+0
2010-08-16 00:25:00 UTC,+0,+0,+0,+5.66437204952,+0,+0,+0,+0,+4.35759996421,+0,+0,+0,+0,+4.35737011404,+0,+5.66380312912,+0,+5.66383565145,+0,+0
2010-08-16 00:25:30 UTC,+0,+0,+0,+5.66309695501,+0,+0,+0,+0,+4.35661901112,+0,+0,+0,+0,+0,+0,+5.66252819795,+0,+5.66256071587,+0,+0
2010-08-16 00:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.35833020891,+0,+0,+0,+0,+0,+0,+5.66475221797,+0,+5.6647847436,+0,+0
2010-08-16 00:26:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.35814947099,+0,+0,+0,+0,+0,+0,+5.66451731539,+0,+5.6645498402,+0,+0
2010-08-16 00:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4.3573283614,+0,+0,+0,+1.30730635657,+0,+0,+5.66345013064,+0,+0,+0,+0
2010-08-16 00:27:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.30699444015,+0,+0,+5.66209895564,+0,+0,+0,+0
2010-08-16 00:28:00 UTC,+2.17490866383,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.30688826424,+0,+0,+5.66163901758,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,+2.17560271025,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.30683049825,+0,+0,+5.66138878399,+0,+0,+0,+0
2010-08-16 00:29:00 UTC,+2.17582994199,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:29:30 UTC,+2.17684525715,+0,+0,+0,+0,+0,+0,+1.74260014533,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.61370298193,+0
2010-08-16 00:30:00 UTC,+2.17655481176,+0,+0,+0,+0,+0,+0,+1.74282278555,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.61403690839,+0
