# file...... Output/hvac/house_hvac_file_044.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_13C_tm_3_C_13_Meter_75_861:hvac_load,house_3_14C_tm_3_C_14_Meter_75_862:hvac_load,house_3_15C_tm_3_C_15_Meter_75_863:hvac_load,house_3_1A_tm_3_A_1_Meter_76_864:hvac_load,house_3_2A_tm_3_A_2_Meter_76_865:hvac_load,house_3_3A_tm_3_A_3_Meter_76_866:hvac_load,house_3_4A_tm_3_A_4_Meter_76_867:hvac_load,house_3_5A_tm_3_A_5_Meter_76_868:hvac_load,house_3_6A_tm_3_A_6_Meter_76_869:hvac_load,house_3_7A_tm_3_A_7_Meter_76_870:hvac_load,house_3_8A_tm_3_A_8_Meter_76_871:hvac_load,house_3_9A_tm_3_A_9_Meter_76_872:hvac_load,house_3_10A_tm_3_A_10_Meter_76_873:hvac_load,house_3_11A_tm_3_A_11_Meter_76_874:hvac_load,house_3_12A_tm_3_A_12_Meter_76_875:hvac_load,house_3_13A_tm_3_A_13_Meter_76_876:hvac_load,house_3_14A_tm_3_A_14_Meter_76_877:hvac_load,house_3_15A_tm_3_A_15_Meter_76_878:hvac_load,house_3_16A_tm_3_A_16_Meter_76_879:hvac_load,house_3_17A_tm_3_A_17_Meter_76_880:hvac_load
2010-08-16 10:03:00 UTC,+2.15991941324,+6.04668562498,+0,+5.67813085518,+5.23983802507,+0,+0,+0,+4.36727551388,+0,+5.67700838585,+0,+0,+0,+0,+5.67632780082,+6.11273811003,+5.67635991862,+2.62039164397,+2.18368695652
2010-08-16 10:03:30 UTC,+0,+6.05000565665,+0,+5.68090706688,+5.24350860561,+0,+0,+1.74829499851,+4.37033501698,+0,+5.68098532408,+0,+1.31121412398,+0,+0,+5.68030412619,+6.11702009485,+5.68033625725,+2.6222273579,+2.18521674409
2010-08-16 10:04:00 UTC,+0,+6.06190991899,+0,+5.66681183088,+5.23049897919,+5.66670523793,+0,+1.74395696089,+4.35949122973,+0,+5.66688987475,+0,+1.30796063344,+0,+0,+5.6662108494,+0,+5.66624293359,+2.61572104286,+0
2010-08-16 10:04:30 UTC,+0,+6.06243577744,+3.89768557091,+5.6669739066,+5.23064857192,+5.66686730988,+0,+1.74400684231,+4.35961591828,+6.1030858799,+5.66705195292,+0,+1.30799804407,+0,+0,+5.66637290262,+0,+5.66640498735,+2.61579585647,+0
2010-08-16 10:05:00 UTC,+0,+6.06514720849,+3.89942886398,+5.66615076177,+5.22987858006,+5.66604418427,+3.48715577886,+1.74375350609,+4.35898265409,+6.10219937841,+5.66622879562,+0,+1.30780730279,+0,+0,+5.66554987227,+0,+5.66558195427,+2.61541589547,+0
2010-08-16 10:05:30 UTC,+0,+6.05266955922,+3.89140645826,+5.66930898813,+5.23279354972,+5.66920233689,+3.48909950248,+0,+4.36141234994,+6.10560069036,+0,+2.61679461138,+1.30853629016,+0,+0,+5.66870765946,+0,+5.66873975193,+2.61687372253,+0
2010-08-16 10:06:00 UTC,+0,+6.05233430798,+3.89119091114,+5.66760295206,+0,+5.66749634065,+3.48804952624,+0,+4.36009985732,+6.10376334236,+0,+2.61600714257,+1.3081424999,+0,+5.2312781155,+5.66700186064,+0,+5.66703394745,+2.61608622179,+0
2010-08-16 10:06:30 UTC,+0,+6.06435412949,+3.89892401844,+5.66550907874,+0,+5.66540251622,+3.48676085645,+0,+4.35848899268,+6.10150830568,+0,+2.61504065665,+0,+4.3582562208,+5.22934547912,+5.66490827844,+0,+0,+2.61511969669,+0
2010-08-16 10:07:00 UTC,+2.16544385924,+6.06214272054,+3.89750220693,+5.65312990838,+0,+5.65302363498,+3.47914212257,+0,+4.34896541304,+6.08817632234,+0,+2.60932670337,+0,+4.34873328635,+5.21791955686,+5.65253083033,+0,+0,+0,+2.17453169069
2010-08-16 10:07:30 UTC,+2.17175234884,+0,+3.9088564259,+5.63923496918,+0,+5.6391290205,+3.47059051154,+1.73546973153,+0,+6.07321190213,+0,+2.6029131043,+0,+4.33804431464,+5.20509458728,+5.63863782606,+0,+0,+0,+2.1691867168
2010-08-16 10:08:00 UTC,+2.16932077758,+0,+3.90448000705,+5.63220637421,+0,+5.63210058983,+3.46626477753,+1.7333065662,+0,+6.06564232228,+0,+2.5996688591,+0,+4.33263742126,+5.19860722438,+5.63161021036,+0,+0,+0,+2.16648302323
2010-08-16 10:08:30 UTC,+2.16879952649,+0,+0,+5.6201173773,+0,+5.62001187566,+3.45882462942,+1.72958597856,+0,+6.0526228452,+0,+2.59408884325,+0,+4.32333770767,+5.18744913296,+5.61952289906,+0,+0,+0,+2.16183274164
2010-08-16 10:09:00 UTC,+2.16612649895,+0,+0,+5.614238629,+0,+5.6141332649,+3.45520656584,+1.72777669682,+0,+6.04629161426,+0,+2.59137534193,+1.29582484909,+4.31881535749,+5.18202307419,+5.61364497097,+0,+0,+0,+2.15957135993
2010-08-16 10:09:30 UTC,+2.1652361578,+0,+0,+5.62489799454,+0,+5.62479238107,+3.46176685044,+0,+0,+6.0577714227,+0,+2.59629547134,+1.29828526403,+4.32701529747,+5.19186162173,+5.62430284955,+6.05670088849,+0,+0,+2.16367170455
2010-08-16 10:10:00 UTC,+2.16275317482,+0,+0,+5.62025386213,+0,+5.62014052901,+3.45890862874,+0,+0,+6.05276983517,+0,+2.59415184166,+1.29721329664,+4.32344270148,+5.18757510785,+5.61965936484,+6.05170048238,+0,+0,+2.16188524335
2010-08-16 10:10:30 UTC,+2.16462213745,+0,+0,+5.6230879882,+0,+5.62297458092,+3.46065288577,+0,+0,+6.05582210163,+0,+2.5954600121,+1.29786747496,+4.32562291224,+5.1901909938,+0,+6.05475202786,+0,+2.59553543397,+0
2010-08-16 10:11:00 UTC,+2.16469419316,+0,+0,+5.62718283928,+0,+5.62706932487,+3.46317305339,+0,+0,+6.06023213005,+0,+2.59735010555,+1.29881265616,+4.32877296204,+5.19397052348,+0,+6.05916101482,+0,+2.5974256002,+0
2010-08-16 10:11:30 UTC,+2.16172711128,+0,+0,+5.63608405857,+5.20212771461,+5.63597031135,+3.46865129026,+0,+0,+6.06981846869,+0,+2.60145871313,+1.30086725214,+4.33562041091,+5.2021863103,+0,+6.06874509056,+0,+2.60153436592,+0
2010-08-16 10:12:00 UTC,+2.16069061401,+0,+3.8889496327,+0,+5.21194593677,+5.64660759699,+0,+1.73777387161,+0,+6.08127479628,+5.64679163777,+0,+0,+4.3438035787,+5.21200473597,+0,+6.08019871577,+5.64615545429,+2.60644462078,+0
2010-08-16 10:12:30 UTC,+0,+6.02883125468,+3.87608480667,+0,+5.22321300077,+5.65881458979,+0,+1.74153087101,+0,+0,+5.65899910117,+0,+0,+4.35319430748,+5.22327203301,+0,+6.09334251436,+5.65836110707,+2.61207946444,+0
2010-08-16 10:13:00 UTC,+0,+6.03252545732,+3.87845997157,+0,+5.22812766607,+5.66413924935,+0,+1.74316966448,+4.35752322603,+0,+5.66432396599,+0,+0,+4.35729051958,+0,+0,+6.09907580683,+5.66368518253,+2.61453736897,+0
2010-08-16 10:13:30 UTC,+0,+6.04059110739,+3.88364573156,+0,+5.22973815841,+0,+0,+1.74370668255,+4.35886560935,+0,+5.66606887702,+0,+0,+4.35863281198,+0,+0,+6.10095455608,+5.66542983497,+2.6153428025,+2.17948190528
2010-08-16 10:14:00 UTC,+0,+6.04784858909,+3.88831188441,+0,+5.22865686942,+0,+0,+0,+4.35796432955,+0,+5.66489733899,+0,+1.30750177249,+4.35773159321,+0,+0,+6.09969315864,+5.66425847052,+2.61480203225,+2.17903125479
2010-08-16 10:14:30 UTC,+0,+6.04929856595,+3.88924413804,+0,+5.23418958047,+0,+0,+0,+4.36257597443,+0,+5.67089183406,+0,+1.30888541516,+4.36234292578,+0,+0,+6.1061474438,+5.67025207732,+2.61756903135,+2.18133713149
2010-08-16 10:15:00 UTC,+0,+6.0458050206,+3.88699798474,+0,+5.23317943802,+0,+0,+0,+4.36173399695,+0,+5.66979738077,+0,+1.30863279468,+4.36150100532,+0,+0,+6.10496904366,+5.66915778618,+2.61706384264,+2.18091613284
2010-08-16 10:15:30 UTC,+0,+6.05965736332,+3.89590426209,+0,+5.23275311636,+0,+0,+0,+4.36137864778,+0,+5.66933547643,+0,+1.30852617842,+4.36114568022,+0,+0,+6.10447171035,+5.66868410531,+0,+2.18073845407
2010-08-16 10:16:00 UTC,+2.16142980601,+6.05090977588,+0,+0,+5.23642090973,+0,+0,+1.74593437836,+4.36443583977,+0,+5.67330939965,+2.61860864364,+1.30944343493,+4.3642026652,+0,+5.67263717925,+6.10875044176,+5.67265742352,+0,+2.18226708604
2010-08-16 10:16:30 UTC,+2.16097048976,+6.04962398238,+0,+5.6698742123,+5.23331523856,+0,+3.48944334271,+1.7448987943,+4.36184718978,+0,+5.66994451573,+2.61705550642,+1.30866675617,+0,+0,+5.6692728051,+6.10512746433,+5.66929305194,+0,+2.18097273057
2010-08-16 10:17:00 UTC,+2.15895125399,+6.04397140634,+0,+5.66377516397,+5.22768595841,+0,+3.4856897051,+1.74302171447,+4.35715505234,+0,+5.66384539152,+2.61424031966,+1.30725896313,+0,+0,+5.66316315091,+6.09856052467,+5.66319485639,+0,+0
2010-08-16 10:17:30 UTC,+2.16058193285,+6.04853627013,+0,+5.65744814605,+5.22184626801,+0,+3.48179576429,+1.74107447311,+4.35228753239,+6.09282693072,+5.6575182949,+2.61131990709,+0,+0,+5.22189638796,+5.65683703826,+6.09174812732,+5.65686872366,+0,+0
2010-08-16 10:18:00 UTC,+2.15933455013,+6.04504439178,+0,+5.65887924549,+5.22316713948,+0,+3.48267652938,+0,+4.35338851001,+6.09436818053,+5.65894941214,+2.61198047117,+0,+0,+5.22321728231,+5.65826793291,+6.09328901403,+5.65829962285,+0,+0
2010-08-16 10:18:30 UTC,+2.16112460342,+0,+0,+5.65172454134,+5.21656351426,+0,+3.47827319194,+0,+4.34788423187,+6.08666278549,+5.65179461903,+2.60867801678,+0,+0,+5.21661354266,+5.65111425284,+0,+5.65114592013,+2.60906521308,+0
2010-08-16 10:19:00 UTC,+2.16312022076,+0,+3.89332252101,+5.6384704483,+5.20433029636,+5.63835663869,+3.47011600688,+0,+4.33768755312,+6.07238853677,+5.63854036131,+2.60256021827,+0,+0,+5.20438011238,+5.63786205829,+0,+5.63789368383,+2.60263591344,+0
2010-08-16 10:19:30 UTC,+2.16106866635,+0,+3.889630064,+5.62696928407,+5.19372218538,+5.62686356869,+3.46304245197,+0,+4.32884543782,+6.06001053116,+5.62704684803,+2.59725513049,+1.29876516186,+0,+5.19377181679,+5.62637033549,+0,+5.62640192507,+2.59733062148,+0
2010-08-16 10:20:00 UTC,+2.15969791439,+0,+3.88715961257,+5.63172968884,+5.19811593905,+5.63162386203,+3.46597223462,+1.73316160569,+4.3325077373,+6.06513735445,+5.631807325,+2.599452435,+1.29986397042,+0,+5.19816564698,+5.63113007066,+0,+5.63116167511,+2.59952801058,+2.16630053385
2010-08-16 10:20:30 UTC,+2.16181757186,+0,+3.89097463716,+5.64450685025,+5.20990899189,+5.64440072453,+3.47383591553,+1.73709399437,+0,+6.07889800068,+0,+2.60535010857,+1.30281322641,+0,+5.20995890483,+5.64390543618,+0,+5.64393708071,+2.60542591104,+2.17121553565
2010-08-16 10:21:00 UTC,+2.158817916,+0,+3.88557576448,+5.64055551417,+5.2062619911,+5.64044948085,+3.47140407296,+1.73587790364,+0,+6.07464252211,+0,+2.60352625357,+1.30190116933,+0,+5.20631184069,+5.63995465521,+0,+5.63998628733,+2.60360198591,+2.16969557184
2010-08-16 10:21:30 UTC,+2.16121998427,+0,+3.88989908069,+5.6357793073,+5.20185365199,+5.63567338571,+3.46846456509,+1.73440794478,+0,+6.06949868063,+0,+2.60132165522,+1.30079871347,+4.33538711003,+5.20190342496,+5.63517911963,+0,+5.63521073676,+2.60139730275,+2.16785830421
2010-08-16 10:22:00 UTC,+2.15889148845,+0,+3.88570818245,+5.6352829909,+0,+5.63517708094,+3.46815910799,+0,+0,+6.06896416167,+0,+2.60109256579,+1.30068415244,+4.33500530805,+5.20144532741,+5.63468287312,+0,+0,+2.60116820449,+2.16766738569
2010-08-16 10:22:30 UTC,+0,+0,+3.87938719723,+5.63637473693,+0,+5.63626880142,+3.46883102116,+0,+0,+6.07013994171,+0,+2.60159649322,+1.30093615199,+4.33584515693,+5.20245300363,+5.6357744656,+0,+0,+2.60167215132,+2.16808734862
2010-08-16 10:23:00 UTC,+0,+0,+3.88479179044,+5.64333347702,+0,+5.64322737875,+3.47311376508,+0,+0,+6.07763431047,+0,+2.60480850373,+1.30254238549,+4.34119831567,+5.20887588704,+5.64273222787,+0,+0,+2.60488428537,+2.17076417314
2010-08-16 10:23:30 UTC,+0,+6.04435984213,+0,+5.64015770165,+0,+5.64005167764,+3.47115923994,+0,+0,+6.07421408911,+0,+0,+0,+4.33875528298,+5.20594466169,+5.63955689865,+6.07511048755,+0,+2.60341835678,+0
2010-08-16 10:24:00 UTC,+0,+6.04293924229,+0,+5.64392655114,+0,+5.64382043897,+0,+1.73691539752,+0,+6.07827303478,+0,+0,+0,+4.34165455059,+5.20942329149,+0,+6.07719766208,+0,+0,+0
2010-08-16 10:24:30 UTC,+0,+6.04472390537,+0,+5.64849069136,+0,+5.64838447246,+0,+1.73832008908,+0,+6.08318848623,+0,+0,+0,+4.34516561241,+5.21363597093,+0,+6.08211195457,+0,+0,+0
2010-08-16 10:25:00 UTC,+0,+6.04631001629,+0,+5.6457487179,+0,+5.64564256313,+0,+1.73747620022,+0,+6.08023545745,+0,+0,+0,+4.34305629107,+5.21110514267,+0,+6.07915962213,+0,+0,+0
2010-08-16 10:25:30 UTC,+2.15740362414,+6.03963902721,+0,+5.645588177,+0,+5.64548202598,+0,+1.73742679105,+4.34316942088,+6.08006255938,+0,+0,+1.30306282091,+4.34293279157,+0,+0,+6.07898676479,+0,+0,+0
2010-08-16 10:26:00 UTC,+2.16051931119,+6.04836096932,+0,+0,+0,+5.64437012968,+0,+0,+4.34231399117,+6.07886505016,+5.64566547937,+0,+1.3028061643,+4.34207742173,+0,+0,+6.07778953787,+0,+0,+0
2010-08-16 10:26:30 UTC,+2.15962906151,+6.04586883636,+3.88757803532,+0,+0,+5.64652275152,+0,+0,+4.34397009592,+0,+5.64670678902,+0,+1.30330304936,+4.34373341054,+0,+0,+6.08010735902,+0,+0,+2.1720318367
2010-08-16 10:27:00 UTC,+2.15784538819,+6.04087568547,+3.88382537914,+0,+5.21118311968,+5.64578114362,+0,+0,+4.34339954504,+0,+5.64596515254,+2.60598729643,+1.30313186563,+4.34316289958,+0,+0,+6.07930883761,+5.64531734242,+0,+2.17174655511
2010-08-16 10:27:30 UTC,+2.15885031646,+6.04368884544,+3.88563407984,+0,+5.21128448243,+5.64589096232,+0,+0,+4.34348403328,+0,+5.64607497547,+2.60603798765,+1.30315721483,+4.34324738192,+0,+0,+6.07942708419,+5.64542714863,+2.60611381658,+2.17178880014
2010-08-16 10:28:00 UTC,+2.15753584676,+6.04000916634,+3.88326825699,+0,+5.21435065149,+5.64921291959,+0,+1.73857506371,+4.34603975817,+0,+5.64939706081,+2.60757137028,+1.30392401506,+4.34580292787,+0,+0,+6.08300397944,+5.64874872742,+2.60764725816,+2.17306669015
2010-08-16 10:28:30 UTC,+2.15819563205,+6.04185614547,+3.88445575877,+0,+5.20504725076,+5.63913340346,+3.47059407655,+1.73547284897,+4.3382851518,+0,+5.63931715604,+2.60291876523,+1.30159738199,+4.33804886453,+0,+0,+6.07215092835,+5.63867036,+2.6029944742,+2.16918930336
2010-08-16 10:29:00 UTC,+2.15791993555,+6.04108437068,+3.88395955178,+0,+5.20316902106,+5.63709848655,+3.46934166133,+1.73484655404,+4.33671960241,+0,+5.63728216067,+2.60197946769,+0,+4.3364834248,+0,+5.63660405352,+6.06995984543,+5.63663567512,+2.60205514052,+2.1684065118
2010-08-16 10:29:30 UTC,+2.15889731715,+6.04382041741,+3.8857186731,+0,+5.20151394206,+5.63530533614,+3.46823804426,+1.73429466853,+4.33534005431,+0,+5.63548894108,+2.60115176711,+0,+4.33510397339,+5.20156370911,+5.63481111331,+6.0680290831,+5.63484272928,+2.60122740809,+2.16771672287
2010-08-16 10:30:00 UTC,+2.16169110404,+0,+3.89074701648,+0,+5.20748941956,+0,+3.47222252979,+0,+4.3403207578,+0,+5.64196315938,+2.60414008713,+0,+4.34008432797,+5.20753929048,+5.64128432343,+6.07499988471,+5.64131595972,+2.60421584307,+2.17020712829
2010-08-16 10:30:30 UTC,+2.15668288935,+0,+3.88173307809,+5.64669834053,+5.21193169166,+0,+3.47518466429,+0,+4.34402349763,+0,+5.64677620373,+2.60636165521,+0,+4.34378680848,+5.21198163971,+5.64609661847,+6.08018209784,+5.64612826992,+2.60643749659,+0
2010-08-16 10:31:00 UTC,+2.15689628284,+0,+3.88211715031,+5.63702119067,+5.20299988443,+0,+3.46922887993,+0,+4.33657862293,+0,+5.63709890708,+2.60189488289,+1.30108536803,+4.33634245521,+5.20304967731,+5.63642082852,+6.06976253606,+5.63645244954,+2.60197055246,+0
2010-08-16 10:31:30 UTC,+2.15630460669,+0,+0,+5.62999231607,+5.19651238041,+0,+3.46490297165,+0,+4.33117113263,+6.0632662524,+5.63006992588,+2.59865049962,+1.2994629457,+4.33093534382,+5.19656206043,+5.62939294222,+6.06219442081,+5.62942454124,+2.59872604434,+0
2010-08-16 10:32:00 UTC,+2.15602320275,+0,+0,+5.63387189374,+5.2000931493,+0,+3.46729065077,+1.73382090571,+4.33415578948,+6.06744444938,+5.63394956238,+2.6004412325,+1.30035843948,+4.33391979152,+5.20014289163,+5.63327197436,+6.06637163156,+5.63330358551,+2.60051684613,+0
2010-08-16 10:32:30 UTC,+2.16396930755,+0,+0,+5.6243486798,+5.19130342264,+0,+3.46142960576,+1.73088997427,+4.32682934087,+6.05718821336,+5.62442620403,+2.59604551372,+1.29816026743,+4.32659385641,+5.19135301192,+5.6237500998,+6.05611781697,+5.62378168122,+2.59612095814,+0
2010-08-16 10:33:00 UTC,+0,+0,+0,+5.6196027436,+5.1869230234,+0,+3.45850872772,+1.72942933131,+4.32317817227,+6.05207697217,+5.61968019587,+2.5938548876,+1.29706479846,+4.32294294381,+5.18697253628,+5.61900483143,+6.05100778317,+5.61903639809,+0,+2.16163565089
2010-08-16 10:33:30 UTC,+0,+0,+0,+5.6251498158,+5.19204285429,+0,+3.46192266352,+1.73113653758,+4.32744567506,+6.05805101454,+5.62522735218,+2.59641530157,+1.29834518768,+0,+5.19209245645,+5.62455112303,+6.05698041427,+5.62458270695,+0,+2.16376944822
2010-08-16 10:34:00 UTC,+0,+0,+0,+5.62402701529,+5.19100653304,+0,+3.46123163794,+1.73079097655,+0,+6.05684178966,+5.62410453466,+2.59589704005,+1.29808602004,+0,+5.19105611713,+5.6234284805,+0,+5.62346006092,+0,+2.16333753954
2010-08-16 10:34:30 UTC,+0,+6.04631304571,+3.88732129026,+5.62412462519,+5.19109662495,+0,+3.46129171174,+0,+0,+6.05694691278,+5.62420214602,+2.59594209474,+1.29810855057,+0,+5.19114621062,+5.62352607672,+0,+5.62355765744,+0,+2.1633750872
2010-08-16 10:35:00 UTC,+0,+6.04623273077,+3.88726965237,+5.63217768895,+5.19852943375,+5.63207185166,+3.46624795549,+0,+0,+6.06561983808,+5.6322553319,+0,+1.29996737893,+0,+5.19857914888,+5.63157800777,+0,+5.63160961362,+0,+2.16647286646
2010-08-16 10:35:30 UTC,+0,+6.03922347311,+3.8827631013,+5.6429028191,+5.20842850457,+5.64279673088,+3.4728487175,+0,+0,+6.07717050395,+5.64298062471,+0,+0,+0,+5.2084783918,+5.64230163035,+0,+5.64233326984,+0,+2.17059851163
2010-08-16 10:36:00 UTC,+2.15565351756,+6.03473984213,+3.87988038327,+5.6459261787,+5.21121900237,+5.64582001975,+3.47470943871,+0,+0,+6.0804265778,+0,+0,+0,+0,+5.21126893805,+5.64532456509,+0,+5.64535621411,+0,+2.17176150999
2010-08-16 10:36:30 UTC,+2.16381206735,+6.05757859321,+3.89456439141,+5.64639081571,+5.21164785271,+5.64628464592,+0,+1.73767381673,+0,+6.08092697885,+0,+0,+0,+0,+5.21169779583,+5.64578913693,+0,+5.6458207874,+2.606295544,+2.17194024227
2010-08-16 10:37:00 UTC,+2.16515190944,+6.0613292995,+3.8969758804,+5.63865571674,+5.2045085178,+5.63854972787,+0,+1.73529320867,+0,+6.07259649331,+0,+0,+0,+0,+5.20455833691,+5.63805512482,+0,+5.63808675097,+2.60272504494,+0
2010-08-16 10:37:30 UTC,+2.16445463818,+6.05937738308,+3.89572091013,+5.64471549312,+5.21010156491,+5.64460936251,+0,+1.73715820776,+0,+6.07912270322,+0,+0,+1.30286138587,+0,+5.21015148118,+5.64411404973,+0,+5.64414569492,+2.60552221998,+0
2010-08-16 10:38:00 UTC,+2.16543265261,+6.06211520198,+3.8974811706,+5.63546170149,+5.20156050857,+5.63535578736,+0,+1.7343101961,+0,+6.06915662798,+0,+0,+1.30072540285,+0,+5.20161027643,+5.63486155862,+0,+5.63489317474,+2.60125069676,+0
2010-08-16 10:38:30 UTC,+2.16546411018,+6.06220326334,+3.89753778894,+5.63168041868,+5.19807046368,+5.63157459301,+0,+1.73314644198,+4.33246983255,+6.06508429187,+0,+2.59942969292,+1.29985259778,+4.33223395271,+5.19812017082,+0,+0,+5.63111241167,+2.59950526764,+0
2010-08-16 10:39:00 UTC,+2.1674744322,+6.06783088746,+3.90115602836,+5.62489171125,+5.1918046292,+5.62478604446,+0,+0,+4.32724710873,+6.05777304314,+0,+2.59629616585,+1.29828561135,+4.32701159494,+5.19185422721,+0,+6.05670250847,+5.62432463788,+2.59637161993,+0
2010-08-16 10:39:30 UTC,+2.16666630934,+6.06556865695,+0,+5.62584703699,+5.1926863748,+5.62574134785,+0,+0,+4.32798206491,+6.05880190234,+0,+2.59673712447,+1.29850612202,+4.32774649961,+0,+0,+6.05773112475,+5.62527983223,+2.59681259552,+0
2010-08-16 10:40:00 UTC,+2.16378503929,+6.05750293182,+0,+5.63041184426,+5.19689959613,+5.63030604829,+0,+0,+4.33149388624,+6.06371807257,+0,+2.59884414517,+1.29955978224,+4.33125807481,+0,+0,+6.0626461343,+0,+2.59891969733,+2.1657935974
2010-08-16 10:40:30 UTC,+2.16207557629,+6.0527175221,+0,+5.63220152263,+0,+5.63209568477,+0,+0,+4.33287073094,+6.0656455063,+0,+2.59967022373,+1.29997288028,+4.33263482301,+0,+0,+6.06457311298,+0,+2.5997458077,+2.16648203459
2010-08-16 10:41:00 UTC,+2.16391056132,+6.05785431366,+0,+5.61862489531,+0,+5.61851937526,+3.4579069127,+1.72912838177,+4.32242588884,+6.05102385676,+0,+2.59340353301,+1.29683908903,+4.32219071316,+0,+0,+6.04995491663,+0,+2.59347887567,+2.16125950108
2010-08-16 10:41:30 UTC,+2.16699935954,+6.06650098582,+0,+5.61684721023,+0,+5.61674173179,+3.45681283958,+1.72858126881,+4.32105827081,+6.04910933939,+5.61692462073,+2.59258299032,+1.29642875928,+4.32082319101,+0,+0,+6.04804085155,+0,+2.59265830136,+2.16057567735
2010-08-16 10:42:00 UTC,+2.16915050669,+0,+0,+5.61073370864,+0,+5.61062837336,+3.45305029579,+1.72669973406,+4.3163549994,+0,+5.61081102649,+2.58976112426,+0,+4.31612024949,+0,+0,+6.04145833634,+0,+2.58983632657,+2.15822399106
2010-08-16 10:42:30 UTC,+2.17112465297,+0,+3.90772580822,+5.61454846381,+0,+5.6144430392,+3.45539808013,+1.72787379026,+4.31928978704,+0,+5.61462583946,+2.59152193644,+0,+4.31905483129,+0,+0,+6.04556575064,+0,+0,+2.15969141644
2010-08-16 10:43:00 UTC,+2.16896895328,+0,+3.90384591345,+0,+0,+5.63764383631,+3.46967730369,+0,+4.3371391635,+0,+5.63782753145,+2.60223119574,+0,+4.33690295651,+5.20372218384,+5.63714933939,+6.07054704708,+0,+0,+2.16861629686
2010-08-16 10:43:30 UTC,+0,+0,+3.90501371389,+0,+0,+5.63573046215,+3.46849969348,+0,+4.33566712219,+0,+5.63591408351,+2.60134800112,+0,+4.33543101831,+5.20195610749,+5.63523618943,+6.06848683451,+0,+0,+2.16788026034
2010-08-16 10:44:00 UTC,+0,+0,+3.90207412462,+0,+0,+5.63758412215,+3.46964055183,+0,+4.33709322278,+0,+5.63776781497,+2.60220363225,+1.30123976465,+4.33685701902,+5.20366706669,+5.63708963226,+6.07048275032,+5.6387305186,+0,+0
2010-08-16 10:44:30 UTC,+0,+0,+3.90339299807,+0,+0,+5.63332334563,+3.46701820322,+0,+4.33381522343,+0,+5.63350687413,+2.60023689985,+1.30025625863,+4.33357924934,+5.19973429874,+5.63282935508,+6.06589498842,+5.63286096484,+0,+0
2010-08-16 10:45:00 UTC,+0,+0,+3.9061076085,+0,+5.20656127895,+5.64077373613,+3.47160363997,+1.73608616035,+4.33954713053,+0,+5.64095755198,+2.60367592661,+1.3019760165,+4.33931075485,+5.20661113374,+5.6402788725,+6.07391714537,+5.64031050564,+0,+0
2010-08-16 10:45:30 UTC,+0,+0,+3.90311995877,+0,+5.20787728033,+5.64219952195,+3.47248115771,+1.73641652105,+4.34064404896,+0,+5.64238339273,+2.6043340552,+1.30230512753,+4.34040759651,+5.20792715798,+5.64170449142,+6.07545235077,+5.64173612902,+2.6044098186,+0
2010-08-16 10:46:00 UTC,+0,+0,+3.89734812571,+0,+5.20357137093,+5.63753440157,+3.4696099507,+1.73498071742,+4.33705497063,+0,+5.63771809249,+2.60218068174,+1.30122828778,+4.33681876954,+5.20362117375,+5.63703991749,+6.07042921398,+5.63707154045,+2.60225636231,+0
2010-08-16 10:46:30 UTC,+2.16040571314,+6.04804296703,+3.8884335305,+0,+5.20713820051,+5.64139878608,+3.4719883348,+1.73617007527,+4.34002800839,+6.07566492124,+5.64158262602,+2.60396444348,+1.30212029542,+4.33979159905,+5.20718806533,+5.64090384927,+6.07459016373,+5.64093548437,+2.60404019267,+2.17006075044
2010-08-16 10:47:00 UTC,+2.15992356471,+6.04669325798,+3.88756574495,+5.63720409865,+5.20316870468,+5.63709814374,+3.46934145029,+1.73484644849,+4.33671933862,+6.07103314111,+5.63728181782,+2.60197930942,+1.30112758729,+4.33648316105,+5.2032185005,+5.63660371081,+6.0699594764,+5.6366353324,+2.60205498224,+2.16840637989
2010-08-16 10:47:30 UTC,+2.16100059741,+6.04970826464,+0,+5.63950612675,+5.20529342854,+5.63940011801,+3.47075822929,+0,+4.33849034669,+6.0735123611,+5.63958388082,+2.60304187797,+1.30165894707,+4.3382540451,+5.20534326129,+5.63890541544,+6.07243811161,+5.63893704424,+2.60311759166,+2.169291903
2010-08-16 10:48:00 UTC,+2.1631223867,+6.05564792579,+0,+5.64087495255,+5.20655682607,+5.64076891177,+3.47160067073,+0,+4.33954341891,+6.07498654832,+5.64095272741,+2.60367369972,+1.30197490288,+4.3393070435,+5.20660668078,+5.64027404873,+6.07391195081,+5.64030568184,+2.60374943773,+2.16981845047
2010-08-16 10:48:30 UTC,+2.16360559375,+6.05700059831,+0,+5.63690328749,+5.20289106231,+5.63679733964,+3.46915631658,+0,+0,+6.07070917588,+5.6369810021,+0,+0,+4.33625175566,+5.2029408533,+5.63630294199,+6.0696355877,+5.63633456264,+2.60191612866,+2.16829066657
2010-08-16 10:49:00 UTC,+2.16501303826,+6.06094054856,+0,+5.63050480302,+5.19698539512,+5.63039900488,+3.46521838083,+0,+0,+6.06381818657,+5.6305824206,+0,+0,+4.33132958532,+5.19703508337,+5.6299053571,+6.06274622467,+5.62993695772,+2.59896260683,+2.16582935593
