# file...... Output/hvac/house_hvac_file_036.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_5B_tm_3_B_5_Meter_64_701:hvac_load,house_3_6B_tm_3_B_6_Meter_64_702:hvac_load,house_3_7B_tm_3_B_7_Meter_64_703:hvac_load,house_3_8B_tm_3_B_8_Meter_64_704:hvac_load,house_3_9B_tm_3_B_9_Meter_64_705:hvac_load,house_3_10B_tm_3_B_10_Meter_64_706:hvac_load,house_3_11B_tm_3_B_11_Meter_64_707:hvac_load,house_3_12B_tm_3_B_12_Meter_64_708:hvac_load,house_3_13B_tm_3_B_13_Meter_64_709:hvac_load,house_3_14B_tm_3_B_14_Meter_64_710:hvac_load,house_3_15B_tm_3_B_15_Meter_64_711:hvac_load,house_3_16B_tm_3_B_16_Meter_64_712:hvac_load,house_3_17B_tm_3_B_17_Meter_64_713:hvac_load,house_3_18B_tm_3_B_18_Meter_64_714:hvac_load,house_3_19B_tm_3_B_19_Meter_64_715:hvac_load,house_3_20B_tm_3_B_20_Meter_64_716:hvac_load,house_3_21B_tm_3_B_21_Meter_64_717:hvac_load,house_3_22B_tm_3_B_22_Meter_64_718:hvac_load,house_3_23B_tm_3_B_23_Meter_64_719:hvac_load,house_3_24B_tm_3_B_24_Meter_64_720:hvac_load
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,+0,+0,+0,+0,+5.16186897083,+0,+0,+0,+0,+4.73145004474,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:00 UTC,+0,+0,+0,+0,+0,+5.16317744709,+0,+0,+0,+0,+4.73264938541,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:30 UTC,+0,+0,+0,+0,+0,+5.15895461229,+0,+0,+2.1497505299,+0,+4.72877876308,+0,+0,+0,+4.72880724329,+0,+0,+0,+0,+0
2010-08-16 00:02:00 UTC,+0,+0,+0,+0,+0,+5.15748042022,+0,+0,+2.14913621696,+3.00856219763,+4.72742752843,+0,+0,+0,+4.72745598643,+0,+0,+0,+0,+0
2010-08-16 00:02:30 UTC,+0,+0,+0,+0,+0,+5.15644512758,+0,+2.57835817235,+2.14870479849,+3.00795827532,+4.72647858611,+0,+0,+0,+4.7265070285,+0,+0,+0,+0,+0
2010-08-16 00:03:00 UTC,+0,+0,+0,+0,+0,+5.15308244,+0,+2.57667672493,+2.14730352748,+3.00599670235,+4.72339636917,+0,+0,+0,+4.72342476083,+0,+0,+0,+0,+0
2010-08-16 00:03:30 UTC,+0,+0,+0,+0,+0,+5.15136861291,+0,+2.57581975856,+2.1465893558,+3.00499696725,+4.72182548676,+0,+0,+0,+4.72185385255,+0,+0,+0,+0,+0
2010-08-16 00:04:00 UTC,+0,+0,+0,+0,+0,+5.1528531159,+0,+2.57656205581,+0,+3.00586292961,+4.72318617224,+0,+0,+0,+4.72321456044,+0,+0,+0,+0,+0
2010-08-16 00:04:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.00779633213,+4.72622412498,+0,+0,+0,+4.72625256318,+0,+0,+0,+0,+0
2010-08-16 00:05:00 UTC,+0,+0,+0,+6.8715615848,+0,+0,+0,+0,+0,+3.00636858877,+0,+0,+0,+0,+4.72400911507,+0,+0,+0,+0,+0
2010-08-16 00:05:30 UTC,+0,+0,+0,+6.88093998538,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:06:00 UTC,+0,+0,+0,+6.87799721571,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.00932011134,+0,+0,+0,+0
2010-08-16 00:06:30 UTC,+0,+0,+0,+6.87821385179,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.0094148969,+0,+0,+0,+0
2010-08-16 00:07:00 UTC,+0,+0,+0,+6.87460020671,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.00783380595,+0,+0,+0,+0
2010-08-16 00:07:30 UTC,+0,+0,+0,+6.87474674776,+5.58536685997,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.00789792258,+0,+0,+0,+0
2010-08-16 00:08:00 UTC,+0,+0,+0,+6.87441306832,+5.58509577054,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.00775192663,+0,+0,+0,+0
2010-08-16 00:08:30 UTC,+0,+0,+0,+0,+5.59037421536,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.0105577957,+0,+0,+0,+0
2010-08-16 00:09:00 UTC,+0,+0,+0,+0,+5.59020520948,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01046677936,+0,+0,+0,+0
2010-08-16 00:09:30 UTC,+0,+0,+0,+0,+5.59312761308,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:10:00 UTC,+0,+0,+0,+0,+5.59243573801,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:10:30 UTC,+0,+0,+0,+0,+5.59394768459,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:11:00 UTC,+0,+0,+0,+0,+5.59836035477,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+0,+3.44350093494,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:30 UTC,+0,+3.44070839964,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+0,+3.4393174535,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:30 UTC,+0,+3.44013654671,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:00 UTC,+0,+3.44016122512,+0,+0,+0,+0,+0,+2.58012643516,+2.15017424987,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:30 UTC,+0,+3.4417711512,+0,+0,+0,+0,+1.29078214274,+2.58133387972,+2.15118049625,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:17:00 UTC,+0,+3.44124766112,+0,+0,+0,+0,+1.29058581135,+2.58094126216,+2.15085330111,+0,+4.73123406588,+0,+0,+0,+4.731247831,+0,+0,+0,+0,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+0,+0,+1.29095085486,+2.58167126512,+2.15146166265,+0,+4.73257222685,+0,+0,+0,+4.73258600552,+0,+0,+0,+0,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+0,+0,+1.29175072805,+0,+2.15279468758,+0,+4.73550436807,+0,+0,+0,+4.73551817641,+0,+0,+0,+0,+0
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.73892202132,+0,+0,+0,+4.73893586418,+0,+0,+0,+0,+0
2010-08-16 00:19:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.73640832834,+0,+0,+0,+4.73642214582,+0,+0,+0,+0,+0
2010-08-16 00:19:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.7391136899,+0,+0,+0,+4.7391275347,+0,+0,+0,+0,+0
2010-08-16 00:20:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01439379726,+4.73659874451,+0,+0,+0,+4.73661256391,+0,+0,+0,+0,+0
2010-08-16 00:20:30 UTC,+0,+0,+0,+0,+0,+5.16343678728,+0,+0,+0,+3.01204376447,+4.7329061284,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:00 UTC,+0,+0,+0,+0,+0,+5.16514455759,+0,+0,+0,+3.01303997119,+4.73447147207,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:30 UTC,+0,+0,+0,+0,+0,+5.16693707804,+0,+0,+0,+3.01408561585,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:00 UTC,+0,+0,+0,+0,+0,+5.16695402698,+0,+0,+0,+3.01409550281,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:30 UTC,+0,+0,+0,+0,+0,+5.16417378737,+0,+0,+0,+3.01247368436,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:00 UTC,+0,+0,+0,+0,+0,+5.16061565486,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01050255268,+0,+0,+0,+0
2010-08-16 00:23:30 UTC,+0,+0,+0,+0,+0,+5.16410685431,+0,+0,+0,+0,+0,+0,+1.29120235016,+0,+0,+3.01253919436,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.29106083943,+0,+0,+3.0122090409,+0,+0,+0,+0
2010-08-16 00:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.29100212216,+0,+0,+3.01207204978,+0,+0,+0,+0
2010-08-16 00:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.29075226428,+0,+0,+3.01148911555,+0,+0,+0,+0
2010-08-16 00:25:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01101733072,+0,+0,+0,+0
2010-08-16 00:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.00811102376,+0,+0,+0,+0
2010-08-16 00:26:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,+0,+0,+0,+6.87662875703,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.29817943087,+0,+0,+5.58721229103
2010-08-16 00:29:00 UTC,+0,+0,+0,+6.87095743434,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.29463458644,+0,+0,+5.58260440378
2010-08-16 00:29:30 UTC,+0,+0,+0,+6.87026226053,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.29420006999,+0,+0,+5.58203958272
2010-08-16 00:30:00 UTC,+0,+0,+0,+6.87000848705,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.29404144958,+0,+0,+5.58183339456
2010-08-16 00:30:30 UTC,+0,+0,+0,+6.8703856112,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.29427716998,+0,+0,+5.58213980378
2010-08-16 00:31:00 UTC,+0,+0,+0,+6.87035604852,+0,+0,+0,+2.57654366974,+0,+0,+0,+0,+0,+0,+0,+0,+4.2942586919,+0,+3.86486249077,+5.58211578442
2010-08-16 00:31:30 UTC,+0,+0,+0,+0,+0,+0,+0,+2.57629358531,+0,+0,+0,+0,+0,+0,+0,+0,+4.29384188167,+0,+3.86448735546,+5.58157397939
2010-08-16 00:32:00 UTC,+0,+0,+0,+0,+0,+0,+1.28938999437,+2.57839561484,+0,+0,+0,+0,+0,+0,+0,+0,+4.29734528814,+0,+3.86764047254,+0
2010-08-16 00:32:30 UTC,+0,+0,+0,+0,+0,+0,+1.29086547212,+2.58150051929,+0,+0,+0,+0,+0,+0,+0,+0,+4.30252016417,+0,+3.87229793658,+0
2010-08-16 00:33:00 UTC,+0,+0,+0,+0,+0,+0,+1.29032909767,+2.5804278939,+0,+0,+0,+0,+0,+0,+0,+0,+4.30073244299,+0,+3.87068896141,+0
2010-08-16 00:33:30 UTC,+0,+0,+0,+0,+0,+0,+1.291466903,+0,+2.15232168025,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:34:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+2.15398782586,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,+0,+0,+5.59718495395,+0,+0,+0,+2.15309735519,+0,+0,+0,+0,+0,+4.73618393528,+0,+0,+0,+0,+0
2010-08-16 00:35:00 UTC,+0,+0,+0,+0,+5.59567489012,+0,+0,+0,+2.15251644841,+0,+0,+0,+0,+0,+4.73490615125,+0,+0,+0,+0,+0
2010-08-16 00:35:30 UTC,+0,+0,+0,+0,+5.59266707629,+0,+0,+0,+2.15135937182,+0,+4.73234722647,+0,+0,+0,+4.73236100287,+0,+0,+0,+0,+0
2010-08-16 00:36:00 UTC,+0,+0,+0,+0,+5.5914509458,+0,+0,+0,+0,+0,+4.73131817302,+0,+0,+0,+4.73133193899,+0,+0,+0,+0,+0
2010-08-16 00:36:30 UTC,+0,+0,+0,+0,+5.59484704993,+0,+0,+0,+0,+0,+4.73419185534,+0,+0,+0,+4.7342056504,+0,+0,+0,+0,+0
2010-08-16 00:37:00 UTC,+0,+0,+0,+0,+5.59200002338,+0,+0,+0,+0,+0,+4.73178278614,+0,+0,+0,+4.73179655682,+0,+0,+0,+0,+0
2010-08-16 00:37:30 UTC,+0,+0,+0,+0,+5.59027874322,+0,+0,+0,+0,+0,+4.73032629005,+0,+0,+0,+4.73034004598,+0,+0,+0,+0,+0
2010-08-16 00:38:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.72625896431,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.72797054054,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:39:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.72925316476,+0,+1.29003830219,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:39:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.29096663957,+0,+0,+3.01198926665,+0,+0,+0,+0
2010-08-16 00:40:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.29130993566,+0,+0,+3.01279019819,+0,+0,+0,+0
2010-08-16 00:40:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01192366073,+0,+0,+1.29098332371,+0,+0,+3.01202819181,+0,+0,+0,+0
2010-08-16 00:41:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01107922372,+0,+0,+0,+0,+0,+3.01118371599,+0,+0,+0,+0
2010-08-16 00:41:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01116738616,+0,+3.44125084422,+0,+0,+0,+3.01127188248,+0,+0,+0,+0
2010-08-16 00:42:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01403741856,+0,+3.44453079915,+0,+0,+0,+3.01414204676,+0,+0,+0,+0
2010-08-16 00:42:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01105006943,+0,+3.44111677131,+0,+0,+0,+3.01115456036,+0,+0,+0,+0
2010-08-16 00:43:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01252504815,+0,+3.44280241911,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.01058810284,+0,+3.44058882272,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:44:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:44:30 UTC,+0,+0,+0,+0,+0,+5.16448035847,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:45:00 UTC,+0,+0,+0,+0,+0,+5.16529279876,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:45:30 UTC,+0,+0,+0,+0,+0,+5.16484616768,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59475618968,+0,+0
2010-08-16 00:46:00 UTC,+0,+0,+0,+0,+0,+5.16443998782,+1.29129278583,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59431621059,+0,+0
2010-08-16 00:46:30 UTC,+0,+0,+0,+0,+0,+5.16497165483,+1.29142572598,+2.58262089803,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59489211899,+0,+0
2010-08-16 00:47:00 UTC,+0,+0,+0,+0,+0,+5.1643845728,+1.29127892963,+2.58232733912,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59425618435,+0,+0
2010-08-16 00:47:30 UTC,+0,+0,+0,+0,+0,+5.16466691929,+1.29134952869,+2.58246852098,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59456202559,+0,+0
2010-08-16 00:48:00 UTC,+0,+3.43871602407,+0,+0,+0,+0,+0,+2.57904253436,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.58714033528,+0,+0
2010-08-16 00:48:30 UTC,+0,+3.44216741987,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59274788581,+0,+0
2010-08-16 00:49:00 UTC,+0,+3.4436534603,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59516228495,+0,+0
2010-08-16 00:49:30 UTC,+0,+3.44196445374,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:50:00 UTC,+0,+3.4424163675,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:50:30 UTC,+0,+3.44007805254,+0,+6.87974309944,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:51:00 UTC,+0,+0,+0,+6.86931706642,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.58127162292
2010-08-16 00:51:30 UTC,+0,+0,+0,+6.8801808948,+0,+0,+0,+0,+2.15025909105,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59009836387
2010-08-16 00:52:00 UTC,+0,+0,+0,+6.88290727819,+0,+0,+0,+0,+2.15111118047,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.59231352039
2010-08-16 00:52:30 UTC,+0,+0,+0,+6.8790636447,+0,+0,+0,+0,+2.14990991162,+0,+0,+0,+1.29001260723,+0,+4.72917271668,+0,+0,+0,+0,+5.58919061046
2010-08-16 00:53:00 UTC,+0,+0,+0,+6.87191888069,+0,+0,+0,+0,+2.14767692491,+0,+0,+0,+1.28867272709,+0,+4.72426095689,+0,+0,+0,+0,+5.58338556835
2010-08-16 00:53:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.28808588115,+0,+4.72210968516,+0,+0,+0,+3.86398127641,+5.58084305332
2010-08-16 00:54:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+1.28927928435,+0,+4.7264844867,+0,+0,+0,+3.86756118159,+5.58601348275
2010-08-16 00:54:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.72585819534,+0,+0,+0,+4.72587190595,+0,+0,+0,+3.86705990603,+0
2010-08-16 00:55:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.73165029105,+0,+0,+0,+4.73166406039,+0,+0,+0,+3.8717996325,+0
2010-08-16 00:55:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.72740044649,+0,+0,+0,+4.72741417275,+3.00864424654,+0,+0,+3.86832194472,+0
2010-08-16 00:56:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.72919928795,+0,+0,+0,+0,+3.00978910719,+0,+0,+0,+0
2010-08-16 00:56:30 UTC,+4.29483520882,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.7243772822,+0,+0,+0,+0,+3.00672017375,+0,+0,+0,+0
2010-08-16 00:57:00 UTC,+4.29058274097,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.71969950242,+0,+0,+0,+0,+3.00374303186,+4.29110063042,+0,+0,+0
2010-08-16 00:57:30 UTC,+4.28988633245,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.71893344239,+0,+0,+0,+0,+3.00325547804,+4.29040411485,+0,+0,+0
2010-08-16 00:58:00 UTC,+4.29407515962,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.72354121643,+0,+0,+0,+0,+3.00618806525,+4.2945935859,+0,+0,+0
2010-08-16 00:58:30 UTC,+4.29573573641,+0,+0,+0,+5.58441891337,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.0073506308,+4.29625441789,+0,+0,+0
2010-08-16 00:59:00 UTC,+4.29816347175,+0,+0,+0,+5.58757495206,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.29868252625,+0,+0,+0
