# file...... Output/hvac/house_hvac_file_041.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_6A_tm_3_A_6_Meter_70_801:hvac_load,house_3_7A_tm_3_A_7_Meter_70_802:hvac_load,house_3_8A_tm_3_A_8_Meter_70_803:hvac_load,house_3_1A_tm_3_A_1_Meter_71_804:hvac_load,house_3_2A_tm_3_A_2_Meter_71_805:hvac_load,house_3_3A_tm_3_A_3_Meter_71_806:hvac_load,house_3_4A_tm_3_A_4_Meter_71_807:hvac_load,house_3_5A_tm_3_A_5_Meter_71_808:hvac_load,house_3_6A_tm_3_A_6_Meter_71_809:hvac_load,house_3_7A_tm_3_A_7_Meter_71_810:hvac_load,house_3_8A_tm_3_A_8_Meter_71_811:hvac_load,house_3_9A_tm_3_A_9_Meter_71_812:hvac_load,house_3_10A_tm_3_A_10_Meter_71_813:hvac_load,house_3_11A_tm_3_A_11_Meter_71_814:hvac_load,house_3_12A_tm_3_A_12_Meter_71_815:hvac_load,house_3_13A_tm_3_A_13_Meter_71_816:hvac_load,house_3_14A_tm_3_A_14_Meter_71_817:hvac_load,house_3_15A_tm_3_A_15_Meter_71_818:hvac_load,house_3_1C_tm_3_C_1_Meter_73_819:hvac_load,house_3_2C_tm_3_C_2_Meter_73_820:hvac_load
2010-08-16 06:41:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78293072628
2010-08-16 06:41:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78325883647
2010-08-16 06:42:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78335836044
2010-08-16 06:42:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78062799562
2010-08-16 06:43:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78434726447
2010-08-16 06:43:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78542341322
2010-08-16 06:44:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78343521022
2010-08-16 06:44:30 UTC,+1.3023794913,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.78570938937
2010-08-16 06:45:00 UTC,+1.30226279759,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:45:30 UTC,+1.30168947762,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:46:00 UTC,+1.30127045291,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:46:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:47:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:47:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:48:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:48:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:49:00 UTC,+0,+5.20666628923,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:49:30 UTC,+0,+5.2045938465,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:50:00 UTC,+0,+5.20562921971,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.33727235474,+0,+0,+0,+0,+0
2010-08-16 06:50:30 UTC,+0,+5.20513619119,+0,+0,+1.30125881197,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.3368061033,+0,+0,+0,+0,+0
2010-08-16 06:51:00 UTC,+0,+5.20413669295,+0,+5.20322554132,+1.30094235282,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.33575145925,+0,+0,+0,+0,+0
2010-08-16 06:51:30 UTC,+0,+5.20708071587,+0,+5.20627452952,+1.30170469529,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.33829207131,+0,+0,+0,+0,+0
2010-08-16 06:52:00 UTC,+0,+0,+0,+5.20780198757,+1.30208660759,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.33956484714,+0,+0,+0,+0,+0
2010-08-16 06:52:30 UTC,+0,+0,+0,+5.20998598182,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.34138469097,+0,+0,+0,+0,+0
2010-08-16 06:53:00 UTC,+0,+0,+0,+5.21093391724,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.34217457147,+0,+0,+0,+0,+0
2010-08-16 06:53:30 UTC,+0,+0,+0,+5.20929910352,+0,+0,+0,+0,+0,+0,+0,+5.20899473894,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:54:00 UTC,+0,+0,+0,+5.20798246513,+0,+0,+0,+0,+0,+0,+0,+5.2076781996,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:54:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20459716771,+2.60264693055,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:55:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20882392385,+2.60476065634,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:55:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20470200413,+2.60269935737,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:56:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.2041908195,+2.60244372302,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:56:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.2039841643,+2.60234037841,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:57:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:57:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 06:58:00 UTC,+1.30169214732,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.03679870739,+0,+0,+0,+0,+0,+0
2010-08-16 06:58:30 UTC,+1.30224393632,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.03808587798,+0,+0,+0,+0,+0,+0
2010-08-16 06:59:00 UTC,+1.30182249752,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.03710277824,+0,+0,+0,+0,+0,+0
2010-08-16 06:59:30 UTC,+1.30156405079,+0,+0,+0,+0,+2.60252537508,+0,+0,+0,+0,+0,+0,+0,+3.03642216299,+0,+0,+0,+0,+0,+0
2010-08-16 07:00:00 UTC,+0,+0,+0,+0,+0,+2.60498508989,+0,+0,+0,+0,+0,+0,+0,+3.03929199442,+0,+0,+0,+0,+0,+0
2010-08-16 07:00:30 UTC,+0,+0,+0,+0,+0,+2.60449030673,+0,+0,+0,+0,+0,+0,+0,+3.0387147144,+0,+0,+0,+0,+0,+0
2010-08-16 07:01:00 UTC,+0,+0,+0,+0,+0,+2.60297725905,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20720452197,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:02:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20450880885,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:03:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.2031723393,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:03:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.20497561854,+0,+5.20510852797,+0,+0,+0,+0,+3.90427723492,+0,+0,+4.77648287708,+0
2010-08-16 07:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.19855219151,+0,+5.19868489302,+0,+0,+0,+0,+3.89945884099,+0,+0,+4.77543240878,+0
2010-08-16 07:04:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.19593850796,+0,+5.19607112486,+0,+0,+0,+0,+3.89749824314,+0,+0,+4.77363882683,+0
2010-08-16 07:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.19307313436,+0,+5.19320565846,+0,+0,+0,+0,+3.89534884536,+0,+0,+4.77675012609,+0
2010-08-16 07:05:30 UTC,+0,+0,+0,+0,+1.29838054256,+0,+0,+0,+5.19232608304,+0,+5.19245858298,+0,+0,+0,+0,+3.89478846118,+0,+0,+4.7728153423,+0
2010-08-16 07:06:00 UTC,+0,+0,+0,+0,+1.29746593225,+0,+0,+0,+5.18866868504,+0,+5.18880106647,+0,+0,+0,+0,+3.8920449433,+0,+0,+4.77434523555,+0
2010-08-16 07:06:30 UTC,+0,+0,+0,+0,+1.30022719453,+0,+0,+0,+5.19971058612,+0,+5.19984332513,+0,+0,+0,+0,+3.90032778549,+0,+0,+4.77178600412,+0
2010-08-16 07:07:00 UTC,+0,+0,+0,+0,+1.30227753065,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.77092198207,+0
2010-08-16 07:07:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:08:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.76748137915
2010-08-16 07:09:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.76444615765
2010-08-16 07:10:00 UTC,+1.30175845222,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.76224603123
2010-08-16 07:10:30 UTC,+1.30189798673,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.76286126494
2010-08-16 07:11:00 UTC,+1.30155026843,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.76266702512
2010-08-16 07:11:30 UTC,+1.30100966068,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60167089849,+0,+0,+0,+0,+0,+0,+4.77557251173
2010-08-16 07:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60098751112,+0,+4.33437259758,+0,+0,+0,+0,+4.77608805043
2010-08-16 07:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60304610287,+0,+4.33780297647,+0,+4.33804211798,+0,+0,+4.77644984062
2010-08-16 07:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60138557731,+0,+4.33503592387,+0,+4.33527486986,+0,+0,+0
2010-08-16 07:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60531992138,+0,+4.34159200325,+0,+4.34183141239,+0,+0,+0
2010-08-16 07:14:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.33501147771,+0,+4.33525042195,+0,+0,+0
2010-08-16 07:14:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.33332954424,+0,+4.33356836972,+0,+0,+0
2010-08-16 07:15:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.33209284453,+0,+4.33233158258,+0,+0,+0
2010-08-16 07:15:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:16:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:16:30 UTC,+0,+0,+0,+0,+0,+2.60184761451,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:17:00 UTC,+0,+0,+0,+0,+0,+2.60051703169,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:17:30 UTC,+0,+0,+0,+5.1957674708,+1.2990742782,+2.59797726009,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:18:00 UTC,+0,+0,+0,+5.18925408704,+1.29745002738,+2.59472902019,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:18:30 UTC,+0,+0,+0,+5.19064620451,+1.29779810085,+2.59542511103,+0,+0,+0,+0,+0,+0,+0,+3.02813903496,+0,+0,+0,+0,+0,+0
2010-08-16 07:19:00 UTC,+0,+0,+0,+5.19138380167,+1.2979825235,+0,+0,+0,+0,+0,+0,+0,+0,+3.02856934471,+0,+0,+0,+0,+0,+0
2010-08-16 07:19:30 UTC,+0,+5.20495448296,+0,+5.20396867543,+0,+0,+0,+0,+0,+0,+0,+5.20365634244,+0,+3.03591128448,+0,+0,+0,+0,+0,+0
2010-08-16 07:20:00 UTC,+1.30221703467,+5.20821157441,+0,+5.20726447578,+0,+0,+0,+0,+0,+0,+0,+5.2069518844,+0,+3.03783403454,+0,+0,+0,+0,+0,+0
2010-08-16 07:20:30 UTC,+1.30077935734,+5.20246178297,+0,+5.20141072085,+0,+0,+0,+0,+0,+0,+0,+5.20109858847,+0,+3.03441898917,+0,+0,+0,+0,+0,+0
2010-08-16 07:21:00 UTC,+1.300949023,+5.20314033728,+0,+5.20208905124,+0,+0,+0,+0,+0,+0,+0,+5.20177686567,+0,+3.03481472304,+0,+0,+0,+0,+0,+0
2010-08-16 07:21:30 UTC,+1.3025412312,+5.20950815351,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.20856453258,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:22:00 UTC,+0,+5.21142753085,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21044363071,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:22:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21253454772,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:23:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21627061132,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.22048862878,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:25:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.21737885044,+0,+0,+0,+2.60923180519,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.22081086947,+0,+0,+0,+2.61094826355,+0,+0,+3.91618229856,+0,+0,+4.77436792318,+0
2010-08-16 07:26:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.22120385111,+0,+0,+0,+2.61114480578,+0,+0,+3.9164770891,+0,+0,+4.77615930578,+0
2010-08-16 07:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.22291116973,+0,+0,+0,+2.61199868832,+0,+0,+3.91775781392,+0,+0,+4.77464346422,+0
2010-08-16 07:27:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.22675587797,+0,+0,+0,+0,+0,+0,+3.92064187622,+0,+0,+4.77752232914,+0
2010-08-16 07:28:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+5.22583651872,+0,+0,+0,+0,+0,+0,+3.91995222975,+0,+0,+4.77653665037,+0
2010-08-16 07:28:30 UTC,+0,+0,+0,+0,+1.30600531286,+0,+0,+0,+5.22278099587,+0,+0,+0,+0,+0,+0,+3.91766016554,+0,+0,+4.7730017074,+0
2010-08-16 07:29:00 UTC,+1.30460165431,+0,+0,+0,+1.30437654421,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.91277441606,+0,+0,+4.77385163791,+0
2010-08-16 07:29:30 UTC,+1.30314907561,+0,+0,+0,+1.30291882675,+0,+4.34331519738,+0,+0,+0,+0,+0,+0,+0,+4.34232673419,+0,+0,+0,+4.77327864099,+0
2010-08-16 07:30:00 UTC,+1.30207602234,+0,+0,+0,+1.3017905335,+0,+4.33882601244,+0,+0,+0,+0,+0,+0,+0,+4.33856655989,+0,+0,+0,+0,+4.7768455831
2010-08-16 07:30:30 UTC,+1.30134003543,+0,+0,+0,+0,+2.60190471416,+4.33631844908,+0,+0,+0,+0,+0,+0,+0,+4.33605919531,+0,+0,+0,+0,+4.77192608789
2010-08-16 07:31:00 UTC,+0,+0,+0,+0,+0,+2.60010528943,+4.33331956927,+0,+0,+0,+0,+0,+0,+0,+4.33306055331,+0,+0,+0,+0,+4.7727220547
2010-08-16 07:31:30 UTC,+0,+0,+0,+0,+0,+2.59896932197,+4.33142639212,+0,+0,+0,+5.19718962576,+0,+0,+0,+4.33116752636,+0,+0,+0,+0,+4.76779817083
2010-08-16 07:32:00 UTC,+0,+0,+0,+0,+0,+2.60365419573,+4.33923409479,+0,+0,+0,+5.20655766486,+0,+0,+0,+4.33897460989,+0,+0,+0,+0,+4.77196566156
2010-08-16 07:32:30 UTC,+0,+0,+0,+0,+0,+2.60177831963,+4.33610780286,+0,+0,+0,+5.20280659654,+0,+0,+0,+4.33584856579,+0,+0,+0,+0,+4.77272148679
2010-08-16 07:33:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.2024809917,+0,+0,+0,+0,+0,+0,+0,+0,+4.774254102
2010-08-16 07:33:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21046798556,+0,+0,+0,+0,+0,+0,+0,+0,+4.76982427233
2010-08-16 07:34:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21190207531,+0,+0,+0,+0,+0,+0,+0,+0,+4.76505757139
2010-08-16 07:34:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21229422821,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21209682168,+0,+0,+3.0409721401,+0,+0,+0,+0,+0,+0
2010-08-16 07:35:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21745048174,+0,+0,+3.04409585832,+0,+0,+0,+0,+0,+0
2010-08-16 07:36:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21567923259,+0,+0,+3.04306238156,+0,+0,+4.34681605144,+0,+0,+0
2010-08-16 07:36:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+5.21334823563,+0,+0,+3.04170230689,+0,+0,+4.34487332125,+0,+0,+0
2010-08-16 07:37:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+3.04030020152,+0,+0,+4.34287055441,+0,+0,+0
2010-08-16 07:37:30 UTC,+1.30286058381,+0,+0,+5.20968231397,+0,+0,+0,+0,+0,+0,+0,+0,+2.60503867293,+3.03924458681,+0,+0,+4.3413627148,+0,+0,+0
2010-08-16 07:38:00 UTC,+1.30460586208,+0,+0,+5.2167491012,+1.30432465153,+0,+0,+0,+0,+0,+0,+0,+2.60857238465,+0,+0,+0,+4.34725160803,+0,+0,+0
2010-08-16 07:38:30 UTC,+1.3057898513,+0,+0,+5.22148281457,+1.30550822969,+0,+0,+0,+0,+0,+0,+0,+2.61093945439,+0,+0,+0,+4.35119630486,+0,+0,+0
2010-08-16 07:39:00 UTC,+1.30647496544,+0,+0,+5.22433887586,+1.3062223354,+0,+0,+0,+0,+0,+0,+0,+2.61236761356,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:39:30 UTC,+0,+0,+0,+5.21896910611,+1.30487972302,+0,+0,+0,+0,+0,+0,+5.21865559744,+2.60968248701,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:40:00 UTC,+0,+5.21769016649,+0,+5.21659801944,+0,+0,+0,+4.78184209443,+0,+0,+0,+5.21628469654,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:40:30 UTC,+0,+5.21662461423,+0,+5.21543991317,+0,+0,+0,+4.78078050972,+0,+0,+0,+5.215126681,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:41:00 UTC,+0,+5.21365702482,+0,+5.21247342672,+0,+0,+0,+4.77806126305,+0,+0,+0,+5.21216042703,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:41:30 UTC,+0,+5.20848496948,+0,+0,+0,+0,+0,+4.77356655814,+0,+0,+0,+5.20725743817,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:42:00 UTC,+0,+5.21212157062,+0,+0,+0,+0,+0,+4.77689910107,+0,+0,+0,+5.21089269815,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:42:30 UTC,+0,+5.21126706012,+0,+0,+0,+0,+0,+4.77611603663,+0,+0,+0,+5.21003850273,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:43:00 UTC,+0,+0,+5.64471466971,+0,+0,+2.60531065932,+0,+4.77617566821,+5.20972872904,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:43:30 UTC,+0,+0,+5.64248664982,+0,+0,+2.60440468865,+0,+0,+5.20791718226,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:44:00 UTC,+0,+0,+5.63426534028,+0,+0,+2.60034388053,+0,+0,+5.19979733464,+0,+0,+0,+0,+0,+0,+3.90041924269,+0,+6.49988409679,+0,+0
2010-08-16 07:44:30 UTC,+0,+0,+5.63386389202,+0,+0,+2.60015862119,+0,+0,+5.19942689657,+0,+0,+0,+0,+0,+0,+3.90014136298,+0,+6.49942103726,+4.77315708932,+0
2010-08-16 07:45:00 UTC,+0,+0,+5.63883156018,+0,+0,+2.60234000409,+0,+0,+5.20378871213,+0,+0,+0,+0,+0,+4.33678458195,+3.90341332788,+0,+6.50487344765,+4.76886666728,+0
2010-08-16 07:45:30 UTC,+1.30285757372,+0,+5.64397913513,+0,+0,+0,+0,+0,+5.20871152217,+0,+0,+0,+0,+0,+4.34088727102,+3.90710611597,+0,+6.51102711921,+4.76818908742,+0
2010-08-16 07:46:00 UTC,+1.30073363927,+0,+5.63477906814,+0,+0,+0,+0,+0,+5.20022222034,+0,+0,+0,+0,+0,+4.33381225368,+3.90073796576,+0,+6.50041521766,+4.77204881282,+0
2010-08-16 07:46:30 UTC,+1.30160900659,+0,+5.63857082253,+0,+1.3012888935,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.33689478378,+3.90351251935,+0,+6.50503874072,+4.77313589068,+0
2010-08-16 07:47:00 UTC,+1.30328178841,+0,+0,+0,+1.3029179443,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.34232379328,+3.90839911482,+0,+6.51318177585,+4.76541477195,+0
2010-08-16 07:47:30 UTC,+0,+0,+0,+0,+1.30262895289,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.34136069436,+0,+0,+6.51173721246,+4.77021071067,+0
2010-08-16 07:48:00 UTC,+0,+0,+0,+0,+1.30373154896,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.34503522971,+0,+0,+0,+4.77002851979,+0
2010-08-16 07:48:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.60946741322,+0,+0,+0,+0,+0,+4.77032306137,+4.76993865889
2010-08-16 07:49:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+2.61096845013,+0,+0,+0,+0,+0,+0,+4.76705280367
2010-08-16 07:49:30 UTC,+0,+0,+0,+0,+0,+0,+4.34312659943,+0,+0,+0,+0,+0,+2.60608493845,+3.04046524691,+0,+0,+0,+0,+0,+4.7687509169
2010-08-16 07:50:00 UTC,+0,+0,+0,+0,+0,+0,+4.34572092827,+0,+0,+0,+0,+0,+2.60764168787,+3.04228147984,+0,+0,+0,+0,+0,+4.77190685493
2010-08-16 07:50:30 UTC,+0,+0,+0,+0,+0,+0,+4.34268480267,+0,+0,+0,+0,+0,+2.60581983446,+3.04015595461,+0,+0,+0,+0,+0,+4.77394755224
2010-08-16 07:51:00 UTC,+0,+0,+0,+0,+0,+0,+4.34191851903,+0,+0,+0,+0,+0,+0,+3.03961949619,+0,+0,+0,+0,+0,+4.77511224026
2010-08-16 07:51:30 UTC,+0,+0,+0,+0,+0,+0,+4.33638910378,+0,+0,+0,+0,+0,+0,+3.03574847327,+0,+0,+0,+0,+0,+4.77379882644
2010-08-16 07:52:00 UTC,+0,+0,+0,+0,+0,+0,+4.34199761382,+0,+0,+0,+0,+0,+0,+3.03967486871,+0,+0,+0,+0,+0,+4.76802720052
2010-08-16 07:52:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.76698567183
2010-08-16 07:53:00 UTC,+1.30356356471,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:53:30 UTC,+1.30465220031,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:54:00 UTC,+1.30459485039,+0,+0,+5.21781633853,+0,+2.60857586365,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4.34741610198,+0,+0,+0
