# file...... Output/overheaadline_power_losses.csv
# date...... Mon Mar 26 16:02:46 2018
# user...... yingying
# host...... (null)
# group..... class=overhead_line AND groupid=Distribution_Line
# trigger... (none)
# interval.. 30
# limit..... 0
# property.. timestamp,sum(power_losses.real)
2010-08-16 00:53:30 UTC,+13864.6366782
2010-08-16 00:54:00 UTC,+13675.6879966
2010-08-16 00:54:30 UTC,+11264.664516
2010-08-16 00:55:00 UTC,+9625.34363731
2010-08-16 00:55:30 UTC,+17949.3511258
2010-08-16 00:56:00 UTC,+18149.9759303
2010-08-16 00:56:30 UTC,+17924.9647563
2010-08-16 00:57:00 UTC,+18677.7484302
2010-08-16 00:57:30 UTC,+18639.0572318
2010-08-16 00:58:00 UTC,+17635.8616725
2010-08-16 00:58:30 UTC,+16514.1704976
2010-08-16 00:59:00 UTC,+14796.0000707
2010-08-16 00:59:30 UTC,+14356.8465857
2010-08-16 01:00:00 UTC,+13364.5741474
2010-08-16 01:00:30 UTC,+13978.4019429
2010-08-16 01:01:00 UTC,+13566.449138
2010-08-16 01:01:30 UTC,+13426.5510782
2010-08-16 01:02:00 UTC,+13629.568824
2010-08-16 01:02:30 UTC,+13162.6728944
2010-08-16 01:03:00 UTC,+12997.8229917
2010-08-16 01:03:30 UTC,+11774.2401733
2010-08-16 01:04:00 UTC,+10082.7233469
2010-08-16 01:04:30 UTC,+9935.69799914
2010-08-16 01:05:00 UTC,+9973.24092765
2010-08-16 01:05:30 UTC,+17056.0967528
2010-08-16 01:06:00 UTC,+16372.8583608
2010-08-16 01:06:30 UTC,+17399.0330124
2010-08-16 01:07:00 UTC,+18224.039083
2010-08-16 01:07:30 UTC,+18700.4764761
2010-08-16 01:08:00 UTC,+18838.9346849
2010-08-16 01:08:30 UTC,+18861.5432867
2010-08-16 01:09:00 UTC,+18675.0305277
2010-08-16 01:09:30 UTC,+15580.3293013
2010-08-16 01:10:00 UTC,+13163.0693841
2010-08-16 01:10:30 UTC,+16936.6720256
2010-08-16 01:11:00 UTC,+15688.3260333
2010-08-16 01:11:30 UTC,+14896.2104266
2010-08-16 01:12:00 UTC,+14696.5236543
2010-08-16 01:12:30 UTC,+13398.6599893
2010-08-16 01:13:00 UTC,+12610.9053251
2010-08-16 01:13:30 UTC,+12531.8998016
2010-08-16 01:14:00 UTC,+10058.4133166
2010-08-16 01:14:30 UTC,+8956.96695224
2010-08-16 01:15:00 UTC,+9031.90052725
2010-08-16 01:15:30 UTC,+17154.5218414
2010-08-16 01:16:00 UTC,+16624.2639646
2010-08-16 01:16:30 UTC,+16170.0617371
2010-08-16 01:17:00 UTC,+15896.8516753
2010-08-16 01:17:30 UTC,+14908.3009039
2010-08-16 01:18:00 UTC,+13980.6366707
2010-08-16 01:18:30 UTC,+12686.2720606
2010-08-16 01:19:00 UTC,+11257.6058206
2010-08-16 01:19:30 UTC,+9336.6510002
2010-08-16 01:20:00 UTC,+9452.27487206
2010-08-16 01:20:30 UTC,+12648.6873497
2010-08-16 01:21:00 UTC,+13969.7082672
2010-08-16 01:21:30 UTC,+13011.7357062
2010-08-16 01:22:00 UTC,+13165.4886559
2010-08-16 01:22:30 UTC,+11658.8697862
2010-08-16 01:23:00 UTC,+11496.6007203
2010-08-16 01:23:30 UTC,+10163.4895173
2010-08-16 01:24:00 UTC,+9309.50948724
2010-08-16 01:24:30 UTC,+8297.19167207
2010-08-16 01:25:00 UTC,+7407.78335066
2010-08-16 01:25:30 UTC,+20556.1223162
2010-08-16 01:26:00 UTC,+21546.2812764
2010-08-16 01:26:30 UTC,+20522.223817
2010-08-16 01:27:00 UTC,+19049.4313321
2010-08-16 01:27:30 UTC,+16791.7682932
2010-08-16 01:28:00 UTC,+15226.8625495
2010-08-16 01:28:30 UTC,+13829.7870672
2010-08-16 01:29:00 UTC,+11172.1732541
2010-08-16 01:29:30 UTC,+8684.27612632
2010-08-16 01:30:00 UTC,+8035.2840616
2010-08-16 01:30:30 UTC,+18775.2149446
2010-08-16 01:31:00 UTC,+17158.2341891
2010-08-16 01:31:30 UTC,+16989.0178112
2010-08-16 01:32:00 UTC,+16525.661109
2010-08-16 01:32:30 UTC,+15001.9475454
