# file...... Output/Controlled_house_agg2_power.csv
# date...... Mon Mar 26 16:02:46 2018
# user...... yingying
# host...... (null)
# group..... class=house AND groupid=Controlled_agg2
# trigger... (none)
# interval.. 30
# limit..... 0
# property.. timestamp,sum(total_load)
2010-08-16 01:30:30 UTC,+368.982432288
2010-08-16 01:31:00 UTC,+356.452583885
2010-08-16 01:31:30 UTC,+344.35479922
2010-08-16 01:32:00 UTC,+340.898289316
2010-08-16 01:32:30 UTC,+302.012552892
2010-08-16 01:33:00 UTC,+292.939214393
2010-08-16 01:33:30 UTC,+275.656664871
2010-08-16 01:34:00 UTC,+241.523629566
2010-08-16 01:34:30 UTC,+200.477574452
2010-08-16 01:35:00 UTC,+222.080761354
2010-08-16 01:35:30 UTC,+410.028487402
2010-08-16 01:36:00 UTC,+438.112630375
2010-08-16 01:36:30 UTC,+444.161522708
2010-08-16 01:37:00 UTC,+449.346287564
2010-08-16 01:37:30 UTC,+446.321841398
2010-08-16 01:38:00 UTC,+443.72945897
2010-08-16 01:38:30 UTC,+389.721491714
2010-08-16 01:39:00 UTC,+352.996073981
2010-08-16 01:39:30 UTC,+319.727166152
2010-08-16 01:40:00 UTC,+278.249047299
2010-08-16 01:40:30 UTC,+329.664632127
2010-08-16 01:41:00 UTC,+311.085891391
2010-08-16 01:41:30 UTC,+312.382082605
2010-08-16 01:42:00 UTC,+303.740807844
2010-08-16 01:42:30 UTC,+305.469062796
2010-08-16 01:43:00 UTC,+318.430974937
2010-08-16 01:43:30 UTC,+285.162067108
2010-08-16 01:44:00 UTC,+256.645860397
2010-08-16 01:44:30 UTC,+236.338864709
2010-08-16 01:45:00 UTC,+242.387757042
2010-08-16 01:45:30 UTC,+389.289427976
2010-08-16 01:46:00 UTC,+400.955148904
2010-08-16 01:46:30 UTC,+394.042129095
2010-08-16 01:47:00 UTC,+397.498638999
2010-08-16 01:47:30 UTC,+368.982432288
2010-08-16 01:48:00 UTC,+352.996073981
2010-08-16 01:48:30 UTC,+333.553205769
2010-08-16 01:49:00 UTC,+302.44461663
2010-08-16 01:49:30 UTC,+304.60493532
2010-08-16 01:50:00 UTC,+302.012552892
2010-08-16 01:50:30 UTC,+387.561173024
2010-08-16 01:51:00 UTC,+370.278623503
2010-08-16 01:51:30 UTC,+363.797667432
2010-08-16 01:52:00 UTC,+376.327515835
2010-08-16 01:52:30 UTC,+368.55036855
2010-08-16 01:53:00 UTC,+352.131946505
2010-08-16 01:53:30 UTC,+310.653827653
2010-08-16 01:54:00 UTC,+294.235405607
2010-08-16 01:54:30 UTC,+266.151262634
2010-08-16 01:55:00 UTC,+241.955693304
2010-08-16 01:55:30 UTC,+378.919898263
2010-08-16 01:56:00 UTC,+372.006878455
2010-08-16 01:56:30 UTC,+374.599260883
2010-08-16 01:57:00 UTC,+395.338320309
2010-08-16 01:57:30 UTC,+367.254177336
2010-08-16 01:58:00 UTC,+362.06941248
2010-08-16 01:58:30 UTC,+327.072249698
2010-08-16 01:59:00 UTC,+280.40936599
2010-08-16 01:59:30 UTC,+238.931247138
2010-08-16 02:00:00 UTC,+202.205829404
