# file...... Output/Controlled_house_agg3_power.csv
# date...... Mon Mar 26 16:02:46 2018
# user...... yingying
# host...... (null)
# group..... class=house AND groupid=Controlled_agg3
# trigger... (none)
# interval.. 30
# limit..... 0
# property.. timestamp,sum(total_load)
2010-08-16 00:00:00 UTC,+13.3939758793
2010-08-16 00:00:30 UTC,+69.1301980868
2010-08-16 00:01:00 UTC,+118.817527962
2010-08-16 00:01:30 UTC,+165.048347932
2010-08-16 00:02:00 UTC,+212.575359117
2010-08-16 00:02:30 UTC,+244.98013947
2010-08-16 00:03:00 UTC,+265.719198896
2010-08-16 00:03:30 UTC,+282.56968468
2010-08-16 00:04:00 UTC,+268.743645063
2010-08-16 00:04:30 UTC,+285.162067108
2010-08-16 00:05:00 UTC,+295.963660559
2010-08-16 00:05:30 UTC,+1011.46121076
2010-08-16 00:06:00 UTC,+993.746597498
2010-08-16 00:06:30 UTC,+990.290087594
2010-08-16 00:07:00 UTC,+990.290087594
2010-08-16 00:07:30 UTC,+964.366263311
2010-08-16 00:08:00 UTC,+893.075746534
2010-08-16 00:08:30 UTC,+798.021724165
2010-08-16 00:09:00 UTC,+661.489582943
2010-08-16 00:09:30 UTC,+514.155848271
2010-08-16 00:10:00 UTC,+363.797667432
2010-08-16 00:10:30 UTC,+889.187172892
2010-08-16 00:11:00 UTC,+903.013212509
2010-08-16 00:11:30 UTC,+906.901786151
2010-08-16 00:12:00 UTC,+896.1001927
2010-08-16 00:12:30 UTC,+885.298599249
2010-08-16 00:13:00 UTC,+840.363970493
2010-08-16 00:13:30 UTC,+792.836959308
2010-08-16 00:14:00 UTC,+670.130857704
2010-08-16 00:14:30 UTC,+561.250795717
2010-08-16 00:15:00 UTC,+473.973920633
2010-08-16 00:15:30 UTC,+717.225805151
2010-08-16 00:16:00 UTC,+697.782936939
2010-08-16 00:16:30 UTC,+728.45946234
2010-08-16 00:17:00 UTC,+718.954060103
2010-08-16 00:17:30 UTC,+677.908004989
2010-08-16 00:18:00 UTC,+679.204196203
2010-08-16 00:18:30 UTC,+642.046714731
2010-08-16 00:19:00 UTC,+660.193391729
2010-08-16 00:19:30 UTC,+619.579400353
2010-08-16 00:20:00 UTC,+583.718110096
2010-08-16 00:20:30 UTC,+728.891526078
2010-08-16 00:21:00 UTC,+730.187717292
2010-08-16 00:21:30 UTC,+716.793741413
2010-08-16 00:22:00 UTC,+687.845470964
2010-08-16 00:22:30 UTC,+635.565758661
2010-08-16 00:23:00 UTC,+607.913679426
2010-08-16 00:23:30 UTC,+622.171782781
2010-08-16 00:24:00 UTC,+592.359384856
2010-08-16 00:24:30 UTC,+563.411114408
2010-08-16 00:25:00 UTC,+533.166652745
2010-08-16 00:25:30 UTC,+777.714728477
2010-08-16 00:26:00 UTC,+811.847763782
2010-08-16 00:26:30 UTC,+780.739174643
2010-08-16 00:27:00 UTC,+785.059812023
2010-08-16 00:27:30 UTC,+802.342361545
2010-08-16 00:28:00 UTC,+804.070616497
2010-08-16 00:28:30 UTC,+780.739174643
2010-08-16 00:29:00 UTC,+767.777262502
2010-08-16 00:29:30 UTC,+740.989310743
2010-08-16 00:30:00 UTC,+693.894363296
2010-08-16 00:30:30 UTC,+645.935288374
2010-08-16 00:31:00 UTC,+597.976213451
2010-08-16 00:31:30 UTC,+603.160978308
2010-08-16 00:32:00 UTC,+583.286046358
2010-08-16 00:32:30 UTC,+571.62032543
2010-08-16 00:33:00 UTC,+547.856819838
2010-08-16 00:33:30 UTC,+531.87046153
2010-08-16 00:34:00 UTC,+516.316166961
2010-08-16 00:34:30 UTC,+537.919353863
2010-08-16 00:35:00 UTC,+517.180294437
2010-08-16 00:35:30 UTC,+776.418537263
2010-08-16 00:36:00 UTC,+794.56521426
2010-08-16 00:36:30 UTC,+783.331557071
2010-08-16 00:37:00 UTC,+774.258218572
2010-08-16 00:37:30 UTC,+795.861405475
2010-08-16 00:38:00 UTC,+804.934743973
2010-08-16 00:38:30 UTC,+762.592497645
2010-08-16 00:39:00 UTC,+790.676640618
2010-08-16 00:39:30 UTC,+746.1740756
2010-08-16 00:40:00 UTC,+700.807383105
2010-08-16 00:40:30 UTC,+834.31507816
2010-08-16 00:41:00 UTC,+836.043333112
2010-08-16 00:41:30 UTC,+825.673803399
2010-08-16 00:42:00 UTC,+810.11950883
2010-08-16 00:42:30 UTC,+755.679477837
2010-08-16 00:43:00 UTC,+742.717565695
2010-08-16 00:43:30 UTC,+718.089932627
2010-08-16 00:44:00 UTC,+699.079128153
2010-08-16 00:44:30 UTC,+628.220675114
2010-08-16 00:45:00 UTC,+584.582237572
2010-08-16 00:45:30 UTC,+756.543605313
2010-08-16 00:46:00 UTC,+737.964864577
2010-08-16 00:46:30 UTC,+730.187717292
2010-08-16 00:47:00 UTC,+762.592497645
2010-08-16 00:47:30 UTC,+742.717565695
2010-08-16 00:48:00 UTC,+723.706761221
2010-08-16 00:48:30 UTC,+645.071160898
2010-08-16 00:49:00 UTC,+613.098444282
2010-08-16 00:49:30 UTC,+615.258762973
2010-08-16 00:50:00 UTC,+607.481615688
2010-08-16 00:50:30 UTC,+715.929613937
2010-08-16 00:51:00 UTC,+743.581693171
2010-08-16 00:51:30 UTC,+712.041040294
2010-08-16 00:52:00 UTC,+710.312785342
2010-08-16 00:52:30 UTC,+706.856275438
2010-08-16 00:53:00 UTC,+678.772132465
2010-08-16 00:53:30 UTC,+655.008626873
2010-08-16 00:54:00 UTC,+653.28037192
2010-08-16 00:54:30 UTC,+587.17462
2010-08-16 00:55:00 UTC,+552.177457218
2010-08-16 00:55:30 UTC,+771.665836144
2010-08-16 00:56:00 UTC,+794.133150522
2010-08-16 00:56:30 UTC,+775.986473525
2010-08-16 00:57:00 UTC,+801.478234069
2010-08-16 00:57:30 UTC,+790.676640618
2010-08-16 00:58:00 UTC,+764.320752597
2010-08-16 00:58:30 UTC,+721.114378793
2010-08-16 00:59:00 UTC,+665.810220324
2010-08-16 00:59:30 UTC,+668.402602752
2010-08-16 01:00:00 UTC,+654.576563135
2010-08-16 01:00:30 UTC,+709.448657866
2010-08-16 01:01:00 UTC,+709.448657866
2010-08-16 01:01:30 UTC,+711.608976556
2010-08-16 01:02:00 UTC,+732.348035982
2010-08-16 01:02:30 UTC,+710.312785342
2010-08-16 01:03:00 UTC,+702.967701795
2010-08-16 01:03:30 UTC,+670.562921442
2010-08-16 01:04:00 UTC,+612.234316806
2010-08-16 01:04:30 UTC,+610.073998116
2010-08-16 01:05:00 UTC,+597.976213451
2010-08-16 01:05:30 UTC,+753.951222884
2010-08-16 01:06:00 UTC,+722.842633745
2010-08-16 01:06:30 UTC,+749.630585504
2010-08-16 01:07:00 UTC,+763.024561383
2010-08-16 01:07:30 UTC,+768.641389978
2010-08-16 01:08:00 UTC,+774.69028231
2010-08-16 01:08:30 UTC,+757.407732789
2010-08-16 01:09:00 UTC,+766.913135026
2010-08-16 01:09:30 UTC,+712.041040294
2010-08-16 01:10:00 UTC,+645.071160898
2010-08-16 01:10:30 UTC,+741.853438219
2010-08-16 01:11:00 UTC,+724.570888697
2010-08-16 01:11:30 UTC,+707.720402914
2010-08-16 01:12:00 UTC,+703.399765533
2010-08-16 01:12:30 UTC,+663.217837895
2010-08-16 01:13:00 UTC,+656.736881825
2010-08-16 01:13:30 UTC,+653.28037192
2010-08-16 01:14:00 UTC,+582.85398262
2010-08-16 01:14:30 UTC,+535.759035173
2010-08-16 01:15:00 UTC,+544.832373672
2010-08-16 01:15:30 UTC,+782.467429595
2010-08-16 01:16:00 UTC,+775.986473525
2010-08-16 01:16:30 UTC,+750.062649242
2010-08-16 01:17:00 UTC,+733.212163458
2010-08-16 01:17:30 UTC,+722.410570007
2010-08-16 01:18:00 UTC,+701.671510581
2010-08-16 01:18:30 UTC,+658.897200515
2010-08-16 01:19:00 UTC,+602.728914569
2010-08-16 01:19:30 UTC,+554.769839647
2010-08-16 01:20:00 UTC,+544.832373672
2010-08-16 01:20:30 UTC,+673.587367608
2010-08-16 01:21:00 UTC,+718.089932627
2010-08-16 01:21:30 UTC,+690.86991713
2010-08-16 01:22:00 UTC,+688.277534702
2010-08-16 01:22:30 UTC,+655.872754349
2010-08-16 01:23:00 UTC,+658.033073039
2010-08-16 01:23:30 UTC,+606.617488212
2010-08-16 01:24:00 UTC,+577.669217763
2010-08-16 01:24:30 UTC,+534.894907697
2010-08-16 01:25:00 UTC,+498.601553701
2010-08-16 01:25:30 UTC,+794.997277998
2010-08-16 01:26:00 UTC,+804.070616497
2010-08-16 01:26:30 UTC,+801.478234069
2010-08-16 01:27:00 UTC,+764.320752597
2010-08-16 01:27:30 UTC,+707.720402914
2010-08-16 01:28:00 UTC,+675.747686299
2010-08-16 01:28:30 UTC,+674.019431347
2010-08-16 01:29:00 UTC,+612.666380544
2010-08-16 01:29:30 UTC,+550.881266004
2010-08-16 01:30:00 UTC,+533.166652745
2010-08-16 01:30:30 UTC,+858.942711229
2010-08-16 01:31:00 UTC,+818.760783591
2010-08-16 01:31:30 UTC,+817.032528639
2010-08-16 01:32:00 UTC,+793.701086784
2010-08-16 01:32:30 UTC,+771.233772406
2010-08-16 01:33:00 UTC,+738.396928315
2010-08-16 01:33:30 UTC,+702.535638057
2010-08-16 01:34:00 UTC,+620.875591567
2010-08-16 01:34:30 UTC,+541.375863767
2010-08-16 01:35:00 UTC,+490.824406416
2010-08-16 01:35:30 UTC,+740.557247005
2010-08-16 01:36:00 UTC,+760.864242693
2010-08-16 01:36:30 UTC,+775.122346048
2010-08-16 01:37:00 UTC,+751.790904194
2010-08-16 01:37:30 UTC,+707.288339176
2010-08-16 01:38:00 UTC,+678.340068727
2010-08-16 01:38:30 UTC,+624.332101472
2010-08-16 01:39:00 UTC,+562.546986932
2010-08-16 01:39:30 UTC,+529.278079102
2010-08-16 01:40:00 UTC,+458.851689801
2010-08-16 01:40:30 UTC,+747.470266814
2010-08-16 01:41:00 UTC,+731.051844768
2010-08-16 01:41:30 UTC,+711.608976556
2010-08-16 01:42:00 UTC,+745.742011862
2010-08-16 01:42:30 UTC,+704.263893009
2010-08-16 01:43:00 UTC,+680.500387417
2010-08-16 01:43:30 UTC,+632.973376232
2010-08-16 01:44:00 UTC,+600.568595879
2010-08-16 01:44:30 UTC,+537.919353863
2010-08-16 01:45:00 UTC,+499.465681177
2010-08-16 01:45:30 UTC,+801.910297807
2010-08-16 01:46:00 UTC,+808.823317616
2010-08-16 01:46:30 UTC,+789.380449404
2010-08-16 01:47:00 UTC,+813.576018734
2010-08-16 01:47:30 UTC,+785.059812023
2010-08-16 01:48:00 UTC,+753.519159146
2010-08-16 01:48:30 UTC,+712.473104032
2010-08-16 01:49:00 UTC,+613.530508021
2010-08-16 01:49:30 UTC,+569.892070478
2010-08-16 01:50:00 UTC,+561.682859455
2010-08-16 01:50:30 UTC,+726.29914365
2010-08-16 01:51:00 UTC,+700.375319367
2010-08-16 01:51:30 UTC,+713.769295246
2010-08-16 01:52:00 UTC,+687.845470964
2010-08-16 01:52:30 UTC,+659.329264253
2010-08-16 01:53:00 UTC,+623.035910257
2010-08-16 01:53:30 UTC,+594.087639809
2010-08-16 01:54:00 UTC,+568.163815526
2010-08-16 01:54:30 UTC,+531.87046153
2010-08-16 01:55:00 UTC,+524.093314246
2010-08-16 01:55:30 UTC,+635.133694923
2010-08-16 01:56:00 UTC,+609.20987064
2010-08-16 01:56:30 UTC,+607.913679426
2010-08-16 01:57:00 UTC,+600.568595879
2010-08-16 01:57:30 UTC,+573.348580383
2010-08-16 01:58:00 UTC,+565.571433098
2010-08-16 01:58:30 UTC,+516.748230699
2010-08-16 01:59:00 UTC,+507.6748922
2010-08-16 01:59:30 UTC,+477.862494275
2010-08-16 02:00:00 UTC,+450.21041504
