# file...... Output/Controlled_house_agg1_power.csv
# date...... Mon Mar 26 16:02:46 2018
# user...... yingying
# host...... (null)
# group..... class=house AND groupid=Controlled_agg1
# trigger... (none)
# interval.. 30
# limit..... 0
# property.. timestamp,sum(total_load)
2010-08-16 00:00:00 UTC,+4.32063738043
2010-08-16 00:00:30 UTC,+30.676525401
2010-08-16 00:01:00 UTC,+40.181927638
2010-08-16 00:01:30 UTC,+54.4400309934
2010-08-16 00:02:00 UTC,+69.1301980868
2010-08-16 00:02:30 UTC,+82.0921102281
2010-08-16 00:03:00 UTC,+90.3013212509
2010-08-16 00:03:30 UTC,+90.3013212509
2010-08-16 00:04:00 UTC,+93.3257674172
2010-08-16 00:04:30 UTC,+101.967042178
2010-08-16 00:05:00 UTC,+101.102914702
2010-08-16 00:05:30 UTC,+213.871550331
2010-08-16 00:06:00 UTC,+203.502020618
2010-08-16 00:06:30 UTC,+184.923279882
2010-08-16 00:07:00 UTC,+178.87438755
2010-08-16 00:07:30 UTC,+152.518499529
2010-08-16 00:08:00 UTC,+143.44516103
2010-08-16 00:08:30 UTC,+130.483248889
2010-08-16 00:09:00 UTC,+93.7578311553
2010-08-16 00:09:30 UTC,+72.5867079912
2010-08-16 00:10:00 UTC,+57.0324134216
2010-08-16 00:10:30 UTC,+150.790244577
2010-08-16 00:11:00 UTC,+161.591838028
2010-08-16 00:11:30 UTC,+162.888029242
2010-08-16 00:12:00 UTC,+168.072794099
2010-08-16 00:12:30 UTC,+170.665176527
2010-08-16 00:13:00 UTC,+176.714068859
2010-08-16 00:13:30 UTC,+166.776602884
2010-08-16 00:14:00 UTC,+144.741352244
2010-08-16 00:14:30 UTC,+114.064826843
2010-08-16 00:15:00 UTC,+120.113719176
2010-08-16 00:15:30 UTC,+128.754993937
2010-08-16 00:16:00 UTC,+134.803886269
2010-08-16 00:16:30 UTC,+135.235950007
2010-08-16 00:17:00 UTC,+142.148969816
2010-08-16 00:17:30 UTC,+143.877224768
2010-08-16 00:18:00 UTC,+149.494053363
2010-08-16 00:18:30 UTC,+127.458802723
2010-08-16 00:19:00 UTC,+127.458802723
2010-08-16 00:19:30 UTC,+123.57022908
2010-08-16 00:20:00 UTC,+119.2495917
2010-08-16 00:20:30 UTC,+165.48041167
2010-08-16 00:21:00 UTC,+162.888029242
2010-08-16 00:21:30 UTC,+157.271200648
2010-08-16 00:22:00 UTC,+149.061989625
2010-08-16 00:22:30 UTC,+150.358180839
2010-08-16 00:23:00 UTC,+147.765798411
2010-08-16 00:23:30 UTC,+137.396268698
2010-08-16 00:24:00 UTC,+122.706101604
2010-08-16 00:24:30 UTC,+108.447998249
2010-08-16 00:25:00 UTC,+105.423552082
2010-08-16 00:25:30 UTC,+134.371822531
2010-08-16 00:26:00 UTC,+139.12452365
2010-08-16 00:26:30 UTC,+143.013097292
2010-08-16 00:27:00 UTC,+143.877224768
2010-08-16 00:27:30 UTC,+148.629925887
2010-08-16 00:28:00 UTC,+145.60547972
2010-08-16 00:28:30 UTC,+147.333734673
2010-08-16 00:29:00 UTC,+139.988651126
