# file...... Output/Qh/house_Qh_file_015.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_7C_tm_0_C_7_Meter_34_281:Qh,house_0_8C_tm_0_C_8_Meter_34_282:Qh,house_0_9C_tm_0_C_9_Meter_34_283:Qh,house_0_10C_tm_0_C_10_Meter_34_284:Qh,house_0_11C_tm_0_C_11_Meter_34_285:Qh,house_0_12C_tm_0_C_12_Meter_34_286:Qh,house_0_13C_tm_0_C_13_Meter_34_287:Qh,house_0_14C_tm_0_C_14_Meter_34_288:Qh,house_0_15C_tm_0_C_15_Meter_34_289:Qh,house_2_1A_tm_2_A_1_Meter_35_290:Qh,house_2_2A_tm_2_A_2_Meter_35_291:Qh,house_2_3A_tm_2_A_3_Meter_35_292:Qh,house_2_4A_tm_2_A_4_Meter_35_293:Qh,house_2_5A_tm_2_A_5_Meter_35_294:Qh,house_2_6A_tm_2_A_6_Meter_35_295:Qh,house_2_7A_tm_2_A_7_Meter_35_296:Qh,house_2_8A_tm_2_A_8_Meter_35_297:Qh,house_2_9A_tm_2_A_9_Meter_35_298:Qh,house_2_10A_tm_2_A_10_Meter_35_299:Qh,house_2_11A_tm_2_A_11_Meter_35_300:Qh
2010-08-16 08:37:30 UTC,+0,+0,+0,-52027.2801555,-69371.3828887,+0,+0,+0,+0,+0,+0,+0,+0,-47443.907181,-43133.1595649,+0,+0,-51761.7879076,-43130.5046037,+0
2010-08-16 08:38:00 UTC,+0,+0,+0,-51995.8771283,-69329.5106281,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43161.4606313,+0,+0,-51795.7510667,+0,+0
2010-08-16 08:38:30 UTC,+0,+0,+0,-52014.6743798,-69354.5745626,+0,-21678.5399538,+0,+0,+0,+0,+0,+0,+0,-43101.7389632,+0,+0,-51724.081098,+0,+0
2010-08-16 08:39:00 UTC,+0,+0,+0,-52041.3471285,-69390.1395501,+0,-21687.629986,+0,+0,+0,+0,+0,+0,+0,-43089.1649185,+0,+0,-51708.9914087,+0,-25856.2479319
2010-08-16 08:39:30 UTC,+0,-30353.4612929,+0,+0,-69374.6247016,-17347.2492895,-21682.780719,+0,+0,-64745.3891431,+0,+0,-25901.1374035,+0,-43166.2536204,+0,+0,-51801.5029721,+0,-25902.507828
2010-08-16 08:40:00 UTC,-56339.1299489,-30339.78938,+0,+0,-69343.3770687,-17339.4353355,-21673.0140677,-13004.2323959,+0,-64782.6441141,+0,+0,-25916.0414629,+0,-43191.0920151,+0,+0,-51831.3106944,+0,-25917.4130141
2010-08-16 08:40:30 UTC,-56348.5938094,-30344.8860074,+0,+0,-69355.0255877,-17342.3482281,-21676.6548884,-13006.416982,+0,-64819.4666789,+0,+0,-25930.7725353,+0,-43215.6421183,+0,+0,+0,+0,-25932.1451997
2010-08-16 08:41:00 UTC,-56374.0044371,-30358.5705386,+0,+0,+0,-17350.1693937,+0,-13012.2826322,+0,-64821.4567552,+0,+0,-25931.5686768,+0,-43216.9689296,+0,+0,+0,+0,-25932.9414015
2010-08-16 08:41:30 UTC,-56363.200884,-30352.752439,+0,+0,+0,+0,+0,-13009.7887991,+0,-64881.5053176,+0,+0,-25955.5914395,+0,-43257.0041211,+0,+0,+0,+0,+0
2010-08-16 08:42:00 UTC,-56339.735214,-30340.1153369,+0,+0,+0,+0,+0,+0,+0,-64842.9075334,+0,+0,-25940.1501801,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:42:30 UTC,-56303.942228,-30320.8395338,+0,+0,+0,+0,+0,+0,+0,-64884.543418,+0,+0,-25956.8068484,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:43:00 UTC,-56269.4055251,-30302.240284,+0,+0,+0,+0,+0,+0,+0,-64954.4810021,+0,-34648.0323228,-25984.7857685,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:43:30 UTC,-56256.4241829,-30295.2493667,+0,+0,+0,+0,+0,+0,+0,-64985.3093176,+0,-34664.4774932,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:44:00 UTC,-56282.325537,+0,-47625.2204363,+0,+0,+0,+0,+0,+0,+0,-51976.0775892,-34655.9845308,+0,+0,+0,-47643.156484,-60638.1697863,+0,+0,+0
2010-08-16 08:44:30 UTC,+0,+0,-47593.4990409,+0,+0,+0,-21636.7393624,+0,+0,+0,-52013.0823379,-34680.6592316,+0,+0,+0,-47677.0758164,-60681.3417411,+0,+0,+0
2010-08-16 08:45:00 UTC,+0,+0,-47579.7587216,+0,+0,+0,-21630.4925538,-12979.592169,+0,+0,-52014.4748513,-34681.5877575,+0,+0,+0,-47678.3522234,-60682.9663305,+0,+0,+0
2010-08-16 08:45:30 UTC,+0,+0,-47572.5305099,+0,+0,-17302.7862041,-21627.2063669,-12976.7465975,+0,+0,-51926.0376262,-34622.6179685,+0,+0,+0,-47597.2888014,-60579.7901699,+0,+0,+0
2010-08-16 08:46:00 UTC,+0,+0,-47716.069012,-52065.4821709,+0,-17354.9963548,-21692.4637662,-13015.9027149,+0,+0,-51855.216932,-34575.3948466,+0,+0,+0,-47532.3730658,-60497.1665067,+0,-43212.2122944,+0
2010-08-16 08:46:30 UTC,+0,+0,-47744.7735771,-52084.2589728,+0,-17365.4372424,-21705.513819,-13023.7330819,+0,+0,-51862.940231,+0,+0,+0,+0,-47539.4524037,-60506.1769699,+0,-43218.648272,-25935.5464402
2010-08-16 08:47:00 UTC,+0,+0,-47761.4078924,-52102.4050526,+0,-17371.4877438,+0,-13028.2707848,-56440.1578708,+0,-51849.9664124,+0,+0,-47528.9741726,+0,-47527.5603294,-60491.040936,+0,-43207.8369328,-25929.058201
2010-08-16 08:47:30 UTC,+0,+0,-47760.9555002,-52101.911546,+0,+0,+0,+0,-56439.6232867,+0,-51817.5987558,+0,+0,-47499.3038065,+0,-47497.8914567,-60453.2788887,+0,-43180.8643256,-25912.8710543
2010-08-16 08:48:00 UTC,+0,+0,-47736.508722,-52075.2429888,+0,+0,+0,+0,-56410.7349558,+0,-51787.6927539,+0,+0,-47471.889958,+0,-47470.4789889,-60418.3887548,+0,-43155.943064,-25897.9149865
2010-08-16 08:48:30 UTC,+0,+0,-47778.077909,-52120.5900785,-69495.8007432,+0,+0,+0,-56459.8565383,+0,+0,+0,+0,-47423.3483758,+0,-47421.9398534,-60356.6089466,+0,-43111.8150954,-25871.4323406
2010-08-16 08:49:00 UTC,+0,+0,-47771.8149261,-52113.7579014,-69486.6908354,+0,+0,+0,-56452.4556809,+0,+0,+0,-25872.0054423,-47426.9067377,+0,-47425.4980356,-60361.1377423,+0,-43115.0499153,+0
2010-08-16 08:49:30 UTC,+0,+0,-47785.4779649,-52128.6626684,-69506.5645962,+0,+0,+0,-56468.6010555,+0,+0,+0,-25876.7334834,-47435.5736953,+0,-47434.1645563,+0,+0,-43122.928835,+0
2010-08-16 08:50:00 UTC,+0,+0,+0,-52164.0509942,-69553.7507825,+0,+0,+0,-56506.9349513,+0,+0,+0,-25876.6998107,-47435.5119697,-43125.5270943,+0,+0,-51752.6284361,-43122.8727218,+0
2010-08-16 08:50:30 UTC,+0,+0,+0,+0,-69520.5315906,+0,-21728.3848662,-13037.4562976,-56479.9477936,+0,+0,+0,-25886.181191,-47452.8922587,-43141.3283105,+0,+0,-51771.5909448,+0,+0
2010-08-16 08:51:00 UTC,+0,-30421.7304607,+0,+0,-69530.6562608,+0,-21731.5493975,-13039.3550976,-56488.1730411,+0,+0,+0,-25911.3455373,+0,-43183.2660094,+0,+0,-51821.9189681,+0,+0
2010-08-16 08:51:30 UTC,+0,-30394.7509948,+0,+0,-69468.9937521,-17370.8477291,-21712.2763799,-13027.7907921,+0,+0,+0,-34543.884604,-25906.6802971,+0,-43175.4911425,+0,+0,-51812.5886118,+0,+0
2010-08-16 08:52:00 UTC,-56427.9979035,-30387.6479496,+0,+0,-69452.7594951,-17366.7881024,-21707.2022573,-13024.7461882,+0,+0,+0,-34542.4423048,-25905.5986465,+0,-43173.6885151,+0,+0,-51810.4253393,+0,+0
2010-08-16 08:52:30 UTC,-56463.1621471,-30406.5851508,+0,+0,-69496.0411276,-17377.611343,+0,-13032.863309,+0,+0,+0,-34552.2577204,-25912.9597066,+0,-43185.9561069,+0,+0,-51825.1472638,+0,+0
2010-08-16 08:53:00 UTC,-56481.5994956,-30416.5143214,+0,+0,+0,-17383.2861941,+0,+0,+0,+0,+0,-34537.3105554,+0,+0,-43167.2747057,+0,+0,-51802.7283421,+0,+0
2010-08-16 08:53:30 UTC,-56507.9258852,-30430.6920221,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34527.0197902,+0,+0,-43154.4130087,+0,+0,-51787.2934517,+0,-25895.4024359
2010-08-16 08:54:00 UTC,-56491.7887821,-30422.001616,+0,+0,+0,+0,+0,+0,+0,-64769.343522,+0,-34549.2718907,+0,+0,-43182.22433,+0,+0,-51820.6688838,+0,-25912.0916358
2010-08-16 08:54:30 UTC,-56506.3589135,-30429.848152,+0,+0,+0,+0,+0,+0,+0,-64759.7483838,+0,-34544.1534235,+0,+0,-43175.827121,+0,+0,-51812.9918083,+0,-25908.2527568
2010-08-16 08:55:00 UTC,-56507.6461327,-30430.5413653,+0,+0,+0,+0,+0,+0,+0,-64771.3172483,+0,-34550.324763,+0,+0,-43183.5402402,+0,+0,-51822.2480634,+0,-25912.8812959
2010-08-16 08:55:30 UTC,-56462.9033933,+0,+0,+0,+0,+0,+0,+0,+0,-64772.1471245,+0,+0,+0,+0,-43184.0935296,+0,+0,-51822.9120473,+0,-25913.2133172
2010-08-16 08:56:00 UTC,-56407.3301792,+0,+0,+0,+0,+0,-21699.2512241,-13019.975364,+0,-64853.8709706,+0,+0,+0,+0,+0,+0,+0,-51888.2993394,+0,+0
2010-08-16 08:56:30 UTC,+0,+0,+0,+0,+0,+0,-21698.7734288,-13019.6886745,+0,-64837.039655,-51870.1976597,+0,+0,+0,+0,+0,+0,-51874.8325951,+0,+0
2010-08-16 08:57:00 UTC,+0,+0,+0,-52025.0467306,+0,+0,-21680.8366726,-13008.9261599,+0,-64810.2147242,-51848.737511,+0,+0,+0,+0,+0,+0,-51853.3699546,+0,+0
2010-08-16 08:57:30 UTC,+0,+0,+0,-52020.6600511,+0,-17344.2312627,-21679.008491,-13007.829204,+0,-64856.0758739,-51885.4267797,+0,+0,+0,+0,+0,+0,-51890.0634833,+0,+0
2010-08-16 08:58:00 UTC,+0,+0,-47693.3732576,-52028.1872753,+0,-17346.7410881,-21682.1455185,+0,+0,-64849.9325596,-51880.5120815,+0,+0,+0,+0,+0,+0,+0,-43233.2912421,+0
2010-08-16 08:58:30 UTC,+0,+0,-47685.3979908,-52019.4871983,+0,-17343.8401947,+0,+0,+0,-64923.0684513,-51939.0213521,+0,-25972.2190026,+0,+0,+0,+0,+0,-43282.048173,+0
2010-08-16 08:59:00 UTC,+0,+0,-47686.6445905,-52020.8470918,+0,-17344.2936281,+0,+0,+0,+0,-51904.942658,+0,-25955.1774504,-47579.369088,+0,+0,+0,+0,-43253.6497239,+0
2010-08-16 08:59:30 UTC,+0,+0,-47678.1251507,-52011.553386,+0,+0,+0,+0,+0,+0,-51829.9650011,+0,-25917.6837695,-47510.6395368,+0,-47509.2266163,+0,+0,-43191.1693618,+0
2010-08-16 09:00:00 UTC,+0,+0,-47650.2839058,-51981.1818658,-69309.9162156,+0,+0,+0,-56308.8445996,+0,-51856.9817581,-34576.57163,-25931.1938967,-47535.4049092,+0,-47533.9907424,-60499.2254585,+0,-43213.6829589,+0
2010-08-16 09:00:30 UTC,+0,+0,-47662.7422528,-51994.7724556,-69328.0376763,+0,+0,+0,-56323.56641,+0,-51824.5712104,-34554.9603296,-25914.9865253,-47505.6952263,+0,-47504.2825546,-60461.4133719,+0,-43186.6746096,-25916.3579968
2010-08-16 09:01:00 UTC,+0,+0,-47679.5237823,-52013.0791284,-69352.4474815,+0,+0,-13005.9334788,-56343.3968494,+0,+0,-34529.1660036,-25895.6420991,-47470.2350188,+0,-47468.824133,-60416.2824817,+0,-43154.4385991,-25897.012108
2010-08-16 09:01:30 UTC,+0,+0,-47724.7611483,+0,-69418.2481156,+0,+0,-13018.2738574,-56396.8530533,+0,+0,-34488.0365819,-25864.7971361,-47413.6932146,+0,-47412.285179,-60344.3206365,+0,-43103.0378238,-25866.1648115
2010-08-16 09:02:00 UTC,+0,+0,-47721.6982294,+0,-69413.7929047,+0,-21695.0229959,-13017.4383185,-56393.2336555,+0,+0,-34511.4314454,-25882.3420872,-47445.8548092,+0,-47444.445152,-60385.2533186,+0,-43132.2751449,-25883.7110901
2010-08-16 09:02:30 UTC,+0,-30389.8627591,-47751.9675209,+0,-69457.8215193,+0,-21708.7844259,-13025.69553,-56429.0023485,+0,+0,-34484.9884899,+0,-47409.5029146,+0,-47408.0950903,-60338.9875608,+0,+0,-25863.8787254
2010-08-16 09:03:00 UTC,-56449.5757044,-30399.2683662,-47766.7464141,+0,-69479.3183616,-17373.4181311,-21715.5034038,-13029.7270893,-56446.4663086,+0,+0,-34495.3391197,+0,-47423.7322244,-43114.8175884,-47422.3236825,-60357.097478,+0,+0,-25871.6417557
2010-08-16 09:03:30 UTC,-56475.6714103,-30413.3218359,-47788.8284261,+0,-69511.4380556,-17381.450146,-21725.542623,+0,-56472.5602368,+0,+0,-34487.1061512,+0,+0,-43104.5277859,-47411.0061535,-60342.692714,+0,+0,+0
2010-08-16 09:04:00 UTC,-56450.4575131,-30399.7432516,+0,+0,-69480.4037288,-17373.6895435,+0,+0,-56447.3480572,+0,+0,+0,+0,+0,-43088.3204296,-47393.1800368,-60320.0039267,+0,+0,+0
2010-08-16 09:04:30 UTC,-56473.9585234,-30412.3993849,+0,+0,+0,-17380.922935,+0,+0,-56470.8474669,+0,+0,+0,+0,+0,-43144.1409743,-47454.5758339,-60398.1474828,+0,+0,+0
2010-08-16 09:05:00 UTC,-56482.2077206,-30416.8418723,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43183.2881752,-47497.6329874,-60452.9499131,+0,+0,+0
2010-08-16 09:05:30 UTC,-56450.090116,-30399.5453951,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43233.3324853,-47552.6756353,-60523.0072784,+0,+0,+0
2010-08-16 09:06:00 UTC,-56427.2013078,-30387.2189541,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43214.5936424,+0,+0,+0,+0,+0
2010-08-16 09:06:30 UTC,-56429.1788669,-30388.2839406,+0,+0,+0,+0,+0,-13025.0187953,+0,+0,+0,+0,+0,+0,-43185.0239761,+0,+0,-51824.0286448,+0,+0
2010-08-16 09:07:00 UTC,-56438.8765539,+0,+0,+0,+0,+0,+0,-13027.257356,+0,+0,+0,+0,+0,+0,-43169.7812377,+0,+0,-51805.8718067,+0,+0
2010-08-16 09:07:30 UTC,-56426.4037492,+0,+0,-52086.838782,+0,+0,-21706.5889738,-13024.3782024,+0,-64687.6089557,+0,+0,-25878.0221162,+0,-43127.6181323,+0,+0,-51755.177236,+0,-25879.3598325
2010-08-16 09:08:00 UTC,+0,+0,+0,-52075.3724912,+0,+0,-21701.810311,-13021.5108819,+0,-64724.2233853,-51779.8048649,+0,-25892.6699238,+0,-43152.0293399,+0,+0,-51784.4723518,+0,-25894.0087126
2010-08-16 09:08:30 UTC,+0,+0,+0,-52067.6139354,+0,-17359.8758295,-21698.5768749,-13019.5707372,+0,-64773.4988263,-51819.2253779,-34551.4437182,-25912.3828393,+0,-43184.8817707,+0,+0,-51823.8975106,+0,-25913.7230708
2010-08-16 09:09:00 UTC,+0,+0,+0,-52039.4044111,+0,-17350.5186603,-21686.8813453,+0,+0,-64874.4253281,-51899.966909,-34605.282191,-25952.7590501,+0,-43252.1704831,+0,+0,-51904.6485543,+0,-25954.1022345
2010-08-16 09:09:30 UTC,+0,+0,+0,-52048.2801253,+0,-17353.4781292,-21690.5803867,+0,+0,-64899.6737204,-51920.1657056,-34618.7507526,-25962.8598102,+0,+0,+0,+0,-51924.8497298,-43266.3234059,-25964.203733
2010-08-16 09:10:00 UTC,+0,+0,+0,-52027.8947,+0,-17346.6809264,+0,+0,+0,-64969.5992141,-51976.1063305,-34656.0519699,-25990.8338932,+0,+0,+0,+0,-51980.7969408,-43312.9398081,+0
2010-08-16 09:10:30 UTC,+0,+0,+0,-52041.1932997,+0,+0,+0,+0,+0,-64978.804222,-51983.4703672,-34660.962311,-25994.5164081,+0,+0,+0,+0,-51988.1618448,-43319.076402,+0
2010-08-16 09:11:00 UTC,+0,+0,-47694.6021704,-52029.3815592,-69374.3799588,+0,+0,+0,+0,-65030.1914654,-52024.5803315,-34688.3744393,-26015.0741604,-47689.165566,+0,+0,+0,-52029.2766472,-43353.334129,+0
2010-08-16 09:11:30 UTC,+0,+0,-47656.246664,-51987.666781,-69318.7578715,+0,+0,-12999.6152637,+0,-64994.4431707,-51995.9815777,-34669.3047872,-26000.7728563,-47662.8366122,+0,+0,+0,-52000.6745275,-43329.5022352,+0
2010-08-16 09:12:00 UTC,+0,+0,-47665.3626403,-51997.6112302,-69331.8650816,+0,+0,-13002.1020388,+0,-64992.3398368,-51994.2989037,-34668.1827802,+0,-47661.2941593,+0,+0,+0,-51998.9916557,-43328.1000305,+0
2010-08-16 09:12:30 UTC,+0,+0,-47675.8573765,+0,-69347.130352,+0,+0,-13004.9649301,+0,-64943.5750273,-51955.2868954,+0,+0,-47625.533113,+0,+0,+0,-51959.9750547,-43295.590571,+0
2010-08-16 09:13:00 UTC,+0,-30359.8629875,-47704.8189016,+0,-69389.256757,+0,-21687.4018461,-13012.8654327,-56373.24183,+0,+0,+0,+0,-47603.7609161,+0,+0,+0,-51936.2207964,-43275.7980197,+0
2010-08-16 09:13:30 UTC,+0,-30330.8078555,-47659.165018,+0,-69322.8502404,+0,-21666.6134277,-13000.4113704,-56319.2935231,+0,+0,+0,+0,-47551.511773,+0,+0,+0,-51879.2150811,-43228.2996516,+0
2010-08-16 09:14:00 UTC,-56322.7967058,-30331.0191991,-47659.497099,+0,-69323.3332736,-17334.449856,-21666.7644031,+0,-56319.6859367,+0,+0,+0,+0,-47516.6996126,+0,+0,+0,-51841.2337469,-43196.652802,-25922.391971
2010-08-16 09:14:30 UTC,-56335.5912052,-30337.9095065,-47670.3237331,+0,-69339.0813109,-17338.3879088,-21671.6865619,+0,-56332.4795594,+0,+0,+0,+0,-47475.5109504,+0,-47474.2121728,+0,-51796.2954155,+0,-25899.9207777
2010-08-16 09:15:00 UTC,-56301.0879194,-30319.3282213,-47641.1272449,+0,-69296.6131364,-17327.7680512,-21658.4128382,+0,-56297.9786375,+0,+0,+0,+0,-47455.0942511,+0,-47453.7964041,+0,+0,+0,-25888.7820913
2010-08-16 09:15:30 UTC,-56300.4375712,-30318.9780963,-47640.5769927,+0,+0,-17327.5680438,+0,+0,-56297.3282385,+0,+0,+0,+0,-47433.3195853,+0,-47432.0226207,-60369.2982838,+0,+0,-25876.9026918
2010-08-16 09:16:00 UTC,-56321.5826815,-30330.3655139,-47658.4698673,+0,+0,+0,+0,+0,-56318.4719001,+0,+0,+0,+0,+0,-43139.2042887,-47449.2699074,-60391.2502385,+0,+0,-25886.3126794
2010-08-16 09:16:30 UTC,-56321.8101505,-30330.4880142,-47658.6623502,+0,+0,+0,+0,-13000.2743326,-56318.6993536,+0,+0,+0,-25860.7785133,+0,-43098.9725171,-47405.0196254,-60334.9294842,+0,+0,-25862.1700638
2010-08-16 09:17:00 UTC,-56342.1877056,-30341.4620751,-47675.9057237,+0,+0,+0,+0,-13004.9782052,-56339.0755128,+0,+0,-34495.5991207,-25870.4470087,+0,-43115.0855544,-47422.5800555,-60357.4862443,+0,+0,+0
2010-08-16 09:17:30 UTC,-56372.9151354,-30358.0099228,+0,+0,+0,+0,+0,-13012.0712009,-56369.8008377,+0,+0,-34505.5956359,-25877.9438712,+0,-43127.5794553,-47436.3218019,-60374.9765485,+0,+0,+0
2010-08-16 09:18:00 UTC,-56375.3988707,+0,+0,-52039.769592,+0,+0,+0,-13012.6445361,+0,+0,+0,-34525.3738171,-25892.776471,+0,-43152.2987342,-47463.5099533,-60409.5812496,+0,+0,+0
2010-08-16 09:18:30 UTC,-56418.6655522,+0,+0,-52079.7089695,+0,+0,-21703.6461488,-13022.6176484,+0,+0,+0,-34542.8345648,-25905.8711171,+0,-43174.1216253,-47487.5124362,-60440.1312753,+0,+0,+0
2010-08-16 09:19:00 UTC,-56431.6747975,+0,+0,-52091.7177749,+0,+0,-21708.6509214,-13025.620643,+0,+0,+0,-34542.6423035,-25905.7269312,+0,-43173.8813322,-47487.2481434,-60439.7948872,+0,+0,+0
2010-08-16 09:19:30 UTC,+0,+0,+0,-52053.220081,+0,-17355.1254354,-21692.6066769,+0,+0,+0,-51770.3522609,-34518.8553173,-25887.8879375,+0,-43144.1517454,-47454.5492724,-60398.1762197,+0,+0,+0
2010-08-16 09:20:00 UTC,+0,+0,+0,-52060.5500049,+0,-17357.5694842,-21695.6614854,+0,+0,+0,-51798.7692787,-34537.8037934,-25902.098302,+0,-43167.8340378,-47480.5968671,-60431.3292353,+0,+0,+0
2010-08-16 09:20:30 UTC,+0,+0,+0,-52047.1370031,+0,-17353.0972809,-21690.071631,+0,+0,+0,-51802.2534549,-34540.1272494,-25903.8407022,+0,-43170.7377507,-47483.7904261,-60435.3941187,+0,+0,+0
2010-08-16 09:21:00 UTC,+0,+0,+0,-52043.4507817,+0,-17351.8681677,+0,+0,+0,-64768.9317117,-51815.7081355,+0,-25910.568921,+0,-43181.9506683,+0,+0,+0,-43179.2768354,-25911.9644091
2010-08-16 09:21:30 UTC,+0,+0,+0,-52057.3687248,-69411.5450418,+0,+0,+0,+0,-64767.2963624,-51814.3998438,+0,+0,+0,-43180.8603588,+0,+0,+0,-43178.1866108,-25911.3101271
2010-08-16 09:22:00 UTC,+0,+0,+0,-52036.5124918,-69383.7356636,+0,+0,-13011.8157703,+0,-64766.4601296,-51813.7308512,+0,+0,+0,-43180.3028308,+0,+0,+0,-43177.6291264,-25910.975561
2010-08-16 09:22:30 UTC,+0,+0,+0,-52025.0489431,-69368.4503448,+0,+0,-13008.9491255,+0,-64790.6871081,-51833.1126164,+0,+0,-47513.5399511,+0,+0,+0,+0,-43193.7803248,-25920.6684602
2010-08-16 09:23:00 UTC,+0,+0,+0,-52034.8170689,-69381.4750128,+0,+0,-13011.3918025,+0,-64786.0800368,-51829.4269246,+0,+0,-47510.1613966,+0,+0,+0,-51834.1006238,-43190.7089669,-25918.8252307
2010-08-16 09:23:30 UTC,+0,+0,+0,+0,-69302.6282904,+0,+0,-12996.6047024,+0,-64760.7585574,-51809.1695506,+0,+0,-47491.5921162,+0,+0,+0,-51813.8408627,-43173.8281066,-25908.6944363
2010-08-16 09:24:00 UTC,+0,-30327.0255943,+0,+0,-69314.2055646,+0,-21663.9116585,-12998.7759316,+0,-64779.2826916,-51823.9889973,+0,+0,-47505.1766243,+0,+0,+0,-51828.6620558,-43186.1774372,+0
2010-08-16 09:24:30 UTC,+0,-30303.0849832,-47615.6042827,+0,-69259.4884637,-17318.4846711,-21646.8094475,+0,+0,-64789.5486431,+0,+0,+0,-47512.7050679,+0,+0,+0,-51836.8758616,-43193.0213538,+0
2010-08-16 09:25:00 UTC,-56254.5317493,-30294.2562371,-47601.7318098,+0,-69239.3100572,-17313.4387321,-21640.5025458,+0,-56251.4254674,-64767.5920385,+0,+0,+0,-47496.6033884,+0,+0,+0,-51819.3083436,-43178.3837267,+0
2010-08-16 09:25:30 UTC,-56270.9238463,-30303.0840925,-47615.602779,+0,-69259.4863364,-17318.4842617,-21646.8088737,+0,-56267.8163473,-64699.0184527,+0,-34511.8041363,+0,-47446.3155791,+0,+0,+0,-51764.4426637,-43132.6683055,+0
2010-08-16 09:26:00 UTC,-56261.506747,-30298.0126391,-47607.6340819,+0,-69247.8953527,-17315.5857478,-21643.1860311,+0,-56258.3998931,-64692.5810402,+0,-34508.3701292,-25880.024456,-47441.5947602,+0,+0,+0,-51759.2920783,+0,+0
2010-08-16 09:26:30 UTC,-56253.6391862,-30293.7756689,-47600.9765958,+0,+0,-17313.1641702,+0,+0,-56250.5328715,-64705.602624,+0,-34515.3164312,-25885.2338186,-47451.1440223,+0,+0,+0,-51769.710671,+0,+0
2010-08-16 09:27:00 UTC,-56256.2723169,-30295.1937063,-47603.2047362,+0,+0,+0,+0,-12985.1317374,-56253.1658219,+0,+0,-34530.7096754,-25896.7779454,-47472.3055146,+0,+0,+0,-51792.7986305,+0,+0
2010-08-16 09:27:30 UTC,-56239.5944199,-30286.2120465,-47589.0919924,+0,+0,+0,+0,-12981.281887,-56236.4890678,+0,+0,-34531.0871331,-25897.061019,+0,+0,+0,+0,-51793.3647704,+0,-25898.4555371
2010-08-16 09:28:00 UTC,-56217.1200142,-30274.1087541,-47570.0742751,+0,+0,+0,+0,-12976.0939968,-56214.016202,+0,+0,-34552.7246109,-25913.2879943,+0,+0,+0,+0,-51825.8183076,+0,-25914.6837698
2010-08-16 09:28:30 UTC,-56230.3248449,+0,-47581.2481297,-51905.8521395,+0,+0,+0,-12979.1421404,-56227.2201277,+0,+0,-34531.371054,-25897.2739447,+0,+0,+0,+0,-51793.7906164,+0,-25898.6684794
2010-08-16 09:29:00 UTC,-56273.6873728,+0,-47617.9412597,-51945.8799932,+0,+0,+0,-12989.1517501,-56270.5796844,+0,+0,-34481.7231184,-25860.0405945,+0,-43097.7425681,-47403.5045835,+0,-51719.3248638,+0,-25861.4322424
2010-08-16 09:29:30 UTC,-56300.9021534,+0,-47640.9702555,-51971.001897,+0,+0,-21658.3417976,-12995.4338865,-56297.7926006,+0,+0,-34448.7316176,-25835.2986987,+0,-43056.5089469,-47358.1526997,+0,-51669.8417014,+0,-25836.688427
2010-08-16 09:30:00 UTC,-56316.1271762,+0,-47653.8535849,-51985.0560818,+0,-17332.3975141,-21664.1990004,+0,-56313.0165804,+0,+0,+0,-25858.1351401,+0,-43094.5670318,-47400.0118862,-60328.7621226,-51715.5140035,+0,-25859.5266402
2010-08-16 09:30:30 UTC,+0,+0,-47683.2976146,-52017.1759834,+0,-17343.107547,-21677.5853729,+0,-56347.8098463,+0,+0,+0,-25853.3272128,+0,-43086.5542936,-47391.1987013,-60317.5449865,-51705.8982834,+0,+0
2010-08-16 09:31:00 UTC,+0,+0,-47658.4697772,-51990.0917565,+0,-17334.0767324,-21666.2977881,+0,+0,+0,-51729.7289185,+0,+0,+0,-43110.2970607,-47417.3128095,-60350.7826615,-51734.3912253,+0,+0
2010-08-16 09:31:30 UTC,+0,+0,+0,-51991.5167083,+0,-17334.5518605,-21666.8916492,+0,+0,+0,-51755.8645317,+0,+0,+0,-43132.0780667,-47441.2692237,-60381.2740525,-51760.5299194,+0,+0
2010-08-16 09:32:00 UTC,+0,+0,+0,-51980.8355303,-69309.4970993,-17330.9903874,-21662.440176,+0,+0,+0,-51761.1265048,+0,+0,+0,-43136.4633119,-47446.0924511,-60387.4129892,-51765.7925131,-43133.7928487,+0
2010-08-16 09:32:30 UTC,+0,+0,+0,-51991.338326,-69323.501365,+0,+0,-13000.5194312,+0,+0,-51771.8717357,+0,+0,+0,-43145.4182169,-47455.9417402,-60399.9490271,+0,-43142.7470567,+0
2010-08-16 09:33:00 UTC,+0,+0,+0,-52009.5653396,-69347.8049833,+0,+0,-13005.0773889,+0,+0,-51703.4020679,+0,+0,+0,-43088.3566804,-47393.1811038,-60320.068161,+0,-43085.6899637,+0
2010-08-16 09:33:30 UTC,+0,+0,+0,-52020.4723277,-69362.3481927,+0,+0,-13007.8048567,+0,+0,-51725.4733243,+0,+0,+0,-43106.750516,-47413.4120486,-60345.8178271,+0,-43104.0823667,+0
