# file...... Output/Qh/house_Qh_file_036.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_5B_tm_3_B_5_Meter_64_701:Qh,house_3_6B_tm_3_B_6_Meter_64_702:Qh,house_3_7B_tm_3_B_7_Meter_64_703:Qh,house_3_8B_tm_3_B_8_Meter_64_704:Qh,house_3_9B_tm_3_B_9_Meter_64_705:Qh,house_3_10B_tm_3_B_10_Meter_64_706:Qh,house_3_11B_tm_3_B_11_Meter_64_707:Qh,house_3_12B_tm_3_B_12_Meter_64_708:Qh,house_3_13B_tm_3_B_13_Meter_64_709:Qh,house_3_14B_tm_3_B_14_Meter_64_710:Qh,house_3_15B_tm_3_B_15_Meter_64_711:Qh,house_3_16B_tm_3_B_16_Meter_64_712:Qh,house_3_17B_tm_3_B_17_Meter_64_713:Qh,house_3_18B_tm_3_B_18_Meter_64_714:Qh,house_3_19B_tm_3_B_19_Meter_64_715:Qh,house_3_20B_tm_3_B_20_Meter_64_716:Qh,house_3_21B_tm_3_B_21_Meter_64_717:Qh,house_3_22B_tm_3_B_22_Meter_64_718:Qh,house_3_23B_tm_3_B_23_Meter_64_719:Qh,house_3_24B_tm_3_B_24_Meter_64_720:Qh
2010-08-16 00:07:30 UTC,+0,+0,+0,-69217.271406,-56235.3593569,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30284.5318536,+0,+0,+0,+0
2010-08-16 00:08:00 UTC,+0,+0,+0,-69213.9118086,-56232.6299371,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30283.0619172,+0,+0,+0,+0
2010-08-16 00:08:30 UTC,+0,+0,+0,+0,-56285.7751017,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30311.3123543,+0,+0,+0,+0
2010-08-16 00:09:00 UTC,+0,+0,+0,+0,-56284.0734934,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30310.3959711,+0,+0,+0,+0
2010-08-16 00:09:30 UTC,+0,+0,+0,+0,-56313.4972396,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:10:00 UTC,+0,+0,+0,+0,-56306.5312077,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:10:30 UTC,+0,+0,+0,+0,-56321.7539964,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:11:00 UTC,+0,+0,+0,+0,-56366.1822497,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+0,-34670.3300566,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:30 UTC,+0,-34642.2138683,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+0,-34628.2093529,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:30 UTC,+0,-34636.45626,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:00 UTC,+0,-34636.7047305,+0,+0,+0,+0,+0,-25977.584088,-21648.68032,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:30 UTC,+0,-34652.9140098,+0,+0,+0,+0,-12996.0304253,-25989.7410476,-21658.8115484,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:17:00 UTC,+0,-34647.6433349,+0,+0,+0,+0,-12994.0536946,-25985.7880414,-21655.5172371,+0,-47635.6620016,+0,+0,+0,-47635.8005935,+0,+0,+0,+0,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+0,+0,-12997.7290759,-25993.1379577,-21661.6424266,+0,-47649.1350581,+0,+0,+0,-47649.2737864,+0,+0,+0,+0,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+0,+0,-13005.7824692,+0,-21675.0637716,+0,-47678.6568459,+0,+0,+0,-47678.7958729,+0,+0,+0,+0,+0
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47713.0669327,+0,+0,+0,-47713.2063073,+0,+0,+0,+0,+0
2010-08-16 00:19:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47687.7582231,+0,+0,+0,-47687.8973421,+0,+0,+0,+0,+0
2010-08-16 00:19:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47714.9967167,+0,+0,+0,-47715.1361108,+0,+0,+0,+0,+0
2010-08-16 00:20:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30349.9345132,-47689.6753974,+0,+0,+0,-47689.8145357,+0,+0,+0,+0,+0
2010-08-16 00:20:30 UTC,+0,+0,+0,+0,+0,-51987.2249271,+0,+0,+0,-30326.2735896,-47652.4968916,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:00 UTC,+0,+0,+0,+0,+0,-52004.4193352,+0,+0,+0,-30336.3037352,-47668.2573002,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:30 UTC,+0,+0,+0,+0,+0,-52022.4670363,+0,+0,+0,-30346.8316387,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:00 UTC,+0,+0,+0,+0,+0,-52022.637684,+0,+0,+0,-30346.931184,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:30 UTC,+0,+0,+0,+0,+0,-51994.6452928,+0,+0,+0,-30330.6021682,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:00 UTC,+0,+0,+0,+0,+0,-51958.8208134,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30310.756149,+0,+0,+0,+0
2010-08-16 00:23:30 UTC,+0,+0,+0,+0,+0,-51993.9713882,+0,+0,+0,+0,+0,+0,-13000.2612154,+0,+0,-30331.2617451,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-12998.8364377,+0,+0,-30327.9376485,+0,+0,+0,+0
2010-08-16 00:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-12998.2452524,+0,+0,-30326.5583757,+0,+0,+0,+0
2010-08-16 00:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-12995.7295989,+0,+0,-30320.689197,+0,+0,+0,+0
2010-08-16 00:25:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30315.9391081,+0,+0,+0,+0
2010-08-16 00:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30286.6774283,+0,+0,+0,+0
2010-08-16 00:26:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,+0,+0,+0,-69236.2201107,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43275.5217222,+0,+0,-56253.9397799
2010-08-16 00:29:00 UTC,+0,+0,+0,-69179.119319,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43239.8310317,+0,+0,-56207.5460153
2010-08-16 00:29:30 UTC,+0,+0,+0,-69172.1200744,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43235.4561734,+0,+0,-56201.8592062
2010-08-16 00:30:00 UTC,+0,+0,+0,-69169.5649973,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43233.8591295,+0,+0,-56199.7832342
2010-08-16 00:30:30 UTC,+0,+0,+0,-69173.3620106,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43236.2324421,+0,+0,-56202.8682657
2010-08-16 00:31:00 UTC,+0,+0,+0,-69173.0643635,+0,+0,+0,-25941.5115961,+0,+0,+0,+0,+0,+0,+0,+0,-43236.0463986,+0,-38912.7404667,-56202.6264307
2010-08-16 00:31:30 UTC,+0,+0,+0,+0,+0,+0,+0,-25938.9936616,+0,+0,+0,+0,+0,+0,+0,+0,-43231.8498125,+0,-38908.9634778,-56197.1713546
2010-08-16 00:32:00 UTC,+0,+0,+0,+0,+0,+0,-12982.0138055,-25960.1576047,+0,+0,+0,+0,+0,+0,+0,+0,-43267.1232916,+0,-38940.7101251,+0
2010-08-16 00:32:30 UTC,+0,+0,+0,+0,+0,+0,-12996.8694136,-25991.4188311,+0,+0,+0,+0,+0,+0,+0,+0,-43319.2256908,+0,-38987.6030456,+0
2010-08-16 00:33:00 UTC,+0,+0,+0,+0,+0,+0,-12991.4690145,-25980.6192764,+0,+0,+0,+0,+0,+0,+0,+0,-43301.2263103,+0,-38971.4033403,+0
2010-08-16 00:33:30 UTC,+0,+0,+0,+0,+0,+0,-13002.9248227,+0,-21670.3013742,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:34:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-21687.0766907,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,+0,+0,-56354.3479173,+0,+0,+0,-21678.1111313,+0,+0,+0,+0,+0,-47685.4989579,+0,+0,+0,+0,+0
2010-08-16 00:35:00 UTC,+0,+0,+0,+0,-56339.1440849,+0,+0,+0,-21672.2623657,+0,+0,+0,+0,+0,-47672.6337969,+0,+0,+0,+0,+0
2010-08-16 00:35:30 UTC,+0,+0,+0,+0,-56308.8603997,+0,+0,+0,-21660.6125279,+0,-47646.8696783,+0,+0,+0,-47647.0083837,+0,+0,+0,+0,+0
2010-08-16 00:36:00 UTC,+0,+0,+0,+0,-56296.6159873,+0,+0,+0,+0,+0,-47636.5088207,+0,+0,+0,-47636.6474212,+0,+0,+0,+0,+0
2010-08-16 00:36:30 UTC,+0,+0,+0,+0,-56330.8091103,+0,+0,+0,+0,+0,-47665.4420246,+0,+0,+0,-47665.5809179,+0,+0,+0,+0,+0
2010-08-16 00:37:00 UTC,+0,+0,+0,+0,-56302.1442857,+0,+0,+0,+0,+0,-47641.1867025,+0,+0,+0,-47641.3253503,+0,+0,+0,+0,+0
2010-08-16 00:37:30 UTC,+0,+0,+0,+0,-56284.8138559,+0,+0,+0,+0,+0,-47626.5222081,+0,+0,+0,-47626.6607074,+0,+0,+0,+0,+0
2010-08-16 00:38:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47585.5709993,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47602.8037267,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:39:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47615.7176203,+0,-12988.5411875,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:39:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-12997.8880017,+0,+0,-30325.7248872,+0,+0,+0,+0
2010-08-16 00:40:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-13001.3444226,+0,+0,-30333.7889364,+0,+0,+0,+0
2010-08-16 00:40:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30325.0643446,+0,+0,-12998.0559832,+0,+0,-30326.1167988,+0,+0,+0,+0
2010-08-16 00:41:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30316.5622677,+0,+0,+0,+0,+0,-30317.6143312,+0,+0,+0,+0
2010-08-16 00:41:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30317.4499169,+0,-34647.6753835,+0,+0,+0,-30318.5020211,+0,+0,+0,+0
2010-08-16 00:42:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30346.3463721,+0,-34680.6990772,+0,+0,+0,-30347.3998042,+0,+0,+0,+0
2010-08-16 00:42:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30316.2687324,+0,-34646.3254922,+0,+0,+0,-30317.3207824,+0,+0,+0,+0
2010-08-16 00:43:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30331.1193162,+0,-34663.2971634,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30311.6174968,+0,-34641.0099275,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:44:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:44:30 UTC,+0,+0,+0,+0,+0,-51997.7319542,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:45:00 UTC,+0,+0,+0,+0,+0,-52005.9118773,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:45:30 UTC,+0,+0,+0,+0,+0,-52001.4150448,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56329.8942986,+0,+0
2010-08-16 00:46:00 UTC,+0,+0,+0,+0,+0,-51997.3254888,-13001.1717523,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56325.4644406,+0,+0
2010-08-16 00:46:30 UTC,+0,+0,+0,+0,+0,-52002.6784918,-13002.5102386,-26002.6991825,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56331.2628808,+0,+0
2010-08-16 00:47:00 UTC,+0,+0,+0,+0,+0,-51996.7675517,-13001.0322434,-25999.7435322,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56324.8600762,+0,+0
2010-08-16 00:47:30 UTC,+0,+0,+0,+0,+0,-51999.6103115,-13001.7430586,-26001.1649989,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56327.939389,+0,+0
2010-08-16 00:48:00 UTC,+0,-34622.1539584,+0,+0,+0,+0,+0,-25966.6710089,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56253.2153051,+0,+0
2010-08-16 00:48:30 UTC,+0,-34656.9037766,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56309.6740172,+0,+0
2010-08-16 00:49:00 UTC,+0,-34671.8657334,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56333.9830029,+0,+0
2010-08-16 00:49:30 UTC,+0,-34654.8602451,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:50:00 UTC,+0,-34659.4102654,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:50:30 UTC,+0,-34635.8673209,+0,-69267.5763616,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:51:00 UTC,+0,+0,+0,-69162.603541,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56194.1271276
2010-08-16 00:51:30 UTC,+0,+0,+0,-69271.9842331,+0,+0,+0,+0,-21649.5345297,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56282.9977358
2010-08-16 00:52:00 UTC,+0,+0,+0,-69299.4343816,+0,+0,+0,+0,-21658.1136536,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56305.3006795
2010-08-16 00:52:30 UTC,+0,+0,+0,-69260.7353818,+0,+0,+0,+0,-21646.0188733,+0,+0,+0,-12988.2824819,+0,-47614.9076419,+0,+0,+0,+0,-56273.8581679
2010-08-16 00:53:00 UTC,+0,+0,+0,-69188.7994855,+0,+0,+0,+0,-21623.5364091,+0,+0,+0,-12974.7921163,+0,-47565.4543859,+0,+0,+0,+0,-56215.411044
2010-08-16 00:53:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-12968.8835532,+0,-47543.7946558,+0,+0,+0,-38903.8681031,-56189.8121442
2010-08-16 00:54:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-12980.8991396,+0,-47587.8416348,+0,+0,+0,-38939.9117971,-56241.8697734
2010-08-16 00:54:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47581.5359219,+0,+0,+0,-47581.673965,+0,+0,+0,-38934.8647856,+0
2010-08-16 00:55:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47639.8526971,+0,+0,+0,-47639.9913315,+0,+0,+0,-38982.5859519,+0
2010-08-16 00:55:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47597.0638272,+0,+0,+0,-47597.2020278,-30292.0460953,+0,+0,-38947.5714171,+0
2010-08-16 00:56:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47615.1751704,+0,+0,+0,+0,-30303.5729389,+0,+0,+0,+0
2010-08-16 00:56:30 UTC,-43241.8509656,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47566.6255884,+0,+0,+0,+0,-30272.6738808,+0,+0,+0,+0
2010-08-16 00:57:00 UTC,-43199.0356834,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47519.5281223,+0,+0,+0,+0,-30242.6990111,-43204.2499693,+0,+0,+0
2010-08-16 00:57:30 UTC,-43192.0240073,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47511.8151712,+0,+0,+0,+0,-30237.7901546,-43197.2372154,+0,+0,+0
2010-08-16 00:58:00 UTC,-43234.1985336,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47558.207796,+0,+0,+0,+0,-30267.3164328,-43239.4182244,+0,+0,+0
2010-08-16 00:58:30 UTC,-43250.9177813,+0,+0,+0,-56225.8151105,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30279.0215352,-43256.1400416,+0,+0,+0
2010-08-16 00:59:00 UTC,-43275.3610404,+0,+0,+0,-56257.5911736,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43280.5870564,+0,+0,+0
2010-08-16 00:59:30 UTC,-43259.9113015,+0,+0,+0,-56237.5066228,+0,-12980.6404315,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43265.1349441,+0,+0,+0
2010-08-16 01:00:00 UTC,-43290.3558408,+0,+0,+0,-56277.0843074,+0,-12989.7761863,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43295.5841609,+0,+0,+0
2010-08-16 01:00:30 UTC,-43293.7973502,+0,+0,+0,-56281.5582451,+0,-12990.8089096,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43299.026199,+0,+0,+0
2010-08-16 01:01:00 UTC,+0,+0,+0,+0,-56287.1957644,+0,-12992.1102236,+0,+0,-30311.0256281,+0,+0,+0,+0,+0,+0,-43303.3634423,+0,+0,+0
2010-08-16 01:01:30 UTC,+0,+0,+0,+0,-56240.4672628,+0,+0,-25960.3312615,+0,-30285.8616449,+0,+0,+0,+0,+0,+0,-43267.4127216,+0,+0,+0
2010-08-16 01:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,-25987.908387,+0,-30318.0332325,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:02:30 UTC,+0,+0,+0,+0,+0,+0,+0,-25959.7800006,+0,-30285.2185417,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:00 UTC,+0,+0,+0,+0,+0,+0,+0,-25952.2823504,+0,-30276.4717524,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30297.1245954,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30294.7259381,+0,-34621.7057719,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:04:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34637.6490011,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34634.5149085,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:05:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34640.5687669,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:06:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34662.9610438,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:06:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-13018.7601579,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-13014.8774363,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:07:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-13016.3471668,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-13009.8896843,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:08:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:09:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:10:00 UTC,+0,+0,+0,+0,+0,-52019.6929354,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:10:30 UTC,+0,+0,+0,+0,+0,-51979.2534994,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:11:00 UTC,+0,+0,+0,+0,+0,-52006.1105258,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
