# file...... Output/Qh/house_Qh_file_038.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_7C_tm_3_C_7_Meter_65_741:Qh,house_3_8C_tm_3_C_8_Meter_65_742:Qh,house_3_9C_tm_3_C_9_Meter_65_743:Qh,house_3_10C_tm_3_C_10_Meter_65_744:Qh,house_3_1C_tm_3_C_1_Meter_66_745:Qh,house_3_2C_tm_3_C_2_Meter_66_746:Qh,house_3_3C_tm_3_C_3_Meter_66_747:Qh,house_3_4C_tm_3_C_4_Meter_66_748:Qh,house_3_5C_tm_3_C_5_Meter_66_749:Qh,house_3_6C_tm_3_C_6_Meter_66_750:Qh,house_3_7C_tm_3_C_7_Meter_66_751:Qh,house_3_8C_tm_3_C_8_Meter_66_752:Qh,house_3_9C_tm_3_C_9_Meter_66_753:Qh,house_3_10C_tm_3_C_10_Meter_66_754:Qh,house_3_11C_tm_3_C_11_Meter_66_755:Qh,house_3_12C_tm_3_C_12_Meter_66_756:Qh,house_3_13C_tm_3_C_13_Meter_66_757:Qh,house_3_14C_tm_3_C_14_Meter_66_758:Qh,house_3_15C_tm_3_C_15_Meter_66_759:Qh,house_3_16C_tm_3_C_16_Meter_66_760:Qh
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-51890.7450837,+0,+0,+0,+0,+0
2010-08-16 00:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-51849.5642108,+0,+0,+0,+0,+0
2010-08-16 00:02:00 UTC,+0,+0,+0,+0,+0,-30217.9232482,+0,+0,+0,+0,+0,+0,+0,+0,-51793.7436689,+0,+0,+0,+0,+0
2010-08-16 00:02:30 UTC,+0,+0,+0,+0,+0,-30203.3588033,+0,+0,+0,+0,+0,+0,+0,+0,-51768.4869112,+0,+0,+0,+0,+0
2010-08-16 00:03:00 UTC,+0,+0,+0,+0,+0,-30181.4681999,+0,+0,+0,+0,+0,+0,+0,+0,-51730.9682691,+0,+0,+0,+0,+0
2010-08-16 00:03:30 UTC,+0,+0,+0,+0,+0,-30170.9913364,+0,+0,+0,+0,-25860.5509799,+0,+0,+0,-51713.0118121,-64641.0590263,+0,+0,+0,+0
2010-08-16 00:04:00 UTC,+0,+0,+0,+0,+0,-30127.0734114,+0,+0,+0,-43031.8605861,-25822.9078815,+0,+0,+0,-51637.7402116,-64546.9699433,+0,+0,+0,+0
2010-08-16 00:04:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43062.5343984,-25841.3157159,+0,+0,+0,-51674.548742,-64592.9804021,+0,+0,+0,-34453.203747
