# file...... Output/Qh/house_Qh_file_047.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_15C_tm_3_C_15_Meter_76_921:Qh,house_3_16C_tm_3_C_16_Meter_76_922:Qh,house_3_17C_tm_3_C_17_Meter_76_923:Qh,house_3_1B_tm_3_B_1_Meter_77_924:Qh,house_3_2B_tm_3_B_2_Meter_77_925:Qh,house_3_3B_tm_3_B_3_Meter_77_926:Qh,house_3_4B_tm_3_B_4_Meter_77_927:Qh,house_3_5B_tm_3_B_5_Meter_77_928:Qh,house_3_6B_tm_3_B_6_Meter_77_929:Qh,house_3_7B_tm_3_B_7_Meter_77_930:Qh,house_3_8B_tm_3_B_8_Meter_77_931:Qh,house_3_9B_tm_3_B_9_Meter_77_932:Qh,house_3_10B_tm_3_B_10_Meter_77_933:Qh,house_3_11B_tm_3_B_11_Meter_77_934:Qh,house_3_12B_tm_3_B_12_Meter_77_935:Qh,house_3_13B_tm_3_B_13_Meter_77_936:Qh,house_3_14B_tm_3_B_14_Meter_77_937:Qh,house_3_15B_tm_3_B_15_Meter_77_938:Qh,house_3_1A_tm_3_A_1_Meter_79_939:Qh,house_3_2A_tm_3_A_2_Meter_79_940:Qh
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,+0,+0,+0,-17491.2272949,+0,+0,+0,+0,-21864.0034113,+0,+0,+0,+0,-34978.7567011,+0,+0,+0,+0,+0
2010-08-16 00:01:00 UTC,+0,+0,+0,+0,-17497.1960061,+0,+0,+0,+0,-21871.4643077,+0,+0,+0,+0,-34990.6924937,+0,+0,+0,+0,-26082.5388462
2010-08-16 00:01:30 UTC,+0,+0,+0,+0,-17481.6998227,+0,+0,+0,+0,-21852.0940589,+0,+0,+0,+0,-34959.7043587,+0,+0,+0,+0,-26109.551522
2010-08-16 00:02:00 UTC,+0,+0,+0,+0,-17475.8587903,+0,+0,+0,+0,-21844.7927611,+0,+0,+0,+0,-34948.0238889,+0,+0,+0,+0,-26072.8678522
2010-08-16 00:02:30 UTC,+0,-30505.3382131,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34940.822977,+0,+0,+0,+0,-26177.0452559
2010-08-16 00:03:00 UTC,+0,-30474.5924132,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21824.2671202,-34915.641658,+0,+0,+0,+0,+0
2010-08-16 00:03:30 UTC,+0,-30547.8366144,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21815.5609472,-34901.713397,+0,+0,+0,+0,+0
2010-08-16 00:04:00 UTC,+0,-30504.9206944,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21824.543322,+0,+0,+0,+0,+0,+0
2010-08-16 00:04:30 UTC,+0,-30528.6411277,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21836.0472929,+0,+0,+0,+0,+0,+0
2010-08-16 00:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21827.2279393,+0,+0,+0,+0,+0,+0
2010-08-16 00:05:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:06:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:06:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43706.6293469,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,-39308.728921,+0,+0,-43679.1622443,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:07:30 UTC,+0,+0,+0,+0,+0,+0,+0,-39311.8571517,+0,+0,-43682.6383696,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,-39306.6199911,+0,+0,-43676.8187774,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:08:30 UTC,+0,+0,+0,+0,+0,+0,+0,-39342.3477197,+0,+0,-43716.5198344,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,-39335.648264,+0,+0,-43709.0753233,+0,+0,+0,+0,+0,-30598.0359419,+0,+0,-26328.5711705
2010-08-16 00:09:30 UTC,+0,+0,+0,+0,+0,+0,+0,-39357.041811,+0,+0,-43732.8480746,+0,+0,+0,+0,+0,-30614.6778558,+0,+0,-26332.7470573
2010-08-16 00:10:00 UTC,+0,+0,+0,+0,+0,+0,+0,-39350.5396824,+0,+0,+0,+0,+0,+0,+0,+0,-30609.6198883,+0,+0,-26357.255598
2010-08-16 00:10:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30622.5477853,+0,+0,-26358.4208631
2010-08-16 00:11:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30648.2812742,+0,+0,-26332.9466663
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30660.1854899,+0,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30657.1273175,+0,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-48122.6265357,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+0,-30694.6311568,+0,+0,-17499.9726607,+0,+0,+0,+0,+0,+0,-48119.8427085,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:30 UTC,+0,-30717.0255928,+0,+0,-17482.1916505,-48070.6727245,+0,+0,+0,+0,+0,-48071.3471853,+0,-21852.5481229,-34960.9635113,+0,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+0,-30738.3093352,+0,+0,-17474.6102626,-48049.8267659,+0,+0,+0,+0,+0,-48050.5008087,+0,-21843.0714769,-34945.8025699,+0,+0,+0,+0,+0
2010-08-16 00:15:30 UTC,+0,-30736.5422511,+0,+0,-17478.0461258,-48059.274095,+0,+0,+0,+0,+0,-48059.9483271,+0,-21847.3662656,-34952.6734653,+0,+0,+0,+0,+0
2010-08-16 00:16:00 UTC,+0,-30751.9453338,+0,+0,+0,-48069.2586866,+0,+0,+0,-21852.1519065,+0,-48069.9331189,+0,-21851.9052959,-34959.9351034,+0,+0,+0,+0,+0
2010-08-16 00:16:30 UTC,+0,+0,+0,+0,+0,-48103.4584996,+0,+0,+0,-21867.6995434,+0,-48104.1336176,+0,-21867.4526502,-34984.8080954,+0,+0,+0,+0,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,+0,-48109.2468569,+0,+0,+0,-21870.3309986,+0,+0,+0,+0,-34989.0178775,+0,+0,+0,-56999.9672454,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+0,-48119.1849278,+0,+0,+0,-21874.8489623,+0,+0,+0,+0,-34996.2456819,+0,+0,+0,-56968.9136969,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+0,-48151.5720054,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56998.3491647,+0
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56996.4489215,-26310.8474355
2010-08-16 00:19:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-57015.4940189,-26319.6394995
2010-08-16 00:19:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56979.8151452,-26303.168545
2010-08-16 00:20:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-57009.1799987,-26316.7246668
2010-08-16 00:20:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-57037.3888732,+0
2010-08-16 00:21:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21891.3178153,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:30 UTC,-52658.3524881,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21875.6796397,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:00 UTC,-52680.4991799,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21859.8940452,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:30 UTC,-52654.6116888,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21880.132641,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,-52635.4715705,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:30 UTC,-52613.638297,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:00 UTC,-52580.3537388,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:00 UTC,+0,+0,+0,+0,+0,+0,-34930.0878809,+0,-52390.6461088,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:30 UTC,+0,-30680.3485601,+0,+0,+0,+0,-34984.1748183,+0,-52471.7674469,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:00 UTC,+0,-30679.655904,+0,+0,+0,+0,-34983.0086258,+0,-52470.0183535,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:30 UTC,+0,-30685.9797127,+0,+0,+0,+0,-34974.4730691,+0,-52457.2164492,+0,-43718.4566674,+0,+0,-21861.2228944,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:00 UTC,+0,-30682.6053457,+0,+0,+0,+0,-34990.0964589,+0,-52480.6489152,+0,-43737.9861343,+0,+0,-21870.9887113,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-52412.1058796,+0,-43680.8598817,+0,+0,-21842.4224154,+0,+0,+0,+0,+0,-26310.1429791
2010-08-16 00:29:00 UTC,+0,+0,-61375.7472933,+0,+0,+0,+0,+0,-52358.6733277,+0,-43636.327252,+0,+0,-21820.1536291,+0,+0,+0,+0,+0,-26331.9480685
2010-08-16 00:29:30 UTC,+0,+0,-61400.930618,+0,+0,+0,+0,+0,+0,+0,-43635.6104628,+0,+0,-21819.7951948,+0,+0,+0,+0,+0,-26313.2635935
2010-08-16 00:30:00 UTC,+0,+0,-61397.2211889,+0,+0,+0,+0,+0,+0,+0,-43631.8811593,+0,+0,+0,-34905.5812337,+0,-30544.2140579,+0,+0,-26317.0193806
2010-08-16 00:30:30 UTC,+0,+0,-61434.6956222,+0,+0,+0,+0,+0,+0,+0,-43638.1595024,+0,+0,+0,-34910.6039051,+0,-30548.609221,+0,+0,+0
2010-08-16 00:31:00 UTC,+0,+0,-61381.2030394,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34920.9800944,+0,-30557.6890591,+0,+0,+0
2010-08-16 00:31:30 UTC,+0,+0,-61348.5752302,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34914.6010666,+0,-30552.1069964,+0,+0,+0
2010-08-16 00:32:00 UTC,+0,+0,-61271.5722198,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34937.8220395,+0,-30572.4268528,-34937.0620901,+0,+0
2010-08-16 00:32:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34992.698078,+0,-30620.4469424,-34991.9366546,+0,+0
2010-08-16 00:33:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30604.3022644,-34973.4874557,+0,+0
2010-08-16 00:33:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-35006.7744292,+0,+0
2010-08-16 00:34:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-35041.0346939,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:00 UTC,+0,+0,+0,+0,-17495.6257082,+0,+0,+0,+0,+0,+0,-48108.0782082,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:30 UTC,+0,+0,+0,+0,-17507.3297596,+0,+0,+0,+0,+0,+0,-48140.2603089,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:00 UTC,+0,+0,+0,+0,-17496.902674,+0,+0,+0,+0,+0,+0,-48111.5894235,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:30 UTC,+0,+0,+0,+0,-17490.3394393,+0,+0,+0,+0,+0,+0,-48093.5427944,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-48030.5520895,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:30 UTC,+0,+0,+0,-34939.0819384,+0,-48040.7209699,+0,+0,+0,+0,+0,-48041.39483,+0,+0,+0,+0,+0,+0,+0,-26305.3202305
2010-08-16 00:39:00 UTC,+0,-30671.4405441,+0,-34948.6017546,+0,-48053.8105991,+0,-39315.0608262,+0,+0,+0,-48054.4847217,+0,+0,+0,+0,+0,+0,+0,-26308.0853376
2010-08-16 00:39:30 UTC,+0,-30639.2588037,+0,-34981.3357351,+0,-48098.8194159,+0,-39351.8842144,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26312.4819032
2010-08-16 00:40:00 UTC,+0,-30663.8653844,+0,-34988.5243476,+0,-48108.7036688,+0,-39359.9708896,+0,-21870.084059,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26291.9163384
2010-08-16 00:40:30 UTC,+0,-30673.6533225,+0,-34978.0775022,+0,-48094.3393862,+0,-39348.2189353,+0,-21863.5538874,+0,+0,+0,-21863.3070695,+0,+0,+0,+0,+0,+0
2010-08-16 00:41:00 UTC,+0,+0,+0,-34967.6602184,+0,-48080.0157502,+0,-39336.5002355,+0,-21857.0421943,+0,+0,+0,-21856.7954948,+0,+0,+0,+0,+0,+0
2010-08-16 00:41:30 UTC,+0,+0,+0,+0,+0,-48086.5509745,+0,-39341.8469457,+0,-21860.0131841,+0,+0,+0,-21859.7664306,+0,+0,+0,+0,+0,+0
2010-08-16 00:42:00 UTC,+0,+0,+0,+0,+0,-48139.5536122,+0,+0,+0,+0,+0,+0,-21884.2577396,-21883.8616141,+0,+0,+0,+0,+0,+0
2010-08-16 00:42:30 UTC,+0,+0,+0,+0,+0,-48082.538592,+0,+0,+0,+0,+0,+0,-21858.3378242,-21857.9423876,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:00 UTC,-52568.8422144,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21871.2926836,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:30 UTC,-52605.5973245,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21856.4810587,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:44:00 UTC,-52571.8028922,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:44:30 UTC,-52549.890258,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:45:00 UTC,-52547.6709432,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:45:30 UTC,-52593.4542489,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56906.911213,+0
2010-08-16 00:46:00 UTC,-52594.6891781,+0,+0,+0,+0,+0,-35004.5091786,+0,+0,+0,+0,+0,+0,+0,-35004.8780425,+0,+0,+0,-56930.3055987,+0
2010-08-16 00:46:30 UTC,+0,+0,+0,+0,+0,+0,-35006.8465442,+0,+0,+0,+0,+0,+0,+0,-35007.2154341,+0,+0,+0,-56922.6919333,+0
2010-08-16 00:47:00 UTC,+0,+0,+0,+0,+0,+0,-35004.1872914,+0,+0,+0,+0,+0,+0,+0,-35004.5561517,+0,+0,+0,-56904.569672,+0
2010-08-16 00:47:30 UTC,+0,+0,+0,+0,+0,+0,-35004.0644333,+0,+0,+0,+0,+0,+0,+0,-35004.4332922,+0,+0,+0,-56906.9238337,+0
2010-08-16 00:48:00 UTC,+0,+0,+0,+0,+0,+0,-34946.6564786,+0,+0,+0,-43683.6855203,+0,+0,+0,-34947.0246969,+0,+0,+0,-56929.13269,+0
2010-08-16 00:48:30 UTC,+0,+0,+0,+0,+0,+0,-34980.8600071,+0,-52466.7957856,+0,-43726.4404338,+0,+0,+0,-34981.2286071,+0,+0,+0,-56833.6053931,+0
2010-08-16 00:49:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-52493.8419634,+0,-43748.981699,+0,+0,+0,-34999.2616084,+0,+0,+0,-56919.6693341,-26275.4025618
2010-08-16 00:49:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-52455.7005088,+0,-43717.1932277,+0,+0,+0,+0,+0,-30603.9368925,+0,+0,-26255.1680151
2010-08-16 00:50:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-52463.3967745,+0,-43723.6075746,+0,+0,+0,+0,+0,-30608.4272651,+0,+0,-26220.706495
2010-08-16 00:50:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-52428.391992,+0,-43694.4333189,+0,+0,+0,+0,+0,-30588.003786,+0,+0,-26232.5401286
2010-08-16 00:51:00 UTC,+0,-30667.3862368,+0,+0,+0,+0,+0,+0,-52345.1089443,+0,-43625.0222018,+0,+0,+0,+0,-61072.7403184,-30539.412435,+0,+0,+0
2010-08-16 00:51:30 UTC,+0,-30682.3087198,+0,+0,+0,+0,+0,+0,-52445.2634436,+0,+0,+0,+0,+0,+0,-61189.5961804,-30597.8474052,+0,+0,+0
2010-08-16 00:52:00 UTC,+0,-30687.9598843,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61223.4249575,-30614.763831,+0,+0,+0
2010-08-16 00:52:30 UTC,+0,-30684.7149486,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61181.4036916,-30593.7506673,+0,+0,+0
2010-08-16 00:53:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61109.3134654,+0,+0,+0,+0
2010-08-16 00:53:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21810.0487805,+0,-61060.2775389,+0,-34892.2134081,+0,+0
2010-08-16 00:54:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21832.384875,+0,-61122.8087214,+0,-34927.9462103,+0,+0
2010-08-16 00:54:30 UTC,+0,+0,-61339.1289473,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21827.0212972,+0,-61107.7930769,+0,-34919.3656743,+0,+0
2010-08-16 00:55:00 UTC,+0,+0,-61267.2770993,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21861.5599178,+0,+0,+0,-34974.619817,+0,+0
2010-08-16 00:55:30 UTC,+0,+0,-61271.9883831,+0,+0,+0,+0,+0,+0,+0,+0,-48041.4784725,+0,-21838.9699734,+0,+0,+0,-34938.4809093,+0,+0
2010-08-16 00:56:00 UTC,+0,+0,-61262.5792463,+0,+0,+0,+0,+0,+0,+0,+0,-48056.2660825,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:56:30 UTC,+0,+0,-61353.1439565,+0,+0,+0,+0,+0,+0,+0,+0,-48020.7024872,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:57:00 UTC,+0,+0,-61343.5830821,+0,+0,+0,+0,+0,+0,+0,+0,-47970.808082,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:57:30 UTC,+0,+0,-61363.7950118,+0,-17442.7756788,+0,+0,+0,+0,+0,+0,-47962.7588816,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:00 UTC,+0,+0,+0,+0,-17464.6438762,+0,+0,+0,+0,+0,+0,-48022.8888699,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:30 UTC,+0,+0,+0,+0,-17472.3403303,+0,+0,+0,+0,+0,+0,-48044.0514604,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:59:00 UTC,+0,+0,+0,+0,-17482.4888499,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26282.6664225
2010-08-16 00:59:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21844.7161158,+0,+0,+0,+0,+0,+0,-26296.8806847
2010-08-16 01:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21860.0500337,+0,+0,+0,+0,+0,+0,-26265.1302281
2010-08-16 01:00:30 UTC,+0,+0,+0,+0,+0,-48077.161774,+0,+0,+0,+0,+0,+0,-21855.8934387,+0,+0,+0,+0,+0,+0,-26300.3093487
2010-08-16 01:01:00 UTC,+0,+0,+0,-34966.7562644,+0,-48078.7728247,+0,+0,+0,+0,+0,+0,-21856.6258475,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:01:30 UTC,-52585.6920649,+0,+0,-34939.6372225,+0,-48041.4844786,+0,+0,+0,-21839.5254248,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:02:00 UTC,-52566.1221318,+0,+0,-34981.9992976,+0,-48099.731806,+0,+0,+0,-21866.0053448,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:02:30 UTC,-52572.3792016,+0,+0,-34943.9009003,+0,-48047.3469827,+0,+0,+0,-21842.1905881,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:00 UTC,-52589.9065106,+0,+0,-34930.3572853,+0,-48028.7246801,+0,+0,+0,-21833.7246701,+0,+0,+0,+0,-34930.4553512,+0,+0,+0,+0,+0
2010-08-16 01:03:30 UTC,-52566.6289869,-30663.8238056,+0,-34956.6652906,+0,-48064.8978609,+0,+0,+0,+0,+0,+0,+0,+0,-34956.7635428,+0,+0,+0,+0,+0
2010-08-16 01:04:00 UTC,-52567.410026,-30664.279411,+0,-34953.6382842,+0,-48060.7357647,-34953.3682218,+0,+0,+0,+0,+0,+0,+0,-34953.736515,+0,+0,+0,+0,+0
2010-08-16 01:04:30 UTC,-52512.7264851,-30632.3060572,+0,+0,+0,+0,-34967.4709119,+0,+0,+0,+0,+0,+0,+0,-34967.8393625,+0,+0,+0,+0,+0
2010-08-16 01:05:00 UTC,+0,-30634.7513531,+0,+0,+0,+0,-34960.3239767,+0,+0,+0,+0,+0,+0,+0,-34960.7974833,+0,+0,+0,+0,+0
2010-08-16 01:05:30 UTC,+0,+0,+0,+0,+0,+0,-34963.7747968,+0,+0,+0,+0,+0,+0,+0,-34964.2483624,+0,+0,+0,+0,+0
2010-08-16 01:06:00 UTC,+0,+0,+0,+0,+0,+0,-34993.2801723,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:06:30 UTC,+0,+0,+0,+0,+0,+0,-35042.4499678,+0,+0,+0,+0,+0,+0,-21903.7136692,+0,+0,+0,+0,+0,+0
2010-08-16 01:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,-39407.7925959,+0,+0,+0,+0,+0,-21896.409576,+0,+0,+0,+0,+0,+0
2010-08-16 01:07:30 UTC,+0,+0,+0,+0,+0,+0,+0,-39411.7701125,+0,+0,+0,+0,+0,-21898.6197103,+0,+0,+0,+0,+0,+0
2010-08-16 01:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,-39393.7213099,+0,+0,+0,+0,+0,-21888.5907717,+0,+0,+0,+0,+0,+0
2010-08-16 01:08:30 UTC,+0,+0,+0,+0,+0,+0,+0,-39355.3539326,+0,+0,-43730.6671852,+0,+0,-21867.2716789,+0,+0,-30613.289346,+0,+0,+0
2010-08-16 01:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,-39362.7406589,-52481.8351697,+0,-43738.8752858,+0,+0,+0,+0,+0,-30619.0354089,+0,+0,+0
2010-08-16 01:09:30 UTC,+0,+0,+0,+0,+0,+0,+0,-39398.2836609,-52529.2238184,+0,-43778.3705257,+0,+0,+0,+0,+0,-30646.6839647,+0,+0,-26271.943237
2010-08-16 01:10:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-52501.8218505,+0,-43755.5328353,+0,+0,+0,+0,+0,-30630.6964897,+0,+0,-26281.2248856
2010-08-16 01:10:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-52459.014398,+0,-43719.8557132,+0,+0,+0,+0,+0,-30605.7207992,+0,+0,-26294.5389351
2010-08-16 01:11:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-52492.1416814,+0,-43747.4650678,+0,+0,+0,+0,+0,-30625.0486669,+0,-56951.3185748,-26290.0568878
2010-08-16 01:11:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-52465.9110528,+0,-43725.6036089,+0,+0,+0,+0,+0,-30609.7446007,+0,-57017.7923111,+0
2010-08-16 01:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-52471.006873,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56974.1073416,+0
2010-08-16 01:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56991.592605,+0
2010-08-16 01:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56983.5098464,+0
