# file...... Output/Qh/house_Qh_file_032.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_10A_tm_0_A_10_Meter_53_621:Qh,house_0_11A_tm_0_A_11_Meter_53_622:Qh,house_0_12A_tm_0_A_12_Meter_53_623:Qh,house_0_13A_tm_0_A_13_Meter_53_624:Qh,house_0_14A_tm_0_A_14_Meter_53_625:Qh,house_0_15A_tm_0_A_15_Meter_53_626:Qh,house_0_1A_tm_0_A_1_Meter_55_627:Qh,house_0_2A_tm_0_A_2_Meter_55_628:Qh,house_0_3A_tm_0_A_3_Meter_55_629:Qh,house_0_4A_tm_0_A_4_Meter_55_630:Qh,house_0_5A_tm_0_A_5_Meter_55_631:Qh,house_0_6A_tm_0_A_6_Meter_55_632:Qh,house_0_7A_tm_0_A_7_Meter_55_633:Qh,house_0_8A_tm_0_A_8_Meter_55_634:Qh,house_0_1B_tm_0_B_1_Meter_56_635:Qh,house_0_2B_tm_0_B_2_Meter_56_636:Qh,house_0_3B_tm_0_B_3_Meter_56_637:Qh,house_0_4B_tm_0_B_4_Meter_56_638:Qh,house_0_5B_tm_0_B_5_Meter_56_639:Qh,house_0_6B_tm_0_B_6_Meter_56_640:Qh
2010-08-16 09:38:30 UTC,+0,-51767.6920371,+0,-30199.8737229,-69014.8815914,+0,+0,+0,+0,+0,-25864.8571537,+0,+0,+0,-34648.2815601,-30316.7158018,-56289.3090266,+0,-51965.523137,-43307.7565728
2010-08-16 09:39:00 UTC,-60423.805383,+0,+0,-30213.250864,-69045.4503534,+0,+0,+0,+0,-17250.8923036,-25876.1759152,-38813.4573766,+0,+0,+0,-30326.1635516,+0,+0,-51981.7168825,+0
2010-08-16 09:39:30 UTC,-60417.8674942,+0,-25895.9968565,-30210.281751,-69038.6654889,+0,+0,+0,+0,-17249.8731019,+0,-38811.1642451,+0,+0,+0,-30328.4321413,+0,+0,-51985.6053172,+0
2010-08-16 09:40:00 UTC,-60360.3133773,+0,-25871.3276538,-30181.503104,+0,+0,+0,+0,+0,-17232.853596,+0,-38772.8715435,+0,+0,+0,+0,+0,+0,-52033.45209,+0
2010-08-16 09:40:30 UTC,-60387.3412488,+0,-25882.9125528,-30195.0178068,+0,+0,+0,+0,+0,-17241.4328703,+0,-38792.1743019,+0,+0,+0,+0,+0,+0,-51987.6911436,+0
2010-08-16 09:41:00 UTC,-60341.6712611,+0,-25863.3371233,-30172.181517,+0,+0,+0,+0,+0,-17227.3142941,+0,-38760.4085073,+0,+0,+0,+0,+0,+0,-52027.9200301,+0
2010-08-16 09:41:30 UTC,-60352.1225598,+0,-25867.8168414,-30177.407463,+0,+0,+0,+0,+0,-17229.9099079,+0,-38766.248454,+0,-51680.5508027,+0,+0,+0,+0,-52008.7260636,+0
2010-08-16 09:42:00 UTC,-60311.0981039,+0,-25850.2326154,-30156.8940705,+0,+0,+0,+0,+0,+0,+0,-38740.0946567,+0,-51645.6861656,+0,+0,+0,+0,-52006.5512557,+0
2010-08-16 09:42:30 UTC,-60318.5754084,+0,-25853.4375965,+0,+0,+0,+0,+0,+0,+0,-25829.4667726,-38743.3955612,+0,-51650.086477,+0,+0,+0,+0,-52004.3643499,+0
2010-08-16 09:43:00 UTC,-60356.0599976,+0,-25869.5045368,+0,+0,+0,+0,+0,+0,+0,-25846.8059642,-38769.4036318,-60312.7925326,-51684.7568517,+0,+0,+0,+0,-51987.3780686,+0
2010-08-16 09:43:30 UTC,-60321.7886923,+0,+0,+0,+0,-30161.9402141,+0,+0,+0,+0,-25830.7623286,-38745.3388417,-60259.7872788,-51652.6769904,-34659.4366448,+0,+0,+0,+0,+0
2010-08-16 09:44:00 UTC,-60259.3052046,+0,+0,+0,+0,-30130.6971736,-38695.538744,+0,-51587.7722665,-17199.7493506,-25799.4617983,-38698.3893407,-60186.7716505,-51590.0903926,-34664.6606601,+0,+0,-38992.717369,+0,+0
2010-08-16 09:44:30 UTC,-60286.5645157,+0,+0,+0,+0,-30144.3273949,-38712.1577872,+0,-51609.9276974,-17207.1365907,-25810.5426145,-38715.0101066,-60212.6201806,-51612.2469034,-34618.4526293,-30290.6160495,+0,-38940.7417359,+0,+0
2010-08-16 09:45:00 UTC,-60268.5108849,+0,+0,+0,+0,-30135.3002297,-38700.0439095,-47300.4432541,-51593.7780933,-17201.7519888,-25802.4657509,+0,-60193.7786144,-51596.0965357,-34597.2613674,-30272.0740898,+0,-38916.9052653,+0,+0
2010-08-16 09:45:30 UTC,+0,+0,+0,+0,+0,-30112.8306896,-38670.2563527,-47264.0356372,-51554.0672535,-17188.5112845,+0,+0,-60147.4483562,-51556.3837607,-34595.0853429,-30270.1701106,-56202.8921265,-38914.4576338,+0,+0
2010-08-16 09:46:00 UTC,+0,+0,+0,+0,-68986.7774769,-30187.2756611,-38765.20235,-47380.0826653,-51680.6431058,-17230.7152094,+0,+0,-60295.1231961,-51682.9657822,-34592.4013713,-30267.8216876,-56198.5320812,-38911.4386535,+0,-43237.9114521
2010-08-16 09:46:30 UTC,+0,-51785.0386699,+0,-30209.9935678,-69038.0060554,-30209.6933654,-38796.4652014,-47418.293448,-51722.3207157,-17244.6116868,+0,+0,-60343.7480661,-51724.6454241,-34584.608051,-30261.0026838,-56185.8720307,-38902.6725861,+0,-43228.1705385
2010-08-16 09:47:00 UTC,+0,-51733.4185719,-25869.9357743,-30179.8792999,-68969.1904643,-30179.579557,-38755.8138781,-47368.6076766,-51668.1270031,+0,+0,+0,-60280.5207785,-51670.4490693,-34606.2983653,-30279.9812873,-56221.1073974,-38927.0702443,+0,-43255.2813813
2010-08-16 09:47:30 UTC,+0,-51804.8380168,-25905.6511895,-30221.5441624,-69064.4008881,-30221.2437838,-38813.383648,-47438.9718905,-51744.8752943,+0,+0,+0,-60370.0622777,-51747.2011022,-34569.252092,-30247.5665181,-56160.9266628,-38885.3999249,+0,-43208.9770409
2010-08-16 09:48:00 UTC,+0,-51799.3428506,-25902.9031689,-30218.3383782,-69057.0751913,-30218.0380485,-38808.0268825,-47432.4246248,-51737.7340003,+0,-25874.4638396,+0,-60361.7305983,-51740.0594604,+0,-30272.658708,-56207.5124156,-38917.6568126,+0,-43244.8211124
2010-08-16 09:48:30 UTC,+0,-51808.7353407,-25907.6001623,-30223.8177935,-69069.5964734,+0,-38815.1550265,-47441.1369445,-51747.236781,+0,-25879.2165582,+0,-60372.8174018,-51749.5627043,+0,-30261.0926179,-56186.0389999,-38902.7881991,+0,-43228.2990087
2010-08-16 09:49:00 UTC,+0,-51811.8095232,-25909.1374982,-30225.6112179,-69073.6947171,+0,-38817.2414173,-47443.6870197,-51750.0182229,+0,-25880.6076674,+0,-60376.0624834,-51752.3442815,+0,-30275.1114451,-56212.0661271,-38920.8098918,+0,-43248.3248353
2010-08-16 09:49:30 UTC,+0,-51803.3939367,-25904.9290346,-30220.7017113,-69062.4757609,+0,-38813.3443731,-47438.9238872,-51744.8229352,-17252.1145539,-25878.0092977,+0,+0,-51747.1487407,+0,-30288.6358897,-56237.1753933,+0,+0,-43267.644439
2010-08-16 09:50:00 UTC,+0,-51809.6311904,-25908.0482659,-30224.3404762,-69070.7904429,+0,-38823.1660165,-47450.9283627,+0,-17256.4803888,-25884.5580309,+0,+0,+0,+0,+0,-56237.3884894,+0,-51917.5898055,-43267.808691
2010-08-16 09:50:30 UTC,+0,-51839.8873045,-25923.1787336,-30241.9913667,-69111.1253635,+0,+0,-47481.9139707,+0,-17267.7492177,-25901.4612066,+0,+0,+0,+0,+0,-56263.0571547,+0,-51941.2875819,-43287.5587081
2010-08-16 09:51:00 UTC,+0,-51911.8403851,+0,+0,-69207.047196,+0,+0,-47550.5218329,+0,-17292.7004868,+0,-38911.8758599,+0,+0,+0,+0,-56256.414084,+0,-51935.1545792,-43282.4473887
2010-08-16 09:51:30 UTC,+0,-51913.9993827,+0,+0,-69209.9253909,+0,+0,-47551.4681975,+0,-17293.0446601,+0,-38908.2971245,+0,+0,+0,+0,-56265.3724606,+0,-51943.425114,-43289.3401534
2010-08-16 09:52:00 UTC,-60535.4531333,-51886.3176785,+0,+0,+0,+0,+0,-47523.9330534,+0,-17283.0306944,+0,-38885.7664122,+0,+0,+0,+0,-56269.9810672,+0,-51947.679863,-43292.8861133
2010-08-16 09:52:30 UTC,-60535.2017531,-51886.1022157,+0,+0,+0,+0,+0,-47525.6873112,+0,+0,+0,-38887.2018389,+0,+0,-34668.9184017,+0,-56322.8315951,+0,-51996.4724241,+0
2010-08-16 09:53:00 UTC,-60532.4314898,-51883.7277701,+0,+0,+0,+0,+0,-47522.0957635,+0,+0,+0,-38884.2630444,+0,+0,-34633.2202822,+0,+0,+0,-51942.9343591,+0
2010-08-16 09:53:30 UTC,-60493.694933,-51850.5259277,+0,+0,+0,-30247.8969502,+0,-47491.7047363,+0,+0,+0,-38859.3954969,+0,+0,-34631.5867168,+0,+0,+0,-51940.4844285,+0
2010-08-16 09:54:00 UTC,-60453.8993546,-51816.4163775,+0,+0,+0,-30227.9983356,+0,-47456.892555,+0,+0,-25887.8115993,-38830.9103268,+0,+0,-34635.1732466,+0,+0,+0,-51945.8633073,+0
2010-08-16 09:54:30 UTC,-60458.2089762,-51820.1102365,-25913.2886242,+0,+0,-30230.1532358,+0,+0,+0,-17260.5417727,-25890.6500824,-38835.1679341,+0,+0,-34629.9571266,-30300.6822267,+0,+0,-51938.0404588,+0
2010-08-16 09:55:00 UTC,-60451.0572999,-51813.9803714,-25910.2233097,-30226.877772,+0,-30226.5772738,+0,+0,+0,-17258.2827832,-25887.2616187,-38830.0853474,+0,+0,-34589.9862445,-30265.7084646,+0,-38908.7217701,-51878.0941134,+0
2010-08-16 09:55:30 UTC,-60407.6471827,-51776.7727313,-25891.6165242,-30205.1714817,+0,-30204.8713145,-38794.6174069,+0,-51719.8570254,-17243.7904748,-25865.523243,-38797.4786819,+0,+0,-34584.0747855,-30260.5360528,+0,-38902.0724536,+0,+0
2010-08-16 09:56:00 UTC,-60373.8397091,+0,-25877.1256991,-30188.2667857,+0,-30187.9668764,-38766.6137655,+0,-51682.5243831,-17231.342731,-25846.8517018,-38769.4721418,-60297.3181098,-51684.8471982,-34603.9648475,-30277.9394706,+0,-38924.4451562,+0,+0
2010-08-16 09:56:30 UTC,-60328.7512745,+0,-25857.799539,-30165.7212887,+0,-30165.4217236,-38735.6413072,+0,-51641.2339073,-17217.5753341,-25826.2006889,-38738.496476,-60249.1449055,-51643.5547095,-34610.5567751,-30283.7072791,+0,-38931.8598759,+0,+0
2010-08-16 09:57:00 UTC,-60256.0446451,+0,-25826.6354497,-30129.36591,-68853.7589708,-30129.0669003,-38689.7008851,+0,-51579.9891122,-17197.1546091,+0,-38692.551294,-60177.6911871,-51582.3069295,+0,-30286.7985699,+0,-38935.8338386,+0,+0
2010-08-16 09:57:30 UTC,-60240.9432283,+0,-25820.1625608,-30121.8147727,-68836.5034998,-30121.5158784,-38679.6204898,+0,-51566.550583,-17192.6738276,+0,-38682.4698537,-60162.0125831,-51568.8677452,+0,-30296.8292608,+0,-38948.728643,+0,+0
2010-08-16 09:58:00 UTC,-60236.7181146,+0,-25818.3515592,-30119.702096,-68831.6757186,-30119.4032339,-38679.8269269,+0,-51566.8257911,+0,+0,+0,-60162.3336659,-51569.1429669,+0,-30314.8080244,+0,-38971.8409736,+0,+0
2010-08-16 09:58:30 UTC,-60261.3037666,+0,+0,-30131.9956201,-68859.7682499,-30131.6965701,-38697.3483708,+0,-51590.1842448,+0,+0,+0,-60189.5857511,-51592.5025588,+0,-30295.5036,+0,-38947.0244597,+0,+0
2010-08-16 09:59:00 UTC,+0,+0,+0,-30117.9300572,-68827.6263458,+0,-38675.7282926,+0,-51561.3617572,+0,+0,+0,-60155.9588296,-51563.6786668,+0,-30267.25587,+0,-38910.7110138,+0,-43237.103071
2010-08-16 09:59:30 UTC,+0,+0,+0,+0,-68850.552226,+0,-38689.0679999,+0,-51579.1453909,+0,+0,+0,-60176.7068255,-51581.463167,+0,-30273.4779328,-56209.0324715,-38918.7096932,+0,-43245.9912575
2010-08-16 10:00:00 UTC,+0,+0,+0,+0,-68884.2507973,+0,-38708.3485283,+0,-51604.8487785,-17205.4436407,-25808.0032281,+0,-60206.6947452,-51607.1678305,+0,-30277.3438154,-56216.209362,-38923.6792919,+0,-43251.5135962
2010-08-16 10:00:30 UTC,+0,+0,+0,+0,-68865.1784229,+0,-38698.0239559,+0,-51591.0847274,-17200.8543216,-25801.1192769,+0,-60190.636358,-51593.4031086,+0,+0,-56281.4855193,+0,+0,-43301.7384576
2010-08-16 10:01:00 UTC,+0,+0,+0,+0,-68855.5165565,+0,-38689.2887297,-47287.297957,-51579.4394903,-17196.9714739,-25795.2950284,+0,-60177.0499708,-51581.7573037,-34631.8067328,+0,-56262.5436592,+0,+0,-43287.1641889
2010-08-16 10:01:30 UTC,+0,+0,+0,+0,-68937.3093921,+0,-38737.8066819,-47346.5986574,-51644.1204816,-17218.5379226,-25827.6445728,+0,-60252.5126665,-51646.3536087,-34635.2069054,+0,-56268.0671545,+0,-51945.913326,-43291.4140834
2010-08-16 10:02:00 UTC,+0,+0,-25890.2732969,+0,-69023.2889342,+0,+0,-47411.2797438,+0,-17242.0611063,-25862.9292077,+0,-60334.8221393,-51716.9063421,-34625.1930633,+0,-56251.842015,+0,-51930.9339841,-43278.9301167
2010-08-16 10:02:30 UTC,+0,+0,-25929.2539986,+0,-69127.2036456,+0,+0,-47486.3921513,+0,-17269.3779457,-25903.9043027,+0,-60430.405926,-51798.8373438,-34595.5207754,+0,-56203.6400553,+0,-51886.4330631,-43241.8425044
2010-08-16 10:03:00 UTC,+0,-51890.5405216,-25948.5095888,+0,-69178.5351811,+0,+0,-47527.6804073,+0,+0,+0,+0,+0,-51843.8736898,-34582.316347,+0,-56182.1897621,+0,-51866.6297637,-43225.338192
2010-08-16 10:03:30 UTC,+0,-51902.743074,-25954.6118371,-30278.6604459,+0,-30278.3277054,+0,-47538.5795305,+0,+0,+0,-38897.7233119,+0,-51855.7622203,-34555.2087915,+0,-56138.1541593,+0,-51825.9752955,-43191.4562589
2010-08-16 10:04:00 UTC,+0,-51826.754053,-25916.6112735,-30234.329774,+0,-30233.9978014,+0,-47465.5822701,+0,+0,+0,-38837.9931755,+0,-51776.138371,-34559.0618258,+0,-56144.413324,+0,-51831.7538706,-43196.2721946
2010-08-16 10:04:30 UTC,+0,-51840.1882303,-25923.3294324,-30242.1670391,+0,-30241.8349308,+0,-47477.2088959,+0,+0,+0,-38847.5066826,+0,-51788.8204453,-34570.2223703,-30248.4380435,-56162.5433728,+0,-51848.4918608,-43210.2218413
2010-08-16 10:05:00 UTC,+0,-51832.6375395,-25919.5534853,-30237.7620975,+0,-30237.4300655,+0,-47473.1577678,+0,+0,+0,-38844.1918398,+0,+0,-34543.119704,-30224.7237016,-56118.5157125,+0,-51807.8447253,-43176.3460192
2010-08-16 10:05:30 UTC,-60474.2630912,-51833.8704718,-25920.1700498,-30238.4813688,+0,-30238.1493243,+0,-47474.855346,+0,-17265.1822468,-25897.6107796,-38845.5808862,+0,+0,-34577.1299542,-30254.4820544,-56173.7645857,+0,-51858.8514879,-43218.8556815
2010-08-16 10:06:00 UTC,-60454.80911,-51817.1960932,-25911.8315318,-30228.7538264,+0,-30228.4219505,+0,-47460.6798172,+0,-17260.0268982,-25889.8777877,-38833.9817345,+0,+0,+0,-30253.5812934,-56172.0922475,-38893.1317385,-51857.307555,+0
2010-08-16 10:06:30 UTC,-60444.780293,-51808.6002025,+0,-30223.7391334,+0,-30223.4073445,+0,-47449.1492058,-51756.0310769,-17255.8520351,-25883.6155182,-38824.5886023,+0,+0,+0,-30243.3348112,-56153.068795,-38879.9595273,-51839.7447585,+0
2010-08-16 10:07:00 UTC,-60373.3751288,-51747.3974732,+0,-30188.0345256,+0,-30187.703356,+0,-47390.1508558,-51691.6797209,-17234.3955,-25851.4308441,-38776.3129908,+0,+0,+0,-30269.3986459,-56201.4584884,-38913.4654984,-51884.4190008,+0
2010-08-16 10:07:30 UTC,-60298.7000776,-51683.3920616,+0,-30150.6948804,+0,-30150.3643593,-38721.7038018,-47326.8662032,-51622.6531649,-17211.3681719,-25816.9079114,-38724.5300939,+0,+0,+0,-30277.8301119,+0,-38924.304443,-51898.8708021,+0
2010-08-16 10:08:00 UTC,-60253.2093616,-51644.4011006,+0,-30127.9482311,+0,-30127.6181053,-38691.5051368,-47289.9561937,-51582.3942602,-17197.9447481,-25796.7728272,-38694.3283439,+0,+0,+0,-30278.7271922,+0,-38925.4576712,+0,+0
2010-08-16 10:08:30 UTC,-60180.8644388,-51582.4493372,+0,+0,-68767.8152121,-30091.4771503,-38643.2122333,-47230.9915578,-51518.0796872,+0,-25764.6065392,-38646.0803129,+0,+0,+0,-30293.0609363,+0,-38943.8842011,+0,+0
2010-08-16 10:09:00 UTC,-60139.9411226,-51547.3731038,+0,+0,-68721.0546835,-30071.0146401,-38615.3003403,-47196.8764407,-51480.8692636,+0,+0,-38618.1654914,-60062.049027,+0,+0,-30308.939519,+0,-38964.2966755,+0,+0
2010-08-16 10:09:30 UTC,-60278.8148638,-51666.4047031,-25836.4238168,+0,-68879.73708,+0,-38702.3036759,-47303.2156604,-51596.8567759,+0,+0,-38705.1779511,-60197.3705519,+0,+0,-30292.8939086,+0,-38943.6694813,+0,+0
2010-08-16 10:10:00 UTC,-60257.8983092,-51648.476685,-25827.4438696,+0,-68855.8370312,+0,-38687.2470044,-47284.8127492,-51576.7841443,+0,+0,-38690.1197015,-60173.952004,+0,-34633.8239929,-30304.0883114,+0,-38958.0602781,+0,+0
2010-08-16 10:10:30 UTC,-60266.0151452,-51655.4337955,-25830.9229758,+0,-68865.1116361,+0,-38693.0200911,-47291.868864,-51584.4006821,+0,+0,-38695.8933933,-60182.9312336,+0,-34608.2972811,-30281.7529008,+0,-38929.3473256,+0,+0
2010-08-16 10:11:00 UTC,-60287.2981041,-51673.6758665,-25840.0454556,+0,-68889.4303529,+0,-38707.0606409,-47309.0298276,-51603.1186238,-17204.881443,+0,+0,-60204.7693465,-51605.4297447,-34609.6255033,+0,+0,-38930.8413362,+0,+0
2010-08-16 10:11:30 UTC,-60342.549707,-51721.0331754,-25863.7278591,+0,-68952.5629334,+0,-38742.5801437,-47352.4432903,-51650.4708996,-17220.6700412,-25830.8606795,+0,-60260.0149692,-51652.784314,-34611.0212861,+0,+0,-38932.4113405,+0,+0
2010-08-16 10:12:00 UTC,-60399.0089834,-51769.4256065,-25887.9279046,-30200.8853555,-69017.075451,+0,-38783.5416901,+0,-51705.0781532,-17238.8776542,-25858.1720287,+0,-60323.7249317,-51707.394213,-34623.3198799,+0,+0,+0,+0,+0
2010-08-16 10:12:30 UTC,-60455.5412193,-51817.8805729,-25912.1592214,-30229.15314,-69081.671339,+0,-38822.0345055,+0,-51756.3942579,-17255.9879028,-25883.837335,+0,-60383.5951296,-51758.7128039,-34631.0250937,+0,+0,+0,+0,-43286.1797362
2010-08-16 10:13:00 UTC,+0,-51853.3905978,-25929.9170427,-30249.8690705,-69129.0101747,+0,-38848.2731564,+0,-51791.3739123,-17267.6511135,-25901.3321057,+0,-60424.4056868,-51793.6941535,-34618.583608,+0,+0,+0,+0,-43270.6290598
2010-08-16 10:13:30 UTC,+0,-51859.2242904,-25932.8343503,-30253.2723452,-69136.7871397,+0,-38853.054122,+0,-51797.7475832,-17269.7762764,-25904.5198417,+0,-60431.8418112,-51800.0681332,-34602.4568037,+0,-56214.9074759,+0,-51896.7642242,-43250.4720852
2010-08-16 10:14:00 UTC,+0,+0,-25934.1710786,-30254.8317465,-69140.350592,-30254.4994187,-38856.207944,+0,+0,-17271.178166,-25906.6226707,+0,-60436.7471407,-51804.2728063,-34589.6710412,+0,-56194.1372955,+0,-51877.5888703,-43234.4910959
2010-08-16 10:14:30 UTC,+0,+0,+0,-30274.8128309,-69186.010203,-30274.480157,+0,+0,+0,+0,-25925.8797245,+0,-60481.6686303,-51842.7779005,-34572.4902955,+0,-56166.1249018,+0,-51851.8221732,-43213.016795
2010-08-16 10:15:00 UTC,+0,+0,+0,-30265.6689938,-69165.1152384,-30265.3364782,+0,+0,+0,+0,+0,+0,-60466.0986455,-51829.4318664,+0,-30270.0691597,-56202.6456836,+0,-51885.5388522,-43241.1167142
2010-08-16 10:15:30 UTC,+0,+0,+0,-30270.0828998,+0,-30269.7503079,+0,+0,+0,+0,+0,+0,-60472.7513786,-51835.1343511,+0,-30255.4068483,-56175.4239292,+0,-51860.4072122,-43220.1716784
2010-08-16 10:16:00 UTC,+0,+0,+0,-30287.0703259,+0,-30286.7374397,+0,+0,+0,+0,+0,-38909.6570287,-60508.5120348,-51865.8678164,+0,-30251.5140744,-56168.1966838,+0,-51853.7348818,-43214.6108712
2010-08-16 10:16:30 UTC,+0,+0,+0,-30275.110047,+0,-30274.7773679,+0,+0,+0,-17284.8504089,+0,-38889.8599065,+0,-51845.27983,+0,-30241.8899845,-56150.3287911,-38886.1530627,-51837.2389042,-43200.8629087
2010-08-16 10:17:00 UTC,+0,+0,+0,-30252.9060389,+0,-30252.5737445,+0,+0,+0,-17271.6225499,+0,-38860.0981634,+0,-51805.6056424,+0,-30253.7285659,-56172.3080639,-38893.3057536,-51857.5305861,-43217.7742607
2010-08-16 10:17:30 UTC,+0,+0,-25913.9967096,+0,+0,-30230.9647982,+0,+0,+0,-17258.4947042,-25887.5825016,-38830.5614431,+0,-51766.2314274,+0,-30251.5996811,-56168.3556193,-38890.569,-51853.8816141,-43214.7331598
2010-08-16 10:18:00 UTC,+0,+0,-25913.8598614,+0,+0,-30230.8051564,+0,+0,+0,-17258.5379026,-25887.6472989,-38830.6586364,+0,-51766.3609919,+0,-30242.5517245,-56151.5573647,-38878.9375446,-51838.3731464,-43201.8082009
2010-08-16 10:18:30 UTC,-60418.7987538,+0,-25896.4103606,+0,+0,-30210.44926,+0,-47419.0067508,-51723.0735283,-17244.8778242,-25867.1572586,-38799.9244306,+0,-51725.3904599,+0,-30262.867517,-56189.2752577,-38905.0541857,-51873.1950214,-43230.829205
2010-08-16 10:19:00 UTC,-60334.2072748,+0,-25860.1520562,+0,+0,-30168.1517601,-38738.7182734,-47347.7231466,-51645.3225068,-17218.9534204,-25828.2707989,-38741.596364,+0,-51647.6356719,-34563.2349122,-30242.2998816,-56151.0897981,-38878.613792,-51837.9414801,-43201.4484447
2010-08-16 10:19:30 UTC,-60259.5252798,+0,-25828.1412351,+0,+0,-30130.8092081,-38687.8735988,-47285.5785998,-51577.5397162,-17196.3527055,-25794.3698533,-38690.7463613,+0,-51579.8495981,-34596.8798811,-30271.7385723,-56205.7450819,-38916.4582287,-51888.4002754,-43243.5014615
2010-08-16 10:20:00 UTC,-60282.3061881,-51669.3404973,-25837.9057788,+0,-68883.7264,-30142.2001366,-38706.090179,-47307.8436874,-51601.8248675,+0,-25806.5158514,-38708.964851,+0,-51604.1359257,-34574.098372,-30251.8051967,-56168.7371753,-38890.8331973,+0,+0
2010-08-16 10:20:30 UTC,-60372.1106711,-51746.3136337,-25876.3985258,+0,-68986.3404162,+0,-38764.9520849,-47379.7872378,-51680.2957081,+0,-25845.7623248,-38767.8329227,+0,-51682.6105671,-34547.2936185,-30228.351561,-56125.1936269,-38860.6827525,+0,+0
2010-08-16 10:21:00 UTC,-60352.294712,-51729.3289968,-25867.9048445,-30177.5007695,-68963.6979461,+0,-38752.8836427,-47365.0366695,-51664.2068498,+0,+0,-38755.7632171,+0,-51666.5209297,-34583.1481013,-30259.7235331,-56183.4382009,-38901.0124879,+0,+0
2010-08-16 10:21:30 UTC,-60333.2099272,-51712.9710635,-25859.724565,-30167.9578311,-68941.8909448,+0,-38741.6255079,-47351.2764934,-51649.1982408,+0,+0,-38744.5039032,+0,+0,-34569.2199779,-30247.5366972,-56160.8123651,-38885.3458963,+0,+0
2010-08-16 10:22:00 UTC,-60326.6458203,-51707.3448423,-25856.9110024,-30164.6755896,-68934.390548,+0,-38734.1943096,-47342.1937637,-51639.2914546,-17216.9424957,+0,-38737.0719263,-60246.8786401,+0,-34578.2236394,+0,-56175.4385532,-38895.4733685,+0,+0
2010-08-16 10:22:30 UTC,-60338.5038173,-51717.5085577,+0,-30170.6049275,-68947.9399454,+0,-38741.5331018,-47351.1635507,-51649.0750514,-17220.2046259,+0,-38744.4114874,-60258.2930693,+0,-34630.5727516,+0,+0,-38954.3565473,+0,+0
2010-08-16 10:23:00 UTC,-60389.9908139,-51761.6390455,+0,-30196.3498989,-69006.7709485,+0,-38776.2518789,-47393.5983313,-51695.3598546,-17235.6372964,+0,-38779.1338997,-60312.2931074,+0,-34596.5276945,+0,+0,+0,+0,+0
2010-08-16 10:23:30 UTC,-60352.9932888,-51729.9277604,+0,-30177.8500779,-68964.4961671,+0,-38751.400811,-47363.2242889,-51662.230036,-17224.5908722,-25836.7269449,-38754.28023,-60273.6408642,+0,-34614.4516428,+0,+0,+0,+0,+0
2010-08-16 10:24:00 UTC,-60374.4473959,-51748.316485,+0,-30188.5777454,-68989.0104457,+0,-38766.9619953,-47382.2438367,-51682.9751884,-17231.5078969,-25847.1024429,+0,-60297.8440357,+0,-34591.4726338,+0,+0,+0,+0,+0
2010-08-16 10:24:30 UTC,-60394.7573727,-51765.7245539,+0,-30198.7333148,-69012.2173991,-30198.4280691,-38781.8400423,-47400.4284246,-51702.8096279,-17238.1212632,-25857.0224551,+0,-60320.9846869,+0,+0,+0,+0,+0,+0,+0
2010-08-16 10:25:00 UTC,-60386.4199266,-51758.5783697,+0,-30194.5643531,-69002.690716,-30194.2591725,-38775.8400636,-47393.0949929,-51694.8108489,-17235.4542425,-25853.0219392,+0,-60311.6525877,+0,+0,+0,+0,+0,+0,+0
2010-08-16 10:25:30 UTC,-60378.0298397,-51751.3870661,-25878.9356492,-30190.3690697,-68993.1038831,-30190.0639545,-38771.5496159,-47387.8510236,-51689.0911046,+0,-25850.1612618,+0,-60304.9794167,+0,+0,+0,+0,+0,-51924.0502306,-43273.2125977
2010-08-16 10:26:00 UTC,-60348.7736431,-51726.3110215,-25866.3956145,-30175.7401343,-68959.6746392,-30175.4352475,-38753.3922901,-47365.6583602,-51664.8849455,+0,-25838.0547737,+0,-60276.7383218,+0,+0,-30266.6539111,+0,+0,-51879.685014,-43236.2380493
2010-08-16 10:26:30 UTC,-60367.1392223,-51742.05251,-25874.2676221,+0,-68980.6598491,-30184.6184192,+0,-47379.7192218,+0,+0,-25845.7252209,+0,-60294.6313578,-51682.5363762,+0,-30245.9903642,+0,+0,-51844.2670772,-43206.7202798
2010-08-16 10:27:00 UTC,+0,-51744.7977459,-25875.6404605,+0,-68984.3195629,-30186.219918,+0,-47384.6619665,+0,+0,+0,+0,-60300.9212072,-51687.9278271,+0,-30241.2402976,+0,+0,-51836.1253217,-43199.9348345
2010-08-16 10:27:30 UTC,+0,-51755.502213,-25880.9935531,+0,-68998.5898456,-30192.4646235,+0,-47392.9452449,+0,-17235.3997823,+0,+0,-60311.4620265,-51696.9630684,+0,-30244.3050915,+0,+0,-51841.3784698,-43204.3128766
2010-08-16 10:28:00 UTC,+0,-51761.1408109,-25883.8133045,+0,+0,-30195.7540337,+0,-47398.2774307,+0,-17237.3389903,+0,+0,-60318.2474566,-51702.7793145,-34557.2654568,-30237.0767247,-56141.3925904,-38871.8992467,-51828.9888335,-43193.9871922
2010-08-16 10:28:30 UTC,+0,-51720.2920795,-25863.3856605,+0,+0,-30171.9239545,+0,-47357.5604725,+0,-17222.5310569,+0,+0,-60266.4334203,-51658.3660377,-34580.2370565,-30257.1764258,-56178.7092918,-38897.7380947,-51863.4403211,-43222.6995108
