# file...... Output/Qh/house_Qh_file_006.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_9A_tm_0_A_9_Meter_11_101:Qh,house_0_10A_tm_0_A_10_Meter_11_102:Qh,house_0_11A_tm_0_A_11_Meter_11_103:Qh,house_0_12A_tm_0_A_12_Meter_11_104:Qh,house_0_13A_tm_0_A_13_Meter_11_105:Qh,house_0_14A_tm_0_A_14_Meter_11_106:Qh,house_0_15A_tm_0_A_15_Meter_11_107:Qh,house_0_1B_tm_0_B_1_Meter_12_108:Qh,house_0_2B_tm_0_B_2_Meter_12_109:Qh,house_0_3B_tm_0_B_3_Meter_12_110:Qh,house_0_4B_tm_0_B_4_Meter_12_111:Qh,house_0_5B_tm_0_B_5_Meter_12_112:Qh,house_0_6B_tm_0_B_6_Meter_12_113:Qh,house_0_7B_tm_0_B_7_Meter_12_114:Qh,house_0_8B_tm_0_B_8_Meter_12_115:Qh,house_0_1C_tm_0_C_1_Meter_16_116:Qh,house_0_2C_tm_0_C_2_Meter_16_117:Qh,house_0_3C_tm_0_C_3_Meter_16_118:Qh,house_0_4C_tm_0_C_4_Meter_16_119:Qh,house_0_5C_tm_0_C_5_Meter_16_120:Qh
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56371.8777726,+0,+0,+0
2010-08-16 00:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34761.2196265,+0,+0,+0,+0,+0,-56334.8438591,+0,+0,+0
2010-08-16 00:02:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34760.5571123,+0,+0,+0,+0,+0,-56323.1547876,+0,+0,+0
2010-08-16 00:03:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34750.4984903,+0,+0,+0,+0,+0,-56303.3291754,+0,+0,+0
2010-08-16 00:03:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34750.2064339,+0,+0,+0,+0,+0,-56299.6290205,+0,+0,+0
2010-08-16 00:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-13034.3822015,+0,-34752.8529662,+0,+0,+0,+0,+0,-56258.7263708,+0,+0,+0
2010-08-16 00:04:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-13036.1886109,+0,-34757.5500912,+0,+0,+0,-52133.7101398,+0,-56352.8172114,+0,+0,+0
2010-08-16 00:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-13035.5283895,+0,+0,+0,+0,+0,-52131.0699674,+0,-56354.8637728,+0,+0,+0
2010-08-16 00:05:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-13039.4755682,+0,+0,+0,+0,+0,-52146.8544174,+0,-56315.4359277,+0,+0,+0
2010-08-16 00:06:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52136.2422001,+0,-56354.3036049,+0,+0,+0
2010-08-16 00:06:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52133.2508497,+0,+0,+0,+0,+0
2010-08-16 00:07:00 UTC,+0,+0,-60928.8441397,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60812.900201,+0,-52122.1548942,+0,+0,+0,+0,+0
2010-08-16 00:07:30 UTC,+0,+0,-60948.8790099,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60812.7124212,+0,-52121.6375004,+0,+0,+0,+0,+0
2010-08-16 00:08:00 UTC,+0,+0,-60950.3829765,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60820.915442,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:08:30 UTC,+0,+0,-60953.8372883,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60832.9488452,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:09:00 UTC,-30474.1195587,+0,-60945.1924395,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60832.8916392,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:09:30 UTC,-30472.6498543,+0,-60941.7369251,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60844.8989855,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:10:00 UTC,-30481.943999,+0,-60960.3238401,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60838.4116625,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:10:30 UTC,-30483.6205205,+0,-60963.6766351,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:11:00 UTC,-30483.6350364,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65274.3341229,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65255.4223069,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65256.3928328,+0,+0
2010-08-16 00:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65240.172888,+0,+0
2010-08-16 00:14:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65231.4502687,+0,+0
2010-08-16 00:14:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52117.2382387,+0,+0,+0,-65247.9789582,+0,+0
2010-08-16 00:15:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43423.691974,+0,-52102.8655916,+0,+0,+0,-65260.7200265,+0,+0
2010-08-16 00:15:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43434.291163,+0,-52115.5828984,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43435.1725731,+0,-52116.6404474,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43441.2902181,+0,-52123.5757032,+0,+0,+0,+0,+0,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43443.3072002,+0,-52125.9957167,+0,+0,+0,+0,+0,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43448.1391476,+0,-52131.7931792,+0,+0,+0,+0,+0,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52145.0769722,+0,+0,+0,+0,+0,+0
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-13043.9436727,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:00 UTC,+0,+0,+0,-43578.3180616,+0,+0,+0,+0,-13042.1497772,+0,-34779.6734831,+0,+0,+0,+0,+0,-56530.56363,+0,+0,+0
2010-08-16 00:19:30 UTC,+0,+0,+0,-43571.4358899,+0,+0,+0,+0,-13043.9052455,+0,-34778.1235248,+0,+0,+0,+0,+0,-56522.5975749,+0,+0,+0
2010-08-16 00:20:00 UTC,+0,+0,+0,-43574.7579121,+0,+0,+0,+0,-13041.7125332,+0,-34772.2775022,+0,+0,+0,+0,+0,-56531.8749206,+0,+0,+0
2010-08-16 00:20:30 UTC,+0,+0,+0,-43579.6388202,+0,+0,+0,+0,+0,+0,-34767.2255069,+0,+0,+0,+0,+0,-56532.6547615,+0,+0,+0
2010-08-16 00:21:00 UTC,+0,+0,+0,+0,+0,+0,-17433.3306529,+0,+0,+0,-34769.5234671,+0,+0,+0,+0,+0,-56550.4658152,+0,+0,+0
2010-08-16 00:21:30 UTC,+0,+0,+0,+0,+0,+0,-17429.0313017,+0,+0,+0,-34776.1848302,+0,+0,+0,+0,+0,-56557.9022783,+0,+0,+0
2010-08-16 00:22:00 UTC,+0,+0,+0,+0,+0,+0,-17424.3665759,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56550.8116774,+0,+0,+0
2010-08-16 00:22:30 UTC,+0,+0,+0,+0,+0,+0,-17432.1418705,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56542.4860862,+0,+0,+0
2010-08-16 00:23:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56559.5671588,+0,+0,+0
2010-08-16 00:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60850.181063,+0,+0,+0,+0,+0,-56531.721329,+0
2010-08-16 00:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60822.9271669,+0,+0,+0,+0,+0,-56513.0362704,+0
2010-08-16 00:25:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60820.0452177,+0,+0,+0,+0,+0,-56535.3936557,+0
2010-08-16 00:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60795.8919144,+0,+0,+0,+0,+0,-56527.61955,+0
2010-08-16 00:26:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60828.8300178,+0,+0,+0,+0,+0,-56504.0973544,+0
2010-08-16 00:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60834.9827455,+0,+0,+0,+0,+0,-56495.6823893,+0
2010-08-16 00:27:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60832.5855005,+0,+0,+0,+0,+0,-56495.8416028,+0
2010-08-16 00:28:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56507.1291614,+0
2010-08-16 00:28:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56521.51595,+0
2010-08-16 00:29:00 UTC,+0,+0,+0,+0,+0,+0,+0,-65126.6557448,+0,+0,+0,+0,+0,+0,-52102.7550749,+0,+0,+0,+0,+0
2010-08-16 00:29:30 UTC,+0,+0,+0,+0,+0,+0,+0,-65128.1340986,+0,+0,+0,+0,+0,+0,-52103.9377974,+0,+0,+0,+0,+0
2010-08-16 00:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,-65128.1110099,+0,+0,+0,+0,+0,+0,-52103.9193259,+0,+0,+0,+0,+0
2010-08-16 00:30:30 UTC,+0,+0,+0,+0,+0,+0,+0,-65129.8467032,+0,+0,+0,+0,+0,+0,-52105.3079269,+0,+0,+0,+0,+0
2010-08-16 00:31:00 UTC,+0,+0,+0,+0,+0,+0,+0,-65134.2996222,+0,-30399.5693805,+0,+0,+0,+0,-52108.8703811,+0,+0,+0,+0,+0
2010-08-16 00:31:30 UTC,-30497.4042875,+0,+0,+0,+0,+0,+0,-65132.3393749,+0,-30398.6544692,+0,+0,+0,+0,-52107.3021309,+0,+0,+0,+0,+0
2010-08-16 00:32:00 UTC,-30499.1965157,+0,+0,+0,+0,+0,+0,-65150.443636,+0,-30407.1043181,+0,+0,+0,+0,-52121.7860238,+0,+0,+0,+0,+0
2010-08-16 00:32:30 UTC,-30480.623296,+0,+0,+0,+0,+0,+0,-65188.447763,+0,-30424.8420832,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:33:00 UTC,-30484.9067733,+0,+0,+0,+0,+0,+0,+0,+0,-30422.2114941,+0,+0,+0,+0,+0,+0,+0,-65181.2898355,+0,+0
2010-08-16 00:33:30 UTC,-30487.6572344,+0,+0,+0,+0,+0,+0,+0,-13042.5026352,-30429.0803432,+0,+0,+0,+0,+0,+0,+0,-65182.2558892,+0,+0
2010-08-16 00:34:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-13045.1076914,+0,+0,+0,+0,+0,+0,+0,+0,-65173.8079329,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-13043.4223125,+0,+0,+0,+0,+0,+0,+0,+0,-65170.5070794,+0,+0
2010-08-16 00:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-13042.5137903,+0,+0,+0,+0,+0,+0,+0,+0,-65196.9828633,+0,+0
2010-08-16 00:35:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43459.1809921,+0,+0,+0,+0,+0,-65210.4911589,+0,+0
2010-08-16 00:36:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43454.9627128,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43456.2553651,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43447.6121243,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:30 UTC,+0,+0,+0,+0,-60970.6841939,+0,+0,+0,+0,+0,+0,-43445.6614726,+0,+0,+0,+0,-56471.020972,+0,+0,+0
2010-08-16 00:38:00 UTC,+0,+0,+0,+0,-60987.4684316,+0,+0,+0,+0,+0,+0,-43426.1318718,+0,+0,+0,+0,-56489.2101766,+0,+0,+0
2010-08-16 00:38:30 UTC,+0,+0,+0,+0,-60979.009985,+0,+0,+0,+0,+0,-34744.5834822,-43431.2973678,+0,+0,+0,+0,-56503.4552677,+0,+0,+0
2010-08-16 00:39:00 UTC,+0,+0,+0,+0,-60978.9410544,+0,+0,+0,+0,+0,-34751.1043225,+0,+0,+0,+0,+0,-56485.2740398,+0,+0,+0
2010-08-16 00:39:30 UTC,+0,+0,+0,+0,-60984.6993795,+0,+0,+0,+0,+0,-34759.4941366,+0,+0,+0,+0,-43431.7066571,-56453.9058115,+0,+0,+0
2010-08-16 00:40:00 UTC,+0,+0,+0,+0,-60972.8401599,+0,+0,+0,+0,+0,-34764.4388716,+0,+0,+0,+0,-43441.0606668,-56466.0640421,+0,+0,+0
2010-08-16 00:40:30 UTC,+0,+0,+0,+0,-60971.9976507,+0,+0,+0,+0,+0,-34763.1924178,+0,+0,+0,+0,-43442.621543,-56468.0928504,+0,+0,+0
2010-08-16 00:41:00 UTC,+0,+0,+0,+0,-60972.3397456,+0,-17423.7306038,+0,+0,+0,-34757.1835349,+0,+0,-52130.4837212,+0,-43441.1785788,-56466.2173029,+0,+0,+0
2010-08-16 00:41:30 UTC,+0,+0,-60973.8501733,+0,+0,+0,-17423.6397002,+0,+0,+0,+0,+0,-60821.6841859,-52126.6505047,+0,-43447.5212654,-56474.4614511,+0,+0,+0
2010-08-16 00:42:00 UTC,+0,-39182.1431025,-60949.7202425,+0,+0,-39185.6031829,-17416.7441831,+0,+0,+0,+0,+0,-60844.1785941,-52145.9283528,+0,-43430.035637,-56451.7338395,+0,+0,+0
2010-08-16 00:42:30 UTC,+0,-39196.1181484,-60971.4592059,+0,+0,-39199.5798057,-17422.9564427,+0,+0,+0,+0,+0,-60826.239552,-52130.5544817,+0,-43436.007633,+0,+0,+0,+0
2010-08-16 00:43:00 UTC,+0,-39186.9582468,-60957.2104681,+0,+0,-39190.4188706,+0,+0,+0,+0,+0,+0,-60839.7400372,-52142.124482,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:30 UTC,+0,-39205.7969519,-60986.5151247,+0,+0,-39209.2597016,+0,+0,+0,+0,+0,+0,-60821.7946509,-52126.745174,+0,+0,+0,+0,+0,+0
2010-08-16 00:44:00 UTC,+0,-39203.6166236,-60983.1235023,+0,+0,-39207.0791272,+0,+0,+0,+0,+0,+0,-60829.8937454,-52133.6861485,+0,+0,+0,+0,+0,+0
2010-08-16 00:44:30 UTC,+0,-39190.8752386,-60963.3035672,+0,+0,-39194.3363044,+0,+0,+0,+0,+0,+0,-60842.2968703,-52144.3157039,+0,+0,+0,+0,+0,+0
2010-08-16 00:45:00 UTC,+0,-39187.7874411,-60958.500326,+0,+0,-39191.2481585,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:45:30 UTC,+0,+0,+0,+0,+0,-39193.7145232,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:46:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:46:30 UTC,+0,+0,+0,-43544.5157056,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:47:00 UTC,+0,+0,+0,-43529.6860438,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:47:30 UTC,+0,+0,+0,-43525.5757501,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:48:00 UTC,+0,+0,+0,-43535.3847367,+0,+0,+0,+0,-13034.9368344,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:48:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-13037.6742876,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56507.9195223,+0
2010-08-16 00:49:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-13040.8846399,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56472.3665539,+0
2010-08-16 00:49:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-13036.4390598,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56482.7926765,+0
2010-08-16 00:50:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56512.0894347,+0
2010-08-16 00:50:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56506.9928861,+0
2010-08-16 00:51:00 UTC,-30478.0999317,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65178.682021,-56496.4106901,+0
2010-08-16 00:51:30 UTC,-30462.1242228,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65194.178021,-56509.8428656,+0
2010-08-16 00:52:00 UTC,-30463.4394115,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65190.4712583,-56506.6297856,+0
2010-08-16 00:52:30 UTC,-30456.3467944,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65183.0927788,-56500.234004,+0
2010-08-16 00:53:00 UTC,-30462.9026702,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65245.0926221,+0,+0
2010-08-16 00:53:30 UTC,-30475.0507552,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43430.737456,+0,+0,+0,+0,+0,-65227.9540568,+0,+0
2010-08-16 00:54:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30410.6465705,+0,-43442.2159694,+0,+0,-52127.8578013,+0,+0,+0,+0,+0
2010-08-16 00:54:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30405.7309675,+0,-43435.1939778,+0,+0,-52119.4319624,+0,+0,+0,+0,+0
2010-08-16 00:55:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30420.9417879,+0,-43456.9227981,+0,+0,-52145.5048421,+0,+0,+0,+0,+0
2010-08-16 00:55:30 UTC,+0,+0,+0,+0,+0,+0,+0,-65155.667473,+0,-30409.5424531,+0,-43440.638726,+0,+0,-52125.965233,+0,+0,+0,+0,+0
2010-08-16 00:56:00 UTC,+0,+0,+0,+0,+0,+0,+0,-65158.9893853,+0,-30411.0928979,+0,-43442.853553,+0,+0,-52128.6228517,+0,+0,+0,+0,+0
2010-08-16 00:56:30 UTC,+0,+0,+0,+0,+0,+0,+0,-65139.7957798,+0,+0,+0,+0,+0,+0,-52113.2674542,+0,+0,+0,+0,-47799.5128306
2010-08-16 00:57:00 UTC,+0,+0,+0,+0,+0,+0,+0,-65110.3848311,+0,+0,+0,+0,+0,+0,-52089.7379089,+0,-56471.2470157,+0,+0,-47786.8617552
2010-08-16 00:57:30 UTC,+0,+0,+0,+0,+0,+0,+0,-65106.9911533,+0,+0,+0,+0,+0,+0,+0,+0,-56473.3704899,+0,+0,-47788.6587056
2010-08-16 00:58:00 UTC,+0,+0,+0,+0,+0,+0,+0,-65113.6178244,+0,+0,-34729.6281913,+0,-60777.933694,+0,+0,+0,-56482.140918,+0,+0,-47796.080517
2010-08-16 00:58:30 UTC,+0,+0,+0,+0,+0,+0,+0,-65125.2254065,+0,+0,-34735.8193819,+0,-60788.7686011,+0,+0,+0,-56449.9146924,+0,+0,-47768.8096742
2010-08-16 00:59:00 UTC,+0,+0,+0,+0,+0,+0,+0,-65140.7372622,+0,+0,-34744.0930133,+0,-60803.2478883,+0,+0,+0,-56464.4335953,+0,+0,-47781.0960252
2010-08-16 00:59:30 UTC,+0,+0,+0,+0,+0,+0,-17429.7019044,+0,+0,+0,-34747.5921017,+0,-60809.3714759,+0,+0,+0,-56475.1032254,+0,+0,-47790.1250008
2010-08-16 01:00:00 UTC,+0,+0,+0,+0,+0,+0,-17422.9063737,+0,+0,+0,-34758.7203075,+0,-60828.8464171,+0,+0,+0,-56480.7336989,+0,+0,-47794.889684
2010-08-16 01:00:30 UTC,+0,+0,+0,+0,+0,+0,-17427.685732,+0,+0,+0,-34761.6739365,+0,-60834.015422,+0,+0,+0,-56465.7247178,+0,+0,+0
2010-08-16 01:01:00 UTC,+0,+0,+0,+0,+0,+0,-17430.3876022,+0,+0,+0,+0,+0,-60839.0429116,+0,+0,+0,-56454.054337,+0,+0,+0
2010-08-16 01:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:02:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-13033.0599069,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-13030.6849308,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-13033.0317167,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-13033.4051671,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:04:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43448.0664277,+0,+0,+0,+0
2010-08-16 01:05:00 UTC,+0,-39210.6988728,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52116.8966014,+0,-43459.032067,+0,+0,+0,+0
2010-08-16 01:05:30 UTC,+0,-39198.6077331,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52121.2777187,+0,-43469.5757562,+0,+0,+0,+0
2010-08-16 01:06:00 UTC,+0,-39190.8462882,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52134.3198855,+0,-43455.1950794,+0,+0,+0,+0
2010-08-16 01:06:30 UTC,+0,-39186.5721835,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52160.2247198,+0,-43469.902917,+0,+0,+0,+0
2010-08-16 01:07:00 UTC,+0,-39184.7133437,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52155.5250664,+0,-43475.67133,+0,+0,+0,+0
2010-08-16 01:07:30 UTC,+0,-39168.95258,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52162.0311273,+0,-43483.1417414,+0,+0,+0,+0
2010-08-16 01:08:00 UTC,+0,-39186.0513136,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52143.6735819,+0,+0,+0,+0,+0,+0
2010-08-16 01:08:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52133.8102042,+0,+0,+0,-65228.7275842,+0,+0
2010-08-16 01:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65224.6025638,+0,+0
2010-08-16 01:09:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65190.4265247,+0,+0
2010-08-16 01:10:00 UTC,+0,+0,+0,+0,-60969.925232,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65188.5043301,+0,+0
2010-08-16 01:10:30 UTC,-30484.4327489,+0,+0,+0,-60964.0260432,+0,+0,+0,+0,+0,+0,-43446.8968812,+0,+0,+0,+0,+0,-65185.7238877,-56502.3181744,+0
2010-08-16 01:11:00 UTC,-30481.6567962,+0,+0,-43552.5219213,-60958.4746651,+0,+0,+0,+0,+0,+0,-43455.2313066,+0,+0,+0,+0,+0,-65183.598305,-56500.4756993,+0
2010-08-16 01:11:30 UTC,-30489.6611788,+0,+0,-43557.0436082,-60974.4819103,+0,+0,+0,+0,+0,+0,-43451.1104351,+0,+0,+0,+0,+0,+0,-56488.1711826,+0
2010-08-16 01:12:00 UTC,-30479.3891053,+0,+0,-43542.3689452,-60953.9397138,+0,+0,+0,+0,+0,+0,-43455.780928,+0,+0,+0,+0,+0,+0,-56503.1409842,+0
2010-08-16 01:12:30 UTC,-30482.8718357,+0,+0,-43547.3443667,-60960.9045135,+0,+0,+0,+0,+0,+0,-43461.7941946,+0,+0,+0,+0,+0,+0,-56486.7535349,+0
2010-08-16 01:13:00 UTC,-30485.7859597,+0,+0,-43551.5074783,-60966.732208,+0,+0,+0,+0,+0,+0,-43457.3579187,+0,+0,+0,+0,+0,+0,-56497.6108147,+0
2010-08-16 01:13:30 UTC,+0,+0,+0,+0,-60967.4585477,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56522.9907251,+0
2010-08-16 01:14:00 UTC,+0,+0,+0,+0,+0,-39218.8877942,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56491.5305739,+0
