# file...... Output/Qh/house_Qh_file_060.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_15C_tm_3_C_15_Meter_103_1181:Qh,house_3_1C_tm_3_C_1_Meter_104_1182:Qh,house_3_2C_tm_3_C_2_Meter_104_1183:Qh,house_3_3C_tm_3_C_3_Meter_104_1184:Qh,house_3_4C_tm_3_C_4_Meter_104_1185:Qh,house_3_5C_tm_3_C_5_Meter_104_1186:Qh,house_3_6C_tm_3_C_6_Meter_104_1187:Qh,house_3_7C_tm_3_C_7_Meter_104_1188:Qh,house_3_8C_tm_3_C_8_Meter_104_1189:Qh,house_3_9C_tm_3_C_9_Meter_104_1190:Qh,house_3_10C_tm_3_C_10_Meter_104_1191:Qh,house_3_11C_tm_3_C_11_Meter_104_1192:Qh,house_3_12C_tm_3_C_12_Meter_104_1193:Qh,house_3_13C_tm_3_C_13_Meter_104_1194:Qh,house_3_14C_tm_3_C_14_Meter_104_1195:Qh,house_3_15C_tm_3_C_15_Meter_104_1196:Qh,house_3_1B_tm_3_B_1_Meter_106_1197:Qh,house_3_2B_tm_3_B_2_Meter_106_1198:Qh,house_3_3B_tm_3_B_3_Meter_106_1199:Qh,house_3_4B_tm_3_B_4_Meter_106_1200:Qh
2010-08-16 07:22:30 UTC,-21879.1050916,+0,+0,-26244.8857113,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30619.6092157,+0,-17483.2389143,+0,+0,+0
2010-08-16 07:23:00 UTC,-21865.2456536,+0,+0,-26225.8232155,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30597.3691273,-52447.9828737,+0,+0,+0,+0
2010-08-16 07:23:30 UTC,-21865.4149121,+0,+0,-26226.0261652,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30597.6059074,-52448.3887369,+0,+0,+0,+0
2010-08-16 07:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30593.6284221,-52441.5709547,+0,+0,+0,+0
2010-08-16 07:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30592.0490985,-52438.8638463,+0,+0,+0,+0
2010-08-16 07:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52490.8116354,+0,+0,+0,+0
2010-08-16 07:25:30 UTC,+0,-56805.1408096,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52430.6917876,+0,-52434.6679905,+0,+0,+0,+0
2010-08-16 07:26:00 UTC,+0,-56761.9333549,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52390.81288,+0,-52394.785166,+0,+0,+0,+0
2010-08-16 07:26:30 UTC,+0,-56793.5277952,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52419.9733983,+0,+0,+0,+0,+0,-47995.783526
2010-08-16 07:27:00 UTC,+0,-56768.2853694,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52396.6755581,+0,+0,+0,+0,+0,-47977.4598321
2010-08-16 07:27:30 UTC,+0,-56801.6667294,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52427.4853384,+0,+0,+0,+0,+0,-47917.0079166
2010-08-16 07:28:00 UTC,+0,-56789.8964099,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52416.6217616,+0,+0,+0,+0,-34861.0690585,-47929.3709363
2010-08-16 07:28:30 UTC,+0,-56737.1497663,+0,+0,-61095.5363962,+0,+0,+0,+0,+0,+0,+0,+0,-52367.9385307,+0,+0,+0,-21795.0816625,-34867.7389714,-47938.5409374
2010-08-16 07:29:00 UTC,+0,-56737.2933391,+0,+0,-61095.6909936,+0,+0,+0,+0,-65452.4973956,+0,+0,+0,-52368.0710431,+0,+0,+0,-21844.2369704,-34946.3746763,-48046.6517248
2010-08-16 07:29:30 UTC,+0,+0,+0,+0,-61098.9252485,+0,+0,+0,+0,-65455.9622074,+0,+0,+0,-52370.8432692,+0,+0,+0,-21872.3966732,-34991.4228791,-48108.5853844
2010-08-16 07:30:00 UTC,+0,+0,+0,+0,-61152.7804714,+0,+0,+0,+0,-65513.6565475,-21844.2287014,+0,+0,+0,+0,+0,+0,-21882.507254,-35007.5971806,-48130.8223145
2010-08-16 07:30:30 UTC,+0,+0,+0,+0,-61081.2855872,+0,+0,+0,+0,-65437.0648771,-21818.6891851,+0,+0,+0,+0,+0,+0,-21880.2586397,+0,+0
2010-08-16 07:31:00 UTC,+0,+0,+0,+0,-61077.4884055,+0,-17453.9822096,+0,+0,-65432.9970101,-21817.3327426,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:31:30 UTC,+0,+0,+0,+0,-61014.8883406,+0,-17436.0923212,+0,+0,-65365.9344449,-21794.9705305,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:32:00 UTC,-21828.2676709,+0,+0,+0,-61076.7158613,+0,-17453.7614314,+0,+0,-65432.1693945,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:32:30 UTC,-21833.1316387,+0,+0,+0,+0,+0,-17459.7935396,+0,+0,-65454.7815342,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:33:00 UTC,-21843.8416087,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17556.4234889,+0,+0,+0
2010-08-16 07:33:30 UTC,-21818.5970762,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17536.9575164,+0,+0,+0
2010-08-16 07:34:00 UTC,+0,+0,+0,+0,+0,-56633.7765485,+0,+0,+0,+0,+0,+0,-52283.2158563,+0,+0,+0,-17540.8879421,+0,+0,+0
2010-08-16 07:34:30 UTC,+0,+0,+0,+0,+0,-56645.9448256,+0,+0,+0,+0,+0,+0,-52294.4497825,+0,+0,+0,-17534.4693658,+0,+0,+0
2010-08-16 07:35:00 UTC,+0,+0,+0,-26169.9202507,+0,-56692.9638261,+0,+0,+0,+0,+0,+0,-52337.8583904,+0,+0,+0,-17524.2662234,+0,+0,+0
2010-08-16 07:35:30 UTC,+0,+0,+0,-26195.851638,+0,-56749.1370074,+0,+0,+0,+0,+0,+0,-52389.7185186,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:36:00 UTC,+0,+0,+0,-26179.3782814,+0,-56713.4518038,+0,-39268.3587831,+0,+0,+0,+0,-52356.7734347,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:36:30 UTC,+0,+0,+0,-26179.3127762,+0,-56713.3099041,+0,-39268.2605279,+0,+0,+0,+0,-52356.6424308,+0,-30543.1057549,+0,+0,+0,+0,+0
2010-08-16 07:37:00 UTC,+0,+0,+0,-26183.3450331,+0,-56722.0447313,+0,-39274.3087485,+0,+0,+0,+0,-52364.706546,+0,-30547.8101625,+0,+0,+0,+0,+0
2010-08-16 07:37:30 UTC,+0,+0,+0,+0,+0,-56717.2348135,+0,-39270.9782371,+0,+0,+0,+0,-52360.2659626,+0,-30545.2196348,+0,+0,+0,+0,+0
2010-08-16 07:38:00 UTC,+0,+0,+0,+0,+0,-56694.9493001,+0,-39255.547169,+0,+0,+0,+0,-52339.6916616,+0,-30533.2170903,+0,+0,+0,+0,+0
2010-08-16 07:38:30 UTC,+0,+0,+0,+0,+0,+0,+0,-39246.611587,-56681.1730155,+0,+0,+0,-52327.7778166,+0,-30526.2668442,+0,+0,+0,+0,+0
2010-08-16 07:39:00 UTC,+0,+0,+0,+0,+0,+0,+0,-39273.3796356,-56719.8307485,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:39:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-56717.7272913,+0,-21818.7561624,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:40:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-56729.6808161,+0,-21823.3549801,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:40:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-56817.877879,+0,-21857.2853949,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:41:00 UTC,+0,+0,+0,+0,+0,+0,-17470.2811176,+0,-56766.9847853,+0,-21837.7062424,+0,+0,+0,+0,+0,+0,-21854.1965308,+0,+0
2010-08-16 07:41:30 UTC,-21836.0702865,+0,+0,+0,+0,+0,-17461.9276056,+0,-56739.8428272,+0,+0,+0,+0,+0,+0,+0,+0,-21880.6826212,+0,+0
2010-08-16 07:42:00 UTC,-21827.7052083,+0,+0,+0,+0,+0,-17455.2638237,+0,-56718.1910861,+0,+0,+0,+0,+0,+0,+0,+0,-21881.3761578,+0,+0
2010-08-16 07:42:30 UTC,-21819.5211955,+0,+0,+0,+0,+0,-17449.0991502,+0,-56698.1610317,+0,+0,+0,+0,+0,+0,+0,+0,-21881.4406396,+0,+0
2010-08-16 07:43:00 UTC,-21811.668107,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21896.4534231,+0,+0
2010-08-16 07:43:30 UTC,-21798.8137,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61005.4106566,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:44:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61053.6471527,+0,+0,+0,+0,-17546.9822577,+0,+0,+0
2010-08-16 07:44:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61081.1248461,+0,+0,+0,+0,-17537.6277299,+0,-35070.4729844,+0
2010-08-16 07:45:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61028.2295136,+0,+0,+0,+0,-17515.118138,+0,-35025.4615307,+0
2010-08-16 07:45:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61019.9965441,+0,+0,+0,+0,-17499.269136,+0,-34993.7690995,+0
2010-08-16 07:46:00 UTC,+0,-56699.5008781,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61055.5890257,+0,+0,+0,+0,-17506.9256339,+0,-35009.0794031,+0
2010-08-16 07:46:30 UTC,+0,-56714.3009525,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61071.5257402,+0,+0,+0,+0,+0,+0,-34992.9762639,+0
2010-08-16 07:47:00 UTC,+0,-56598.1036348,+0,-26123.6036143,+0,+0,+0,+0,+0,+0,+0,-60946.4045163,+0,-52239.6031568,+0,-52243.5612142,+0,+0,+0,+0
2010-08-16 07:47:30 UTC,+0,-56673.5271263,+0,-26158.4167042,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52309.2162863,+0,-52313.1811856,+0,+0,+0,-48090.5448955
2010-08-16 07:48:00 UTC,+0,-56668.7317686,+0,-26156.2033192,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52304.7903463,+0,-52308.7548105,+0,+0,+0,-48062.1943511
2010-08-16 07:48:30 UTC,+0,-56647.8128825,+0,-26146.5478254,+0,+0,+0,+0,+0,-65349.2756476,-21789.4162031,+0,+0,-52285.4829773,-30504.8791356,-52289.4455444,+0,+0,+0,-48001.4801266
2010-08-16 07:49:00 UTC,+0,-56615.6308598,+0,-26131.693625,+0,+0,+0,+0,+0,-65312.1521569,-21777.037263,+0,+0,-52255.7801455,-30487.5488375,-52259.7397929,+0,+0,+0,-47973.8677384
2010-08-16 07:49:30 UTC,+0,-56648.1475274,+0,+0,+0,+0,-17433.2790478,+0,+0,-65349.6616771,-21789.5449254,+0,+0,-52285.7918426,-30505.0593447,-52289.7544398,+0,+0,+0,-47978.5763861
2010-08-16 07:50:00 UTC,+0,+0,+0,+0,+0,+0,-17444.754708,+0,+0,-65398.4041451,-21805.7984424,+0,+0,-52324.791256,-30527.8139719,-52328.7578391,+0,+0,+0,-47966.7806144
2010-08-16 07:50:30 UTC,-21833.6069128,+0,+0,+0,+0,+0,-17456.7870326,+0,+0,-65443.5088732,+0,+0,+0,-52360.8799455,-30548.8701354,+0,+0,+0,+0,-47959.2282882
2010-08-16 07:51:00 UTC,-21834.2846941,+0,+0,+0,-61085.4437067,+0,-17456.2560965,+0,+0,-65441.518591,+0,+0,+0,-52359.287503,+0,+0,+0,+0,+0,-47985.6441417
2010-08-16 07:51:30 UTC,-21825.819886,+0,+0,+0,-61061.7727547,+0,+0,+0,+0,-65416.160234,+0,+0,+0,-52338.9980591,+0,+0,+0,+0,+0,+0
2010-08-16 07:52:00 UTC,-21805.1537084,+0,+0,+0,-61012.5425286,+0,+0,+0,+0,-65363.4205891,+0,+0,+0,+0,+0,+0,+0,-21838.4518926,+0,+0
2010-08-16 07:52:30 UTC,-21794.9501938,+0,+0,+0,-60984.8284122,+0,+0,+0,+0,-65333.7308478,+0,+0,+0,+0,+0,+0,+0,-21854.768061,+0,+0
2010-08-16 07:53:00 UTC,+0,+0,+0,+0,-60897.5293009,-56561.3537488,+0,-39153.654972,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21876.1593177,+0,+0
2010-08-16 07:53:30 UTC,+0,+0,+0,+0,-60765.2996065,-56425.0122352,+0,-39068.6363131,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21867.8244917,+0,+0
2010-08-16 07:54:00 UTC,+0,+0,+0,+0,-60719.0255657,-56382.04383,+0,-39038.8838657,+0,+0,+0,+0,+0,+0,+0,+0,-17493.2674289,-21866.3616832,+0,+0
2010-08-16 07:54:30 UTC,+0,+0,+0,+0,-60776.037301,-56434.9828712,+0,-39075.5402419,+0,+0,+0,+0,-52099.6877003,+0,+0,+0,-17498.1949194,+0,+0,+0
2010-08-16 07:55:00 UTC,+0,+0,+0,+0,-60905.3945707,-56555.0993015,+0,-39158.7121882,+0,+0,+0,+0,-52210.5811531,+0,+0,+0,-17508.2471869,+0,+0,+0
2010-08-16 07:55:30 UTC,+0,+0,+0,+0,+0,-56652.8230235,+0,-39226.3786351,+0,+0,+0,+0,-52300.8010809,+0,+0,+0,-17485.302777,+0,+0,+0
2010-08-16 07:56:00 UTC,+0,+0,+0,+0,+0,-56646.534634,+0,-39222.0243911,+0,+0,+0,+0,-52294.9955509,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:56:30 UTC,+0,+0,+0,+0,+0,-56761.6612354,+0,-39301.7410364,+0,+0,+0,+0,-52401.2820533,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:57:00 UTC,+0,+0,+0,+0,+0,-56835.1891459,+0,+0,+0,+0,-21863.6094599,+0,-52469.1640507,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:57:30 UTC,+0,+0,+0,+0,+0,-56923.3515373,+0,+0,+0,+0,-21897.5259838,+0,-52550.5567994,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:58:00 UTC,+0,+0,+0,-26243.8097462,+0,+0,-17496.4928735,+0,+0,+0,-21870.4707197,+0,-52485.6296765,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:58:30 UTC,+0,+0,+0,-26217.8084959,+0,+0,-17479.1579762,+0,+0,+0,-21848.802242,+0,-52433.6297452,+0,+0,+0,+0,+0,-34978.0577948,+0
2010-08-16 07:59:00 UTC,-21844.7096466,+0,+0,-26201.1711172,+0,+0,-17468.065923,+0,+0,+0,+0,+0,-52400.3566326,+0,+0,+0,+0,+0,-34999.0817231,+0
2010-08-16 07:59:30 UTC,-21827.703565,+0,+0,-26179.2971292,+0,+0,-17453.4826498,+0,-56712.4025275,+0,+0,+0,+0,+0,-30543.0875662,+0,+0,+0,-34992.8291548,+0
2010-08-16 08:00:00 UTC,-21816.3849921,+0,+0,-26167.1753918,+0,+0,+0,+0,-56686.1440346,+0,+0,+0,+0,+0,-30528.945231,+0,+0,+0,-34965.3125067,+0
2010-08-16 08:00:30 UTC,-21824.8440729,+0,+0,+0,+0,+0,+0,+0,-56711.1005891,+0,+0,+0,+0,+0,-30542.3865626,+0,+0,+0,-34956.7807305,+0
2010-08-16 08:01:00 UTC,-21797.8844126,+0,+0,+0,+0,+0,+0,+0,-56641.8368911,+0,+0,+0,+0,+0,-30505.0818809,+0,+0,+0,+0,+0
2010-08-16 08:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-56624.036892,+0,+0,+0,+0,+0,-30495.4949926,+0,+0,+0,+0,+0
2010-08-16 08:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-56691.9395733,+0,+0,+0,+0,+0,-30532.0666464,+0,+0,+0,+0,+0
2010-08-16 08:02:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-56786.9178566,+0,+0,+0,+0,+0,+0,+0,+0,-21830.5244604,+0,+0
2010-08-16 08:03:00 UTC,+0,-56705.6324507,+0,+0,+0,+0,+0,+0,-56699.2717031,+0,+0,-61077.0352947,+0,+0,+0,+0,-17451.0959741,-21813.6480542,+0,+0
2010-08-16 08:03:30 UTC,+0,-56701.7477958,+0,+0,+0,+0,+0,+0,-56695.3876291,+0,+0,-61058.0078874,+0,+0,+0,+0,-17475.9096463,-21844.6647278,+0,+0
2010-08-16 08:04:00 UTC,+0,-56742.483886,+0,+0,+0,+0,+0,+0,-56736.1176266,+0,+0,-61101.8724949,+0,+0,+0,+0,-17474.8009085,-21843.2788242,+0,+0
2010-08-16 08:04:30 UTC,+0,-56685.8021331,+0,+0,+0,+0,+0,+0,+0,+0,-21804.0039871,-61040.8376036,+0,+0,+0,+0,-17471.9316695,+0,+0,+0
2010-08-16 08:05:00 UTC,+0,-56642.7307798,+0,+0,+0,+0,+0,+0,+0,+0,-21787.4364619,-60994.4583873,+0,+0,+0,+0,-17477.4473174,+0,+0,+0
2010-08-16 08:05:30 UTC,+0,-56496.7310471,-47800.0092242,+0,+0,+0,-17385.1572691,+0,+0,-65174.9942831,-21731.2772259,-60837.2459417,+0,-52146.0393326,+0,-52149.8956315,+0,+0,+0,-48072.1472932
2010-08-16 08:06:00 UTC,+0,-56473.5196714,-47780.3714949,+0,+0,+0,-17378.0145446,+0,+0,-65148.2188651,-21722.3488999,-60812.2519455,+0,-52124.6160835,+0,-52128.4703507,+0,+0,+0,-48062.41131
2010-08-16 08:06:30 UTC,+0,-56527.808482,-47826.301948,+0,+0,+0,-17394.6993266,+0,+0,-65210.8435762,+0,-60870.7101077,+0,-52174.7226678,+0,-52178.5816856,+0,+0,+0,-48052.0289998
2010-08-16 08:07:00 UTC,-21734.3430165,-56447.1265657,-47758.0418969,+0,+0,+0,-17369.8715317,+0,+0,-65117.5935927,+0,-60783.831863,+0,-52100.2562132,+0,-52104.1081713,+0,+0,+0,-48078.3796403
2010-08-16 08:07:30 UTC,-21831.5162475,+0,-47987.6133709,+0,+0,+0,+0,+0,+0,-65430.605284,+0,+0,+0,-52350.7009964,+0,-52354.5766836,+0,+0,+0,-48086.6473099
2010-08-16 08:08:00 UTC,-21839.5191859,+0,-47999.069552,-26185.3811187,+0,+0,+0,-39277.4110486,+0,-65446.2253374,+0,+0,+0,-52363.198807,+0,-52367.0756776,+0,+0,+0,-48108.0312309
2010-08-16 08:08:30 UTC,-21866.1469598,+0,-48057.7126155,-26217.374563,+0,+0,+0,-39325.3344494,+0,-65526.1828562,+0,+0,+0,-52427.1738691,+0,-52431.0567952,+0,+0,+0,-48017.0906751
2010-08-16 08:09:00 UTC,-21929.576337,+0,+0,-26298.7124759,+0,+0,+0,-39447.3378964,+0,-65729.4613347,+0,+0,+0,-52589.8196476,+0,+0,+0,+0,+0,-47935.0261196
2010-08-16 08:09:30 UTC,+0,+0,+0,-26260.1337609,-61264.259472,+0,+0,-39389.4714462,+0,-65633.0459906,+0,+0,+0,-52512.676466,+0,+0,+0,+0,+0,+0
2010-08-16 08:10:00 UTC,+0,+0,+0,-26263.20421,-61271.4224771,-56894.9473416,+0,-39394.0769906,+0,+0,+0,+0,+0,-52518.8162292,-30640.9833783,+0,+0,+0,-34821.3200419,+0
2010-08-16 08:10:30 UTC,+0,+0,+0,-26301.5464101,-61360.8704426,-56978.0054263,+0,-39451.5886786,+0,+0,+0,+0,+0,+0,-30685.7169761,+0,+0,+0,-34826.2943073,+0
2010-08-16 08:11:00 UTC,+0,+0,+0,+0,-61288.5375742,-56910.8397898,+0,-39405.081356,+0,+0,+0,+0,+0,+0,-30649.5427664,+0,+0,+0,-34855.7867113,+0
2010-08-16 08:11:30 UTC,+0,+0,+0,+0,-61266.9749632,-56890.8175441,+0,-39391.2174056,+0,+0,-21885.0464395,+0,+0,+0,-30638.759143,+0,-17420.3508751,-21775.2349755,-34835.9154437,+0
2010-08-16 08:12:00 UTC,+0,+0,+0,+0,-61212.6084487,-56840.3348038,+0,+0,+0,+0,-21865.6254068,+0,+0,+0,-30611.5700397,+0,-17454.5624319,-21817.9989161,-34904.3263395,+0
2010-08-16 08:12:30 UTC,+0,+0,+0,+0,-61139.8193175,-56772.7455032,+0,+0,+0,+0,-21839.6233691,+0,-52411.6625748,+0,-30575.1676457,+0,-17455.2927522,-21818.9118056,-34905.7867187,+0
2010-08-16 08:13:00 UTC,+0,+0,+0,+0,-61032.5865704,-56673.1731364,-17441.1684122,+0,+0,+0,-21801.3172352,+0,-52319.7354534,+0,+0,+0,-17459.0738737,-21823.6381517,+0,+0
2010-08-16 08:13:30 UTC,+0,+0,+0,+0,-61048.9818367,-56688.3971747,-17445.8538721,+0,+0,+0,+0,+0,-52333.7905792,+0,+0,+0,-17490.8866304,-21863.403628,+0,+0
2010-08-16 08:14:00 UTC,+0,+0,+0,+0,+0,-56682.0593412,-17443.9032944,+0,+0,+0,+0,+0,-52327.9393685,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:14:30 UTC,+0,+0,+0,+0,+0,-56654.8563909,-17435.5311193,+0,+0,+0,+0,+0,-52302.7396417,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:15:00 UTC,-21782.393946,+0,+0,+0,+0,-56601.725483,+0,+0,+0,+0,+0,+0,-52253.6883203,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:15:30 UTC,-21795.2656762,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52290.0219513,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:16:00 UTC,-21820.0593558,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52348.0862297,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:16:30 UTC,-21831.0217863,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52373.6692659,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:17:00 UTC,-21859.9864878,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52441.8601979,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:17:30 UTC,+0,+0,+0,-26199.15263,+0,+0,+0,+0,+0,+0,+0,+0,-52396.2987588,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:18:00 UTC,+0,+0,+0,-26202.5375421,+0,+0,+0,+0,-56762.6594879,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:18:30 UTC,+0,-56781.1874004,+0,-26208.115884,+0,+0,+0,+0,-56774.7432728,+0,-21840.7266239,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:19:00 UTC,+0,-56821.058907,+0,-26226.5193143,+0,+0,+0,+0,-56814.6087205,+0,-21856.0633627,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:19:30 UTC,+0,-56812.1796649,+0,-26222.4209363,+0,+0,-17482.2332315,+0,-56805.7308268,+0,-21852.647926,+0,+0,+0,+0,+0,-17484.2260816,+0,+0,+0
2010-08-16 08:20:00 UTC,+0,-56711.9774725,+0,-26176.1707628,+0,+0,-17451.3984824,+0,-56705.5438682,+0,-21814.10474,-61068.9726115,+0,+0,-30539.4420153,+0,-17457.1494125,+0,+0,+0
2010-08-16 08:20:30 UTC,+0,-56676.6195087,+0,+0,+0,+0,-17440.5179426,+0,-56670.1912821,-65382.4199714,+0,-61030.8992313,+0,+0,-30520.4014342,+0,-17473.7089225,-21841.9106787,+0,+0
2010-08-16 08:21:00 UTC,+0,-56673.1260932,+0,+0,+0,+0,-17439.4429304,+0,-56666.6983977,-65378.3901597,+0,-61027.1375286,+0,+0,-30518.5201988,-52312.7947196,-17476.898394,-21845.8974634,-34948.9902912,+0
2010-08-16 08:21:30 UTC,+0,-56703.4348024,+0,+0,+0,+0,+0,-39257.6161112,-56697.0024967,-65413.3526092,+0,-61059.7738819,+0,+0,-30534.8417109,-52340.7712848,-17454.5339925,-21817.942345,-34904.2694704,-47988.7284411
2010-08-16 08:22:00 UTC,+0,-56696.7830128,+0,+0,+0,+0,+0,-39253.0108561,-56690.3517185,-65405.679472,+0,-61052.6112487,+0,-52330.6305758,-30531.2596626,-52334.631326,+0,-21787.1096707,-34854.9453228,-47920.9161811
2010-08-16 08:22:30 UTC,-21825.5262557,-56685.622504,+0,+0,+0,+0,+0,-39245.2840646,-56679.1929077,-65392.8053277,+0,-61040.5936371,+0,-52320.3298524,+0,-52324.3295774,+0,-21792.1239303,-34862.966816,-47931.9443615
2010-08-16 08:23:00 UTC,-21821.3271978,+0,-47951.3882326,+0,+0,+0,+0,-39238.426766,-56669.2897925,-65381.3799038,+0,-61029.9283616,+0,-52311.1882646,+0,-52315.1870803,+0,+0,-34863.876485,-47933.195
2010-08-16 08:23:30 UTC,-21849.6396073,+0,-48017.9423884,+0,+0,+0,+0,-39292.889669,+0,-65472.1243418,+0,-61114.635456,+0,-52383.7937354,+0,-52387.7997742,+0,+0,+0,-47890.0912762
2010-08-16 08:24:00 UTC,-21838.3573086,+0,-47992.5765423,+0,+0,+0,+0,-39272.1321733,+0,-65437.5388317,+0,-61082.350964,+0,-52356.1215461,+0,-52360.1248322,+0,+0,+0,-47891.5609256
2010-08-16 08:24:30 UTC,-21827.6106213,+0,-47975.1294753,+0,+0,+0,+0,-39257.8548089,+0,-65413.7503205,+0,+0,+0,-52337.0881364,+0,-52341.0895288,+0,+0,+0,-47896.1351429
2010-08-16 08:25:00 UTC,+0,+0,-48040.8787518,+0,+0,+0,+0,-39311.6590587,+0,+0,-21840.8445414,+0,+0,-52408.8155458,+0,+0,+0,+0,+0,-47937.4943281
2010-08-16 08:25:30 UTC,+0,+0,-48056.4459062,+0,+0,-56794.3173724,+0,-39324.3980429,+0,+0,-21847.9222059,+0,+0,-52425.7981152,+0,+0,+0,+0,+0,-47947.9578093
2010-08-16 08:26:00 UTC,+0,+0,-48023.6478006,+0,-61121.307289,-56755.5559172,-17466.5231283,+0,+0,+0,-21833.0104246,+0,+0,-52390.0179017,+0,+0,+0,+0,+0,+0
2010-08-16 08:26:30 UTC,+0,+0,+0,-26199.0320213,-61121.7161181,-56755.9355408,-17466.6399641,+0,+0,+0,-21833.1564684,+0,+0,-52390.3683275,+0,+0,+0,+0,+0,+0
2010-08-16 08:27:00 UTC,+0,+0,+0,-26198.0081799,-61119.3276136,-56753.7176638,-17465.9573744,+0,+0,+0,+0,+0,+0,-52388.321033,+0,+0,+0,+0,+0,+0
2010-08-16 08:27:30 UTC,+0,+0,+0,-26196.5785787,-61115.9925181,-56750.6208172,-17465.0042668,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17445.4291586,+0,+0,+0
2010-08-16 08:28:00 UTC,+0,+0,+0,-26145.7516732,-60997.4191891,-56640.5180067,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17459.0398631,+0,+0,+0
2010-08-16 08:28:30 UTC,+0,+0,+0,-26141.9398407,-60988.5266217,-56632.2606976,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17465.5165286,+0,+0,+0
