# file...... Output/Qh/house_Qh_file_044.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_13C_tm_3_C_13_Meter_75_861:Qh,house_3_14C_tm_3_C_14_Meter_75_862:Qh,house_3_15C_tm_3_C_15_Meter_75_863:Qh,house_3_1A_tm_3_A_1_Meter_76_864:Qh,house_3_2A_tm_3_A_2_Meter_76_865:Qh,house_3_3A_tm_3_A_3_Meter_76_866:Qh,house_3_4A_tm_3_A_4_Meter_76_867:Qh,house_3_5A_tm_3_A_5_Meter_76_868:Qh,house_3_6A_tm_3_A_6_Meter_76_869:Qh,house_3_7A_tm_3_A_7_Meter_76_870:Qh,house_3_8A_tm_3_A_8_Meter_76_871:Qh,house_3_9A_tm_3_A_9_Meter_76_872:Qh,house_3_10A_tm_3_A_10_Meter_76_873:Qh,house_3_11A_tm_3_A_11_Meter_76_874:Qh,house_3_12A_tm_3_A_12_Meter_76_875:Qh,house_3_13A_tm_3_A_13_Meter_76_876:Qh,house_3_14A_tm_3_A_14_Meter_76_877:Qh,house_3_15A_tm_3_A_15_Meter_76_878:Qh,house_3_16A_tm_3_A_16_Meter_76_879:Qh,house_3_17A_tm_3_A_17_Meter_76_880:Qh
2010-08-16 10:29:30 UTC,-21680.7940827,-60695.2562781,-39022.4517607,+0,-52236.3670566,-56592.7307499,-34829.8894394,-17416.7086542,-43537.7885967,+0,-56594.5746082,-26122.1482804,+0,-43535.4177466,-52236.8668437,-56587.7675015,-60938.3725634,-56588.0850059,-26122.9079072,-21769.3632415
2010-08-16 10:30:00 UTC,-21708.8507753,+0,-39072.949057,+0,-52296.375977,+0,-34869.9037605,+0,-43587.8074679,+0,-56659.5921487,-26152.1585779,+0,-43585.4331139,-52296.8768072,-56652.7749174,-61008.3770574,-56653.0926258,-26152.9193594,-21794.3732162
2010-08-16 10:30:30 UTC,-21658.555622,+0,-38982.4262976,-56707.1453541,-52340.9876339,+0,-34899.6510892,+0,-43624.9923488,+0,-56707.9272977,-26174.4687451,+0,-43622.6153906,-52341.4892388,-56701.1025414,-61060.4195954,-56701.420402,-26175.2303846,+0
2010-08-16 10:31:00 UTC,-21660.6986328,+0,-38986.283355,-56609.9622728,-52251.2896794,+0,-34839.8399377,+0,-43550.2269609,+0,-56610.7427423,-26129.6110438,-13066.190654,-43547.8552392,-52251.7897261,-56603.9331171,-60955.7808191,-56604.2506722,-26130.3709579,+0
2010-08-16 10:31:30 UTC,-21654.7567065,+0,+0,-56539.374579,-52186.1387167,+0,-34796.3968681,+0,-43495.9220698,-60890.5416865,-56540.1539779,-26097.029223,-13049.8974268,-43493.5541533,-52186.6376298,-56533.3553483,-60879.7777841,-56533.6726824,-26097.7878832,+0
2010-08-16 10:32:00 UTC,-21651.9306986,+0,+0,-56578.3353595,-52222.0987006,+0,-34820.3752106,-17411.9508762,-43525.8955799,-60932.5013609,-56579.1153492,-26115.0127142,-13058.8904512,-43523.525563,-52222.5982396,-56572.3106504,-60921.7275543,-56572.6281063,-26115.7720665,+0
2010-08-16 10:32:30 UTC,-21731.7297055,+0,+0,-56482.6981846,-52133.8275948,+0,-34761.5154821,-17382.5169052,-43452.3194898,-60829.5027887,-56483.4767241,-26070.8685704,-13036.8152394,-43449.9546296,-52134.3255966,-56476.6869262,-60818.7532993,-56477.0040835,-26071.6262233,+0
2010-08-16 10:33:00 UTC,+0,+0,+0,-56435.0369712,-52089.8372978,+0,-34732.1824726,-17367.8483524,-43415.6525145,-60778.1729885,-56435.8147881,-26048.8691387,-13025.8139579,-43413.2902253,-52090.3345326,-56429.0324196,-60767.4356245,-56429.3494287,+0,-21708.2938852
2010-08-16 10:33:30 UTC,+0,+0,+0,-56490.7436179,-52141.2533603,+0,-34766.4670301,-17384.993025,-43458.5090452,-60838.1674966,-56491.5222795,-26074.5821764,-13038.6723068,+0,-52141.7514916,-56484.7312271,-60827.4159598,-56485.0484095,+0,-21729.722612
2010-08-16 10:34:00 UTC,+0,+0,+0,-56479.4678587,-52130.8460716,+0,-34759.527384,-17381.5227175,+0,-60826.0238178,-56480.2463493,-26069.3775188,-13036.0696076,+0,-52131.3440214,-56473.4570542,+0,-56473.7742016,+0,-21725.3851554
2010-08-16 10:34:30 UTC,+0,-60720.2885761,-39038.5460939,-56480.4481091,-52131.7508225,+0,-34760.130677,+0,+0,-60827.07952,-56481.2266145,-26069.829982,-13036.2958712,+0,-52132.2487881,-56474.4371673,+0,-56474.7543177,+0,-21725.762229
2010-08-16 10:35:00 UTC,+0,-60719.4820108,-39038.0275187,-56561.3212548,-52206.3950382,-56560.2583804,-34809.9039105,+0,+0,-60914.1776446,-56562.1009865,+0,-13054.9632133,+0,-52206.8943039,-56555.2989376,+0,-56555.6163403,+0,-21756.8717744
2010-08-16 10:35:30 UTC,+0,-60649.0913207,-38992.7703381,-56669.0287109,-52305.8067677,-56667.9633167,-34876.1922701,+0,+0,-61030.1755692,-56669.8100762,+0,+0,+0,-52306.3077617,-56662.9912541,+0,-56663.3089946,+0,-21798.3036956
2010-08-16 10:36:00 UTC,-21648.2181234,-60604.0643158,-38963.8205518,-56699.3908946,-52333.8304294,-56698.3247901,-34894.8786213,+0,+0,-61062.8747931,+0,+0,+0,+0,-52334.33191,-56693.3491711,+0,-56693.6670073,+0,-21809.9831432
2010-08-16 10:36:30 UTC,-21730.1506159,-60833.4231905,-39111.2851645,-56704.0570264,-52338.1371724,-56702.990813,+0,-17450.6438561,+0,-61067.9000863,+0,+0,+0,+0,-52338.6387278,-56698.0146484,+0,-56698.3324993,-26173.8048212,-21811.7780676
2010-08-16 10:37:00 UTC,-21743.6060221,-60871.0897763,-39135.5026184,-56626.3770522,-52266.4401774,-56625.3126557,+0,-17426.7365249,+0,-60984.2409238,+0,+0,+0,+0,-52266.9404875,-56620.345589,+0,-56620.6631956,-26137.9479723,+0
2010-08-16 10:37:30 UTC,-21736.6036536,-60851.4875943,-39122.8995401,-56687.2325467,-52322.6085286,-56686.1667268,+0,-17445.4658368,+0,-61049.7805917,+0,+0,-13084.0263689,+0,-52323.1098144,-56681.1925326,+0,-56681.5103304,-26166.0386905,+0
2010-08-16 10:38:00 UTC,-21746.4253942,-60878.9822266,-39140.5770111,-56594.3010537,-52236.8347022,-56593.2374078,+0,-17416.8645903,+0,-60949.6959682,+0,+0,-13062.5756923,+0,-52237.3344975,-56588.2741001,+0,-56588.5916061,-26123.1417845,+0
2010-08-16 10:38:30 UTC,-21746.7413079,-60879.8665855,-39141.1456026,-56556.3274024,-52201.7858169,-56555.2646448,+0,-17405.177553,-43508.9643045,-60908.799405,+0,-26104.8542962,-13053.81052,-43506.5954738,-52202.2850024,+0,+0,-56550.6231742,-26105.6132577,+0
2010-08-16 10:39:00 UTC,-21766.9300298,-60936.3821774,-39177.4818855,-56488.1515949,-52138.8609774,-56487.0904329,+0,+0,-43456.5149366,-60835.3759601,+0,-26073.3857522,-13038.0740096,-43454.149782,-52139.359067,+0,-60824.6250821,-56482.4567429,-26074.1435022,+0
2010-08-16 10:39:30 UTC,-21758.8144307,-60913.6636565,+0,-56497.7454837,-52147.7159353,-56496.6840971,+0,+0,-43463.8957572,-60845.7083109,+0,-26077.814093,-13040.288495,-43461.5300852,+0,+0,-60834.9549933,-56492.049312,-26078.5720134,+0
2010-08-16 10:40:00 UTC,-21729.8791858,-60832.6633587,+0,-56543.587704,-52190.0273427,-56542.5252446,+0,+0,-43499.1633331,-60895.0791047,+0,-26098.9739145,-13050.8699108,-43496.7951894,+0,+0,-60884.3141311,+0,-26099.7326495,-21750.0501936
2010-08-16 10:40:30 UTC,-21712.7118499,-60784.6057314,+0,-56561.5606052,+0,-56560.4977252,+0,+0,-43512.9903392,-60914.4354185,+0,-26107.2698345,-13055.0184609,-43510.6212264,+0,+0,-60903.6658749,+0,-26108.0288888,-21756.9638457
2010-08-16 10:41:00 UTC,-21731.1397447,-60836.1921218,+0,-56425.2168991,+0,-56424.1572107,-34726.1387264,-17364.8260572,-43408.0976846,-60767.597044,+0,-26044.3363962,-13023.5472638,-43405.7359253,+0,+0,-60756.8621792,+0,-26045.0930271,-21704.5163889
2010-08-16 10:41:30 UTC,-21762.1590977,-60923.0265985,+0,-56407.3644409,+0,-56406.3051704,-34715.1514627,-17359.3316581,-43394.3633375,-60748.3704432,-56408.1418383,-26036.0960704,-13019.4265144,-43392.0025412,+0,+0,-60737.6401205,+0,-26036.8523839,-21697.6490677
2010-08-16 10:42:00 UTC,-21783.7620605,+0,+0,-56345.9694093,+0,-56344.9115764,-34677.3659986,-17340.4362864,-43347.1305867,+0,-56346.7458762,-26007.7573919,+0,-43344.7731033,+0,+0,-60671.5350049,+0,-26008.5126135,-21674.0321843
2010-08-16 10:42:30 UTC,-21803.5874866,+0,-39243.459106,-56384.2792078,+0,-56383.2204779,-34700.9436966,-17352.2267826,-43376.6032838,+0,-56385.0562552,-26025.4404035,+0,-43374.2437332,+0,+0,-60712.7838419,+0,+0,-21688.7688497
2010-08-16 10:43:00 UTC,-21781.9388047,+0,-39204.4951409,+0,+0,-56616.2152112,-34844.3432474,+0,-43555.8562072,+0,-56618.0599754,-26132.9884762,+0,-43553.484091,-52258.543394,-56611.2492104,-60963.6592957,+0,+0,-21778.3972415
2010-08-16 10:43:30 UTC,+0,+0,-39216.2228136,+0,+0,-56597.0000912,-34832.5170599,+0,-43541.0731861,+0,-56598.8441144,-26124.1189666,+0,-43538.7021055,-52240.8075168,-56592.0363418,-60942.9695463,+0,+0,-21771.0055717
2010-08-16 10:44:00 UTC,+0,+0,-39186.701896,+0,+0,-56615.6155298,-34843.9741657,+0,-43555.3948461,+0,-56617.4602707,-26132.711669,-13067.7411869,-43553.0227624,-52257.9898782,-56610.6495997,-60963.0135934,-56627.1282522,+0,+0
2010-08-16 10:44:30 UTC,+0,+0,-39199.9467241,+0,+0,-56572.8265479,-34817.6391475,+0,-43522.4754347,+0,-56574.6696387,-26112.9606972,-13057.8642968,-43520.1056574,-52218.4949327,-56567.8656323,-60916.9408506,-56568.1830743,+0,+0
2010-08-16 10:45:00 UTC,+0,+0,-39227.2082846,+0,-52287.0550957,-56647.6473284,-34863.68854,-17434.6997671,-43580.0382917,+0,-56649.4933048,-26147.4972314,-13075.1350192,-43577.6644815,-52287.555764,-56642.6776448,-60997.5036136,-56642.9953216,+0,+0
2010-08-16 10:45:30 UTC,+0,+0,-39197.2047183,+0,-52300.2710809,-56661.9658273,-34872.5010394,-17438.0174247,-43591.0541294,+0,-56663.8123553,-26154.1065084,-13078.440127,-43588.6795482,-52300.7719788,-56656.9944676,-61012.9209619,-56657.3121892,-26154.8673647,+0
2010-08-16 10:46:00 UTC,+0,+0,-39139.2409036,+0,-52257.0288506,-56615.1162094,-34843.6668529,-17423.5983217,-43555.0106976,+0,-56616.9609312,-26132.4811878,-13067.62593,-43552.6386407,-52257.528997,-56610.1503375,-60962.4759531,-56610.467912,-26133.2412123,+0
2010-08-16 10:46:30 UTC,-21695.9421968,-60737.6613653,-39049.7158013,+0,-52292.8488487,-56653.9244122,-34867.5518499,-17435.5424853,-43584.8675227,-61015.0557076,-56655.7706305,-26150.394671,-13076.5839448,-43582.4933744,-52293.3496176,-56648.9539937,-61004.2624215,-56649.2716901,-26151.1553847,-21792.9032119
2010-08-16 10:47:00 UTC,-21691.1002061,-60724.1068698,-39041.0010378,-56611.7991319,-52252.9850621,-56610.7350765,-34840.9704291,-17422.2499218,-43551.6401026,-60968.5409103,-56612.5796292,-26130.4588999,-13066.6146422,-43549.268282,-52253.4851382,-56605.7697182,-60957.7585987,-56606.087279,-26131.2188466,-21776.2891437
2010-08-16 10:47:30 UTC,-21701.9163407,-60754.3851688,+0,-56634.9173214,-52274.3226682,-56633.8527253,-34855.1984767,+0,-43569.4255068,-60993.4385548,-56635.6981691,-26141.129778,-13071.9508395,-43567.0524407,-52274.8231152,-56628.8846592,-60982.6503706,-56629.2022924,-26141.890135,-21785.1820374
2010-08-16 10:48:00 UTC,-21723.2244762,-60814.0344024,+0,-56648.6637975,-52287.0103775,-56647.5988796,-34863.6587213,+0,-43580.0010176,-61008.2431263,-56649.444854,-26147.4748677,-13075.1238357,-43577.6272102,-52287.5110451,-56642.629202,-60997.451447,-56642.9468785,-26148.235469,-21790.469907
2010-08-16 10:48:30 UTC,-21728.0770982,-60827.6186586,+0,-56608.7782265,-52250.1968299,-56607.7142418,-34839.1112181,+0,+0,-60965.2874792,-56609.5586778,+0,+0,-43546.9443861,-52250.6968575,-56602.7492379,-60954.5059362,-56603.0667892,-26129.8244052,-21775.1270892
2010-08-16 10:49:00 UTC,-21742.2114039,-60867.1857327,+0,-56544.5212453,-52190.8889818,-56543.4587641,-34799.5643747,+0,+0,-60896.0845027,-56545.3007223,+0,+0,-43497.5133359,-52191.3879775,-56538.5012908,-60885.3192917,-56538.818641,-26100.1635695,-21750.4092998
2010-08-16 10:49:30 UTC,-21762.0916527,-60922.8377959,+0,-56500.4367624,-52150.1999295,-56499.375313,-34772.4326582,-17387.9762552,+0,-60848.6067429,-56501.2155709,+0,+0,-43463.6004085,-52150.6982166,-56494.4230087,-60837.8527423,-56494.7402213,-26079.8142996,-21733.4512822
2010-08-16 10:50:00 UTC,-21741.811626,-60866.0666067,+0,-56491.2422552,-52141.7135921,+0,+0,-17385.146489,+0,-60838.7045149,-56492.0209243,+0,+0,-43456.5273381,-52142.2117313,-56485.2297942,-60827.9528515,-56485.5469782,-26075.5701419,-21729.9144231
2010-08-16 10:50:30 UTC,-21740.2623432,-60861.7295995,-39129.4845621,-56525.1222027,-52172.9840725,+0,+0,-17395.5736206,+0,-60875.1922745,-56525.9013855,+0,-13046.6076577,-43482.5902094,-52173.4827565,-56519.1049765,-60864.4319959,-56519.4222661,-26091.2090276,-21742.9470528
2010-08-16 10:51:00 UTC,-21726.2974865,-60822.6368776,-39104.3501839,-56525.8150038,-52173.6235133,+0,+0,-17395.786842,+0,-60875.938402,-56526.5941972,+0,-13046.7675718,-43483.1231614,-52174.1222085,-56519.7976801,-60865.1779472,-56520.1149719,-26091.5288226,+0
2010-08-16 10:51:30 UTC,-21696.0260637,-60737.8961379,-39049.8667472,-56520.8454848,-52169.0367517,+0,+0,-17394.2573876,+0,-60870.5863683,-56521.6246027,-26088.4765759,-13045.6204948,-43479.3002529,-52169.535367,-56514.8288604,-60859.8271778,-56515.1461366,-26089.2349068,+0
2010-08-16 10:52:00 UTC,-21712.7918258,-60784.8296126,-39080.0422806,-56548.9279408,-52194.9562694,+0,+0,-17402.9002423,+0,-60900.830391,-56549.7074846,-26101.4388575,-13052.1025576,-43500.9032803,-52195.4553359,-56542.9073666,+0,-56543.2247306,-26102.1976874,+0
2010-08-16 10:52:30 UTC,-21695.7949534,-60737.2491769,-39049.450788,-56480.1570813,-52131.4822099,+0,+0,+0,+0,-60826.7660912,+0,-26069.6956496,-13036.2286955,-43447.9998318,-52131.9801709,-56474.1461805,+0,-56474.4633299,+0,+0
2010-08-16 10:53:00 UTC,-21701.2483112,-60752.5151126,-39059.2659092,-56538.8037849,-52185.6118851,+0,+0,+0,-43495.4829442,-60889.9269576,+0,-26096.7657567,-13049.7656751,-43493.1150581,-52186.1107891,-56532.7846335,+0,-56533.1019659,+0,+0
2010-08-16 10:53:30 UTC,-21724.6458584,-60818.0133688,-39101.3775329,-56552.2207366,-52197.9954509,+0,+0,+0,-43505.8049426,-60904.3766402,+0,-26102.9587439,-13052.8626089,+0,-52198.4945703,-56546.1996994,+0,-56546.5170737,+0,-21753.3710699
2010-08-16 10:54:00 UTC,-21711.7126562,-60781.8086242,-39078.0999581,-56487.7618148,-52138.5012187,+0,-34764.6318846,+0,-43456.2150687,-60834.9561776,+0,-26073.2058377,-13037.9840394,+0,-52138.999302,+0,+0,-56482.0670166,+0,-21728.575599
2010-08-16 10:54:30 UTC,-21683.5228106,+0,-39027.363009,-56500.3094559,-52150.0824281,-56499.2480094,-34772.3543078,-17387.9370746,-43465.8682854,-60848.4696375,+0,-26078.9975694,-13040.8803173,+0,-52150.5807132,+0,+0,-56494.612932,+0,-21733.4023112
2010-08-16 10:55:00 UTC,-21706.651016,+0,-39068.9898632,-56442.8520785,-52097.0504766,-56441.7919769,-34736.9922671,-17370.2535859,-43421.6648747,-60786.5896419,+0,-26052.4764312,-13027.6178611,+0,-52097.5478372,+0,+0,-56437.1634594,+0,-21711.3001301
2010-08-16 10:55:30 UTC,+0,+0,-39088.7899445,-56450.6514923,-52104.2491718,-56449.5912083,-34741.7924021,-17372.6539883,-43427.6651602,-60794.9893932,+0,-26056.0764792,+0,+0,+0,+0,+0,-56444.9618006,-26056.8335625,-21714.3003374
2010-08-16 10:56:00 UTC,+0,+0,+0,-56658.5263534,-52296.1133109,-56657.4612048,-34869.7286132,-17436.6310185,-43587.5885295,-61018.8648234,+0,-26152.0272194,+0,+0,+0,+0,+0,-56652.8080798,-26152.7879958,-21794.2637446
2010-08-16 10:56:30 UTC,+0,+0,+0,-56721.9451235,-52354.6475134,-56720.8784917,-34908.7595797,-17456.1492213,-43636.3781823,-61087.1650669,+0,-26181.3000123,+0,+0,+0,+0,-61076.3547768,-56716.2181401,-26182.0619143,-21818.6590971
2010-08-16 10:57:00 UTC,+0,+0,+0,-56649.6382919,-52287.9098155,-56648.5733511,-34864.258472,+0,-43580.7507205,-61009.2926295,+0,-26147.9246741,+0,+0,+0,+0,-60998.5007028,-56643.9212391,-26148.6852927,-21790.8447665
2010-08-16 10:57:30 UTC,+0,+0,+0,-56787.2510986,-52414.9235698,-56786.1829398,-34948.9520224,+0,-43686.6197072,-61157.4977756,+0,-26211.4438997,-13107.1128952,+0,+0,+0,-61146.6709069,-56781.5151504,-26212.2069603,-21843.7804015
2010-08-16 10:58:00 UTC,+0,+0,+0,-56722.2440783,-52354.9234419,-56721.1774394,-34908.9435713,+0,-43636.6081762,-61087.487033,-56723.0262509,-26181.4380039,-13092.1078167,-43634.2304049,+0,+0,-61076.6766657,-56716.5170531,-26182.1999113,+0
2010-08-16 10:58:30 UTC,-21690.6327916,-60722.7984072,+0,-56774.838422,-52403.4669266,-56773.7705532,-34941.312664,+0,-43677.0703246,-61144.1296705,-56775.6213925,-26205.7144653,-13104.2477714,-43674.6897207,+0,-56768.7861021,-61133.3059506,-56769.1041765,-26206.4773059,+0
2010-08-16 10:59:00 UTC,-21698.9406844,-60746.055224,-39055.1125714,-56713.5595852,-52346.9078363,-56712.4931495,-34903.5987154,-17453.5684296,-43629.9269771,-61078.1340765,-56714.3416259,-26177.4294212,-13090.1032404,-43627.5496738,-52347.4095438,-56707.5158725,-61067.3259158,-56707.8337533,-26178.1911743,+0
2010-08-16 10:59:30 UTC,-21693.2392875,-60730.0949374,-39044.8510221,-56720.2022951,-52353.038919,-56719.135704,-34907.6869592,-17455.6128363,-43635.0373807,+0,-56720.9844366,-26180.4955588,-13091.6365271,-43632.6597196,-52353.540733,-56714.1576491,-61074.4782416,-56714.4755509,-26181.2574298,+0
2010-08-16 11:00:00 UTC,-21687.2863635,-60713.4305362,-39034.136767,-56636.1192754,-52275.4320462,-56635.0546511,-34855.9382175,-17429.7348594,-43570.3502008,+0,-56636.9001415,-26141.6845754,-13072.2282778,-43567.9770696,-52275.9325125,-56630.0864436,-60983.9445351,-56630.4040807,-26142.4449539,+0
2010-08-16 11:00:30 UTC,-21696.9392208,-60740.4523986,-39051.5102758,-56670.3736863,-52307.0481519,-56669.3082606,-34877.0200327,-17440.2772364,-43596.7029804,+0,-56671.155072,-26157.4957033,-13080.1349654,-43594.3280035,-52307.5491675,-56664.3360406,-61020.8268768,-56664.6537853,-26158.25669,-21798.8210684
2010-08-16 11:01:00 UTC,-21729.3536056,-60831.1920679,-39109.8506807,-56600.8383246,-52242.8684668,-56599.7745257,-34834.2246196,-17418.8765464,-43543.2076771,+0,-56601.6186555,-26125.3996175,-13064.0846412,-43540.8364475,-52243.3683669,-56594.8104525,-60945.9569016,-56595.1279789,-26126.1593694,-21772.07284
2010-08-16 11:01:30 UTC,-21667.1337781,-60657.0161128,-38997.8655256,-56729.2562667,-52361.3955462,-56728.1894639,-34913.2592096,+0,-43642.0028285,+0,-56730.0385456,-26184.6746849,-13093.726387,-43639.6246796,-52361.8975051,-56723.2103489,-61084.2268169,-56723.5282792,-26185.4367166,-21821.4714808
2010-08-16 11:02:00 UTC,-21688.1713385,-60715.9079039,-39035.7295723,-56621.9374659,-52262.3425324,-56620.8731733,-34847.2100485,+0,-43559.439778,+0,-56622.7181169,-26135.1385453,-13068.9547975,-43557.067411,-52262.8427712,-56615.9066273,-60968.6747254,-56616.2242199,-26135.898672,-21780.1890655
2010-08-16 11:02:30 UTC,-21698.1079269,-60743.7240316,-39053.6137486,-56655.0512536,-52292.9058668,-56653.9861864,-34867.589869,+0,-43584.8949766,+0,-56655.8324068,-26150.4061786,+0,-43582.5408962,-52293.4066367,-56649.0157615,-61004.3289378,+0,-26151.1838996,-21792.9269747
2010-08-16 11:03:00 UTC,-21690.0030379,-60721.035496,-39039.0263206,-56615.9618314,-52256.827147,-56614.8976787,-34843.5323547,+0,-43554.8225282,+0,-56616.7423917,+0,+0,-43552.4705269,-52257.3272899,-56609.9318332,-60962.2406529,+0,+0,-21777.8904127
2010-08-16 11:03:30 UTC,-21671.1511523,-60668.262207,-39005.0961192,+0,-52331.2806062,-56695.5622537,-34893.1783835,-17448.357538,+0,-61059.8637424,-56697.4100777,+0,+0,-43614.5249184,-52331.7820426,-56690.5869581,-61049.0956857,+0,+0,-21808.9204511
2010-08-16 11:04:00 UTC,-21663.6920182,-60647.3813768,-38991.6709413,+0,+0,-56741.4170325,-34921.400283,-17462.4704535,+0,-61109.2491548,-56743.2666242,+0,+0,-43649.8005057,-52374.1067727,-56736.4363687,-61098.4695127,+0,+0,-21826.5598599
2010-08-16 11:04:30 UTC,-21662.9542767,-60645.3161698,-38990.3431316,+0,+0,-56760.4421522,+0,-17468.3258935,+0,-61129.7391322,-56762.2924775,+0,-13101.1712054,-43664.4363253,-52391.6672774,-56755.4592613,-61118.9546836,+0,+0,-21833.87844
2010-08-16 11:05:00 UTC,-21686.9412516,-60712.4644418,+0,+0,+0,-56651.4509352,+0,-17434.7812131,+0,-61012.3560284,-56653.2970583,+0,-13076.0091188,-43580.5905553,-52291.0665568,-56646.4808062,-61001.5991216,+0,+0,+0
2010-08-16 11:05:30 UTC,-21698.5007987,-60744.8238232,+0,+0,+0,-56634.6477923,+0,-17429.6096388,+0,-60994.2591098,-56636.4932671,+0,-13072.130487,-43567.6640776,-52275.556975,-56629.6796324,-60983.5064526,+0,+0,+0
2010-08-16 11:06:00 UTC,-21725.553915,-60820.5553496,+0,+0,+0,-56625.3510616,+0,-17426.7483453,+0,-60984.2465679,-56627.196178,-26137.1885052,-13069.984544,-43560.5122027,-52266.9759368,-56620.3839904,-60973.4962604,+0,-26137.9657008,+0
2010-08-16 11:06:30 UTC,-21760.608454,-60918.6446105,+0,+0,+0,-56524.8022359,+0,+0,+0,-60875.9558784,-56526.6022263,-26090.7762189,-13046.7750843,-43483.1610685,-52174.1676906,-56519.8469499,-60865.2310044,-56520.1642419,-26091.5515685,+0
2010-08-16 11:07:00 UTC,-21732.4326336,-60839.7703249,+0,+0,+0,-56619.0353732,+0,+0,+0,-60977.4445962,-56620.838861,-26134.2732492,-13068.5267076,-43555.6536111,-52261.146451,-56614.0690426,-60966.6958869,-56614.3866294,-26135.0503288,+0
2010-08-16 11:07:30 UTC,-21707.8785193,-60771.0345056,-39071.1991607,-56613.5463827,+0,-56612.4822864,+0,+0,+0,-60970.3869478,-56614.2855311,-26131.248413,-13067.0140734,-43550.6123918,-52255.0978423,-56607.5167235,-60959.6398952,-56607.8342898,-26132.0253724,-21779.3609006
2010-08-16 11:08:00 UTC,+0,+0,-39163.7416151,-56478.4803321,+0,-56477.4193967,+0,+0,-43449.0546423,-60824.9247451,-56479.2176281,-26068.9047953,-13035.8378087,-43446.7099566,-52130.4325398,-56472.4696675,-60814.1415486,-56472.7868117,-26069.6792746,-21725.0052823
2010-08-16 11:08:30 UTC,+0,+0,-39177.8704918,-56330.6465286,-51993.4350583,-56329.5890548,-34667.9355577,-17335.7204065,-43335.3224629,-60665.7120356,-56331.3817986,-26000.667853,-13001.7144553,-43332.9856498,-51993.9826743,-56324.6566737,-60654.9666441,-56324.9733595,-26001.4396148,-21668.1379168
2010-08-16 11:09:00 UTC,+0,+0,-39173.123759,-56299.486222,-51964.6748124,-56298.4294782,-34648.7580012,-17326.1302876,-43311.3500713,-60632.1532899,-56300.2210651,-25986.2849174,-12994.5219577,-43309.0149185,-51965.2218678,-56293.5007562,-60621.4158724,-56293.8173459,-25987.056106,-21656.1514523
2010-08-16 11:09:30 UTC,+0,+0,-39143.2407447,-56293.0842123,-51958.7659043,-56292.0276183,-34644.8178959,-17324.1599596,-43306.424848,-60625.2585115,-56293.8189678,-25983.329886,-12993.0442306,-43304.090036,-51959.3128445,-56287.0996475,-60614.522731,-56287.4162175,-25984.0865122,-21653.6887855
2010-08-16 11:10:00 UTC,+0,+0,-39109.5441123,-56346.322796,-52007.9038926,-56345.2225045,-34677.5834892,-17340.5450466,-43347.3826015,-60682.5949205,-56347.0582808,-26007.9036851,-13005.3328894,-43345.0449533,-52008.4517905,-56340.3307332,-60671.8455178,-56340.6474675,-26008.6612631,-21674.1681214
2010-08-16 11:10:30 UTC,+0,+0,-39103.0856501,-56511.1732768,-52160.0571085,-56510.0688771,-34779.0404276,-17391.2806015,-43474.2061279,-60860.1340956,-56511.9110214,-26083.9951643,+0,-43471.8597014,-52160.6079657,-56505.1580114,-60849.3425411,-56505.4752576,-26084.7556875,-21737.5813075
2010-08-16 11:11:00 UTC,-21731.0796589,+0,-39112.9702499,-56560.978948,-52206.0266069,-56559.8733081,-34809.6932386,-17406.6091454,-43512.5228509,-60913.7733528,+0,-26106.9844031,+0,-43510.1737743,-52206.5783563,-56554.9566787,-60902.9690753,-56555.2740804,-26107.7458153,-21756.7400991
2010-08-16 11:11:30 UTC,-21729.7487762,+0,-39110.5748848,-56586.107078,-52229.2192982,-56585.0008123,-34825.1583011,+0,-43531.8545366,-60940.8356166,+0,-26118.5830136,+0,-43529.504123,-52229.7714974,+0,-60930.024921,-56580.3987558,-26119.3448743,-21766.4061591
2010-08-16 11:12:00 UTC,-21700.6280427,-60750.7579177,-39058.1624595,-56647.7142759,-52286.0813408,-56646.6064767,-34863.0743394,+0,-43579.2504604,-61007.1847722,+0,-26147.0195858,+0,-43576.8967702,-52286.6346419,+0,-60996.3583484,-56641.9974884,-26147.7825455,-21790.1046532
2010-08-16 11:12:30 UTC,-21646.4864217,-60599.19592,-38960.7166463,-56744.4983383,-52375.4108343,-56743.3881305,-34922.6399147,+0,-43653.7088033,-61111.4183826,+0,-26191.6930505,-13097.240708,-43651.3499669,-52375.9658639,+0,-61100.5672598,-56738.7682581,-26192.4577361,+0
2010-08-16 11:13:00 UTC,-21644.5168533,-60593.6823846,-38957.1717543,-56832.2644236,-52456.4169472,-56831.1520329,-34976.65539,+0,-43721.2293906,-61205.9398909,+0,-26232.2040078,-13117.4990765,-43718.8658905,-52456.9735413,+0,-61195.066388,-56826.5222994,-26232.9702572,+0
2010-08-16 11:13:30 UTC,-21636.5959832,-60571.5090037,-38942.9155205,-56900.6002697,-52519.4893918,-56899.4861798,-35018.7125602,-17511.133365,-43773.8018197,-61279.5355979,+0,-26263.7463802,-13133.2725119,-43771.4346892,-52519.9994168,+0,+0,-56894.8487724,-26264.5138469,+0
