# file...... Output/Qh/house_Qh_file_054.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_9B_tm_3_B_9_Meter_90_1061:Qh,house_3_10B_tm_3_B_10_Meter_90_1062:Qh,house_3_11B_tm_3_B_11_Meter_90_1063:Qh,house_3_12B_tm_3_B_12_Meter_90_1064:Qh,house_3_13B_tm_3_B_13_Meter_90_1065:Qh,house_3_14B_tm_3_B_14_Meter_90_1066:Qh,house_3_15B_tm_3_B_15_Meter_90_1067:Qh,house_3_1C_tm_3_C_1_Meter_92_1068:Qh,house_3_2C_tm_3_C_2_Meter_92_1069:Qh,house_3_3C_tm_3_C_3_Meter_92_1070:Qh,house_3_4C_tm_3_C_4_Meter_92_1071:Qh,house_3_5C_tm_3_C_5_Meter_92_1072:Qh,house_3_6C_tm_3_C_6_Meter_92_1073:Qh,house_3_7C_tm_3_C_7_Meter_92_1074:Qh,house_3_8C_tm_3_C_8_Meter_92_1075:Qh,house_3_9C_tm_3_C_9_Meter_92_1076:Qh,house_3_10C_tm_3_C_10_Meter_92_1077:Qh,house_3_11C_tm_3_C_11_Meter_92_1078:Qh,house_3_12C_tm_3_C_12_Meter_92_1079:Qh,house_3_13C_tm_3_C_13_Meter_92_1080:Qh
2010-08-16 08:19:00 UTC,-61086.8357447,+0,-56721.1060664,+0,+0,+0,+0,-48136.8971077,-26259.1896353,+0,+0,+0,+0,+0,+0,+0,-43763.9082818,+0,+0,+0
2010-08-16 08:19:30 UTC,-61084.4409961,+0,-56718.8825084,+0,+0,+0,+0,-48124.8768373,-26252.6322897,+0,+0,+0,+0,+0,+0,+0,-43752.9798497,+0,+0,+0
2010-08-16 08:20:00 UTC,-60986.1535336,+0,-56627.6212151,+0,+0,+0,+0,-48039.9827533,-26206.3205277,+0,+0,+0,+0,+0,+0,-61144.2162311,-43675.7969531,+0,+0,-61137.3408328
2010-08-16 08:20:30 UTC,-61067.8134631,+0,+0,+0,+0,+0,+0,-48004.8619369,+0,-43643.3410507,+0,+0,+0,-21823.2267402,+0,-61099.5148949,-43643.866267,+0,+0,-61092.6459071
2010-08-16 08:21:00 UTC,-61090.1225618,+0,+0,+0,+0,+0,+0,-48008.0817721,+0,-43646.2683792,+0,+0,+0,-21824.6905367,+0,-61103.6130611,-43646.793635,+0,+0,-61096.743485
2010-08-16 08:21:30 UTC,-61002.901972,+0,+0,+0,+0,+0,-34861.7911403,-48056.2953556,+0,-43690.1019849,+0,+0,+0,-21846.6093171,+0,-61164.9787075,+0,+0,+0,-61158.1003314
2010-08-16 08:22:00 UTC,-60905.2915557,+0,+0,+0,+0,+0,-34806.0082873,-48066.9648685,+0,-43699.8022229,+0,+0,+0,-21851.4598737,+0,-61178.5587303,+0,+0,+0,-61171.6784068
2010-08-16 08:22:30 UTC,-60923.3724181,+0,+0,+0,+0,+0,-34816.3412219,-48041.4584555,+0,-43676.6129476,+0,+0,+0,-21839.8641899,+0,-61146.0944865,+0,+0,-56779.9564728,-61139.2188184
2010-08-16 08:23:00 UTC,+0,+0,+0,+0,+0,+0,-34814.8685632,+0,+0,-43679.3873361,+0,+0,+0,+0,+0,-61149.9785416,+0,+0,-56783.563209,-61143.1023161
2010-08-16 08:23:30 UTC,+0,+0,+0,+0,+0,+0,-34778.2750545,+0,+0,-43722.1159503,+0,+0,+0,+0,-43719.1489389,-61209.7972353,+0,-34977.3811034,-56839.1108883,-61202.9124333
2010-08-16 08:24:00 UTC,+0,+0,+0,-26072.6444971,-17382.3135641,+0,-34760.8179286,+0,+0,-43703.7816238,+0,+0,+0,+0,-43700.816147,-61184.1297644,+0,-34962.7138156,-56815.2760576,-61177.2486425
2010-08-16 08:24:30 UTC,+0,+0,+0,-26073.3110803,-17382.7579701,-47804.8480816,-34761.706611,+0,+0,-43672.9547499,+0,+0,+0,+0,-43669.9918534,-61140.9731267,+0,-34938.0526081,-56775.2007746,-61134.098193
2010-08-16 08:25:00 UTC,+0,+0,+0,-26092.4176425,-17395.4961708,-47827.5780421,-34787.1792949,+0,+0,-43715.1214259,+0,+0,+0,+0,-43712.1549998,-61200.0051247,+0,-34971.78555,-56830.0179279,-61193.1217264
2010-08-16 08:25:30 UTC,+0,+0,+0,-26101.1054623,-17401.2882746,-47843.5021265,+0,+0,+0,+0,+0,+0,+0,+0,-43763.1663878,+0,+0,-35012.597593,-56896.3388553,+0
2010-08-16 08:26:00 UTC,+0,-30475.703036,+0,-26123.5748086,+0,-47884.6866598,+0,+0,-26246.2971487,+0,+0,+0,+0,+0,-43738.9265298,+0,+0,-34993.2043131,-56864.8241304,+0
2010-08-16 08:26:30 UTC,+0,-30475.8710807,+0,-26123.7188576,+0,-47884.9506901,+0,+0,-26241.4077186,+0,+0,+0,+0,+0,-43730.7786273,+0,+0,-34986.6855227,-56854.2308792,+0
2010-08-16 08:27:00 UTC,+0,-30485.9704632,+0,+0,+0,-47900.8187541,+0,+0,-26232.665152,+0,+0,+0,-48088.8404745,+0,-43716.2097354,+0,+0,-34975.0295716,+0,+0
2010-08-16 08:27:30 UTC,+0,-30467.054193,+0,+0,+0,-47871.0976707,+0,+0,-26230.6240617,+0,+0,-56822.3020885,-48085.0989305,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:28:00 UTC,+0,-30495.6496032,+0,+0,+0,-47916.0265379,+0,+0,-26180.0270731,+0,+0,-56712.7017038,-47992.3490633,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:28:30 UTC,+0,+0,+0,+0,+0,-47945.3879797,+0,+0,+0,+0,+0,-56707.6828094,-47988.1017994,-21815.3505001,+0,+0,+0,+0,+0,+0
2010-08-16 08:29:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56567.5321982,-47869.4986468,-21761.4316344,+0,+0,-43520.2855438,+0,+0,+0
2010-08-16 08:29:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65193.4608452,-56492.9463402,-47806.3799901,-21732.7368933,+0,+0,-43462.900471,+0,+0,+0
2010-08-16 08:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65190.9387376,-56490.7609184,-47804.530566,-21731.8961159,+0,+0,-43461.2190452,+0,+0,+0
2010-08-16 08:30:30 UTC,+0,+0,-56712.2399158,+0,-17454.0655817,+0,+0,+0,+0,+0,-65176.9050217,-56478.6006178,-47794.2398507,+0,+0,+0,-43451.8631197,+0,+0,+0
2010-08-16 08:31:00 UTC,+0,+0,-56672.3904627,+0,-17441.8004641,+0,+0,+0,+0,+0,-65415.6138529,-56685.4432947,-47969.2814996,+0,+0,+0,-43611.0042988,+0,+0,+0
2010-08-16 08:31:30 UTC,+0,+0,-56628.7614,+0,-17428.3720332,+0,+0,+0,+0,+0,-65488.6580898,-56748.7365868,-48022.8437613,+0,+0,+0,-43659.701057,+0,+0,+0
2010-08-16 08:32:00 UTC,+0,+0,-56626.8784733,+0,-17427.7924938,+0,+0,-48085.3626534,+0,+0,-65574.6877311,-56823.2818189,+0,+0,+0,+0,-43717.054859,+0,+0,+0
2010-08-16 08:32:30 UTC,-61005.3453576,+0,-56645.4410936,+0,+0,+0,+0,-48113.7541726,+0,+0,-65613.4061997,+0,+0,+0,+0,+0,-43742.8674903,+0,+0,+0
2010-08-16 08:33:00 UTC,-60906.785275,+0,-56553.9266733,-26107.1811981,+0,+0,+0,-48140.2799451,+0,+0,-65649.5802861,+0,+0,+0,+0,+0,-43766.9838457,+0,+0,+0
2010-08-16 08:33:30 UTC,-60920.9580444,+0,-56567.0862884,-26113.2564893,+0,+0,-34814.9614446,-48190.9804462,-26288.6933938,+0,-65718.7222609,+0,+0,+0,+0,+0,-43813.0790654,+0,+0,+0
2010-08-16 08:34:00 UTC,-60872.6274887,+0,-56522.2106905,-26092.5391409,+0,+0,-34787.3412751,-48232.6505226,-26311.4254198,+0,-65775.5491421,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:34:30 UTC,-60905.4330553,+0,-56552.6711187,-26106.6015557,+0,+0,-34806.0891515,-48229.5441031,-26309.7307934,+0,+0,+0,+0,+0,+0,+0,+0,-35077.7766721,+0,+0
2010-08-16 08:35:00 UTC,-60816.7596946,-30411.5598801,-56470.3366632,-26068.5908827,+0,+0,-34755.4136893,-48287.9146386,-26341.573319,+0,+0,+0,+0,+0,+0,+0,+0,-35120.2304462,+0,+0
2010-08-16 08:35:30 UTC,-60755.8170267,-30381.0845473,-56413.750547,-26042.4672304,+0,+0,-34720.5858911,-48257.8048694,-26325.1477186,-43873.3053011,+0,+0,+0,-21938.2192344,+0,+0,+0,-35098.3311552,+0,+0
2010-08-16 08:36:00 UTC,-60872.3531153,-30439.360237,+0,+0,+0,+0,-34787.1844745,-48162.4929965,+0,-43786.6520672,+0,+0,+0,-21894.888712,-43783.6796561,-61300.145736,+0,-35029.0093868,+0,-61293.2479862
2010-08-16 08:36:30 UTC,-60853.5031257,-30429.934006,+0,+0,+0,+0,-34776.4119954,+0,+0,-43745.07235,+0,+0,+0,-21874.0969788,-43742.1034179,-61241.9354611,+0,-34995.7460061,+0,-61235.0460531
2010-08-16 08:37:00 UTC,-60811.7798668,-30409.069639,+0,+0,-17378.1878941,+0,-34752.5677937,+0,+0,-43794.8343099,+0,+0,+0,-21898.9802023,-43791.8612143,-61311.6006142,+0,-35035.5551036,+0,-61304.7012231
2010-08-16 08:37:30 UTC,+0,+0,+0,+0,-17424.7443428,+0,+0,+0,+0,-43760.2416257,+0,+0,+0,-21881.6823007,-43757.2714241,-61263.1719621,+0,-35007.8812832,-56888.6746952,-61256.2795101
2010-08-16 08:38:00 UTC,+0,+0,+0,+0,-17396.3915996,-47830.0398205,+0,+0,+0,-43708.9733194,+0,+0,+0,+0,-43706.0074081,-61191.3979723,+0,-34966.867123,-56822.0253203,-61184.5158083
2010-08-16 08:38:30 UTC,+0,+0,+0,+0,-17423.0998019,-47903.4680124,+0,+0,+0,-43712.5045733,+0,+0,+0,+0,-43709.5383664,-61196.3416149,+0,-34969.6920927,-56826.6159902,-61189.458742
2010-08-16 08:39:00 UTC,+0,+0,+0,+0,+0,-47925.4004591,+0,+0,+0,-43783.8688031,+0,+0,+0,+0,-43780.8966247,-61296.2492552,+0,+0,-56919.3902915,-61289.3520632
2010-08-16 08:39:30 UTC,+0,+0,+0,+0,+0,-47988.4090172,+0,+0,+0,-43779.0174082,+0,+0,+0,+0,-43776.0456358,-61289.4574574,+0,+0,-56913.0834234,-61282.561239
2010-08-16 08:40:00 UTC,+0,+0,+0,+0,+0,-48009.8416605,+0,+0,+0,-43738.9900892,+0,+0,+0,+0,+0,-61233.4204904,+0,+0,-56861.0474587,-61226.5323028
2010-08-16 08:40:30 UTC,+0,+0,+0,+0,+0,-47948.4049761,+0,+0,+0,-43751.4193196,+0,+0,+0,+0,+0,-61250.8210155,+0,+0,-56877.2055981,-61243.9303331
2010-08-16 08:41:00 UTC,+0,+0,+0,+0,+0,-47949.5684892,+0,+0,-26264.5440412,+0,+0,+0,+0,+0,+0,-61280.0602231,-43772.8319019,+0,-56904.3571455,-61273.1653513
2010-08-16 08:41:30 UTC,+0,+0,+0,-26105.1831196,+0,-47850.97615,+0,+0,-26268.122088,+0,+0,+0,-48153.8369598,+0,+0,+0,-43778.7950527,+0,-56912.109204,+0
2010-08-16 08:42:00 UTC,+0,+0,+0,-26126.386299,+0,+0,+0,+0,-26232.8405243,+0,+0,+0,-48089.1619516,+0,+0,+0,-43719.9950153,+0,-56835.669526,+0
2010-08-16 08:42:30 UTC,+0,+0,+0,-26137.968715,+0,+0,+0,+0,-26185.8783082,+0,+0,+0,-48003.0750232,-21822.1575632,+0,+0,-43641.728077,+0,+0,+0
2010-08-16 08:43:00 UTC,+0,+0,+0,-26121.0748622,-17414.6017227,+0,+0,+0,-26154.1653093,+0,+0,-56656.6813933,-47944.9415976,-21795.7291917,+0,+0,-43588.8753909,+0,+0,+0
2010-08-16 08:43:30 UTC,+0,-30395.5155788,+0,-26054.8376041,-17370.4418429,+0,+0,+0,+0,+0,-65372.5175897,-56648.1001132,-47937.6796466,-21792.4277941,+0,+0,-43582.2731027,+0,+0,+0
2010-08-16 08:44:00 UTC,+0,-30369.1617244,+0,-26032.2469093,-17355.380797,+0,+0,+0,+0,+0,-65401.1459154,-56672.9067361,-47958.6723747,-21801.9714196,+0,+0,-43601.3588883,+0,+0,+0
2010-08-16 08:44:30 UTC,+0,-30368.1464156,+0,+0,-17354.8005554,+0,+0,-47892.4548071,+0,+0,-65311.6128106,-56595.3257435,-47893.0190732,-21772.124392,+0,+0,-43541.6694166,+0,+0,+0
2010-08-16 08:45:00 UTC,+0,-30349.1869189,-56354.5235393,+0,+0,+0,-34684.1326674,-47863.4961885,+0,+0,-65272.1209664,-56561.1058167,-47864.0602891,+0,+0,+0,-43515.3411966,-34811.5444772,+0,+0
2010-08-16 08:45:30 UTC,+0,-30520.580275,-56672.7640439,+0,+0,+0,-34880.004309,-47851.6845807,+0,+0,-65256.0130786,-56547.148233,-47852.2486139,+0,+0,+0,-43504.6024726,-34802.9537157,+0,+0
2010-08-16 08:46:00 UTC,+0,-30575.0839774,-56773.9656946,+0,+0,+0,-34942.2922018,-48053.4934517,+0,+0,-65531.2266307,-56785.6224958,-48054.0586452,+0,+0,+0,+0,-34949.7323671,+0,+0
2010-08-16 08:46:30 UTC,-61046.8804722,+0,-56684.0070322,+0,+0,+0,-34886.9241772,-48148.1866047,+0,+0,-65660.3628634,-56897.5198724,+0,+0,+0,+0,+0,-35018.6041314,+0,+0
2010-08-16 08:47:00 UTC,-61122.441706,+0,-56754.1667042,+0,+0,+0,-34930.1062614,-48184.4435818,+0,+0,-65709.8077194,-56940.3641621,+0,+0,+0,+0,+0,-35044.9743798,+0,+0
2010-08-16 08:47:30 UTC,-61114.601068,+0,-56746.8865611,+0,+0,+0,-34925.6254569,-48216.5633729,+0,+0,-65753.6105564,-56978.3196057,+0,+0,+0,+0,+0,-35068.3355904,+0,+0
2010-08-16 08:48:00 UTC,-61178.4608073,+0,-56806.1812328,+0,+0,+0,-34962.1203166,-48155.9468996,+0,+0,-65670.945838,+0,+0,+0,-43777.7287394,+0,+0,-35024.2483114,+0,+0
2010-08-16 08:48:30 UTC,-61185.0201092,+0,-56812.2716374,+0,-17484.8539768,+0,-34965.8688571,-48273.2186355,-26333.5562974,+0,+0,+0,+0,+0,-43884.3379671,+0,+0,-35109.5418208,+0,+0
2010-08-16 08:49:00 UTC,-61235.0387745,+0,-56858.714678,+0,-17499.1485068,+0,-34994.4537553,+0,-26318.4054665,+0,+0,+0,+0,+0,-43859.0901371,+0,+0,-35089.3421057,+0,+0
2010-08-16 08:49:30 UTC,-61150.6811962,+0,-56780.3874705,+0,-17475.0404669,+0,+0,+0,-26322.559498,-43868.9918467,+0,+0,+0,-21936.0623129,-43866.0125483,+0,+0,+0,+0,+0
2010-08-16 08:50:00 UTC,-61022.8733521,+0,-56661.716083,-26156.9434451,-17438.5150358,+0,+0,+0,-26364.9704881,-43939.6727931,+0,+0,+0,-21971.40597,-43936.6875848,+0,+0,+0,+0,+0
2010-08-16 08:50:30 UTC,-60990.27805,+0,+0,-26142.9711628,+0,-47920.2386424,+0,+0,-26329.5202886,-43880.5925015,+0,+0,+0,-21941.863163,-43877.6122329,+0,+0,+0,+0,-61424.742753
2010-08-16 08:51:00 UTC,-60976.9542294,+0,+0,-26137.2597819,+0,-47909.7701325,+0,+0,+0,-43896.7069794,+0,+0,+0,-21949.9211277,-43893.7253635,-61454.2190958,+0,+0,+0,-61447.2992775
2010-08-16 08:51:30 UTC,+0,+0,+0,-26175.5861706,+0,-47980.0193768,+0,+0,+0,-43801.2513757,+0,+0,+0,+0,-43798.2777433,-61320.5843013,+0,+0,+0,-61313.6836228
2010-08-16 08:52:00 UTC,+0,-30519.1761692,+0,-26160.8402569,+0,-47952.991281,+0,+0,+0,-43784.9810944,+0,+0,+0,+0,-43782.0088231,-61297.8064275,+0,+0,-56920.8362826,-61290.9090126
2010-08-16 08:52:30 UTC,+0,-30500.7834619,+0,-26145.0739105,+0,-47924.0928135,+0,+0,+0,-43828.2689851,+0,+0,+0,+0,+0,-61358.4080908,-43828.7966977,+0,-56977.111027,-61351.5019936
2010-08-16 08:53:00 UTC,+0,-30513.2035766,+0,+0,+0,-47943.6071935,+0,+0,+0,-43856.915533,+0,+0,+0,+0,+0,-61398.5123424,-43857.4436324,+0,-57014.3518612,-61391.6005008
2010-08-16 08:53:30 UTC,+0,-30517.7182953,+0,+0,+0,-47950.7006815,+0,+0,+0,-43894.761248,+0,+0,+0,+0,+0,-61451.4951338,-43895.2898583,+0,-57063.5517157,-61444.5757049
2010-08-16 08:54:00 UTC,+0,-30567.0810712,+0,+0,+0,-48028.2590648,+0,+0,+0,-43872.272258,+0,+0,+0,+0,+0,-61420.0112666,-43872.8005648,+0,-57034.3157762,-61413.0963463
2010-08-16 08:54:30 UTC,+0,+0,+0,+0,-17446.5140461,-47967.8402148,+0,+0,+0,-43889.6795961,+0,+0,+0,+0,+0,-61444.3809836,-43890.2081379,+0,-57056.9455112,-61437.462573
2010-08-16 08:55:00 UTC,+0,+0,+0,+0,-17437.2743221,+0,+0,+0,+0,+0,+0,+0,-48152.6293348,+0,+0,-61286.8712901,-43777.6971263,+0,-56910.6819067,-61279.9754426
2010-08-16 08:55:30 UTC,+0,+0,+0,+0,-17426.5503711,+0,+0,+0,-26205.2685439,+0,+0,+0,-48038.6194654,+0,+0,-61141.7617983,-43674.0437233,-34938.5032825,-56775.9331356,-61134.8867513
2010-08-16 08:56:00 UTC,+0,+0,+0,+0,-17435.5252958,+0,-34867.225869,-47929.9621837,-26146.3016617,+0,+0,+0,-47930.5266646,-21789.1759356,+0,-61004.1834247,-43575.7698851,-34859.8862032,-56648.1777636,-60997.3281128
2010-08-16 08:56:30 UTC,+0,+0,+0,+0,+0,+0,-34907.7582068,-47924.1358427,-26143.1232528,+0,+0,+0,-47924.7002903,-21786.5271742,+0,+0,-43570.4727686,-34855.6486173,-56641.2915454,+0
2010-08-16 08:57:00 UTC,+0,+0,+0,+0,+0,+0,-34906.0476521,-47873.4422554,-26115.4686803,+0,-65285.6847531,+0,-47874.0064128,-21763.480936,+0,+0,-43524.3838323,-34818.7784025,-56581.3762173,+0
2010-08-16 08:57:30 UTC,+0,+0,+0,+0,+0,+0,-34885.1025794,-47862.387271,-26109.4379202,+0,-65270.6086984,-56559.7954268,-47862.9513653,-21758.4551366,+0,+0,-43514.3330055,-34810.7379448,+0,+0
2010-08-16 08:58:00 UTC,+0,+0,+0,-26161.5965481,+0,+0,-34879.40795,-47889.7877342,+0,+0,-65307.9756341,-56592.174106,-47890.3519852,-21770.9118922,+0,+0,+0,-34830.6667174,+0,+0
2010-08-16 08:58:30 UTC,+0,+0,+0,-26153.4279893,+0,+0,-34868.5177048,-47895.5725598,+0,+0,-65315.8645949,-56599.0099409,-47896.1368437,+0,+0,+0,+0,-34834.8741084,+0,+0
2010-08-16 08:59:00 UTC,+0,+0,-56635.3673826,-26144.7792593,+0,+0,-34856.9872999,-47886.8413222,+0,+0,-65303.9575119,-56588.6923802,-47887.4055562,+0,+0,+0,+0,-34828.5237469,+0,+0
2010-08-16 08:59:30 UTC,-61074.9098763,+0,-56710.0327292,-26179.2493892,+0,+0,-34902.9425509,-47864.6617071,+0,+0,-65273.7104234,-56562.483091,-47865.2258144,+0,-43512.9276085,+0,+0,-34812.3921765,+0,+0
2010-08-16 09:00:00 UTC,-61038.914371,-30522.6517866,-56676.610395,-26163.8195784,-17443.0993018,+0,-34882.3716728,-47850.0057749,+0,+0,-65253.7236346,-56545.1644155,-47850.5697986,+0,-43499.6042147,+0,+0,+0,+0,+0
2010-08-16 09:00:30 UTC,-61045.2257271,-30525.8078779,-56682.4705783,-26166.5249998,-17444.9029857,+0,+0,-47838.0230544,+0,+0,-65237.3823945,-56531.004631,+0,+0,-43488.7109804,+0,+0,+0,+0,+0
2010-08-16 09:01:00 UTC,-60990.0620972,-30498.2224469,-56631.2503715,+0,-17429.1381044,+0,+0,+0,+0,+0,-65317.6916688,-56600.5931118,+0,+0,-43542.2459479,+0,+0,+0,+0,+0
2010-08-16 09:01:30 UTC,-60940.1442005,-30473.2602258,-56584.9009033,+0,-17414.872369,+0,+0,+0,+0,+0,-65478.2219499,-56739.6936051,+0,+0,-43649.257048,+0,+0,+0,+0,+0
2010-08-16 09:02:00 UTC,-60919.8585008,-30463.1160456,-56566.0653467,+0,+0,-47864.9100873,+0,+0,+0,+0,-65479.0387111,-56740.4013339,+0,+0,-43649.8015092,+0,+0,+0,+0,+0
2010-08-16 09:02:30 UTC,-60951.0460492,-30478.711865,-56595.0234227,+0,+0,-47889.4141065,+0,+0,-26240.4319176,+0,+0,-56843.5473237,+0,-21867.5845025,-43729.1525217,+0,+0,+0,+0,+0
2010-08-16 09:03:00 UTC,-60964.0994776,+0,-56607.1437142,+0,+0,-47899.6701695,+0,+0,-26244.5219623,-43738.9367214,+0,+0,+0,-21870.9929746,-43735.9683026,+0,+0,+0,+0,+0
2010-08-16 09:03:30 UTC,-60982.051361,+0,-56623.8122906,+0,+0,-47913.7749429,+0,+0,-26279.0998519,-43796.6408456,+0,+0,+0,-21899.8475453,-43793.6675984,+0,+0,+0,+0,+0
2010-08-16 09:04:00 UTC,-61070.6996601,+0,-56706.1234841,+0,+0,-47983.4258056,+0,+0,-26250.7125489,-43749.3312145,+0,+0,+0,-21876.190673,+0,+0,-43749.8578615,+0,+0,+0
2010-08-16 09:04:30 UTC,-61062.984512,+0,-56698.9598603,+0,+0,-47977.3640228,+0,+0,-26277.1703297,-43793.4251483,+0,+0,+0,-21898.2395566,+0,+0,-43793.9523905,+0,+0,+0
2010-08-16 09:05:00 UTC,+0,+0,+0,+0,+0,-47948.7636933,+0,+0,-26269.9315703,-43781.3611969,+0,+0,+0,+0,+0,+0,-43781.8882763,+0,+0,-61285.8419979
2010-08-16 09:05:30 UTC,+0,+0,+0,+0,-17442.6613546,-47957.2481047,+0,+0,+0,-43708.2825989,+0,+0,+0,+0,+0,-61190.4309857,-43708.8086917,+0,+0,-61183.5489606
2010-08-16 09:06:00 UTC,+0,+0,+0,-26205.482917,-17470.8759344,-48034.8177549,+0,+0,+0,-43617.2549785,+0,+0,+0,+0,+0,-61062.9952283,-43617.7798427,-34893.4933181,-56702.669787,-61056.1314796
2010-08-16 09:06:30 UTC,+0,+0,+0,-26175.114682,-17450.6296619,-47979.0286123,+0,+0,+0,-43659.1138022,+0,+0,+0,+0,+0,-61121.5962426,-43659.6392314,-34926.9799809,-56757.0865,-61114.7240873
2010-08-16 09:07:00 UTC,+0,+0,+0,-26171.1859024,-17448.0103743,+0,-34892.1923861,+0,+0,-43648.5231997,+0,+0,+0,+0,+0,-61106.7697379,-43649.0484859,-34918.5075991,-56743.3186555,-61099.8997099
2010-08-16 09:07:30 UTC,+0,+0,+0,-26183.4743794,+0,+0,-34908.6208558,-47963.3149644,+0,-43605.5684255,+0,+0,+0,+0,+0,-61046.6344276,-43606.093132,-34884.1441863,-56687.4772005,-61039.7730248
2010-08-16 09:08:00 UTC,+0,-30506.1187378,+0,-26149.6582773,+0,+0,-34863.5374316,-47967.079353,+0,-43608.9908367,+0,+0,-47967.6440471,+0,+0,-61051.425694,-43609.5155894,-34886.7989778,-56691.9263549,-61044.5636046
2010-08-16 09:08:30 UTC,+0,-30494.0863439,+0,-26139.3440236,+0,+0,-34849.7865312,-47941.1249462,+0,-43585.394266,+0,+0,-47941.6894912,+0,+0,-61018.3912495,-43585.9187002,-34867.9220337,-56661.2506765,-61011.5338986
2010-08-16 09:09:00 UTC,+0,-30502.5940872,+0,+0,+0,+0,-34859.5093787,-47886.4300726,+0,+0,+0,+0,-47886.9943041,-21769.3498528,+0,-60948.7762968,-43536.1919266,-34828.1418107,-56596.6064557,-60941.928937
2010-08-16 09:09:30 UTC,+0,-30477.014012,+0,+0,+0,+0,-34830.2758723,-47912.9853246,-26136.9943074,+0,+0,+0,-47913.5497081,-21781.4223199,+0,-60982.5754902,-43560.335085,-34847.4557568,-56627.9922777,-60975.7232796
2010-08-16 09:10:00 UTC,+0,-30486.003445,+0,+0,+0,+0,-34840.5492059,-47871.5353128,-26114.3824079,+0,-65282.9513199,+0,-47872.0994594,-21762.5784435,+0,-60929.818433,+0,-34817.3086777,-56579.0022449,-60922.9737926
2010-08-16 09:10:30 UTC,+0,-30473.6402714,+0,+0,-17415.098999,+0,-34826.420283,-47917.0303421,-26139.2009542,+0,-65344.9941725,+0,-47917.5947489,-21783.2612535,+0,-60987.7239381,+0,-34850.3977456,-56632.77311,-60980.8709882
2010-08-16 09:11:00 UTC,+0,+0,+0,+0,-17401.9721528,+0,-34800.1703586,-47930.0557293,-26146.3065918,+0,-65362.7572603,+0,-47930.6202109,-21789.1828152,-43572.3759125,-61004.3024886,+0,+0,-56648.1678987,+0
2010-08-16 09:11:30 UTC,+0,+0,+0,+0,-17424.3068484,+0,+0,-47855.8385873,-26105.8194957,+0,-65261.5452524,-56551.8590862,-47856.4026443,+0,-43504.9066995,+0,+0,+0,+0,+0
2010-08-16 09:12:00 UTC,+0,+0,+0,+0,-17387.016201,+0,+0,-47875.1344968,+0,+0,-65287.8596281,-56574.6605883,-47875.6986639,+0,-43522.4481971,+0,+0,+0,+0,+0
2010-08-16 09:12:30 UTC,-60827.3735519,+0,-56480.3280934,+0,+0,+0,+0,+0,+0,+0,-65332.8141993,-56613.6138881,-47908.6633183,+0,-43552.4154864,+0,+0,+0,+0,+0
2010-08-16 09:13:00 UTC,-60813.9121086,+0,-56467.828895,+0,+0,+0,+0,+0,+0,+0,-65468.9012161,-56731.5337986,-48008.454321,+0,-43643.1328276,+0,+0,+0,+0,+0
2010-08-16 09:13:30 UTC,-60911.2052285,+0,-56558.1673522,-26109.1049556,+0,+0,+0,+0,+0,+0,-65302.2952136,-56587.1690759,-47886.2841077,+0,-43532.0711422,+0,+0,+0,+0,+0
2010-08-16 09:14:00 UTC,-60994.3170494,+0,-56635.3382154,-26144.7316992,+0,-47923.4017869,+0,+0,+0,+0,-65312.3034871,-56595.8412816,+0,+0,-43538.7427848,+0,+0,+0,+0,+0
2010-08-16 09:14:30 UTC,-60968.8461203,+0,-56611.6879861,-26133.8133219,+0,-47903.389317,+0,+0,+0,+0,-65350.9582603,-56629.3357842,+0,+0,-43564.5105487,+0,+0,+0,+0,+0
2010-08-16 09:15:00 UTC,-61084.8333844,+0,-56719.3843109,-26183.5324615,+0,-47994.5203332,+0,+0,+0,+0,-65203.0228166,-56501.1491848,+0,-21738.4504331,-43465.8948995,+0,+0,+0,+0,+0
2010-08-16 09:15:30 UTC,-61049.1290951,-30527.7812536,-56686.2320902,-26168.2275912,-17446.0402763,-47966.4674942,+0,+0,+0,+0,+0,-56559.4949385,+0,-21758.3802974,+0,+0,-43514.2543407,+0,+0,+0
2010-08-16 09:16:00 UTC,-61042.8323256,-30524.6324518,-56680.3854229,-26165.528416,-17444.2407561,-47961.5201321,+0,+0,-26111.17303,+0,+0,-56563.4551767,+0,-21759.9038896,+0,+0,-43517.3013009,-34813.0297343,+0,+0
2010-08-16 09:16:30 UTC,-61049.4077795,-30527.9206141,-56686.3012418,-26168.3470519,-17446.1199198,-47966.6864562,+0,+0,-26157.3487985,-43593.6336805,+0,-56663.478198,+0,-21798.3849769,+0,+0,-43594.2578159,-34874.5930958,+0,+0
2010-08-16 09:17:00 UTC,-61067.7723161,-30537.1040988,-56703.3529418,+0,-17451.3682228,-47981.1154446,+0,+0,-26178.641784,-43629.1199216,+0,-56709.6017163,+0,-21816.1297217,+0,+0,-43629.7446966,-34902.9817473,+0,+0
