# file...... Output/Qh/house_Qh_file_013.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_1_13C_tm_1_C_13_Meter_30_241:Qh,house_1_14C_tm_1_C_14_Meter_30_242:Qh,house_1_15C_tm_1_C_15_Meter_30_243:Qh,house_1_1C_tm_1_C_1_Meter_31_244:Qh,house_1_2C_tm_1_C_2_Meter_31_245:Qh,house_1_3C_tm_1_C_3_Meter_31_246:Qh,house_1_4C_tm_1_C_4_Meter_31_247:Qh,house_1_5C_tm_1_C_5_Meter_31_248:Qh,house_1_6C_tm_1_C_6_Meter_31_249:Qh,house_1_7C_tm_1_C_7_Meter_31_250:Qh,house_1_8C_tm_1_C_8_Meter_31_251:Qh,house_1_1C_tm_1_C_1_Meter_32_252:Qh,house_1_2C_tm_1_C_2_Meter_32_253:Qh,house_1_3C_tm_1_C_3_Meter_32_254:Qh,house_1_4C_tm_1_C_4_Meter_32_255:Qh,house_1_5C_tm_1_C_5_Meter_32_256:Qh,house_1_6C_tm_1_C_6_Meter_32_257:Qh,house_1_7C_tm_1_C_7_Meter_32_258:Qh,house_1_8C_tm_1_C_8_Meter_32_259:Qh,house_1_1A_tm_1_A_1_Meter_33_260:Qh
2010-08-16 07:50:30 UTC,+0,+0,+0,-21689.9534335,+0,+0,+0,+0,-47710.0707165,+0,+0,+0,+0,+0,+0,-13014.1063982,+0,+0,+0,+0
2010-08-16 07:51:00 UTC,+0,+0,+0,-21688.3432837,+0,+0,-30361.9571085,+0,-47706.5291374,+0,+0,+0,+0,+0,+0,+0,+0,-43370.0607175,+0,+0
2010-08-16 07:51:30 UTC,+0,+0,+0,+0,+0,+0,-30364.6465146,+0,-47710.7547469,+0,+0,+0,+0,+0,+0,+0,+0,-43374.0953761,+0,+0
2010-08-16 07:52:00 UTC,+0,+0,+0,+0,+0,+0,-30343.3911132,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43342.5315547,+0,+0
2010-08-16 07:52:30 UTC,+0,+0,-56170.5777337,+0,+0,+0,-30328.4657119,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43321.2136938,+0,+0
2010-08-16 07:53:00 UTC,+0,+0,-56133.4795653,+0,+0,+0,-30311.4656449,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43296.9326019,+0,+0
2010-08-16 07:53:30 UTC,+0,+0,-56117.7825814,+0,+0,-38959.2404297,+0,-38951.8520752,+0,+0,+0,+0,+0,+0,-51930.2989279,+0,+0,-43275.8927761,+0,+0
2010-08-16 07:54:00 UTC,+0,+0,-56067.7622839,+0,+0,-38915.8897657,+0,-38915.2175132,+0,+0,+0,+0,+0,+0,-51882.6379376,+0,+0,-43236.1745098,+0,+0
2010-08-16 07:54:30 UTC,+0,+0,-56092.907425,+0,+0,-38933.5449552,+0,-38932.8723147,+0,+0,+0,+0,+0,+0,-51906.1741254,+0,+0,-43255.7883821,+0,+0
2010-08-16 07:55:00 UTC,+0,+0,-56078.9439421,+0,+0,-38918.7207318,+0,-38918.0483934,+0,-56212.0854841,-34595.5731829,+0,+0,+0,-51889.1561731,+0,+0,-43241.6065046,+0,+0
2010-08-16 07:55:30 UTC,+0,+0,-56109.4512238,+0,+0,-38943.0572924,+0,-38942.3844193,+0,-56247.2352606,-34617.206598,+0,+0,+0,-51924.5555362,+0,+0,+0,+0,+0
2010-08-16 07:56:00 UTC,+0,-43154.4142581,-56095.5614325,+0,+0,-38935.1068949,+0,-38934.4341964,+0,-56235.7523438,-34610.1392785,+0,+0,+0,-51913.0692542,-12980.0663909,+0,+0,+0,+0
2010-08-16 07:56:30 UTC,+0,-43193.1026718,-56145.8500984,+0,+0,+0,+0,-38970.3607689,+0,-56287.6429448,-34642.0760642,+0,+0,+0,-51959.7926105,-12991.7493075,+0,+0,+0,+0
2010-08-16 07:57:00 UTC,+0,-43226.6964532,+0,+0,+0,+0,+0,+0,+0,-56330.2571377,-34668.3035559,+0,+0,-21666.7352622,-51996.4692387,-13000.9200948,+0,+0,+0,+0
2010-08-16 07:57:30 UTC,+0,-43273.0859357,+0,-21691.257025,+0,+0,+0,+0,+0,-56386.0317674,-34702.6308185,+0,+0,-21689.9443189,+0,-13014.8467586,+0,+0,+0,-56221.5798995
2010-08-16 07:58:00 UTC,+0,-43248.0313104,+0,-21678.4697757,+0,+0,+0,+0,+0,-56352.7934313,-34682.1738277,+0,+0,-21677.5282979,+0,+0,+0,+0,+0,-56205.4176808
2010-08-16 07:58:30 UTC,-56177.8421542,-43218.6479535,+0,-21719.5888503,+0,+0,+0,+0,+0,-56459.6756585,+0,-26063.6319066,+0,-21717.4629639,+0,+0,+0,+0,-26060.8757618,-56326.0199716
2010-08-16 07:59:00 UTC,-56169.6194769,-43212.3218993,+0,-21713.9227589,+0,+0,+0,+0,+0,-56444.9475912,+0,-26052.9585497,+0,+0,+0,+0,-43418.1403029,+0,-26052.4439005,-56334.4275798
2010-08-16 07:59:30 UTC,-56159.3314139,-43204.4068563,+0,-21708.5504682,+0,+0,+0,+0,+0,-56430.9832104,+0,-26044.5830921,-56418.6294475,+0,+0,+0,-43404.1825737,+0,-26044.0686442,-56355.7166789
2010-08-16 08:00:00 UTC,-56154.2820724,+0,+0,+0,+0,+0,+0,+0,+0,-56423.836582,+0,-26040.9555598,-56410.7714043,+0,+0,+0,-43398.1371764,+0,-26040.4411847,-56401.264903
2010-08-16 08:00:30 UTC,-56147.0830114,+0,+0,+0,-56416.0840971,+0,+0,+0,+0,+0,+0,-26037.6783156,-56403.672558,+0,+0,+0,-43392.6756374,+0,-26037.1640192,-56409.3426797
2010-08-16 08:01:00 UTC,-56113.9197013,+0,+0,+0,-56382.043887,+0,+0,+0,+0,+0,+0,-26021.9691604,-56369.6449247,+0,+0,+0,-43366.4962761,+0,-26021.4552416,-56413.6181285
2010-08-16 08:01:30 UTC,-56108.5086119,+0,+0,+0,-56379.1512579,+0,+0,+0,+0,+0,+0,+0,-56370.6068989,+0,+0,+0,-43367.2363767,+0,+0,+0
2010-08-16 08:02:00 UTC,-56126.6310948,+0,+0,+0,-56399.9340765,+0,+0,+0,+0,+0,+0,+0,-56391.3844067,+0,+0,+0,-43383.2216756,+0,+0,+0
2010-08-16 08:02:30 UTC,-56129.9129318,+0,+0,+0,-56407.9722959,+0,-30378.2030204,+0,+0,+0,+0,+0,-56399.4541458,+0,+0,-13018.5287103,-43389.430177,+0,+0,+0
2010-08-16 08:03:00 UTC,-56099.3049738,+0,+0,+0,-56374.4833048,+0,-30360.1668929,+0,-47703.7159124,+0,+0,+0,-56370.750665,+0,+0,-13011.9026729,+0,+0,+0,+0
2010-08-16 08:03:30 UTC,+0,+0,+0,+0,-56359.8871201,+0,-30352.3058423,+0,-47691.3645869,+0,+0,+0,-56356.1559232,+0,+0,-13008.5335586,+0,+0,+0,+0
2010-08-16 08:04:00 UTC,+0,+0,+0,+0,-56370.9537569,+0,-30358.2659885,+0,-47700.7292009,+0,+0,+0,-56367.2214658,+0,+0,-13011.0879772,+0,+0,+0,+0
2010-08-16 08:04:30 UTC,+0,+0,+0,+0,+0,+0,-30373.557313,+0,-47724.7550137,+0,+0,+0,-56394.7221689,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:05:00 UTC,+0,+0,+0,+0,+0,+0,-30364.2457454,-39036.1788446,-47710.1246278,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:05:30 UTC,+0,+0,+0,-21676.0044507,+0,+0,+0,-39011.0667133,-47679.4326382,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:06:00 UTC,+0,+0,+0,-21674.9787928,+0,+0,+0,-39009.2208804,-47677.1766655,+0,+0,+0,+0,-21674.0056496,+0,+0,+0,+0,+0,+0
2010-08-16 08:06:30 UTC,+0,+0,+0,-21682.0557151,+0,+0,+0,-39021.9569202,-47692.7426242,+0,+0,+0,+0,-21681.0742669,+0,+0,+0,+0,+0,+0
2010-08-16 08:07:00 UTC,+0,+0,+0,-21654.6796633,+0,+0,+0,-38972.6893885,-47632.5279594,+0,+0,+0,+0,-21652.4677388,+0,+0,+0,-43302.5026755,+0,+0
2010-08-16 08:07:30 UTC,+0,+0,+0,-21719.4073388,+0,-39089.8531971,+0,-39089.1770774,-47774.8989476,+0,+0,+0,+0,-21717.6688989,+0,+0,+0,-43432.8276624,+0,+0
2010-08-16 08:08:00 UTC,+0,+0,+0,+0,+0,-39105.3526952,+0,-39104.6762354,+0,+0,+0,+0,+0,-21725.406865,+0,+0,+0,-43448.3024639,+0,+0
2010-08-16 08:08:30 UTC,+0,+0,+0,+0,+0,-39150.8238533,+0,+0,+0,+0,+0,-26103.1580064,+0,+0,+0,-13051.1357376,+0,-43498.326192,+0,+0
2010-08-16 08:09:00 UTC,+0,+0,+0,+0,+0,-39170.7926801,+0,+0,+0,+0,-34819.6466638,-26112.9653764,+0,+0,+0,-13057.1624346,+0,-43518.4119437,-26112.4771716,+0
2010-08-16 08:09:30 UTC,+0,-43281.610619,+0,+0,+0,-39147.2692425,+0,+0,+0,+0,-34798.7360569,-26097.2845926,+0,+0,+0,-13049.3215168,+0,-43492.2797645,-26096.7967311,+0
2010-08-16 08:10:00 UTC,+0,-43284.0019802,+0,+0,+0,-39148.3088843,+0,+0,+0,+0,-34799.6602221,-26097.9776209,+0,+0,+0,-13049.6680542,+0,-43493.4347027,-26097.4897442,+0
2010-08-16 08:10:30 UTC,+0,-43302.6094807,+0,+0,+0,+0,+0,+0,+0,+0,-34817.3333991,-26111.1382487,+0,+0,+0,+0,+0,-43515.3670174,-26110.6500839,+0
2010-08-16 08:11:00 UTC,+0,-43299.5765913,+0,+0,+0,+0,+0,+0,+0,+0,-34813.4504592,-26106.4204664,+0,+0,-52208.2172743,+0,+0,-43507.5047872,-26105.9324049,+0
2010-08-16 08:11:30 UTC,+0,-43286.4521611,+0,+0,+0,+0,+0,+0,+0,+0,-34806.6230336,+0,+0,+0,-52202.7310095,+0,+0,+0,-26103.1890198,+0
2010-08-16 08:12:00 UTC,+0,-43265.7587793,+0,+0,+0,+0,+0,+0,+0,+0,-34790.5174507,+0,+0,+0,-52180.3645191,+0,+0,+0,+0,+0
2010-08-16 08:12:30 UTC,+0,-43275.1697044,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52192.8775797,+0,+0,+0,+0,-56436.2926765
2010-08-16 08:13:00 UTC,+0,-43244.0793034,+0,-21735.0097023,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52153.0952204,+0,+0,+0,+0,-56508.2078751
2010-08-16 08:13:30 UTC,+0,+0,+0,-21740.5376948,+0,+0,-30435.0521067,+0,+0,+0,+0,+0,+0,+0,-52167.2826602,+0,+0,+0,+0,-56525.4736849
2010-08-16 08:14:00 UTC,+0,+0,+0,-21742.3110196,+0,+0,-30437.4962767,+0,+0,-56518.6382382,+0,+0,+0,+0,-52172.3698003,-13044.9262684,+0,+0,+0,-56511.6478574
2010-08-16 08:14:30 UTC,+0,+0,-56216.4795513,-21732.9594314,+0,+0,-30424.4049756,+0,+0,-56494.3304134,+0,+0,+0,-21730.0572146,-52148.4028464,-13038.9334447,+0,+0,+0,-56509.9327568
2010-08-16 08:15:00 UTC,+0,+0,-56203.5726906,-21727.1171115,+0,+0,-30416.2263042,+0,+0,-56479.1443222,+0,+0,+0,-21725.6976586,+0,-13036.3084981,+0,+0,+0,-56482.6839283
2010-08-16 08:15:30 UTC,+0,+0,-56166.416148,+0,+0,+0,-30397.2219139,-39078.5295707,+0,-56443.8571221,+0,+0,+0,-21711.1053823,+0,-13027.5523492,-43419.469267,+0,+0,-56481.533631
2010-08-16 08:16:00 UTC,+0,+0,-56175.8951018,+0,+0,+0,+0,-39087.180085,+0,-56456.3514983,+0,+0,+0,-21715.5267744,+0,+0,-43428.3113878,+0,+0,-56491.2451704
2010-08-16 08:16:30 UTC,+0,+0,-56172.9931796,+0,-56448.7728335,+0,+0,-39082.279254,+0,-56449.2729797,+0,+0,+0,-21713.8895553,+0,+0,-43425.0371954,+0,+0,-56509.0653259
2010-08-16 08:17:00 UTC,+0,+0,-56195.9233554,+0,-56474.3951572,+0,+0,-39100.0190747,+0,-56474.8955011,+0,+0,+0,+0,+0,+0,-43445.9870682,+0,+0,+0
2010-08-16 08:17:30 UTC,-56160.0123838,+0,-56161.2148504,+0,-56438.8409961,+0,+0,-39075.4028667,-47758.1755404,-56439.3410655,+0,+0,+0,+0,+0,+0,-43419.8424973,+0,+0,+0
2010-08-16 08:18:00 UTC,-56146.2794355,+0,-56147.4816266,+0,-56420.0374815,+0,+0,-39062.3841033,-47742.1485734,-56420.537406,+0,-26042.4964078,-56414.1691483,+0,+0,+0,-43400.6866281,+0,+0,+0
2010-08-16 08:18:30 UTC,-56128.5670572,+0,-56129.7688928,+0,-56407.3769506,+0,+0,-39053.6184833,-47731.4352545,-56407.8767774,+0,-26036.6524542,-56401.5105211,+0,+0,+0,-43390.9476674,+0,+0,+0
2010-08-16 08:19:00 UTC,-56145.8250686,+0,-56147.0272505,+0,-56425.9398567,+0,+0,+0,-47747.1431527,-56426.4398266,+0,-26043.7370612,-56416.856537,+0,+0,+0,-43402.7541799,+0,-26043.2204355,+0
2010-08-16 08:19:30 UTC,-56184.3066217,+0,+0,+0,-56463.6129427,-39093.4271845,+0,+0,-47779.1514025,+0,+0,-26062.4049486,-56457.1210775,+0,+0,+0,+0,+0,-26061.8878712,+0
2010-08-16 08:20:00 UTC,-56148.6199561,+0,+0,+0,-56425.8662693,-39067.2105324,+0,+0,-47747.2100613,+0,+0,-26044.5421424,-56418.428567,+0,+0,-13022.9395649,+0,+0,-26044.0254972,+0
2010-08-16 08:20:30 UTC,-56149.008273,+0,+0,-21704.0922761,-56418.6427475,-39062.20913,+0,+0,-47741.0974968,+0,+0,-26041.537317,-56411.9198338,+0,+0,-13021.4370534,+0,+0,-26041.0207445,+0
2010-08-16 08:21:00 UTC,-56169.0648784,+0,+0,-21713.5222118,+0,-39079.180093,+0,+0,-47761.8389004,+0,+0,+0,-56436.5011313,+0,+0,-13027.1115344,+0,+0,-26052.3686857,+0
2010-08-16 08:21:30 UTC,-56170.3624827,+0,+0,-21713.3020968,+0,-39078.7839542,+0,+0,-47761.3547513,+0,-34737.8634116,+0,-56433.8535418,+0,+0,-13026.5003504,+0,-43416.2513459,-26051.1464277,+0
2010-08-16 08:22:00 UTC,-56154.0198372,-43200.3582203,+0,-21711.4065633,+0,-39075.3725809,+0,+0,-47757.1854728,+0,-34734.8309505,+0,-56431.8230673,+0,+0,+0,+0,-43414.6891765,+0,+0
2010-08-16 08:22:30 UTC,-56182.9035354,-43222.5797123,+0,-21724.3993407,+0,+0,+0,+0,+0,+0,-34755.6167042,+0,-56462.7322006,+0,+0,+0,+0,-43438.4694817,+0,+0
2010-08-16 08:23:00 UTC,-56197.69057,-43233.9560246,+0,+0,+0,+0,+0,+0,+0,+0,-34763.8351647,+0,-56473.7567331,-21724.7032847,+0,+0,+0,-43446.9513354,+0,+0
2010-08-16 08:23:30 UTC,+0,-43271.3158863,+0,+0,+0,+0,-30445.127373,+0,+0,+0,-34792.992422,+0,+0,-21744.9210436,+0,+0,+0,-43487.3840038,+0,+0
2010-08-16 08:24:00 UTC,+0,-43237.4606048,+0,+0,+0,+0,-30420.8924838,+0,+0,+0,-34765.2970373,+0,+0,-21727.6127478,+0,+0,+0,-43452.7698516,+0,+0
2010-08-16 08:24:30 UTC,+0,-43224.9661301,+0,+0,+0,+0,-30412.1077056,+0,+0,+0,-34755.2578824,+0,+0,-21721.3387547,+0,+0,+0,-43440.2227497,+0,+0
2010-08-16 08:25:00 UTC,+0,-43234.6042671,+0,+0,+0,+0,-30421.1190606,+0,+0,+0,+0,+0,+0,-21727.3346978,+0,+0,+0,-43452.2137907,+0,+0
2010-08-16 08:25:30 UTC,+0,-43245.3090432,+0,+0,+0,+0,-30425.3961476,-39114.7490937,+0,+0,+0,+0,+0,+0,+0,-13039.5694654,+0,-43459.8080964,+0,+0
2010-08-16 08:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,-39104.4855411,+0,+0,+0,+0,+0,+0,-52132.8072138,-13035.0248564,+0,-43444.6618217,+0,+0
2010-08-16 08:26:30 UTC,+0,+0,+0,+0,+0,+0,+0,-39117.463221,+0,+0,+0,+0,+0,+0,-52153.081865,-13040.0944305,+0,+0,+0,-56389.2179636
2010-08-16 08:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,-39112.4243619,+0,+0,+0,-26077.7331576,+0,+0,-52146.3642704,-13038.41473,+0,+0,+0,-56365.567122
2010-08-16 08:27:30 UTC,+0,+0,+0,-21730.1142085,+0,+0,+0,-39108.3544821,+0,+0,+0,-26072.6610263,+0,+0,-52140.7060923,+0,+0,+0,+0,-56382.5097062
2010-08-16 08:28:00 UTC,+0,+0,+0,-21716.2918361,+0,+0,+0,-39083.4790508,+0,+0,+0,-26056.0777541,+0,+0,-52107.5433312,+0,+0,+0,+0,-56380.288781
2010-08-16 08:28:30 UTC,+0,+0,+0,-21719.3195519,+0,+0,+0,-39088.927879,+0,+0,+0,-26058.8187014,+0,+0,-52113.0246003,+0,+0,+0,-26058.3017108,-56374.6234051
2010-08-16 08:29:00 UTC,+0,+0,+0,-21709.6257107,+0,+0,+0,+0,+0,+0,+0,-26046.5966469,+0,+0,-52088.5832797,+0,+0,+0,-26046.079952,-56369.9645033
2010-08-16 08:29:30 UTC,+0,+0,+0,-21699.3422938,+0,+0,+0,+0,+0,+0,+0,-26034.2604673,+0,+0,-52063.9137354,+0,+0,+0,-26033.7440708,-56402.373823
2010-08-16 08:30:00 UTC,+0,+0,+0,-21690.7803508,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52042.1878789,+0,-43368.8562585,+0,-26022.8801658,-56410.7183332
2010-08-16 08:30:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43364.6478879,+0,-26020.3549551,-56393.2997313
2010-08-16 08:31:00 UTC,+0,+0,+0,+0,-56335.2355043,-39004.4598488,+0,+0,+0,-56335.8869423,+0,+0,+0,-21669.1620021,+0,-13002.3840689,-43335.5888028,+0,-26002.9182034,+0
2010-08-16 08:31:30 UTC,+0,+0,+0,+0,-56344.7800185,-39011.0682537,+0,+0,-47678.5946474,-56345.4315817,+0,+0,+0,-21674.1760089,+0,-13005.3927423,-43345.6160638,+0,+0,+0
2010-08-16 08:32:00 UTC,+0,+0,+0,+0,-56380.989612,-39036.1389542,+0,+0,-47709.2353076,-56381.6416505,+0,+0,+0,-21688.1054717,+0,-13013.751168,-43373.4728985,+0,+0,+0
2010-08-16 08:32:30 UTC,+0,+0,+0,+0,-56381.7917806,-39036.6943577,+0,+0,-47709.9141051,-56382.4438297,+0,+0,+0,-21688.414058,+0,-13013.9363364,-43374.0900245,+0,+0,+0
2010-08-16 08:33:00 UTC,+0,+0,-56097.3804765,+0,-56365.6656369,-39025.5289818,-30355.4619023,+0,-47696.2681167,-56366.3174743,-34690.5236385,+0,+0,-21683.4031375,+0,+0,-43364.0689359,+0,+0,+0
2010-08-16 08:33:30 UTC,+0,+0,-56098.2002667,+0,-56366.3291074,-39025.9883537,-30355.8192279,+0,-47696.8295473,-56366.9809535,-34690.9319865,+0,+0,+0,+0,+0,-43365.8142894,+0,+0,+0
2010-08-16 08:34:00 UTC,+0,-43183.6462972,-56133.4994381,+0,-56411.2623348,+0,-30380.0189351,+0,-47734.852171,-56411.9147708,-34718.5871635,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:34:30 UTC,+0,-43189.46417,-56141.0617139,-21704.1318381,-56418.7455799,+0,-30384.0491893,+0,-47741.184514,-56419.3981141,-34723.1928967,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:35:00 UTC,-56156.7381651,-43202.4495488,-56157.9405661,-21711.0886718,-56436.8284173,+0,-30393.7880701,+0,-47756.4862618,-56437.4811889,-34734.32239,+0,-56434.4237175,+0,+0,+0,+0,-43416.6900174,+0,+0
2010-08-16 08:35:30 UTC,-56127.1959364,-43179.7214197,-56128.3977445,-21700.872545,+0,+0,+0,-39055.7297252,-47734.0156091,-56410.926151,-34717.9787028,+0,-56406.3006293,+0,+0,+0,+0,-43395.0531878,+0,+0
2010-08-16 08:36:00 UTC,-56114.4497645,-43169.9152317,-56115.6513168,-21694.778475,+0,+0,+0,-39044.7625335,-47720.6115346,-56395.0856808,-34708.2294532,-26030.7410047,-56388.5340114,+0,+0,+0,+0,-43381.3842304,+0,+0
2010-08-16 08:36:30 UTC,-56097.1378217,-43156.5963964,-56098.3390268,-21689.4918858,+0,+0,+0,-39035.2485243,+0,-56381.3441157,-34699.7720056,-26023.2297476,-56372.2639264,+0,+0,-13012.2826668,+0,-43368.8666481,+0,+0
2010-08-16 08:37:00 UTC,-56116.8102189,-43171.7312326,-56118.0118186,-21699.0682099,+0,+0,+0,-39052.4825541,+0,+0,+0,-26033.3366571,-56394.1564373,+0,+0,-13017.3364539,+0,-43385.7099101,+0,+0
2010-08-16 08:37:30 UTC,-56130.4765545,-43182.2453428,-56131.6784284,+0,+0,+0,+0,-39062.2284176,+0,+0,+0,-26038.6131776,-56405.5858737,+0,+0,-13019.9748876,+0,-43394.5032822,-26038.0966758,+0
2010-08-16 08:38:00 UTC,-56100.721746,+0,-56101.923023,+0,+0,+0,+0,-39042.222444,+0,+0,+0,-26025.2790098,-56376.7028195,+0,+0,-13013.3073653,+0,-43372.2817632,-26024.7628307,+0
2010-08-16 08:38:30 UTC,-56141.3630598,+0,+0,+0,+0,+0,+0,-39067.93999,+0,+0,+0,-26042.1230182,-56413.1885168,-21701.4022073,+0,+0,+0,-43400.3524655,-26041.6064315,+0
2010-08-16 08:39:00 UTC,-56185.7869941,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56464.0377124,-21720.9642998,+0,+0,+0,-43439.4738927,-26065.0809312,+0
2010-08-16 08:39:30 UTC,-56175.6886128,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56447.8699817,-21714.7444444,+0,+0,+0,-43427.0350588,-26057.6171084,-56379.8427373
2010-08-16 08:40:00 UTC,-56148.0883016,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56418.2965956,-21703.367326,+0,+0,+0,-43404.2824259,-26043.9645729,-56392.1491379
2010-08-16 08:40:30 UTC,-56172.8380358,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56442.6368979,-21712.7312355,-52106.8242535,+0,+0,+0,-26055.2012588,-56447.8868085
2010-08-16 08:41:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21729.71771,-52147.5881091,+0,+0,+0,+0,-56420.1735942
2010-08-16 08:41:30 UTC,+0,+0,+0,-21722.423613,+0,-39095.1998586,+0,+0,+0,+0,+0,+0,+0,+0,-52123.1463573,-13032.609208,+0,+0,+0,-56490.2328654
2010-08-16 08:42:00 UTC,+0,+0,+0,-21711.8885265,+0,-39076.2399655,-30394.9077877,+0,+0,+0,+0,+0,+0,+0,-52098.791999,-13026.5195236,+0,+0,+0,-56463.9213737
2010-08-16 08:42:30 UTC,+0,+0,+0,-21694.2952834,+0,-39044.5775783,-30370.2789836,+0,+0,+0,+0,+0,+0,+0,-52056.5794503,-13015.9644881,+0,+0,+0,-56495.0427293
2010-08-16 08:43:00 UTC,+0,+0,+0,-21675.657465,+0,-39011.0352804,-30344.1878773,+0,+0,+0,+0,+0,+0,+0,-52011.8605928,-13004.7827625,+0,+0,+0,-56558.458197
2010-08-16 08:43:30 UTC,+0,+0,+0,-21666.386832,+0,-38994.3510145,-30331.2099062,+0,+0,+0,+0,+0,+0,+0,-51986.6575223,-12998.480861,-43322.5802512,+0,+0,-56581.2189576
2010-08-16 08:44:00 UTC,+0,+0,+0,+0,+0,-39026.4536838,-30356.1811882,+0,+0,+0,+0,+0,+0,+0,-52029.6849812,+0,-43358.4370172,+0,+0,-56572.3099706
2010-08-16 08:44:30 UTC,+0,+0,+0,+0,-56293.3681649,-38975.471853,-30316.5246203,+0,-47635.0897917,+0,-34646.0265137,-25984.3693722,+0,+0,-51964.142934,+0,-43303.8178061,+0,+0,+0
2010-08-16 08:45:00 UTC,+0,-43093.5634273,+0,+0,-56285.2011537,+0,+0,-38969.1342572,-47628.1788437,+0,-34640.9999406,-25981.9147417,+0,+0,+0,+0,-43299.7271596,+0,+0,+0
2010-08-16 08:45:30 UTC,+0,-43076.8851829,+0,+0,-56263.372703,+0,+0,-38954.0210723,-47609.7075467,+0,-34627.5651231,-25971.8379437,+0,+0,+0,+0,-43282.9341559,+0,+0,+0
2010-08-16 08:46:00 UTC,+0,-43204.9426374,+0,+0,-56432.812313,+0,+0,-39071.3345796,-47753.0878233,+0,-34731.8505877,-26050.0573653,+0,+0,+0,+0,-43413.2869791,+0,+0,+0
2010-08-16 08:46:30 UTC,+0,-43226.696063,+0,+0,-56459.6795486,+0,+0,-39089.9364254,-47775.8229532,+0,-34748.3866378,-26060.8255144,+0,-21716.9872512,+0,+0,-43431.2321223,+0,-26060.3084752,+0
2010-08-16 08:47:00 UTC,+0,-43244.9874933,+0,+0,-56482.6943218,+0,+0,-39105.8709735,-47795.2981186,+0,-34762.5516023,-26071.0026889,+0,-21725.4680289,+0,-13036.1707079,-43448.1924051,+0,-26070.4854036,+0
2010-08-16 08:47:30 UTC,+0,-43227.8867173,+0,+0,-56462.8784162,+0,+0,-39092.1511988,-47778.5298439,-56463.5315297,-34750.3554535,+0,+0,-21720.5426293,+0,-13033.2152038,+0,+0,-26064.5749268,+0
2010-08-16 08:48:00 UTC,+0,-43205.9381806,+0,-21709.4642734,-56432.6061328,+0,+0,-39071.191828,-47752.9133528,-56433.2588489,-34731.7236889,+0,+0,-21709.1710148,+0,-13026.3916248,+0,+0,-26050.928996,+0
2010-08-16 08:48:30 UTC,+0,-43258.4794754,+0,-21737.0247858,-56504.243937,+0,+0,+0,-47813.5334635,-56504.8975936,+0,+0,+0,-21734.5559075,+0,-13041.6239227,+0,-43466.6551923,-26081.3908525,+0
2010-08-16 08:49:00 UTC,+0,-43250.2438277,+0,-21733.0359902,+0,+0,+0,+0,-47804.7599972,-56494.5294153,+0,+0,+0,+0,+0,-13039.6027358,+0,-43459.91898,-26077.3488421,+0
2010-08-16 08:49:30 UTC,+0,-43270.4793444,+0,-21749.8679261,+0,+0,+0,+0,+0,-56538.2810998,+0,+0,+0,+0,+0,+0,+0,-43493.1657074,+0,+0
2010-08-16 08:50:00 UTC,+0,+0,-56289.7410182,-21766.1097051,+0,+0,+0,+0,+0,-56580.4987776,+0,+0,+0,+0,+0,+0,+0,-43525.6423342,+0,+0
2010-08-16 08:50:30 UTC,+0,+0,-56263.6988199,-21754.8814256,+0,+0,-30455.0936052,+0,+0,-56551.3128188,+0,+0,+0,+0,+0,+0,+0,-43503.9622506,+0,+0
2010-08-16 08:51:00 UTC,+0,+0,-56271.7905631,+0,+0,+0,-30460.8206549,+0,+0,-56561.9467605,+0,+0,-56553.5775345,+0,+0,+0,+0,-43508.3624029,+0,+0
2010-08-16 08:51:30 UTC,-56191.1264726,+0,-56192.3295639,+0,+0,-39106.4192375,-30418.3829395,+0,+0,-56483.148745,+0,+0,-56476.0846845,+0,+0,+0,+0,-43448.742372,+0,+0
2010-08-16 08:52:00 UTC,-56194.1914414,+0,-56195.3945942,+0,+0,-39109.0648592,-30420.4408543,+0,+0,-56486.9698648,+0,+0,-56479.9050679,+0,+0,+0,+0,-43451.6816288,+0,+0
