# file...... Output/Qh/house_Qh_file_064.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_4A_tm_3_A_4_Meter_113_1261:Qh,house_3_5A_tm_3_A_5_Meter_113_1262:Qh,house_3_6A_tm_3_A_6_Meter_113_1263:Qh,house_3_7A_tm_3_A_7_Meter_113_1264:Qh,house_3_8A_tm_3_A_8_Meter_113_1265:Qh,house_3_9A_tm_3_A_9_Meter_113_1266:Qh,house_3_10A_tm_3_A_10_Meter_113_1267:Qh,house_3_11A_tm_3_A_11_Meter_113_1268:Qh,house_3_12A_tm_3_A_12_Meter_113_1269:Qh,house_3_13A_tm_3_A_13_Meter_113_1270:Qh,house_3_14A_tm_3_A_14_Meter_113_1271:Qh,house_3_15A_tm_3_A_15_Meter_113_1272:Qh,house_3_1A_tm_3_A_1_Meter_114_1273:Qh,house_3_2A_tm_3_A_2_Meter_114_1274:Qh,house_3_3A_tm_3_A_3_Meter_114_1275:Qh,house_3_4A_tm_3_A_4_Meter_114_1276:Qh,house_3_5A_tm_3_A_5_Meter_114_1277:Qh,house_3_6A_tm_3_A_6_Meter_114_1278:Qh,house_3_7A_tm_3_A_7_Meter_114_1279:Qh,house_3_8A_tm_3_A_8_Meter_114_1280:Qh
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47742.3753939,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,-43393.0284438,+0,+0,-47735.2269628,+0,+0,+0,+0,+0,+0,+0,+0,-52063.9011309
2010-08-16 00:01:30 UTC,+0,-30391.1777621,+0,+0,+0,-26049.5997142,+0,-43412.1449508,+0,+0,-47756.6118317,+0,+0,+0,+0,+0,+0,+0,+0,-52088.347508
2010-08-16 00:02:00 UTC,+0,-30339.4533952,+0,+0,+0,-26005.2647364,+0,-43338.2614704,+0,+0,-47675.3324744,+0,+0,+0,+0,+0,+0,+0,-34666.6587474,-51997.9843067
2010-08-16 00:02:30 UTC,+0,-30458.8990768,+0,+0,+0,-26107.6463034,+0,-43508.878601,-21756.7109986,+0,-47863.0286956,+0,+0,+0,+0,+0,+0,+0,-34803.3445111,-52203.0046028
2010-08-16 00:03:00 UTC,+0,-30438.3107821,+0,+0,+0,-26089.99927,+0,-43479.4701205,-21742.0047824,+0,-47830.6763739,+0,+0,+0,+0,+0,+0,+0,-34779.8222045,-52167.7225803
2010-08-16 00:03:30 UTC,+0,+0,+0,+0,+0,-26079.9943968,+0,-43462.7971699,-21733.6671866,+0,-47812.334431,+0,+0,+0,+0,+0,+0,+0,-34766.1582399,-52147.2274683
2010-08-16 00:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-21760.0907874,+0,-47870.4639196,+0,+0,+0,+0,+0,+0,+0,-34807.7786899,-52209.6556
2010-08-16 00:04:30 UTC,+0,+0,-21777.6394805,+0,+0,+0,+0,+0,+0,+0,-47909.8094142,+0,+0,+0,+0,+0,+0,+0,-34835.9604724,-52251.9265512
2010-08-16 00:05:00 UTC,+0,+0,-21812.114953,+0,+0,+0,+0,+0,+0,+0,-47985.6542582,+0,+0,+0,+0,+0,+0,+0,-34893.7059144,+0
2010-08-16 00:05:30 UTC,+0,+0,-21834.9171899,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30565.1550108,+0,+0,+0,+0,+0
2010-08-16 00:06:00 UTC,+0,+0,-21844.9858906,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30578.7926712,+0,+0,+0,+0,+0
2010-08-16 00:06:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30587.5582813,+0,+0,+0,+0,+0
2010-08-16 00:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30644.4629237,+0,+0,+0,+0,+0
2010-08-16 00:07:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30676.0069191,+0,+0,+0,+0,+0
2010-08-16 00:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30661.4176375,+0,+0,+0,+0,+0
2010-08-16 00:08:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30653.4894645,+0,+0,+0,+0,+0
2010-08-16 00:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
