# file...... Output/Qh/house_Qh_file_061.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_5B_tm_3_B_5_Meter_106_1201:Qh,house_3_6B_tm_3_B_6_Meter_106_1202:Qh,house_3_7B_tm_3_B_7_Meter_106_1203:Qh,house_3_8B_tm_3_B_8_Meter_106_1204:Qh,house_3_9B_tm_3_B_9_Meter_106_1205:Qh,house_3_10B_tm_3_B_10_Meter_106_1206:Qh,house_3_11B_tm_3_B_11_Meter_106_1207:Qh,house_3_12B_tm_3_B_12_Meter_106_1208:Qh,house_3_13B_tm_3_B_13_Meter_106_1209:Qh,house_3_14B_tm_3_B_14_Meter_106_1210:Qh,house_3_15B_tm_3_B_15_Meter_106_1211:Qh,house_3_1B_tm_3_B_1_Meter_107_1212:Qh,house_3_2B_tm_3_B_2_Meter_107_1213:Qh,house_3_3B_tm_3_B_3_Meter_107_1214:Qh,house_3_4B_tm_3_B_4_Meter_107_1215:Qh,house_3_5B_tm_3_B_5_Meter_107_1216:Qh,house_3_6B_tm_3_B_6_Meter_107_1217:Qh,house_3_7B_tm_3_B_7_Meter_107_1218:Qh,house_3_8B_tm_3_B_8_Meter_107_1219:Qh,house_3_9B_tm_3_B_9_Meter_107_1220:Qh
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26237.5949224,-48096.3917928,+0,+0,+0
2010-08-16 00:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26246.1903909,-48112.1477056,+0,+0,+0
2010-08-16 00:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26217.76446,+0,+0,-26218.3954314,-48061.1981917,+0,+0,+0
2010-08-16 00:02:00 UTC,+0,+0,+0,-56795.9766738,+0,+0,+0,+0,-56792.8686623,+0,+0,+0,-26207.2076869,+0,+0,-26207.8383096,-48041.8464731,+0,+0,+0
2010-08-16 00:02:30 UTC,+0,+0,+0,-56779.8578331,+0,+0,-56784.6676411,+0,-56776.7508989,+0,+0,+0,-26200.2330789,+0,+0,-26200.863471,-48029.061255,+0,+0,+0
2010-08-16 00:03:00 UTC,+0,+0,+0,-56728.4525631,+0,+0,-56733.2567862,+0,-56725.3490646,+0,+0,+0,-26172.7975144,+0,+0,+0,-47978.7688704,-39254.4181798,+0,+0
2010-08-16 00:03:30 UTC,+0,+0,+0,-56712.9264751,+0,+0,-56717.7290111,+0,-56709.8240143,+0,+0,+0,-26167.9276774,+0,+0,+0,+0,-39247.1145296,+0,+0
2010-08-16 00:04:00 UTC,+0,+0,+0,-56731.6557996,+0,+0,-56736.4603707,+0,-56728.5520871,+0,+0,+0,+0,+0,+0,+0,+0,-39261.8091178,+0,+0
2010-08-16 00:04:30 UTC,+0,+0,+0,-56756.6197675,+0,+0,-56761.427051,+0,-56753.5143863,+0,+0,+0,+0,+0,+0,+0,+0,-39276.7416597,+0,-34913.5551815
2010-08-16 00:05:00 UTC,-43640.4981533,+0,+0,-56727.4159757,+0,+0,-56732.2200859,-61090.3114382,-56724.3125465,+0,+0,+0,+0,+0,+0,+0,+0,-39257.8035338,+0,-34896.720891
2010-08-16 00:05:30 UTC,-43714.0154204,+0,+0,+0,+0,+0,-56827.7908957,-61193.221779,-56819.8665885,+0,+0,+0,+0,+0,+0,+0,+0,-39327.0620693,+0,-34958.2855001
2010-08-16 00:06:00 UTC,-43701.5600345,+0,+0,+0,+0,+0,-56811.5991712,-61175.7865821,+0,+0,+0,-43682.6671531,+0,+0,+0,+0,+0,+0,+0,-34947.4354386
2010-08-16 00:06:30 UTC,-43701.3949036,+0,+0,+0,+0,+0,-56811.3845047,-61175.5554297,+0,+0,+0,-43680.4605546,+0,+0,+0,+0,+0,+0,+0,-34945.6700892
2010-08-16 00:07:00 UTC,-43673.5217395,+0,+0,+0,+0,+0,-56775.150012,-61136.5382442,+0,+0,+0,-43651.3085797,+0,+0,+0,+0,+0,+0,-39288.3677118,-34922.3475753
2010-08-16 00:07:30 UTC,-43675.046007,+0,+0,+0,+0,+0,-56777.1315258,-61138.671932,+0,+0,+0,-43655.4324613,+0,+0,+0,+0,+0,+0,-39292.0794788,+0
2010-08-16 00:08:00 UTC,-43674.4619365,+0,+0,+0,+0,-39308.2417074,+0,-61137.8543432,+0,+0,+0,-43654.6123219,+0,+0,+0,+0,+0,+0,-39291.341299,+0
2010-08-16 00:08:30 UTC,-43714.1148385,+0,+0,+0,+0,-39343.9305209,+0,-61193.3609456,+0,+0,+0,-43693.9990813,+0,+0,+0,+0,+0,+0,-39326.7919952,+0
2010-08-16 00:09:00 UTC,+0,+0,+0,+0,+0,-39340.9605655,+0,-61188.7417916,+0,+0,+0,-43689.3036315,+0,+0,-30586.9812774,+0,+0,+0,-39322.5657789,+0
2010-08-16 00:09:30 UTC,+0,+0,+0,+0,+0,-39364.3280874,+0,-61225.0851622,+0,+0,+0,+0,+0,+0,-30607.4252368,+0,+0,+0,-39348.8478345,+0
2010-08-16 00:10:00 UTC,+0,+0,+0,+0,+0,-39363.640597,+0,+0,+0,+0,+0,+0,+0,+0,-30606.2917331,+0,+0,+0,-39347.390641,+0
2010-08-16 00:10:30 UTC,+0,+0,-30626.5726804,+0,+0,-39376.6956211,+0,+0,+0,+0,+0,+0,+0,+0,-30618.764277,-26244.9519011,+0,+0,-39363.4249175,+0
2010-08-16 00:11:00 UTC,+0,+0,-30656.6467717,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30650.6007051,-26272.2405779,+0,+0,+0,+0
2010-08-16 00:11:30 UTC,+0,+0,-30669.4715083,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26284.6722392,+0,+0,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,-30666.0517266,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26280.2046344,+0,+0,-26280.6751503,+0,+0,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26289.125913,+0,+0,-26289.5966147,+0,+0,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26277.689908,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26259.6102212,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30603.9249234,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+0,+0,+0,-56809.3312195,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30588.1055093,+0,+0,+0,+0,+0,+0
