# file...... Output/Qh/house_Qh_file_051.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_2C_tm_3_C_2_Meter_85_1001:Qh,house_3_3C_tm_3_C_3_Meter_85_1002:Qh,house_3_4C_tm_3_C_4_Meter_85_1003:Qh,house_3_5C_tm_3_C_5_Meter_85_1004:Qh,house_3_6C_tm_3_C_6_Meter_85_1005:Qh,house_3_7C_tm_3_C_7_Meter_85_1006:Qh,house_3_8C_tm_3_C_8_Meter_85_1007:Qh,house_3_9C_tm_3_C_9_Meter_85_1008:Qh,house_3_10C_tm_3_C_10_Meter_85_1009:Qh,house_3_11C_tm_3_C_11_Meter_85_1010:Qh,house_3_12C_tm_3_C_12_Meter_85_1011:Qh,house_3_13C_tm_3_C_13_Meter_85_1012:Qh,house_3_14C_tm_3_C_14_Meter_85_1013:Qh,house_3_15C_tm_3_C_15_Meter_85_1014:Qh,house_3_1B_tm_3_B_1_Meter_86_1015:Qh,house_3_2B_tm_3_B_2_Meter_86_1016:Qh,house_3_3B_tm_3_B_3_Meter_86_1017:Qh,house_3_4B_tm_3_B_4_Meter_86_1018:Qh,house_3_5B_tm_3_B_5_Meter_86_1019:Qh,house_3_6B_tm_3_B_6_Meter_86_1020:Qh
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:02:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:03:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:03:30 UTC,+0,+0,+0,+0,-56633.7824228,+0,+0,+0,+0,+0,-52283.0882307,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:04:00 UTC,+0,+0,+0,+0,-56531.6653528,+0,+0,+0,+0,+0,-52188.8127977,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:04:30 UTC,+0,+0,+0,+0,-56574.1926276,+0,+0,+0,+0,+0,-52228.074376,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:05:00 UTC,+0,+0,+0,+0,-56600.4898744,+0,+0,+0,+0,+0,-52252.3522404,+0,+0,+0,+0,+0,-47989.7276495,+0,+0,+0
2010-08-16 00:05:30 UTC,+0,+0,+0,+0,-56500.2737702,+0,+0,+0,+0,+0,-52159.8317935,+0,+0,+0,+0,+0,-48065.6144789,+0,+0,+0
2010-08-16 00:06:00 UTC,+0,+0,+0,+0,-56582.2820716,+0,+0,+0,+0,+0,-52235.5426266,+0,+0,+0,+0,+0,-48046.8934549,+0,+0,+0
2010-08-16 00:06:30 UTC,+0,+0,+0,+0,-56764.6384464,+0,+0,+0,+0,+0,-52403.8957218,+0,+0,+0,+0,+0,-48054.029067,+0,+0,+0
2010-08-16 00:07:00 UTC,+0,+0,-56737.7347826,+0,-56739.1174203,+0,+0,+0,+0,+0,-52380.3344761,+0,+0,+0,+0,+0,-48026.2724076,+0,+0,+0
2010-08-16 00:07:30 UTC,+0,+0,-56771.0051153,+0,+0,+0,+0,+0,+0,-52405.2829153,+0,+0,+0,+0,+0,+0,-48031.5849383,+0,+0,+0
2010-08-16 00:08:00 UTC,+0,+0,-56840.5106368,+0,+0,+0,+0,+0,+0,-52469.4429454,+0,+0,+0,+0,+0,+0,-48020.4172603,+0,-26196.4070514,+0
2010-08-16 00:08:30 UTC,+0,+0,-56890.594483,+0,+0,+0,+0,+0,+0,-52515.674973,+0,+0,+0,+0,+0,+0,+0,+0,-26221.8013407,+0
2010-08-16 00:09:00 UTC,+0,+0,-56986.0457163,+0,+0,+0,+0,+0,+0,-52603.7853036,+0,+0,+0,+0,+0,+0,+0,+0,-26215.5087888,+0
2010-08-16 00:09:30 UTC,+0,+0,-57045.4384836,+0,+0,+0,+0,+0,+0,-52658.610332,+0,+0,+0,+0,+0,+0,+0,+0,-26231.2825187,+0
2010-08-16 00:10:00 UTC,+0,+0,-57086.539138,+0,+0,+0,+0,+0,+0,-52696.550046,+0,+0,+0,+0,+0,+0,+0,+0,-26226.5368172,+0
2010-08-16 00:10:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52725.8581232,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:11:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52735.3559981,+0,+0,+0,+0,-30638.9792024,+0,+0,+0,+0,+0
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30651.914861,+0,+0,+0,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30648.321146,+0,+0,+0,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30658.5650188,+0,+0,+0,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30641.373733,+0,+0,+0,+0,+0
2010-08-16 00:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30615.1183536,+0,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30614.6017375,+0,+0,+0,+0,+0
2010-08-16 00:14:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-48231.9766304,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-48208.0895256,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-48218.8367685,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:30 UTC,+0,+0,+0,+0,-56945.1746019,+0,+0,+0,-48182.9108922,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:20:00 UTC,+0,+0,+0,+0,-56955.0561815,+0,+0,+0,-48191.2718961,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:20:30 UTC,+0,+0,+0,+0,-56969.3285462,+0,+0,+0,-48203.3480319,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:00 UTC,+0,+0,+0,+0,-57001.2803364,+0,+0,+0,-48230.3830869,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:30 UTC,+0,+0,+0,+0,-57000.5927643,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:00 UTC,+0,+0,+0,+0,-57004.3735323,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:30 UTC,+0,+0,+0,+0,-56979.2831691,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:00 UTC,+0,+0,+0,+0,-57003.1565052,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52591.123391,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52562.5689379,+0,+0,-52560.8660433,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52541.2256946,+0,+0,-52539.5236186,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52508.269717,+0,+0,-52506.5689049,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52564.7701542,+0,+0,-52563.0671752,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52571.7034264,+0,+0,-52570.0001814,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:30 UTC,+0,-39390.9736069,+0,+0,+0,+0,+0,+0,+0,+0,-52524.3858812,+0,+0,-52522.6844512,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:00 UTC,+0,-39389.5724426,+0,+0,+0,+0,+0,+0,+0,+0,-52522.5175187,+0,+0,-52520.8161603,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:30 UTC,+0,-39408.6262179,+0,+0,+0,+0,+0,+0,+0,+0,-52547.9245029,+0,+0,+0,+0,-52441.0977161,+0,+0,+0,+0
2010-08-16 00:28:00 UTC,+0,-39414.1629622,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52471.0492812,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,+0,-39424.8442433,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52400.3756104,+0,+0,+0,+0
2010-08-16 00:29:00 UTC,+0,-39429.6656625,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52345.992841,-47984.1985454,+0,+0,+0
2010-08-16 00:29:30 UTC,+0,-39446.0414123,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52341.0761549,-47979.6915371,+0,+0,+0
2010-08-16 00:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52332.6927689,-47972.0066879,+0,+0,+0
2010-08-16 00:30:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52339.5890124,-47978.3283092,+0,+0,+0
2010-08-16 00:31:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47997.3597241,+0,+0,+0
2010-08-16 00:31:30 UTC,+0,+0,-56873.045451,+0,+0,+0,+0,+0,+0,-52500.0936959,+0,+0,+0,+0,+0,+0,-47989.6903923,+0,-26179.5731571,+0
2010-08-16 00:32:00 UTC,+0,+0,-56801.3758467,+0,+0,+0,+0,+0,+0,-52433.9344783,+0,+0,+0,+0,+0,+0,-48023.1526395,+0,-26197.8281261,+0
2010-08-16 00:32:30 UTC,+0,+0,-56863.916515,+0,+0,+0,+0,+0,+0,-52491.666647,+0,+0,+0,+0,+0,+0,+0,+0,-26241.6818853,+0
2010-08-16 00:33:00 UTC,+0,+0,-56848.9725905,+0,+0,+0,+0,+0,+0,-52477.8717005,+0,+0,+0,+0,+0,+0,+0,+0,-26225.7061254,+0
2010-08-16 00:33:30 UTC,+0,+0,-56849.6560234,+0,+0,+0,+0,+0,+0,-52478.5025871,+0,+0,+0,+0,+0,+0,+0,+0,-26250.765172,+0
2010-08-16 00:34:00 UTC,+0,+0,-56850.9016288,+0,+0,+0,+0,+0,+0,-52479.6524228,+0,-17496.3992265,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,-56841.1846753,+0,+0,+0,+0,+0,+0,-52470.6825667,+0,-17493.4085741,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17524.789145,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:30 UTC,+0,+0,+0,+0,+0,-30670.3597224,+0,+0,+0,+0,+0,-17526.7284242,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:00 UTC,+0,+0,+0,+0,-56888.0329391,-30636.2376634,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:30 UTC,+0,+0,+0,+0,-56819.7402496,-30599.4583498,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:00 UTC,+0,+0,+0,+0,-56798.7634411,-30588.1612016,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:30 UTC,+0,+0,+0,+0,-56809.7613755,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:00 UTC,+0,+0,+0,+0,-56864.3988558,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:30 UTC,+0,+0,+0,+0,-56913.6404683,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:39:00 UTC,+0,+0,+0,+0,-56869.0405215,+0,+0,-52495.5020927,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:39:30 UTC,+0,+0,+0,+0,-56816.4060095,+0,+0,-52446.9150476,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:40:00 UTC,+0,+0,+0,+0,+0,+0,+0,-52496.6349365,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:40:30 UTC,+0,+0,+0,+0,+0,+0,+0,-52503.2419909,-48125.5867391,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:41:00 UTC,+0,+0,+0,+0,+0,+0,+0,-52503.8364727,-48126.1316443,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:41:30 UTC,+0,+0,+0,+0,+0,+0,+0,-52536.3191172,-48155.9053947,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:42:00 UTC,-56836.6513523,+0,+0,+0,+0,+0,+0,-52469.4138141,-48094.5796675,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:42:30 UTC,-56878.123429,+0,+0,+0,+0,+0,+0,+0,-48129.673075,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:00 UTC,-56863.8351907,+0,+0,+0,+0,+0,+0,+0,-48117.5824588,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:30 UTC,-56913.3267415,+0,+0,+0,+0,+0,+0,+0,-48159.4618941,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:44:00 UTC,-56888.5367584,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:44:30 UTC,-56856.6238508,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:45:00 UTC,-56849.3682428,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:45:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:46:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52534.048566,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:46:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52535.4788832,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:47:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52566.7886597,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:47:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52495.4813766,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:48:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52473.598259,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:48:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52484.4111073,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:49:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52436.5038757,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:49:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52431.0879778,+0,+0,-52429.3901269,-30592.4326955,+0,+0,+0,+0,+0
2010-08-16 00:50:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52509.7747764,-30596.0315901,+0,+0,+0,+0,+0
2010-08-16 00:50:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52516.8347215,-30575.7802582,+0,+0,+0,+0,+0
2010-08-16 00:51:00 UTC,+0,-39372.8307451,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21876.9955328,-52498.4930394,-30528.4785218,+0,+0,+0,+0,+0
2010-08-16 00:51:30 UTC,+0,-39398.4661293,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21891.2400654,-52532.6748649,-30588.6732438,+0,+0,+0,+0,+0
2010-08-16 00:52:00 UTC,+0,-39405.3870383,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21895.0857308,-52541.9030979,-30603.7790678,+0,+0,+0,-26232.0046327,+0
2010-08-16 00:52:30 UTC,+0,-39390.8728785,+0,+0,-56895.5637047,+0,+0,+0,+0,+0,+0,+0,-21887.0208071,-52522.5501415,-30579.8671042,+0,+0,+0,-26211.5084959,+0
2010-08-16 00:53:00 UTC,+0,-39458.2389107,+0,+0,-56992.8656169,+0,+0,+0,+0,+0,+0,+0,+0,-52612.3749665,+0,+0,-47990.8241529,+0,-26180.1916679,+0
2010-08-16 00:53:30 UTC,+0,-39437.665477,-56961.2022391,+0,-56963.1498332,+0,+0,+0,+0,-52581.4724646,+0,+0,+0,+0,+0,+0,-47954.0813077,+0,-26160.1470038,+0
2010-08-16 00:54:00 UTC,+0,-39400.8616829,-56908.0459737,+0,-56909.9912986,+0,+0,+0,+0,-52532.4031698,+0,+0,+0,+0,+0,-52367.1960951,-48003.6350605,+0,-26187.1805211,+0
2010-08-16 00:54:30 UTC,+0,-39367.4832919,-56859.8370696,+0,-56861.7803359,-30622.0992142,+0,+0,+0,-52487.9008536,+0,+0,+0,+0,+0,-52354.0028088,-47991.5410911,+0,+0,+0
2010-08-16 00:55:00 UTC,+0,+0,-56793.318396,+0,-56795.2588212,-30586.2737735,+0,+0,+0,-52426.4965324,+0,+0,+0,+0,+0,-52440.5578923,-48070.8840623,+0,+0,+0
2010-08-16 00:55:30 UTC,+0,+0,-56793.5119106,+0,-56795.4523442,-30586.3779964,+0,+0,+0,-52426.6751686,+0,-17478.7360055,+0,+0,+0,-52389.3416213,-48023.9353338,+0,+0,+0
2010-08-16 00:56:00 UTC,+0,+0,-56781.2112087,+0,-56783.1511167,-30579.7531183,+0,+0,+0,-52415.3202179,+0,-17474.9501351,+0,+0,+0,-52400.3525703,-48034.028807,+0,+0,+0
2010-08-16 00:56:30 UTC,+0,+0,-56888.7859419,+0,+0,+0,+0,+0,+0,-52514.6239639,+0,-17508.0591364,+0,+0,+0,-52366.9140319,+0,+0,+0,+0
2010-08-16 00:57:00 UTC,+0,+0,-56880.9638629,+0,+0,+0,+0,+0,+0,-52507.4032931,+0,-17505.6516826,+0,+0,+0,-52315.1330842,+0,+0,+0,+0
2010-08-16 00:57:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52305.1906274,+0,+0,+0,+0
2010-08-16 00:58:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:59:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:59:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-48161.9522862,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-48131.5263425,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-48108.4369672,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-48135.7714894,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-48125.3425434,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:02:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-48132.5397047,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-48146.0748846,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-48127.2727191,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:04:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,-52461.6368899,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:05:30 UTC,-56834.9850351,+0,+0,+0,+0,+0,+0,-52467.8754991,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:06:00 UTC,-56777.5668059,+0,+0,+0,+0,+0,+0,-52414.8679896,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:06:30 UTC,-56817.2366508,+0,+0,+0,+0,+0,+0,-52451.4904999,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:07:00 UTC,-56879.6042273,+0,+0,+0,+0,+0,+0,-52509.0671603,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:07:30 UTC,-56910.5089015,+0,+0,+0,+0,+0,+0,-52537.5978156,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52527.1580069,+0,+0
2010-08-16 01:08:00 UTC,-56953.5824031,+0,+0,+0,+0,+0,+0,-52577.3625202,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52504.4047823,+0,+0
2010-08-16 01:08:30 UTC,-56947.0571715,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52575.7574907,+0,+0,+0,+0,+0,+0,-52456.8401163,+0,+0
2010-08-16 01:09:00 UTC,+0,+0,+0,+0,-56957.4863437,+0,+0,+0,+0,+0,-52581.5661841,+0,+0,+0,+0,+0,+0,-52470.0056541,+0,+0
2010-08-16 01:09:30 UTC,+0,+0,+0,+0,-56890.4051958,+0,+0,+0,+0,+0,-52519.6371138,+0,+0,+0,+0,+0,+0,-52521.6205311,+0,+0
2010-08-16 01:10:00 UTC,+0,+0,+0,+0,-56891.4777522,+0,+0,+0,+0,+0,-52520.6272941,+0,+0,+0,+0,+0,+0,-52488.3982087,+0,+0
2010-08-16 01:10:30 UTC,+0,+0,+0,+0,-56888.8964747,+0,+0,+0,+0,+0,-52518.2442676,+0,+0,+0,+0,+0,+0,-52443.231516,+0,+0
2010-08-16 01:11:00 UTC,+0,+0,+0,+0,-56871.1348165,+0,+0,+0,+0,+0,-52501.8467699,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:11:30 UTC,+0,+0,+0,+0,-56853.7724523,+0,+0,+0,+0,+0,-52485.8178981,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:12:00 UTC,+0,+0,+0,+0,-56898.3698288,+0,+0,+0,+0,+0,-52526.9900339,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:12:30 UTC,+0,+0,+0,+0,-56875.6511809,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26247.6760589,+0
2010-08-16 01:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21913.6750126,+0,+0,+0,+0,+0,-26262.1990436,+0
2010-08-16 01:14:00 UTC,+0,+0,+0,+0,+0,-30636.9353423,+0,+0,+0,+0,+0,+0,-21884.6220557,+0,+0,+0,+0,+0,-26244.7059306,+0
2010-08-16 01:14:30 UTC,+0,-39389.242746,+0,+0,+0,-30639.0253493,+0,+0,+0,+0,+0,+0,-21886.1547638,+0,+0,+0,+0,+0,-26215.1648182,+0
2010-08-16 01:15:00 UTC,+0,-39358.546766,+0,-30614.7037799,+0,-30615.147714,+0,+0,+0,+0,+0,+0,-21869.0982037,-52479.6193409,+0,+0,+0,+0,-26215.9890941,+0
2010-08-16 01:15:30 UTC,+0,-39336.2271146,+0,-30597.3422099,+0,-30597.8477667,+0,+0,+0,+0,+0,+0,+0,-52449.8584687,+0,+0,+0,+0,+0,+0
2010-08-16 01:16:00 UTC,+0,-39336.4296127,+0,-30597.4997252,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52450.1284783,+0,+0,+0,+0,+0,+0
