# file...... Output/Qh/house_Qh_file_014.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_1_2A_tm_1_A_2_Meter_33_261:Qh,house_1_3A_tm_1_A_3_Meter_33_262:Qh,house_1_4A_tm_1_A_4_Meter_33_263:Qh,house_1_5A_tm_1_A_5_Meter_33_264:Qh,house_1_6A_tm_1_A_6_Meter_33_265:Qh,house_1_7A_tm_1_A_7_Meter_33_266:Qh,house_1_8A_tm_1_A_8_Meter_33_267:Qh,house_1_9A_tm_1_A_9_Meter_33_268:Qh,house_1_10A_tm_1_A_10_Meter_33_269:Qh,house_1_11A_tm_1_A_11_Meter_33_270:Qh,house_1_12A_tm_1_A_12_Meter_33_271:Qh,house_1_13A_tm_1_A_13_Meter_33_272:Qh,house_1_14A_tm_1_A_14_Meter_33_273:Qh,house_1_15A_tm_1_A_15_Meter_33_274:Qh,house_0_1C_tm_0_C_1_Meter_34_275:Qh,house_0_2C_tm_0_C_2_Meter_34_276:Qh,house_0_3C_tm_0_C_3_Meter_34_277:Qh,house_0_4C_tm_0_C_4_Meter_34_278:Qh,house_0_5C_tm_0_C_5_Meter_34_279:Qh,house_0_6C_tm_0_C_6_Meter_34_280:Qh
2010-08-16 08:17:30 UTC,-47759.0140998,+0,-56444.5967388,+0,-39080.8086476,-43424.2100775,+0,-56446.3619173,+0,+0,-34738.8329992,+0,+0,+0,+0,-60710.7640135,-30358.854652,-39032.6813776,-60708.6932092,+0
2010-08-16 08:18:00 UTC,-47695.831564,+0,-56369.9225414,+0,-39029.1048894,-43366.7593181,+0,+0,+0,+0,-34692.8734767,+0,+0,+0,+0,-60707.0379558,-30356.9913485,-39030.2857043,-60704.9673017,+0
2010-08-16 08:18:30 UTC,-47761.4985763,+0,-56447.5330929,+0,+0,-43426.4691683,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60709.4402125,+0,-39031.8302382,-60707.3694614,+0
2010-08-16 08:19:00 UTC,+0,-30420.3604547,+0,-21729.5528584,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60722.6951316,+0,-39040.3525053,-60720.6238455,+0
2010-08-16 08:19:30 UTC,+0,-30412.1194995,+0,-21723.6661958,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60739.5082527,+0,-39051.1625233,-60737.4362879,+0
2010-08-16 08:20:00 UTC,+0,-30434.4320709,+0,-21739.6044668,+0,+0,+0,+0,+0,-43474.427951,+0,+0,+0,-47829.1446553,+0,-60710.5625287,+0,-39032.5518327,+0,+0
2010-08-16 08:20:30 UTC,+0,-30410.2698454,+0,-21722.3449547,+0,+0,+0,+0,+0,-43439.9137397,+0,+0,+0,-47782.5468273,+0,-60698.9409328,+0,-39025.0797126,+0,+0
2010-08-16 08:21:00 UTC,+0,-30395.8448743,+0,+0,+0,+0,+0,+0,+0,-43419.3085809,+0,+0,+0,-47759.8819401,+0,+0,+0,+0,+0,+0
2010-08-16 08:21:30 UTC,+0,-30384.2782614,+0,+0,+0,+0,+0,+0,-47737.9115279,-43402.7864061,+0,+0,-34720.5465679,-47741.7081793,+0,+0,+0,+0,+0,+0
2010-08-16 08:22:00 UTC,+0,-30412.5842075,+0,+0,+0,+0,+0,+0,-47782.381966,-43443.2196598,+0,+0,-34752.8908696,-47786.1832132,+0,+0,+0,+0,+0,+0
2010-08-16 08:22:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-47759.7842145,-43422.6734133,+0,+0,-34736.4550414,-47763.583127,+0,+0,+0,+0,+0,+0
2010-08-16 08:23:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-47745.7100241,-43409.8769271,+0,-52091.4991348,-34726.2185811,-47749.5074815,-26035.184773,+0,+0,+0,+0,-60740.2463736
2010-08-16 08:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-47725.8133962,-43391.7865857,+0,-52069.7909385,-34711.7473378,-47729.6087973,-26047.0410524,+0,+0,+0,+0,-60767.9062723
2010-08-16 08:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-47711.694802,-43378.9497269,+0,-52054.3868596,-34701.4785818,-47715.4887434,-26032.5949633,+0,+0,+0,+0,-60734.2045227
2010-08-16 08:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-47725.3651868,+0,+0,-52069.3019201,-34711.4213455,+0,-26025.0155982,+0,+0,+0,+0,-60716.5223766
2010-08-16 08:25:00 UTC,+0,+0,+0,+0,+0,+0,-43372.8037587,+0,-47706.9406495,+0,+0,-52049.1998462,-34698.0207851,+0,-26029.2528877,+0,+0,+0,+0,-60726.4076862
2010-08-16 08:25:30 UTC,+0,+0,+0,+0,+0,+0,-43391.6047401,+0,-47727.6200253,+0,+0,-52071.7620594,+0,+0,-26032.8744222,+0,-30369.7712691,+0,+0,-60734.8564817
2010-08-16 08:26:00 UTC,+0,+0,+0,+0,-39048.4253264,+0,-43384.8219892,+0,+0,+0,-34710.0474326,-52063.6223848,+0,+0,+0,+0,-30363.3437214,+0,+0,-60722.0025734
2010-08-16 08:26:30 UTC,+0,+0,+0,-21694.384067,-39046.0436235,+0,-43382.1758268,+0,+0,+0,-34707.9303345,-52060.4468441,+0,+0,+0,+0,-30364.1188564,+0,+0,-60723.5527001
2010-08-16 08:27:00 UTC,+0,+0,+0,-21685.2841913,-39029.6659676,+0,-43363.9796289,+0,+0,+0,-34693.3722197,-52038.6104043,+0,+0,+0,+0,-30362.6723817,+0,+0,-60720.6600178
2010-08-16 08:27:30 UTC,+0,+0,+0,-21691.8030042,-39041.3983117,+0,-43377.014709,-56389.4404806,+0,+0,-34703.8011122,-52054.2532184,+0,+0,+0,+0,-30363.9154114,+0,+0,+0
2010-08-16 08:28:00 UTC,+0,+0,+0,-21690.948484,-39039.8603739,-43378.7103017,-43375.3060013,-56387.219194,+0,+0,-34702.4340378,-52052.2026754,+0,+0,+0,+0,-30342.3230779,+0,+0,+0
2010-08-16 08:28:30 UTC,+0,+0,+0,+0,-39035.9372331,-43374.351094,-43370.9472429,-56381.5528936,+0,+0,-34698.9467539,+0,+0,+0,+0,+0,+0,+0,-60685.7174089,+0
2010-08-16 08:29:00 UTC,+0,+0,+0,+0,-39032.7110521,-43370.7663149,+0,-56376.8932315,+0,+0,-34696.0789984,+0,+0,+0,+0,+0,+0,+0,-60649.4075651,+0
2010-08-16 08:29:30 UTC,+0,+0,+0,+0,+0,-43395.7035731,+0,-56409.3078379,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60627.0291019,+0
2010-08-16 08:30:00 UTC,+0,-30382.707294,+0,+0,+0,-43402.1242321,+0,-56417.653709,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60626.6257099,+0
2010-08-16 08:30:30 UTC,-47719.9849223,-30373.3249683,+0,+0,+0,-43388.7215395,+0,-56400.2322662,+0,+0,+0,+0,+0,+0,+0,-60604.7389106,+0,-38964.5123979,-60602.6723863,+0
2010-08-16 08:31:00 UTC,-47724.2121983,-30376.0157459,+0,+0,+0,-43392.5653268,+0,-56405.2285994,+0,+0,+0,+0,+0,+0,+0,-60611.0126869,+0,-38968.5461307,-60608.9459095,+0
2010-08-16 08:31:30 UTC,-47718.2704028,-30372.2336298,+0,+0,+0,-43387.1625577,+0,-56398.205829,+0,+0,+0,+0,+0,+0,-25987.680395,-60627.1652398,+0,-38978.9314362,-60625.0978103,+0
2010-08-16 08:32:00 UTC,-47706.8972468,-30364.9943033,+0,+0,+0,+0,+0,-56384.7635851,+0,+0,+0,+0,+0,+0,-26001.0109807,-60658.2628761,+0,-38998.9257029,-60656.1941911,+0
2010-08-16 08:32:30 UTC,-47727.4371921,-30378.0685431,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34713.4509209,+0,-26000.854665,-60657.8982222,+0,-38998.6912483,-60655.8295518,+0
2010-08-16 08:33:00 UTC,-47740.7127496,-30386.5188007,+0,+0,+0,+0,+0,+0,+0,-43405.9868743,+0,+0,-34723.1067601,+0,-26002.0609191,-60660.7121763,+0,-39000.5004836,+0,+0
2010-08-16 08:33:30 UTC,-47711.5251805,-30367.9401106,+0,+0,+0,+0,+0,+0,+0,-43379.4483909,+0,+0,-34701.8774845,+0,-26008.9937647,-60676.8851429,+0,-39010.8989138,+0,+0
2010-08-16 08:34:00 UTC,-47697.5506438,+0,-56371.954288,-21685.7540774,+0,+0,+0,+0,+0,-43366.7421924,+0,+0,-34691.7132496,+0,-26020.9104898,-60704.6845212,+0,-39028.7725605,+0,+0
2010-08-16 08:34:30 UTC,-47642.1151474,+0,-56306.4361625,-21660.5484948,+0,+0,+0,+0,+0,-43316.3380602,+0,+0,-34651.3928158,-47646.6183035,+0,-60711.7400398,+0,+0,+0,+0
2010-08-16 08:35:00 UTC,+0,+0,-56322.3976845,-21666.6890772,+0,+0,+0,+0,+0,-43328.6175119,+0,+0,-34661.2156774,-47660.125231,+0,-60746.3756433,+0,+0,+0,+0
2010-08-16 08:35:30 UTC,+0,+0,-56358.3313643,-21680.5131811,+0,+0,+0,+0,+0,-43356.2618617,+0,+0,-34683.3295819,-47690.5329589,+0,+0,-30366.3606101,+0,+0,+0
2010-08-16 08:36:00 UTC,+0,+0,-56370.1943906,+0,+0,+0,-43363.5653762,+0,+0,-43365.388276,+0,+0,-34690.6301934,-47700.5716656,+0,+0,-30356.0115901,+0,+0,+0
2010-08-16 08:36:30 UTC,+0,+0,-56340.9723027,+0,-39009.0599984,+0,-43341.085614,+0,-47672.0535652,-43342.9072605,-34675.055553,+0,+0,-47675.8434081,+0,+0,-30345.6005497,+0,+0,+0
2010-08-16 08:37:00 UTC,+0,+0,-56301.5674719,+0,-38981.7764391,+0,-43310.772543,+0,-47638.7119347,-43312.5924993,-34650.8031696,+0,+0,-47642.4983297,+0,+0,-30350.5644872,+0,+0,+0
2010-08-16 08:37:30 UTC,+0,+0,-56321.8648891,+0,-38995.8301923,+0,-43326.3867971,+0,-47655.8861992,+0,-34663.295565,+0,+0,-47659.6743699,+0,+0,-30352.9608306,+0,+0,-60701.238709
2010-08-16 08:38:00 UTC,+0,+0,+0,+0,-39028.9537604,+0,-43363.1883396,+0,-47696.3645602,+0,-34692.7391381,+0,+0,-47700.1569166,+0,+0,-30334.6395142,+0,+0,-60664.5994599
2010-08-16 08:38:30 UTC,+0,+0,+0,+0,-38979.5015089,+0,-43308.2450097,+0,-47635.9318778,+0,-34648.7809818,+0,+0,-47639.7179845,+0,+0,+0,+0,+0,-60686.5310139
2010-08-16 08:39:00 UTC,+0,+0,+0,+0,-38970.4534749,+0,-43298.1923003,+0,-47624.874809,+0,-34640.7381752,+0,+0,-47628.6597719,+0,+0,+0,+0,+0,-60717.651245
2010-08-16 08:39:30 UTC,+0,+0,+0,+0,-39039.5514988,+0,-43374.9628295,+0,-47709.3154316,+0,-34702.1594784,+0,+0,+0,+0,+0,+0,+0,+0,-60704.0753743
2010-08-16 08:40:00 UTC,+0,+0,+0,+0,-39048.0733935,-43387.8362189,-43384.4309784,+0,-47719.7295374,+0,+0,-52063.1531503,+0,+0,-26007.9600488,+0,+0,+0,+0,-60676.7329336
2010-08-16 08:40:30 UTC,+0,+0,+0,+0,+0,-43430.7234062,+0,+0,-47766.8966989,+0,+0,-52114.6148352,+0,+0,-26012.3291163,+0,+0,+0,-60682.596111,-60686.9256719
2010-08-16 08:41:00 UTC,+0,-30387.8002599,+0,-21706.2945255,+0,-43409.3995557,+0,-56427.1105124,-47743.4448105,+0,+0,-52089.0276761,+0,+0,-26024.060136,+0,+0,+0,-60709.961172,-60714.2933479
2010-08-16 08:41:30 UTC,+0,-30425.5368624,+0,-21733.2504594,+0,-43463.3064547,+0,-56497.1812069,+0,+0,+0,-52153.7122602,+0,+0,-26019.0725891,+0,+0,+0,-60698.3266743,-60702.6577383
2010-08-16 08:42:00 UTC,+0,-30411.3644865,+0,-21723.1268764,+0,-43443.061155,+0,-56470.865425,+0,+0,+0,-52129.4192882,+0,+0,-26008.2394744,+0,+0,+0,-60673.0561655,-60677.3848144
2010-08-16 08:42:30 UTC,+0,-30428.1276387,+0,-21735.1010976,+0,-43467.0073899,+0,-56501.9918548,+0,+0,+0,-52158.1531289,+0,+0,-25991.7153542,+0,+0,+0,-60634.5101973,+0
2010-08-16 08:43:00 UTC,+0,-30462.2856293,+0,-21759.5007639,+0,-43515.8022268,+0,-56565.4176569,+0,+0,+0,-52216.7035905,+0,+0,-25975.771207,+0,+0,-38961.0690944,-60597.3171379,+0
2010-08-16 08:43:30 UTC,+0,-30474.5454421,+0,+0,+0,-43533.3154223,+0,-56588.1821253,+0,+0,+0,-52237.718226,-34823.6920027,+0,+0,+0,+0,-38952.0804069,-60583.3373485,+0
2010-08-16 08:44:00 UTC,+0,-30469.7467233,+0,+0,+0,+0,+0,-56579.2716879,+0,+0,+0,-52229.4927061,-34818.2086583,+0,+0,-60613.2977495,+0,-38970.0153148,-60611.2308798,+0
2010-08-16 08:44:30 UTC,+0,-30504.9988801,+0,+0,+0,+0,+0,-56644.7291828,+0,+0,+0,-52289.9186889,-34858.4901817,+0,+0,-60572.9256596,+0,-38944.0580247,-60570.8604199,+0
2010-08-16 08:45:00 UTC,-47925.7649947,+0,+0,+0,+0,+0,+0,-56643.4493382,+0,+0,+0,-52288.7372221,-34857.7025853,+0,+0,-60555.4382383,-30281.1803016,-38932.8144631,-60553.3737047,+0
2010-08-16 08:45:30 UTC,-47849.3440003,+0,+0,+0,+0,+0,+0,-56553.1252884,+0,-43504.7586618,+0,+0,-34802.1185712,+0,+0,-60546.2388318,-30276.5799191,-38926.8996919,+0,+0
2010-08-16 08:46:00 UTC,-47785.6289721,+0,+0,+0,+0,+0,+0,-56477.8187608,+0,-43446.8264641,+0,+0,-34755.7761079,+0,+0,-60728.9215064,-30367.9347382,-39044.3557615,+0,+0
2010-08-16 08:46:30 UTC,-47784.9003596,+0,+0,+0,-39101.9919829,+0,+0,+0,+0,-43446.1639813,-34757.6628869,+0,-34755.2461593,+0,+0,-60765.4540516,-30386.2037049,-39067.8444074,+0,+0
2010-08-16 08:47:00 UTC,-47768.1627172,+0,+0,+0,-39088.2951765,+0,-43429.1189083,+0,+0,-43430.9454609,-34745.4877821,+0,-34743.0722089,+0,+0,-60786.6246869,-30396.7905836,+0,+0,+0
2010-08-16 08:47:30 UTC,-47742.9519625,+0,+0,+0,-39067.6646227,+0,-43406.1975786,+0,+0,-43408.0228543,-34727.1492623,+0,+0,+0,+0,-60786.0489235,-30396.5026596,+0,+0,+0
2010-08-16 08:48:00 UTC,-47698.6705185,+0,+0,-21687.589592,-39031.4280733,+0,-43365.9373951,+0,+0,-43367.760427,-34694.9385573,+0,+0,-47703.1809411,+0,-60754.9352999,-30380.9435533,+0,+0,+0
2010-08-16 08:48:30 UTC,-47644.3807442,+0,+0,-21661.5786225,-38987.0014682,+0,-43316.5777493,+0,+0,-43318.398029,-34655.4477032,+0,+0,-47648.8841907,-26065.1303424,-60807.8407595,+0,+0,+0,+0
2010-08-16 08:49:00 UTC,-47650.9633554,+0,+0,-21664.5716257,-38992.3881755,+0,-43322.5625853,+0,+0,-43324.3831991,-34660.2359528,+0,+0,-47655.4676487,-26061.7134446,-60799.8698077,+0,+0,+0,+0
2010-08-16 08:49:30 UTC,-47644.385559,+0,-56309.1195174,-21661.5808124,-38987.0054089,+0,-43316.5821273,+0,+0,-43318.4024075,-34655.4512062,+0,+0,-47648.8890067,-26069.1675931,+0,+0,+0,+0,+0
2010-08-16 08:50:00 UTC,+0,+0,-56328.7821401,-21669.1452519,-39000.6196368,+0,-43331.7080516,+0,+0,+0,-34667.5529071,+0,+0,-47665.5278728,-26086.8659455,+0,+0,+0,+0,+0
2010-08-16 08:50:30 UTC,+0,+0,-56355.7534189,+0,+0,+0,-43352.456327,+0,-47684.5603189,+0,+0,+0,+0,-47688.3514549,-26074.4062617,+0,+0,+0,+0,+0
2010-08-16 08:51:00 UTC,+0,+0,-56407.0460181,+0,+0,+0,-43391.9143365,+0,-47727.9605532,+0,+0,+0,+0,-47731.7561762,-26078.2037709,+0,+0,+0,+0,+0
2010-08-16 08:51:30 UTC,+0,-30372.8558319,-56397.5978461,+0,+0,-43388.051376,-43384.6461134,+0,-47719.9661664,+0,+0,+0,+0,-47723.7609631,+0,+0,+0,+0,+0,-60786.6505938
2010-08-16 08:52:00 UTC,+0,-30371.0664323,-56394.2753562,+0,+0,-43385.495211,+0,+0,-47717.1549061,+0,+0,+0,+0,-47720.9494122,+0,+0,+0,+0,+0,-60772.4452233
2010-08-16 08:52:30 UTC,+0,-30372.6112818,-56397.1437747,+0,+0,-43387.7020351,+0,+0,-47719.5819626,+0,+0,+0,+0,-47723.3767196,+0,+0,+0,+0,-60805.9763588,-60810.3177064
2010-08-16 08:53:00 UTC,+0,-30367.1867999,-56387.0718006,+0,+0,-43379.9531395,+0,+0,-47711.0597578,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60825.8317975,-60830.1750411
2010-08-16 08:53:30 UTC,+0,-30351.3394865,-56357.6471054,+0,+0,-43357.3151843,+0,+0,-47686.1626248,+0,+0,+0,-34682.9084829,+0,+0,+0,+0,+0,-60854.1830551,-60858.5290054
2010-08-16 08:54:00 UTC,+0,-30373.5884246,+0,+0,+0,-43389.0978878,+0,-56400.7214609,-47721.1171156,+0,+0,+0,-34708.3316325,+0,+0,+0,-30422.9224722,+0,-60836.8047829,-60841.1490741
2010-08-16 08:54:30 UTC,+0,-30366.4699553,+0,+0,+0,-43378.9291239,+0,-56387.5036294,-47709.9335494,+0,+0,+0,-34700.1975853,+0,+0,+0,-30430.7693349,+0,-60852.4955614,-60856.8413507
2010-08-16 08:55:00 UTC,+0,-30371.3270876,+0,-21694.5274421,+0,-43385.8675581,+0,-56396.5225281,-47717.5644115,+0,+0,+0,-34705.7476748,+0,+0,+0,-30431.4625771,-39126.0343219,-60853.8817858,-60858.2277072
2010-08-16 08:55:30 UTC,+0,+0,+0,-21699.2916702,+0,-43395.3951361,+0,-56408.9069172,-47728.042805,+0,+0,+0,-34713.3688345,+0,+0,+0,-30407.3660112,-39095.0530571,-60805.6977032,-60810.0390242
2010-08-16 08:56:00 UTC,+0,+0,+0,-21726.7659247,+0,+0,+0,-56480.3249605,+0,+0,+0,-52138.1516997,-34757.3183841,+0,+0,+0,-30377.4366035,-39056.5724322,-60745.8501305,-60750.1857353
2010-08-16 08:56:30 UTC,+0,+0,+0,-21720.9021551,-39093.7700054,+0,+0,-56465.0823645,+0,+0,-34750.354363,-52124.0807533,-34747.9383282,+0,-26038.8718661,+0,-30376.7677305,-39055.7124535,-60744.5126352,+0
2010-08-16 08:57:00 UTC,+0,+0,+0,-21710.6853718,-39075.3821744,+0,+0,-56438.5243116,+0,-43416.5978253,-34734.0094018,-52099.5641333,-34731.5949168,+0,-26017.347352,-60696.3724211,-30351.6577941,-39023.4282847,-60694.3021976,+0
2010-08-16 08:57:30 UTC,+0,+0,+0,+0,-39104.8855623,+0,+0,-56481.1368707,+0,-43449.3790371,-34760.2349925,-52138.9012008,-34757.818021,+0,-26015.1534927,-60691.2545778,+0,-39020.1377609,+0,+0
2010-08-16 08:58:00 UTC,+0,+0,+0,+0,-39106.2933529,+0,-43449.1155667,-56483.1701818,+0,-43450.9432332,-34761.486379,-52140.7782176,+0,+0,-26018.9179969,-60700.0364261,+0,-39025.7840619,+0,+0
2010-08-16 08:58:30 UTC,+0,+0,+0,+0,-39146.5992409,+0,-43493.8969411,-56541.3850907,+0,-43495.7271015,-34797.3143226,-52194.5183316,+0,+0,-26014.5669272,-60689.8862361,+0,-39019.2579837,+0,+0
2010-08-16 08:59:00 UTC,-47800.953674,+0,+0,+0,-39115.1287873,+0,-43458.9320702,-56495.9314439,+0,-43460.7602836,-34769.3402054,-52152.5585623,+0,+0,-26015.247035,-60691.4727942,+0,-39020.2780632,+0,+0
2010-08-16 08:59:30 UTC,-47734.3508945,+0,+0,+0,-39060.6261661,+0,-43398.3775859,-56417.2118015,+0,-43400.2024257,-34720.8927712,-52079.8898473,+0,+0,-26010.5990811,-60680.6300304,+0,+0,+0,+0
2010-08-16 09:00:00 UTC,-47775.8848451,+0,+0,+0,-39094.6143754,+0,-43436.1397785,+0,+0,-43437.9667222,-34751.1049243,-52125.2065575,+0,+0,+0,-60645.1962406,+0,+0,+0,+0
2010-08-16 09:00:30 UTC,-47760.964412,+0,+0,+0,+0,+0,-43422.574292,+0,+0,-43424.4004802,+0,-52108.9272271,+0,+0,+0,-60661.0520851,+0,+0,+0,+0
2010-08-16 09:01:00 UTC,-47715.8831606,+0,+0,+0,+0,+0,-43381.5869333,+0,+0,-43383.4108376,+0,-52059.7401397,+0,-47720.3072062,+0,-60682.4100808,+0,+0,+0,+0
2010-08-16 09:01:30 UTC,-47651.054718,-30329.4489953,+0,+0,+0,+0,-43322.6456509,+0,+0,-43324.4662692,+0,-51989.0073537,+0,-47655.4706759,+0,-60739.9840626,+0,+0,+0,+0
2010-08-16 09:02:00 UTC,-47686.5669596,-30352.0535156,+0,-21680.7599825,+0,+0,-43354.9329772,+0,+0,-43356.7553957,+0,+0,+0,-47690.9873483,+0,-60736.0858595,+0,+0,+0,+0
2010-08-16 09:02:30 UTC,-47643.7394133,-30324.7926021,+0,-21661.2870208,+0,-43319.3928457,-43315.994659,+0,+0,+0,+0,+0,+0,-47648.1544584,+0,-60774.6098454,+0,+0,+0,+0
2010-08-16 09:03:00 UTC,-47654.1579552,-30331.4242911,+0,-21666.0241558,+0,-43328.8662421,+0,+0,+0,+0,+0,+0,+0,-47658.5743003,+0,+0,-30400.1882759,+0,+0,+0
2010-08-16 09:03:30 UTC,-47634.4897541,-30318.9049388,-56297.2837215,-21657.0813567,+0,-43310.9822934,+0,+0,+0,+0,+0,+0,+0,-47638.9036448,+0,+0,-30414.2423309,+0,+0,+0
2010-08-16 09:04:00 UTC,+0,-30305.6019844,-56272.5834221,-21647.5788166,+0,-43291.9789661,+0,+0,-47614.3061158,+0,+0,+0,-34630.645706,-47618.0017788,+0,+0,-30400.6631811,+0,-60792.2945604,+0
2010-08-16 09:04:30 UTC,+0,-30351.6699265,-56358.1202105,+0,+0,-43357.787219,+0,+0,-47686.6817659,+0,+0,+0,-34683.2860656,-47690.384645,-26070.1704962,+0,-30413.3198414,+0,-60817.6031276,-60821.9455854
2010-08-16 09:05:00 UTC,+0,-30367.0275465,-56386.6355205,+0,+0,-43379.7256454,+0,+0,-47710.8095611,+0,+0,+0,-34700.8347272,-47714.5148444,-26073.9787939,+0,-30417.7625138,+0,-60826.4868036,-60830.8301097
2010-08-16 09:05:30 UTC,+0,-30403.8437833,-56454.9941856,+0,+0,-43432.3177979,+0,+0,-47768.6502039,+0,+0,+0,-34742.9034652,-47772.3612506,-26059.1514851,+0,-30400.4653163,+0,-60791.8989053,-60796.2389086
2010-08-16 09:06:00 UTC,+0,+0,-56434.868937,+0,+0,-43416.8343169,+0,+0,-47751.6215314,+0,-34732.9325299,+0,-34730.5181472,+0,-26048.5847118,+0,-30388.1383618,+0,-60767.2496273,-60771.587276
2010-08-16 09:06:30 UTC,+0,+0,-56381.5445121,+0,-39037.2491623,-43375.8088474,+0,-56383.4477493,-47706.501882,+0,-34700.1129291,+0,-34697.70166,+0,-26049.4976658,+0,-30389.2033927,-39071.7011446,-60769.3792883,-60773.5978962
2010-08-16 09:07:00 UTC,+0,+0,-56362.5749479,+0,-39024.114737,-43361.2144979,+0,-56364.4773362,-47690.4510743,+0,-34688.4377253,+0,-34686.0275641,+0,-26053.9746683,+0,+0,-39078.416125,-60779.8228634,-60784.0424275
2010-08-16 09:07:30 UTC,+0,+0,-56317.1993565,+0,-38992.6969181,+0,+0,-56319.0997134,-47652.0572089,+0,-34660.5103944,+0,-34658.102884,+0,-26048.2165139,+0,+0,-39069.7795666,-60766.3907252,-60770.6090593
2010-08-16 09:08:00 UTC,+0,+0,-56364.383019,+0,-39025.366636,+0,+0,-56366.2854883,-47691.980946,+0,-34689.5505396,+0,-34687.1402726,+0,+0,+0,+0,-39061.1785045,-60752.8377206,-60757.2309027
2010-08-16 09:08:30 UTC,+0,+0,+0,-21703.4512432,-39062.3624283,+0,-43400.3066392,-56419.719533,-47737.1913258,+0,-34722.4361364,+0,+0,+0,+0,+0,+0,-39055.3586785,-60743.7864007,-60748.1787013
2010-08-16 09:09:00 UTC,+0,+0,+0,-21729.5917625,-39109.4092755,+0,-43452.577475,-56487.6705947,-47794.6845092,-43454.4053345,-34764.2561257,+0,+0,+0,+0,+0,+0,-39034.3080243,-60711.047245,-60715.436356
2010-08-16 09:09:30 UTC,+0,+0,+0,-21738.031167,-39124.5982388,+0,-43469.4529908,-56509.6084344,-47813.2460479,-43471.2817901,-34777.7576102,+0,+0,+0,+0,+0,+0,-39040.965888,+0,-60725.7920471
2010-08-16 09:10:00 UTC,+0,+0,+0,-21768.6804645,-39179.7598417,+0,-43530.7396304,-56589.2798648,+0,-43532.5718416,+0,+0,+0,+0,+0,-60699.865778,+0,-39025.6743435,+0,+0
2010-08-16 09:10:30 UTC,+0,+0,+0,-21777.3687808,+0,+0,-43548.1128743,-56611.8647413,+0,-43549.9460525,+0,+0,+0,+0,+0,-60715.3810514,+0,-39035.5890334,+0,+0
2010-08-16 09:11:00 UTC,+0,+0,+0,+0,+0,+0,-43573.7497372,-56645.1921609,+0,-43575.5843418,+0,-52290.3460794,+0,+0,+0,-60701.6004738,+0,+0,+0,+0
2010-08-16 09:11:30 UTC,+0,-30490.5396433,+0,+0,+0,+0,-43552.7406372,-56617.8807426,+0,-43554.5740729,+0,-52265.134004,+0,+0,+0,-60652.9324779,+0,+0,+0,+0
2010-08-16 09:12:00 UTC,-47896.7995803,-30485.8328656,+0,+0,+0,+0,-43546.0740644,-56609.0871706,+0,-43547.8357963,+0,-52257.1337501,+0,+0,+0,-60664.5345152,-30335.6859727,+0,+0,+0
2010-08-16 09:12:30 UTC,-47866.3888448,-30466.4756512,+0,+0,+0,+0,-43518.4249746,-56573.1440561,+0,-43520.1852575,+0,-52223.8622573,+0,+0,-26009.3910009,-60677.8913207,-30342.3653388,+0,+0,+0
2010-08-16 09:13:00 UTC,-47851.4707782,-30456.9799183,+0,+0,+0,+0,-43504.8616404,+0,+0,-43506.6212124,+0,-52207.5855664,+0,+0,-26025.1915863,-60714.7510807,-30360.7978763,+0,+0,+0
2010-08-16 09:13:30 UTC,-47789.411334,-30417.4774847,+0,+0,+0,-43451.8497412,-43448.4379072,+0,+0,-43450.1945215,+0,-52139.8742169,+0,-47793.8445462,-26000.2841236,-60656.4706348,-30331.7415012,+0,+0,+0
2010-08-16 09:14:00 UTC,-47752.876633,-30394.3188163,+0,+0,+0,-43418.7673983,+0,+0,+0,-43417.1138509,+0,-52100.1778109,-34732.0644293,-47757.4570892,-26000.4652975,-60656.8932767,-30331.9528539,+0,+0,+0
2010-08-16 09:14:30 UTC,-47713.0378723,-30368.9602538,+0,+0,+0,-43382.5424892,+0,+0,+0,+0,+0,-52056.7105551,-34703.0879353,-47717.6131069,-26006.372002,-60670.6724131,-30338.8434561,+0,+0,+0
2010-08-16 09:15:00 UTC,-47688.7677492,-30353.5115946,+0,-21681.8294701,+0,-43360.4739558,+0,+0,+0,+0,+0,-52030.2299206,-34685.4352007,-47693.3398024,-25990.4432263,-60633.5138289,-30320.2613758,+0,+0,+0
2010-08-16 09:15:30 UTC,-47673.4603627,-30343.7682167,+0,-21674.8508744,+0,-43346.5554319,+0,+0,+0,+0,-34676.6525685,-52013.5286006,-34674.2086955,-47678.0306233,-25990.143178,-60632.8134804,-30319.9112823,+0,-60630.7463402,+0
