# file...... Output/Qh/house_Qh_file_004.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_15C_tm_0_C_15_Meter_6_61:Qh,house_0_1A_tm_0_A_1_Meter_7_62:Qh,house_0_2A_tm_0_A_2_Meter_7_63:Qh,house_0_3A_tm_0_A_3_Meter_7_64:Qh,house_0_4A_tm_0_A_4_Meter_7_65:Qh,house_0_5A_tm_0_A_5_Meter_7_66:Qh,house_0_6A_tm_0_A_6_Meter_7_67:Qh,house_0_7A_tm_0_A_7_Meter_7_68:Qh,house_0_8A_tm_0_A_8_Meter_7_69:Qh,house_0_1A_tm_0_A_1_Meter_9_70:Qh,house_0_2A_tm_0_A_2_Meter_9_71:Qh,house_0_3A_tm_0_A_3_Meter_9_72:Qh,house_0_4A_tm_0_A_4_Meter_9_73:Qh,house_0_5A_tm_0_A_5_Meter_9_74:Qh,house_0_6A_tm_0_A_6_Meter_9_75:Qh,house_0_7A_tm_0_A_7_Meter_9_76:Qh,house_0_8A_tm_0_A_8_Meter_9_77:Qh,house_0_9A_tm_0_A_9_Meter_9_78:Qh,house_0_10A_tm_0_A_10_Meter_9_79:Qh,house_0_11A_tm_0_A_11_Meter_9_80:Qh
2010-08-16 09:55:30 UTC,-13105.8496648,-52394.7781564,+0,-52396.7605606,+0,+0,-39301.0371313,+0,+0,+0,+0,-26098.6445063,-47845.035925,+0,-47844.5200609,-43492.5649109,-26098.851015,-47840.5352275,-21749.4692218,-60893.3435773
2010-08-16 09:56:00 UTC,-13102.4724275,-52379.5231925,+0,-52381.50489,+0,+0,-39289.5940931,+0,+0,+0,-47826.45675,-26088.0245068,+0,+0,-47825.0516319,-43474.8676478,-26088.2309226,-47821.0689206,-21740.6189395,-60868.5654476
2010-08-16 09:56:30 UTC,-13102.5521319,-52364.1966745,+0,-52366.1776619,+0,+0,-39278.0973807,+0,+0,+0,-47807.9487128,-26077.9287803,+0,+0,-47806.5442928,-43458.0440383,+0,-47802.563599,-21732.2055652,-60845.0105296
2010-08-16 09:57:00 UTC,-13101.7903857,-52334.9814026,+0,-52336.9610365,+0,+0,-39256.1824498,+0,-39254.4674292,+0,-47773.607903,-26059.1966251,+0,+0,-47772.2047784,-43426.8286069,+0,-47768.2278287,+0,-60801.3054654
2010-08-16 09:57:30 UTC,-13099.9985645,-52328.5176569,+0,-52330.4969913,+0,+0,-39251.3338711,+0,-39249.6191258,+0,-47762.305326,-26053.0313183,+0,-39077.097088,-47760.9026279,-43416.5546848,+0,-47756.9269109,+0,-60786.9208353
2010-08-16 09:58:00 UTC,+0,-52327.3643835,+0,-52329.3436645,+0,+0,-39250.4687789,+0,-39248.7540827,+0,-47759.9581993,-26051.7510124,+0,-39075.176779,-47758.5555897,-43414.4211715,+0,-47754.5801285,+0,-60783.9336802
2010-08-16 09:58:30 UTC,+0,-52328.3666597,+0,-52330.3459871,+0,-26168.2777772,-39251.2206053,-52325.8330051,-39249.5058664,+0,-47766.7563881,-26055.4592747,+0,-39080.7387382,-47765.3535221,-43420.6006529,+0,-47761.3773196,+0,-60792.5856392
2010-08-16 09:59:00 UTC,+0,-52321.3963579,+0,-52323.3753624,+0,-26164.7919382,-39245.9920494,-52318.8631494,-39244.2776073,+0,-47760.7942434,+0,+0,-39075.8607911,-47759.3916022,-43415.1811266,+0,-47755.4160498,+0,-60784.9977017
2010-08-16 09:59:30 UTC,+0,-52331.2562949,-65416.9760417,+0,-39248.9728104,-26169.7228802,-39253.3881757,-52328.7224554,-39251.6733137,+0,-47779.5010492,+0,+0,-39091.165822,-47778.0977023,-43432.1854142,+0,-47774.12011,-21719.2738405,+0
2010-08-16 10:00:00 UTC,+0,-52337.7868677,-65425.1397956,+0,-39253.8707702,-26172.9889376,-39258.2870336,-52335.252514,-39256.571833,+0,-47793.4588488,+0,+0,-39102.5854131,-47792.0549284,-43444.872773,+0,-47788.0756691,-21725.6188064,+0
2010-08-16 10:00:30 UTC,-13092.0743507,+0,-65417.3611069,+0,-39249.2037704,-26169.8770204,-39253.6193387,-52329.0303064,-39251.904403,+0,-47786.4993131,+0,+0,-39096.8914474,-47785.0956552,-43438.5466289,+0,-47781.1171546,-21722.4551441,+0
2010-08-16 10:01:00 UTC,-13094.5750573,+0,-65415.1781764,+0,-39247.894072,-26169.0037241,-39252.3094451,-52327.2841708,-39250.5945838,-56463.4210976,-47782.7003991,+0,+0,-39093.7833542,-47781.2968845,-43435.0934566,-26064.3626208,-47777.3187983,-21720.7282356,+0
2010-08-16 10:01:30 UTC,-13096.1032562,+0,-65451.8556443,+0,-39269.8995464,-26183.6767941,+0,-52356.6226399,-39272.6020864,-56506.4271362,-47819.0958474,+0,+0,-39123.5604028,-47817.69096,+0,-26084.2157097,+0,-21737.2728603,+0
2010-08-16 10:02:00 UTC,-13094.5689473,+0,-65496.8100311,+0,-39296.8709454,-26201.6611013,+0,-52392.5818537,+0,-56556.2612224,+0,+0,-47860.3793192,-39158.065138,+0,+0,-26107.2208631,+0,-21756.4442662,+0
2010-08-16 10:02:30 UTC,-13097.2817309,+0,-65540.569359,+0,-39323.1253425,+0,+0,-52427.5851358,+0,-56603.97066,+0,+0,-47900.7540747,-39191.0987814,+0,+0,-26129.245203,+0,-21774.7983086,+0
2010-08-16 10:03:00 UTC,-13094.6380521,+0,-65566.6205198,+0,-39338.7553251,+0,+0,-52448.4235761,+0,-56630.9956072,+0,+0,-47923.6243011,+0,+0,+0,-26141.7208608,+0,+0,+0
2010-08-16 10:03:30 UTC,-13094.7805532,+0,-65567.746999,+0,-39339.4311817,+0,+0,-52449.3246518,+0,-56632.5176351,+0,-26142.2165893,-47924.9123379,+0,+0,+0,-26142.423482,+0,+0,+0
2010-08-16 10:04:00 UTC,-13099.0589961,+0,-65528.8277556,+0,-39316.0807023,+0,+0,+0,+0,-56587.7314611,+0,-26121.5419111,-47887.0114337,+0,+0,+0,-26121.7486229,+0,+0,+0
2010-08-16 10:04:30 UTC,-13097.7426785,+0,-65536.1174025,+0,-39320.4542906,+0,+0,+0,+0,-56594.7163774,+0,-26124.7663637,-47892.9225134,+0,+0,+0,-26124.9731037,+0,+0,+0
2010-08-16 10:05:00 UTC,+0,+0,-65528.0591203,+0,-39315.6195422,+0,+0,+0,+0,-56583.016067,+0,-26119.3651397,-47883.0209677,+0,+0,+0,-26119.5718324,+0,+0,+0
2010-08-16 10:05:30 UTC,+0,+0,-65529.6067138,+0,+0,+0,+0,+0,+0,-56582.3576702,+0,-26119.0612035,-47882.4637906,+0,+0,+0,+0,+0,+0,+0
2010-08-16 10:06:00 UTC,+0,+0,-65514.0927757,+0,+0,+0,+0,+0,-39309.946099,-56561.4039015,+0,-26109.3882976,-47864.7313806,+0,+0,+0,+0,+0,-21758.4226787,-60918.3342926
2010-08-16 10:06:30 UTC,+0,-52406.8086293,+0,+0,+0,-26207.5066313,+0,+0,-39308.3434287,-56558.5889018,+0,-26108.0888071,-47862.3491493,+0,+0,+0,+0,-47857.8462496,-21757.3397353,-60915.302384
2010-08-16 10:07:00 UTC,+0,-52371.1586006,+0,-52373.139963,+0,-26189.6780984,-39283.2875811,+0,-39281.603183,-56510.5582101,-47822.5919215,-26085.916358,-47821.7025271,+0,+0,+0,+0,-47817.2044671,-21738.862104,-60863.5706998
2010-08-16 10:07:30 UTC,-13094.6813442,-52343.5037847,+0,-52345.4838659,+0,-26175.8479603,-39262.5432115,+0,-39260.8599575,+0,-47788.1789014,-26067.1448137,-47787.2904583,-39098.2656079,+0,-43440.0733571,+0,-47782.7964969,-21723.2186505,-60819.7738432
2010-08-16 10:08:00 UTC,-13093.3060181,-52323.1009722,+0,-52325.0801081,+0,-26165.6445399,-39247.2386988,-52320.5675586,-39245.5562889,+0,-47765.7710602,-26054.9218299,-47764.8832367,-39079.9325633,-47764.3681842,-43419.7048674,+0,-47760.3919439,-21713.0325052,-60791.2557707
2010-08-16 10:08:30 UTC,-13097.5945094,-52297.6791971,+0,-52299.657155,+0,-26152.9311422,-39228.1693722,-52295.147411,-39226.4880144,+0,-47737.3017993,-26039.3924751,-47736.4147633,-39056.6403495,-47735.8999975,-43393.8266125,+0,-47731.9268621,-21700.0909626,-60755.0234344
2010-08-16 10:09:00 UTC,-13094.9185971,-52281.759867,+0,-52283.7370872,+0,-26144.9699051,-39216.2279988,-52279.1467162,-39214.5472998,+0,-47722.1369864,+0,-47721.2503701,-39044.2332111,-47720.6782145,-43380.0419594,+0,-47716.7642757,-21693.1973494,-60735.7234394
2010-08-16 10:09:30 UTC,-13093.0628493,-52414.8921307,+0,-52416.875519,+0,-26211.5491798,-39316.0928792,-52412.2700446,-39314.4066724,+0,-47840.6007411,+0,-47839.7108492,-39141.1546981,-47839.1372152,-43487.7242534,-26095.9217274,-47835.2106449,+0,-60886.4902139
2010-08-16 10:10:00 UTC,-13090.7551252,-52405.6399297,+0,-52407.6228894,-39304.7610624,-26206.9221662,-39309.1526389,-52403.0184643,-39307.4668147,+0,-47829.6286126,+0,-47828.7390238,-39132.1778172,-47828.1655269,-43477.7507048,-26089.9366319,-47824.240126,+0,-60872.5261752
2010-08-16 10:10:30 UTC,-13094.6793492,-52403.662912,+0,-52405.6457802,-39303.2782846,-26205.9334622,-39307.6696428,-52401.0415793,-39305.9839004,+0,-47825.4988004,+0,-47824.6093257,-39128.7989986,-47824.0358803,-43473.9967493,-26087.6838949,-47820.1109197,+0,-60867.2702344
2010-08-16 10:11:00 UTC,-13093.5531528,-52414.1481821,+0,-52416.1315359,-39311.1423139,+0,-39315.5348301,-52411.526146,-39313.8486541,+0,-47837.3656283,+0,+0,-39138.5078806,-47835.9022322,-43484.7835702,-26094.1570325,-47831.9760067,+0,-60882.3729417
2010-08-16 10:11:30 UTC,-13092.1851316,-52433.9331984,-65545.3372406,-52435.9863755,-39326.0328991,+0,-39330.427608,-52431.3787342,+0,+0,-47863.3280155,+0,+0,-39159.749088,-47861.8635781,-43508.3831056,-26108.3190401,-47857.9345856,+0,-60915.4148242
2010-08-16 10:12:00 UTC,-13090.7026942,-52453.3328131,-65569.5881091,-52455.3869388,-39340.5827898,+0,-39344.9796408,-52450.777098,+0,-56576.4617644,-47878.3652358,+0,+0,-39172.0518363,-47876.9001953,-43522.0517799,-26116.5215688,-47872.9696004,-21764.2155088,-60934.5524353
2010-08-16 10:12:30 UTC,+0,-52471.6423327,-65592.4762828,-52473.6973536,-39354.3150991,+0,-39358.7139715,-52469.0854372,+0,-56603.461556,-47901.2148047,+0,+0,-39190.7462819,-47899.748848,-43542.8217972,-26128.9855907,-47895.8158188,-21774.582458,-60963.6326882
2010-08-16 10:13:00 UTC,+0,-52490.240882,-65615.7257636,-52492.2968122,-39368.2641835,+0,-39372.665109,-52487.6827876,+0,-56633.3888445,-47926.5418753,+0,+0,+0,-47925.0749033,-43565.8438377,-26142.8010444,-47921.1391761,-21786.0956038,+0
2010-08-16 10:13:30 UTC,+0,-52493.4930353,-65619.7911814,-52495.5491245,-39370.7033286,+0,-39375.104613,-52490.9347312,+0,-56644.4754245,+0,-26147.7366731,+0,+0,-47934.4569539,-43574.3723649,-26147.9189865,-47930.5202274,-21790.3606546,+0
2010-08-16 10:14:00 UTC,+0,+0,-65630.0095216,-52503.7237412,-39376.8340672,+0,-39381.236254,+0,+0,-56653.6421586,+0,-26151.96832,+0,+0,-47942.2143294,-43581.4240203,-26152.1506626,-47938.2767765,-21793.8871333,+0
2010-08-16 10:14:30 UTC,-13093.8996145,+0,-65650.4142449,-52520.0474093,-39389.0763711,-26263.1429146,+0,+0,+0,-56678.9365648,+0,-26163.6449968,+0,+0,-47963.6197941,-43600.8821428,+0,-47959.6799615,-21803.6179906,+0
2010-08-16 10:15:00 UTC,-13093.9677441,+0,-65636.680154,-52509.060211,-39380.8362733,-26257.6308184,+0,+0,-39383.5090046,-56665.1136592,+0,-26157.263918,+0,+0,+0,-43590.2486538,+0,-47947.9033677,-21798.3002646,+0
2010-08-16 10:15:30 UTC,-13094.0352328,+0,-65644.6853493,+0,-39385.6391826,-26260.833354,+0,+0,-39388.3123464,-56673.6273196,+0,-26161.1940857,+0,+0,+0,-43596.7979218,+0,+0,-21801.5755031,+0
2010-08-16 10:16:00 UTC,-13089.4576262,+0,-65665.5678583,+0,-39398.1681456,-26269.187551,+0,+0,-39400.8424376,-56696.1175626,+0,-26171.5762743,+0,+0,+0,-43614.0988973,+0,+0,+0,+0
2010-08-16 10:16:30 UTC,-13091.756033,+0,-65652.8798336,+0,+0,-26264.1116159,+0,+0,-39393.2292667,-56676.6454307,+0,-26162.5636004,-47962.1941971,+0,+0,-43599.1196514,+0,+0,+0,+0
2010-08-16 10:17:00 UTC,-13090.4619136,+0,-65632.2986115,+0,+0,-26255.8779511,+0,+0,-39380.8799562,-56661.5332575,+0,-26155.5873687,-47949.4053499,+0,+0,+0,+0,+0,+0,+0
2010-08-16 10:17:30 UTC,-13090.0342335,+0,-65611.0841945,+0,+0,-26247.3909718,+0,+0,-39368.1507108,-56637.6643056,+0,-26144.5687451,-47929.2059791,-39214.4279993,+0,+0,+0,+0,+0,+0
2010-08-16 10:18:00 UTC,-13089.5160397,+0,-65603.8231939,+0,+0,-26244.4861566,+0,-52478.1618756,-39363.7939067,-56631.0311435,-47924.4947769,-26141.5066786,-47923.5925905,-39209.8352496,+0,+0,+0,+0,+0,+0
2010-08-16 10:18:30 UTC,-13090.9570275,+0,-65587.0664674,+0,+0,-26237.7825081,+0,-52464.7581047,-39353.7394006,-56610.4895885,-47907.1107663,-26132.0240809,-47906.2090668,-39195.5695436,+0,+0,-26132.2299695,+0,-21777.2861699,+0
2010-08-16 10:19:00 UTC,-13092.1419793,+0,+0,+0,+0,-26223.0772741,+0,-52435.3553722,-39331.68367,+0,-47866.4070841,-26109.8211119,-47865.5065253,-39162.2677008,+0,+0,-26110.0268077,+0,-21758.783105,-60919.3992775
2010-08-16 10:19:30 UTC,-13091.2837821,+0,+0,+0,+0,+0,-39309.1537149,-52403.019899,-39307.4280158,+0,-47830.0919817,+0,-47829.1924411,-39132.5563883,+0,+0,-26090.2175408,+0,-21742.2749988,-60873.1815738
2010-08-16 10:20:00 UTC,+0,-52411.4062797,+0,+0,+0,+0,-39313.5297226,-52408.8532683,-39311.8037735,+0,-47835.8255676,+0,-47834.9258662,-39137.2473392,+0,+0,-26093.3451138,+0,-21744.8813703,-60880.4786253
2010-08-16 10:20:30 UTC,+0,-52448.6242955,+0,+0,-39345.304765,+0,-39341.447689,-52446.0688841,-39339.7201451,+0,-47878.3848264,+0,-47877.4839319,-39172.0673276,+0,+0,-26116.560461,-47872.9609716,-21764.2279427,-60934.6431765
2010-08-16 10:21:00 UTC,+0,-52444.8574076,+0,+0,-39334.165101,+0,-39338.6220725,-52442.302239,+0,+0,-47872.971058,+0,-47872.0703152,-39167.6380362,-47871.5579286,+0,-26113.6073431,-47867.5480032,-21761.7669539,-60927.7531519
2010-08-16 10:21:30 UTC,+0,-52439.9707067,+0,+0,-39330.5000412,+0,-39334.956462,-52437.4158531,+0,+0,-47868.4941235,+0,-47867.5935062,-39163.9752185,-47867.081164,+0,-26111.165252,-47863.0717304,-21759.7318307,-60922.0554223
2010-08-16 10:22:00 UTC,-13083.5084617,-52435.9507015,+0,+0,-39327.4850093,+0,-39331.9409768,-52433.3961073,+0,+0,-47862.601104,+0,-47861.7006519,-39159.1538266,-47861.1883683,+0,-26107.9507107,-47857.1795824,-21757.0529839,-60914.5554619
2010-08-16 10:22:30 UTC,-13078.3959414,-52433.6368705,+0,-52435.62604,-39325.7496199,+0,-39330.2053267,-52431.0824254,+0,+0,-47856.5573356,+0,-47855.6570529,-39154.2090988,-47855.1448293,-43502.2112113,-26104.6539385,-47851.1367073,+0,-60906.8636455
2010-08-16 10:23:00 UTC,-13081.9671718,-52458.3466682,+0,-52460.3369865,-39344.2821404,-26233.2975909,-39348.7406319,-52455.79063,+0,+0,-47889.1992376,-26125.7283596,-47888.29804,-39180.9151713,-47887.7854923,-43531.8823323,-26122.4595372,-47883.7737844,+0,-60948.4065208
2010-08-16 10:23:30 UTC,-13082.9589552,-52432.229677,-65543.2077203,-52434.218781,-39324.6942149,-26220.236502,-39329.149763,-52429.6753226,+0,-56550.4498583,-47856.3752094,-26104.3489435,-47855.4749319,+0,-47854.9627101,-43502.0456608,-26104.5545918,-47850.9546082,+0,-60906.6318562
2010-08-16 10:24:00 UTC,-13083.0929223,-52441.6020831,-65554.9238803,-52443.591623,-39331.7235849,-26224.9236359,-39336.1801895,+0,+0,-56562.3022979,-47866.4057835,-26109.8204025,-47865.5052247,+0,-47864.9929033,-43511.1633393,+0,-47860.9836993,+0,-60919.3976223
2010-08-16 10:24:30 UTC,-13082.3188955,-52446.8776912,-65561.5187576,-52448.8674763,-39335.6803277,-26227.5619637,-39340.1375268,+0,-39338.4100578,-56570.3113128,-47873.1837142,-26113.5176155,-47872.2829655,+0,-47871.7705768,-43517.3244019,+0,-47867.7606281,+0,-60928.0237964
2010-08-16 10:25:00 UTC,-13084.4420977,-52445.7639745,-65560.126534,-52447.7537077,-39334.8450324,-26227.0049947,-39339.3021059,+0,-39337.5746846,-56569.3080742,+0,-26113.0544889,-47871.4339607,+0,-47870.9215804,-43516.5526446,+0,-47866.9117251,-21761.4776719,-60926.94325
2010-08-16 10:25:30 UTC,-13084.1256241,-52443.3575077,-65557.1182832,-52445.3471291,-39333.0401655,-26225.8015224,-39337.4969679,+0,-39335.7696497,-56567.4019511,+0,-26112.1745627,-47869.8208774,+0,-47869.3085132,-43515.086329,+0,-47865.2988351,-21760.7443766,-60924.8902448
2010-08-16 10:26:00 UTC,-13089.035283,-52424.9589977,-65534.1188652,-52426.9477636,-39319.2411548,-26216.6004404,-39323.6958834,+0,-39321.9693535,-56541.3858403,+0,-26100.1647077,-47847.8043799,+0,-47847.2922342,-43495.0730201,+0,-47843.2849752,-21750.7358446,-60896.8693822
2010-08-16 10:26:30 UTC,-13089.5771102,-52432.8872172,-65544.0296914,-52434.8763518,-39325.1873747,-26220.5653374,-39329.6429969,+0,-39327.9161273,-56555.7785816,+0,-26106.8088497,+0,+0,-47859.4721719,-43506.1448663,+0,-47855.4635746,-21756.2728064,-60912.3712007
2010-08-16 10:27:00 UTC,-13093.3591161,-52432.0579526,-65542.9930529,-52434.0470486,-39324.5654205,-26220.1506229,-39329.0209493,+0,-39327.2941152,-56555.7233186,+0,-26106.7833387,+0,+0,-47859.4254054,-43506.1023544,+0,-47855.4168131,-21756.2515465,+0
2010-08-16 10:27:30 UTC,+0,-52446.0233036,-65560.4507136,-52448.013049,+0,+0,+0,+0,-39337.7692015,-56565.6243246,+0,-26111.3539545,+0,-39171.930983,-47867.804187,-43513.7188615,-26111.5596636,-47863.7946741,-21760.0605146,+0
2010-08-16 10:28:00 UTC,+0,-52443.9990063,-65557.9202011,-52445.9886576,+0,+0,+0,-52441.443893,-39336.2508229,-56570.755348,+0,-26113.7225962,+0,-39168.1194685,-47872.1463441,-43517.6659831,-26113.9283259,-47868.1363541,-21762.0344457,+0
2010-08-16 10:28:30 UTC,+0,+0,-65542.4027785,-52433.5748335,+0,+0,+0,-52429.0314465,-39326.939934,-56556.6707873,+0,-26107.2207201,+0,-39158.3674188,+0,-43506.8312098,-26107.4263933,-47856.2185256,-21756.6160426,+0
2010-08-16 10:29:00 UTC,+0,+0,-65537.6358312,-52429.7613106,+0,+0,+0,-52425.2183469,-39324.0796318,-56550.2274558,+0,-26104.2462756,+0,-39153.9061019,+0,-43501.8745741,-26104.451923,-47850.7664195,-21754.1372598,+0
2010-08-16 10:29:30 UTC,+0,+0,-65524.5272911,-52419.2745748,+0,+0,+0,-52414.7327751,-39316.2141398,-56536.9228928,-47844.9275045,+0,+0,-39144.6941168,+0,-43491.6398264,-26098.3100646,-47839.508596,+0,+0
2010-08-16 10:30:00 UTC,-13091.5427061,+0,-65532.0225761,-52425.2707478,+0,+0,+0,-52420.7282826,-39320.7115212,-56545.1336315,-47851.8761519,+0,+0,-39150.379174,+0,-43497.9560684,-26102.1004329,-47846.4562159,+0,+0
2010-08-16 10:30:30 UTC,-13084.4838132,+0,-65554.6146649,-52443.3442529,+0,+0,+0,-52438.7997817,-39334.2674085,-56573.5093739,-47875.8901942,+0,+0,-39170.0263365,+0,-43519.7845616,-26115.199682,-47870.4667079,+0,+0
2010-08-16 10:31:00 UTC,-13085.7047555,+0,-65538.9672646,-52430.8264476,+0,-26218.5400773,+0,-52426.2833658,+0,-56557.2889231,-47862.1630259,+0,+0,-39158.7954116,+0,-43507.3067206,-26107.7117466,-47856.741569,+0,+0
2010-08-16 10:31:30 UTC,-13083.7411386,+0,-65525.3481511,-52419.9312568,-39313.9789705,-26213.0916532,+0,-52415.3893842,+0,+0,-47854.059096,+0,-47853.1588833,-39152.1651564,+0,-43499.9403399,-26103.2911915,+0,+0,+0
2010-08-16 10:32:00 UTC,-13080.8073974,+0,-65539.7058275,+0,-39322.5931767,-26218.8355447,+0,-52426.8741452,+0,+0,-47862.4364088,+0,-47861.5359613,-39159.0190807,+0,-43507.5552226,-26107.8608723,+0,-21756.9781168,+0
2010-08-16 10:32:30 UTC,-13082.0980821,+0,+0,+0,-39301.8693683,-26205.0170564,-39306.3214856,-52399.2444392,+0,+0,-47827.7390586,+0,-47826.839584,-39130.631337,+0,-43476.0157235,-26088.9340615,+0,-21741.2054079,-60870.1870427
2010-08-16 10:33:00 UTC,-13084.2295779,+0,+0,+0,-39297.7230354,-26202.2523109,-39302.1745293,-52393.7164032,+0,+0,-47820.9062223,+0,-47820.0069393,-39125.041031,+0,+0,+0,+0,-21738.0993396,-60861.4909911
2010-08-16 10:33:30 UTC,-13081.3389007,-52404.2689248,+0,+0,-39303.7234561,-26206.253349,-39308.1758522,-52401.7163738,+0,+0,-47830.3298102,-26090.1417473,-47829.4302629,-39132.7509683,+0,+0,+0,+0,-21742.3831109,-60873.4842546
2010-08-16 10:34:00 UTC,-13078.5629393,-52399.8191165,+0,+0,-39300.3860688,-26204.0280029,-39304.8379633,-52397.2668525,+0,+0,-47822.6425248,-26085.9485011,-47821.7431931,+0,-47821.2313062,+0,+0,+0,-21738.8886274,-60863.7007581
2010-08-16 10:34:30 UTC,-13081.1538598,-52396.3345953,+0,+0,-39297.7726536,-26202.2853961,-39302.2241551,-52393.782556,-39300.4988519,+0,-47821.13103,-26085.1240137,-47820.2317407,+0,-47819.7198688,+0,+0,+0,-21738.2015326,-60861.7771006
2010-08-16 10:35:00 UTC,-13079.9730663,-52416.2978837,+0,+0,-39312.745259,-26212.2690231,-39317.1990112,+0,-39315.4728524,+0,-47840.6237894,-26095.7568881,-47839.7239535,+0,-47839.2118881,+0,+0,+0,-21747.0625442,-60886.5852525
2010-08-16 10:35:30 UTC,-13076.1621501,-52449.7770113,+0,+0,-39337.854838,-26229.0119117,-39342.3123639,+0,-39340.5847707,+0,-47882.415576,-26118.5533944,-47881.5145685,+0,-47881.0020881,+0,+0,-47889.0260475,-21766.0602394,-60939.773053
2010-08-16 10:36:00 UTC,+0,-52448.65287,+0,+0,-39337.0117242,-26228.4497295,-39341.4691235,+0,-39339.7415784,-56568.794619,-47871.9001552,-26112.8174622,-47870.9994424,+0,-47870.4870664,+0,+0,-47866.4772586,-21761.2801433,-60926.3902294
2010-08-16 10:36:30 UTC,+0,-52455.1998312,-65571.9220117,+0,-39341.9219907,+0,-39346.3801277,+0,-39344.6523022,-56580.8915598,-47882.137647,-26118.4017902,-47881.2366473,+0,-47880.7241697,+0,+0,-47876.7132374,+0,-60939.4193368
2010-08-16 10:37:00 UTC,+0,-52430.2645083,-65540.7511227,+0,-39323.2203247,+0,-39327.6756514,+0,-39325.9488941,-56546.6261118,-47853.1392198,-26102.5837819,-47852.2390329,+0,-47851.7268433,+0,-26102.7894148,-47847.719097,+0,-60902.5134591
2010-08-16 10:37:30 UTC,+0,-52439.6299395,-65552.4585634,+0,-39330.2444634,+0,-39334.7008455,+0,-39332.9736871,-56559.0325847,+0,-26108.3109999,-47862.738184,+0,-47862.2258901,+0,-26108.5166825,-47858.2169903,+0,-60915.875951
2010-08-16 10:38:00 UTC,-13113.3646628,-52417.3095461,-65524.5565182,-52419.2979562,-39313.5040128,+0,-39317.9578789,+0,-39316.2316769,-56530.9106731,+0,-26095.3290408,-47838.9396228,-39140.5312985,-47838.4275652,+0,-26095.5346107,-47834.4212806,+0,-60885.5870183
2010-08-16 10:38:30 UTC,-13111.755279,-52407.6597964,-65512.4936595,-52409.6477578,-39306.2666333,+0,-39310.7194118,-52405.1070266,-39308.9936232,-56517.1236001,+0,-26088.9644942,-47827.2721195,-39130.9852271,-47826.7601776,-43476.4089042,-26089.1700089,-47822.7551751,-21741.4020353,-60870.7375397
2010-08-16 10:39:00 UTC,-13112.0806426,-52393.4558588,-65494.7377488,-52395.4431598,-39295.6135813,+0,-39300.0647584,-52390.9040052,-39298.3395785,-56497.489859,+0,-26079.9009414,-47810.6567912,-39117.390964,-47810.1450143,-43461.3053353,-26080.1063774,-47806.141838,-21733.8488335,-60849.5908596
2010-08-16 10:39:30 UTC,-13112.8270856,-52386.2453912,-65485.7241623,-52388.2323567,+0,-26197.239792,-39294.6560443,-52383.6940027,-39292.9311735,-56483.8782619,+0,-26073.6173996,-47799.1377864,-39107.9663904,-47798.6261237,-43450.8343967,-26073.822781,-47794.6242138,-21728.6123814,-60834.9303782
2010-08-16 10:40:00 UTC,-13109.9233808,-52389.9323305,-65490.3330931,-52391.9194675,+0,-26199.0836278,-39297.4216902,-52387.3807043,-39295.6966613,-56488.379935,+0,-26075.6955135,-47802.9473901,-39111.0833169,-47802.4356897,-43454.2973805,-26075.9009129,-47798.4333611,-21730.3441983,-60839.7789416
2010-08-16 10:40:30 UTC,-13111.8627403,-52391.7637377,-65492.6224796,-52393.7509599,+0,-26199.9995134,-39298.7954649,-52389.2119933,-39297.0703575,-56491.6061103,+0,+0,-47805.6775864,-39113.317098,-47805.1658588,-43456.7791676,-26077.3902301,-47801.16323,-21731.5853248,-60843.2537202
2010-08-16 10:41:00 UTC,-13113.6516243,-52363.8884764,-65457.7764622,-52365.874402,+0,-26186.0591135,+0,-52361.3385303,-39276.161769,-56450.7698263,+0,+0,-47771.1193083,-39085.0423433,-47770.6079236,-43425.3652035,-26058.5387515,-47766.6090944,-21715.875394,-60799.2706678
2010-08-16 10:41:30 UTC,-13121.5412447,-52350.4867609,-65441.0233849,-52352.4720633,+0,-26179.3569244,+0,-52347.9376795,+0,-56432.0373597,-47756.164162,+0,-47755.2666958,-39072.0721157,-47754.7554683,-43410.9549543,-26049.8911797,-47750.7583822,-21708.6689167,+0
2010-08-16 10:42:00 UTC,-13122.4149757,-52327.6910998,-65412.5272214,-52329.6753418,+0,-26167.9568291,+0,-52325.1434893,+0,-56402.9866051,-47731.5788631,+0,-47730.6820872,-39051.9575779,-47730.1711033,-43388.6071971,-26036.4803196,-47726.1767209,-21697.4929401,+0
2010-08-16 10:42:30 UTC,-13123.7478397,-52344.0106557,-65432.9278025,-52345.9956568,+0,-26176.1182284,+0,-52341.4619922,+0,-56430.8922029,-47755.1950298,+0,-47754.2975907,-39071.2792172,+0,-43410.0740241,+0,-47749.7893933,-21708.2283689,+0
2010-08-16 10:43:00 UTC,-13122.6761797,-52366.0421266,-65460.4686751,-52368.0281525,+0,-26187.1361527,+0,-52363.4920415,+0,-56464.2995447,-47783.4672551,+0,-47782.5690225,-39094.410225,+0,-43435.7731556,+0,-47778.0574359,-21721.0803472,+0
